Year,Storm Name,Storm Dates,Time,Reg,Sub Reg,Country,State,Location,Lat,Lon,Surge_m,Surge_ft,Storm_Tide_m,Storm_Tide_ft,Storm_Tide_Waves_m,Storm_Tide_Waves_ft,Datum,Type of Obs,Tropical,Confidence,Surge ID,Storm ID
1964,Hilda,Sep 28- Oct 5,,5,1,US,LA,Houma Navigation Canal,29.2357,-90.6712,,,2.99,9.8,,,,,Y,2,288,288
1964,Isbell,Oct 8-17,,5,1,US,FL,Key West,24.5453,-81.8108,,,1.37,4.5,,,,,Y,2,289,289
1964,Abby,Aug 5-8,,5,1,US,TX,Matagorda to Freeport,28.8044,-95.5483,,,1.22,4,,,,,Y,2,285,285
1964,Cleo,Aug 20- Sep 5,,5,1,US,FL,Tampa,27.941,-82.4573,,,0.4,1.3,,,,,Y,2,286,286
1965,TS #1,Jun 11-18,,5,1,US,FL,Apalachicola (in vicinity),29.7208,-84.9811,1.83,6,,,,,,,Y,2,290,290
1965,Betsy,Aug 27- Sep 13,,5,1,US,LA,Bohemia (East Landside),29.545,-89.7565,,,4.79,15.7,,,,,Y,3,291.2,291
1965,Betsy,Aug 27- Sep 13,,5,1,US,FL,North Key Largo,25.2646,-80.3018,,,2.74,9,,,,,Y,3,291.1,291
1965,Debbie,Sep 24-30,,5,1,US,LA,Industrial Canal in New Orleans,30.0157,-90.0292,,,1.83,6,,,,,Y,2,292,292
1966,Alma,Jun 4-14,,5,1,US,FL,New Port Richey to Cedar Key,28.9078,-82.6911,2.59,8.5,,,,,,,Y,2,293.2,293
1966,Inez,Sep 21- Oct 11,,5,1,US,FL,Big Pine Key,24.6719,-81.3397,1.52,5,,,,,,,Y,2,294.1,294
1966,Alma,Jun 4-14,,5,1,US,FL,Fort Myers Beach,26.4501,-81.9497,,,1.52,5,,,,,Y,3,293.1,293
1966,Inez,Sep 21- Oct 11,,5,1,US,TX,Corpus Christi,27.7858,-97.3942,,,,3.1,,,,,Y,2,294.2,294
1967,Beulah,Sep 5-22,,5,1,US,TX,Near South Padre Is/ Deer Is Boundary,26.4,-97.2217,5.49,18,,,,,,,Y,2,295,295
1968,Candy,Jun 22-26,,5,1,US,TX,Palacios (Matagorda County),28.6983,-96.2151,1.37,4.5,,,,,,,Y,3,298,298
1968,Gladys,Oct 13-21,,5,1,US,FL,Between Clearwater and Bayport,28.3801,-82.7056,,,1.98,6.5,,,,,Y,2,299,299
1968,Abby,Jun 1-13,,5,1,US,FL,Everglades City,25.8456,-81.3878,,,1.71,5.6,,,,,Y,2,297,297
1969,Camille,Aug 14-22,,5,1,US,MS,Pass Christian,30.3158,-89.2475,,,7.5,24.6,,,,,Y,2,300,300
1970,Becky,Jul 19-23,,5,1,US,FL,Apalachicola to St. Marks,29.914,-84.524,0.91,3,,,,,,,Y,2,303,303
1970,Ella,Sep 8-13,,5,1,US,TX,South Padre Island,26.1119,-97.1683,0.46,1.5,,,,,,,Y,2,305,305
1970,Celia,Jul 31- Aug 5,,5,1,US,TX,Ingleside on the Bay,27.8604,-97.2417,,,3.47,11.4,,,,,Y,3,304,304
1970,Felice,Sep 12-17,,5,1,US,TX,Galveston Channel,29.3091,-94.7937,,,0.61,2,,,,,Y,2,306,306
1971,Edith,Sep 5-18,,5,1,US,LA,Cypremort Point,29.7161,-91.8772,,,2.96,9.7,,,,,Y,2,308.2,308
1971,Fern,Sep 3-13,,5,1,US,TX,Freeport,28.9439,-95.3094,,,1.83,6,,,,,Y,3,309,309
1971,Edith,Sep 5-18,,5,1,US,TX,South Padre Island,26.1119,-97.1683,,,0.76,2.5,,,,,Y,2,308.1,308
1972,Agnes,Jun 14-23,,5,1,US,FL,Cedar Key,29.1363,-83.0373,2.13,7,,,,,,,Y,3,310,310
1973,Delia,Sep 1-7,,5,1,US,TX,Baytown,29.7335,-94.9781,,,1.98,6.5,,,,,Y,3,311,311
1974,Carmen,Aug 29- Sep 10,,5,1,US,LA,Cocodrie,29.2453,-90.6633,3.2,10.5,,,,,,,Y,2,313,313
1975,Eloise,Sep 13-24,,5,1,US,FL,Dune Allen Beach,30.3494,-86.2431,,,5.55,18.2,,,,,Y,2,315,315
1975,Caroline,Aug 24- Sep 1,,5,1,US,TX,Ranger Station at Padre Island near Corpus Christi,27.4772,-97.2738,,,1.14,3.75,,,,,Y,2,314,314
1977,Babe,Sep 3-9,,5,1,US,LA,Bayou Petit Caillou,29.1627,-90.6537,,,2.64,8.66,,,,,Y,2,318,318
1977,Anita,Aug 29- Sep 3,,5,1,US,TX,Port Isabel Coast Guard Station/ S. Padre Is.,26.0728,-97.1669,,,1.68,5.5,,,,,Y,2,317,317
1978,Debra,Aug 26-29,,5,1,US,LA,West of Atchafalaya Bay through Vermillion Bay,29.7452,-91.6683,1.74,5.7,,,,,,,Y,2,321,321
1979,Frederic,Aug 29- Sep 15,,5,1,US,AL,Near Orange Beach (Gulf Side),30.2654,-87.598,,,4.66,15.3,,,,,Y,3,326.2,326
1979,Bob,Jul 9-16,,5,1,US,MS,Gulfport and Harrison County CD,30.3614,-89.0928,,,1.92,6.3,,,,,Y,3,322,322
1979,Claudette,Jul 15-29,,5,1,US,TX,Sabine Coast Guard Station,29.7286,-93.8708,,,1.37,4.5,,,,,Y,2,323,323
1979,Elena,Aug 30- Sep 2,,5,1,US,TX,Galveston Texas City Baytown,29.381,-94.8892,,,0.99,3.25,,,,,Y,2,325,325
1979,David,Aug 25- Sep 8,,5,1,US,FL,Islamorada and Key West USCG,24.9235,-80.6261,,,0.61,2,,,,,Y,3,324,324
1980,Jeanne,Nov 7-16,,5,1,US,TX,Texas Coast (South),26.4653,-97.2442,1.22,4,,,,,,,Y,2,329,329
1980,Danielle,Sep 4-7,,5,1,US,TX/ LA,Upper Texas & Southwest Louisiana coast,29.6804,-93.8394,0.91,3,,,,,,,Y,2,328,328
1980,Allen,Jul 31- Aug 11,,5,1,US,TX,Port Mansfield on Laguna Madre,26.5553,-97.4233,,,3.66,12,,,,,Y,3,327,327
1982,Chris,Sep 9-12,,5,1,US,LA,Cameron Parish,29.7608,-93.5625,,,1.68,5.5,,,,,Y,2,332,332
1983,Barry,Aug 23-29,,5,1,US,TX,South Texas Coast,26.0768,-97.157,0.61,2,,,,,,,Y,2,334,334
1983,Alicia,Aug 15-21,,5,1,US,TX,San Luis Pass (West Bay Side),29.0898,-95.1213,,,3.85,12.63,,,,,Y,3,333,333
1985,Kate,Nov 15-23,,5,1,US,FL,Cape San Blas,29.6689,-85.3275,3.35,11,,,,,,,Y,3,340.2,340
1985,Elena,Aug 28- Sep 4,,5,1,US,FL,Near Apalachicola,29.7191,-85.0717,3.05,10,,,,,,,Y,2,338.2,338
1985,Juan,Oct 26- Nov 1,,5,1,US,LA,Bayou Bienvenue,30.0038,-89.8576,2.5,8.2,,,,,,,Y,3,339,339
1985,Elena,Aug 28- Sep 4,,5,1,US,FL,Key West,,,0.6,1.97,,,,,,,Y,2,338.1,338
1985,Danny,Aug 12-20,,5,1,US,LA,South Central Louisiana Coast,29.5875,-92.1469,,,2.44,8,,,,,Y,2,337,337
1986,Bonnie,Jun 23-28,,5,1,US,TX,Sabine Pass,29.6833,-94.0333,1.58,5.2,,,,,,,Y,3,341,341
1987,Floyd,Oct 9-14,,5,1,US,FL,Lower and Middle Keys,24.6481,-81.4164,1.22,4,,,,,,,Y,2,343,343
1988,Florence,Sep 7-11,,5,1,US,LA,Bayou Bienvenue,30.0038,-89.8576,1.83,6,2.29,7.5,,,,,Y,3,345,345
1988,Gilbert,Sep 8-20,,5,1,US,TX,S Padre Island,26.0733,-97.1547,1.83,6,,,,,,,Y,3,346,346
1988,Keith,Nov 17-26,,5,1,US,FL,Bradenton,27.4994,-82.5737,1.83,6,,,,,,,Y,3,347,347
1988,Beryl,Aug 8-10,,5,1,US,LA,Bayou Bienvenue,30.0038,-89.8576,1.68,5.5,,,,,,,Y,3,344,344
1989,Allison,Jun 24- Jul 1,,5,1,US,TX,Port Arthur/ Beaumont (WSO),29.865,-93.9353,0.9,2.95,,,,,,,Y,3,348,348
1989,Chantal,Jul 30- Aug 3,,5,1,US,TX,High Island,29.5506,-94.3858,,,2.13,7,,,,,Y,3,349,349
1989,Jerry,Oct 12-16,,5,1,US,TX,Baytown,29.7219,-95.0075,,,2.13,7,,,,,Y,2,350,350
1990,Marco,Oct 9-13,,5,1,US,FL,Sanibel Island,26.4375,-82.0386,0.76,2.5,,,,,,,Y,3,351,351
1992,Andrew,Aug 16-28,,5,1,US,FL,North Highland Beach,25.4977,-81.2006,,,4,13.12,,,,,Y,2,353.1,353
1992,Andrew,Aug 16-28,,5,1,US,LA,Bay Couteau,29.2305,-90.6693,,,3.1,10.17,,,,,Y,2,353.2,353
1993,Arlene,Jun 18-21,,5,1,US,TX,Palacios (PSX),28.6984,-96.2162,,,1.37,4.5,,,,,Y,2,354,354
1994,Beryl,Aug 14-19,,5,1,US,FL,Apalachicola,29.7267,-84.9817,0.88,2.9,,,,,,,Y,3,356,356
1994,Alberto,Jun 30- Jul 7,,5,1,US,FL,Okaloosa Island to Destin,30.3897,-86.5497,,,1.52,5,,,,,Y,2,355,355
1994,Gordon,Nov 8-21,,5,1,US,FL,Upper FL Keys,25.0108,-80.5139,,,1.22,4,,,,,Y,2,357,357
1995,Allison,Jun 3-11,,5,1,US,FL,Wakulla through Dixie Counties,29.9801,-83.8086,2.44,8,,,,,,,Y,2,358,358
1995,Opal,Sep 27- Oct 6,,5,1,US,FL,Hollywood Beach,30.2594,-85.9697,,,4.42,14.5,,,,,Y,2,363,363
1995,Erin,Jul 31- Aug 6,,5,1,US,FL,Navarre Beach,30.3793,-86.8625,,,2,6.56,,,,,Y,2,360,360
1995,Jerry,Aug 22-28,,5,1,US,FL,Florida West Coast,28.7547,-82.6444,,,0.46,1.5,,,,,Y,2,362,362
1996,Lili,Oct 14-29,,5,1,US,FL,Florida Keys,24.5617,-81.6811,1.83,6,,,,,,,Y,2,366,366
1996,Josephine,Oct 4-8,,5,1,US,FL,Suwannee,29.3226,-83.1437,,,2.83,9.3,,,,,Y,3,365,365
1997,Danny,Jul 16-27,,5,1,US,LA,Grand Isle,29.2366,-89.9873,,,1.65,5.4,,,,,Y,2,367,367
1998,Earl,Aug 31- Sep 8,,5,1,US,FL,Franklin Wakulla Jefferson and Taylor Counties,29.8053,-84.7333,2.44,8,,,,,,,Y,2,369,369
1998,Georges,Sep 15- Oct 1,,5,1,US,MS,Mississippi Coast,30.3911,-88.9737,,,3.7,12.14,,,,,Y,2,371.2,371
1998,Frances,Sep 8-13,,5,1,US,TX,Matagorda Locks and Sargeant Swing Bridge,28.6803,-95.9801,,,2.44,8,,,,,Y,2,370,370
1998,Georges,Sep 15- Oct 1,,5,1,US,FL,Florida Keys,24.5594,-81.6847,,,2.3,7.55,,,,,Y,2,371.1,371
1998,Charley,Aug 21-24,,5,1,US,TX,Galveston Pleasure Pier,29.285,-94.7883,,,1.5,4.92,,,,,Y,3,368,368
1998,Mitch,Oct 22- Nov 9,,5,1,US,FL,Lower Florida Keys,24.5572,-81.7092,,,1.22,4,,,,,Y,2,373,373
1999,Irene,Oct 12-19,,5,1,US,FL,Vaca Key,24.7117,-81.105,0.6,1.97,,,,,,,Y,2,376,376
1999,Bret,Aug 18-25,,5,1,US,TX,Port Mansfield Pass,26.5628,-97.2764,,,2.13,7,,,,,Y,2,374,374
1999,Harvey,Sep 19-22,,5,1,US,FL,Charlotte County,26.8778,-82.0632,,,0.76,2.5,,,,,Y,2,375,375
2000,Gordon,Sep 14-21,,5,1,US,FL,Bellair Beach,27.9232,-82.8444,1.52,5,,,,,,,Y,2,378,378
2000,Helene,Sep 15-25,,5,1,US,FL,Panama City Beach Pensacola Beach Destin Airport,30.3968,-86.4709,0.3,1,,,,,,,Y,3,379,379
2001,Gabrielle,Sep 11-21,,5,1,US,FL,Charlotte and Lee Counties,26.7696,-82.0615,2,6.56,,,,,,,Y,2,383,383
2001,Allison,Jun 5-19,,5,1,US,TX,Galveston Island (Western Region),29.1813,-94.9717,0.91,3,,,,,,,Y,2,381,381
2001,Michelle,Oct 29- Nov 6,,5,1,US,FL,Florida Keys,24.661,-81.3566,0.91,3,,,,,,,Y,2,384,384
2001,Barry,Aug 2-8,,5,1,US,FL/ LA,Bay and Walton Counties FL/ SE LA,30.3339,-86.185,,,0.91,3,,,,,Y,2,382,382
2002,Isidore,Sep 14-27,,5,1,US,LA,Rigolets,30.1733,-89.7274,2.53,8.3,,,,,,,Y,3,388,388
2002,Fay,Sep 5-11,,5,1,US,TX,TX coast,28.8303,-95.4981,0.91,3,,,,,,,Y,2,386,386
2002,Bertha,Aug 4-9,,5,1,US,MS,Waveland,30.325,-89.325,0.65,2.12,,,,,,,Y,3,385,385
2002,Lili,Sep 21- Oct 4,,5,1,US,LA,Crewboat Channel (Calumet),29.5742,-91.4206,,,3.75,12.3,,,,,Y,2,389,389
2002,Hanna,Sep 12-15,,5,1,US,MS,Gulfport Harbor,30.3614,-89.0928,,,1.55,5.1,,,,,Y,3,387,387
2003,Bill,Jun 28- Jul 3,,5,1,US,LA,Bayou Bienvenue,30.0038,-89.8576,1.69,5.54,,,,,,,Y,2,390,390
2003,Grace,Aug 30- Sep 2,,5,1,US,TX,Galveston Island,29.2906,-94.7866,0.61,2,,,,,,,Y,2,393,393
2003,Claudette,Jul 7-17,,5,1,US,TX,Freeport USGS,28.9211,-95.3869,,,2.79,9.15,,,,,Y,2,391,391
2004,Ivan,Sep 2-24,,5,1,US,FL/ AL,Destin FL to Mobile AL,30.3422,-87.3106,4.57,15,,,,,,,Y,2,398.1,398
2004,Matthew,Oct 8-11,,5,1,US,LA,Frenier (NWS),30.1076,-90.4268,1.78,5.85,,,,,,,Y,3,400,400
2004,Jeanne,Sep 13-29,,5,1,US,FL,Cedar Key,29.1363,-83.0373,1.07,3.5,,,,,,,Y,2,399,399
2004,Bonnie,Aug 3-14,,5,1,US,FL,Cedar Key (NOS),29.135,-83.0317,0.58,1.9,1.59,5.21,,,,,Y,3,395,395
2004,Ivan,Sep 2-24,,5,1,US,LA,Calcasieu Pass- East Jetty,29.7683,-93.3433,0.52,1.7,,,,,,,Y,2,398.2,398
2004,Charley,Aug 9-15,,5,1,US,FL,Fort Myers Beach,26.4506,-81.9496,,,2.87,9.4,,,,,Y,3,396,396
2004,Frances,Aug 25- Sep 10,,5,1,US,FL,Pinellas County,27.8044,-82.807,,,1.83,6,,,,,Y,2,397,397
2005,Arlene,Jun 8-14,,5,1,US,FL,Walton County,30.3339,-86.185,1.52,5,,,,,,,Y,3,401,401
2005,Katrina,Aug 23-31,,5,1,US,FL,Extreme SW Florida,25.1294,-81.0369,1.22,4,,,,,,,Y,2,405.1,405
2005,Dennis,Jul 4-18,,5,1,US,FL,McKay Bay (Entrance),27.9133,-82.425,1.03,3.38,1.48,4.84,,,,,Y,3,403.1,403
2005,Katrina,Aug 23-31,,5,1,US,MS,Hancock County EOC,30.2721,-89.376,,,8.53,28,,,,,Y,2,405.2,405
2005,Rita,Sep 18-26,,5,1,US,LA,Cameron Parish,29.7867,-93.1837,,,5.43,17.8,,,,,Y,3,406.2,406
2005,Wilma,Oct 15-26,,5,1,US,FL,Lostman's Ranger Station to Big Sable Creek,25.4432,-81.1564,,,4.72,15.5,,,,,Y,2,407,407
2005,Dennis,Jul 4-18,,5,1,US,FL,Navarre Beach to Panama City,30.369,-86.3266,,,3.2,10.5,,,,,Y,3,403.2,403
2005,Cindy,Jul 3-11,,5,1,US,AL,Fort Morgan,30.2328,-87.9534,,,2.16,7,,,,,Y,2,402,402
2005,Emily,Jul 11-21,,5,1,US,TX,Boca Chica Beach,26.0168,-97.152,,,1.52,5,,,,,Y,3,404,404
2005,Rita,Sep 18-26,,5,1,US,FL,Key West (KEYW),24.5546,-81.7638,,,1.52,5,,,,,Y,3,406.1,406
2006,Alberto,Jun 10-19,,5,1,US,FL,Homosassa,28.7829,-82.6206,1.83,6,,,,,,,Y,2,408,408
2006,Ernesto,Aug 24- Sep 4,,5,1,US,FL,Vaca Key and Naples Pier,24.7117,-81.105,0.3,1,,,,,,,Y,2,409,409
2007,Erin,Aug 15-19,,5,1,US,TX,Jamaica Beach Western Galveston Island,29.1815,-94.9716,0.94,3.1,,,,,,,Y,3,411,411
2007,Humberto,Sep 12-14,,5,1,US,TX,Texas Point TCOON Tide Gage,29.6781,-93.8369,,,1.48,4.87,,,,,Y,2,412,412
2008,Gustav,Aug 25- Sep 5,,5,1,US,LA,Northeast Bay Gardene,29.5858,-89.606,3.81,12.5,4.15,13.63,,,,,Y,3,417.2,417
2008,Fay,Aug 15-28,,5,1,US,FL,Everglades City,25.8456,-81.3878,1.52,5,,,,,,,Y,2,416.1,416
2008,Dolly,Jul 20-27,,5,1,US,TX,S Padre Is. Port Mansfield Brownsville,26.3533,-97.2094,1.22,4,,,,,,,Y,2,414,414
2008,Ike,Sep 1-15,,5,1,US,FL,Fort Myers,26.647,-81.872,0.57,1.86,,3.25,,,,,Y,2,418.1,418
2008,Gustav,Aug 25- Sep 5,,5,1,US,FL,Vaca Key,24.7117,-81.105,0.31,1,0.46,1.5,,,,,Y,2,417.1,417
2008,Ike,Sep 1-15,,5,1,US,TX,Chambers County,29.704,-94.4837,,,5.33,17.5,,,,,Y,3,418.2,418
2009,Ida,Nov 4-10,,5,1,US,LA,Bay Gardene,29.5983,-89.6183,1.99,6.53,2.23,7.33,,,,,Y,3,420,420
2009,Claudette,Aug 16-18,,5,1,US,FL,Indian Pass,29.6799,-85.2271,0.91,3,1.07,3.5,,,,,Y,3,419,419
2010,Alex,Jun 25- Jul 2,,5,1,US,TX,Port Lavaca,28.6178,-96.6205,1.51,4.94,1.62,5.31,,,,,Y,3,421,421
2010,Hermine,Sep 6-9,,5,1,US,TX,Port Lavaca,28.6178,-96.6205,1.04,3.4,1.28,4.2,,,,,Y,3,423,423
2011,Don,Jul 27-30,,5,1,US,TX,Corpus Christi Bob Hall Pier,27.58,-97.2167,0.58,1.89,0.77,2.54,,,,,Y,3,426,426
2011,Lee,Sep 2-5,,5,1,US,LA,Seabrook Bridge,30.031,-90.037,,,1.91,6.25,,,,,Y,2,427,427
2012,Debby,Jun 23-27,,5,1,US,FL,Cedar Key (NOS),29.135,-83.032,1.37,4.49,1.38,4.53,,,,,Y,3,428,428
2012,Isaac,Aug 21- Sep 1,,5,1,US,LA,USGS Tide Gauge,29.5666,-89.7659,,,4.39,14.41,,,,,Y,3,429,429
1846,Unnamed,10-Mar,,5,2,US,VA,Fort Monroe,37.0033,-76.315,,,,5.1,,,Ordinary High Water,,Y,2,,
1851,Unnamed,16-Apr,,5,2,US,MA,Boston,42.361,-71.0509,,,,5.3,,,Ordinary High Water,,Y,2,,
1879,Unnamed,18-Aug,,5,2,US,VA,Norfolk,,,,7,,8,,,,,Y,3,,
1889,Unnamed,10-Sep,,5,2,US,NJ,Sandy Hook,40.4667,-74.0083,,,,3.9,,,Ordinary High Water,,Y,2,,
1893,Unnamed,27-Aug,,5,2,US,GA,Savannah Beach,,,,9.5,,12,,,,,Y,2,,
1893,Unnamed,13-Oct,,5,2,US,SC,South Island ,33.1947,-79.2106,,,,6.8,,,Ordinary High Water,,Y,2,,
1898,Unnamed,9/29-10/2,,5,2,US,GA,Sapels Lighthouse,31.392,-81.2852,,,,18,,,Mean High Water Mark,,Y,2,,
1899,San Ciriaco,Aug 3 - Sep 4,,5,2,US,NC,Hatteras,35.2113,-75.685,2.44,,2.44,,,,,,Y,,116.1,116
1899,Unnamed,8/7-8/17,,5,2,US,SC,South Carolina Coast,,,,,,2.8,,,Above Normal,,Y,1,,
1903,Vagabond,Sep 12 - 17,,5,2,US,NY,The Battery,40.703,-74.0169,1.95,,2.07,,,,,,Y,,126.1,126
1903,Unnamed,Sep 9 - 16,,5,2,US,FL,Jupiter,26.9352,-80.0733,1.52,,2.4224,,,,,,Y,,125.1,125
1906,Unnamed,Oct 8 - 23,,5,2,US,FL,St. Augustine,29.8927,-81.3044,2.43,,2.13,,,,,,Y,,131.1,131
1906,Unnamed,17-Sep,,5,2,US,SC,Georgetown,33.3617,-79.28,,,,1.5,,,Above Normal High Tide,,Y,2,130.1,130
1910,Unnamed,19-Oct,Morning,5,2,US,SC,Charleston,32.7817,-79.925,,,,2.25,,,Above Normal High Tide,,Y,2,143.1,143
1911,Unnamed,27-Aug,Night,5,2,US,SC,Charleston,32.7817,-79.925,,,,10.6,,,Above Mean Low Water,,Y,2,144.1,144
1914,Unnamed,Sep 15 - 19,,5,2,US,FL,St. Augustine,29.8927,-81.3102,1.52,,1.52,,,,,,Y,,150.1,150
1916,Unnamed,13-Jul,Evening,5,2,US,SC,Customhouse Dock Charleston ,32.7808,-79.9264,,,,2.3,,,Height Above Predicted Tide,,Y,2,154.1,154
1918,Unnamed,Aug 23 - 26,,5,2,US,NC,Lumina,34.2072,-77.7938,2.47,,3.03,,,,,,Y,,159.1,159
1926,Great Miami,Sep 11-22,,5,2,US,FL,Miami,25.7276,-80.2344,,,,13.2,,,,,Y,2,171.1,171
1928,Okeechobee,Sep 6 - 21,,5,2,US,FL,Palm Beach,27.4466,-80.2786,3.41,,3.63,,,,,,Y,,176.1,176
1928,Unnamed,Aug 3 - 13,,5,2,US,FL,Ft. Pierce,26.7055,-80.0261,3.35,,3.35,,,,,,Y,,175.1,175
1933,Unnamed,Sep 8 - 22,,5,2,US,VA,Sewell's Point,36.9547,-76.3269,2.99,,2.99,,,,,,Y,,184.1,184
1933,Chesapeake-Potomac,Aug 13 - 28,,5,2,US,VA,Sewell's Point,36.9547,-76.3269,2.53,,2.97,,,,,,Y,,182.1,182
1934,Unnamed,8/17-8/26,,5,2,US,VA,Norfolk,36.8528,-76.2984,,,,7,,,Above Normal,,Y,2,185.11,185.1
1935,Unnamed,Oct 3 - Nov 8,,5,2,US,FL,Fort Lauderdale,2.1336,2.13,2.13,,2.13,,,,,,Y,,190.1,190
1936,Unnamed,Sep 8 -25,,5,2,US,VA,Sewell's Point,2.8346,2.83,2.83,,2.83,,,,,,Y,,194.1,194
1938,Great New England,21-Sep,6:00 PM,5,2,US,RI,Providence,41.8212,-71.4068,,,,17.6,,,Mean  Low Tide,,Y,2,198.2,198
1940,Unnamed,Aug 5-17,,5,2,US,SC,Lady's Island,3.4442,3.9364,3.44,,3.94,11.3,,,,,Y,,202.1,202
1944,Unnamed,Oct 12 -23,,5,2,US,FL,Jacksonville Beach,3.23,3.72,3.23,,3.72,,,,,,Y,,208.1,208
1944,Unnamed,13-15 Sept,,5,2,US,MA,southwest of Falmouth,41.5373,-70.6364,,,,11,,,,,Y,3,207.2,207
1945,Unnamed,,,5,2,US,FL,,25.5918,-80.3097,,,4.2,13.7,,,,Tide gage,Y,3,210.1,210
1946,Unnamed,8-Oct,,5,2,US,GA,Brunswick,31.1476,-81.4774,,,,9.5,,,Above Tide,,Y,2,212.1,212
1947,No. IX,15-Oct,,5,2,US,GA,Savanna Beach,31.999,-80.8424,,,,12,,,Mean  Low Tide,,Y,2,217.1,217
1947,George,Sep 4 -21,,5,2,US,FL,Boca Raton,26.3586,-80.0436,2.29,,3.33,10.8,,,,,Y,,214.1,214
1949,Delray Beach,Aug 23 - 31,,5,2,US,FL,Palm Beach,26.7055,-80.0066,2.1,,2.42,,,,,,Y,,221.1,221
1950,King,Oct 13 -19,,5,2,US,FL,Miami Beach,25.85,-80.1197,1.52,,1.52,,,,,,Y,,223.1,223
1953,Barbara,Aug 11 - 16,,5,2,US,NC,New Bern,34.9772,-76.7713,1.83,,1.83,,,,,,Y,,229.1,229
1954,Hazel,,,5,2,US,NC,,33.874,-78.48,,,5.36448,17.6,,,,,Y,3,238.1,238
1954,Carol,30-31 Aug,,5,2,US,RI,southeast end of Providence,41.7855,-71.3829,,,,15.1,,,,,Y,3,236.1,236
1955,Ione,Sep 10 - 24,,5,2,US,NC,New Bern NC,35.0722,-77.011,3.23,,3.23,10.6,,,,,Y,,241.1,241
1955,Diane,Aug 7 -21,,5,2,US,NC,Long Beach,33.918,-78.1491,2.74,,2.74,9,,,,,Y,,240.1,240
1955,Connie,,,5,2,US,NC,,34.005,-77.897,,,2.37744,7.8,,,,,Y,3,239.1,239
1956,Flossy,Sep 21 - 30 ,,5,2,US,VA,Sewell's Point,36.9547,-76.3269,1.34,,2,,,,,,Y,,242.1,242
1958,Helene,Sep 27-28,,5,2,US,NC,Pamlico Sound,35.2586,-75.5965,,,,7.5,,,Mean Sea Level,Peak Stage Gage,Y,2,245.1,245
1959,Gracie,Sep 20 - Oct 2,,5,2,US,SC,North of Edisto Beach,32.5133,-80.2829,,,,11.9,,,Mean Sea Level,High Water,Y,2,247.1,247
1959,Cindy,Jul 5 - 12,,5,2,US,SC,Bulls Bay/McLellanville SC,33.0102,-79.4841,1.22,,1.22,,,,,,Y,,246.1,246
1960,Donna,9-13 Sept,,5,2,US,NY,Long Island,40.5869,-73.8254,,,,10.5,,,,,Y,3,250.3,250
1962,Alma,Aug 26 - Sep 2,,5,2,US,NC,Nags Head,35.9111,-75.5929,,,,3,,,Above Normal,,Y,2,253.1,253
1963,Ginny,Oct 16 -30,,5,2,US,NC,Wilmington,34.2271,-77.951,,,,3.5,,,Above Normal,,Y,2,255.2,255
1964,Isbell,10/8-10/16,,5,2,US,FL,Key West,24.555,-81.8067,,,,4.5,,,Mean Sea Level,,Y,2,259.1,259
1964,Dora,8/28 - 9/16,,5,2,US,GA,Brunswick,31.1448,-81.4988,,,,13.5,,,Mean Low Water,,Y,2,258.1,258
1964,Cleo,8/20 -9/5,,5,2,US,FL,Fort Lauderdale,26.1007,-80.1189,,,,5,,,Above Normal,,Y,2,257.1,257
1965,Betsy,8/27-9/10,,5,2,US,FL,Tavernier,25.0096,-80.5148,,,,7.7,,,Mean Low Water,,Y,2,260.2,260
1966,Inez,9/21-10/11,,5,2,US,FL,Big Pine Key,24.6483,-81.33,,,,5,,,Above Normal,,Y,2,262.1,262
1966,Alma,6/4-6/14,,5,2,US,FL,Key West,24.555,-81.8067,,,,3.5,,,Mean Low Water,,Y,2,261.1,261
1968,Gladys,10/13-10/21,,5,2,US,FL,Jacksonville Beach,52.33606071,-65.94859286,,,,3.2,,,Above Normal,,Y,2,265.1,265
1972,Agnes,6/4-6/22,,5,2,US,MD,Assateague ,38.0908,-75.1993,,,,4,,,Above Normal,,Y,2,270.2,270
1976,Dottie,8/17-8/21,,5,2,US,NC,Atlanta Beach,34.6974,-76.7387,,,,3.5,,,Above Normal,,Y,2,276.1,276
1976,Belle,9-Aug,19:24,5,2,US,NJ,Atlantic City ,39.3756,-74.4019,,,,8.85,,,Mean Low Water,,Y,2,275.2,275
1979,David,8/25-9/7,,5,2,US,GA,Savannah Savannah River,30.0982,-81.0798,,,,12,,,Mean Low Water,,Y,2,277.1,277
1984,Diana,9/8-9/16,,5,2,US,NC,Carolina Beach,34.034,-77.8913,,,1.7,,,,Above Normal,,Y,2,281.2,281
1985,Gloria,9/16-10/2,,5,2,US,NY,New York City Battery Park,40.7,-74.0133,,,2.1,,,,Above Normal,,Y,4,284.2,284
1985,Bob,7/21-7/26,,5,2,US,SC,Charleston Harbor,32.7817,-79.925,,,0.5,,,,Above Normal,,Y,2,283.11,283.1
1986,Charley,8/13-8/30,,5,2,US,MA,Nantucket Island,41.285,-70.0967,1.2,,,,,,Tide Height Above Normal,,Y,2,289.2,289
1988,Keith,11/17-11/24,,5,2,US,FL,Daytona Beach,29.2129,-81.0187,0.6,,,,,,Tide Height Above Normal,,Y,2,293.1,293
1988,Chris,8/21-8/29,,5,2,US,GA,Fort Pulaski ,32.0333,-80.9017,0.5,,,,,,Tide Height Above Normal,,Y,2,292.1,292
