product_number,main_category,sub_category,category_detail,product_name,date_captured,year_captured
2122867,Food,Snacks & Sweets,Snack Bars,Perfect Bar® - Dark Chocolate Chip Peanut Butter,2022-09-15,2022
2122631,Food,Snacks & Sweets,Snack Bars,Perfect Bar® Peanut Butter,2022-09-15,2022
2121814,Food,Snacks & Sweets,Snack Bars,KIND - Almond Coconut Cashew Chai,2022-09-15,2022
2121698,Food,Snacks & Sweets,Snack Bars,KIND® Blueberry Vanilla & Cashew Bar,2022-09-15,2022
2121697,Food,Snacks & Sweets,Snack Bars,KIND Peanut Butter Dark Chocolate Bar,2022-09-15,2022
2121815,Food,Snacks & Sweets,Snack Bars,KIND® Salted Caramel & Dark Chocolate Nut Bar,2022-09-15,2022
2121694,Food,Snacks & Sweets,Snack Bars,That's It® – Apple + Blueberry Bar,2022-09-15,2022
2121693,Food,Snacks & Sweets,Snack Bars,That's It® – Apple + Mango Bar,2022-09-15,2022
2121987,Food,Snacks & Sweets,Snack Bars,This Bar Saves Lives™ – Dark Chocolate Cherry & Sea Salt Bar,2022-09-15,2022
2121989,Food,Snacks & Sweets,Snack Bars,This Bar Saves Lives™ - Dark Chocolate Peanut Butter,2022-09-15,2022
2121986,Food,Snacks & Sweets,Snack Bars,This Bar Saves Lives™ Madagascar Vanilla Almond & Honey Bar,2022-09-15,2022
2121988,Food,Snacks & Sweets,Snack Bars,This Bar Saves Lives™ - Wild Blueberry Pistachio Bar,2022-09-15,2022
2122257,Food,Snacks & Sweets,Spreads,Avocado Spread,2022-09-15,2022
301,Food,Oatmeal & Yogurt,,Rolled & Steel-Cut Oatmeal,2022-09-15,2022
2122192,Food,Oatmeal & Yogurt,,Berry Trio Parfait,2022-09-15,2022
2123149,Food,Oatmeal & Yogurt,,Strawberry Overnight Grains,2022-09-15,2022
2123239,At Home Coffee,Whole Bean,Starbucks Reserve®,Rwanda Hingakawa Starbucks Reserve®,2022-09-15,2022
2123683,At Home Coffee,Whole Bean,Starbucks Reserve®,Sun-Dried Zambia Ngoli Estate Whole Bean,2022-09-15,2022
2121562,At Home Coffee,Whole Bean,Starbucks Reserve®,Starbucks Reserve® Vietnam Da Lat,2022-09-15,2022
2123285,At Home Coffee,Whole Bean,Starbucks Reserve®,Costa Rica Naranjo Starbucks Reserve®,2022-09-15,2022
983,At Home Coffee,Whole Bean,Starbucks Reserve®,Starbucks Reserve® Hawai'i Ka‘u,2022-09-15,2022
860,At Home Coffee,Whole Bean,Blonde Roast,Veranda Blend®,2022-09-15,2022
2122186,At Home Coffee,Whole Bean,Blonde Roast,Starbucks® Blonde Espresso Roast,2022-09-15,2022
4,At Home Coffee,Whole Bean,Medium Roast,Single-Origin Guatemala Casi Cielo®,2022-09-15,2022
2123124,At Home Coffee,Whole Bean,Medium Roast,Siren's Blend™,2022-09-15,2022
3,At Home Coffee,Whole Bean,Medium Roast,Guatemala Antigua,2022-09-15,2022
24,At Home Coffee,Whole Bean,Medium Roast,Pike Place® Roast,2022-09-15,2022
290,At Home Coffee,Whole Bean,Medium Roast,Organic Yukon Blend®,2022-09-15,2022
581,At Home Coffee,Whole Bean,Dark Roast,Decaf Sumatra,2022-09-15,2022
15,At Home Coffee,Whole Bean,Dark Roast,Caffè Verona®,2022-09-15,2022
20,At Home Coffee,Whole Bean,Dark Roast,Espresso Roast,2022-09-15,2022
23,At Home Coffee,Whole Bean,Dark Roast,Italian Roast,2022-09-15,2022
10,At Home Coffee,Whole Bean,Dark Roast,Komodo Dragon Blend®,2022-09-15,2022
8,At Home Coffee,Whole Bean,Dark Roast,Sumatra,2022-09-15,2022
810,At Home Coffee,VIA® Instant,Flavored,VIA® Sweetened Iced Coffee,2022-09-15,2022
860,At Home Coffee,VIA® Instant,Blonde Roast,VIA® Veranda Blend™,2022-09-15,2022
24,At Home Coffee,VIA® Instant,Medium Roast,Starbucks VIA® Instant Pike Place® Roast,2022-09-15,2022
23,At Home Coffee,VIA® Instant,Dark Roast,VIA® Italian Roast,2022-09-15,2022
868,At Home Coffee,VIA® Instant,Dark Roast,VIA® Decaf Italian Roast,2022-09-15,2022
2123650,Merchandise,Cold Cups,,Siren Tail Stainless-Steel Cold Cup - 24 fl oz,2022-09-15,2022
2123646,Merchandise,Cold Cups,,Iridescent Plastic Cold Cup - 24 fl oz,2022-09-15,2022
2123640,Merchandise,Cold Cups,,Siren Stainless-Steel Cold Cup - 24 fl oz,2022-09-15,2022
2123636,Merchandise,Cold Cups,,Tinted Bling Plastic Cold Cup - 24 fl oz,2022-09-15,2022
2123607,Merchandise,Cold Cups,,Siren Logo Plastic Cold Cup - 24 fl oz,2022-09-15,2022
2123532,Merchandise,Cold Cups,,Reusable Plastic Cold-Cup Straw Pack,2022-09-15,2022
2123336,Merchandise,Cold Cups,,Cold To-Go Cup - 24 fl oz,2022-09-15,2022
2123653,Merchandise,Tumblers,,Pebble Stainless-Steel Tumbler - 12 fl oz,2022-09-15,2022
2123651,Merchandise,Tumblers,,Two-Tone Stainless-Steel Tumbler - 16 fl oz,2022-09-15,2022
2123647,Merchandise,Tumblers,,Recycled Stainless-Steel Tumbler - 16 fl oz,2022-09-15,2022
2123637,Merchandise,Tumblers,,Recycled Plastic Tumbler - 16 fl oz,2022-09-15,2022
2123635,Merchandise,Tumblers,,Iridescent Stainless-Steel Tumbler - 16 fl oz,2022-09-15,2022
2123608,Merchandise,Tumblers,,Siren Logo Double-Wall Ceramic Tumbler - 12 fl oz,2022-09-15,2022
2123601,Merchandise,Tumblers,,Ice Stainless-Steel Tumbler - 16 fl oz,2022-09-15,2022
2123680,Merchandise,Tumblers,,Luster Double-Wall Ceramic Tumbler - 8 fl oz,2022-09-15,2022
2123291,Merchandise,Tumblers,,Siren Logo Plastic Hot Cup - 16 fl oz,2022-09-15,2022
2123652,Merchandise,Mugs,,Concrete Ceramic Mug with Lid - 12 fl oz,2022-09-15,2022
2123639,Merchandise,Mugs,,Recycled Ceramic Mug - 16 fl oz,2022-09-15,2022
2123649,Merchandise,Water Bottles,,Siren Stainless-Steel Water Bottle - 20 fl oz,2022-09-15,2022
2123634,Merchandise,Water Bottles,,Tritan Plastic Water Bottle - 24 fl oz,2022-09-15,2022
2123648,Merchandise,Water Bottles,,Translucent Glass Water Bottle - 22 fl oz,2022-09-15,2022
2123532,Merchandise,Other,,Reusable Plastic Cold-Cup Straw Pack,2022-09-15,2022
2121746,Merchandise,Other,,Small Shopping Bag,2022-09-15,2022
2123548,Gift Cards,Happy Birthday,,Starbucks Card - Birthday,2022-09-15,2022
2123547,Gift Cards,Thank You,,Starbucks Card - Thank You,2022-09-15,2022
2123549,Gift Cards,Traditional,,Starbucks Card - Traditional,2022-09-15,2022
406,Drinks,Hot Coffees,Americanos,Caffè Americano,2022-09-17,2022
873068625,Drinks,Hot Coffees,Brewed Coffees,Veranda Blend®,2022-09-17,2022
478,Drinks,Hot Coffees,Brewed Coffees,Caffè Misto,2022-09-17,2022
479,Drinks,Hot Coffees,Brewed Coffees,Featured Starbucks® Dark Roast Coffee,2022-09-17,2022
480,Drinks,Hot Coffees,Brewed Coffees,Featured Medium Roast - Pike Place® Roast,2022-09-17,2022
481,Drinks,Hot Coffees,Brewed Coffees,Decaf Pike Place® Roast,2022-09-17,2022
409,Drinks,Hot Coffees,Cappuccinos,Cappuccino,2022-09-17,2022
410,Drinks,Hot Coffees,Espresso Shots,Espresso,2022-09-17,2022
411,Drinks,Hot Coffees,Espresso Shots,Espresso Con Panna,2022-09-17,2022
565,Drinks,Hot Coffees,Flat Whites,Flat White,2022-09-17,2022
2123158,Drinks,Hot Coffees,Flat Whites,Honey Almondmilk Flat White,2022-09-17,2022
418,Drinks,Hot Coffees,Lattes,Pumpkin Spice Latte,2022-09-17,2022
407,Drinks,Hot Coffees,Lattes,Caffè Latte,2022-09-17,2022
414,Drinks,Hot Coffees,Lattes,Cinnamon Dolce Latte,2022-09-17,2022
2122614,Drinks,Hot Coffees,Lattes,Starbucks Reserve® Latte,2022-09-17,2022
2122617,Drinks,Hot Coffees,Lattes,Starbucks Reserve® Hazelnut Bianco Latte,2022-09-17,2022
2122164,Drinks,Hot Coffees,Lattes,Starbucks® Blonde Vanilla Latte,2022-09-17,2022
2123563,Drinks,Hot Coffees,Macchiatos,Apple Crisp Oatmilk Macchiato,2022-09-17,2022
413,Drinks,Hot Coffees,Macchiatos,Caramel Macchiato,2022-09-17,2022
412,Drinks,Hot Coffees,Macchiatos,Espresso Macchiato,2022-09-17,2022
408,Drinks,Hot Coffees,Mochas,Caffè Mocha,2022-09-17,2022
2122615,Drinks,Hot Coffees,Mochas,Starbucks Reserve® Dark Chocolate Mocha,2022-09-17,2022
420,Drinks,Hot Coffees,Mochas,White Chocolate Mocha,2022-09-17,2022
2121525,Drinks,Hot Coffees,Clover® Brewed Coffees,Hawai‘i Ka‘u Clover® Starbucks Reserve®,2022-09-17,2022
2123681,Drinks,Hot Coffees,Clover® Brewed Coffees,Sun-Dried Zambia Ngoli Estate Clover® Starbucks Reserve®,2022-09-17,2022
2121563,Drinks,Hot Coffees,Clover® Brewed Coffees,Vietnam Da Lat Clover® Starbucks Reserve®,2022-09-17,2022
2123277,Drinks,Hot Coffees,Clover® Brewed Coffees,Clover® Starbucks Reserve® Costa Rica Naranjo,2022-09-17,2022
2121885,Drinks,Hot Coffees,Clover® Brewed Coffees,Rwanda Hingakawa Clover® Starbucks Reserve®,2022-09-17,2022
2121629,Drinks,Hot Coffees,Clover® Brewed Coffees,Clover Brewed® Pike Place® Roast,2022-09-17,2022
2121631,Drinks,Hot Coffees,Clover® Brewed Coffees,Organic Yukon Blend® Clover®,2022-09-17,2022
2121585,Drinks,Hot Coffees,Clover® Brewed Coffees,Clover Brewed® Gold Coast Blend®,2022-09-17,2022
2121581,Drinks,Hot Coffees,Clover® Brewed Coffees,Clover Brewed® Breakfast Blend,2022-09-17,2022
2121588,Drinks,Hot Coffees,Clover® Brewed Coffees,Kenya Clover®,2022-09-17,2022
2121635,Drinks,Hot Coffees,Clover® Brewed Coffees,Veranda Blend® Clover®,2022-09-17,2022
2121637,Drinks,Hot Coffees,Clover® Brewed Coffees,Clover Brewed® Starbucks Willow Blend,2022-09-17,2022
2121633,Drinks,Hot Coffees,Clover® Brewed Coffees,Decaf Sumatra Clover®,2022-09-17,2022
2121636,Drinks,Hot Coffees,Clover® Brewed Coffees,Caffé Verona® Clover®,2022-09-17,2022
2121748,Drinks,Hot Coffees,Clover® Brewed Coffees,Clover Brewed® Decaf Pike Place® Roast,2022-09-17,2022
2121582,Drinks,Hot Coffees,Clover® Brewed Coffees,Espresso Roast Clover®,2022-09-17,2022
2121632,Drinks,Hot Coffees,Clover® Brewed Coffees,Decaf Espresso Roast Clover®,2022-09-17,2022
2121583,Drinks,Hot Coffees,Clover® Brewed Coffees,Ethiopia Clover®,2022-09-17,2022
2121584,Drinks,Hot Coffees,Clover® Brewed Coffees,French Roast Clover®,2022-09-17,2022
2121587,Drinks,Hot Coffees,Clover® Brewed Coffees,Italian Roast Clover®,2022-09-17,2022
2122377,Drinks,Hot Coffees,Clover® Brewed Coffees,Komodo Dragon Clover®,2022-09-17,2022
2121630,Drinks,Hot Coffees,Clover® Brewed Coffees,Sumatra Clover®,2022-09-17,2022
873068654,Drinks,Hot Coffees,Coffee Travelers,Coffee Traveler - Veranda Blend®,2022-09-17,2022
873068656,Drinks,Hot Coffees,Coffee Travelers,Coffee Traveler - Dark Roast,2022-09-17,2022
873068655,Drinks,Hot Coffees,Coffee Travelers,Coffee Traveler - Pike Place® Roast,2022-09-17,2022
873068657,Drinks,Hot Coffees,Coffee Travelers,Coffee Traveler - Decaf Pike Place® Roast,2022-09-17,2022
466,Drinks,Hot Teas,Chai Teas,Chai Tea Latte,2022-09-17,2022
2122273,Drinks,Hot Teas,Chai Teas,Chai Tea,2022-09-17,2022
450,Drinks,Hot Teas,Black Teas,Earl Grey Tea,2022-09-17,2022
477,Drinks,Hot Teas,Black Teas,Teavana® London Fog Tea Latte,2022-09-17,2022
446,Drinks,Hot Teas,Black Teas,Royal English Breakfast Tea,2022-09-17,2022
465,Drinks,Hot Teas,Black Teas,Royal English Breakfast Tea Latte,2022-09-17,2022
873068751,Drinks,Hot Teas,Green Teas,Emperor’s Clouds & Mist®,2022-09-17,2022
468,Drinks,Hot Teas,Green Teas,Matcha Tea Latte,2022-09-17,2022
2122274,Drinks,Hot Teas,Green Teas,Honey Citrus Mint Tea,2022-09-17,2022
2122574,Drinks,Hot Teas,Green Teas,Jade Citrus Mint® Brewed Tea,2022-09-17,2022
873068754,Drinks,Hot Teas,Herbal Teas,Mint Majesty®,2022-09-17,2022
873068757,Drinks,Hot Teas,Herbal Teas,Peach Tranquility®,2022-09-17,2022
471,Drinks,Hot Drinks,Hot Chocolates,Hot Chocolate,2022-09-17,2022
472,Drinks,Hot Drinks,Hot Chocolates,White Hot Chocolate,2022-09-17,2022
475,Drinks,Hot Drinks,Juice,Caramel Apple Spice,2022-09-17,2022
489,Drinks,Hot Drinks,Juice,Steamed Apple Juice,2022-09-17,2022
873068660,Drinks,Hot Drinks,Steamers,Pumpkin Spice Crème,2022-09-17,2022
747,Drinks,Hot Drinks,Steamers,Steamed Milk,2022-09-17,2022
873068652,Drinks,Hot Drinks,Steamers,Vanilla Crème,2022-09-17,2022
427,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Pumpkin Spice Frappuccino® Blended Beverage,2022-09-17,2022
2123564,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Apple Crisp Oatmilk Frappuccino® Blended Beverage,2022-09-17,2022
956,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Mocha Cookie Crumble Frappuccino®,2022-09-17,2022
1044,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Caramel Ribbon Crunch Frappuccino® Blended Beverage,2022-09-17,2022
500,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Espresso Frappuccino® Blended Beverage,2022-09-17,2022
423,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Caffè Vanilla Frappuccino® Blended Beverage,2022-09-17,2022
424,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Caramel Frappuccino® Blended Beverage,2022-09-17,2022
483,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Coffee Frappuccino® Blended Beverage,2022-09-17,2022
426,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Mocha Frappuccino® Blended Beverage,2022-09-17,2022
425,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,Java Chip Frappuccino® Blended Beverage,2022-09-17,2022
428,Drinks,Frappuccino® Blended Beverages,Coffee Frappuccino®,White Chocolate Mocha Frappuccino® Blended Beverage,2022-09-17,2022
436,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Pumpkin Spice Crème Frappuccino® Blended Beverage,2022-09-17,2022
2123565,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Apple Crisp Oatmilk Crème Frappuccino® Blended Beverage,2022-09-17,2022
957,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Chocolate Cookie Crumble Crème Frappuccino®,2022-09-17,2022
1062,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Caramel Ribbon Crunch Crème Frappuccino® Blended Beverage,2022-09-17,2022
2122724,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Strawberry Crème Frappuccino® Blended Beverage,2022-09-17,2022
438,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Chai Crème Frappuccino®,2022-09-17,2022
435,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Double Chocolaty Chip Crème Frappuccino® Blended Beverage,2022-09-17,2022
439,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Matcha Crème Frappuccino® Blended Beverage,2022-09-17,2022
440,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,Vanilla Bean Crème Frappuccino® Blended Crème,2022-09-17,2022
441,Drinks,Frappuccino® Blended Beverages,Creme Frappuccino®,White Chocolate Crème Frappuccino® Blended Beverage,2022-09-17,2022
2123113,Drinks,Cold Coffees,Cold Brews,Pumpkin Cream Cold Brew,2022-09-17,2022
2123644,Drinks,Cold Coffees,Cold Brews,Chocolate Cream Cold Brew,2022-09-17,2022
2122795,Drinks,Cold Coffees,Cold Brews,Salted Caramel Cream Cold Brew,2022-09-17,2022
2121255,Drinks,Cold Coffees,Cold Brews,Starbucks® Cold Brew Coffee,2022-09-17,2022
2121859,Drinks,Cold Coffees,Cold Brews,Vanilla Sweet Cream Cold Brew,2022-09-17,2022
2121343,Drinks,Cold Coffees,Cold Brews,Starbucks® Cold Brew Coffee with Milk,2022-09-17,2022
2121912,Drinks,Cold Coffees,Nitro Cold Brews,Nitro Cold Brew,2022-09-17,2022
2122237,Drinks,Cold Coffees,Nitro Cold Brews,Vanilla Sweet Cream Nitro Cold Brew,2022-09-17,2022
406,Drinks,Cold Coffees,Iced Americano,Iced Caffè Americano,2022-09-17,2022
422,Drinks,Cold Coffees,Iced Coffees,Iced Coffee,2022-09-17,2022
482,Drinks,Cold Coffees,Iced Coffees,Iced Coffee with Milk,2022-09-17,2022
410,Drinks,Cold Coffees,Iced Coffees,Iced Espresso,2022-09-17,2022
2123632,Drinks,Cold Coffees,Iced Shaken Espresso,Iced Toasted Vanilla Oatmilk Shaken Espresso,2022-09-17,2022
2123431,Drinks,Cold Coffees,Iced Shaken Espresso,Iced Brown Sugar Oatmilk Shaken Espresso,2022-09-17,2022
2123430,Drinks,Cold Coffees,Iced Shaken Espresso,Iced Chocolate Almondmilk Shaken Espresso,2022-09-17,2022
2123425,Drinks,Cold Coffees,Iced Shaken Espresso,Iced Shaken Espresso,2022-09-17,2022
565,Drinks,Cold Coffees,Iced Flat Whites,Iced Flat White,2022-09-17,2022
2123158,Drinks,Cold Coffees,Iced Flat Whites,Iced Honey Almondmilk Flat White,2022-09-17,2022
418,Drinks,Cold Coffees,Iced Lattes,Iced Pumpkin Spice Latte,2022-09-17,2022
2122614,Drinks,Cold Coffees,Iced Lattes,Starbucks Reserve® Iced Latte,2022-09-17,2022
2122617,Drinks,Cold Coffees,Iced Lattes,Starbucks Reserve® Iced Hazelnut Bianco Latte,2022-09-17,2022
407,Drinks,Cold Coffees,Iced Lattes,Iced Caffè Latte,2022-09-17,2022
414,Drinks,Cold Coffees,Iced Lattes,Iced Cinnamon Dolce Latte,2022-09-17,2022
2122164,Drinks,Cold Coffees,Iced Lattes,Iced Starbucks® Blonde Vanilla Latte,2022-09-17,2022
2123563,Drinks,Cold Coffees,Iced Macchiatos,Iced Apple Crisp Oatmilk Macchiato,2022-09-17,2022
413,Drinks,Cold Coffees,Iced Macchiatos,Iced Caramel Macchiato,2022-09-17,2022
420,Drinks,Cold Coffees,Iced Mochas,Iced White Chocolate Mocha,2022-09-17,2022
408,Drinks,Cold Coffees,Iced Mochas,Iced Caffè Mocha,2022-09-17,2022
2122615,Drinks,Cold Coffees,Iced Mochas,Starbucks Reserve® Iced Dark Chocolate Mocha,2022-09-17,2022
2121525,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Hawai‘i Ka‘u Clover® Starbucks Reserve®,2022-09-17,2022
2123682,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Sun-Dried Zambia Ngoli Estate Clover® Starbucks Reserve®,2022-09-17,2022
2121563,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Vietnam Da Lat Clover® Starbucks Reserve®,2022-09-17,2022
2123277,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover® Starbucks Reserve® Costa Rica Naranjo,2022-09-17,2022
2121885,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Rwanda Hingakawa Clover® Starbucks Reserve®,2022-09-17,2022
2121581,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed®  Breakfast Blend,2022-09-17,2022
2121636,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Caffé Verona® Clover®,2022-09-17,2022
2121632,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Decaf Espresso Roast,2022-09-17,2022
2121748,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Decaf Pike Place® Roast,2022-09-17,2022
2121582,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Espresso Roast Clover®,2022-09-17,2022
2121583,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Ethiopia Clover®,2022-09-17,2022
2121584,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced French Roast Clover®,2022-09-17,2022
2121585,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Gold Coast Blend®,2022-09-17,2022
2121587,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Italian Roast,2022-09-17,2022
2121588,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Kenya,2022-09-17,2022
2122377,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Komodo Dragon Clover®,2022-09-17,2022
2121629,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Pike Place® Roast Clover®,2022-09-17,2022
2121635,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Veranda Blend® Clover®,2022-09-17,2022
2121631,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Organic Yukon Blend® Clover®,2022-09-17,2022
2121637,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Clover Brewed® Starbucks Willow Blend,2022-09-17,2022
2121633,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Decaf Sumatra Clover®,2022-09-17,2022
2121630,Drinks,Cold Coffees,Iced Clover® Brewed Coffees,Iced Sumatra Clover®,2022-09-17,2022
2123465,Drinks,Iced Teas,Bottled Teas,Teavana® Sparkling Unsweetened Peach Nectarine Green Tea,2022-09-17,2022
2122247,Drinks,Iced Teas,Bottled Teas,Teavana® Mango Black Tea,2022-09-17,2022
457,Drinks,Iced Teas,Iced Black Teas,Iced Black Tea,2022-09-17,2022
458,Drinks,Iced Teas,Iced Black Teas,Iced Black Tea Lemonade,2022-09-17,2022
465,Drinks,Iced Teas,Iced Black Teas,Iced Royal English Breakfast Tea Latte,2022-09-17,2022
477,Drinks,Iced Teas,Iced Black Teas,Iced London Fog Tea Latte,2022-09-17,2022
466,Drinks,Iced Teas,Iced Chai Teas,Iced Chai Tea Latte,2022-09-17,2022
2123077,Drinks,Iced Teas,Iced Green Teas,Iced Peach Green Tea,2022-09-17,2022
2123074,Drinks,Iced Teas,Iced Green Teas,Iced Peach Green Tea Lemonade,2022-09-17,2022
468,Drinks,Iced Teas,Iced Green Teas,Iced Matcha Tea Latte,2022-09-17,2022
459,Drinks,Iced Teas,Iced Green Teas,Iced Green Tea,2022-09-17,2022
460,Drinks,Iced Teas,Iced Green Teas,Iced Green Tea Lemonade,2022-09-17,2022
2122376,Drinks,Iced Teas,Iced Green Teas,Iced Matcha Lemonade,2022-09-17,2022
461,Drinks,Iced Teas,Iced Herbal Teas,Iced Passion Tango® Tea,2022-09-17,2022
462,Drinks,Iced Teas,Iced Herbal Teas,Iced Passion Tango® Tea Lemonade,2022-09-17,2022
2122756,Drinks,Cold Drinks,Starbucks Refreshers™,Dragon Drink® Starbucks Refreshers® Beverage,2022-09-17,2022
2122725,Drinks,Cold Drinks,Starbucks Refreshers™,Mango Dragonfruit Starbucks Refreshers® Beverage,2022-09-17,2022
2122726,Drinks,Cold Drinks,Starbucks Refreshers™,Mango Dragonfruit Lemonade Starbucks Refreshers® Beverage,2022-09-17,2022
2123674,Drinks,Cold Drinks,Starbucks Refreshers™,Paradise Drink Starbucks Refreshers® Beverage,2022-09-17,2022
2122677,Drinks,Cold Drinks,Starbucks Refreshers™,Strawberry Açaí Lemonade Starbucks Refreshers® Beverage,2022-09-17,2022
2123675,Drinks,Cold Drinks,Starbucks Refreshers™,Pineapple Passionfruit Starbucks Refreshers® Beverage,2022-09-17,2022
2123676,Drinks,Cold Drinks,Starbucks Refreshers™,Pineapple Passionfruit Lemonade Starbucks Refreshers® Beverage,2022-09-17,2022
2122275,Drinks,Cold Drinks,Starbucks Refreshers™,Pink Drink Starbucks Refreshers® Beverage,2022-09-17,2022
2121342,Drinks,Cold Drinks,Starbucks Refreshers™,Strawberry Açaí Starbucks Refreshers® Beverage,2022-09-17,2022
2123631,Drinks,Cold Drinks,Juice,Starbucks BAYA™ Energy Mango Guava,2022-09-17,2022
2123185,Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Vital Berry,2022-09-17,2022
2122702,Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Defense Up®,2022-09-17,2022
2122701,Drinks,Cold Drinks,Juice,Evolution Fresh® Orange,2022-09-17,2022
2122699,Drinks,Cold Drinks,Juice,Evolution Fresh® Organic Super Fruit Greens,2022-09-17,2022
2122704,Drinks,Cold Drinks,Juice,Evolution Fresh® Mighty Watermelon,2022-09-17,2022
873068637,Drinks,Cold Drinks,Juice,Tree Top Apple Juice Box,2022-09-17,2022
2123633,Drinks,Cold Drinks,Juice,Starbucks BAYA™ Energy Raspberry Lime,2022-09-17,2022
873068639,Drinks,Cold Drinks,Juice,Lemonade,2022-09-17,2022
873068641,Drinks,Cold Drinks,Juice,Blended Strawberry Lemonade,2022-09-17,2022
2121286,Drinks,Cold Drinks,Milk,Horizon® Chocolate Organic Milk,2022-09-17,2022
2121281,Drinks,Cold Drinks,Milk,Horizon® Organic Lowfat Milk Box,2022-09-17,2022
490,Drinks,Cold Drinks,Milk,SBC Milk,2022-09-17,2022
2122581,Drinks,Cold Drinks,Milk,Horizon® Organic Vanilla Milk Box,2022-09-17,2022
2122832,Drinks,Cold Drinks,Sparkling Water,Galvanina Sparkling Water,2022-09-17,2022
2122640,Drinks,Cold Drinks,Sparkling Water,Spindrift® Grapefruit Sparkling Water,2022-09-17,2022
2122638,Drinks,Cold Drinks,Sparkling Water,Spindrift® Raspberry Lime Sparkling Water,2022-09-17,2022
2122833,Drinks,Cold Drinks,Sparkling Water,Galvanina Sparkling Water - Lime,2022-09-17,2022
2123597,Drinks,Cold Drinks,Water,DASANI Bottled Water,2022-09-17,2022
873068636,Drinks,Cold Drinks,Water,Ethos® Bottled Water,2022-09-17,2022
2123023,Drinks,Cold Drinks,Water,Hawai‘i Volcanic Water,2022-09-17,2022
2123181,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Bacon, Sausage & Egg Wrap",2022-09-17,2022
2123236,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,Impossible™ Breakfast Sandwich,2022-09-17,2022
369,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Bacon, Gouda & Egg Sandwich",2022-09-17,2022
2121219,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Double-Smoked Bacon, Cheddar & Egg Sandwich",2022-09-17,2022
368,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Turkey Bacon, Cheddar & Egg White Sandwich",2022-09-17,2022
367,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Sausage, Cheddar & Egg Sandwich",2022-09-17,2022
371,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,"Spinach, Feta & Egg White Wrap",2022-09-17,2022
2122257,Food,Hot Breakfast,Breakfast Sandwiches & Wraps,Avocado Spread,2022-09-17,2022
2123401,Food,Hot Breakfast,Sous Vide Egg Bites,Kale & Mushroom Egg Bites,2022-09-17,2022
2122116,Food,Hot Breakfast,Sous Vide Egg Bites,Bacon & Gruyère Egg Bites,2022-09-17,2022
