store_number,name,ownership_type,slug,address,city,state,zip,country,timezone,latitude,longitude
10905-103133,Beverly-103rd & Longwood,CO,beverly-103rd-longwood-1933-w-103rd-st-chicago-il-606432624-us,1933 W. 103rd St.,Chicago,IL,60643,US,GMT-05:00 America/Chicago,41.7064,-87.67041
14054-109864,Oak Lawn-95th & Oak Park,CO,oak-lawn-95th-oak-park-6768-w-95th-street-oak-lawn-il-604532106-us,6768 W. 95th Street,Oak Lawn,IL,60453,US,GMT-05:00 America/Chicago,41.72,-87.7894
47362-256704,31st & Halsted,CO,31st-halsted-3108-south-halsted-chicago-il-606086602-us,3108 South Halsted,Chicago,IL,60608,US,GMT-05:00 America/Chicago,41.83783,-87.6465
23422-230091,Oak Lawn- 111th & Cicero,CO,oak-lawn-111-th-cicero-11016-s-cicero-ave-oak-lawn-il-604535504-us,11016 S. Cicero Ave,Oak Lawn,IL,60453,US,GMT-05:00 America/Chicago,41.69219,-87.74022
58527-292703,Harlem & Ogden,CO,harlem-ogden-7136-w-ogden-ave-berwyn-il-604023657-us,7136 W Ogden Ave,Berwyn,IL,60402,US,GMT-05:00 America/Chicago,41.82355,-87.80227
10634-101745,35th & State - Bronzeville,CO,35th-state-bronzeville-3506-s-state-st-chicago-il-606091910-us,3506 S. State St.,Chicago,IL,60609,US,GMT-05:00 America/Chicago,41.83087,-87.62674
24173-212246,University of Chicago Saieh Ha,LS,university-of-chicago-saieh-ha-5757-s-university-ave-chicago-il-60637-us,5757 S University Ave,Chicago,IL,60637,US,GMT-05:00 America/Chicago,41.78983,-87.59715
63610-298006,Mariano's Bronzeville 539,LS,marianos-bronzeville-539-3857-s-dr-martin-luther-king-chicago-il-60653-us,3857 S. Dr Martin Luther King,Chicago,IL,60653,US,GMT-05:00 America/Chicago,41.82422,-87.61562
23960-232525,Jewel-Osco Merrionette Park 25,LS,jewel-osco-merrionette-park-25-3243-w-115th-st-merrionette-park-il-60803-us,3243 W 115th St,Merrionette Park,IL,60803,US,GMT-05:00 America/Chicago,41.68424,-87.70197
2827-87440,55th & Woodlawn - Hyde Park,CO,55th-woodlawn-hyde-park-1174-east-55th-streeet-chicago-il-606155115-us,1174 East 55th Streeet,Chicago,IL,60615,US,GMT-05:00 America/Chicago,41.79521,-87.59677
65138-298212,Hickory Hills - 95th & 76th,CO,hickory-hills-95th-76th-7737-w-95th-st-unit-a-hickory-hills-il-604572204-u,7737 W 95th St,Hickory Hills,IL,60457,US,GMT-05:00 America/Chicago,41.71813,-87.81124
47692-256629,Target Chicago Hyde Park 3219,LS,target-chicago-hyde-park-3219-1346-e-53rd-st-chicago-il-60615-us,1346 E 53rd St,Chicago,IL,60615,US,GMT-05:00 America/Chicago,41.7997,-87.59405
57686-291815,103rd & Harlem,CO,103rd-harlem-10259-south-harlem-avenue-chicago-ridge-il-6041513,10259 South Harlem Avenue,Chicago Ridge,IL,60415,US,GMT-05:00 America/Chicago,41.70464,-87.79781
2624-49139,71st & Stony Island,CO,71st-stony-island-7101-south-stony-island-ave-chicago-il-606492322-u,7101 South Stony Island Ave.,Chicago,IL,60649,US,GMT-05:00 America/Chicago,41.76585,-87.5856
226-177445,S. Lake Park & E. 53rd - Hyde,CO,s-lake-park-e-53rd-hyde-1530-east-53rd-street-chicago-il-606154503-us,1530 East 53rd Street,Chicago,IL,60615,US,GMT-05:00 America/Chicago,41.79975,-87.5876
53523-277884,Jaslin Hotel Chinatown,LS,jaslin-hotel-chinatown-261-w-cermak-rd-chicago-il-60616-us,261 W CERMAK RD,Chicago,IL,60616,US,GMT-05:00 America/Chicago,41.85263,-87.63458
63837-297863,Jewel-Osco Chicago 187,LS,jewel-osco-chicago-187-11730-s-marshfield-ave-chicago-il-60643-us,11730 S. Marshfield Ave.,Chicago,IL,60643,US,GMT-05:00 America/Chicago,41.68022,-87.66455
10269-100668,Lyons-Ogden & First,CO,lyons-ogden-first-8499-w-ogden-ave-lyons-il-605341081-us,8499 W. Ogden Ave.,Lyons,IL,60534,US,GMT-05:00 America/Chicago,41.81576,-87.83238
51694-265273,UIC Student Center West,LS,uic-student-center-west-828-s-wolcott-ave-chicago-il-60612-us,828 S. WOLCOTT AVE,Chicago,IL,60612,US,GMT-05:00 America/Chicago,41.87074,-87.6741
21382-208544,Cermak & Harlem,CO,cermak-harlem-7124-w-cermak-road-berwyn-il-604022143-us,7124 W. Cermak Road,Berwyn,IL,60402,US,GMT-05:00 America/Chicago,41.85061,-87.80218
2483-25527,1430 W. Taylor - University Vi,CO,1430-w-taylor-university-vi-1430-w-taylor-st-chicago-il-606074623-us,1430 W. Taylor St.,Chicago,IL,60607,US,GMT-05:00 America/Chicago,41.86942,-87.66299
57238-291230,Ogden & Damen - IMD,CO,ogden-damen-imd-715-s-seeley-ave-chicago-il-606125554-us,715 S Seeley Ave,Chicago,IL,60612,US,GMT-05:00 America/Chicago,41.87277,-87.6768
51275-241742,Hilton Hotels Cermak Road,LS,hilton-hotels-cermak-road-111-e-cermak-rd-chicago-il-60616-us,111 E. Cermak Rd.,Chicago,IL,60616,US,GMT-05:00 America/Chicago,41.85267,-87.62319
62620-290526,UIC University Village Maxwell,LS,uic-university-village-maxwell-1328-s-halsted-st-chicago-il-60607-us,1328 S Halsted St.,Chicago,IL,60607,US,GMT-05:00 America/Chicago,41.86461,-87.64705
75309-74531,McCormick Place West Building,LS,mc-cormick-place-west-building-2301-s-martin-luther-king-dr-chicago-il-606162452-,2301 S Martin Luther King Dr,Chicago,IL,60616,US,GMT-05:00 America/Chicago,41.84998,-87.61655
17667-177264,McCormick Place W. Bldg. Level,LS,mc-cormick-place-w-bldg-level-2301-south-lakeshore-dr-chicago-il-60616-us,2301 South Lakeshore Dr,Chicago,IL,60616,US,GMT-05:00 America/Chicago,41.85003,-87.61582
75143-74261,McCormick Place North Food Cou,LS,mc-cormick-place-north-food-cou-2301-s-lake-shore-dr-chicago-il-606161419-us,2301 S Lake Shore Dr,Chicago,IL,60616,US,GMT-05:00 America/Chicago,41.85014,-87.61583
66051-299661,Harrison & Paulina - Rush,CO,harrison-paulina-rush-600-s-paulina-suite-150-chicago-il-606123806-us,600 S Paulina,Chicago,IL,60612,US,GMT-05:00 America/Chicago,41.87397,-87.66928
55727-285767,Albertsons El Paso 2016,LS,albertsons-el-paso-2016-11320-montwood-drive-el-paso-tx-79936-us,11320 Montwood Drive,El Paso,TX,79936,US,GMT-06:00 America/Denver,31.76736,-106.30171
9729-97096,Montwood & Joe Battle,CO,montwood-joe-battle-1881-joe-battle-el-paso-tx-799360962-us,1881 Joe Battle,El Paso,TX,79936,US,GMT-06:00 America/Denver,31.75955,-106.26867
76711-103846,Target El Paso T2216,LS,target-el-paso-t-2216-1874-joe-battle-blvd-el-paso-tx-799360962-us,1874 Joe Battle Blvd,El Paso,TX,79936,US,GMT-06:00 America/Denver,31.75879,-106.26521
2978-91105,Lee Trevino & Montwood,CO,lee-trevino-montwood-1893-n-lee-trevino-el-paso-tx-799364111-us,1893 N. Lee Trevino,El Paso,TX,79936,US,GMT-06:00 America/Denver,31.76775,-106.31938
19667-165365,Joe Battle & Edgemere,CO,joe-battle-edgemere-3400-joe-battle-bldg-e-el-paso-tx-799382638-us,3400 Joe Battle Bldg. E,El Paso,TX,79938,US,GMT-06:00 America/Denver,31.79324,-106.26716
6642-68444,I-10 & George Dieter Dr,CO,i-10-george-dieter-dr-1325-george-dieter-a-el-paso-tx-799367484-us,1325 George Dieter,El Paso,TX,79936,US,GMT-06:00 America/Denver,31.72403,-106.30354
62848-295035,Albertsons El Paso 3249,LS,albertsons-el-paso-3249-3150-n-zaragoza-rd-el-paso-tx-79938-us,3150 N. Zaragoza Rd,El Paso,TX,79938,US,GMT-06:00 America/Denver,31.78344,-106.24471
67086-300892,N Yarbrough Dr & Montwood,CO,n-yarbrough-dr-montwood-2240-n-yarbrough-el-paso-tx-799256337-us,2240 N Yarbrough,El Paso,TX,79925,US,GMT-06:00 America/Denver,31.77449,-106.33922
61620-295766,N. Zaragoza & Edgemere Blvd.,CO,n-zaragoza-edgemere-blvd-3581-north-zaragoza-rd-suite-201-el-paso-tx-799388,3581 North Zaragoza Rd. Suite 201,El Paso,TX,79938,US,GMT-06:00 America/Denver,31.79599,-106.23202
67916-301227,Montana Ave & Rich Beem Blvd,CO,montana-ave-rich-beem-blvd-12700-montana-ave-el-paso-tx-799389622-us,12700 Montana Ave,El Paso,TX,79938,US,GMT-06:00 America/Denver,31.80871,-106.2471
74032-303623,Peyton Dr. at Eastlake Blvd,CO,peyton-dr-at-eastlake-blvd-12980-eastlake-blvd-el-paso-tx-79928-us,12980 Eastlake Blvd,El Paso,TX,79928,US,GMT-06:00 America/Denver,31.69886,-106.24261
67099-300588,Eastlake Blvd. @ I-10,CO,eastlake-blvd-i-10-12161-eastlake-blvd-el-paso-tx-799287809-us,12161 Eastlake Blvd,El Paso,TX,79928,US,GMT-06:00 America/Denver,31.68878,-106.26461
19876-159124,I-10 & Hawkins,CO,i-10-hawkins-8889-gateway-west-boulevard-el-paso-tx-799256537-u,8889 Gateway West Boulevard,El Paso,TX,79925,US,GMT-06:00 America/Denver,31.77199,-106.37555
57898-291796,Cielo Vista Mall,LS,cielo-vista-mall-8401-gateway-blvd-west-c-03-a-el-paso-tx-79925-us,8401 Gateway Blvd. West,El Paso,TX,79925,US,GMT-06:00 America/Denver,31.77486,-106.37979
71301-302871,S Americas Ave & Alameda Ave,CO,s-americas-ave-alameda-ave-139-s-americas-el-paso-tx-799076916-us,139 S. Americas,El Paso,TX,79907,US,GMT-06:00 America/Denver,31.68012,-106.31495
9446-96410,I-10 and Airway,CO,i-10-and-airway-6669-gateway-blvd-w-el-paso-tx-799253617-us,6669 Gateway Blvd. W,El Paso,TX,79925,US,GMT-06:00 America/Denver,31.77923,-106.39273
1566-139207,ELP Concourse B Gate B6,LS,elp-concourse-b-gate-b-6-6701-convair-rd-el-paso-tx-799251099-us,6701 Convair Rd,El Paso,TX,79925,US,GMT-06:00 America/Denver,31.80013,-106.3937
28828-251444,3 Torres Cd. Juarez,LS,3-torres-cd-juarez-av-francisco-villareal-torres-ciudad-juarez-chh-32,Av Francisco Villareal Torres,Ciudad Juarez,CHH,32459,MX,GMT-06:00 America/Ciudad_Juarez,31.70104,-106.38227
25357-240244,ELP Concourse A Gate A2,LS,elp-concourse-a-gate-a-2-6701-convair-rd-el-paso-tx-79925-us,6701 Convair Rd,El Paso,TX,79925,US,GMT-06:00 America/Denver,31.80038,-106.39676
14992-153905,BASE ACCESS Gulf Victory Food,LS,base-access-gulf-victory-food-2072-gulf-victory-way-fort-bliss-tx-79916-us,2072 Gulf Victory Way,Fort Bliss,TX,79916,US,GMT-06:00 America/Denver,31.84889,-106.3558
65135-297980,Horizon Blvd & Darrington Rd,CO,horizon-blvd-darrington-rd-13895-horizon-blvd-horizon-tx-799286520-us,13895 Horizon Blvd.,Horizon,TX,79928,US,GMT-06:00 America/Denver,31.68309,-106.19938
14445-109025,Montana and Geronimo,CO,montana-and-geronimo-6094-montana-el-paso-tx-799251827-us,6094 Montana,El Paso,TX,79925,US,GMT-06:00 America/Denver,31.78525,-106.41273
51965-277745,Alameda Ave & Paisano Drive,CO,alameda-ave-paisano-drive-5505-alameda-ave-el-paso-tx-799052915-us,5505 Alameda Ave,El Paso,TX,79905,US,GMT-06:00 America/Denver,31.76915,-106.42554
32278-121207,Ciudad Juarez Campestre,LS,ciudad-juarez-campestre-av-gomez-morin-no-7331-a-ciudad-juarez-chh-32540-m,Av Gomez Morin No7331-A,Ciudad Juarez,CHH,32540,MX,GMT-06:00 America/Ciudad_Juarez,31.72315,-106.4192
32646-126547,Misiones,LS,misiones-blvd-paseo-de-la-8681-col-partido-iglesias-misione,Blvd Paseo De La,Ciudad Juarez,CHH,32618,MX,GMT-05:00 America/Ojinaga,31.68645,-106.40669
82041-311486,Tecnologico Ciudad Juarez,LS,tecnologico-ciudad-juarez-calle-chinameca-11201-fraccionamiento-cuernavaca-c,Calle Chinameca 11201,Fraccionamiento Cuernavaca,CHH,32520,MX,GMT-06:00 America/Ciudad_Juarez,31.7135,-106.42472
71855-307039,Starmedica Ciudad Juarez,LS,starmedica-ciudad-juarez-prolongacin-tefilo-borunda-ortiz-fraccionamiento-m,Prolongacin Tefilo Borunda Ortiz,Fraccionamiento Misin de los Lagos,CHH,32668,MX,GMT-05:00 America/Ojinaga,31.68416,-106.40631
3884-144984,BASE ACCESS Freedom Crossing,LS,base-access-freedom-crossing-1613-marshall-rd-fort-bliss-tx-79906-us,1613 Marshall Rd.,Fort Bliss,TX,79906,US,GMT-06:00 America/Denver,31.81709,-106.42827
32552-121206,Paseo Triunfo de la Republica,LS,paseo-triunfo-de-la-republica-av-paseo-triunfo-de-la-ciudad-juarez-chh-61010-mx,Av Paseo Triunfo De La,Ciudad Juarez,CHH,61010,MX,GMT-05:00 America/Ojinaga,31.73687,-106.44345
57971-292102,Plaza Bonita,LS,plaza-bonita-panamericana-8838-col-partido-iglesias-ciudad-juar,"Panamericana 8838, Col. Partido Iglesias",Ciudad Juarez,CHH,32528,MX,GMT-05:00 America/Ojinaga,31.67721,-106.42421
49146-267185,Las Torres Cd. Juarez,LS,las-torres-cd-juarez-av-de-las-torres-cd-juarez-chh-32698-mx,Av De Las Torres,Cd Juarez,CHH,32698,MX,GMT-05:00 America/Ojinaga,31.62975,-106.39315
59155-288483,9455 Dyer Street,CO,9455-dyer-street-9455-dyer-street-el-paso-tx-799246407-us,9455 Dyer Street,El Paso,TX,79924,US,GMT-06:00 America/Denver,31.87951,-106.42243
18625-172348,Mills Plaza El Paso,LS,mills-plaza-el-paso-123-w-mills-ave-ste-120-el-paso-tx-799011339-us,123 W Mills Ave Ste 120,El Paso,TX,79901,US,GMT-06:00 America/Denver,31.7588,-106.48908
68066-302977,Apto Cd Juarez SUE,LS,apto-cd-juarez-sue-carretera-panamericana-km-18-5-juarez-chh-32696-mx,carretera panamericana KM 18.5,Juarez,CHH,32696,MX,GMT-05:00 America/Ojinaga,31.6352,-106.43502
49764-271068,Aeropuerto Cd. Juarez,LS,aeropuerto-cd-juarez-carretera-panamericana-km-185-ciudad-juarez-chh-32,Carretera Panamericana Km 185,Ciudad Juarez,CHH,32121,MX,GMT-05:00 America/Ojinaga,31.63561,-106.43582
2979-91106,Mesa & Kerby,CO,mesa-kerby-2300-north-mesa-el-paso-tx-799023343-us,2300 North Mesa,El Paso,TX,79902,US,GMT-06:00 America/Denver,31.77442,-106.50049
16662-159211,UTEP Chemistry and Computer Sc,LS,utep-chemistry-and-computer-sc-1825-hawthrone-st-el-paso-tx-799688900-us,1825 Hawthrone St,El Paso,TX,79968,US,GMT-06:00 America/Denver,31.76806,-106.50229
54480-284237,Albertsons El Paso 1936,LS,albertsons-el-paso-1936-3100-mesa-street-el-paso-tx-79902-us,3100 Mesa Street,El Paso,TX,79902,US,GMT-06:00 America/Denver,31.78095,-106.50391
13700-107461,US-54 and Transmountain,CO,us-54-and-transmountain-4535-woodrow-bean-drive-a-el-paso-tx-799244434-us,4535 Woodrow Bean Drive,El Paso,TX,79924,US,GMT-06:00 America/Denver,31.89976,-106.44037
66744-300589,Executive Center Blvd & I-10,CO,executive-center-blvd-i-10-533-executive-center-blvd-el-paso-tx-799021018-us,533 Executive Center Blvd,El Paso,TX,79902,US,GMT-06:00 America/Denver,31.79532,-106.51762
54479-285768,Albertsons El Paso 3999,LS,albertsons-el-paso-3999-10765-kenworthy-el-paso-tx-79924-us,10765 Kenworthy,El Paso,TX,79924,US,GMT-06:00 America/Denver,31.92037,-106.43832
57610-290095,US-54 and MLK,CO,us-54-and-mlk-10830-mlk-jr-blvd-el-paso-tx-799344001-us,10830 MLK Jr Blvd,El Paso,TX,79934,US,GMT-06:00 America/Denver,31.92481,-106.44072
9502-96409,Sunland and Mesa,CO,sunland-and-mesa-6015-a-n-mesa-st-el-paso-tx-799124609-us,6015-A N. Mesa St.,El Paso,TX,79912,US,GMT-06:00 America/Denver,31.82926,-106.52916
56267-289036,Target El Paso 822,LS,target-el-paso-822-801-sunland-park-dr-el-paso-tx-799125209-us,801 Sunland Park Dr,El Paso,TX,79912,US,GMT-06:00 America/Denver,31.81873,-106.54779
54481-284238,Albersons El Paso 3932,LS,albersons-el-paso-3932-7022-n-mesa-el-paso-tx-79912-us,7022 N Mesa,El Paso,TX,79912,US,GMT-06:00 America/Denver,31.83729,-106.55132
10878-102663,I-10 & Mesa,CO,i-10-mesa-7829-mesa-street-el-paso-tx-799321623-us,7829 Mesa Street,El Paso,TX,79932,US,GMT-06:00 America/Denver,31.83942,-106.57246
73411-21661,Albertsons El Paso 2994,LS,albertsons-el-paso-2994-5630-n-desert-blvd-el-paso-tx-799121636-us,5630 N. Desert Blvd,El Paso,TX,79912,US,GMT-06:00 America/Denver,31.86449,-106.57496
6830-83060,I-10 & Redd,CO,i-10-redd-5650-n-desert-blvd-suite-a-el-paso-tx-799121636-us,"5650 N. DESERT BLVD,",El Paso,TX,79912,US,GMT-06:00 America/Denver,31.86529,-106.57654
55146-288484,I-10 & Paseo Del Norte,CO,i-10-paseo-del-norte-6400-desert-boulevard-north-suite-a-101-el-paso-tx,"6400 Desert Boulevard North,",El Paso,TX,79912,US,GMT-06:00 America/Denver,31.88459,-106.57837
17330-156944,Outlets at I-10 and Transmount,CO,outlets-at-i-10-and-transmount-7051-s-desert-blvd-el-paso-tx-799328557-us,7051 S Desert Blvd,El Paso,TX,79932,US,GMT-06:00 America/Denver,31.91116,-106.58384
58660-292540,Foothill & Arroyo,CO,foothill-arroyo-12980-foothill-blvd-sylmar-ca-913424956-us,12980 Foothill Blvd.,Sylmar,CA,91342,US,GMT-07:00 America/Los_Angeles,34.29578,-118.41806
25059-221464,Foothill & Hubbard,CO,foothill-hubbard-13686-foothill-blvd-sylmar-ca-913423102-us,13686 Foothill Blvd,Sylmar,CA,91342,US,GMT-07:00 America/Los_Angeles,34.30867,-118.43138
5915-34639,Truman & Maclay,CO,truman-maclay-1135-truman-street-san-fernando-ca-913403200-us,1135 Truman Street,San Fernando,CA,91340,US,GMT-07:00 America/Los_Angeles,34.2846,-118.44165
6915-197405,Foothill & Oro Vista,CO,foothill-oro-vista-8241-foothill-blvd-sunland-ca-910402807-us,8241 Foothill Blvd.,Sunland,CA,91040,US,GMT-07:00 America/Los_Angeles,34.25991,-118.31305
57751-291783,Target Pacoima 0183,LS,target-pacoima-0183-9725-laurel-canyon-blvd-pacoima-ca-91331-us,9725 Laurel Canyon Blvd,Pacoima,CA,91331,US,GMT-07:00 America/Los_Angeles,34.24544,-118.41923
74887-99591,Vons Tujunga 2124,LS,vons-tujunga-2124-7789-foothill-blvd-tujunga-ca-910422137-us,7789 Foothill Blvd,Tujunga,CA,91042,US,GMT-07:00 America/Los_Angeles,34.25927,-118.30161
52259-281004,Glenoaks & Sunland Blvd.,CO,glenoaks-sunland-blvd-8940-glenoaks-blvd-sun-valley-ca-913522037-us,8940 Glenoaks Blvd.,Sun Valley,CA,91352,US,GMT-07:00 America/Los_Angeles,34.23136,-118.36767
27293-245024,Sunland & I-5,CO,sunland-i-5-8274-sunland-blvd-sun-valley-ca-913523301-us,8274 Sunland Blvd.,Sun Valley,CA,91352,US,GMT-07:00 America/Los_Angeles,34.22115,-118.36701
29863-254896,San Fernando Mission & Sepulve,CO,san-fernando-mission-sepulve-11109-sepulveda-blvd-mission-hills-ca-913451129-us,11109 Sepulveda Blvd.,Mission Hills,CA,91345,US,GMT-07:00 America/Los_Angeles,34.27235,-118.46785
49365-252145,Target Mission Hills CA 3218,LS,target-mission-hills-ca-3218-10340-n-sepulveda-blvd-los-angeles-ca-91345-us,10340 N Sepulveda Blvd,Los Angeles,CA,91345,US,GMT-07:00 America/Los_Angeles,34.25838,-118.46635
5833-24687,Devonshire & Langdon,CO,devonshire-langdon-15501-devonshire-blvd-mission-hills-ca-913452620-u,15501 Devonshire Blvd,Mission Hills,CA,91345,US,GMT-07:00 America/Los_Angeles,34.25768,-118.46981
29378-251987,Vineland & Sherman Way,CO,vineland-sherman-way-10980-sherman-way-burbank-ca-91505-us,10980 Sherman Way,Burbank,CA,91505,US,GMT-07:00 America/Los_Angeles,34.20025,-118.37
47590-258972,Albertsons Tujunga 3175,LS,albertsons-tujunga-3175-6240-foothill-blvd-tujunga-ca-910422724-us,6240 Foothill Blvd,Tujunga,CA,91042,US,GMT-07:00 America/Los_Angeles,34.24069,-118.26804
56002-289091,Roscoe & Tobias,CO,roscoe-tobias-14640-roscoe-blvd-panorama-city-ca-914024105-us,14640 Roscoe Blvd.,Panorama City,CA,91402,US,GMT-07:00 America/Los_Angeles,34.22136,-118.45102
8637-80485,Sepulveda & Nordhoff,CO,sepulveda-nordhoff-9002-sepulveda-blvd-north-hills-ca-913434308-us,9002 Sepulveda Blvd.,North Hills,CA,91343,US,GMT-07:00 America/Los_Angeles,34.23462,-118.46726
13365-107349,Sherman Way & Whitsett,CO,sherman-way-whitsett-12520-sherman-way-north-hollywood-ca-916055236-us,12520 Sherman Way,North Hollywood,CA,91605,US,GMT-07:00 America/Los_Angeles,34.20092,-118.40593
10801-101907,Hollywood Way & Airport Access,CO,hollywood-way-airport-access-2575-n-hollywood-way-101-burbank-ca-915052549-us,2575 N. Hollywood Way,Burbank,CA,91505,US,GMT-07:00 America/Los_Angeles,34.19502,-118.35018
9683-97622,Van Nuys & Michaels,CO,van-nuys-michaels-7902-van-nuys-blvd-b-2-panorama-city-ca-914026084-,7902 VAN NUYS BLVD,Panorama City,CA,91402,US,GMT-07:00 America/Los_Angeles,34.21456,-118.44847
10802-102285,"Glenoaks & Keeler, Burbank",CO,glenoaks-keeler-burbank-2130-n-glenoaks-blvd-burbank-ca-915042827-us,2130 N Glenoaks Blvd,Burbank,CA,91504,US,GMT-07:00 America/Los_Angeles,34.19864,-118.32709
11895-105173,Balboa & Knollwood,CO,balboa-knollwood-11850-balboa-boulevard-b-102-granada-hills-ca-9134,11850 Balboa Boulevard,Granada Hills,CA,91344,US,GMT-07:00 America/Los_Angeles,34.28539,-118.50126
74776-98344,Vons Granada Hills 2250,LS,vons-granada-hills-2250-16830-san-fernando-mission-b-granada-hills-ca-9134,16830 San Fernando Mission B,Granada Hills,CA,91344,US,GMT-07:00 America/Los_Angeles,34.27186,-118.49975
51180-276893,Sherman Way & Woodman,CO,sherman-way-woodman-13641-sherman-way-los-angeles-ca-914052845-us,13641 Sherman Way,Los Angeles,CA,91405,US,GMT-07:00 America/Los_Angeles,34.20157,-118.43046
76211-90561,Target North Hollywood 294,LS,target-north-hollywood-294-11051-victory-blvd-north-hollywood-ca-916063719-us,11051 Victory Blvd,North Hollywood,CA,91606,US,GMT-07:00 America/Los_Angeles,34.18824,-118.37135
76487-111372,Target Granada Hills 2329,LS,target-granada-hills-2329-17055-san-fernando-mission-blvd-granada-hills-ca-9,17055 San Fernando Mission Blvd,Granada Hills,CA,91344,US,GMT-07:00 America/Los_Angeles,34.27222,-118.50414
15581-142093,Target Burbank 1362,LS,target-burbank-1362-1800-w-empire-ave-burbank-ca-915043403-us,1800 W Empire Ave,Burbank,CA,91504,US,GMT-07:00 America/Los_Angeles,34.19165,-118.32995
5870-27267,Victory & Empire,CO,victory-empire-1711-north-victory-place-burbank-ca-915021646-us,1711 North Victory Place,Burbank,CA,91502,US,GMT-07:00 America/Los_Angeles,34.19149,-118.32892
11445-251305,Foothill & Willalee,CO,foothill-willalee-3517-foothill-boulevard-glendale-ca-912141829-us,3517 Foothill Boulevard,Glendale,CA,91214,US,GMT-07:00 America/Los_Angeles,34.23436,-118.25596
75102-34499,Galpin Jaguar Van Nuys,LS,galpin-jaguar-van-nuys-15500-roscoe-blvd-van-nuys-ca-91406-us,15500 Roscoe Blvd.,Van Nuys,CA,91406,US,GMT-07:00 America/Los_Angeles,34.22106,-118.47072
20338-204605,Target Van Nuys 1309,LS,target-van-nuys-1309-14920-raymer-street-van-nuys-ca-91405-us,14920 Raymer Street,Van Nuys,CA,91405,US,GMT-07:00 America/Los_Angeles,34.21267,-118.46007
71249-301527,Target North Hollywood T-3427,LS,target-north-hollywood-t-3427-12121-victory-blvd-north-hollywood-ca-91606-us,12121 Victory Blvd,North Hollywood,CA,91606,US,GMT-07:00 America/Los_Angeles,34.18783,-118.39744
