x,y,objectid,state,ccn,facility_name,street_address,city,zip_code,provider_subtype,days_at_100,percentage_required_fields,required_wed_only,days_total_beds,days_all_adult_hospital_beds,days_inpatient_beds,all_adult_hospital_inpatient,inpatient_beds_used,adult_hospital_inpatient_oc,total_icu_beds,total_staffed_adult_icu_beds,icu_beds_used,staffed_adult_icu_bed_occu,total_ventilators,ventilators_used,adult_hospitalized_conf_susp,adult_hospitalized_conf,pediatric_patients_conf_susp,pediatric_patients_conf,inpatient_ventilators_used,icu_adult_patients_conf_susp,icu_adult_patients_conf,hospital_onset_covid,overflow_covid,overflow_ventilators_used,deaths_covid,previous_day_admit_adult_conf,previous_day_admit_adult_susp,previous_day_admit_susp_all,previous_day_admit_conf_all,previous_day_admit_ped_conf,previous_day_admit_ped_susp,previous_day_total_ed_visits,previous_day_covid_ed_visits,previous_day_remdesivir_used,on_hand_supply_remdesivir,critical_staffing_shortage_to,critical_staffing_shortage_an,ppe_supply_management_source,on_hand_ventilator_supplies,n95_respirators_days_availabl,on_hand_supply_of_surgical_m,on_hand_supply_of_eye_protect,on_hand_supply_of_single_use,on_hand_supply_of_gloves,able_to_obtain_ventilator_s,able_to_obtain_ventilator_m,able_to_obtain_n95_masks,able_to_obtain_paprs,able_to_obtain_surgical_masks,able_to_obtain_eye_protect,able_to_obtain_single_use_g,able_to_obtain_gloves,able_to_maintain_ventilator_s,able_to_maintain_ventilator_m,able_to_maintain_n95_masks,able_to_maintain_paprs,able_to_maintain_surgical,able_to_maintain_eye_protect,able_to_maintain_single_use_g,able_to_maintain_gloves,able_to_maintain_lab_nasal_p,able_to_maintain_lab_nasal_s,able_to_maintain_lab_viral,reusable_isolation_gowns_used,reusable_paprs_or_elastomeric,reusable_n95_masks_used,latitude,longitude,last_updated,geometry,hospital,hospital_subtype,week,county,fips,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
-118.440031,33.9817380100001,6570,CA,050740,CEDAR-SINAI MARINA DEL REY HOSPITAL,4650 LINCOLN BLVD,MARINA DEL REY,90291,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.98173801,-118.440031,2020/11/30 21:07:00+00,POINT (-118.440031 33.98173801),Cedar-Sinai Marina Del Rey Hospital,Short Term,2020-12-25,Los Angeles,037,10.0,3.0,0.81,55.0,87.0,0.63,Southern California
-118.360062,34.05737199,6571,CA,050742,OLYMPIA MEDICAL CENTER,5900 WEST OLYMPIC BOULEVARD,LOS ANGELES,90036,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.05737199,-118.360062,2020/11/30 21:07:00+00,POINT (-118.360062 34.05737199),Olympia Medical Center,Short Term,2020-12-25,Los Angeles,037,7.0,3.0,0.75,50.0,78.0,0.64,Southern California
-118.448896,34.1602580100001,6577,CA,050755,SHERMAN OAKS HOSPITAL,4929 VAN NUYS BLVD,SHERMAN OAKS,91403,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.16025801,-118.448896,2020/11/30 21:07:00+00,POINT (-118.448896 34.16025801),Sherman Oaks Hospital,Short Term,2020-12-25,Los Angeles,037,11.0,0.0,1.0,48.0,98.0,0.49,Southern California
-118.532031,34.170503000000004,6581,CA,050761,PROVIDENCE-CEDARS SINAI TARZANA MEDICAL CENTER,18321 CLARK STREET,TARZANA,91356,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.170503000000004,-118.532031,2020/11/30 21:07:00+00,POINT (-118.532031 34.170503),Providence-Cedars Sinai Tarzana Medical Center,Short Term,2020-12-25,Los Angeles,037,11.0,1.0,0.96,93.0,166.0,0.56,Southern California
-118.263368,34.0689,6582,CA,050763,"L A DOWNTOWN MEDICAL CENTER, LLC",1711 WEST TEMPLE STREET,LOS ANGELES,90026,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.0689,-118.263368,2020/11/30 21:07:00+00,POINT (-118.263368 34.0689),"L A Downtown Medical Center, Llc",Short Term,2020-12-25,Los Angeles,037,3.0,2.0,0.83,70.0,107.0,0.65,Southern California
-118.098468,33.91258199,6589,CA,050771,COAST PLAZA HOSPITAL,13100 STUDERBAKER ROAD,NORWALK,90650,Short Term,1,0.967,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,7,7,1,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.91258199,-118.098468,2020/11/30 21:07:00+00,POINT (-118.098468 33.91258199),Coast Plaza Hospital,Short Term,2020-12-25,Los Angeles,037,5.0,0.0,1.0,28.0,48.0,0.58,Southern California
-118.19305,33.807327,6592,CA,050776,COLLEGE MEDICAL CENTER,2776 PACIFIC AVENUE,LONG BEACH,90806,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.807327,-118.19305,2020/11/30 21:07:00+00,POINT (-118.19305 33.807327),College Medical Center,Short Term,2020-12-25,Los Angeles,037,7.0,0.0,1.0,38.0,126.0,0.3,Southern California
-118.24415,33.9241859800001,6595,CA,050779,"MARTIN LUTHER KING, JR. COMMUNITY HOSPITAL",1680 EAST 120TH STREET,LOS ANGELES,90059,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.92418598,-118.24415,2020/11/30 21:07:00+00,POINT (-118.24415 33.92418598),"Martin Luther King, Jr. Community Hospital",Short Term,2020-12-25,Los Angeles,037,14.0,1.0,0.97,164.0,215.0,0.76,Southern California
-117.7456377,34.0963006200001,6597,CA,050782,CASA COLINA HOSPITAL,255 E BONITA AVE,POMONA,91767,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.09630062,-117.7456377,2020/11/30 21:07:00+00,POINT (-117.7456377 34.09630062),Casa Colina Hospital,Short Term,2020-12-25,Los Angeles,037,0.0,3.0,0.5,2.0,81.0,0.02,Southern California
-118.330752,33.3392689900001,6608,CA,051307,CATALINA ISLAND MEDICAL CENTER,100 FALLS CANYON ROAD,AVALON,90704,Critical Access Hospitals,6,0.988,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,33.33926899,-118.330752,2020/11/30 21:07:00+00,POINT (-118.330752 33.33926899),Catalina Island Medical Center,Critical Access Hospitals,2020-12-25,Los Angeles,037,0.0,0.0,,0.0,5.0,0.0,Southern California
-118.248472,34.0759500200001,6637,CA,052031,BARLOW RESPIRATORY HOSPITAL,2000 STADIUM WAY,LOS ANGELES,90026,Long Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.07595002,-118.248472,2020/11/30 21:07:00+00,POINT (-118.248472 34.07595002),Barlow Respiratory Hospital,Long Term,2020-12-25,Los Angeles,037,0.0,3.0,0.5,21.0,73.0,0.29,Southern California
-118.378382,33.989156,6638,CA,052032,KINDRED HOSPITAL - LOS ANGELES,5525  W SLAUSON AVENUE,LOS ANGELES,90056,Long Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.989156,-118.378382,2020/11/30 21:07:00+00,POINT (-118.378382 33.989156),Kindred Hospital - Los Angeles,Long Term,2020-12-25,Los Angeles,037,0.0,0.0,1.0,0.0,76.0,0.0,Southern California
-118.013395,33.91628201,6644,CA,052038,KINDRED HOSPITAL -- LA MIRADA,14900 E IMPERIAL HWY,LA MIRADA,90638,Long Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.91628201,-118.013395,2020/11/30 21:07:00+00,POINT (-118.013395 33.91628201),Kindred Hospital -- LA Mirada,Long Term,2020-12-25,Los Angeles,037,2.0,2.0,0.89,17.0,148.0,0.11,Southern California
-117.96761,34.0628799900001,6648,CA,052045,KINDRED HOSPITAL BALDWIN PARK,14148 FRANCISQUITO AVENUE,BALDWIN PARK,91706,Long Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.06287999,-117.96761,2020/11/30 21:07:00+00,POINT (-117.96761 34.06287999),Kindred Hospital Baldwin Park,Long Term,2020-12-25,Los Angeles,037,0.0,0.0,1.0,3.0,86.0,0.03,Southern California
-118.162148,33.88433099,6649,CA,052046,KINDRED HOSPITAL PARAMOUNT,16453  COLORADO AVENUE,PARAMOUNT,90723,Long Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.88433099,-118.162148,2020/11/30 21:07:00+00,POINT (-118.162148 33.88433099),Kindred Hospital Paramount,Long Term,2020-12-25,Los Angeles,037,3.0,0.0,1.0,6.0,89.0,0.07,Southern California
-118.297401,33.89000399,6652,CA,052050,KINDRED HOSPITAL SOUTH BAY,1246 WEST 155TH STREET,GARDENA,90247,Long Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.89000399,-118.297401,2020/11/30 21:07:00+00,POINT (-118.297401 33.89000399),Kindred Hospital South Bay,Long Term,2020-12-25,Los Angeles,037,3.0,0.0,1.0,24.0,55.0,0.44,Southern California
-117.9922311,34.14907593,6654,CA,052054,MONROVIA MEMORIAL HOSPITAL,323 SOUTH HELIOTROPE AVENUE,MONROVIA,91016,Long Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.14907593,-117.9922311,2020/11/30 21:07:00+00,POINT (-117.9922311 34.14907593),Monrovia Memorial Hospital,Long Term,2020-12-25,Los Angeles,037,0.0,0.0,1.0,1.0,18.0,0.06,Southern California
-118.290635,34.0978720100001,6659,CA,053302,CHILDREN'S HOSP OF LOS ANGELES,"4650 SUNSET BLVD, MS 108",LOS ANGELES,90027,Childrens Hospitals,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.09787201,-118.290635,2020/11/30 21:07:00+00,POINT (-118.290635 34.09787201),Children'S Hosp of Los Angeles,Childrens Hospitals,2020-12-25,Los Angeles,037,0.0,0.0,,24.0,263.0,0.09,Southern California
-118.186634,33.808292,6665,CA,053309,MEMORIAL CARE MILLER CHILDREN'S &  WOMEN'S HOSP LB,2801 ATLANTIC AVENUE,LONG BEACH,90806,Childrens Hospitals,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.808292,-118.186634,2020/11/30 21:07:00+00,POINT (-118.186634 33.808292),Memorial Care Miller Children'S &  Women'S Hosp Lb,Childrens Hospitals,2020-12-25,Los Angeles,037,0.0,0.0,,17.0,112.0,0.15,Southern California
