x,y,objectid,state,ccn,facility_name,street_address,city,zip_code,provider_subtype,days_at_100,percentage_required_fields,required_wed_only,days_total_beds,days_all_adult_hospital_beds,days_inpatient_beds,all_adult_hospital_inpatient,inpatient_beds_used,adult_hospital_inpatient_oc,total_icu_beds,total_staffed_adult_icu_beds_x,icu_beds_used,staffed_adult_icu_bed_occu,total_ventilators,ventilators_used,adult_hospitalized_conf_susp,adult_hospitalized_conf,pediatric_patients_conf_susp,pediatric_patients_conf,inpatient_ventilators_used,icu_adult_patients_conf_susp,icu_adult_patients_conf,hospital_onset_covid,overflow_covid,overflow_ventilators_used,deaths_covid,previous_day_admit_adult_conf,previous_day_admit_adult_susp,previous_day_admit_susp_all,previous_day_admit_conf_all,previous_day_admit_ped_conf,previous_day_admit_ped_susp,previous_day_total_ed_visits,previous_day_covid_ed_visits,previous_day_remdesivir_used,on_hand_supply_remdesivir,critical_staffing_shortage_to,critical_staffing_shortage_an,ppe_supply_management_source,on_hand_ventilator_supplies,n95_respirators_days_availabl,on_hand_supply_of_surgical_m,on_hand_supply_of_eye_protect,on_hand_supply_of_single_use,on_hand_supply_of_gloves,able_to_obtain_ventilator_s,able_to_obtain_ventilator_m,able_to_obtain_n95_masks,able_to_obtain_paprs,able_to_obtain_surgical_masks,able_to_obtain_eye_protect,able_to_obtain_single_use_g,able_to_obtain_gloves,able_to_maintain_ventilator_s,able_to_maintain_ventilator_m,able_to_maintain_n95_masks,able_to_maintain_paprs,able_to_maintain_surgical,able_to_maintain_eye_protect,able_to_maintain_single_use_g,able_to_maintain_gloves,able_to_maintain_lab_nasal_p,able_to_maintain_lab_nasal_s,able_to_maintain_lab_viral,reusable_isolation_gowns_used,reusable_paprs_or_elastomeric,reusable_n95_masks_used,latitude,longitude,last_updated,geometry,hospital,hospital_subtype,week,county,fips,total_beds,total_staffed_adult_icu_beds_y,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
-120.467108,37.34002199,6485,CA,050444,MERCY MEDICAL CENTER,333 MERCY AVENUE,MERCED,95340,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.34002199,-120.467108,2020/11/30 21:07:00+00,POINT (-120.467108 37.34002199),Mercy Medical Center,Short Term,2021-03-19,Merced,047,234.0,20.0,6.0,9.0,0.55,15.0,124.0,0.12,San Joaquin Valley
-122.457625,37.76350712,6486,CA,050454,UCSF MEDICAL CENTER,"505 PARNASSUS AVE, BOX 0296",SAN FRANCISCO,94143,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,2,2,2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.76350712,-122.457625,2020/11/30 21:07:00+00,POINT (-122.457625 37.76350712),Ucsf Medical Center,Short Term,2021-03-19,San Francisco,075,849.0,102.0,6.0,16.0,0.84,14.0,713.0,0.02,Bay Area
-119.01917,35.38306,6487,CA,050455,ADVENTIST HEALTH BAKERSFIELD,2615 CHESTER AVENUE,BAKERSFIELD,93301,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35.38306,-119.01917,2020/11/30 21:07:00+00,POINT (-119.01917 35.38306),Adventist Health Bakersfield,Short Term,2021-03-19,Kern,029,271.0,44.0,4.0,10.0,0.77,24.0,214.0,0.11,San Joaquin Valley
-122.454188,37.7740589800001,6488,CA,050457,ST MARY'S MEDICAL CENTER,450 STANYAN ST,SAN FRANCISCO,94117,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.77405898,-122.454188,2020/11/30 21:07:00+00,POINT (-122.454188 37.77405898),St Mary'S Medical Center,Short Term,2021-03-19,San Francisco,075,178.0,16.0,1.0,11.0,0.31,1.0,74.0,0.01,Bay Area
-120.997349,37.66519399,6489,CA,050464,DOCTORS MEDICAL CENTER,1441 FLORIDA AVENUE,MODESTO,95350,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.66519399,-120.997349,2020/11/30 21:07:00+00,POINT (-120.997349 37.66519399),Doctors Medical Center,Short Term,2021-03-19,Stanislaus,099,389.0,44.0,7.0,5.0,0.89,42.0,337.0,0.12,San Joaquin Valley
-118.295059,33.89307001,6490,CA,050468,MEMORIAL HOSPITAL OF GARDENA,1145 W REDONDO BEACH BLVD,GARDENA,90247,Short Term,5,0.747,No,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.89307001,-118.295059,2020/11/30 21:07:00+00,POINT (-118.295059 33.89307001),Memorial Hospital of Gardena,Short Term,2021-03-19,Los Angeles,037,172.0,10.0,1.0,0.0,1.0,10.0,112.0,0.09,Southern California
-118.2653344,34.0532831300001,6491,CA,050471,GOOD SAMARITAN HOSPITAL,1225 WILSHIRE BOULEVARD,LOS ANGELES,90017,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.05328313,-118.2653344,2020/11/30 21:07:00+00,POINT (-118.2653344 34.05328313),Good Samaritan Hospital,Short Term,2021-03-19,Los Angeles,037,269.0,52.0,2.0,26.0,0.5,8.0,183.0,0.04,Southern California
-118.628667,34.2029290200001,6492,CA,050481,WEST HILLS HOSPITAL & MEDICAL CENTER,7300 MEDICAL CENTER DR,WEST HILLS,91307,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.20292902,-118.628667,2020/11/30 21:07:00+00,POINT (-118.628667 34.20292902),West Hills Hospital & Medical Center,Short Term,2021-03-19,Los Angeles,037,261.0,33.0,3.0,13.0,0.61,14.0,98.0,0.14,Southern California
-118.186634,33.808292,6493,CA,050485,LONG BEACH MEMORIAL MEDICAL CENTER,2801 ATLANTIC AVE,LONG BEACH,90806,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.808292,-118.186634,2020/11/30 21:07:00+00,POINT (-118.186634 33.808292),Long Beach Memorial Medical Center,Short Term,2021-03-19,Los Angeles,037,454.0,87.0,3.0,47.0,0.46,14.0,258.0,0.05,Southern California
-122.087351,37.69701802,6494,CA,050488,EDEN MEDICAL CENTER,20103 LAKE CHABOT ROAD,CASTRO VALLEY,94546,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.69701802,-122.087351,2020/11/30 21:07:00+00,POINT (-122.087351 37.69701802),Eden Medical Center,Short Term,2021-03-19,Alameda,001,150.0,24.0,4.0,3.0,0.88,12.0,126.0,0.1,Bay Area
-119.660419,36.839206,6495,CA,050492,CLOVIS COMMUNITY MEDICAL CENTER,2755 HERNDON AVE,CLOVIS,93611,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36.839206,-119.660419,2020/11/30 21:07:00+00,POINT (-119.660419 36.839206),Clovis Community Medical Center,Short Term,2021-03-19,Fresno,019,230.0,28.0,6.0,5.0,0.82,27.0,213.0,0.13,San Joaquin Valley
-122.0346163,37.98355273,6496,CA,050496,JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS,2540 EAST ST,CONCORD,94520,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.98355273,-122.0346163,2020/11/30 21:07:00+00,POINT (-122.0346163 37.98355273),John Muir Medical Center - Concord Campus,Short Term,2021-03-19,Contra Costa,013,224.0,36.0,3.0,11.0,0.69,6.0,157.0,0.04,Bay Area
-121.100444,38.94443699,6497,CA,050498,SUTTER AUBURN FAITH HOSPITAL,11815 EDUCATION STREET,AUBURN,95603,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38.94443699,-121.100444,2020/11/30 21:07:00+00,POINT (-121.100444 38.94443699),Sutter Auburn Faith Hospital,Short Term,2021-03-19,Placer,061,64.0,8.0,0.0,5.0,0.38,0.0,32.0,0.0,Greater Sacramento
-117.2840249,33.0362784,6498,CA,050503,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,354 SANTA FE DRIVE,ENCINITAS,92024,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.0362784,-117.2840249,2020/11/30 21:07:00+00,POINT (-117.2840249 33.0362784),Scripps Memorial Hospital - Encinitas,Short Term,2021-03-19,San Diego,073,271.0,23.0,2.0,4.0,0.83,6.0,147.0,0.04,Southern California
-120.66599,35.2921099800001,6499,CA,050506,SIERRA VISTA REGIONAL MEDICAL CENTER,1010 MURRAY ST,SAN LUIS OBISPO,93405,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,35.29210998,-120.66599,2020/11/30 21:07:00+00,POINT (-120.66599 35.29210998),Sierra Vista Regional Medical Center,Short Term,2021-03-19,San Luis Obispo,079,67.0,17.0,0.0,13.0,0.24,2.0,63.0,0.03,Southern California
-122.554793,38.004348,6500,CA,050510,KAISER FOUNDATION HOSPITAL,99 MONTECILLO RD,SAN RAFAEL,94903,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38.004348,-122.554793,2020/11/30 21:07:00+00,POINT (-122.554793 38.004348),Kaiser Foundation Hospital,Short Term,2021-03-19,Marin,041,63.0,7.0,3.0,1.0,0.86,8.0,55.0,0.15,Bay Area
-121.976636,37.55256602,6501,CA,050512,KAISER FOUNDATION HOSPITAL - FREMONT,39400 PASEO PADRE PKWY,FREMONT,94538,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.55256602,-121.976636,2020/11/30 21:07:00+00,POINT (-121.976636 37.55256602),Kaiser Foundation Hospital - Fremont,Short Term,2021-03-19,Alameda,001,90.0,8.0,2.0,1.0,0.88,11.0,76.0,0.14,Bay Area
-117.095033,32.7915759900001,6502,CA,050515,KAISER FOUNDATION HOSPITAL - ZION,4647 ZION AVE,SAN DIEGO,92120,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,32.79157599,-117.095033,2020/11/30 21:07:00+00,POINT (-117.095033 32.79157599),Kaiser Foundation Hospital - Zion,Short Term,2021-03-19,San Diego,073,524.0,42.0,4.0,32.0,0.24,25.0,292.0,0.09,Southern California
-121.3137915,38.66955964,6503,CA,050516,MERCY SAN JUAN MEDICAL CENTER,6501 COYLE AVE,CARMICHAEL,95608,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38.66955964,-121.3137915,2020/11/30 21:07:00+00,POINT (-121.3137915 38.66955964),Mercy San Juan Medical Center,Short Term,2021-03-19,Sacramento,067,281.0,43.0,1.0,2.0,0.95,9.0,237.0,0.04,Greater Sacramento
-117.293265,34.5282679800001,6504,CA,050517,VICTOR VALLEY GLOBAL MEDICAL CENTER,15248 11TH ST,VICTORVILLE,92392,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.52826798,-117.293265,2020/11/30 21:07:00+00,POINT (-117.293265 34.52826798),Victor Valley Global Medical Center,Short Term,2021-03-19,San Bernardino,071,101.0,10.0,0.0,5.0,0.5,3.0,49.0,0.06,Southern California
-121.800871,37.9832,6505,CA,050523,SUTTER DELTA MEDICAL CENTER,3901 LONE TREE WAY,ANTIOCH,94509,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.9832,-121.800871,2020/11/30 21:07:00+00,POINT (-121.800871 37.9832),Sutter Delta Medical Center,Short Term,2021-03-19,Contra Costa,013,148.0,12.0,2.0,1.0,0.92,7.0,88.0,0.08,Bay Area
-117.986529,33.703653,6506,CA,050526,HUNTINGTON BEACH HOSPITAL,17772 BEACH BLVD,HUNTINGTON BEACH,92647,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.703653,-117.986529,2020/11/30 21:07:00+00,POINT (-117.986529 33.703653),Huntington Beach Hospital,Short Term,2021-03-19,Orange,059,70.0,7.0,2.0,0.0,1.0,3.0,50.0,0.06,Southern California
-120.859301,37.0641189900001,6507,CA,050528,MEMORIAL HOSPITAL LOS BANOS,520 WEST I ST,LOS BANOS,93635,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.06411899,-120.859301,2020/11/30 21:07:00+00,POINT (-120.859301 37.06411899),Memorial Hospital Los Banos,Short Term,2021-03-19,Merced,047,41.0,5.0,3.0,0.0,1.0,7.0,20.0,0.35,San Joaquin Valley
-116.235432,33.7061599800001,6508,CA,050534,JOHN F KENNEDY MEMORIAL HOSPITAL,47111 MONROE STREET,INDIO,92201,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.70615998,-116.235432,2020/11/30 21:07:00+00,POINT (-116.235432 33.70615998),John F Kennedy Memorial Hospital,Short Term,2021-03-19,Riverside,065,73.0,24.0,0.0,15.0,0.38,4.0,65.0,0.06,Southern California
-121.771198,38.562237,6509,CA,050537,SUTTER DAVIS HOSPITAL,2000 SUTTER PLACE,DAVIS,95616,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,38.562237,-121.771198,2020/11/30 21:07:00+00,POINT (-121.771198 38.562237),Sutter Davis Hospital,Short Term,2021-03-19,Yolo,113,56.0,6.0,1.0,1.0,0.83,1.0,34.0,0.03,Greater Sacramento
-122.223345,37.4889710100001,6510,CA,050541,KAISER FOUNDATION HOSPITAL - REDWOOD CITY,1100 VETERANS BOULEVARD,REDWOOD CITY,94063,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.48897101,-122.223345,2020/11/30 21:07:00+00,POINT (-122.223345 37.48897101),Kaiser Foundation Hospital - Redwood City,Short Term,2021-03-19,San Mateo,081,98.0,16.0,1.0,2.0,0.88,6.0,86.0,0.07,Bay Area
-117.912059,33.65185698,6511,CA,050543,COLLEGE HOSPITAL COSTA MESA,301 VICTORIA STREET,COSTA MESA,92627,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.65185698,-117.912059,2020/11/30 21:07:00+00,POINT (-117.912059 33.65185698),College Hospital Costa Mesa,Short Term,2021-03-19,Orange,059,140.0,0.0,0.0,0.0,,4.0,123.0,0.03,Southern California
-118.88243500000002,34.20746602,6515,CA,050549,LOS ROBLES HOSPITAL & MEDICAL CENTER,215 W JANSS RD,THOUSAND OAKS,91360,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.20746602,-118.88243500000002,2020/11/30 21:07:00+00,POINT (-118.882435 34.20746602),Los Robles Hospital & Medical Center,Short Term,2021-03-19,Ventura,111,368.0,30.0,4.0,3.0,0.9,14.0,235.0,0.06,Southern California
-118.067107,33.804372,6516,CA,050551,LOS ALAMITOS MEDICAL CENTER,3751 KATELLA AVENUE,LOS ALAMITOS,90720,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.804372,-118.067107,2020/11/30 21:07:00+00,POINT (-118.067107 33.804372),Los Alamitos Medical Center,Short Term,2021-03-19,Orange,059,143.0,17.0,1.0,2.0,0.88,13.0,134.0,0.1,Southern California
-120.974476,37.66873601,6517,CA,050557,MEMORIAL MEDICAL CENTER,1700 COFFEE RD,MODESTO,95355,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,37.66873601,-120.974476,2020/11/30 21:07:00+00,POINT (-120.974476 37.66873601),Memorial Medical Center,Short Term,2021-03-19,Stanislaus,099,329.0,41.0,11.0,6.0,0.85,39.0,253.0,0.15,San Joaquin Valley
-118.375096,34.0384060100001,6518,CA,050561,KAISER FOUNDATION HOSPITAL - WEST LA,6041 CADILLAC AVE,LOS ANGELES,90034,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,34.03840601,-118.375096,2020/11/30 21:07:00+00,POINT (-118.375096 34.03840601),Kaiser Foundation Hospital - West LA,Short Term,2021-03-19,Los Angeles,037,219.0,30.0,8.0,11.0,0.63,15.0,126.0,0.12,Southern California
-117.665444,33.560956,6519,CA,050567,MISSION HOSPITAL REGIONAL MED CENTER,27700 MEDICAL CENTER RD,MISSION VIEJO,92691,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,33.560956,-117.665444,2020/11/30 21:07:00+00,POINT (-117.665444 33.560956),Providence Mission Hospital,Short Term,2021-03-19,Orange,059,258.0,40.0,2.0,4.0,0.9,10.0,193.0,0.05,Southern California
-120.04368999999998,36.94481002,6520,CA,050568,MADERA COMMUNITY HOSPITAL,1250 E ALMOND AVE,MADERA,93637,Short Term,7,1.0,No,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,36.94481002,-120.04368999999998,2020/11/30 21:07:00+00,POINT (-120.04369 36.94481002),Madera Community Hospital,Short Term,2021-03-19,Madera,039,80.0,10.0,3.0,5.0,0.5,13.0,30.0,0.43,San Joaquin Valley
