state_code,county_name,county_fips_code,county_population_in_2012,county_income_in_2012,5th_percentile_damages,17th_percentile_damages,median_damages,83rd_percentile_damages,95th_percentile_damages
IN,Franklin County,18047,22986,37940,0.740790009,1.817399979,3.482199907,6.286300182,9.387399673
IN,Greene County,18055,33029,33160,-0.591279984,1.146100044,3.480700016,7.639699936,13.35099983
OK,Beaver County,40007,5592,50663,0.795109987,1.564399958,3.471100092,6.381499767,9.257699966
GA,Fulton County,13121,977950,63134,1.489799976,2.257400036,3.455600023,5.432300091,7.609799862
IN,Tippecanoe County,18157,178180,32507,0.458350003,1.537700057,3.448999882,6.381599903,9.354100227
CO,Mesa County,08077,147720,36418,0.454439998,1.555999994,3.442699909,6.539000034,11.56200027
KS,Scott County,20171,4900,47570,0.501479983,1.539899945,3.441400051,6.076900005,8.423700333
KS,Pottawatomie County,20149,22351,47682,0.825860023,1.664600015,3.425600052,5.19299984,7.149300098
AR,Benton County,05007,232740,67832,1.42809999,2.10800004,3.409300089,5.24450016,6.743100166
IN,Montgomery County,18107,38202,33461,-0.289810002,1.386899948,3.404999971,6.823800087,11.32199955
KS,Chase County,20017,2750,66605,0.402460009,1.520499945,3.403100014,5.820000172,8.375900269
NE,Howard County,31093,6305,40470,-0.049286,1.221500039,3.39560008,6.133699894,8.760700226
NE,York County,31185,13815,50315,0.629010022,1.460199952,3.385099888,5.545599937,7.602799892
OH,Guernsey County,39059,39813,32392,-0.072586998,1.228199959,3.384399891,7.603899956,13.83899975
MO,Mercer County,29129,3714,29457,-2.150500059,0.614660025,3.369999886,6.537000179,10.90600014
KS,Kearny County,20093,3976,48855,1.163699985,1.926599979,3.368200064,5.479899883,7.491099834
KY,Kenton County,21117,161670,43198,0.883369982,1.662799954,3.3677001,6.258399963,9.739199638
IN,Dearborn County,18029,49782,39459,0.828610003,1.76880002,3.364000082,5.994100094,9.411600113
IN,Bartholomew County,18005,78903,43137,0.655820012,1.706400037,3.352499962,6.236899853,9.360699654
GA,Forsyth County,13117,187830,45876,1.376000047,2.145499945,3.347800016,5.199299812,6.979100227
OK,Texas County,40139,21533,40204,0.918919981,1.792299986,3.329799891,6.045899868,8.000100136
NE,Hall County,31079,60335,38129,0.136800006,1.124600053,3.324300051,5.537899971,7.812300205
TX,Midland County,48329,147090,91441,1.473199964,2.163700104,3.323400021,5.202400208,6.711100101
KY,Boyd County,21019,49284,33834,-0.062413,1.167199969,3.3197999,7.862400055,13.45100021
TX,Parmer County,48369,10162,39264,0.35503,1.490200043,3.314800024,6.222499847,10.38199997
IL,Tazewell County,17179,136090,41944,-0.074436001,1.111899972,3.311199903,6.356500149,9.206800461
NV,Churchill County,32001,24317,41458,0.426440001,1.493399978,3.307300091,6.076200008,9.413700104
VA,Louisa County,51109,33517,44355,0.543669999,1.561499953,3.288899899,5.894000053,9.306400299
IN,Jackson County,18071,42990,37470,0.250950009,1.459499955,3.280299902,6.72300005,10.75199986
GA,Cherokee County,13057,220910,39163,1.17990005,1.986500025,3.272599936,5.174300194,8.158499718
TN,Pickett County,47137,5088,29108,-1.257099986,0.702099979,3.26880002,7.774000168,14.9630003
VA,Williamsburg city,51830,42075,55639,1.104099989,1.890300035,3.267400026,5.524600029,8.992199898
KY,Woodford County,21239,25039,43178,0.882300019,1.718500018,3.263499975,6.033599854,9.85529995
NC,Mecklenburg County,37119,968780,50210,1.207900047,1.899999976,3.257999897,5.121099949,7.386400223
MD,Kent County,24029,19999,47403,0.053312,1.294999957,3.250400066,7.040200233,11.75199986
NC,Iredell County,37097,162720,38719,0.280479997,1.427000046,3.245199919,6.047100067,9.61950016
VA,Chesapeake city,51550,228190,44506,0.850619972,1.69599998,3.244199991,5.335999966,8.195699692
NE,Dodge County,31053,36670,38983,-0.620519996,1.022600055,3.243900061,5.90019989,8.946000099
IA,Fremont County,19071,7134,45832,-0.392529994,0.975730002,3.237299919,5.68419981,8.820099831
IL,Knox County,17095,52314,35980,-1.673900008,0.158419997,3.228199959,7.150700092,11.53299999
IA,Decatur County,19053,8250,30183,-1.777400017,0.473049998,3.200299978,6.470399857,10.72999954
VA,Culpeper County,51047,47767,38872,0.588800013,1.538300037,3.187799931,6.110799789,10.11800003
IL,Champaign County,17019,204010,36491,0.536679983,1.50999999,3.184000015,5.378799915,7.811200142
KS,Riley County,20161,76297,35827,1.226999998,1.910599947,3.182699919,4.609899998,6.074399948
KY,Fayette County,21067,305250,42508,0.981410027,1.639799953,3.173500061,5.746799946,8.694999695
OH,Clermont County,39025,199220,40704,1.148300052,1.818300009,3.171900034,5.38079977,8.942299843
IL,Rock Island County,17161,147070,38824,-0.585340023,1.001999974,3.170300007,5.93900013,9.320799828
VA,Shenandoah County,51171,42641,36361,-2.447299957,-0.369210005,3.16869998,7.4854002,11.33100033
SD,Ziebach County,46137,2869,17991,-3.183700085,-0.44569999,3.166500092,7.552999973,10.57699966
VA,Powhatan County,51145,28116,43558,1.009199977,1.816900015,3.161900043,5.034599781,7.396699905
KS,Decatur County,20039,2881,42752,-0.990840018,0.480870008,3.160700083,6.656099796,10.3760004
MD,Worcester County,24047,51588,48802,0.410860002,1.427000046,3.158499956,6.350299835,10.8739996
NE,Franklin County,31061,3190,47355,-1.098899961,0.487120003,3.156699896,6.14139986,8.632399559
MO,Worth County,29227,2078,33571,-2.503599882,0.023508999,3.154700041,6.296299934,10.18400002
TX,Glasscock County,48173,1256,58194,1.371399999,2.107800007,3.143100023,4.616499901,5.836599827
OH,Hamilton County,39061,802360,49057,0.895319998,1.690000057,3.140899897,5.853499889,9.253000259
CA,Orange County,06059,3089900,53390,1.109099984,1.944200039,3.139800072,5.099999905,8.264399529
IA,Marion County,19125,33378,38876,-0.622110009,0.998269975,3.137300014,5.205999851,8.117199898
IA,Monroe County,19135,8071,35508,-1.889299989,0.233250007,3.134599924,6.270100117,10.02999973
IN,Shelby County,18145,44382,35956,-0.189689994,1.230499983,3.129100084,6.068600178,10.24300003
KS,Grant County,20067,7852,40927,1.026200056,1.733999968,3.125799894,5.020199776,7.018099785
NV,Nye County,32023,42923,31461,-1.910699964,0.294090003,3.11529994,7.388100147,14.05200005
IL,Kankakee County,17091,112930,34013,-1.004500031,0.837960005,3.107800007,6.018799782,10.70800018
OH,Adams County,39001,28366,26663,-0.940410018,0.51275003,3.094500065,7.913499832,15.23400021
IN,Wayne County,18177,68371,32880,-1.098199964,0.558350027,3.092900038,7.231200218,12.34000015
VA,Accomack County,51001,33313,35342,-0.64914,0.79400003,3.089400053,7.372099876,13.64900017
NC,Wake County,37183,952610,50381,1.266800046,1.909199953,3.088500023,4.903600216,6.732900143
OH,Warren County,39165,217650,46703,1.269099951,1.881299973,3.083199978,4.975999832,7.159599781
IL,Stark County,17175,5937,35977,-2.022399902,-0.0084377,3.077100039,7.022999763,13.09899998
KS,Finney County,20055,37130,38802,1.258700013,1.858100057,3.069200039,4.722099781,6.138999939
KY,Boone County,21015,123260,40625,0.986850023,1.664399981,3.060400009,5.218599796,7.720399857
IL,Henry County,17073,50071,40238,-1.05219996,0.705169976,3.055399895,5.600299835,9.082099915
NE,Lancaster County,31109,293470,42133,0.912060022,1.691900015,3.04399991,4.652900219,5.89470005
NE,Fillmore County,31059,5748,59306,-0.180120006,0.871399999,3.035200119,5.655799866,8.397000313
VA,Frederick County,51069,53670,41786,0.139520004,1.265100002,3.029000044,5.429900169,7.694499969
NJ,Gloucester County,34015,289670,44392,0.699100018,1.493899941,3.01850009,5.46449995,8.422200203
IA,Des Moines County,19057,40271,47466,-0.0087937,1.009699941,3.005199909,5.290800095,8.276900291
PA,Delaware County,42045,560920,53051,0.779569983,1.583699942,3.00090003,5.466499805,8.254899979
IA,Mills County,19129,14881,47729,0.288529992,1.307800055,2.999500036,4.821199894,7.02159977
NE,Hitchcock County,31087,2883,39036,-1.20389998,0.523720026,2.999300003,6.594500065,10.04599953
KS,Gray County,20069,5994,58510,0.769640028,1.611999989,2.997699976,4.900100231,6.931099892
IN,Putnam County,18133,37681,29562,-0.572960019,0.84562999,2.996900082,6.218500137,10.36400032
WV,Morgan County,54065,17433,31301,-0.394089997,0.703230023,2.995699883,7.179399967,14.83500004
IN,Rush County,18139,17134,34375,-0.750699997,0.844020009,2.994600058,6.660399914,11.66100025
WV,Calhoun County,54013,7591,26517,-1.381500006,0.133279994,2.992799997,7.990699768,15.32499981
NY,Queens County,36081,2280600,38072,0.707710028,1.610100031,2.987799883,5.49420023,8.514699936
IN,Hendricks County,18063,150720,41392,0.646579981,1.654700041,2.98239994,5.218699932,7.645100117
WV,Pleasants County,54073,7592,36171,-0.286119998,0.653919995,2.981800079,6.653399944,12.15600014
NC,Orange County,37135,137730,51381,1.102499962,1.786999941,2.980999947,4.707799911,6.505300045
OH,Pickaway County,39129,56346,32638,0.093956999,1.220499992,2.973799944,6.267499924,10.66800022
WV,Marion County,54049,56787,37779,-0.344260007,0.858850002,2.963900089,7.761099815,13.38899994
WV,Hardy County,54031,13870,26640,-0.67651999,0.627810001,2.957400084,7.708300114,14.00800037
OH,Madison County,39097,42959,34635,-0.023751,1.116600037,2.953900099,6.079400063,9.735899925
IN,Clay County,18021,26855,32341,-1.463999987,0.39557001,2.951299906,6.462600231,11.42000008
IL,Livingston County,17105,38535,37448,-1.004400015,0.582109988,2.947700024,6.072299957,10.25
OH,Fairfield County,39045,147450,38751,0.48071,1.362499952,2.934999943,5.883200169,9.598500252
NE,Seward County,31159,16965,43309,-0.312059999,0.876439989,2.927000046,4.946499825,7.050499916
IN,Clinton County,18023,32957,32762,-1.434700012,0.27226001,2.923700094,7.152400017,12.31900024
VA,Rappahannock County,51157,7430,54114,-2.679500103,-0.57968998,2.921900034,6.894100189,10.25599957
OH,Preble County,39135,41895,32488,0.0010942,1.092100024,2.911200047,6.21449995,10.66499996
VA,Pittsylvania County,51143,52842,31149,-0.453539997,0.866150022,2.911099911,6.313300133,11.77200031
PA,Schuylkill County,42107,147290,35802,-0.74901998,0.565750003,2.908400059,7.846000195,13.18400002
IN,Miami County,18103,36502,28055,-1.146100044,0.556509972,2.888700008,6.592999935,11.09300041
IL,Ford County,17053,13998,43074,-1.411999941,0.514159977,2.887900114,6.558000088,11.58399963
IL,Piatt County,17147,16507,44700,0.091992997,1.194200039,2.875699997,5.58769989,9.466799736
IA,Clarke County,19039,9340,33126,-1.443300009,0.558089972,2.869100094,5.522099972,9.602499962
OH,Fayette County,39047,28850,33128,-0.72153002,0.622489989,2.85649991,7.098599911,12.68999958
NE,Nance County,31125,3703,41573,-1.494600058,-0.020196,2.853600025,5.992199898,9.20870018
VA,James City County,51095,42075,55639,0.822030008,1.550300002,2.853100061,4.536099911,7.565299988
IA,Ringgold County,19159,5085,38573,-2.724999905,-0.037113,2.851399899,6.086599827,10.92000008
OH,Washington County,39167,61508,34865,-0.492810011,0.734740019,2.846100092,6.757199764,12.40400028
KS,Thomas County,20193,7947,39009,-0.249819994,0.847140014,2.833699942,5.329400063,7.672100067
NE,Cass County,31025,25159,42543,0.012325,0.974120021,2.816900015,4.490399837,6.611100197
IL,Peoria County,17143,187190,47431,0.119149998,1.13380003,2.816200018,5.302499771,8.138199806
VA,Chesterfield County,51041,323850,46137,0.779320002,1.576699972,2.812000036,4.701099873,7.29309988
NE,Clay County,31035,6407,45496,-0.499130011,0.495880008,2.809400082,5.212299824,7.832499981
NE,Platte County,31141,32558,42498,0.386940002,1.241299987,2.797199965,4.590400219,6.091100216
IN,Grant County,18053,69283,34339,-1.628100038,0.182630002,2.79640007,6.201200008,10.88500023
WV,Wirt County,54105,5806,24737,-0.887600005,0.452809989,2.790199995,7.245699883,13.19400024
KS,Cheyenne County,20023,2675,43462,-0.798300028,0.448529989,2.788000107,6.015900135,8.879899979
WV,Hampshire County,54027,23678,28704,-0.708119988,0.558049977,2.78760004,6.510700226,11.83500004
KS,Stanton County,20187,2170,52579,0.75721997,1.473099947,2.78579998,4.537799835,6.510099888
NE,Adams County,31001,31384,41884,-0.301099986,0.784060001,2.780400038,4.984600067,7.069099903
NE,Dixon County,31051,5907,36417,-1.556599975,0.391149998,2.776400089,5.632999897,8.024200439
IL,LaSalle County,17099,112880,37010,-1.315099955,0.38883999,2.771699905,5.537000179,9.680199623
NC,Henderson County,37089,108120,35160,-1.290699959,0.475760013,2.769399881,6.387599945,12.22000027
NM,Grant County,35017,29339,33029,-0.983049989,0.325780004,2.767699957,5.33769989,9.310799599
NC,Swain County,37173,14080,28165,-2.301300049,-0.223159999,2.747900009,7.214399815,13.65799999
OH,Highland County,39071,43024,28597,-0.981559992,0.468730003,2.746799946,6.844799995,13.63399982
VA,Staunton city,51790,39635,35502,-0.955330014,0.506529987,2.739799976,6.465099812,11.22599983
IN,White County,18181,24408,35484,-1.028100014,0.489010006,2.728399992,6.159900188,11.17500019
OH,Hardin County,39065,31643,30037,-0.867999971,0.596780002,2.727900028,6.396299839,11.35400009
IA,Harrison County,19085,14520,40368,-1.616899967,0.164849997,2.723400116,5.225500107,7.614299774
NY,Kings County,36047,2574900,37829,0.721849978,1.438500047,2.714099884,4.98059988,8.013699532
TX,Castro County,48069,8179,43827,0.047153,1.116899967,2.710700035,5.128499985,8.054900169
WV,Grant County,54023,11841,30003,-0.641380012,0.437929988,2.709599972,6.410099983,11.99600029
IN,Cass County,18017,38746,32410,-1.752699971,0.278919995,2.709500074,6.601399899,10.77400017
IN,Adams County,18001,34401,31514,-0.771260023,0.732819974,2.701499939,5.60739994,9.767100334
KS,Lane County,20101,1700,73328,0.422190011,1.068600059,2.687299967,5.038799763,7.109799862
OH,Franklin County,39049,1196900,44142,0.410789996,1.227699995,2.68569994,4.98390007,7.847000122
NY,Richmond County,36085,470980,45467,0.686049998,1.378700018,2.68569994,4.740699768,7.120900154
IN,Marion County,18097,918580,39247,-0.147469997,0.976140022,2.683900118,5.363800049,8.206800461
IA,Mahaska County,19123,22417,36495,-1.178500056,0.546829998,2.673599958,5.070799828,7.965799809
IA,Woodbury County,19193,102330,36016,-0.870989978,0.617280006,2.673000097,4.894999981,6.607800007
IA,Scott County,19163,168830,47269,0.085516997,1.131399989,2.66989994,4.467899799,6.531099796
IL,McLean County,17113,172420,42770,0.41128999,1.194200039,2.657399893,4.699299812,7.262800217
IA,Johnson County,19103,136910,43724,0.833779991,1.550199986,2.656199932,3.936500072,5.308599949
IA,Louisa County,19115,11327,37054,-1.073899984,0.409509987,2.651499987,5.171599865,8.501799583
KS,Rawlins County,20153,2538,55437,-0.526520014,0.622739971,2.638299942,5.408400059,7.489799976
VA,Dickenson County,51051,15668,28512,-2.293400049,-0.344810009,2.630899906,6.763500214,13.1619997
KS,Johnson County,20091,559950,61099,0.918420017,1.582800031,2.615999937,3.846400023,5.164299965
VA,Winchester city,51840,53670,41786,-0.0066664,0.951569974,2.609699965,5.758200169,10.77400017
TX,Hansford County,48195,5502,67748,0.368930012,1.087299943,2.609699965,4.858399868,7.347700119
KY,Oldham County,21185,61423,51786,1.043799996,1.656299949,2.606699944,4.317399979,6.054299831
NE,Dawson County,31047,24100,35772,-0.598550022,0.541710019,2.604799986,5.084199905,7.212900162
VA,York County,51199,38940,52015,1.02639997,1.613299966,2.602900028,4.215099812,6.494100094
NC,Madison County,37115,20882,27834,-1.077900052,0.342929989,2.596800089,6.011000156,12.79199982
IN,Delaware County,18035,117310,30938,-1.144600034,0.517809987,2.592200041,5.832300186,10.50800037
IA,Union County,19175,12591,35021,-1.979699969,0.0017686,2.588799953,5.522099972,8.695599556
CO,Pueblo County,08101,160840,31970,-0.434269994,0.736599982,2.578900099,5.156199932,9.016699791
OH,Miami County,39109,103120,38370,-0.159329996,0.829729974,2.577899933,5.650100231,10.03199959
UT,Juab County,49023,10328,27225,-0.75168997,0.525049984,2.576999903,5.011499882,8.256899834
VA,King George County,51099,24608,46277,0.70757997,1.381000042,2.563899994,4.542500019,6.586200237
IN,Newton County,18111,14079,34153,-1.447100043,0.360280007,2.562000036,5.750100136,10.72999954
CO,Kit Carson County,08063,8093,36528,-0.13019,1.076300025,2.560199976,5.214900017,7.97840023
NE,Saunders County,31155,20807,40976,-0.206190005,0.911210001,2.552900076,4.58589983,6.55700016
WV,Doddridge County,54017,8220,20401,-2.526799917,-0.631749988,2.549200058,7.653100014,18.26199913
VA,Manassas city,51683,158080,47586,1.038200021,1.589100003,2.548700094,4.063499928,6.152400017
TX,Hemphill County,48211,4082,67848,0.459749997,1.230800033,2.541100025,4.616600037,6.37869978
NE,Harlan County,31083,3426,45279,-1.075500011,0.256139994,2.538199902,5.092400074,7.593800068
NE,Thurston County,31173,6923,40831,-1.278499961,0.423189998,2.532999992,4.830699921,6.444099903
IN,Howard County,18067,82973,34185,-1.351199985,0.380329996,2.522799969,5.935800076,9.687199593
VA,Albemarle County,51003,73276,56979,0.622070014,1.353800058,2.512900114,4.363399982,6.654799938
OH,Van Wert County,39161,28729,34246,-0.949469984,0.59483999,2.505899906,5.717700005,9.573599815
IN,Starke County,18149,23197,28659,-2.705800056,-0.26146999,2.503299952,6.242800236,12.65200043
OH,Monroe County,39111,14579,27970,-1.833699942,-0.397859991,2.502799988,7.527299881,14.63000011
VA,Bedford County,51019,37716,39625,0.270850003,1.150400043,2.48300004,5.146999836,8.63010025
IN,Carroll County,18015,20096,37649,-0.721710026,0.690940022,2.48210001,5.240799904,8.562199593
NE,Blaine County,31009,512,38480,-0.142460003,0.747189999,2.480099916,4.822899818,6.534399986
VA,Waynesboro city,51820,39635,35502,-0.742250025,0.545859993,2.479799986,6.209400177,12.90299988
VA,Spotsylvania County,51177,76625,43949,0.683269978,1.36469996,2.47329998,4.047500134,5.720699787
PA,York County,42133,437700,41923,0.312920004,1.047899961,2.47329998,5.127099991,8.861100197
NE,Douglas County,31055,531310,52113,0.425669998,1.282899976,2.469899893,3.890899897,5.216899872
OH,Butler County,39017,370830,38884,0.059305999,1.004099965,2.462300062,5.031799793,8.453800201
MD,Baltimore County,24005,818430,53004,0.175909996,1.092700005,2.457099915,4.884500027,7.570899963
MD,Cecil County,24015,101820,39660,0.235880002,1.084200025,2.455499887,4.934500217,8.126799583
IN,Morgan County,18109,69216,35448,-0.54667002,0.792400002,2.454999924,5.29129982,8.975099564
KS,Wallace County,20199,1524,55203,0.0039874,0.973160028,2.453900099,4.628900051,6.462299824
KS,Haskell County,20081,4221,60425,0.789619982,1.365800023,2.452899933,3.837800026,5.219500065
IA,Washington County,19183,21921,44864,-1.105000019,0.417699993,2.447400093,4.730500221,7.840300083
IL,Iroquois County,17075,29289,39359,-1.70630002,0.183359995,2.437000036,6.060299873,10.76399994
IN,Benton County,18007,8834,39989,-1.058899999,0.325040013,2.430500031,5.652400017,9.528900146
TN,Fentress County,47049,17911,29113,-2.177700043,-0.135389999,2.422800064,7.534800053,14.43500042
IN,Johnson County,18081,143560,40505,-0.179399997,0.890940011,2.4223001,4.631199837,7.435599804
NE,Stanton County,31167,6093,37058,-0.44442001,0.671230018,2.418200016,4.238800049,6.032400131
WV,Roane County,54087,14710,30276,-1.089599967,0.029335,2.416500092,6.700399876,13.22999954
OH,Clinton County,39027,41831,34483,-0.405180007,0.696280003,2.412400007,5.34070015,9.07970047
IL,Woodford County,17203,38925,45265,-0.748860002,0.761489987,2.409600019,4.490099907,7.09800005
IA,Linn County,19113,215210,45432,-0.237690002,0.926069975,2.405800104,3.997200012,6.353199959
NJ,Hudson County,34017,656880,47819,0.771409988,1.374799967,2.403700113,4.136300087,6.099699974
TN,Williamson County,47187,193040,69451,1.081099987,1.581900001,2.403100014,3.624900103,4.863100052
IN,Blackford County,18009,12548,33798,-1.770900011,0.156039998,2.399499893,6.244400024,10.68500042
NE,Wayne County,31179,9514,37457,-0.228149995,0.859790027,2.389400005,4.126200199,5.74450016
SD,Douglas County,46043,2972,49526,-1.16079998,0.100599997,2.37319994,5.076000214,7.217199802
WV,Mineral County,54057,27933,33656,-0.791170001,0.347000003,2.369800091,6.688499928,11.84000015
TX,Hartley County,48205,6153,45605,0.289510012,1.121600032,2.368599892,4.638199806,7.577199936
NC,Macon County,37113,33796,32283,-1.817299962,-0.077073,2.367199898,6.041600227,11.8760004
NJ,Cape May County,34009,96398,49307,-0.384180009,0.702139974,2.366899967,5.30700016,10.12899971
IA,Crawford County,19047,17306,42968,-0.669179976,0.654250026,2.359200001,4.48029995,6.44810009
NE,Butler County,31023,8308,42126,-1.113600016,0.15433,2.355400085,4.929800034,7.157000065
MD,Harford County,24025,248700,49668,0.491780013,1.221300006,2.351799965,4.247000217,6.600500107
NJ,Essex County,34013,788430,55404,0.674310029,1.272899985,2.342499971,4.124499798,6.185599804
KS,Logan County,20109,2795,48660,-0.459600002,0.471210003,2.320499897,4.747799873,7.441800117
IN,Hancock County,18059,70641,43120,0.016192,0.988730013,2.316400051,4.414700031,7.763400078
NE,Sarpy County,31153,165820,41241,0.652310014,1.333299994,2.302599907,3.385099888,4.5
OH,Allen County,39003,105280,35237,-1.068500042,0.302240014,2.299599886,5.827199936,10.72299957
TX,Dallam County,48111,6996,51855,0.253659993,1.006899953,2.299200058,4.313099861,6.542399883
IA,Lucas County,19117,8764,35343,-1.893900037,0.054180998,2.298199892,4.975299835,8.676199913
UT,Utah County,49049,539600,30875,0.434890002,1.181300044,2.293400049,3.879199982,6.17840004
NE,Dakota County,31043,20837,33418,-1.006000042,0.330159992,2.290800095,4.555399895,6.271900177
VA,Virginia Beach city,51810,445770,50297,0.570840001,1.095900059,2.288000107,3.916500092,6.427199841
IA,Shelby County,19165,12071,47076,-1.371899962,0.321610004,2.285900116,4.29309988,6.480999947
PA,Berks County,42011,413250,41798,0.023391999,0.823939979,2.270499945,4.905900002,8.000499725
OH,Champaign County,39021,39586,34436,-0.737169981,0.325410008,2.2651999,4.838099957,9.058699608
UT,Davis County,49011,316020,37559,0.654820025,1.199000001,2.253299952,3.638799906,5.364500046
KS,Sherman County,20181,6125,42136,-0.57486999,0.455630004,2.252000093,4.867899895,7.585599899
IA,Warren County,19181,46950,40387,-0.630859971,0.538209975,2.251699924,3.998500109,6.108099937
IN,Randolph County,18135,25835,35171,-1.57249999,0.179120004,2.237299919,5.845799923,10.0880003
OH,Mercer County,39107,40827,39490,-0.486790001,0.522170007,2.233999968,5.074699879,8.494600296
NE,Burt County,31021,6672,44201,-1.968099952,-0.193470001,2.229599953,4.944399834,7.676400185
ID,Owyhee County,16073,11409,28822,-1.680799961,0.10227,2.228600025,5.087200165,8.736000061
IA,Polk County,19153,443980,48333,-0.086864002,0.964320004,2.228300095,3.594300032,5.137800217
MD,Queen Anne's County,24035,48570,52524,0.47398001,1.044399977,2.226799965,4.138100147,6.328999996
NM,Harding County,35021,701,51290,-0.645359993,0.696829975,2.225899935,4.200399876,7.228300095
IA,Keokuk County,19107,10398,42375,-1.57130003,0.097029999,2.223700047,4.474100113,7.711999893
VA,Manassas Park city,51685,158080,47586,0.987079978,1.518000007,2.218100071,3.12590003,4.284100056
IA,Madison County,19121,15627,40196,-1.066699982,0.385619998,2.209300041,4.325500011,6.863699913
TX,Ochiltree County,48357,10621,54289,0.325509995,0.892549992,2.205199957,4.046500206,6.418300152
IA,Wayne County,19185,6355,34259,-3.247400045,-0.777589977,2.194200039,5.929900169,11.09500027
IN,Tipton County,18159,15721,37735,-1.093899965,0.295320004,2.192500114,4.782700062,8.697999954
NE,Hamilton County,31081,9025,54048,-0.293240011,0.634869993,2.188699961,3.83769989,5.680900097
IA,Jasper County,19099,36544,37507,-1.69659996,0.048282001,2.185400009,4.373700142,6.900599957
OH,Morgan County,39115,14945,26933,-1.798699975,-0.266310006,2.174000025,6.63409996,13.8760004
IN,Wells County,18179,27678,36733,-0.648710012,0.460180014,2.173099995,4.634200096,8.368900299
IA,Cass County,19029,13720,40478,-2.446199894,-0.206550002,2.165400028,5.163700104,8.230099678
IN,Jay County,18075,21370,33895,-1.431800008,0.022430001,2.164999962,5.358699799,10.13799953
OH,Union County,39159,52815,39489,0.166480005,0.959720016,2.161099911,4.108799934,6.519100189
OH,Clark County,39023,137190,34659,-1.16170001,0.173329994,2.158400059,5.857800007,10.23999977
VA,Russell County,51167,28426,30709,-2.189699888,-0.444070011,2.156300068,5.822400093,12.18799973
NE,Sherman County,31163,3124,39434,-2.040999889,-0.552380025,2.154900074,5.286499977,8.293600082
VA,Pulaski County,51155,34747,33335,-2.758699894,-0.7852,2.153599977,5.972700119,11.86999989
CA,Lake County,06033,63984,32843,-3.686300039,-1.225600004,2.149499893,6.211699963,11.16699982
WV,Harrison County,54033,69148,41131,-1.292099953,-0.087898999,2.14260006,6.189700127,10.47900009
IL,Carroll County,17015,15003,37807,-2.463500023,-0.338620007,2.13409996,5.217599869,8.800200462
KS,Greeley County,20071,1266,62122,-0.036770001,0.78095001,2.133500099,3.983200073,5.901800156
NE,Polk County,31143,5282,48830,-0.811850011,0.225850001,2.131500006,4.19119978,6.408400059
IN,Huntington County,18069,36979,34761,-1.629699945,0.074208997,2.125299931,5.234899998,9.79129982
MI,Berrien County,26021,156060,37505,-1.130699992,0.388639987,2.122800112,5.250299931,9.39109993
NE,Phelps County,31137,9216,50252,-0.821529984,0.263379991,2.121799946,4.242800236,6.153999805
IN,Jasper County,18073,33453,38104,-0.90158999,0.290580004,2.111799955,4.409900188,7.455999851
UT,Beaver County,49001,6486,30332,-1.825500011,-0.153750002,2.111700058,5.657400131,10.80900002
UT,Uintah County,49047,34636,34843,-0.709119976,0.450190008,2.102299929,3.994800091,7.060599804
UT,Salt Lake County,49035,1064400,40623,0.179719999,0.932600021,2.096299887,3.475399971,4.93599987
VA,Alexandria city,51510,146930,76165,0.831420004,1.291800022,2.094399929,3.191299915,4.385399818
VA,Stafford County,51179,134370,47532,0.658850014,1.185400009,2.091200113,3.366100073,5.101900101
IN,Henry County,18065,49259,31340,-2.282000065,-0.332459986,2.090399981,5.752900124,11.06599998
KS,Wichita County,20203,2226,63664,0.185379997,0.843469977,2.089900017,3.709000111,5.191299915
VA,Falls Church city,51610,380380,72453,0.717079997,1.235399961,2.08039999,3.405200005,4.989500046
UT,Tooele County,49045,59820,30555,0.0082149,0.856719971,2.078099966,3.668400049,5.589099884
KS,Sheridan County,20179,2533,59995,-0.347570002,0.419239998,2.075799942,4.041999817,6.154799938
VA,Rockingham County,51165,64300,32069,-1.004199982,0.269010007,2.069900036,4.888199806,8.917099953
IL,Whiteside County,17195,57627,38261,-1.901000023,-0.224509999,2.057899952,4.713200092,8.77159977
NE,Red Willow County,31145,11013,44602,-1.093700051,0.056265999,2.056200027,4.442699909,6.755300045
NE,Knox County,31107,8579,37912,-2.906199932,-1.198600054,2.050400019,5.458300114,8.119600296
NE,Dundy County,31057,1991,63610,-0.507600009,0.415060014,2.040499926,4.380700111,6.601299763
OH,Muskingum County,39119,85838,33084,-1.085700035,0.054281998,2.036099911,6.022099972,11.42099953
VA,Fairfax city,51600,380380,72453,0.327499986,0.961049974,2.02060008,3.85649991,6.366300106
OH,Athens County,39009,64638,29481,-0.630050004,0.331270009,2.017100096,4.90899992,9.305700302
OH,Greene County,39057,164150,41402,-0.147530004,0.683229983,2.016000032,4.19630003,7.298900127
SD,Davison County,46035,19798,44330,-1.38499999,0.057324,2.015799999,4.171899796,6.120699883
PA,Westmoreland County,42129,363100,43445,-0.841729999,0.133220002,1.998399973,5.374700069,10.2670002
OH,Belmont County,39013,69624,34959,-1.83920002,-0.585730016,1.997599959,6.788799763,14.32499981
PA,Franklin County,42055,151590,38074,-0.474099994,0.364089996,1.97420001,4.720900059,8.52670002
NJ,Passaic County,34031,505010,41824,0.052568998,0.648989975,1.973099947,3.977900028,6.793600082
SD,Tripp County,46123,5485,44013,-1.99240005,-0.418819994,1.97300005,4.837500095,6.984600067
SD,Charles Mix County,46023,9210,39375,-1.490800023,-0.14463,1.9727,4.865600109,7.167200089
