store_code,sku,item_title,primary_image,primary_image_url,sales_size,sales_uom_description,final_price,retail_price,fun_tags,item_characteristics,category_hierarchy,name,store_number,drop,prod_cat,prod_cat_type,prod_cat_desc
199,058259,Organic Red Lentil Sedanini,/content/dam/trjo/products/m20901/58259.png,/content/dam/trjo/products/m20901/58259.png,12.0,Oz,2.99,2.99,"Feeling Adventurous, In Lieu of Pizza, Pair With Wine, Picnic, The ""X"" Factor","Gluten Free, Organic, Kosher",Products > Food > For the Pantry > Pastas & Grains,Trader Joe's Chico ,199,Products , Food , For the Pantry , Pastas & Grains
199,074251,Gluten Free Battered Plant-Based Fish Fillets,/content/dam/trjo/products/m20602/74251.png,/content/dam/trjo/products/m20602/74251.png,9.52,Oz,2.99,2.99,"Alfresco Dining, Crack a Beer, Dinner Hack, Feeling Adventurous, In Lieu of Pizza, Yes!","Gluten Free, Vegan",Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,074564,Italian Tomato & Burrata Ravioloni,/content/dam/trjo/products/m20503/74564.png,/content/dam/trjo/products/m20503/74564.png,8.8,Oz,3.99,3.99,"Alfresco Dining, Date Night, Dinner Hack, Pair With Wine",,Products > Food > Fresh Prepared Foods > Entrées & Center of Plate,Trader Joe's Chico ,199,Products , Food , Fresh Prepared Foods , Entrées & Center of Plate
199,076116,Spicy Honey Sauce,/content/dam/trjo/products/m20909/76116.png,/content/dam/trjo/products/m20909/76116.png,12.0,Oz,4.99,4.99,"Desk Drawer, Mouth On Fire, Pour It On",Kosher,"Products > Food > For the Pantry > Honeys, Syrups & Nectars",Trader Joe's Chico ,199,Products , Food , For the Pantry ," Honeys, Syrups & Nectars"
199,175189,Josephsbrau Hefeweizen,/content/dam/trjo/products/m306/beer/75189.png,/content/dam/trjo/products/m306/beer/75189.png,12.0,Fl Oz,5.99,5.99,"Bibulous, Crack a Beer, Fire Up The Grill, Game Night, Glass Half Full, Heat Wave",,"Products > Beverages > Wine, Beer & Liquor",Trader Joe's Chico ,199,Products , Beverages ," Wine, Beer & Liquor",None
199,075148,Cold Brew Iced Tea Black Tea + Lemon,/content/dam/trjo/products/m304/75148.png,/content/dam/trjo/products/m304/75148.png,18.0,Bag,2.99,2.99,"Alfresco Dining, Glass Half Full, Heat Wave, Picnic, Rain or Shine","Vegan, Kosher",Products > Beverages > Coffee & Tea,Trader Joe's Chico ,199,Products , Beverages , Coffee & Tea,None
199,063002,Tuatea Marlborough New Zealand Sauvignon Blanc,/content/dam/trjo/products/m306/wine/63002.png,/content/dam/trjo/products/m306/wine/63002.png,750.0,mL,6.99,5.99,"Bibulous, Glass Half Full, Picnic",,"Products > Beverages > Wine, Beer & Liquor",Trader Joe's Chico ,199,Products , Beverages ," Wine, Beer & Liquor",None
199,058825,Organic Jalapeño Limeade,/content/dam/trjo/products/m301/58825.png,/content/dam/trjo/products/m301/58825.png,32.0,Fl Oz,2.79,2.79,"Alfresco Dining, Heat Wave, Picnic",Organic,Products > Beverages > Juices & More,Trader Joe's Chico ,199,Products , Beverages , Juices & More,None
199,022129,Milk Chocolate Peanut Butter Cups,/content/dam/trjo/products/m21002/22129.png,/content/dam/trjo/products/m21002/22129.png,16.0,Oz,4.99,4.99,"Game Night, Treat Yourself",Kosher,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,016126,Old Fashioned Blister Peanuts,/content/dam/trjo/products/m21003/16126.png,/content/dam/trjo/products/m21003/16126.png,13.0,Oz,2.99,2.99,"Backpack Ready, Cheese Board, Crack a Beer, Desk Drawer, Family Style, Finger Food, Game Night, Midday Snacks",,"Products > Food > Snacks & Sweets > Nuts, Dried Fruits, Seeds",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Nuts, Dried Fruits, Seeds"
199,059227,Organic Powdered Cane Sugar,/content/dam/trjo/products/m20905/59227.png,/content/dam/trjo/products/m20905/59227.png,1.0,Lb,3.29,3.29,Let's Bake!,"Kosher, Organic",Products > Food > For the Pantry > For Baking & Cooking,Trader Joe's Chico ,199,Products , Food , For the Pantry , For Baking & Cooking
199,066314,Organic Pure Bourbon Vanilla Extract,/content/dam/trjo/products/m20905/66314.png,/content/dam/trjo/products/m20905/66314.png,4.0,Fl Oz,9.99,9.99,"Let's Bake!, Yes!","Kosher, Organic",Products > Food > For the Pantry > For Baking & Cooking,Trader Joe's Chico ,199,Products , Food , For the Pantry , For Baking & Cooking
199,098333,Blondie Bar Baking Mix,/content/dam/trjo/products/m20905/98333.png,/content/dam/trjo/products/m20905/98333.png,15.5,Oz,3.79,3.79,"Effortless Entertaining, Let's Bake!, Treat Yourself",Kosher,Products > Food > For the Pantry > For Baking & Cooking,Trader Joe's Chico ,199,Products , Food , For the Pantry , For Baking & Cooking
199,074787,Mee Krob Snackers,/content/dam/trjo/products/m21001/74787.png,/content/dam/trjo/products/m21001/74787.png,3.0,Oz,2.99,2.99,"Backpack Ready, Crack a Beer, Feeling Adventurous, Finger Food","Gluten Free, Vegan","Products > Food > Snacks & Sweets > Chips, Crackers & Crunchy Bites",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Chips, Crackers & Crunchy Bites"
199,075762,Organic Buttery Plant-Based Spread,/content/dam/trjo/products/m20302/75762.png,/content/dam/trjo/products/m20302/75762.png,13.0,Oz,3.99,3.99,"Alfresco Dining, Brunch All Day, Rain or Shine, Rise & Shine, Yes!","Dairy Free, Gluten Free, Kosher, Organic, Vegan",Products > Food > Dairy & Eggs > Butter,Trader Joe's Chico ,199,Products , Food , Dairy & Eggs , Butter
199,074709,Smoky & Hot Chile Powder,/content/dam/trjo/products/m20906/74709.png,/content/dam/trjo/products/m20906/74709.png,2.6,Oz,2.49,2.49,"Feeling Adventurous, Mouth On Fire",Kosher,Products > Food > For the Pantry > Spices,Trader Joe's Chico ,199,Products , Food , For the Pantry , Spices
199,074462,Buttermilk Ranch Dressing,/content/dam/trjo/products/m20405/74462.png,/content/dam/trjo/products/m20405/74462.png,11.0,Fl Oz,3.99,3.99,"Alfresco Dining, Crack a Beer, Family Style, Game Night, Picnic, Pour It On",,"Products > Food > Dips, Sauces & Dressings > Dressing & Seasoning",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings ", Dressing & Seasoning
199,098901,Premium Extra Virgin Olive Oil,/content/dam/trjo/products/m20904/98901.png,/content/dam/trjo/products/m20904/98901.png,32.0,Fl Oz,12.99,12.99,"Alfresco Dining, Pour It On, The ""X"" Factor",,Products > Food > For the Pantry > Oils & Vinegars,Trader Joe's Chico ,199,Products , Food , For the Pantry , Oils & Vinegars
199,093920,Pico de Gallo Salsa Mild,/content/dam/trjo/products/m20403/93920-all.png,/content/dam/trjo/products/m20403/93920-all.png,12.0,Oz,2.99,2.99,"Alfresco Dining, Crack a Beer, Game Night, Picnic",,"Products > Food > Dips, Sauces & Dressings > Salsa & Hot Sauce",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings ", Salsa & Hot Sauce
199,093249,Unbleached Enriched All-Purpose Flour,/content/dam/trjo/products/m20905/93249.png,/content/dam/trjo/products/m20905/93249.png,5.0,Lb,2.99,2.99,Let's Bake!,,Products > Food > For the Pantry > For Baking & Cooking,Trader Joe's Chico ,199,Products , Food , For the Pantry , For Baking & Cooking
199,097621,Raw Milk Cave Aged Le Gruyère,/content/dam/trjo/products/m20203/97621.png,/content/dam/trjo/products/m20203/97621.png,1.0,Lb,16.99,16.99,"Cheese Board, Date Night, Effortless Entertaining, Feeling Fancy",,"Products > Food > Cheese > Wedges, Wheels, Loaves, Logs",Trader Joe's Chico ,199,Products , Food , Cheese ," Wedges, Wheels, Loaves, Logs"
199,055085,Sweet Plantain Chips,/content/dam/trjo/products/m21001/55085.png,/content/dam/trjo/products/m21001/55085.png,5.3,Oz,2.29,2.29,"Alfresco Dining, Crack a Beer, Desk Drawer, Finger Food, Midday Snacks, Picnic",Gluten Free,"Products > Food > Snacks & Sweets > Chips, Crackers & Crunchy Bites",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Chips, Crackers & Crunchy Bites"
199,094583,Organic Blue Corn Tortilla Chips,/content/dam/trjo/products/m21001/94583.png,/content/dam/trjo/products/m21001/94583.png,16.0,Oz,3.99,3.99,"Alfresco Dining, Crack a Beer, Desk Drawer, Effortless Entertaining, Family Style, Finger Food, Game Night, Midday Snacks, Picnic","Gluten Free, Organic, Kosher","Products > Food > Snacks & Sweets > Chips, Crackers & Crunchy Bites",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Chips, Crackers & Crunchy Bites"
199,092752,Crunchy Curls,/content/dam/trjo/products/m21001/92752.png,/content/dam/trjo/products/m21001/92752.png,6.0,Oz,2.99,2.99,"Backpack Ready, Crack a Beer, Desk Drawer, Family Style, Finger Food, Game Night, Midday Snacks",Vegan,"Products > Food > Snacks & Sweets > Chips, Crackers & Crunchy Bites",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Chips, Crackers & Crunchy Bites"
199,055482,Jicama Sticks,/content/dam/trjo/products/m20702/55482.png,/content/dam/trjo/products/m20702/55482.png,9.5,Oz,3.49,3.49,"Alfresco Dining, Backpack Ready, Finger Food, Heat Wave, Picnic",,Products > Food > Fresh Fruits & Veggies > Veggies,Trader Joe's Chico ,199,Products , Food , Fresh Fruits & Veggies , Veggies
199,029911,Roasted Garlic Hummus,/content/dam/trjo/products/m20404/29911.png,/content/dam/trjo/products/m20404/29911.png,8.0,Oz,2.29,2.29,"Brunch All Day, Midday Snacks, Picnic",Kosher,"Products > Food > Dips, Sauces & Dressings > Dip/Spread",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings ", Dip/Spread
199,074747,Flakes & Strawberries Cereal,/content/dam/trjo/products/m20907/74747.png,/content/dam/trjo/products/m20907/74747.png,11.7,Oz,2.99,2.99,"Desk Drawer, Family Style, Rise & Shine",Kosher,Products > Food > For the Pantry > Cereals,Trader Joe's Chico ,199,Products , Food , For the Pantry , Cereals
199,099142,Chicken Tikka Masala,/content/dam/trjo/products/m20602/99142.png,/content/dam/trjo/products/m20602/99142.png,8.5,Oz,4.49,4.49,"Dinner Hack, Rain or Shine",Gluten Free,Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,098741,Soft & Juicy Mango,/content/dam/trjo/products/m21003/98741.png,/content/dam/trjo/products/m21003/98741.png,6.0,Oz,2.29,2.29,"Backpack Ready, Cheese Board, Finger Food, Midday Snacks",,"Products > Food > Snacks & Sweets > Nuts, Dried Fruits, Seeds",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Nuts, Dried Fruits, Seeds"
199,075295,Buffalo Style Chickenless Wings,/content/dam/trjo/products/m20601/75295.png,/content/dam/trjo/products/m20601/75295.png,12.0,Oz,4.69,4.69,"Alfresco Dining, Crack a Beer, Effortless Entertaining, Fry It Up, Game Night, Mouth On Fire",Vegan,Products > Food > From The Freezer > Appetizers,Trader Joe's Chico ,199,Products , Food , From The Freezer , Appetizers
199,073996,Perfectly Pickled Pups,/content/dam/trjo/products/m20601/73996.png,/content/dam/trjo/products/m20601/73996.png,6.3,Oz,4.99,4.99,"Crack a Beer, Cut The Mustard, Effortless Entertaining, Game Night, Midday Snacks",,Products > Food > From The Freezer > Appetizers,Trader Joe's Chico ,199,Products , Food , From The Freezer , Appetizers
199,053441,Organic Creamy Peanut Butter Salted Valencia,/content/dam/trjo/products/m20903/53441.png,/content/dam/trjo/products/m20903/53441.png,16.0,Oz,4.49,4.49,"Alfresco Dining, Backpack Ready, Desk Drawer, Family Style, Picnic","Organic, Kosher",Products > Food > For the Pantry > Nut Butters & Fruit Spreads,Trader Joe's Chico ,199,Products , Food , For the Pantry , Nut Butters & Fruit Spreads
199,087785,Strawberry Preserves made with Fresh Strawberries,/content/dam/trjo/products/m20903/87785.png,/content/dam/trjo/products/m20903/87785.png,17.5,Oz,3.99,3.99,"Alfresco Dining, Cheese Board, Family Style, Picnic",Kosher,Products > Food > For the Pantry > Nut Butters & Fruit Spreads,Trader Joe's Chico ,199,Products , Food , For the Pantry , Nut Butters & Fruit Spreads
199,027677,Aioli Garlic Mustard Sauce,/content/dam/trjo/products/m20405/27677.png,/content/dam/trjo/products/m20405/27677.png,9.0,Oz,2.79,2.79,"Alfresco Dining, Cheese Board, Cut The Mustard, Pour It On",,"Products > Food > Dips, Sauces & Dressings > Dressing & Seasoning",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings ", Dressing & Seasoning
199,055946,"Phalaenopsis Orchid, Assorted Colors",/content/dam/trjo/products/m4/55946.png,/content/dam/trjo/products/m4/55946.png,1.0,Each,0.0,14.99,"Giftable, Treat Yourself",,Products > Flowers & Plants,Trader Joe's Chico ,199,Products , Flowers & Plants,,None
199,086219,"Daffodils, 10 stems",/content/dam/trjo/products/m4/86219.png,/content/dam/trjo/products/m4/86219.png,1.0,Each,1.99,1.99,"Alfresco Dining, Date Night, Effortless Entertaining, Treat Yourself",,Products > Flowers & Plants,Trader Joe's Chico ,199,Products , Flowers & Plants,,None
199,030416,Organic Free Range Chicken Broth,/content/dam/trjo/products/m20908/30416.png,/content/dam/trjo/products/m20908/30416.png,32.0,Fl Oz,1.99,1.99,"Chance of Rain, Cold Front, Dinner Hack, Rain or Shine, Yes!","Gluten Free, Organic","Products > Food > For the Pantry > Soup, Chili & Meals",Trader Joe's Chico ,199,Products , Food , For the Pantry ," Soup, Chili & Meals"
199,091580,Green Tea Blueberry & Pomegranate Unsweetened Beverage,/content/dam/trjo/products/m301/91580.png,/content/dam/trjo/products/m301/91580.png,33.8,Fl Oz,1.99,1.99,"Alfresco Dining, Glass Half Full, Heat Wave",,Products > Beverages > Juices & More,Trader Joe's Chico ,199,Products , Beverages , Juices & More,None
199,046769,Green Tea Unsweetened Beverage,/content/dam/trjo/products/m301/46769.png,/content/dam/trjo/products/m301/46769.png,33.8,Fl Oz,1.99,1.99,"Alfresco Dining, Glass Half Full, Heat Wave, Yes!",,Products > Beverages > Juices & More,Trader Joe's Chico ,199,Products , Beverages , Juices & More,None
199,040978,Chocolatey Coated Chocolate Chip Cookie Dunkers,/content/dam/trjo/products/m21002/40978.png,/content/dam/trjo/products/m21002/40978.png,24.0,Oz,6.49,6.49,"Family Style, Finger Food, Game Night, Treat Yourself",Kosher,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,056006,Vegetable Spring Rolls,/content/dam/trjo/products/m20601/56006.png,/content/dam/trjo/products/m20601/56006.png,9.0,Oz,4.49,4.49,"Finger Food, Game Night",Vegan,Products > Food > From The Freezer > Appetizers,Trader Joe's Chico ,199,Products , Food , From The Freezer , Appetizers
199,055571,Chicken Spring Rolls,/content/dam/trjo/products/m20601/55571.png,/content/dam/trjo/products/m20601/55571.png,9.0,Oz,4.49,4.49,"Finger Food, Game Night",,Products > Food > From The Freezer > Appetizers,Trader Joe's Chico ,199,Products , Food , From The Freezer , Appetizers
199,075748,Celebration Cake & Baking Mix,/content/dam/trjo/products/m20905/75748.png,/content/dam/trjo/products/m20905/75748.png,28.22,Oz,4.99,4.99,"Family Style, Gild The Lily, Let's Bake!, Treat Yourself",,Products > Food > For the Pantry > For Baking & Cooking,Trader Joe's Chico ,199,Products , Food , For the Pantry , For Baking & Cooking
199,074744,Cleansing + Conditioning Hair Wash,/content/dam/trjo/products/m502/74744.png,/content/dam/trjo/products/m502/74744.png,8.0,Fl Oz,4.99,4.99,"Giftable, Time-pressed, Treat Yourself",,Products > Everything Else > For the Face & Body,Trader Joe's Chico ,199,Products , Everything Else , For the Face & Body,None
199,093595,Traditional Style Fat Free Refried Beans,/content/dam/trjo/products/m20902/93595.png,/content/dam/trjo/products/m20902/93595.png,16.0,Oz,1.19,1.19,Dinner Hack,"Kosher, Vegan","Products > Food > For the Pantry > Packaged Fish, Meat, Fruit & Veg",Trader Joe's Chico ,199,Products , Food , For the Pantry ," Packaged Fish, Meat, Fruit & Veg"
199,077728,Sliced Sharp Cheddar Cheese,/content/dam/trjo/products/m20201/77728.png,/content/dam/trjo/products/m20201/77728.png,12.0,Oz,4.79,4.79,"Cut The Mustard, Family Style, Put An Egg On It",,"Products > Food > Cheese > Slices, Shreds, Crumbles",Trader Joe's Chico ,199,Products , Food , Cheese ," Slices, Shreds, Crumbles"
199,075005,Riced Hearts of Palm,/content/dam/trjo/products/m20901/75005.png,/content/dam/trjo/products/m20901/75005.png,9.0,Oz,3.49,3.49,"Alfresco Dining, Feeling Adventurous, In Lieu of Pizza, Make It Meatless","Gluten Free, Vegan, Kosher",Products > Food > For the Pantry > Pastas & Grains,Trader Joe's Chico ,199,Products , Food , For the Pantry , Pastas & Grains
199,060932,Organic Mayonnaise,/content/dam/trjo/products/m20401/60932.png,/content/dam/trjo/products/m20401/60932.png,16.0,Fl Oz,3.79,3.79,"Alfresco Dining, Cut The Mustard, Family Style, Picnic","Kosher, Organic","Products > Food > Dips, Sauces & Dressings > Condiments",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings ", Condiments
199,007904,Bruschetta Sauce,/content/dam/trjo/products/m20501/07904.png,/content/dam/trjo/products/m20501/07904.png,14.5,Oz,2.99,2.99,"Alfresco Dining, Brunch All Day, Family Style, Heat Wave, Pair With Wine, Picnic",,"Products > Food > Fresh Prepared Foods > Salads, Soups & Sides",Trader Joe's Chico ,199,Products , Food , Fresh Prepared Foods ," Salads, Soups & Sides"
199,095882,Organic Tri-Color Bell Peppers,/content/dam/trjo/products/m20702/95882.png,/content/dam/trjo/products/m20702/95882.png,20.0,Oz,4.49,4.49,"Cheese Board, Fire Up The Grill, Fry It Up",Organic,Products > Food > Fresh Fruits & Veggies > Veggies,Trader Joe's Chico ,199,Products , Food , Fresh Fruits & Veggies , Veggies
199,052252,Jasmine Rice From Thailand,/content/dam/trjo/products/m20901/52252.png,/content/dam/trjo/products/m20901/52252.png,3.0,Lb,3.29,3.29,"Alfresco Dining, Family Style, Put An Egg On It, Time-pressed",Kosher,Products > Food > For the Pantry > Pastas & Grains,Trader Joe's Chico ,199,Products , Food , For the Pantry , Pastas & Grains
199,001465,"Extra Virgin Olive Oil, Liter",/content/dam/trjo/products/m20904/01465.png,/content/dam/trjo/products/m20904/01465.png,33.8,Fl Oz,11.99,11.99,"Fry It Up, Pour It On, Yes!",Kosher,Products > Food > For the Pantry > Oils & Vinegars,Trader Joe's Chico ,199,Products , Food , For the Pantry , Oils & Vinegars
199,075059,Slightly Coated Dark Chocolate Almonds,/content/dam/trjo/products/m21002/75059.png,/content/dam/trjo/products/m21002/75059.png,10.0,Oz,4.99,4.99,"Backpack Ready, Cheese Board, Desk Drawer, Midday Snacks, Treat Yourself",Kosher,Products > Food > Snacks & Sweets > Candies & Cookies,Trader Joe's Chico ,199,Products , Food , Snacks & Sweets , Candies & Cookies
199,068834,Roasted Garlic & Pesto Pizza with Deep Fried Crust,/content/dam/trjo/products/m20602/68834.png,/content/dam/trjo/products/m20602/68834.png,14.1,Oz,5.99,5.99,"Alfresco Dining, Crack a Beer, Dinner Hack, Family Style, Stuff of Dreams",,Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,075600,Calabrian Chili Spicy Pasta Sauce,/content/dam/trjo/products/m20402/75600.png,/content/dam/trjo/products/m20402/75600.png,18.34,Oz,4.99,4.99,"Alfresco Dining, Dinner Hack, Mouth On Fire, Pair With Wine",,"Products > Food > Dips, Sauces & Dressings > BBQ, Pasta, Simmer",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings "," BBQ, Pasta, Simmer"
199,074871,Vin De Bordeaux B by Fonbadet Bordeaux 2019,/content/dam/trjo/products/m306/wine/74871.png,/content/dam/trjo/products/m306/wine/74871.png,750.0,mL,7.99,7.99,"Bibulous, Cheese Board, Date Night, Glass Half Full",,"Products > Beverages > Wine, Beer & Liquor",Trader Joe's Chico ,199,Products , Beverages ," Wine, Beer & Liquor",None
199,056332,Joe Medium Roast Ground Coffee,/content/dam/trjo/products/m304/56332.png,/content/dam/trjo/products/m304/56332.png,14.0,Oz,4.99,4.99,"Brunch All Day, Glass Half Full, Rise & Shine",Kosher,Products > Beverages > Coffee & Tea,Trader Joe's Chico ,199,Products , Beverages , Coffee & Tea,None
199,074457,Fair Trade Organic Sumatra Coffee,/content/dam/trjo/products/m304/74457.png,/content/dam/trjo/products/m304/74457.png,13.0,Oz,8.99,8.99,"Brunch All Day, Glass Half Full, Rise & Shine","Fair Trade, Organic, Kosher",Products > Beverages > Coffee & Tea,Trader Joe's Chico ,199,Products , Beverages , Coffee & Tea,None
199,074568,Chhurpi Puffs Dog Treats,/content/dam/trjo/products/m503/74568.png,/content/dam/trjo/products/m503/74568.png,4.0,Oz,3.99,3.99,Giftable,,Products > Everything Else > Pet Stuff,Trader Joe's Chico ,199,Products , Everything Else , Pet Stuff,None
199,075817,Cheddar Jalapeño Pull Apart Bread,/content/dam/trjo/products/m20102/75817.png,/content/dam/trjo/products/m20102/75817.png,12.0,Oz,4.99,4.99,"Alfresco Dining, Cold Front, Crack a Beer, Family Style, Picnic, Rain or Shine",,"Products > Food > Bakery > Loaves, Rolls, Buns",Trader Joe's Chico ,199,Products , Food , Bakery ," Loaves, Rolls, Buns"
199,074768,Elote Chopped Salad Kit,/content/dam/trjo/products/m20501/74768.png,/content/dam/trjo/products/m20501/74768.png,11.94,Oz,3.99,3.99,"Alfresco Dining, Dinner Hack, Heat Wave, Picnic",,"Products > Food > Fresh Prepared Foods > Salads, Soups & Sides",Trader Joe's Chico ,199,Products , Food , Fresh Prepared Foods ," Salads, Soups & Sides"
199,052105,Cruciferous Crunch Collection,/content/dam/trjo/products/m20702/52105.png,/content/dam/trjo/products/m20702/52105.png,10.0,Oz,0.0,2.49,"Alfresco Dining, Dinner Hack, Heat Wave, Picnic",,Products > Food > Fresh Fruits & Veggies > Veggies,Trader Joe's Chico ,199,Products , Food , Fresh Fruits & Veggies , Veggies
199,091624,Cape Gooseberries,/content/dam/trjo/products/m20701/91624.png,/content/dam/trjo/products/m20701/91624.png,1.0,Each,3.49,3.49,"Alfresco Dining, Cheese Board, Finger Food, Picnic",,Products > Food > Fresh Fruits & Veggies > Fruits,Trader Joe's Chico ,199,Products , Food , Fresh Fruits & Veggies , Fruits
199,021717,Fresh Atlantic Salmon Boneless Skinless Fillet,/content/dam/trjo/products/m20803/21717.png,/content/dam/trjo/products/m20803/21717.png,1.0,Lb,10.99,10.99,"Alfresco Dining, Date Night, Fire Up The Grill, Fry It Up, In Lieu of Pizza",,"Products > Food > Meat, Seafood & Plant-based > Fish & Seafood",Trader Joe's Chico ,199,Products , Food ," Meat, Seafood & Plant-based ", Fish & Seafood
199,094535,Toscano Cheese with Black Pepper,/content/dam/trjo/products/m20203/94535.png,/content/dam/trjo/products/m20203/94535.png,1.0,Lb,10.99,10.99,"Cheese Board, Crack a Beer, Effortless Entertaining, Picnic",,"Products > Food > Cheese > Wedges, Wheels, Loaves, Logs",Trader Joe's Chico ,199,Products , Food , Cheese ," Wedges, Wheels, Loaves, Logs"
199,065583,Organic Garlic Naan Crackers,/content/dam/trjo/products/m21001/65583.png,/content/dam/trjo/products/m21001/65583.png,10.0,Oz,3.49,3.49,"Cheese Board, Desk Drawer, Finger Food, Midday Snacks","Kosher, Organic","Products > Food > Snacks & Sweets > Chips, Crackers & Crunchy Bites",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Chips, Crackers & Crunchy Bites"
199,051753,Organic Dried Mango Unsulfured & Unsweetened,/content/dam/trjo/products/m21003/51753.png,/content/dam/trjo/products/m21003/51753.png,6.0,Oz,4.99,4.99,"Backpack Ready, Cheese Board, Desk Drawer, Midday Snacks","Organic, Kosher","Products > Food > Snacks & Sweets > Nuts, Dried Fruits, Seeds",Trader Joe's Chico ,199,Products , Food , Snacks & Sweets ," Nuts, Dried Fruits, Seeds"
199,066632,Sunflower Seed Spread,/content/dam/trjo/products/m20903/66632.png,/content/dam/trjo/products/m20903/66632.png,16.0,Oz,5.49,5.49,"Backpack Ready, Brunch All Day, Picnic, Rise & Shine",Kosher,Products > Food > For the Pantry > Nut Butters & Fruit Spreads,Trader Joe's Chico ,199,Products , Food , For the Pantry , Nut Butters & Fruit Spreads
199,097706,Kung Pao Chicken,/content/dam/trjo/products/m20602/97706.png,/content/dam/trjo/products/m20602/97706.png,23.0,Oz,5.99,5.99,"Dinner Hack, In Lieu of Pizza",,Products > Food > From The Freezer > Entrées & Sides,Trader Joe's Chico ,199,Products , Food , From The Freezer , Entrées & Sides
199,075289,Salmon Rub Seasoning Blend,/content/dam/trjo/products/m20906/75289.png,/content/dam/trjo/products/m20906/75289.png,2.6,Oz,2.69,2.69,"Alfresco Dining, Dinner Hack, Fire Up The Grill, In Lieu of Pizza",Kosher,Products > Food > For the Pantry > Spices,Trader Joe's Chico ,199,Products , Food , For the Pantry , Spices
199,050920,Traditional Whole Milk Ricotta Cheese,/content/dam/trjo/products/m20204/50920.png,/content/dam/trjo/products/m20204/50920.png,16.0,Oz,3.99,3.99,"Family Style, Stuff of Dreams",Kosher,Products > Food > Cheese > Cream and Creamy Cheeses,Trader Joe's Chico ,199,Products , Food , Cheese , Cream and Creamy Cheeses
199,091708,Uncured Turkey Bacon,/content/dam/trjo/products/m20802/91708.png,/content/dam/trjo/products/m20802/91708.png,8.0,Oz,3.99,3.99,"Brunch All Day, Fry It Up, Rise & Shine",,"Products > Food > Meat, Seafood & Plant-based > Chicken & Turkey",Trader Joe's Chico ,199,Products , Food ," Meat, Seafood & Plant-based ", Chicken & Turkey
199,097761,Shade Grown Espresso Blend,/content/dam/trjo/products/m304/97761.png,/content/dam/trjo/products/m304/97761.png,14.0,Oz,8.99,8.99,"Alfresco Dining, Rise & Shine",,Products > Beverages > Coffee & Tea,Trader Joe's Chico ,199,Products , Beverages , Coffee & Tea,None
199,073090,Pappardelle Pasta,/content/dam/trjo/products/m20901/73090.png,/content/dam/trjo/products/m20901/73090.png,8.0,Oz,2.49,2.49,"Alfresco Dining, Feeling Fancy, Pair With Wine",Kosher,Products > Food > For the Pantry > Pastas & Grains,Trader Joe's Chico ,199,Products , Food , For the Pantry , Pastas & Grains
199,054241,Organic Riced Cauliflower,/content/dam/trjo/products/m20603/54241.png,/content/dam/trjo/products/m20603/54241.png,12.0,Oz,1.99,1.99,"Alfresco Dining, Dinner Hack, Make It Meatless, Time-pressed",Organic,Products > Food > From The Freezer > Fruit & Vegetables,Trader Joe's Chico ,199,Products , Food , From The Freezer , Fruit & Vegetables
199,056417,Unsweetened Organic Açaí  Puree Packets,/content/dam/trjo/products/m20603/56417.png,/content/dam/trjo/products/m20603/56417.png,14.0,Oz,3.99,3.99,"Alfresco Dining, Heat Wave, Rise & Shine, The ""X"" Factor","Organic, Kosher",Products > Food > From The Freezer > Fruit & Vegetables,Trader Joe's Chico ,199,Products , Food , From The Freezer , Fruit & Vegetables
199,054173,Garlic Spread Dip,/content/dam/trjo/products/m20404/54173.png,/content/dam/trjo/products/m20404/54173.png,8.0,Oz,3.69,3.69,"Alfresco Dining, Cheese Board, Gild The Lily, Pair With Wine",Vegan,"Products > Food > Dips, Sauces & Dressings > Dip/Spread",Trader Joe's Chico ,199,Products , Food ," Dips, Sauces & Dressings ", Dip/Spread
