oshpd_id,FAC_NO,FAC_NAME,FAC_STR_ADDR,FAC_CITY,FAC_ZIP,FAC_OPERATED_THIS_YR,FAC_OP_PER_BEGIN_DT,FAC_OP_PER_END_DT,FAC_PAR_CORP_NAME,LICENSE_NO,LICENSE_EFF_DATE,LICENSE_EXP_DATE,LICENSE_STATUS,FACILITY_LEVEL,TRAUMA_CTR,TEACH_HOSP,TEACH_RURAL,LONGITUDE,LATITUDE,ASSEMBLY_DIST,SENATE_DIST,CONGRESS_DIST,CENS_TRACT,MED_SVC_STUDY_AREA,LA_COUNTY_SVC_PLAN_AREA,HEALTH_SVC_AREA,COUNTY,LIC_CAT,LICEE_TOC,PRIN_SERVICE_TYPE,MED_SURG_LIC_BEDS,PERINATAL_LIC_BEDS,PED_LIC_BEDS,IC_LIC_BEDS,CORONARY_CARE_LIC_BEDS,RESP_CARE_LIC_BEDS,BURN_LIC_BEDS,IC_NEWBORN_LIC_BEDS,REHAB_CTR_LIC_BEDS,GAC_SUBTOT_LIC_BEDS,CHEMDEP_RECOVERY_LIC_BEDS,PSYCH_LIC_BEDS,SN_LIC_BEDS,INTERC_LIC_BEDS,IC_DEV_DIS_LIC_BEDS,TOT_LIC_BEDS,GAC_CDRS_LIC_BEDS,ACUTE_PSYCH_LIC_BEDS,NEWBORN_NURSERY_BASSINETS,GEN_ACUTE_CARE_SN_SWING_BEDS,PSYCH_PATS_LOCKED_ON_1231,PSYCH_PATS_OPEN_ON_1231,PSYCH_PATS_TOT_BY_UNIT_ON_1231,PSYCH_PATS_0_TO_17_ON_1231,PSYCH_PATS_18_TO_64_ON_1231,PSYCH_PATS_65_AND_UP_ON_1231,PSYCH_PATS_TOT_BY_AGE_ON_1231,PSYCH_PATS_MED_TRAD_ON_1231,PSYCH_PATS_MED_MC_ON_1231,PSYCH_PATS_MED_CAL_TRAD_ON_1231,PSYCH_PATS_MED_CAL_MC_ON_1231,PSYCH_PATS_COUNTY_INDIGENT_PROG,PSYCH_PATS_3RD_PARTIES_TRAD,PSYCH_PATS_3RD_PARTIES_MC,PSYCH_PATS_SHORT_DOYLE,PSYCH_PATS_OTHER_INDIGENT,PSYCH_PATS_OTHER_PAYERS,PSYCH_PATS_TOT_BY_PAYOR,SHORT_DOYLE_SVCS_OFFERED,INPATIENT_HOSPICE_PROG_OFFERED,BED_CLASS_GEN_ACUTE_CARE_SERVICE,BED_CLASS_SN_HOSPICE_SERVICE,BED_CLASS_IC_HOSPICE_SERVICE,IP_PAL_CARE_PROG_OFFERED,OP_PAL_CARE_SERV_OFFERED,MED_SURG_LIC_BED_DAYS,PERINATAL_LIC_BED_DAYS,PED_LIC_BED_DAYS,IC_LIC_BED_DAYS,CORONARY_CARE_LIC_BED_DAYS,RESP_CARE_LIC_BED_DAYS,BURN_LIC_BED_DAYS,IC_NEWBORN_LIC_BED_DAYS,REHAB_CTR_LIC_BED_DAYS,GAC_SUBTOT_LIC_BED_DAYS,CHEMDEP_RECOVERY_LIC_BED_DAYS,PSYCH_LIC_BED_DAYS,SN_LIC_BED_DAYS,INTERC_LIC_BED_DAYS,IC_DEV_DIS_LIC_BED_DAYS,TOT_LIC_BED_DAYS,MED_SURG_DISCHARGES,PERINATAL_DISCHARGES,PED_DISCHARGES,IC_DISCHARGES,CORONARY_CARE_DISCHARGES,RESP_CARE_DISCHARGES,BURN_DISCHARGES,IC_NEWBORN_DISCHARGES,REHAB_CTR_DISCHARGES,GAC_SUBTOT_DISCHARGES,CHEMDEP_RECOVERY_DISCHARGES,PSYCH_DISCHARGES,SN_DISCHARGES,INTERC_DISCHARGES,IC_DEV_DIS_DISCHARGES,TOT_DISCHARGES,GAC_CDRS_DISCHARGES,ACUTE_PSYCH_DISCHARGES,NEWBORN_NURSERY_INFANTS,IC_INTRA_TRANSFERS,CORONARY_CARE_INTRA_TRANSFERS,RESP_CARE_INTRA_TRANSFERS,BURN_INTRA_TRANSFERS,IC_NEWBORN_INTRA_TRANSFERS,SN_INTRA_TRANSFERS,MED_SURG_CEN_DAYS,PERINATAL_CEN_DAYS,PED_CEN_DAYS,IC_CEN_DAYS,CORONARY_CARE_CEN_DAYS,RESP_CARE_CEN_DAYS,BURN_CEN_DAYS,IC_NEWBORN_CEN_DAYS,REHAB_CTR_CEN_DAYS,GAC_SUBTOT_CEN_DAYS,CHEMDEP_RECOV_CEN_DAYS,PSYCH_CEN_DAYS,SN_CEN_DAYS,INTERC_CEN_DAYS,IC_DEV_DIS_CEN_DAYS,TOT_CEN_DAYS,GAC_CDRS_CEN_DAYS,ACUTE_PSYCH_CEN_DAYS,NEWBORN_NURSERY_CEN_DAYS,MED_SURG_ALOS_CY,PERINATAL_ALOS_CY,PED_ALOS_CY,IC_ALOS_CY,CORONARY_CARE_ALOS_CY,RESP_CARE_ALOS_CY,BURN_ALOS_CY,IC_NEWBORN_ALOS_CY,REHAB_CTR_ALOS_CY,GAC_SUBTOT_ALOS_CY,CHEMDEP_RECOV_ALOS_CY,PSYCH_ALOS_CY,SN_ALOS_CY,INTERC_ALOS_CY,IC_DEV_DIS_ALOS_CY,TOT_ALOS_CY,GAC_CDRS_ALOS_CY,ACUTE_PSYCH_CDRS_ALOS_CY,MED_SURG_ALOS_PY,PERINATAL_ALOS_PY,PED_ALOS_PY,IC_ALOS_PY,CORONARY_CARE_ALOS_PY,RESP_CARE_ALOS_PY,BURN_ALOS_PY,IC_NEWBORN_ALOS_PY,REHAB_CTR_ALOS_PY,GAC_SUBTOT_ALOS_PY,CHEMDEP_RECOV_ALOS_PY,PSYCH_ALOS_PY,SN_ALOS_PY,INTERC_ALOS_PY,IC_DEV_DIS_ALOS_PY,TOT_ALOS_PY,GAC_CDRS_ALOS_PY,ACUTE_PSYCH_CDRS_ALOS_PY,EMSA_TRAUMA_DESIGNATION,LIC_ED_LEV_BEGIN,EMS_VISITS_NON_URGENT_TOT,EMS_VISITS_URGENT_TOT,EMS_VISITS_MODERATE_TOT,EMS_VISITS_SEVERE_TOT,EMS_VISITS_CRITICAL_TOT,EMS_VISITS_TOT,ED_STATIONS_ON_1231,NON_EMER_VISITS_IN_ED,LWOBS,ED_AMBULANCE_DIV_HOURS,ED_HR_DIV_JAN,ED_HR_DIV_FEB,ED_HR_DIV_MAR,ED_HR_DIV_APR,ED_HR_DIV_MAY,ED_HR_DIV_JUN,ED_HR_DIV_JUL,ED_HR_DIV_AUG,ED_HR_DIV_SEP,ED_HR_DIV_OCT,ED_HR_DIV_NOV,ED_HR_DIV_DEC,ED_HR_DIV_TOT,EMSA_TRAUMA_DESIGNATION_PED,LIC_ED_LEV_END,EMS_VISITS_NON_URGENT_ADMITTED,EMS_VISITS_URGENT_ADMITTED,EMS_VISITS_MODERATE_ADMITTED,EMS_VISITS_SEVERE_ADMITTED,EMS_VISITS_CRITICAL_ADMITTED,ADMITTED_FROM_ED_TOT,ER_TRAFFIC_TOT,INPATIENT_SURG_OPER,OUTPATIENT_SURG_OPER,INPAT_OPER_RM,OUTPAT_OPER_RM,INPAT_OUTPAT_OPER_RM,OPER_RM_TOT,OFFER_AMBULATORY_SURG_PROG,LIVE_BIRTHS_TOT,LIVE_BIRTHS_LT_2500GM,LIVE_BIRTHS_LT_1500GM,OFFER_ALTERNATE_BIRTH_PROG,LIVE_BIRTHS_IN_ALT_SETTING,LIVE_BIRTHS_C_SECTION,LIC_CARDIOLOGY_CARDIO_SURG_SVCS,CARDIO_OPER_RM,CARDIO_SURG_OPER_PED_BYPASS_USED,CARDIO_SURG_OPER_ADLT_BYPASSUSED,CARDIO_SURG_OPER_BYPASS_USED_TOT,CABG_SURG,CARD_CATH_LAB_RM,CARD_CATH_PED_IP_DIAG_VST,CARD_CATH_PED_OP_DIAG_VST,CARD_CATH_ADLT_IP_DIAG_VISITS,CARD_CATH_ADLT_OP_DIAG_VISITS,CARD_CATH_DIAG_VISITS_TOT,DIAG_CARD_CATH_PROC,MYOCARDIAL_BIOPSY,PERM_PACEMAKER_IMPLANT,OTH_PERM_PACEMAKER_PROC,IMPLANABLE_CARDIO_DEFIB_IMPLANT,OTH_PROCEDURES,PCI_WITH_STENT,PCI_WO_STENT,ATHERECTOMY,THROMBOLYTIC_AGENTS,PTBV,DIAG_ELECTROPHYSIOLOGY_EP,CATH_ABLATION,PERIPHERAL_VASCULAR_ANGIOGRAPHY,PERIPHERAL_VASCULAR_INTERVENTION,CAROTID_STENTING,INTRA_AORTIC_BALLOON_PUMP_INS,CATH_BASED_VENT_ASSIST_DEV_INS,ALL_OTHER_CATH_PROC,CATH_PROC_TOT,INPATIENT_SURG_OPER_RM_MINS,OUTPATIENT_SURG_OPER_RM_MINS,CARDIO_SURG_OPER_PED_NOBYPASS,CARDIO_SURG_OPER_ADULT_NOBYPASS,CARDIO_SURG_OPER_NOBYPASS_TOT,CARD_CATH_PED_IP_THER_VST,CARD_CATH_PED_OP_THER_VST,CARD_CATH_ADULT_IP_THER_VIS,CARD_CATH_ADULT_OUTPAT_THER_VIS,CARD_CATH_THER_VIS_TOT,INPATIENT_AVG_PER_SURGERY,OUTPATIENT_AVG_PER_SURGERY,FAC_ACQUIRE_EQUIP_OVER_500K,resp_stat,MSSA_DESIGNATION,MSSA_NAME,Include_State_hospital,ALTERNATE_SETTING_LDRP1,ALTERNATE_SETTING_LDR1,ED_AMBULANCE_DIV_HOURS1,bed_size_range,TYPE_CNTRL_R1,EMS_Basic,EMS_Comp,EMS_Standby,EMS_GAC_None,EMSA_ADULT,Level_I_Trauma,Level_II_Trauma,Level_III_Trauma,Level_IV_Trauma,EMSA_PED,Level_I_ped,Level_II_ped,Level_III_ped,Level_IV_ped,EMSA_Trauma,EMSA_EITHER,non_emsa,level_I_visit,level_II_visit,level_III_visit,level_IV_visit,non_emsa_visit,MINOR_TOT,LOWM_TOT,MOD_TOT,SEV_TOT,CRIT_TOT,UNK_ACUITY_NOT_ADM,UNK_ACUITY_ADM,UNKNOWN_SEV
106374024,106374024,AURORA SAN DIEGO,11878 AVENUE OF INDUSTRY,SAN DIEGO,92128,Yes,01/01/2018,12/31/2018,"Signature Healthcare Services, LLC",080000310,11/19/2018,04/22/2019,Open,Parent Facility,,No,No,-117.07551,32.99067,District 77,District 38,District 52,06073017056,161q,,14 - San Diego/Imperial,San Diego,Acute Psychiatric Hospital,Investor - Limited Liability Company,Psychiatric,0,0,0,0,0,0,0,0,0,,0,80,0,0,0,80,0,10,,,15,45,60,8,46,6,60,11,2,0,0,0,0,47,0,0,0,60,Yes,,,,,,No,0,0,0,0,0,0,0,0,0,,0,29200,0,0,0,29200,,,,,,,,,,,,2525,,,,2525,,540,,,,,,,,,,,,,,,,,,,27046,,,,27046,,9252,,,,,,,,,,,,,10.7,,,,10.7,,17.1,0,0,0,0,0,0,0,0,0,0,0,8.9,0,0,0,8.9,0,10.8,,,0,0,0,0,0,0,,,,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respondent,Urban,POWAY CENTRAL/POWAY GROVE/RANCHO BERNARDO SOUTHWEST/SABRE SPRINGS,No,,,,50 - 99,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106374049,106374049,SHARP MCDONALD CENTER,7989 LINDA VISTA ROAD,SAN DIEGO,92111,Yes,01/01/2018,12/31/2018,Sharp HealthCare,080000319,02/01/2018,01/31/2019,Open,Parent Facility,,No,No,-117.15436,32.80702,District 77,District 39,District 53,06073008701,161b,,14 - San Diego/Imperial,San Diego,Chemical Dep. Recovery Hospital,Non-Profit Corporation (including church-related),Chemical Dependency (Alcohol / Drug),0,0,0,0,0,0,0,0,0,,16,0,0,0,0,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,No,0,0,0,0,0,0,0,0,0,,5840,0,0,0,0,5840,,,,,,,,,,,339,,,,,339,,,,,,,,,,,,,,,,,,,,4554,,,,,4554,,,,,,,,,,,,,,13.4,,,,,13.4,,,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,0,15.7,0,0,,,0,0,0,0,0,0,,,,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respondent,Urban,BAY PARK/FIVE POINTS/HILLCREST NORTHWEST/MISSION HILLS/MISSION VALLEY/MORENA/NORMAL HEIGHTS/OLD TOWN,No,,,,1 - 49,Non-Profit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106374055,106374055,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,3853 ROSECRANS STREET,SAN DIEGO,92110,Yes,01/01/2018,12/31/2018,San Diego County,090000092,03/30/2018,03/29/2019,Open,Parent Facility,,No,No,-117.20257,32.75376,District 78,District 39,District 53,06073006500,161b,,14 - San Diego/Imperial,San Diego,Acute Psychiatric Hospital,City or County,Psychiatric,0,0,0,0,0,0,0,0,0,,0,109,192,0,0,301,,,0,,54,0,54,0,50,4,54,,,,,54,,,,,,54,Yes,,,,,,No,0,0,0,0,0,0,0,0,0,,0,39785,70080,0,0,109865,0,0,0,0,0,0,0,0,0,,0,1575,39,0,0,1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,15878,69806,0,0,85684,0,0,0,,,,,,,,,,,,10.1,1789.9,,,53.1,,,0,0,0,0,0,0,0,0,0,0,0,8,2787.6,0,0,55.6,0,0,,,0,0,0,0,0,0,0,0,0,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,Respondent,Urban,BAY PARK/FIVE POINTS/HILLCREST NORTHWEST/MISSION HILLS/MISSION VALLEY/MORENA/NORMAL HEIGHTS/OLD TOWN,No,,,,300 - 499,City or County,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106374063,106374063,ALVARADO HOSPITAL MEDICAL CENTER,6645 ALVARADO ROAD,SAN DIEGO,92120,,,,,,,,,,,No,No,,,District 79,District 39,District 53,,161e,,14 - San Diego/Imperial,San Diego,General Acute Care Hospital,,,0,0,0,0,0,0,0,0,50,50,0,30,0,0,0,80,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Non-Respondent,Urban,COLLEGE HEIGHTS/HILLCREST SOUTHEAST/KENSINGTON/ROLANDO NORTH/UNIVERSITY HEIGHTS,No,,,,50 - 99,Not Available,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106374094,106374094,VIBRA HOSPITAL OF SAN DIEGO,555 WASHINGTON STREET,SAN DIEGO,92103,Yes,01/01/2018,12/31/2018,"Vibra Healthcare, LLC",090000404,11/01/2018,10/31/2019,Open,Parent Facility,,No,No,-117.16001,32.74986,District 78,District 39,District 53,06073000400,161b,,14 - San Diego/Imperial,San Diego,General Acute Care Hospital,Investor - Limited Liability Company,General Medical / Surgical,104,0,0,6,0,0,0,0,0,110,0,0,0,0,0,110,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,37960,0,0,2190,0,0,0,0,0,40150,0,0,0,0,0,40150,534,,,,,,,,,534,,,,,,534,,,,118,,,,,,20562,,,1770,,,,,,22332,,,,,,22332,,,,38.5,,,15,,,,,,41.8,,,,,,41.8,,,29.5,0,0,16.6,0,0,0,0,0,31.9,0,0,0,0,0,31.9,0,0,,,0,0,0,0,0,0,,,,No,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Respondent,Urban,BAY PARK/FIVE POINTS/HILLCREST NORTHWEST/MISSION HILLS/MISSION VALLEY/MORENA/NORMAL HEIGHTS/OLD TOWN,No,,,,100 - 149,Investor,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106374141,106374141,UCSD HEALTH LA JOLLA - JACOBS MEDICAL CENTER & SULPIZIO CARDIO CENTER,9300 CAMPUS POINT DRIVE,LA JOLLA,92037,Yes,01/01/2018,12/31/2018,The Regents of the University of California,090000101,12/10/2018,06/11/2019,Open,Consolidated Facility,,No,No,-117.22331,32.87799,District 78,District 39,District 52,06073008305,161r,,14 - San Diego/Imperial,San Diego,General Acute Care Hospital,University of California,General Medical / Surgical,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,4,0,,,,,,,,,,,,,,,,,,,,Yes,X,,,Yes,Yes,93805,17885,0,17520,4380,0,0,18980,0,152570,0,0,0,0,0,152570,13834,3437,,911,661,,,545,,19388,,,,,,19388,,,2436,1828,1596,,,197,,87292,10018,,11039,8211,,,11522,,128082,,,,,,128082,,,5129,6.3,2.9,,4,3.6,,,15.5,,6.6,,,,,,6.6,,,6,2.8,0,5,3.6,0,0,16.3,0,6.4,0,0,0,0,0,6.4,0,0,,Basic,215,3602,16207,1481,9,21514,42,0,905,Yes,18,36,16,16,65,51,54,55,48,66,29,36,490,,Basic,4,67,5600,2412,46,8129,29643,7342,4658,0,0,21,21,Yes,2845,321,80,Yes,271,929,Cardiovascular Surgery Services,11,0,547,547,230,7,3,4,1595,1950,3552,4563,368,189,110,121,109,614,64,50,,12,21,415,314,90,5,82,27,1105,8259,1780053,504935,0,832,832,0,0,939,149,1088,242.4,108.4,Yes,Respondent,Urban,CROWN POINT/DEL MAR/LA JOLLA/PACIFIC BEACH,No,1,,1,,University,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29643,219,3669,21807,3893,55,0,0,0
106374382,106374382,PALOMAR MEDICAL CENTER,2185 W. CITRACADO PARKWAY,ESCONDIDO,92029,Yes,01/01/2018,12/31/2018,Palomar Health,080000083,11/21/2018,02/18/2019,Open,Consolidated Facility,Level II,No,No,-117.11961,33.12158,District 75,District 38,District 50,06073020307,156e,,14 - San Diego/Imperial,San Diego,General Acute Care Hospital,District,General Medical / Surgical,204,34,0,24,24,0,0,0,0,286,0,0,0,0,0,286,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,Yes,No,74460,12410,0,8760,8760,0,0,0,0,104390,0,0,0,0,0,104390,18240,4086,,363,362,,,,,23051,,,,,,23051,0,0,4086,364,363,,,,,60889,7456,,4841,4841,,,,,78027,,,,,,78027,0,0,7456,3.3,1.8,,6.7,6.7,,,,,3.4,,,,,,3.4,0,0,3.4,1.2,0,13.1,13.1,0,0,0,0,3.2,0,0,0,0,0,3.2,0,0,Level II,Basic,2799,3909,24624,34791,19017,85140,68,25412,1668,No,0,0,0,0,0,0,0,0,0,0,0,0,,,Basic,205,1,18,187,13979,14390,99530,6472,3716,0,0,12,12,Yes,3151,132,13,,0,830,Cardiovascular Surgery Services,2,0,71,71,92,4,0,0,1554,595,2149,1556,0,313,62,81,21,521,125,6,0,1,128,103,618,422,12,36,17,313,4335,840419,362700,0,64,64,0,0,757,805,1562,129.9,97.6,Yes,Respondent,Urban,ESCONDIDO CENTRAL AND SOUTH/SAN MARCOS CENTRAL AND EAST,No,,,,200 - 299,District,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,99530,0,0,0,3004,3910,24642,34978,32996,0,0,0
106374465,106374465,KAISER FOUNDATION HOSPITAL - SAN DIEGO - CLAIREMONT MESA,9455 CLAIREMONT MESA BLVD,SAN DIEGO,92123,Yes,01/01/2018,12/31/2018,Kaiser Foundation Hosptial,080000062,11/30/2018,01/24/2019,Open,Consolidated Facility,,No,No,-117.12581,32.83154,District 77,District 39,District 52,06073008511,161o,,14 - San Diego/Imperial,San Diego,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,120,60,24,20,0,0,0,29,0,253,0,0,0,0,0,253,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,,Yes,X,,,Yes,Yes,43800,21900,8760,7300,0,0,0,10585,0,92345,0,0,0,0,0,92345,8692,5216,689,345,,,,390,,15332,,,,,,15332,0,0,4533,967,,,,202,,34177,13799,2427,4194,,,,7353,,61950,,,,,,61950,0,0,8726,3.9,2.6,3.5,3.2,,,,12.4,,4,,,,,,4,,,4.1,2.7,3.2,2.8,0,0,0,14.4,0,4.2,0,0,0,0,0,4.2,0,0,,Basic,1990,2612,36845,7733,1498,50678,39,0,1084,No,0,0,0,0,0,0,0,0,0,0,0,0,,,Basic,41,0,2209,2218,2011,6479,57157,4820,22858,0,14,13,27,Yes,4913,389,53,,,1416,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665364,1644782,,,,,,,,,138,72,,Respondent,Urban,ALLIED GARDENS/DEL CERRO/GRANTVILLE/MIRAMAR/TIERRASANTA,No,,,,200 - 299,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,57157,2031,2612,39054,9951,3509,0,0,0
106380777,106380777,CALIFORNIA PACIFIC MED CTR-CALIFORNIA WEST,3700 CALIFORNIA STREET,SAN FRANCISCO,94118,Yes,01/01/2018,12/31/2018,Sutter Health,220000197,01/30/2018,01/29/2019,Open,Consolidated Facility,,No,No,-122.45599,37.78611,District 19,District 11,District 12,06075013300,162b,,04 - West Bay,San Francisco,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,149,77,29,8,0,0,0,36,0,299,0,0,0,0,0,299,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,54385,28105,10585,2920,0,0,0,13140,0,109135,0,0,0,0,0,109135,527,4366,710,278,,,,513,,6394,,,,,,6394,,,3415,220,,,,207,,1066,14579,1604,985,,,,8202,,26436,,,,,,26436,,,8847,2,3.3,2.3,2,,,,11.4,,4.1,,,,,,4.1,,,2.1,3.2,2.3,2.4,0,0,0,13.2,0,4.1,0,0,0,0,0,4.1,0,0,,Basic,37,1176,4774,1777,297,8061,6,0,45,No,,,,,,,,,,,,,,,Basic,0,1,2,197,385,585,8646,2082,6184,,,13,13,Yes,3917,272,38,,,1310,Cardiovascular Surgery Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207823,505631,,,,,,,,,99.8,81.8,Yes,Respondent,Urban,COW HOLLOW/FINANCIAL DISTRICT/MARINA/NOB HILL/PACIFIC HEIGHTS/RUSSIAN HILL/SEACLIFF,No,,,,200 - 299,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8646,37,1177,4776,1974,682,0,0,0
106380842,106380842,JEWISH HOME,302 SILVER AVENUE,SAN FRANCISCO,94112-1596,Yes,01/01/2018,12/31/2018,,220000224,05/01/2018,04/30/2019,Open,Parent Facility,,No,No,-122.43168,37.72884,District 19,District 11,District 14,06075025500,162c,,04 - West Bay,San Francisco,Acute Psychiatric Hospital,Non-Profit Corporation (including church-related),Psychiatric,0,0,0,0,0,0,0,0,0,,0,13,378,0,0,391,0,0,0,,11,0,11,0,1,10,11,8,3,,,,,,,,,11,,,,,,,No,0,0,0,0,0,0,0,0,0,,0,4745,137970,0,0,142715,0,0,0,0,0,0,0,0,0,,0,171,1463,,,1634,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,,3852,126359,,,130211,0,0,0,,,,,,,,,,,,22.5,86.4,,,79.7,,,0,0,0,0,0,0,0,0,0,0,0,20.3,85.2,0,0,78,0,0,,,0,0,0,0,0,0,0,0,0,No,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,,0,0,,0,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,Respondent,Urban,BERNAL HEIGHTS/MISSION DISTRICT/POTRERO HILL,No,,,,300 - 499,Non-Profit,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
106380857,106380857,KAISER FOUNDATION HOSPITAL - SAN FRANCISCO,2425 GEARY BOULEVARD,SAN FRANCISCO,94115,Yes,01/01/2018,12/31/2018,Kaiser Permanente,220000188,12/01/2018,11/30/2019,Open,Parent Facility,,Yes,No,-122.44289,37.78274,District 19,District 11,District 12,06075015700,162h,,04 - West Bay,San Francisco,General Acute Care Hospital,Non-Profit Corporation (including church-related),General Medical / Surgical,150,25,10,32,0,0,0,22,0,239,0,0,0,0,0,239,0,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,No,54750,9125,3650,11680,0,0,0,8030,0,87235,0,0,0,0,0,87235,7646,3178,182,506,,,,214,,11726,,,,,,11726,,,2776,2591,,,,155,,34152,9125,475,6727,,,,4661,,55140,,,,,,55140,,,5772,4.5,2.9,2.6,2.2,,,,12.6,,4.7,,,,,,4.7,,,4.5,2.9,2.8,2.2,0,0,0,12.5,0,4.7,0,0,0,0,0,4.7,0,0,,Basic,3443,10070,9370,10635,1718,35236,24,,182,Yes,4,12,19,10,5,8,8,9,17,33,11,19,155,,Basic,5,18,215,1720,2662,4620,39856,3496,7123,0,0,12,12,,2968,271,39,,0,872,Cardiovascular Surgery Services,3,,275,275,445,4,,,413,226,639,2850,15,128,56,32,24,1100,156,86,2,43,0,0,389,2,0,71,0,546,5500,708268,791105,,120,120,,,1386,1141,2527,202.6,111.1,,Respondent,Urban,LAUREL HEIGHTS/OCEAN BEACH NORTH/RICHMOND/SUTRO HEIGHTS,No,,,1,200 - 299,Non-Profit,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,39856,3448,10088,9585,12355,4380,0,0,0
