notice_date,effective_date,received_date,company,city,employees,layoff_closure
04/12/2018,03/20/2018,04/16/2018,"Molina Healthcare, Inc.",Sacramento,Sacramento,4,Layoff Permanent
04/12/2018,07/14/2018,04/17/2018,"C and D Zodiac, Inc.",Garden Grove,Orange County,12,Closure Permanent
04/13/2018,06/15/2018,04/17/2018,"Nestle USA, Inc.",Glendale,Los Angeles,52,Closure Permanent
04/13/2018,06/15/2018,04/17/2018,"Nestle USA, Inc.",Oakland,Alameda County,2,Layoff Permanent
04/16/2018,06/15/2018,04/17/2018,"Roth Staffing Companies, L.P., dba Ultimate",Irvine,Orange County,128,Layoff Permanent
04/13/2018,06/17/2018,04/18/2018,"Rainforest Cafe, Inc.",Anaheim,Orange County,356,Closure Permanent
04/12/2018,07/08/2018,04/19/2018,Sears Holdings Corporation,Citrus Heights,Sacramento,9,Closure Permanent
04/12/2018,07/08/2018,04/19/2018,Sears Holdings Corporation,Citrus Heights,Sacramento,67,Closure Permanent
04/12/2018,07/08/2018,04/19/2018,Sears Holdings Corporation,El Cajon,San Diego County,11,Closure Permanent
04/12/2018,07/08/2018,04/19/2018,Sears Holdings Corporation,El Cajon,San Diego County,104,Closure Permanent
04/12/2018,07/08/2018,04/19/2018,Sears Holdings Corporation,Fairfield,Solano County,9,Closure Permanent
04/12/2018,07/08/2018,04/19/2018,Sears Holdings Corporation,Fairfield,Solano County,80,Closure Permanent
04/12/2018,07/08/2018,04/19/2018,Sears Holdings Corporation,Roseville,Placer County,64,Closure Permanent
04/18/2018,06/19/2018,04/19/2018,Qualcomm Incorporated,San Diego,San Diego County,1231,Layoff Unknown at this time
04/18/2018,06/19/2018,04/19/2018,Qualcomm Incorporated,San Jose,Santa Clara,169,Layoff Unknown at this time
04/18/2018,06/19/2018,04/19/2018,Qualcomm Incorporated,Santa Clara,Santa Clara,100,Layoff Unknown at this time
04/02/2018,04/02/2018,04/23/2018,Curvature,Chino,San Bernardino,26,Layoff Permanent
04/02/2018,04/02/2018,04/23/2018,Curvature,Norwalk,Los Angeles,2,Layoff Permanent
04/02/2018,04/27/2018,04/23/2018,Curvature,Diamond Bar,Los Angeles,1,Layoff Permanent
04/02/2018,04/27/2018,04/23/2018,Curvature,Stockton,San Joaquin,3,Layoff Permanent
04/02/2018,09/01/2018,04/23/2018,Curvature,Duarte,Los Angeles,1,Layoff Permanent
04/02/2018,09/01/2018,04/23/2018,Curvature,Escondido,San Diego County,3,Layoff Permanent
04/02/2018,09/01/2018,04/23/2018,Curvature,Northridge,Los Angeles,1,Layoff Permanent
04/02/2018,09/21/2018,04/23/2018,Curvature,Garden Grove,Orange County,3,Layoff Permanent
10/09/2017,12/11/2017,04/24/2018,Pacific Alliance Medical Center,Los Angeles,Los Angeles,750,Closure Permanent
04/02/2018,04/02/2018,04/24/2018,Curvature,Livermore,Alameda County,20,Layoff Permanent
04/02/2018,04/27/2018,04/24/2018,Curvature,Roseville,Placer County,1,Layoff Permanent
04/02/2018,05/18/2018,04/24/2018,Curvature,Fairfield,Solano County,1,Layoff Permanent
04/02/2018,05/18/2018,04/24/2018,Curvature,Riverside,Riverside County,1,Layoff Permanent
04/02/2018,09/01/2018,04/24/2018,Curvature,Pittsburg,Contra Costa,2,Layoff Permanent
02/05/2018,04/13/2018,04/25/2018,"CKE Restaurant Holdings, Inc.",Anaheim,Orange County,173,Layoff Unknown at this time
04/02/2018,04/27/2018,04/25/2018,Curvature,Fresno,Fresno County,1,Layoff Permanent
04/02/2018,05/18/2018,04/25/2018,Curvature,Sacramento,Sacramento,3,Layoff Permanent
04/02/2018,06/08/2018,04/25/2018,Curvature,Wallace,Calaveras County,1,Layoff Permanent
04/02/2018,09/01/2018,04/25/2018,Curvature,Wheatland,Yuba County,1,Layoff Permanent
04/19/2018,06/29/2018,04/25/2018,Options For Youth Public San Gabriel Charter,Chino,San Bernardino,33,Layoff Unknown at this time
04/19/2018,06/29/2018,04/25/2018,Options For Youth Public San Gabriel Charter,Irwindale,Los Angeles,49,Layoff Unknown at this time
04/19/2018,06/29/2018,04/25/2018,Options For Youth Public San Gabriel Charter,Los Angeles,Los Angeles,19,Layoff Unknown at this time
04/13/2018,06/18/2018,04/26/2018,LuLaRoe,Fontana,San Bernardino,127,Layoff Permanent
04/23/2018,07/01/2018,04/26/2018,"Diversified Silicone Products, Inc.",Santa Fe,Los Angeles,68,Closure Permanent
04/25/2018,06/30/2018,04/27/2018,"SMA Solar Technology America, LLC",Rocklin,Placer County,51,Layoff Permanent
04/12/2018,06/13/2018,05/01/2018,"SYR Service Company, LLC",Montecito,Santa Barbara,161,Layoff Permanent
04/23/2018,05/17/2018,05/01/2018,Charter Communications,Cerritos,Los Angeles,66,Layoff Permanent
04/25/2018,06/22/2018,05/01/2018,Wells Fargo,Rancho,San Bernardino,58,Closure Unknown at this time
04/25/2018,06/25/2018,05/01/2018,"Earl of Sandwich (Anaheim), LLC",Anaheim,Orange County,69,Closure Permanent
04/30/2018,03/18/2019,05/01/2018,"WWF Operating Company, LLC",American,Napa County,72,Closure Permanent
04/18/2018,06/21/2018,05/02/2018,Boyd Coffee Company,Arleta,Los Angeles,2,Closure Permanent
04/18/2018,06/21/2018,05/02/2018,Boyd Coffee Company,Fresno,Fresno County,3,Closure Permanent
04/18/2018,06/21/2018,05/02/2018,Boyd Coffee Company,Hayward,Alameda County,2,Closure Permanent
04/18/2018,06/21/2018,05/02/2018,Boyd Coffee Company,Ontario,San Bernardino,6,Closure Permanent
04/18/2018,06/21/2018,05/02/2018,Boyd Coffee Company,San Diego,San Diego County,1,Closure Permanent
04/18/2018,06/21/2018,05/02/2018,Boyd Coffee Company,Santa Fe,Los Angeles,5,Closure Permanent
04/18/2018,06/21/2018,05/02/2018,Boyd Coffee Company,Santa Maria,Santa Barbara,1,Closure Permanent
04/18/2018,06/21/2018,05/02/2018,Boyd Coffee Company,Turlock,Stanislaus County,1,Closure Permanent
04/18/2018,06/21/2018,05/02/2018,Boyd Coffee Company,Watsonville,Santa Cruz,1,Closure Permanent
04/18/2018,06/21/2018,05/02/2018,Boyd Coffee Company,West,Yolo County,4,Closure Permanent
04/26/2018,06/29/2018,05/03/2018,Frederick K.C. Price III Christian Schools,Los Angeles,Los Angeles,46,Closure Permanent
04/27/2018,04/27/2018,05/03/2018,VSolvit LLC,Ventura,Ventura County,107,Layoff Permanent
04/27/2018,06/29/2018,05/03/2018,AMETEK Inc.,Irvine,Orange County,42,Closure Permanent
04/30/2018,07/02/2018,05/03/2018,"C and D Zodiac, Inc.",Garden Grove,Orange County,13,Layoff Permanent
04/30/2018,07/04/2018,05/03/2018,"Sky Chefs, Inc. d/b/a LSG Sky Chefs",San Jose,Santa Clara,78,Closure Permanent
05/01/2018,06/30/2018,05/03/2018,First Student,Los Angeles,Los Angeles,174,Closure Permanent
05/01/2018,06/30/2018,05/03/2018,First Transit,Santa Maria,Santa Barbara,69,Closure Permanent
05/01/2018,07/01/2018,05/03/2018,Ignyta,San Diego,San Diego County,57,Layoff Permanent
05/01/2018,06/30/2018,05/04/2018,Bechtel Global Corporation,San Francisco,San Francisco,126,Closure Permanent
05/01/2018,07/02/2018,05/04/2018,Saban Brands LLC,Los Angeles,Los Angeles,70,Layoff Permanent
05/01/2018,07/27/2018,05/04/2018,"DENSO Wireless Systems America, Inc.",Vista,San Diego County,160,Closure Permanent
05/01/2018,08/03/2018,05/04/2018,Campari America,San Francisco,San Francisco,95,Closure Permanent
04/27/2018,05/31/2018,05/07/2018,"Sodexo, Inc.",Seaside,Monterey County,163,Closure Permanent
04/30/2018,06/01/2018,05/07/2018,Symantec Corporation,Mountain View,Santa Clara,10,Layoff Permanent
05/03/2018,07/06/2018,05/07/2018,Breitburn Management Company LLC,Los Angeles,Los Angeles,51,Closure Permanent
05/03/2018,07/06/2018,05/07/2018,Grimmway Farms,Bakersfield,Kern County,201,Closure Temporary
04/20/2018,06/17/2018,05/08/2018,"Sodexo, Inc.",Ukiah,Mendocino County,32,Closure Unknown at this time
04/20/2018,06/30/2018,05/08/2018,"Sodexo, Inc.",Saint Helena,Napa County,38,Closure Unknown at this time
04/20/2018,06/30/2018,05/08/2018,"Sodexo, Inc.",Vallejo,Solano County,19,Closure Unknown at this time
04/26/2018,06/25/2018,05/08/2018,Daybreak Game Company,San Diego,San Diego County,79,Layoff Permanent
05/03/2018,09/01/2018,05/09/2018,RR Donnelley,Ontario,San Bernardino,10,Closure Permanent
05/04/2018,07/04/2018,05/10/2018,Spartan Shops Inc.,San Jose,Santa Clara,881,Layoff Permanent
05/04/2018,07/05/2018,05/10/2018,Irvine Management Company,Irvine,Orange County,55,Layoff Permanent
05/07/2018,06/29/2018,05/10/2018,Bank of the West,San Ramon,Contra Costa,35,Layoff Permanent
05/07/2018,07/06/2018,05/10/2018,"SunBridge Paradise Rehabilitation Center,",Paradise,Butte County,78,Layoff Permanent
05/07/2018,08/05/2018,05/11/2018,"Al Jazeera International (USA), LLC",San Francisco,San Francisco,68,Closure Permanent
05/10/2018,07/09/2018,05/11/2018,Molina Healthcare of California,Sacramento,Sacramento,4,Layoff Permanent
05/11/2018,07/15/2018,05/14/2018,Unisys Corporation,Edwards,Kern County,90,Layoff Permanent
05/09/2018,07/10/2018,05/15/2018,"NetApp, Inc.",Sunnyvale,Santa Clara,36,Layoff Permanent
05/11/2018,07/10/2018,05/15/2018,Munchery,Gardena,Los Angeles,82,Closure Permanent
05/11/2018,07/16/2018,05/15/2018,Home Point Financial Corporation,Lake Forest,Orange County,83,Closure Permanent
05/14/2018,06/30/2018,05/15/2018,Intel,Santa Clara,Santa Clara,65,Layoff Permanent
05/07/2018,07/05/2018,05/17/2018,Grass Valley,Grass Valley,Nevada County,13,Closure Permanent
05/16/2018,07/15/2018,05/18/2018,SSB Manufacturing Company,San Leandro,Alameda County,153,Closure Permanent
05/03/2018,06/29/2018,05/21/2018,Symantec Corporation,Mountain View,Santa Clara,4,Layoff Permanent
05/15/2018,07/16/2018,05/21/2018,"Soleil Communications, Inc. and Apollo",San Diego,San Diego County,88,Closure Permanent
05/15/2018,07/18/2018,05/21/2018,Qualcomm Incorporated,San Diego,San Diego County,44,Layoff Unknown at this time
05/17/2018,06/22/2018,05/21/2018,Richstone Family Center,Hawthorne,Los Angeles,58,Layoff Permanent
05/17/2018,07/16/2018,05/21/2018,RR Donnelley,San Diego,San Diego County,49,Closure Permanent
05/11/2018,07/10/2018,05/29/2018,Jasari Investments DBA Manteca Bowl,Manteca,San Joaquin,69,Closure Permanent
05/15/2018,07/16/2018,05/29/2018,"Education Credit Management Corporation,",Santa Ana,Orange County,28,Closure Permanent
05/15/2018,07/16/2018,05/29/2018,Stratoflight Corporation,Santa Ana,Orange County,57,Closure Permanent
05/18/2018,07/19/2018,05/29/2018,"American Career College, Inc - Long Beach",Long Beach,Los Angeles,22,Closure Permanent
05/24/2018,08/06/2018,05/29/2018,Bank of America,Pasadena,Los Angeles,575,Layoff Permanent
03/15/2018,05/14/2018,05/30/2018,"Toys R Us, Inc.",Los Angeles,Los Angeles,72,Closure Permanent
05/07/2018,07/15/2018,05/30/2018,JT3 LLC,Edwards,Kern County,746,Closure Permanent
05/22/2018,07/31/2018,05/30/2018,Crab Cooker Newport Beach,Newport Beach,Orange County,60,Layoff Temporary
05/23/2018,07/27/2018,05/30/2018,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles,52,Layoff Permanent
05/23/2018,07/27/2018,05/30/2018,"RA Center, LLC",San Francisco,San Francisco,140,Closure Permanent
02/06/2018,04/07/2018,05/31/2018,Concentra Inc.,Valencia,Los Angeles,180,Layoff Permanent
05/23/2018,07/27/2018,05/31/2018,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles,25,Layoff Permanent
05/25/2018,07/26/2018,05/31/2018,DynCorp International LLC,Fort Irwin,San Bernardino,27,Layoff Permanent
05/25/2018,07/31/2018,05/31/2018,"IDEX Health & Science, LLC",Carlsbad,San Diego County,58,Closure Permanent
05/25/2018,07/26/2018,06/01/2018,DynCorp International LLC,Fort Irwin,San Bernardino,91,Layoff Permanent
05/31/2018,07/31/2018,06/01/2018,Arconic Fastening Systems,Newbury Park,Ventura County,30,Closure Permanent
05/31/2018,08/01/2018,06/04/2018,"Conifer Revenue Cycle Solutions, LLC",Anaheim,Orange County,68,Closure Permanent
05/31/2018,09/28/2018,06/04/2018,Wells Fargo,San Francisco,San Francisco,96,Closure Unknown at this time
06/01/2018,07/30/2018,06/05/2018,"Motorcar Parts of America, Inc.",Torrance,Los Angeles,21,Layoff Permanent
06/01/2018,08/03/2018,06/05/2018,"Continental Maritime of San Diego, Inc.",San Diego,San Diego County,235,Layoff Permanent
06/01/2018,08/07/2018,06/05/2018,Finance of America Holdings LLC,Roseville,Placer County,43,Layoff Permanent
05/29/2018,07/31/2018,06/06/2018,TsiCorp,El Segundo,Los Angeles,5,Closure Permanent
05/29/2018,07/31/2018,06/06/2018,TsiCorp,Wilmington,Los Angeles,3,Closure Permanent
05/30/2018,05/31/2018,06/06/2018,"Driessen Aircraft Interiors Systems USA, Inc.",Huntington,Orange County,10,Layoff Permanent
06/04/2018,08/03/2018,06/07/2018,U.S. Bank,Irvine,Orange County,60,Closure Permanent
06/05/2018,08/04/2018,06/07/2018,GDIT/CSRA,Moffett Field,Santa Clara,67,Layoff Permanent
05/31/2018,09/02/2018,06/08/2018,"Sears, Roebuck and Co.",City of Industry,Los Angeles,51,Closure Permanent
06/11/2018,08/08/2018,06/11/2018,Impax Laboratories LLC,Hayward,Alameda County,533,Closure Permanent
06/07/2018,06/01/2018,06/12/2018,Cedars-Sinai,Los Angeles,Los Angeles,187,Layoff Permanent
05/10/2018,07/09/2018,06/18/2018,Molina Healthcare of California,Long Beach,Los Angeles,106,Layoff Permanent
05/30/2018,07/16/2018,06/18/2018,"RHI, Inc. dba Robertson Honda",North Hollywood,Los Angeles,119,Closure Unknown at this time
06/11/2018,08/11/2018,06/18/2018,Onestop Internet Inc.,El Segundo,Los Angeles,69,Closure Permanent
06/11/2018,08/11/2018,06/18/2018,Onestop Internet Inc.,Rancho,Los Angeles,56,Closure Permanent
06/12/2018,08/13/2018,06/18/2018,Qualcomm Incorporated,San Diego,San Diego County,17,Layoff Unknown at this time
06/12/2018,08/13/2018,06/18/2018,Qualcomm Incorporated,San Jose,Santa Clara,26,Layoff Unknown at this time
06/12/2018,08/15/2018,06/18/2018,Antelope Valley Hospital,Palmdale,Los Angeles,137,Layoff Permanent
06/13/2018,08/14/2018,06/18/2018,"Land O Lakes, Inc.",Tulare,Tulare County,84,Layoff Unknown at this time
06/14/2018,08/14/2018,06/19/2018,"AT&T Communications, Inc.",Cerritos,Los Angeles,107,Layoff Permanent
06/14/2018,08/14/2018,06/19/2018,Crystal Jade Jiang Nan LLC,San Francisco,San Francisco,77,Closure Permanent
06/15/2018,08/14/2018,06/19/2018,"Tesla, Inc.",Fremont,Alameda County,420,Layoff Permanent
06/15/2018,08/14/2018,06/19/2018,"Tesla, Inc.",Palo Alto,Santa Clara,86,Layoff Permanent
06/14/2018,08/10/2018,06/20/2018,"ECS Refining, Inc.",Stockton,San Joaquin,159,Closure Permanent
06/18/2018,08/17/2018,06/21/2018,Rexam Beverage Can Company,Chatsworth,Los Angeles,107,Closure Permanent
06/19/2018,06/29/2018,06/21/2018,"CH2M HILL Engineers, Inc.",San Jose,Santa Clara,88,Layoff Permanent
04/15/2018,06/15/2018,06/22/2018,NPL,San Diego,San Diego County,1,Closure Unknown at this time
06/21/2018,09/12/2018,06/22/2018,"G2 Secure Staff, LLC",Los Angeles,Los Angeles,219,Layoff Permanent
05/23/2017,07/28/2017,06/25/2018,Warner Music Inc.,Burbank,Los Angeles,57,Layoff Permanent
06/12/2018,08/01/2018,06/25/2018,Community Bank,Pasadena,Los Angeles,37,Layoff Permanent
06/20/2018,07/13/2018,06/25/2018,Symantec Corporation,Mountain View,Santa Clara,8,Layoff Permanent
06/21/2018,08/19/2018,06/25/2018,Wells Fargo,Irvine,Orange County,67,Closure Unknown at this time
08/03/2017,11/01/2017,06/26/2018,Chemring Energetic Devices,Torrance,Los Angeles,81,Closure Permanent
06/20/2018,08/20/2018,06/26/2018,Globalfoundries U.S. Inc.,Santa Clara,Santa Clara,87,Layoff Permanent
06/22/2018,09/03/2018,06/26/2018,Kings Fish House Calabasas,Calabasas,Los Angeles,89,Closure Temporary
06/26/2018,06/26/2018,06/27/2018,"Banc of California, N.A.",Brea,Orange County,1,Layoff Permanent
06/26/2018,06/26/2018,06/27/2018,"Banc of California, N.A.",Los Angeles,Los Angeles,10,Layoff Permanent
06/26/2018,06/26/2018,06/27/2018,"Banc of California, N.A.",San Diego,San Diego County,2,Layoff Permanent
05/01/2018,07/02/2018,06/28/2018,Credit.org/Springboard Solutions,Riverside,Riverside County,111,Closure Permanent
05/29/2018,08/02/2018,06/28/2018,JCPenney,Buena Park,Orange County,98,Closure Permanent
06/26/2018,08/27/2018,06/28/2018,"Western Digital Technology, Inc.",San Jose,Santa Clara,79,Layoff Permanent
06/27/2018,08/26/2018,06/28/2018,Tri-City Healthcare District dba Tri-City,Oceanside,San Diego County,80,Closure Unknown at this time
06/27/2018,06/27/2018,06/29/2018,eBay Inc.,Brisbane,San Mateo County,5,Layoff Permanent
06/27/2018,06/27/2018,06/29/2018,eBay Inc.,San Francisco,San Francisco,41,Layoff Permanent
06/27/2018,06/27/2018,06/29/2018,eBay Inc.,San Jose,Santa Clara,228,Layoff Permanent
06/27/2018,08/31/2018,06/29/2018,California Medical Business Services,Arcadia,Los Angeles,64,Closure Permanent
06/28/2018,08/28/2018,06/29/2018,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles,2,Layoff Permanent
