notice_date,effective_date,received_date,company,city,employees,layoff_closure
02/15/2019,04/16/2019,02/25/2019,"Verity Health System of California, Inc.",Los Angeles,Los Angeles,2,Layoff Permanent
02/15/2019,04/16/2019,02/25/2019,"Verity Health System of California, Inc.",San Jose,Santa Clara,16,Layoff Permanent
02/15/2019,04/16/2019,02/25/2019,"Verity Health System of California, Inc.",San Jose,Santa Clara,1,Layoff Permanent
02/21/2019,05/15/2019,02/25/2019,"Genpact Mortgage Services, Inc.",Irvine,Orange County,20,Closure Permanent
02/22/2019,04/23/2019,02/25/2019,LendingHome Corporation,San Francisco,San Francisco,66,Layoff Permanent
02/26/2019,04/30/2019,02/27/2019,"MUFG Union Bank, N.A.",Monterey Park,Los Angeles,61,Layoff Unknown at this time
02/27/2019,03/27/2019,02/27/2019,Symantec Corporation,Mountain View,Santa Clara,11,Layoff Permanent
02/27/2019,04/28/2019,02/27/2019,Johns Manville's Insulation Systems,Willows,Glenn County,85,Layoff Temporary
02/27/2019,03/18/2019,02/28/2019,"Bold Guarding, Inc.",San Francisco,San Francisco,151,Closure Permanent
02/28/2019,05/03/2019,02/28/2019,"Location Services, LLC",Folsom,Sacramento,33,Closure Permanent
02/28/2019,05/03/2019,02/28/2019,"Location Services, LLC",Pasadena,Los Angeles,29,Closure Permanent
02/28/2019,07/01/2019,02/28/2019,Crocs,Ontario,San Bernardino,183,Closure Permanent
01/29/2019,03/20/2019,03/01/2019,"Tesla, Inc.",Lathrop,San Joaquin,141,Layoff Permanent
02/15/2019,04/26/2019,03/01/2019,"Gogo, Inc.",Irvine,Orange County,3,Closure Permanent
02/28/2019,04/29/2019,03/01/2019,CalAmp,Oxnard,Ventura County,109,Closure Permanent
02/28/2019,04/30/2019,03/01/2019,"Verity Health System of California, Inc.",San Jose,Santa Clara,20,Layoff Permanent
02/28/2019,04/30/2019,03/01/2019,"Verity Health System of California, Inc.",San Jose,Santa Clara,2,Layoff Permanent
02/25/2019,02/25/2019,03/04/2019,"NorCal Nursery, LLC",Anderson,Shasta County,8,Layoff Permanent
02/27/2019,04/30/2019,03/04/2019,Ampirical Services Inc.,San Ramon,Contra Costa,2,Closure Permanent
03/01/2019,04/30/2019,03/04/2019,Crest Chevrolet,San Bernardino,San Bernardino,94,Layoff Permanent
03/01/2019,05/03/2019,03/04/2019,"JCPenney Corporation, Inc.",Newark,Alameda County,60,Closure Permanent
02/26/2019,05/03/2019,03/05/2019,"Dexcom, Inc.",San Diego,San Diego County,228,Layoff Permanent
03/05/2019,05/03/2019,03/05/2019,CoreLogic,Rancho Cordova,Sacramento,70,Closure Permanent
03/06/2019,05/31/2019,03/05/2019,"S&S Activewear, LLC",Santa Fe,Los Angeles,136,Closure Permanent
03/06/2019,05/05/2019,03/06/2019,Innovative Hearth Products LLC,Santa Ana,Orange County,108,Closure Permanent
03/06/2019,05/15/2019,03/06/2019,"Land O'Lakes, Inc.",Tulare,Tulare County,79,Layoff Unknown at this time
03/06/2019,05/06/2019,03/07/2019,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara,6,Layoff Permanent
03/06/2019,05/07/2019,03/07/2019,"Western Digital Technology, Inc.",Irvine,Orange County,102,Layoff Permanent
03/06/2019,05/07/2019,03/07/2019,"Western Digital Technology, Inc.",Milpitas,Santa Clara,114,Layoff Permanent
03/05/2019,04/29/2019,03/08/2019,"Vincent B. Zaninovich & Sons, Inc.",Delano,Kern County,511,Layoff Unknown at this time
03/05/2019,05/04/2019,03/08/2019,"VBZ Payroll Service, Inc.",Delano,Kern County,31,Layoff Unknown at this time
03/06/2019,05/07/2019,03/08/2019,"Western Digital Technology, Inc.",San Jose,Santa Clara,97,Layoff Permanent
03/07/2019,05/06/2019,03/08/2019,"Marvell Semiconductor, Inc.",Irvine,Orange County,2,Layoff Permanent
03/07/2019,05/06/2019,03/08/2019,"Molina Healthcare, Inc.",Long Beach,Los Angeles,86,Layoff Permanent
02/15/2019,02/20/2019,03/11/2019,"Schaefer Ambulance Service, Inc.",Thermal,Riverside County,78,Closure Permanent
02/15/2019,04/16/2019,03/11/2019,"Schaefer Ambulance Service, Inc.",Chino,San Bernardino,10,Closure Permanent
02/15/2019,04/16/2019,03/11/2019,"Schaefer Ambulance Service, Inc.",Glendale,Los Angeles,8,Closure Permanent
02/15/2019,04/16/2019,03/11/2019,"Schaefer Ambulance Service, Inc.",La Mesa,San Diego County,12,Closure Permanent
02/15/2019,04/16/2019,03/11/2019,"Schaefer Ambulance Service, Inc.",Los Angeles,Los Angeles,58,Closure Permanent
02/15/2019,04/16/2019,03/11/2019,"Schaefer Ambulance Service, Inc.",Monrovia,Los Angeles,18,Closure Permanent
02/15/2019,04/16/2019,03/11/2019,"Schaefer Ambulance Service, Inc.",Pomona,Los Angeles,30,Closure Permanent
03/04/2019,03/08/2019,03/12/2019,"Veritas Technologies, LLC",Santa Clara,Santa Clara,45,Layoff Permanent
03/08/2019,03/08/2019,03/12/2019,Erwin Hymer Group USA LP,Ontario,San Bernardino,23,Closure Permanent
03/08/2019,03/08/2019,03/12/2019,Erwin Hymer Group USA LP,Riverside,Riverside County,23,Closure Permanent
03/12/2019,05/15/2019,03/13/2019,SAP,Palo Alto,Santa Clara,179,Layoff Permanent
03/12/2019,05/15/2019,03/13/2019,SAP,San Ramon,Contra Costa,173,Layoff Permanent
03/12/2019,05/15/2019,03/13/2019,SAP,South San,San Mateo County,94,Layoff Permanent
03/13/2019,05/01/2019,03/13/2019,"Unity Care Group, Inc.",San Jose,Santa Clara,91,Layoff Permanent
03/13/2019,05/11/2019,03/14/2019,Instacart,Berkeley,Alameda County,13,Closure Permanent
03/13/2019,05/11/2019,03/14/2019,Instacart,Campbell,Santa Clara,7,Closure Permanent
03/13/2019,05/11/2019,03/14/2019,Instacart,Glendale,Los Angeles,12,Closure Permanent
03/13/2019,05/11/2019,03/14/2019,Instacart,Oakland,Alameda County,15,Closure Permanent
03/13/2019,05/11/2019,03/14/2019,Instacart,San Francisco,San Francisco,86,Closure Permanent
03/13/2019,05/11/2019,03/14/2019,Instacart,San Mateo,San Mateo County,41,Closure Permanent
03/13/2019,05/11/2019,03/15/2019,Instacart,Los Angeles,Los Angeles,49,Closure Permanent
03/13/2019,05/11/2019,03/15/2019,Instacart,Santa Monica,Los Angeles,34,Closure Permanent
03/15/2019,05/15/2019,03/15/2019,"Thin Film Electronics, Inc.",San Jose,Santa Clara,52,Layoff Permanent
03/15/2019,05/17/2019,03/15/2019,St. Joseph Hospital,Orange,Orange County,87,Layoff Permanent
03/12/2019,05/14/2019,03/18/2019,Crown World,Culver City,Los Angeles,8,Closure Permanent
03/13/2019,03/31/2019,03/18/2019,PayPal,San Jose,Santa Clara,10,Layoff Permanent
03/15/2019,03/20/2019,03/18/2019,Vintage Grocers,Westlake Village,Ventura County,65,Closure Permanent
03/13/2019,04/05/2019,03/20/2019,AbbVie Stemcentrx,South San,San Mateo County,178,Layoff Permanent
03/19/2019,05/20/2019,03/20/2019,"Charles River Laboratories, Inc.",San Diego,San Diego County,24,Closure Permanent
03/20/2019,05/17/2019,03/21/2019,"XPO Logistics Supply Chain, Inc.",Tracy,San Joaquin,162,Closure Permanent
03/20/2019,05/21/2019,03/21/2019,"N2 Imaging Systems, LLC",Irvine,Orange County,61,Layoff Permanent
03/05/2019,04/02/2019,03/22/2019,PayPal,San Francisco,San Francisco,23,Layoff Permanent
03/05/2019,04/02/2019,03/22/2019,PayPal,San Jose,Santa Clara,150,Layoff Permanent
03/21/2019,05/21/2019,03/22/2019,"Oracle America, Inc.",Redwood City,San Mateo County,255,Layoff Permanent
03/21/2019,05/21/2019,03/22/2019,"Oracle America, Inc.",Santa Clara,Santa Clara,97,Layoff Permanent
03/22/2019,05/24/2019,03/22/2019,Lifetouch National School Studios Inc.,Chico,Butte County,25,Closure Permanent
03/22/2019,05/24/2019,03/22/2019,Stanley Security,Santa Ana,Orange County,50,Closure Permanent
11/16/2018,01/16/2019,03/25/2019,"Newport Diversified, Inc.",Santa Fe,Los Angeles,72,Layoff Temporary
03/25/2019,05/24/2019,03/25/2019,Vons Companies Inc.,Barstow,San Bernardino,65,Closure Permanent
03/26/2019,05/31/2019,03/26/2019,Morrison Healthcare,Fresno,Fresno County,232,Closure Permanent
03/26/2019,05/31/2019,03/26/2019,"Unified Grocers, Inc.",Commerce,Los Angeles,67,Layoff Permanent
03/27/2019,05/31/2019,03/27/2019,"RSCR California, Inc.",Garden Grove,Orange County,102,Closure Permanent
03/27/2019,05/28/2019,03/28/2019,"Body Beautiful Car Wash, lnc.",San Diego,San Diego County,47,Layoff Unknown at this time
03/27/2019,05/28/2019,03/28/2019,"Clover Health Labs, LLC",San Francisco,San Francisco,49,Layoff Permanent
03/27/2019,05/31/2019,03/28/2019,"Voxpro Group, LLC",Folsom,Sacramento,193,Layoff Permanent
03/28/2019,05/28/2019,03/28/2019,Collins Aerospace,Chula Vista,San Diego County,72,Layoff Permanent
03/28/2019,05/31/2019,03/28/2019,Intel Corporation,Folsom,Sacramento,65,Layoff Permanent
03/28/2019,05/31/2019,03/28/2019,Intel Corporation,Santa Clara,Santa Clara,108,Layoff Permanent
11/01/2018,01/31/2019,03/29/2019,"Pioneer Hi-Bred International, Inc.",Hayward,Alameda County,103,Closure Permanent
03/27/2019,03/27/2019,03/29/2019,"Banc of California, N.A.",Pasadena,Los Angeles,2,Layoff Permanent
03/27/2019,03/27/2019,03/29/2019,"Banc of California, N.A.",Santa Ana,Orange County,28,Layoff Permanent
03/28/2019,05/16/2019,03/29/2019,"Genentech, Inc. and Genentech USA, Inc.",South San,San Mateo County,54,Layoff Permanent
03/28/2019,05/31/2019,03/29/2019,"Alpine Electronics of America, Inc.",Torrance,Los Angeles,4,Layoff Permanent
03/29/2019,07/01/2019,03/29/2019,"California Cartage Management Services, LLC",Wilmington,Los Angeles,16,Closure Permanent
03/29/2019,07/01/2019,03/29/2019,"California Cartage Transportation, LLC",Wilmington,Los Angeles,23,Closure Permanent
03/26/2019,03/26/2019,04/02/2019,"Kingsburg Apple Packers, Inc.",Kingsburg,Fresno County,72,Closure Permanent
03/26/2019,06/03/2019,04/02/2019,"TEG Staffing, Inc. dba Eastridge Workforce",San Diego,San Diego County,62,Layoff Permanent
03/29/2019,05/28/2019,04/02/2019,"Cal Cartage Warehousing & Transloading, LLC",Compton,Los Angeles,14,Closure Unknown at this time
03/29/2019,05/31/2019,04/02/2019,Core-Mark,South San,San Mateo County,18,Closure Permanent
03/29/2019,06/01/2019,04/02/2019,PAE,Laguna Niguel,Orange County,472,Closure Permanent
03/29/2019,06/01/2019,04/02/2019,Saybrook University,Oakland,Alameda County,1,Closure Permanent
03/29/2019,06/14/2019,04/02/2019,"California Transload Services, LLC",Wilmington,Los Angeles,229,Closure Permanent
03/20/2019,05/24/2019,04/03/2019,Walmart,San Jose,Santa Clara,83,Closure Permanent
04/03/2019,06/03/2019,04/03/2019,Savers,San Jose,Santa Clara,60,Closure Permanent
01/29/2018,04/01/2018,04/04/2019,Adventist Health White Memorial,Los Angeles,Los Angeles,175,Layoff Permanent
04/04/2019,06/04/2019,04/04/2019,Jabil Inc.,San Jose,Santa Clara,150,Closure Permanent
04/04/2019,06/14/2019,04/04/2019,Symantec Corporation,Mountain View,Santa Clara,34,Layoff Permanent
03/29/2019,05/29/2019,04/05/2019,Verity Medical Foundation,Daly City,San Mateo County,5,Layoff Permanent
03/29/2019,05/29/2019,04/05/2019,Verity Medical Foundation,San Jose,Santa Clara,5,Layoff Permanent
04/04/2019,06/07/2019,04/05/2019,MedImpact Healthcare Systems,San Diego,San Diego County,28,Layoff Permanent
04/05/2019,06/07/2019,04/05/2019,"Vanderbeek Motors, Inc.",Roseville,Placer County,38,Closure Permanent
04/04/2019,06/03/2019,04/08/2019,"Wag Labs, Inc.",West Hollywood,Los Angeles,54,Layoff Permanent
04/05/2019,06/07/2019,04/09/2019,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara,6,Layoff Permanent
04/05/2019,08/01/2019,04/09/2019,"Marvell Semiconductor, Inc.",Irvine,Orange County,1,Layoff Permanent
04/08/2019,06/07/2019,04/09/2019,Lumileds,San Jose,Santa Clara,42,Layoff Permanent
04/09/2019,06/10/2019,04/09/2019,"Molina Healthcare, Inc.",Long Beach,Los Angeles,75,Layoff Permanent
04/09/2019,06/14/2019,04/09/2019,Honeywell,Santa Ana,Orange County,48,Closure Permanent
04/09/2019,06/08/2019,04/10/2019,"NIO USA, Inc.",San Francisco,San Francisco,20,Closure Permanent
04/09/2019,06/08/2019,04/10/2019,"NIO USA, Inc.",San Jose,Santa Clara,50,Layoff Permanent
04/09/2019,06/09/2019,04/10/2019,General Electric Company,San Ramon,Contra Costa,172,Layoff Permanent
04/10/2019,06/10/2019,04/10/2019,SeaCa Packaging,Fowler,Fresno County,53,Closure Permanent
11/16/2018,01/16/2019,04/11/2019,"Woodward, Inc.",Duarte,Los Angeles,209,Closure Permanent
04/11/2019,06/11/2019,04/11/2019,"Revolution Foods, Inc.",Norwalk,Los Angeles,219,Layoff Temporary
04/08/2019,06/14/2019,04/12/2019,Conair Corporation,El Segundo,Los Angeles,57,Closure Permanent
04/08/2019,06/14/2019,04/12/2019,Conair Corporation,South Gate,Los Angeles,31,Closure Permanent
04/08/2019,06/15/2019,04/12/2019,"Kirkside Facilities Operations, LLC",Granada Hills,Los Angeles,82,Layoff Permanent
04/08/2019,06/15/2019,04/12/2019,"Kirkside Facilities Operations, LLC",Ontario,San Bernardino,15,Layoff Permanent
04/12/2019,06/12/2019,04/12/2019,"Spawn Mate, Inc. dba Mushroom Farms",Watsonville,Santa Cruz,82,Closure Permanent
04/08/2019,06/15/2019,04/15/2019,"AG Facilities Operations, LLC",La Mesa,San Diego County,38,Layoff Permanent
04/08/2019,06/15/2019,04/15/2019,"AG Facilities Operations, LLC",Monrovia,Los Angeles,53,Layoff Permanent
04/08/2019,06/15/2019,04/15/2019,"AG Facilities Operations, LLC",Murrieta,Riverside County,91,Layoff Permanent
04/08/2019,06/15/2019,04/15/2019,"AG Facilities Operations, LLC",Redlands,San Bernardino,14,Layoff Permanent
04/08/2019,06/15/2019,04/15/2019,"AG Facilities Operations, LLC",Seal Beach,Orange County,76,Layoff Permanent
04/08/2019,06/15/2019,04/15/2019,"AG Facilities Operations, LLC",West Covina,Los Angeles,55,Layoff Permanent
10/11/2018,12/12/2018,04/16/2019,Beckman Coulter,Brea,Orange County,70,Closure Permanent
04/12/2019,04/30/2019,04/16/2019,"The Patina Group Newco, LLC",Los Angeles,Los Angeles,32,Closure Permanent
04/09/2019,06/08/2019,04/17/2019,"Gymboree Group, Inc.",San Francisco,San Francisco,34,Layoff Permanent
04/15/2019,06/11/2019,04/17/2019,Crane Corporation,Signal Hill,Los Angeles,53,Closure Permanent
04/15/2019,06/15/2019,04/17/2019,"Purple Communications, Inc.",Corona,Riverside County,63,Closure Permanent
04/16/2019,06/17/2019,04/17/2019,PAREXEL International,San Diego,San Diego County,3,Closure Permanent
04/17/2019,06/21/2019,04/17/2019,"Home Brew Mart, Inc",San Diego,San Diego County,33,Layoff Permanent
04/17/2019,06/21/2019,04/17/2019,"Home Brew Mart, Inc",Temecula,Riverside County,27,Closure Permanent
04/17/2019,07/05/2019,04/17/2019,"JCPenny Corporation, Inc.",Daly City,San Mateo County,73,Closure Permanent
04/17/2019,07/05/2019,04/17/2019,"JCPenny Corporation, Inc.",Yucca Valley,San Bernardino,26,Closure Permanent
04/11/2019,04/19/2019,04/18/2019,"EZ Mailing Services, Inc.",Vernon,Los Angeles,105,Closure Permanent
04/11/2019,04/19/2019,04/18/2019,"United Business Freight Forwarders, LLC",Vernon,Los Angeles,254,Closure Permanent
04/15/2019,06/30/2019,04/18/2019,Paramedics Plus,Livermore,Alameda County,487,Closure Permanent
04/16/2019,06/16/2019,04/18/2019,Revolution Foods,San Lorenzo,Alameda County,191,Layoff Temporary
04/17/2019,12/31/2019,04/18/2019,"Silverhat Bar, Inc.",San Francisco,San Francisco,77,Closure Permanent
04/17/2019,12/31/2019,04/18/2019,"Steve Silver Productions, Inc.",San Francisco,San Francisco,7,Closure Permanent
04/18/2019,06/21/2019,04/18/2019,"Westin Sheraton Vacation Services, Inc. and",Palm Desert,Riverside County,62,Layoff Permanent
04/17/2019,06/20/2019,04/19/2019,Aerojet Rocketdyne,Rancho Cordova,Sacramento,180,Layoff Permanent
04/10/2019,06/10/2019,04/22/2019,"I.S.A. Contracting, Inc.",Fresno,Fresno County,19,Layoff Unknown at this time
04/22/2019,06/23/2019,04/22/2019,"Applexico, Inc. dba Applebee's Grill & Bar",Calexico,Imperial County,44,Closure Permanent
04/16/2019,06/30/2019,04/23/2019,First Student,Baldwin Park,Los Angeles,125,Closure Permanent
04/19/2019,06/27/2019,04/23/2019,"Anka Behavioral Health, Incorporated",Arroyo Grande,San Luis Obispo,37,Layoff Permanent
04/19/2019,06/27/2019,04/23/2019,"Anka Behavioral Health, Incorporated",Burbank,Los Angeles,74,Layoff Permanent
04/19/2019,06/27/2019,04/23/2019,"Anka Behavioral Health, Incorporated",Morgan Hill,Santa Clara,50,Layoff Permanent
04/19/2019,06/27/2019,04/23/2019,"Anka Behavioral Health, Incorporated",Orangevale,Sacramento,29,Layoff Permanent
04/19/2019,06/27/2019,04/23/2019,"Anka Behavioral Health, Incorporated",Pleasant Hill,Contra Costa,19,Layoff Permanent
04/19/2019,06/27/2019,04/23/2019,"Anka Behavioral Health, Incorporated",Pomona,Los Angeles,114,Layoff Permanent
04/19/2019,06/27/2019,04/23/2019,"Anka Behavioral Health, Incorporated",Redding,Shasta County,27,Layoff Permanent
04/19/2019,06/27/2019,04/23/2019,"Anka Behavioral Health, Incorporated",Stockton,San Joaquin,26,Layoff Permanent
04/19/2019,06/27/2019,04/23/2019,"Anka Behavioral Health, Incorporated",Vacaville,Solano County,28,Layoff Permanent
04/22/2019,06/22/2019,04/23/2019,Harbor Freight Tools,Camarillo,Ventura County,51,Closure Permanent
04/22/2019,06/24/2019,04/23/2019,"CMV Pacific, LLC dba Westroot Tavern",San Diego,San Diego County,57,Closure Permanent
04/16/2019,06/30/2019,04/24/2019,First Student,San Bernardino,San Bernardino,76,Closure Permanent
04/17/2019,07/19/2019,04/24/2019,D&W Fine Pack,San Bernardino,San Bernardino,94,Closure Permanent
04/18/2019,07/12/2019,04/24/2019,Zentis North America,Gardena,Los Angeles,80,Closure Permanent
04/19/2019,06/27/2019,04/24/2019,"Anka Behavioral Health, Incorporated",Dublin,Alameda County,36,Layoff Permanent
04/23/2019,06/22/2019,04/24/2019,"Staples the Office Superstore, LLC",Pleasanton,Alameda County,12,Closure Permanent
04/24/2019,06/30/2019,04/24/2019,"MV Transportation, Inc.",Elk Grove,Sacramento,108,Layoff Permanent
04/03/2019,06/30/2019,04/25/2019,Bay Club Cupertino,Cupertino,Santa Clara,191,Closure Unknown at this time
04/23/2019,06/22/2019,04/25/2019,Adventist Health Sonora,Sonora,Tuolumne County,1,Layoff Permanent
04/24/2019,07/01/2019,04/25/2019,"Pinnacle Travel Services, LLC.",El Segundo,Los Angeles,110,Closure Permanent
04/22/2019,06/21/2019,04/26/2019,Fresno Community Hospital and Medical Center,Fresno,Fresno County,10,Layoff Permanent
04/22/2019,06/30/2019,04/26/2019,First Transit,Concord,Contra Costa,115,Closure Permanent
04/25/2019,06/25/2019,04/26/2019,"Medtronic, Inc.",Santa Rosa,Sonoma County,55,Layoff Unknown at this time
04/25/2019,06/30/2019,04/26/2019,TRISTAR Insurance Group,Santa Ana,Orange County,137,Layoff Permanent
04/26/2019,06/30/2019,04/26/2019,Covia Communities,Los Gatos,Santa Clara,66,Closure Permanent
04/22/2019,06/24/2019,04/29/2019,"PetSmart, Inc.",Los Angeles,Los Angeles,50,Closure Permanent
04/25/2019,06/25/2019,04/29/2019,"Shades Unlimited, Inc. DBA Redi Shade, Inc.",Cotati,Sonoma County,52,Closure Permanent
04/29/2019,06/28/2019,04/29/2019,Smithfield Packaged Meats Corp.,San Leandro,Alameda County,81,Closure Permanent
04/29/2019,07/01/2019,04/29/2019,Kimberly-Clark Corporation,Fullerton,Orange County,30,Closure Permanent
04/29/2019,07/01/2019,04/29/2019,Lolli & Pops Distribution Center,Concord,Contra Costa,1,Closure Permanent
04/19/2019,06/20/2019,04/30/2019,"Tomato Growers, Inc.",Crows Landing,Stanislaus County,270,Closure Permanent
04/25/2019,06/07/2019,04/30/2019,Ferro Corporation,Vista,San Diego County,37,Closure Permanent
04/30/2019,05/30/2019,04/30/2019,Training and Research Foundation,Los Angeles,Los Angeles,224,Layoff Permanent
04/30/2019,06/30/2019,05/01/2019,Verity Medical Foundation,Daly City,San Mateo County,9,Layoff Permanent
04/30/2019,06/30/2019,05/01/2019,Verity Medical Foundation,El Segundo,Los Angeles,1,Layoff Permanent
04/30/2019,06/30/2019,05/01/2019,Verity Medical Foundation,Los Angeles,Los Angeles,5,Layoff Permanent
04/30/2019,06/30/2019,05/01/2019,Verity Medical Foundation,San Jose,Santa Clara,11,Layoff Permanent
04/30/2019,07/01/2019,05/01/2019,"California Sentry Service, Inc",Wilmington,Los Angeles,17,Closure Permanent
05/01/2019,07/01/2019,05/01/2019,"Semco Instruments, Inc.",Valencia,Los Angeles,50,Layoff Permanent
05/01/2019,07/01/2019,05/01/2019,"Sinclair Printing, CJK Group, Inc.",Palmdale,Los Angeles,112,Closure Permanent
04/26/2019,06/30/2019,05/02/2019,"Spencer N. Enterprises, Inc.",City of Industry,Los Angeles,20,Closure Permanent
04/24/2019,06/30/2019,05/03/2019,"Rank + Rally, LLC",Oakland,Alameda County,110,Closure Permanent
04/24/2019,06/30/2019,05/03/2019,"Rank + Rally, LLC",San Francisco,San Francisco,12,Closure Permanent
04/24/2019,06/30/2019,05/03/2019,"Rank + Rally, LLC",Santa Clara,Santa Clara,12,Closure Permanent
04/24/2019,06/30/2019,05/03/2019,"Rank + Rally, LLC",Walnut Creek,Contra Costa,11,Closure Permanent
04/26/2019,09/30/2019,05/03/2019,"Boardriders, Inc.",Irvine,Orange County,40,Closure Permanent
04/29/2019,06/30/2019,05/03/2019,"OFL-C, LLC",San Juan,Orange County,12,Closure Permanent
05/01/2019,05/01/2019,05/03/2019,"Anki, Inc.",San Francisco,San Francisco,170,Closure Permanent
05/01/2019,07/01/2019,05/03/2019,Blue Shield of California,Lodi,San Joaquin,51,Layoff Permanent
05/01/2019,07/05/2019,05/03/2019,"Rockwell Collins, Inc.",Irvine,Orange County,100,Closure Permanent
03/21/2019,06/30/2019,05/06/2019,Ryder,Moreno Valley,Riverside County,142,Closure Permanent
04/29/2019,06/30/2019,05/06/2019,Clariant Plastics & Coatings USA. LLC,Chino,San Bernardino,8,Closure Permanent
04/29/2019,06/30/2019,05/06/2019,Prep for Success Inc.,Pasadena,Los Angeles,55,Layoff Permanent
05/02/2019,07/05/2019,05/06/2019,Alticor Inc.,Buena Park,Orange County,34,Layoff Permanent
05/03/2019,05/03/2019,05/06/2019,"Live Well Financial, Inc.",San Diego,San Diego County,59,Closure Permanent
05/06/2019,06/28/2019,05/06/2019,Symantec Corporation,Mountain View,Santa Clara,19,Layoff Permanent
05/06/2019,06/28/2019,05/06/2019,Symantec Corporation,San Francisco,San Francisco,8,Layoff Permanent
04/26/2019,06/30/2019,05/08/2019,"Education Management Systems, Inc.",Pasadena,Los Angeles,29,Closure Permanent
04/29/2019,06/30/2019,05/08/2019,"OFL-WSH, LLC.",Canyon Country,Los Angeles,70,Closure Permanent
04/29/2019,06/30/2019,05/08/2019,"OFL-WSH, LLC.",Ridgecrest,Kern County,14,Closure Permanent
05/06/2019,07/06/2019,05/08/2019,"Sun World International, LLC",Bakersfield,Kern County,96,Layoff Permanent
05/06/2019,07/06/2019,05/08/2019,"Sun World International, LLC",Coachella,Riverside County,11,Layoff Permanent
05/06/2019,07/06/2019,05/08/2019,"Sun World International, LLC",Porterville,Tulare County,26,Layoff Permanent
03/29/2019,06/30/2019,05/09/2019,"Education Management Systems III, Inc.",Irwindale,Los Angeles,45,Closure Permanent
03/29/2019,06/30/2019,05/09/2019,"Education Management Systems III, Inc.",Pasadena,Los Angeles,22,Closure Permanent
04/26/2019,06/30/2019,05/09/2019,"Pathways Management Group, Inc.",Ontario,San Bernardino,43,Closure Permanent
04/26/2019,06/30/2019,05/09/2019,"Pathways Management Group, Inc.",Pasadena,Los Angeles,42,Closure Permanent
04/29/2019,06/30/2019,05/09/2019,"OFL-BP, LLC.",Arleta,Los Angeles,44,Closure Permanent
04/29/2019,06/30/2019,05/09/2019,"OFL-BP, LLC.",Bellflower,Los Angeles,22,Closure Permanent
04/29/2019,06/30/2019,05/09/2019,"OFL-BP, LLC.",Encino,Los Angeles,88,Closure Permanent
04/29/2019,06/30/2019,05/09/2019,"OFL-BP, LLC.",Hawthorne,Los Angeles,22,Closure Permanent
04/29/2019,06/30/2019,05/09/2019,"OFL-BP, LLC.",Long Beach,Los Angeles,116,Closure Permanent
04/29/2019,06/30/2019,05/09/2019,"OFL-D, LLC.",City of Industry,Los Angeles,22,Closure Permanent
04/29/2019,06/30/2019,05/09/2019,"OFL-D, LLC.",Monrovia,Los Angeles,45,Closure Permanent
05/03/2019,07/05/2019,05/09/2019,"H.D. Smith, LLC (AmerisourceBergen",Carson,Los Angeles,33,Closure Permanent
05/07/2019,08/01/2019,05/10/2019,"Promises Behavioral Health, LLC",Long Beach,Los Angeles,45,Closure Permanent
05/09/2019,07/01/2019,05/10/2019,Taylor Lane Organic Coffee,San Francisco,San Francisco,6,Closure Permanent
05/09/2019,07/01/2019,05/10/2019,Taylor Lane Organic Coffee,Santa Rosa,Sonoma County,6,Closure Permanent
04/30/2019,06/30/2019,05/13/2019,First Student,Palmdale,Los Angeles,133,Closure Permanent
05/10/2019,07/12/2019,05/13/2019,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles,19,Layoff Permanent
05/07/2019,07/22/2019,05/14/2019,Tenneco Inc.,Moreno Valley,Riverside County,95,Layoff Permanent
05/10/2019,07/09/2019,05/14/2019,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles,56,Layoff Permanent
05/10/2019,07/09/2019,05/14/2019,Deluxe Entertainment Services Group Inc.,Burbank,Los Angeles,57,Layoff Permanent
05/13/2019,06/14/2019,05/14/2019,MapR Technologies Inc.,Santa Clara,Santa Clara,122,Closure Permanent
05/06/2019,07/06/2019,05/15/2019,"Sun World International, LLC",Bakersfield,Kern County,96,Layoff Unknown at this time
05/06/2019,07/06/2019,05/15/2019,"Sun World International, LLC",Coachella,Riverside County,9,Layoff Unknown at this time
05/06/2019,07/06/2019,05/15/2019,"Sun World International, LLC",Porterville,Tulare County,26,Layoff Unknown at this time
05/06/2019,07/06/2019,05/15/2019,"Sun World International, LLC",Thermal,Riverside County,2,Layoff Unknown at this time
05/14/2019,07/14/2019,05/15/2019,"Ellie Mae, Inc.",Pleasanton,Alameda County,90,Layoff Permanent
05/14/2019,08/16/2019,05/15/2019,NYX Professional Makeup,Torrance,Los Angeles,64,Closure Permanent
05/15/2019,05/15/2019,05/16/2019,"Flexsteel Industries, Inc.",Riverside,Riverside County,87,Layoff Permanent
05/16/2019,07/15/2019,05/16/2019,"TreeHouse Private Brands, Inc.",Lodi,San Joaquin,76,Layoff Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Concord,Contra Costa,214,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Fremont,Alameda County,34,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Fresno,Fresno County,4,Closure Permanent
05/08/2019,07/11/2019,05/17/2019,"Anka Behavioral Health, Incorporated",Hemet,Riverside County,40,Closure Permanent
