Notice Date,"Effective
Date","Received
Date",Company,City,"No. Of
Employees",Layoff/Closure
04/13/2015,06/19/2015,04/21/2015,"Ortho Organizers, Inc.",Carlsbad,97,Layoff Permanent
04/21/2015,04/20/2015,04/21/2015,"Halliburton Energy Services, Inc.",Bakersfield,14,Layoff Permanent
04/21/2015,06/20/2015,04/21/2015,SanDisk Corporation,Milpitas,61,Layoff Permanent
04/21/2015,06/30/2015,04/21/2015,"Riverbed Technology, Inc.",San Francisco,85,Layoff Permanent
04/21/2015,06/30/2015,04/21/2015,"Riverbed Technology, Inc.",Sunnyvale,75,Layoff Permanent
04/17/2015,06/19/2015,04/22/2015,Boeing Company,El Segundo,49,Layoff Unknown at this time
04/17/2015,06/19/2015,04/22/2015,Boeing Company,Huntington Beach,28,Layoff Unknown at this time
04/17/2015,06/19/2015,04/22/2015,Boeing Company,Long Beach,48,Layoff Unknown at this time
04/17/2015,06/19/2015,04/22/2015,Staples,Ontario,41,Closure Permanent
04/17/2015,06/19/2015,04/22/2015,Staples,Poway,53,Closure Permanent
04/22/2015,06/21/2015,04/22/2015,"Technicolor USA, Inc.",Burbank,106,Closure Unknown at this time
04/24/2015,06/30/2015,04/24/2015,"United Brothers Motor Group, Inc. dba",City of Industry,72,Layoff Permanent
04/27/2015,06/26/2015,04/27/2015,"Health Net, Inc. (CANCELLED)**",Woodland Hills,1217,Layoff Unknown at this time
04/27/2015,06/26/2015,04/27/2015,Safeway Inc.,Dublin,1,Layoff Unknown at this time
04/27/2015,06/26/2015,04/27/2015,Safeway Inc.,Pleasanton,20,Layoff Unknown at this time
04/21/2015,06/26/2015,04/28/2015,"Apollo Education Group, Inc.",San Francisco,60,Layoff Permanent
04/24/2015,07/04/2015,04/28/2015,"Prospect Enterprises, Inc. - American",Los Angeles,85,Layoff Permanent
04/24/2015,07/04/2015,04/28/2015,"Prospect Enterprises, Inc. - American",Sacramento,19,Layoff Permanent
04/24/2015,07/04/2015,04/28/2015,"Prospect Enterprises, Inc. - Cactus",Thousand Palms,5,Layoff Permanent
04/24/2015,07/04/2015,04/28/2015,"Prospect Enterprises, Inc. -",San Diego,57,Layoff Permanent
04/24/2015,07/04/2015,04/28/2015,"Prospect Enterprises, Inc. - Los",Los Angeles,23,Layoff Permanent
04/27/2015,06/26/2015,04/28/2015,"Health Net, Inc. (CANCELLED)**",Rancho Cordova,385,Layoff Unknown at this time
04/27/2015,06/26/2015,04/28/2015,"Health Net, Inc. (CANCELLED)**",Rancho Cordova,520,Layoff Unknown at this time
04/27/2015,06/29/2015,04/30/2015,"Nestle USA, Inc.",Modesto,56,Layoff Temporary
04/30/2015,06/30/2015,04/30/2015,Hamilton Sundstrand Corporation,San Diego,3,Closure Permanent
04/29/2015,07/01/2015,05/01/2015,"Actavis, Inc.",Corona,4,Layoff Permanent
05/01/2015,06/30/2015,05/01/2015,"Kumho Tire U.S.A., Inc.",Rancho,20,Closure Permanent
05/01/2015,06/30/2015,05/01/2015,T.G.I. Friday's,La Jolla,54,Closure Permanent
04/30/2015,06/10/2015,05/04/2015,Symantec Corporation,Mountain View,4,Layoff Permanent
05/01/2015,07/01/2015,05/04/2015,"California Chassis, Inc.",Anaheim,20,Closure Permanent
05/01/2015,07/03/2015,05/04/2015,ARYZTA,La Mirada,131,Closure Unknown at this time
04/29/2015,07/01/2015,05/05/2015,"Littler Mendelson, P.C.",San Francisco,113,Layoff Permanent
04/27/2015,06/30/2015,05/06/2015,Hi-Desert Memorial Health Care,Joshua Tree,541,Layoff Unknown at this time
04/29/2015,07/10/2015,05/06/2015,Ralphs Grocery Company,Duarte,72,Closure Unknown at this time
05/04/2015,07/03/2015,05/06/2015,Fireman's Fund Insurnace Company,Novato,7,Layoff Permanent
05/01/2015,07/03/2015,05/07/2015,"Herren Enterprises, Inc. d/b/a Doctor's",Laguna Hills,117,Layoff Permanent
04/27/2015,06/30/2015,05/08/2015,Hi-Desert Memorial Health Care,Yucca Valley,8,Layoff Unknown at this time
04/27/2015,06/30/2015,05/08/2015,Hi-Desert Memorial Health Care,Yucca Valley,13,Layoff Unknown at this time
04/27/2015,06/30/2015,05/08/2015,Hi-Desert Memorial Health Care,Yucca Valley,21,Layoff Unknown at this time
05/07/2015,07/10/2015,05/08/2015,Vons Companies Inc.,Fresno,73,Layoff Permanent
05/07/2015,07/12/2015,05/08/2015,"Greatwide Distribution Logistics, LLC",West Sacramento,71,Layoff Permanent
05/07/2015,07/14/2015,05/08/2015,Sutter Medical Foundation,Elk Grove,17,Layoff Permanent
05/08/2015,07/07/2015,05/08/2015,BP,San Diego,90,Closure Permanent
05/08/2015,07/10/2015,05/08/2015,"Olam West Coast, Inc.",Modesto,65,Closure Permanent
04/27/2015,07/01/2015,05/11/2015,"CytoSport, Inc.",Benicia,124,Closure Permanent
04/30/2015,04/30/2015,05/11/2015,"Toyota Motor Credit Corporation,",Torrance,941,Closure Permanent
05/04/2015,07/05/2015,05/11/2015,Hollywood Presbyterian Medical,Los Angeles,87,Layoff Permanent
05/08/2015,07/08/2015,05/11/2015,Fruit Patch,Dinuba,132,Closure Permanent
05/06/2015,05/08/2015,05/12/2015,"Zynga, Inc.",San Francisco,179,Layoff Permanent
05/07/2015,07/10/2015,05/12/2015,"Vons Companies, Inc.",Fresno,54,Layoff Unknown at this time
05/07/2015,07/10/2015,05/12/2015,"Vons Companies, Inc.",Fresno,73,Layoff Unknown at this time
05/08/2015,07/10/2015,05/12/2015,Boeing Company,Long Beach,26,Layoff Unknown at this time
05/11/2015,07/13/2015,05/12/2015,CR Briggs Corporation,Trona,39,Layoff Permanent
05/06/2015,05/08/2015,05/13/2015,"Zynga, Inc.",Santa Clara,1,Layoff Permanent
05/07/2015,01/16/2015,05/13/2015,Cypress Semiconductor Company,San Jose,51,Layoff Permanent
05/14/2015,05/14/2015,05/14/2015,"Western Dental Services, Inc.",Orange,237,Closure Permanent
05/13/2015,07/15/2015,05/15/2015,Owens-Brockway Glass Container Inc.,Oakland,67,Layoff Permanent
05/13/2015,07/10/2015,05/18/2015,AT&T Global Customer Service,San Ramon,89,Layoff Permanent
05/18/2015,07/17/2015,05/18/2015,Safeway Inc.,Pleasanton,28,Layoff Unknown at this time
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development Council,Thornton,3,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,3,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,7,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,8,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Tracy,9,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,4,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,10,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,13,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,21,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,4,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Lodi,7,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,7,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Escalon,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,3,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,French Camp,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,10,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Lodi,4,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,9,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Lodi,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Lathrop,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Lodi,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Lodi,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Lodi,11,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Manteca,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Manteca,14,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,3,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Tracy,4,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,3,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,19,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,4,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Manteca,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Manteca,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,3,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,4,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,34,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,10,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,18,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,8,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,6,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,2,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Tracy,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,20,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,3,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Manteca,10,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,5,Closure Permanent
04/30/2015,06/30/2015,05/19/2015,Head Start Child Development,Stockton,3,Closure Permanent
04/30/2015,09/30/2015,05/19/2015,Head Start Child Development,Stockton,16,Closure Permanent
04/30/2015,09/30/2015,05/19/2015,Head Start Child Development,Stockton,16,Closure Permanent
05/19/2015,07/19/2015,05/19/2015,Wichcraft Operating LLC,San Francisco,29,Closure Permanent
04/30/2015,06/30/2015,05/20/2015,Head Start Child Development,Stockton,8,Layoff Permanent
05/19/2015,07/20/2015,05/20/2015,"NetApp, Inc.",Sunnyvale,125,Layoff Permanent
05/20/2015,07/19/2015,05/20/2015,SanDisk Corporation,Milpitas,27,Layoff Permanent
05/01/2015,07/10/2015,05/21/2015,Sonnen BMW,San Rafael,114,Closure Unknown at this time
05/08/2015,08/14/2015,05/21/2015,"Emulex Corporation, Avago",Costa Mesa,49,Layoff Permanent
05/08/2015,08/14/2015,05/21/2015,"Emulex Corporation, Avago",San Jose,38,Layoff Permanent
05/08/2015,08/28/2015,05/21/2015,"Emulex Corporation, Avago",San Jose,1,Layoff Permanent
05/21/2015,08/09/2015,05/21/2015,Greatwide Distribution Logistics LLC,Fresno,93,Layoff Permanent
05/19/2015,05/05/2015,05/22/2015,BAE Systems,San Francisco,104,Layoff Temporary
05/19/2015,05/12/2015,05/26/2015,ITT Cannon LLC,Santa Ana,10,Layoff Permanent
05/26/2015,07/25/2015,05/26/2015,"The San Diego Union Tribune, LLC",Oceanside,3,Layoff Permanent
05/26/2015,07/25/2015,05/26/2015,"The San Diego Union Tribune, LLC",San Diego,175,Layoff Permanent
05/26/2015,07/29/2015,05/26/2015,"Certified Players, Inc.",Inglewood,118,Closure Unknown at this time
05/15/2015,07/10/2015,05/27/2015,AT&T Global Customer Service,Tustin,129,Layoff Permanent
05/15/2015,07/15/2015,05/27/2015,"Crystal Cathedral Ministries,",Garden Grove,27,Closure Permanent
05/27/2015,07/29/2015,05/27/2015,"H.J. Heinz Company, L.P.",Chatsworth,144,Closure Permanent
05/20/2015,07/15/2015,05/28/2015,"SureFire, LLC",Fountain Valley,12,Layoff Permanent
05/20/2015,07/15/2015,05/28/2015,"SureFire, LLC",Fountain Valley,21,Layoff Permanent
05/20/2015,07/15/2015,05/28/2015,"SureFire, LLC",Santa Ana,2,Layoff Permanent
05/20/2015,07/15/2015,05/28/2015,"SureFire, LLC",Santa Ana,9,Layoff Permanent
05/22/2015,07/24/2015,05/28/2015,Boeing Company,Huntington Beach,32,Layoff Unknown at this time
05/22/2015,07/24/2015,05/28/2015,Boeing Company,Long Beach,91,Layoff Unknown at this time
05/28/2015,06/30/2015,05/28/2015,"Campesinos Unidos, Inc. - Lily",Calexico,9,Closure Permanent
05/22/2015,07/24/2015,05/29/2015,Boeing Company,El Segundo,40,Layoff Unknown at this time
05/28/2015,06/30/2015,05/29/2015,"Campesinos Unidos, Inc. -",Brawley,7,Closure Permanent
05/28/2015,06/30/2015,05/29/2015,"Campesinos Unidos, Inc. - Carmen",Brawley,10,Closure Permanent
05/28/2015,06/30/2015,05/29/2015,"Campesinos Unidos, Inc. - Claudio",El Centro,13,Closure Permanent
05/28/2015,06/30/2015,05/29/2015,"Campesinos Unidos, Inc. - Head Start",El Centro,12,Closure Permanent
05/28/2015,06/30/2015,05/29/2015,"Campesinos Unidos, Inc. - Imperial",Imperial,2,Closure Permanent
05/28/2015,06/30/2015,05/29/2015,"Campesinos Unidos, Inc. - McKinley",El Centro,13,Closure Permanent
05/28/2015,06/30/2015,05/29/2015,"Campesinos Unidos, Inc. - Michael H.",Niland,4,Closure Permanent
05/28/2015,06/30/2015,05/29/2015,"Campesinos Unidos, Inc. - Norah L.",Heber,9,Closure Permanent
05/28/2015,06/30/2015,05/29/2015,"Campesinos Unidos, Inc. - Victor",El Centro,15,Closure Permanent
05/28/2015,06/30/2015,05/29/2015,"Campesinos Unidos, Inc. -",Westmorland,4,Closure Permanent
05/26/2015,07/27/2015,06/01/2015,Envoy,San Diego,79,Layoff Permanent
05/28/2015,08/01/2015,06/01/2015,Raley's,Newark,61,Closure Permanent
05/28/2015,08/07/2015,06/01/2015,House of Blues Los Angeles,West Hollywood,197,Closure Permanent
05/29/2015,07/08/2015,06/01/2015,Symantec Corporation,Mountain View,13,Layoff Permanent
05/28/2015,07/31/2015,06/02/2015,"Rio Mesa Farms, LLC",Santa Paula,61,Closure Permanent
05/28/2015,07/31/2015,06/02/2015,"Rio Mesa Farms, LLC",Somis,74,Closure Permanent
06/02/2015,08/03/2015,06/02/2015,Green Tree Servicing LLC,Rancho,53,Layoff Permanent
05/28/2015,07/31/2015,06/03/2015,"Ito Packing Company, Inc.",Reedley,197,Closure Permanent
05/28/2015,07/31/2015,06/03/2015,Ralphs Grocery Company,Mission Hills,70,Closure Unknown at this time
05/21/2015,05/20/2015,06/04/2015,BAE Systems,San Francisco,1,Layoff Temporary
06/04/2015,08/03/2015,06/04/2015,Verizon Wireless,Irvine,50,Layoff Permanent
06/04/2015,08/07/2015,06/04/2015,CR Briggs Corporation,Trona,31,Layoff Permanent
06/01/2015,07/31/2015,06/05/2015,Alexza Pharmaceuticals,Mountain View,28,Layoff Permanent
05/27/2015,05/26/2015,06/08/2015,BAE Systems,San Francisco,1,Layoff Temporary
06/02/2015,08/03/2015,06/08/2015,Compass Pointe Healthcare System,San Gabriel,68,Closure Unknown at this time
06/04/2015,09/30/2015,06/08/2015,Brooks Automation,Poway,36,Closure Unknown at this time
06/08/2015,08/07/2015,06/08/2015,Safeway Inc.,Pleasanton,8,Layoff Unknown at this time
06/05/2015,08/03/2015,06/09/2015,"Littler Mendelson, P.C.",Los Angeles,2,Layoff Permanent
06/08/2015,08/12/2015,06/10/2015,"Wilshire West CarWash, LLC",Santa Monica,66,Closure Permanent
06/10/2015,09/30/2015,06/11/2015,ClosetMaid Corporation,Chino,71,Closure Permanent
06/11/2015,08/15/2015,06/11/2015,"King Meat, Inc.",Los Angeles,227,Closure Unknown at this time
06/12/2015,07/31/2015,06/12/2015,Saks & Company LLC,Santa Barbara,56,Closure Permanent
06/12/2015,08/10/2015,06/12/2015,"Flying Food Group, LLC",Harbor City,121,Layoff Permanent
06/05/2015,08/07/2015,06/15/2015,Boeing Company,Long Beach,15,Layoff Unknown at this time
06/11/2015,07/15/2015,06/15/2015,Intel Corporation,Folsom,152,Layoff Permanent
06/12/2015,08/14/2015,06/15/2015,"Brice Manufacturing Company, Inc.",Pacoima,15,Layoff Permanent
06/16/2015,08/17/2015,06/16/2015,"Bridgepoint Education, Inc.",San Diego,2,Layoff Permanent
06/16/2015,08/17/2015,06/16/2015,"Bridgepoint Education, Inc.",San Diego,5,Layoff Permanent
06/16/2015,08/17/2015,06/16/2015,"Bridgepoint Education, Inc.",San Diego,12,Layoff Permanent
06/16/2015,08/15/2015,06/17/2015,"Discover Home Loans, Inc.",Irvine,393,Closure Permanent
06/11/2015,07/15/2015,06/18/2015,Intel Corporation,Santa Clara,10,Layoff Permanent
06/11/2015,07/15/2015,06/18/2015,Intel Corporation,Santa Clara,52,Layoff Permanent
06/11/2015,07/15/2015,06/18/2015,Intel Corporation,Santa Clara,103,Layoff Permanent
06/23/2015,08/23/2015,06/23/2015,"Gap, Inc.",San Francisco,62,Layoff Permanent
06/12/2015,09/11/2015,06/24/2015,Cal State Steel Corp.,Compton,44,Closure Permanent
06/19/2015,08/17/2015,06/24/2015,"TABC, Inc.",Long Beach,104,Layoff Permanent
06/19/2015,08/21/2015,06/25/2015,Boeing Company,El Segundo,26,Layoff Unknown at this time
06/19/2015,08/21/2015,06/25/2015,Boeing Company,Long Beach,28,Layoff Unknown at this time
06/19/2015,08/21/2015,06/25/2015,Boeing Compnay,Huntington Beach,6,Layoff Unknown at this time
06/23/2015,08/07/2015,06/25/2015,"Aerotek, Inc.",Long Beach,121,Layoff Unknown at this time
06/23/2015,09/01/2015,06/29/2015,Merced Transportation Company,Merced,107,Layoff Permanent
06/23/2015,12/31/2015,06/29/2015,E20PEN,San Mateo,54,Closure Permanent
06/24/2015,08/31/2015,06/29/2015,University of Phoenix,San Francisco,14,Layoff Permanent
06/25/2015,08/24/2015,06/29/2015,"Intuit, Inc.",San Francisco,6,Layoff Permanent
06/25/2015,08/24/2015,06/29/2015,"Intuit, Inc.",Woodland Hills,4,Layoff Permanent
06/26/2015,07/31/2015,06/29/2015,LongView International Technology,Laguna Niguel,500,Layoff Unknown at this time
06/26/2015,12/31/2015,06/29/2015,Precision Specialty Metals,Los Angeles,61,Closure Unknown at this time
06/24/2015,08/19/2015,06/30/2015,"SureFire, LLC",Fountain Valley,1,Layoff Permanent
06/24/2015,08/19/2015,06/30/2015,"SureFire, LLC",Fountain Valley,14,Layoff Permanent
06/24/2015,08/19/2015,06/30/2015,"SureFire, LLC",Fountain Valley,26,Layoff Permanent
06/24/2015,08/19/2015,06/30/2015,"SureFire, LLC",Fountain Valley,45,Layoff Permanent
06/24/2015,08/19/2015,06/30/2015,"SureFire, LLC",Santa Ana,2,Layoff Permanent
06/24/2015,08/19/2015,06/30/2015,"SureFire, LLC",Santa Ana,10,Layoff Permanent
06/25/2015,08/24/2015,06/30/2015,"Intuit, Inc.",Menlo Park,27,Layoff Permanent
06/25/2015,08/24/2015,06/30/2015,"Intuit, Inc.",Mountain View,13,Layoff Permanent
06/25/2015,08/24/2015,06/30/2015,"Intuit, Inc.",San Diego,11,Layoff Permanent
06/25/2015,08/24/2015,06/30/2015,"Intuit, Inc.",San Francisco,86,Layoff Permanent
06/25/2015,08/24/2015,06/30/2015,"Intuit, Inc.",Santa Monica,49,Closure Permanent
06/25/2015,08/24/2015,06/30/2015,"Intuit, Inc.",Venice,11,Closure Permanent
06/29/2015,08/28/2015,06/30/2015,"Safeway, Inc.",Pleasanton,18,Layoff Unknown at this time
06/30/2015,07/22/2015,06/30/2015,Medtronic Ablation Frontiers LLC,Carlsbad,50,Closure Permanent
"Summary by
Month",Notices,"Employees
Affected","Permanent
Layoff","Temporary
Layoff","Not Identified
Layoff","Permanent
Closure","Temporary
Closure",Not Identified Closure
January 2015,61,"4,993",25,2,9,21,0,4
February 2015,57,"6,179",30,1,8,13,2,3
March 2015,81,"4,955",53,8,9,8,2,1
April 2015,116,"8,268",22,2,18,71,0,3
May 2015,68,"3,973",28,3,7,26,0,4
June 2015,54,"3,185",31,0,8,11,0,4
July 2014,49,"7,178",33,0,2,11,1,2
August 2014,41,"3,921",25,1,9,6,0,0
September 2014,61,"5,642",32,3,5,18,0,3
October 2014,70,"6,255",41,2,11,13,3,0
November 2014,57,"2,580",44,0,3,7,1,2
December 2014,54,"4,362",22,2,12,15,1,2
Total,769,"61,491",386,24,101,220,10,28
