notice_date,effective_date,received_date,company,city,employees,layoff_closure
01/25/2016,0  3  / 2  5  / 2  0  16,0  1  / 2  5  / 2  0  16,Allianz Global Risks US Insurance,Petaluma,38,Layoff Permanent
01/25/2016,0  3  / 3  1  / 2  0  16,0  1  / 2  5  / 2  0  16,EXP Pharmaceutical Services Corp.,Fremont,111,Closure Permanent
01/12/2016,0  3  / 1  3  / 2  0  16,0  1  / 2  6  / 2  0  16,Kmart,Anaheim,107,Closure Permanent
01/12/2016,0  3  / 1  3  / 2  0  16,0  1  / 2  6  / 2  0  16,Kmart,Chula Vista,103,Closure Permanent
01/12/2016,0  4  / 0  3  / 2  0  16,0  1  / 2  6  / 2  0  16,Kmart,Citrus Heights,86,Closure Permanent
01/22/2016,0  3  / 2  5  / 2  0  16,0  1  / 2  6  / 2  0  16,Boeing Company,El Segundo,6,Layoff Unknown at this time
01/22/2016,0  3  / 2  5  / 2  0  16,0  1  / 2  6  / 2  0  16,Boeing Company,Huntington Beach,15,Layoff Unknown at this time
01/22/2016,0  3  / 2  5  / 2  0  16,0  1  / 2  6  / 2  0  16,Boeing Company,Long Beach,11,Layoff Unknown at this time
01/25/2016,0  3  / 2  5  / 2  0  16,0  1  / 2  6  / 2  0  16,Sierra Pacific Industries,Arcata,125,Closure Permanent
01/26/2016,0  1  / 2  6  / 2  0  16,0  1  / 2  6  / 2  0  16,Pearson Education,San Francisco,34,Layoff Unknown at this time
01/26/2016,0  3  / 2  8  / 2  0  16,0  1  / 2  6  / 2  0  16,Ditech Financial LLC.,Costa Mesa,87,Closure Permanent
01/26/2016,0  3  / 2  8  / 2  0  16,0  1  / 2  6  / 2  0  16,"SPX FLOW, Inc.",Modesto,8,Closure Permanent
01/26/2016,0  3  / 2  8  / 2  0  16,0  1  / 2  6  / 2  0  16,"VMware, Inc.",Palo Alto,170,Layoff Permanent
01/27/2016,0  3  / 2  9  / 2  0  16,0  1  / 2  7  / 2  0  16,VSE Corporation,Barstow,40,Layoff Permanent
01/27/2016,0  3  / 2  9  / 2  0  16,0  1  / 2  7  / 2  0  16,VSE Corporation,Jolon,70,Layoff Permanent
01/26/2016,0  3  / 2  8  / 2  0  16,0  1  / 2  8  / 2  0  16,Eaton's Cooper Lighting,Richmond,47,Closure Permanent
01/27/2016,0  3  / 2  9  / 2  0  16,0  1  / 2  8  / 2  0  16,VSE Corporation,Los Alamitos,1,Layoff Permanent
01/27/2016,0  3  / 2  9  / 2  0  16,0  1  / 2  8  / 2  0  16,VSE Corporation,Mountain View,2,Layoff Permanent
01/27/2016,0  3  / 2  9  / 2  0  16,0  1  / 2  8  / 2  0  16,VSE Corporation,Riverside,1,Layoff Permanent
01/27/2016,0  3  / 2  9  / 2  0  16,0  1  / 2  8  / 2  0  16,VSE Corporation,Van Nuys,1,Layoff Permanent
01/26/2016,0  4  / 0  1  / 2  0  16,0  1  / 2  9  / 2  0  16,"Rockwell Collins, Inc.",Poway,2,Layoff Unknown at this time
01/29/2016,0  3  / 2  9  / 2  0  16,0  1  / 2  9  / 2  0  16,"Hub City Terminals, Inc.",Brea,12,Closure Permanent
01/29/2016,0  3  / 3  1  / 2  0  16,0  1  / 2  9  / 2  0  16,"Hub Group Trucking, Inc.",Ontario,131,Closure Permanent
01/29/2016,0  3  / 3  1  / 2  0  16,0  1  / 2  9  / 2  0  16,"Toshiba America Electronic Components,",Livermore,50,Closure Permanent
01/29/2016,0  3  / 3  1  / 2  0  16,0  1  / 2  9  / 2  0  16,"Urban Fulfillment Services, LLC",Westlake Village,192,Closure Permanent
01/25/2016,0  3  / 3  1  / 2  0  16,0  2  / 0  1  / 2  0  16,Cardinal Health,Elk Grove,58,Layoff Permanent
01/25/2016,0  3  / 3  1  / 2  0  16,0  2  / 0  1  / 2  0  16,Cardinal Health,Valencia,15,Layoff Permanent
01/28/2016,0  4  / 0  1  / 2  0  16,0  2  / 0  1  / 2  0  16,Westin St. Francis,San Francisco,52,Closure Permanent
02/01/2016,0  4  / 0  4  / 2  0  16,0  2  / 0  1  / 2  0  16,"Practice Fusion, Inc.",San Francisco,74,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,Costa Mesa,2,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,El Dorado Hills,137,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,El Segundo,9,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,Lodi,99,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,Ontario,2,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,Rancho Cordova,55,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,Redding,10,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,Sacramento,3,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,San Diego,3,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,San Francisco,78,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,San Jose,1,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,Walnut Creek,1,Layoff Permanent
01/28/2016,0  3  / 2  8  / 2  0  16,0  2  / 0  2  / 2  0  16,Blue Shield of California,Woodland Hills,60,Layoff Permanent
01/29/2016,0  3  / 3  1  / 2  0  16,0  2  / 0  2  / 2  0  16,Broadcom and Avago,Irvine,689,Layoff Permanent
01/29/2016,0  3  / 3  1  / 2  0  16,0  2  / 0  2  / 2  0  16,Broadcom and Avago,San Jose,33,Layoff Permanent
01/29/2016,0  3  / 3  1  / 2  0  16,0  2  / 0  2  / 2  0  16,Broadcom and Avago,Santa Clara,147,Layoff Permanent
02/01/2016,0  4  / 0  1  / 2  0  16,0  2  / 0  2  / 2  0  16,Moog Inc.,Milpitas,22,Layoff Permanent
01/29/2016,0  4  / 0  1  / 2  0  16,0  2  / 0  3  / 2  0  16,Boeing Company,El Segundo,25,Layoff Unknown at this time
01/29/2016,0  4  / 0  1  / 2  0  16,0  2  / 0  3  / 2  0  16,Boeing Company,Huntington Beach,15,Layoff Unknown at this time
02/01/2016,0  3  / 3  1  / 2  0  16,0  2  / 0  3  / 2  0  16,United Technologies Corporation,San Diego,103,Closure Permanent
02/01/2016,0  4  / 0  3  / 2  0  16,0  2  / 0  3  / 2  0  16,Bon Appetit Management Company,San Francisco,79,Closure Permanent
02/02/2016,0  4  / 0  1  / 2  0  16,0  2  / 0  3  / 2  0  16,"Forever 21 Retail, Inc.",Hanford,51,Closure Permanent
02/02/2016,0  4  / 0  1  / 2  0  16,0  2  / 0  3  / 2  0  16,"Forever 21 Retail, Inc.",Yuba City,56,Closure Permanent
02/02/2016,0  4  / 0  5  / 2  0  16,0  2  / 0  3  / 2  0  16,Freeport-McMoRan Oil & Gas LLC,Orcutt,64,Layoff Permanent
02/04/2016,0  2  / 1  9  / 2  0  16,0  2  / 0  4  / 2  0  16,"VF Contemporary Brands, Inc.",Vernon,73,Closure Permanent
02/02/2016,0  4  / 1  0  / 2  0  16,0  2  / 0  5  / 2  0  16,"Autodesk, Inc.",San Francisco,71,Layoff Permanent
02/02/2016,0  4  / 1  0  / 2  0  16,0  2  / 0  5  / 2  0  16,"Autodesk, Inc.",San Rafael,48,Layoff Permanent
02/04/2016,0  4  / 0  4  / 2  0  16,0  2  / 0  8  / 2  0  16,Visiting Nurse Association of the Inland,Victorville,78,Closure Permanent
02/08/2016,0  4  / 0  8  / 2  0  16,0  2  / 0  8  / 2  0  16,Albertsons Companies,Pleasanton,24,Layoff Unknown at this time
01/28/2016,0  1  / 2  8  / 2  0  16,0  2  / 0  9  / 2  0  16,"Space Systems/Loral, LLC",Palo Alto,122,Layoff Permanent
02/03/2016,0  2  / 0  4  / 2  0  16,0  2  / 0  9  / 2  0  16,"B&H Education Holdings, LLC & B&H",Whittier,73,Closure Permanent
02/03/2016,0  4  / 0  9  / 2  0  16,0  2  / 0  9  / 2  0  16,JCPenney,Cupertino,147,Closure Permanent
02/08/2016,0  4  / 0  8  / 2  0  16,0  2  / 0  9  / 2  0  16,"Inland Early Steps Services, Inc.",Corona,79,Closure Permanent
02/05/2016,0  4  / 0  1  / 2  0  16,0  2  / 1  0  / 2  0  16,UTi,Long Beach,64,Closure Permanent
02/10/2016,0  4  / 1  1  / 2  0  16,0  2  / 1  0  / 2  0  16,Yahoo! Inc.,Sunnyvale,107,Layoff Permanent
02/08/2016,0  4  / 0  8  / 2  0  16,0  2  / 1  2  / 2  0  16,Southern California Edison Company,Rosemead,48,Layoff Permanent
02/12/2016,0  4  / 1  5  / 2  0  16,0  2  / 1  2  / 2  0  16,Kraft Heinz Foods Company,San Leandro,117,Closure Permanent
02/12/2016,0  6  / 1  5  / 2  0  16,0  2  / 1  2  / 2  0  16,Pinecrest Schools,Canyon Country,24,Closure Permanent
02/12/2016,0  6  / 1  5  / 2  0  16,0  2  / 1  2  / 2  0  16,Pinecrest Schools,Moorpark,118,Closure Permanent
02/12/2016,0  6  / 1  5  / 2  0  16,0  2  / 1  2  / 2  0  16,Pinecrest Schools,Woodland Hills,71,Closure Permanent
02/11/2016,0  1  / 2  2  / 2  0  16,0  2  / 1  6  / 2  0  16,HP Inc.,Palo Alto,74,Layoff Permanent
02/11/2016,0  2  / 1  0  / 2  0  16,0  2  / 1  6  / 2  0  16,Symantec Corporation,Mountain View,6,Layoff Permanent
02/11/2016,0  4  / 1  7  / 2  0  16,0  2  / 1  6  / 2  0  16,"The Ritz-Carlton, Lake Tahoe",Truckee,253,Closure Temporary
02/12/2016,0  2  / 1  8  / 2  0  16,0  2  / 1  6  / 2  0  16,"Toshiba America Information Systems,",Irvine,7,Layoff Permanent
02/15/2016,0  4  / 1  8  / 2  0  16,0  2  / 1  6  / 2  0  16,"SK Textile, Inc.",Vernon,51,Closure Permanent
02/16/2016,0  4  / 1  8  / 2  0  16,0  2  / 1  6  / 2  0  16,Odwalla Inc.,Dinuba,164,Closure Permanent
02/12/2016,0  4  / 1  2  / 2  0  16,0  2  / 1  7  / 2  0  16,"TangoMe, Inc.",Mountain View,53,Layoff Permanent
02/17/2016,0  4  / 1  8  / 2  0  16,0  2  / 1  7  / 2  0  16,Yahoo! Inc.,Burbank,90,Closure Permanent
02/17/2016,0  4  / 1  8  / 2  0  16,0  2  / 1  7  / 2  0  16,Yahoo! Inc.,Los Angeles,60,Layoff Permanent
02/17/2016,0  4  / 1  8  / 2  0  16,0  2  / 1  7  / 2  0  16,Yahoo! Inc.,San Francisco,45,Layoff Permanent
02/17/2016,0  4  / 1  8  / 2  0  16,0  2  / 1  7  / 2  0  16,Yahoo! Inc.,Sunnyvale,127,Layoff Permanent
02/15/2016,0  2  / 2  6  / 2  0  16,0  2  / 1  8  / 2  0  16,Valley Fine Foods,Benicia,94,Closure Permanent
02/16/2016,0  4  / 1  7  / 2  0  16,0  2  / 1  8  / 2  0  16,California Resources Corporation,Bakersfield,74,Layoff Permanent
02/17/2016,0  4  / 1  8  / 2  0  16,0  2  / 1  8  / 2  0  16,"Pacific Harvest, Inc.",Guadalupe,75,Layoff Permanent
02/12/2016,0  2  / 0  9  / 2  0  16,0  2  / 2  2  / 2  0  16,BAE SYSTEMS,San Francisco,2,Layoff Temporary
02/12/2016,0  2  / 0  9  / 2  0  16,0  2  / 2  2  / 2  0  16,BAE SYSTEMS,San Francisco,228,Layoff Temporary
02/19/2016,0  4  / 1  9  / 2  0  16,0  2  / 2  2  / 2  0  16,Brake Parts Inc.,Chowchilla,111,Layoff Permanent
02/19/2016,0  4  / 1  9  / 2  0  16,0  2  / 2  2  / 2  0  16,Vintage Estates,Yountville,326,Layoff Permanent
02/22/2016,0  4  / 2  7  / 2  0  16,0  2  / 2  2  / 2  0  16,"BCBG Max Azria Group, LLC",Vernon,71,Layoff Permanent
02/18/2016,0  7  / 3  1  / 2  0  16,0  2  / 2  3  / 2  0  16,Mallinckrodt Pharmaceuticals,Hayward,43,Closure Permanent
02/22/2016,0  3  / 3  1  / 2  0  16,0  2  / 2  3  / 2  0  16,Kabam LA,Los Angeles,1,Layoff Permanent
02/22/2016,0  3  / 3  1  / 2  0  16,0  2  / 2  3  / 2  0  16,"Kabam, Inc.",San Francisco,75,Layoff Permanent
02/23/2016,0  4  / 2  5  / 2  0  16,0  2  / 2  3  / 2  0  16,TGI Friday's,Laguna Niguel,51,Closure Permanent
02/18/2016,0  3  / 3  1  / 2  0  16,0  2  / 2  4  / 2  0  16,"Freedom Communications, Inc.",Santa Ana,969,Layoff Unknown at this time
02/18/2016,0  4  / 1  8  / 2  0  16,0  2  / 2  4  / 2  0  16,"Maslow Media Group, Inc.",Culver City,2,Layoff Permanent
02/18/2016,0  4  / 1  8  / 2  0  16,0  2  / 2  4  / 2  0  16,"Maslow Media Group, Inc.",Los Angeles,19,Layoff Permanent
02/18/2016,0  4  / 1  8  / 2  0  16,0  2  / 2  4  / 2  0  16,"Maslow Media Group, Inc.",San Francisco,17,Layoff Permanent
02/19/2016,0  4  / 2  2  / 2  0  16,0  2  / 2  4  / 2  0  16,Boeing Company,El Segundo,45,Layoff Unknown at this time
02/19/2016,0  4  / 2  2  / 2  0  16,0  2  / 2  4  / 2  0  16,Boeing Company,Huntington Beach,44,Layoff Unknown at this time
02/19/2016,0  4  / 2  2  / 2  0  16,0  2  / 2  4  / 2  0  16,Boeing Company,Long Beach,3,Layoff Unknown at this time
01/25/2016,0  4  / 0  1  / 2  0  16,0  2  / 2  5  / 2  0  16,Imagine Communications Corp.,Sunnyvale,50,Closure Permanent
02/23/2016,0  4  / 2  5  / 2  0  16,0  2  / 2  5  / 2  0  16,Sutter Central Valley Hospitals dba,Modesto,96,Layoff Unknown at this time
02/26/2016,0  4  / 2  5  / 2  0  16,0  2  / 2  6  / 2  0  16,"Xerox Business Services, LLC",Bakersfield,15,Layoff Permanent
02/24/2016,0  5  / 0  4  / 2  0  16,0  2  / 2  9  / 2  0  16,Pacific Bell Telephone Company,Tustin,121,Layoff Permanent
02/26/2016,0  2  / 2  9  / 2  0  16,0  2  / 2  9  / 2  0  16,"YourPeople, Inc. d/b/a Zenefits FTW",San Francisco,83,Layoff Permanent
02/26/2016,0  4  / 2  9  / 2  0  16,0  2  / 2  9  / 2  0  16,Direct Energy,Corona,47,Closure Unknown at this time
02/22/2016,0  4  / 2  9  / 2  0  16,0  3  / 0  1  / 2  0  16,"Investor's Business Daily, Inc.",Coto De Caza,1,Layoff Permanent
02/22/2016,0  4  / 2  9  / 2  0  16,0  3  / 0  1  / 2  0  16,"Investor's Business Daily, Inc.",Los Angeles,43,Layoff Permanent
02/22/2016,0  4  / 2  9  / 2  0  16,0  3  / 0  1  / 2  0  16,"Investor's Business Daily, Inc.",San Diego,1,Layoff Permanent
02/22/2016,0  4  / 2  9  / 2  0  16,0  3  / 0  1  / 2  0  16,"Investor's Business Daily, Inc.",Sunnyvale,3,Layoff Permanent
02/22/2016,0  4  / 2  9  / 2  0  16,0  3  / 0  1  / 2  0  16,"Investor's Business Daily, Inc.",Valencia,1,Layoff Permanent
02/29/2016,0  3  / 0  1  / 2  0  16,0  3  / 0  1  / 2  0  16,TiVo Inc.,San Jose,52,Layoff Permanent
03/01/2016,0  3  / 0  1  / 2  0  16,0  3  / 0  1  / 2  0  16,SurveyMonkey Inc.,Palo Alto,57,Layoff Permanent
03/01/2016,0  4  / 3  0  / 2  0  16,0  3  / 0  1  / 2  0  16,National Oilwell Varco,Orange,232,Layoff Permanent
03/01/2016,0  5  / 0  1  / 2  0  16,0  3  / 0  2  / 2  0  16,Baxalta U.S. Inc.,Los Angeles,139,Layoff Permanent
03/01/2016,0  5  / 0  1  / 2  0  16,0  3  / 0  2  / 2  0  16,Baxalta U.S. Inc.,Thousand Oaks,100,Layoff Permanent
03/01/2016,0  4  / 3  0  / 2  0  16,0  3  / 0  3  / 2  0  16,"NetApp, Inc.",Sunnyvale,376,Layoff Permanent
03/04/2016,0  5  / 0  3  / 2  0  16,0  3  / 0  4  / 2  0  16,"Southern Home Care Services, Inc.",San Leandro,123,Closure Permanent
03/07/2016,0  5  / 0  6  / 2  0  16,0  3  / 0  7  / 2  0  16,"Barnes & Noble College Booksellers, LLC",Mountain View,40,Closure Permanent
02/17/2016,0  4  / 1  5  / 2  0  16,0  3  / 0  8  / 2  0  16,Circor Inc.,Corona,64,Closure Permanent
02/26/2016,0  5  / 0  4  / 2  0  16,0  3  / 0  8  / 2  0  16,Envoy Air,Palm Springs,52,Closure Permanent
03/01/2016,0  5  / 1  3  / 2  0  16,0  3  / 0  8  / 2  0  16,City National Bank,Los Angeles,5,Closure Permanent
03/01/2016,0  5  / 3  1  / 2  0  16,0  3  / 0  8  / 2  0  16,Memorial Health Services,San Clemente,194,Closure Permanent
03/08/2016,0  3  / 1  1  / 2  0  16,0  3  / 0  9  / 2  0  16,Lyra Sound Inc.,Cypress,4,Closure Temporary
03/08/2016,1  1  / 1  1  / 2  0  16,0  3  / 1  0  / 2  0  16,Corning Incorporated,Union City,193,Closure Permanent
03/01/2016,0  5  / 0  6  / 2  0  16,0  3  / 1  1  / 2  0  16,Pacific Bell Telephone Company,Tustin,3,Layoff Permanent
03/10/2016,0  5  / 1  3  / 2  0  16,0  3  / 1  1  / 2  0  16,"Carbine, LLC",Aliso Viejo,18,Layoff Unknown at this time
03/10/2016,0  3  / 1  1  / 2  0  16,0  3  / 1  4  / 2  0  16,"NC Interactive, LLC",Aliso Viejo,11,Layoff Permanent
03/12/2016,0  4  / 1  0  / 2  0  16,0  3  / 1  4  / 2  0  16,"GMRI, Inc. dba Seasons 52",Santa Monica,70,Closure Permanent
03/15/2016,0  5  / 1  5  / 2  0  16,0  3  / 1  5  / 2  0  16,Georgia-Pacific Gypsum LLC,San Leandro,65,Closure Permanent
02/29/2016,0  1  / 0  1  / 2  0  16,0  3  / 1  8  / 2  0  16,"Alma Farms, LLC",Camarillo,73,Closure Permanent
03/14/2016,0  3  / 3  1  / 2  0  16,0  3  / 1  8  / 2  0  16,McKesson Corporation,San Francisco,158,Layoff Permanent
03/18/2016,0  5  / 1  7  / 2  0  16,0  3  / 2  1  / 2  0  16,"Williams-Sonoma, Inc.",Brisbane,3,Layoff Permanent
03/18/2016,0  5  / 1  7  / 2  0  16,0  3  / 2  1  / 2  0  16,"Williams-Sonoma, Inc.",Richmond,1,Layoff Permanent
03/18/2016,0  5  / 1  7  / 2  0  16,0  3  / 2  1  / 2  0  16,"Williams-Sonoma, Inc.",San Francisco,74,Layoff Permanent
03/18/2016,0  5  / 1  8  / 2  0  16,0  3  / 2  1  / 2  0  16,"Collection Technology, Inc.",Monterey Park,4,Closure Permanent
03/18/2016,0  5  / 1  8  / 2  0  16,0  3  / 2  1  / 2  0  16,"Collection Technology, Inc.",Rancho,51,Layoff Permanent
03/03/2016,0  6  / 3  0  / 2  0  16,0  3  / 2  2  / 2  0  16,"TransitAmerica Services, Inc.",Camp Pendleton,30,Layoff Permanent
03/21/2016,0  5  / 2  2  / 2  0  16,0  3  / 2  2  / 2  0  16,"Paris Precision, LLC",Paso Robles,130,Layoff Unknown at this time
03/22/2016,0  3  / 2  2  / 2  0  16,0  3  / 2  2  / 2  0  16,ZETA Communities,Mcclellan,122,Closure Permanent
03/15/2016,0  3  / 1  0  / 2  0  16,0  3  / 2  3  / 2  0  16,"Mycom North America, Inc.",Santa Fe Springs,4,Closure Permanent
03/18/2016,0  5  / 2  0  / 2  0  16,0  3  / 2  3  / 2  0  16,Boeing Company,El Segundo,26,Layoff Unknown at this time
03/18/2016,0  5  / 2  0  / 2  0  16,0  3  / 2  3  / 2  0  16,Boeing Company,Huntington Beach,23,Layoff Unknown at this time
03/21/2016,0  5  / 2  7  / 2  0  16,0  3  / 2  3  / 2  0  16,"Rockwell Collins, Inc.",Poway,2,Layoff Unknown at this time
03/22/2016,0  5  / 1  5  / 2  0  16,0  3  / 2  8  / 2  0  16,Osha Thai,San Francisco,62,Closure Temporary
03/23/2016,0  5  / 3  1  / 2  0  16,0  3  / 2  9  / 2  0  16,Standard Parking Corporation,Los Angeles,430,Closure Permanent
03/25/2016,0  5  / 3  1  / 2  0  16,0  3  / 2  9  / 2  0  16,"Live Nation Entertainment, Inc.",Anaheim,300,Closure Permanent
03/28/2016,0  5  / 3  1  / 2  0  16,0  3  / 2  9  / 2  0  16,"Northrop Grumman Technology Services,",Fort Irwin,483,Layoff Permanent
03/29/2016,0  5  / 3  0  / 2  0  16,0  3  / 3  0  / 2  0  16,"APN, LLC",Oakland,19,Layoff Permanent
03/29/2016,0  5  / 3  0  / 2  0  16,0  3  / 3  0  / 2  0  16,"IAC Search & Media, Inc.",Oakland,11,Layoff Permanent
03/29/2016,0  5  / 3  0  / 2  0  16,0  3  / 3  0  / 2  0  16,"IAC Search & Media, Inc.",Pasadena,4,Layoff Permanent
03/29/2016,0  5  / 3  0  / 2  0  16,0  3  / 3  0  / 2  0  16,"Mindspark Interactive Network, Inc.",Oakland,3,Layoff Permanent
03/28/2016,0  5  / 0  4  / 2  0  16,0  4  / 0  1  / 2  0  16,Triangle Brass Manufacturing Company,Los Angeles,55,Closure Permanent
03/31/2016,0  5  / 3  1  / 2  0  16,0  4  / 0  1  / 2  0  16,International Business Machines,San Jose,109,Layoff Permanent
04/01/2016,0  6  / 2  4  / 2  0  16,0  4  / 0  1  / 2  0  16,City National Bank,Los Angeles,7,Closure Permanent
03/30/2016,0  5  / 3  0  / 2  0  16,0  4  / 0  4  / 2  0  16,ICDC College,Huntington Park,244,Closure Permanent
03/30/2016,0  6  / 0  5  / 2  0  16,0  4  / 0  4  / 2  0  16,"Schenker, Inc",Ontario,52,Closure Unknown at this time
04/01/2016,0  6  / 1  0  / 2  0  16,0  4  / 0  4  / 2  0  16,Lockheed Martin Corporation,San Jose,59,Closure Permanent
03/23/2016,0  5  / 0  3  / 2  0  16,0  4  / 0  5  / 2  0  16,Sony Pictures Entertainment Inc.,Culver City,59,Layoff Permanent
04/04/2016,0  6  / 0  3  / 2  0  16,0  4  / 0  5  / 2  0  16,Safeway Inc. / Albertsons Companies,Pleasanton,3,Layoff Unknown at this time
03/29/2016,0  3  / 2  8  / 2  0  16,0  4  / 0  6  / 2  0  16,BAE SYSTEMS,San Francisco,1,Layoff Temporary
04/05/2016,0  6  / 0  5  / 2  0  16,0  4  / 0  6  / 2  0  16,"Unified Grocers, Inc.",Los Angeles,132,Closure Permanent
03/29/2016,0  3  / 2  8  / 2  0  16,0  4  / 0  7  / 2  0  16,BAE SYSTEMS,San Francisco,154,Layoff Temporary
04/05/2016,0  6  / 1  0  / 2  0  16,0  4  / 0  7  / 2  0  16,"Rockwell Collins, Inc.",Poway,1,Closure Permanent
04/06/2016,0  4  / 0  6  / 2  0  16,0  4  / 0  7  / 2  0  16,Abbott Vascular,Temecula,131,Layoff Permanent
04/06/2016,0  6  / 0  6  / 2  0  16,0  4  / 0  7  / 2  0  16,"BlackRock, Inc.",San Francisco,64,Layoff Permanent
04/07/2016,0  6  / 1  3  / 2  0  16,0  4  / 0  7  / 2  0  16,Chevron,Bakersfield,98,Layoff Permanent
04/07/2016,0  4  / 3  0  / 2  0  16,0  4  / 0  8  / 2  0  16,PULAU Corporation,Fort Irwin,91,Layoff Permanent
04/08/2016,0  6  / 1  9  / 2  0  16,0  4  / 1  1  / 2  0  16,"Kohl's Department Stores, Inc.",Cypress,89,Closure Permanent
04/08/2016,0  6  / 1  9  / 2  0  16,0  4  / 1  1  / 2  0  16,"Kohl's Department Stores, Inc.",Rancho Cordova,91,Closure Permanent
04/08/2016,0  6  / 1  9  / 2  0  16,0  4  / 1  1  / 2  0  16,"Kohl's Department Stores, Inc.",San Diego,81,Closure Permanent
04/08/2016,0  6  / 1  9  / 2  0  16,0  4  / 1  1  / 2  0  16,"Kohl's Department Stores, Inc.",San Jose,91,Closure Permanent
04/08/2016,0  6  / 1  9  / 2  0  16,0  4  / 1  1  / 2  0  16,"Kohl's Department Stores, Inc.",Santa Ana,92,Closure Permanent
04/08/2016,0  6  / 1  9  / 2  0  16,0  4  / 1  1  / 2  0  16,"Kohl's Department Stores, Inc.",Upland,79,Closure Permanent
04/08/2016,0  6  / 1  9  / 2  0  16,0  4  / 1  2  / 2  0  16,"Kohl's Department Stores, Inc.",Ladera Ranch,75,Closure Permanent
04/08/2016,0  6  / 1  9  / 2  0  16,0  4  / 1  2  / 2  0  16,"Kohl's Department Stores, Inc.",San Gabriel,83,Closure Permanent
04/08/2016,0  6  / 1  9  / 2  0  16,0  4  / 1  2  / 2  0  16,"Kohl's Department Stores, Inc.",West Hills,99,Closure Permanent
04/13/2016,0  6  / 1  3  / 2  0  16,0  4  / 1  3  / 2  0  16,Kubota Tractor Corporation,Torrance,72,Closure Permanent
04/13/2016,0  6  / 3  0  / 2  0  16,0  4  / 1  4  / 2  0  16,"Sage Software, Inc.",Irvine,26,Layoff Permanent
04/14/2016,0  6  / 1  6  / 2  0  16,0  4  / 1  4  / 2  0  16,Sonora Packing Company,Gonzales,176,Closure Permanent
03/31/2016,0  5  / 3  1  / 2  0  16,0  4  / 1  5  / 2  0  16,"Toshiba Logistics America, Inc.",Irvine,4,Layoff Permanent
04/14/2016,0  6  / 1  7  / 2  0  16,0  4  / 1  5  / 2  0  16,"Western Digital Technology, Inc.",San Jose,71,Layoff Permanent
04/15/2016,0  6  / 1  4  / 2  0  16,0  4  / 1  5  / 2  0  16,Sport Chalet LLC,La Canada,37,Closure Permanent
04/15/2016,0  6  / 1  4  / 2  0  16,0  4  / 1  5  / 2  0  16,Sport Chalet LLC,La Canada,66,Closure Permanent
04/15/2016,0  6  / 1  4  / 2  0  16,0  4  / 1  5  / 2  0  16,Sport Chalet LLC,Ontario,82,Closure Permanent
04/15/2016,0  6  / 1  4  / 2  0  16,0  4  / 1  5  / 2  0  16,Sport Chalet LLC,Palmdale,59,Closure Permanent
04/15/2016,0  6  / 1  4  / 2  0  16,0  4  / 1  5  / 2  0  16,Sport Chalet LLC,San Diego,67,Closure Permanent
04/15/2016,0  6  / 1  4  / 2  0  16,0  4  / 1  5  / 2  0  16,Sport Chalet LLC,West Hills,56,Closure Permanent
04/15/2016,0  6  / 1  5  / 2  0  16,0  4  / 1  5  / 2  0  16,"Terex USA, LLC",Stockton,51,Layoff Permanent
04/14/2016,0  6  / 3  0  / 2  0  16,0  4  / 1  8  / 2  0  16,First Student,Santa Rosa,131,Closure Permanent
04/14/2016,0  6  / 3  0  / 2  0  16,0  4  / 1  8  / 2  0  16,First Student,Yucca Valley,71,Closure Permanent
04/15/2016,0  6  / 1  9  / 2  0  16,0  4  / 1  8  / 2  0  16,Burke Williams Day Spa,Los Angeles,101,Closure Temporary
04/14/2016,0  6  / 3  0  / 2  0  16,0  4  / 1  9  / 2  0  16,First Student,Santa Rosa,5,Closure Permanent
04/14/2016,0  6  / 3  0  / 2  0  16,0  4  / 1  9  / 2  0  16,First Student,Yucca Valley,5,Closure Permanent
04/18/2016,0  6  / 1  5  / 2  0  16,0  4  / 2  1  / 2  0  16,Veritas Technologies LLC,Mountain View,6,Layoff Permanent
