doc_seq_no,expenditure_type,gub_account_type,gub_elec_type,page_no,expense_id,detail_id,doc_stmnt_year,doc_type_desc,com_legal_name,common_name,cfr_com_id,com_type,schedule_desc,exp_desc,purpose,extra_desc,f_name,lname_or_org,address,city,state,zip,exp_date,amount,state_loc,supp_opp,can_or_ballot,,county,debt_payment,vend_name,vend_addr,vend_city,vend_state,vend_zip,gotv_ink_ind,fundraiser,RUNTIME: 04-07-2022 07:37:39
519222,1B, , ,0,500173125,0,2022,ANNUAL CS,COMMITTEE TO ELECT DAVID LAGRAND,COMMITTEE TO ELECT DAVID LAGRAND,517249,CAN,DIRECT,,BANK FEES,,,GRAND RIVER BANK                    ,4471 WILSON AVE SW,GRANDVILLE          ,MI,49418-2366,10/28/21,250,,,,,,,,,,,,,,
519222,1B, , ,0,500173127,0,2022,ANNUAL CS,COMMITTEE TO ELECT DAVID LAGRAND,COMMITTEE TO ELECT DAVID LAGRAND,517249,CAN,DIRECT,,BANK FEES,,,GRAND RIVER BANK                    ,4471 WILSON AVE SW,GRANDVILLE          ,MI,49418-2366,10/27/21,500,,,,,,,,,,,,,,
519222,1B, , ,0,500174710,0,2022,ANNUAL CS,COMMITTEE TO ELECT DAVID LAGRAND,COMMITTEE TO ELECT DAVID LAGRAND,517249,CAN,DIRECT,,WEBSITE DOMAIN,,,GODADDY                             ,14455 N HAYDEN RD STE 219,SCOTTSDALE          ,AZ,85260-6993,10/27/21,115,,,,,,,,,,,,,,
519226,1B, , ,0,4371,0,2022,JANUARY QUARTERLY CS,WITWER FOR MICHIGAN,WITWER FOR MICHIGAN,519235,IND,DIRECT,EQUIPMENT LEASE OR PURCHASE,PRINTER,,,BEST BUY                            ,5216 W SAGINAW HWY,LANSING             ,MI,48917-0000,12/20/21,1006.99,,,,,,,,,,,,,,
519226,1B, , ,0,4373,0,2022,JANUARY QUARTERLY CS,WITWER FOR MICHIGAN,WITWER FOR MICHIGAN,519235,IND,DIRECT,CAMPAIGN RELATED GIFTS,FUNERAL REMEMBRANCE,,,DELTA FLOWERS                       ,8741 W SAGINAW HWY STE M,LANSING             ,MI,48917-0000,12/9/21,122.43,,,,,,,,,,,,,,
519226,1B, , ,0,4375,0,2022,JANUARY QUARTERLY CS,WITWER FOR MICHIGAN,WITWER FOR MICHIGAN,519235,IND,DIRECT,FOOD EXPENSES,FOOD FOR VOLUNTEERS,,,JERSEY GIANT SUBS!                  ,3700 W SAGINAW ST #2,LANSING             ,MI,48917-0000,11/19/21,134.07,,,,,,,,,,,,,,
519226,1B, , ,0,4379,0,2022,JANUARY QUARTERLY CS,WITWER FOR MICHIGAN,WITWER FOR MICHIGAN,519235,IND,DIRECT,CAMPAIGN OFFICE EXPENSE,OFFICE SUPPLIES,,,MEIJER                              ,5125 W SAGINAW HWY,LANSING             ,MI,48917-0000,11/19/21,230.29,,,,,,,,,,,,,,
519226,1B, , ,0,4386,0,2022,JANUARY QUARTERLY CS,WITWER FOR MICHIGAN,WITWER FOR MICHIGAN,519235,IND,DIRECT,"CONSULTATION, RESEARCH",CONSULTING,,SOPHIA              ,RISHAR                              ,1142 RUNWAY BAY DR APT 3C,LANSING             ,MI,48917-0000,12/21/21,500,,,,,,,,,,,,,,
519226,1B, , ,0,4388,0,2022,JANUARY QUARTERLY CS,WITWER FOR MICHIGAN,WITWER FOR MICHIGAN,519235,IND,DIRECT,INDEPENDENT CONTRACTORS,CONSULTING,,JOCI                ,MCMICHAEL                           ,1095 DOUGLAS RD,BRONSON             ,MI,49028-0000,12/16/21,500,,,,,,,,,,,,,,
519226,1B, , ,0,4390,0,2022,JANUARY QUARTERLY CS,WITWER FOR MICHIGAN,WITWER FOR MICHIGAN,519235,IND,DIRECT,SUBSCRIPTIONS,MEMBERSHIP FEES,,,DELTA WAVERLY ROTARY CLUB           ,PO BOX 70042,LANSING             ,MI,48917-0000,12/27/21,180,,,,,,,,,,,,,,
519226,1B, , ,0,4397,0,2022,JANUARY QUARTERLY CS,WITWER FOR MICHIGAN,WITWER FOR MICHIGAN,519235,IND,DIRECT,CAMPAIGN RELATED GIFTS,FUNERAL REMEMBRANCE,,,SPOONFUL OF COMFORT                 ,2405 ORTON CIRCLE,SALT LAKE CITY      ,UT,84119-0000,11/8/21,109.48,,,,,,,,,,,,,,
519226,1B, , ,0,4398,0,2022,JANUARY QUARTERLY CS,WITWER FOR MICHIGAN,WITWER FOR MICHIGAN,519235,IND,DIRECT,DIRECT CONTRIBUTIONS,CONTRIBUTION,,,HOUSE DEMOCRATIC FUND               ,PO BOX 16193,LANSING             ,MI,48901-0000,12/31/21,22750,,,,,,,,,,,,,,
519227,1B, , ,0,4136,0,2022,ANNUAL CS,CTE JAIME GREENE,CTE JAIME GREENE,520193,CAN,DIRECT,,PHONE PURCHASE AND ACTIVATION,,,CRICKET WIRELESS                    ,66759 GRATIOT AVE,RICHMOND            ,MI,48062-0000,12/9/21,65.59,,,,,,,,,,,,,,
519227,1B, , ,0,4138,0,2022,ANNUAL CS,CTE JAIME GREENE,CTE JAIME GREENE,520193,CAN,DIRECT,,WEB HOSTING AND DOMAIN NAME,,,SITEGROUND                          ,901 N. PITT STREET SUITE 325,ALEXANDRIA          ,VA,22314-0000,12/12/21,95.87,,,,,,,,,,,,,,
519227,1B, , ,0,4140,0,2022,ANNUAL CS,CTE JAIME GREENE,CTE JAIME GREENE,520193,CAN,DIRECT,,WEB DESIGN,,,PAULINE TURNER                      ,1500 GLEN WOOD,LEONARD             ,MI,48367-0000,12/12/21,500,,,,,,,,,,,,,,
519231,1B, , ,0,8874,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,1/31/21,197.71,,,,,,,,,,,,,,
519231,1B, , ,0,8875,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,2/28/21,46.02,,,,,,,,,,,,,,
519231,1B, , ,0,8876,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,3/31/21,116.16,,,,,,,,,,,,,,
519231,1B, , ,0,8877,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,4/30/21,209.61,,,,,,,,,,,,,,
519231,1B, , ,0,8878,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,5/31/21,368.2,,,,,,,,,,,,,,
519231,1B, , ,0,8879,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,6/30/21,57.76,,,,,,,,,,,,,,
519231,1B, , ,0,8880,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,7/31/21,56.78,,,,,,,,,,,,,,
519231,1B, , ,0,8881,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,8/31/21,178.65,,,,,,,,,,,,,,
519231,1B, , ,0,8882,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,9/30/21,172.12,,,,,,,,,,,,,,
519231,1B, , ,0,8883,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,10/31/21,784.19,,,,,,,,,,,,,,
519231,1B, , ,0,8884,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,11/30/21,1304.65,,,,,,,,,,,,,,
519231,1B, , ,0,8885,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,12/31/21,85.62,,,,,,,,,,,,,,
519231,1B, , ,0,8890,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,11/30/20,8.35,,,,,,,,,,,,,,
519231,1B, , ,0,8891,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,ANEDOT                              ,1340 POYDRAS ST,NEW ORLEANS         ,LA,70112-0000,12/31/20,57.76,,,,,,,,,,,,,,
519231,1B, , ,0,8893,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,"MAILING,POSTAGE,BULK RATE",POSTAGE,,,FED EX                              ,2080 WHITTAKER RD,YPSILANTI           ,MI,48197-0000,12/31/20,28.7,,,,,,,,,,,,,,
519231,1B, , ,0,8894,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,"MAILING,POSTAGE,BULK RATE",POSTAGE,,,FED EX                              ,2080 WHITTAKER RD,YPSILANTI           ,MI,48197-0000,1/4/21,28.7,,,,,,,,,,,,,,
519231,1B, , ,0,8895,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,"MAILING,POSTAGE,BULK RATE",POSTAGE,,,FED EX                              ,2080 WHITTAKER RD,YPSILANTI           ,MI,48197-0000,1/4/21,28.4,,,,,,,,,,,,,,
519231,1B, , ,0,8896,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,BANK FEE,,,PNC BANK                            ,PO BOX 609,PITTSBURGH          ,PA,15230-0000,12/1/20,3,,,,,,,,,,,,,,
519231,1B, , ,0,8898,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,CHECKS,,,CLARK HILL                          ,1001 PENNSYLVANIA AVE NW,WASHINGTON DC       ,DC,20004-0000,12/3/20,93.52,,,,,,,,,,,,,,
519231,1B, , ,0,8900,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,12/14/20,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,8901,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SEAVER                              ,42651 WOODWARD AVE,BLOOMFIELD HILLS    ,MI,48304-0000,1/4/21,4000,,,,,,,,,,,,,,
519231,1B, , ,0,8902,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,REIMBURSE SUPPLIES,,,PONKOWSKI. ROSANNE                  ,7405 LOCKLIN,WEST BLOOMFIELD     ,MI,48324-0000,1/4/21,178.29,,,,,,,,,,,,,,
519231,1B, , ,0,8903,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,NON-FUND RAISER EVENTS,CONTRACT SERVICE,,STEVEN              ,LOFTIN                              ,2050 CABRIAN DR,FLINT               ,MI,48532-0000,1/8/21,100,,,,,,,,,,,,,,
519231,1B, , ,0,8905,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,NON-FUND RAISER EVENTS,CONTRACT SERVICES,,JESSICA             ,MATNEY                              ,138 S SAGINAW ST,MONTROSE            ,MI,48457-0000,1/8/21,100,,,,,,,,,,,,,,
519231,1B, , ,0,8907,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,NON-FUND RAISER EVENTS,CONTRACT SERVICES,,,SHAMAR NESBITT                      ,1404 SUN TERRACE DR.,FLINT               ,MI,48532-0000,1/8/21,100,,,,,,,,,,,,,,
519231,1B, , ,0,8909,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,1/14/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,8910,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,PRINT ADVERTISING,PRINTING,,,MEDIA AUTHORITY                     ,700 E BIG BEAVER RD,TROY                ,MI,48083-0000,1/15/21,1298.4,,,,,,,,,,,,,,
519231,1B, , ,0,8911,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,COMPUTER COSTS,WEBSITE MAINT,,,VISUAL AUTHORITY                    ,630 NEFF ROAD,GROSSE POINTE       ,MI,48230-0000,1/20/21,823.82,,,,,,,,,,,,,,
519231,1B, , ,0,8912,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,PPE SUPPLIES,,JENNIFER            ,KOZIK                               ,25 VAUGHAN RIDGE RD,BLOOMFIELD          ,MI,48304-0000,1/21/21,53.49,,,,,,,,,,,,,,
519231,1B, , ,0,8912,9018,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,CAMPAIGN OFFICE EXPENSE,PPE,,,GORDON FOODS                        ,4843 CROOKS,ROYAL OAK           ,MI,48073-0000,1/16/21,53.49,,,,,,,,,,,,,,
519231,1B, , ,0,8914,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,2/16/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,8915,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,COMPUTER COSTS,WEBSITE,,,MEDIA AUTHORITY                     ,700 E BIG BEAVER RD,TROY                ,MI,48083-0000,3/1/21,159.98,,,,,,,,,,,,,,
519231,1B, , ,0,8916,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SEAVER                              ,42651 WOODWARD AVE,BLOOMFIELD HILLS    ,MI,48304-0000,3/1/21,2000,,,,,,,,,,,,,,
519231,1B, , ,0,8917,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,3/15/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,8918,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,CONSULTING,,,TURNER STRATEGIES                   ,21320 WOODLAND GLEN DR,NORTHVILLE          ,MI,48167-0000,3/24/21,3350,,,,,,,,,,,,,,
519231,1B, , ,0,8922,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SEAVER                              ,42651 WOODWARD AVE,BLOOMFIELD HILLS    ,MI,48304-0000,4/1/21,2000,,,,,,,,,,,,,,
519231,1B, , ,0,8923,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,4/14/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,8924,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,CAMERA INSTALLATION,,,PULSE COMMUNICATION                 ,3514 FOLEY GLEN DR.,FENTON              ,MI,48430-0000,4/23/21,1000,,,,,,,,,,,,,,
519231,1B, , ,0,8926,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,PAYROLL,,,SUREPAYROLL                         ,2350 RAVINE WAY,GLENVIEW            ,IL,60025-0000,5/14/21,24.98,,,,,,,,,,,,,,
519231,1B, , ,0,8927,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,COMPUTER COSTS,WEB,,,ALPHA Z PRODUCTIONS                 ,28154 LIBERTY DR.,WARREN              ,MI,48092-0000,5/14/21,325,,,,,,,,,,,,,,
519231,1B, , ,0,9020,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,TICKET PURCHASES,REIMBURSE FOR CPAC,,A. ROCKY            ,RACZKOWSKI                          ,3204 MC CLURE DRIVE,TROY                ,MI,48084-0000,2/14/21,577.8,,,,,,,,,,,,,,
519231,1B, , ,0,9021,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CAMPAIGN OFFICE EXPENSE,REIMBURSE FOR SUPPLIES,,A. ROCKY            ,RACZKOWSKI                          ,3204 MC CLURE DRIVE,TROY                ,MI,48084-0000,3/1/21,780.84,,,,,,,,,,,,,,
519231,1B, , ,0,9021,9022,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,CAMPAIGN OFFICE EXPENSE,ENGRAVED PLATE,,,HIGHEST HONOR                       ,34711 DEQUINDRE,TROY                ,MI,48083-0000,1/12/21,55.12,,,,,,,,,,,,,,
519231,1B, , ,0,9021,9024,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,CAMPAIGN OFFICE EXPENSE,SECURITY EQUIPMENT,,,ADI                                 ,263 OLD COUNTRY RD,MELVILLE            ,NY,11747-0000,1/25/21,262.1,,,,,,,,,,,,,,
519231,1B, , ,0,9021,9027,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,CAMPAIGN OFFICE EXPENSE,FURNACE PARTS,,,WIEGAND HEATING & COOLING           ,43750 UTICA RD.,STERLING HTS        ,MI,48314-0000,2/2/21,318,,,,,,,,,,,,,,
519231,1B, , ,0,9021,9029,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,CAMPAIGN OFFICE EXPENSE,FILING FEE,,,LARA                                ,STATE OF MI,,MI,,2/18/21,100,,,,,,,,,,,,,,
519231,1B, , ,0,9021,9031,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,SUPP,FOOD EXPENSES,MEETING,,,RUSTY BUCKET                        ,42874 WOODWARD AVE,BLOOMFIELD HILLS    ,MI,48304-0000,12/28/20,45.62,,,,,,,,,,,,,,
519231,1B, , ,0,9044,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,CONSULTING,,,TURNER STRATEGIES                   ,21320 WOODLAND GLEN DR,NORTHVILLE          ,MI,48167-0000,7/29/21,3350,,,,,,,,,,,,,,
519231,1B, , ,0,9045,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,RENTAL OF FACILITIES,RENTAL,,,SEAVER                              ,42651 WOODWARD AVE,BLOOMFIELD HILLS    ,MI,48304-0000,7/29/21,2250,,,,,,,,,,,,,,
519231,1B, , ,0,9046,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,CONSULTATION,,,TURNER STRATEGIES                   ,21320 WOODLAND GLEN DR,NORTHVILLE          ,MI,48167-0000,6/30/21,3350,,,,,,,,,,,,,,
519231,1B, , ,0,9047,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SEAVER                              ,42651 WOODWARD AVE,BLOOMFIELD HILLS    ,MI,48304-0000,6/30/21,2250,,,,,,,,,,,,,,
519231,1B, , ,0,9049,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,"CONSULTATION, RESEARCH",CONSULTING,,,PULSE COMMUNICATION                 ,3514 FOLEY GLEN DR.,FENTON              ,MI,48430-0000,5/20/21,2000,,,,,,,,,,,,,,
519231,1B, , ,0,9051,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,RENTAL OF FACILITIES,RENT,,,SEAVER                              ,42651 WOODWARD AVE,BLOOMFIELD HILLS    ,MI,48304-0000,5/28/21,2500,,,,,,,,,,,,,,
519231,1B, , ,0,9052,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,INDEPENDENT CONTRACTORS,CONSULTING,,,TURNER STRATEGIES                   ,21320 WOODLAND GLEN DR,NORTHVILLE          ,MI,48167-0000,5/28/21,3560,,,,,,,,,,,,,,
519231,1B, , ,0,9053,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,NON-FUND RAISER EVENTS,CAMPAIGN SCHOOL,,,MEDIA AUTHORITY                     ,700 E BIG BEAVER RD,TROY                ,MI,48083-0000,8/14/21,1009.99,,,,,,,,,,,,,,
519231,1B, , ,0,9054,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,TICKET PURCHASES,DONATION,,,9TH DISTRICT GOP COMMITTEE          ,PO BOX 728,STERLING HTS        ,MI,48311-0000,8/16/21,100,,,,,,,,,,,,,,
519231,1B, , ,0,9056,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CHARITABLE CONTRIBUTIONS,DONATION,,,8TH CONGRESSIONAL DISRICT REPU      ,PO BOX 1148,BRIGHTON            ,MI,48116-0000,8/16/21,100,,,,,,,,,,,,,,
519231,1B, , ,0,9058,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,CHARITABLE CONTRIBUTIONS,DONATION,,,14TH DIST REPUB COMMITTEE           ,8 CARMEL LANE,GROSSE POINT FARMS  ,MI,48236-0000,8/16/21,100,,,,,,,,,,,,,,
519231,1B, , ,0,9060,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,DIRECT CONTRIBUTIONS,DONATION,,,11TH CONGRESSIONAL DIST REP         ,8322COOLEY LAKE RD,COMMERCE TWP        ,MI,48382-0000,8/16/21,100,,,,,,,,,,,,,,
519231,1B, , ,0,9062,0,2022,ANNUAL CS,OAKLAND COUNTY REPUBLICAN PARTY,OAKLAND COUNTY REPUBLICAN PARTY,2147,COU,DIRECT,"CONSULTATION, RESEARCH",CONSULTING,,,TEAM ROE                            ,49378 CAMAROSA LANE,MACOMB              ,MI,48044-0000,9/3/21,500,,,,,,,,,,,,,,
