geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,metropolitan statistical area/micropolitan statistical area
40540,"Rock Springs, WY Micro Area",44117.0,,-555555555.0,*****,40540
40580,"Rocky Mount, NC Metro Area",147335.0,,-555555555.0,*****,40580
40620,"Rolla, MO Micro Area",44789.0,,-555555555.0,*****,40620
40660,"Rome, GA Metro Area",96824.0,,-555555555.0,*****,40660
40700,"Roseburg, OR Micro Area",108323.0,,-555555555.0,*****,40700
40740,"Roswell, NM Micro Area",65459.0,,-555555555.0,*****,40740
40760,"Ruidoso, NM Micro Area",19482.0,,-555555555.0,*****,40760
40780,"Russellville, AR Micro Area",85217.0,,-555555555.0,*****,40780
40820,"Ruston, LA Micro Area",47356.0,,-555555555.0,*****,40820
40860,"Rutland, VT Micro Area",59273.0,,-555555555.0,*****,40860
40900,"Sacramento--Roseville--Arden-Arcade, CA Metro Area",2291738.0,,-555555555.0,*****,40900
40940,"Safford, AZ Micro Area",37879.0,,-555555555.0,*****,40940
40980,"Saginaw, MI Metro Area",192778.0,,-555555555.0,*****,40980
41060,"St. Cloud, MN Metro Area",196598.0,,-555555555.0,*****,41060
41100,"St. George, UT Metro Area",160537.0,,-555555555.0,*****,41100
41140,"St. Joseph, MO-KS Metro Area",126779.0,,-555555555.0,*****,41140
41180,"St. Louis, MO-IL Metro Area",2805551.0,,-555555555.0,*****,41180
41220,"St. Marys, GA Micro Area",52714.0,,-555555555.0,*****,41220
41260,"St. Marys, PA Micro Area",30608.0,,-555555555.0,*****,41260
41400,"Salem, OH Micro Area",104003.0,,-555555555.0,*****,41400
41420,"Salem, OR Metro Area",416980.0,,-555555555.0,*****,41420
41460,"Salina, KS Micro Area",60879.0,,-555555555.0,*****,41460
41500,"Salinas, CA Metro Area",433212.0,,-555555555.0,*****,41500
41540,"Salisbury, MD-DE Metro Area",399013.0,,-555555555.0,*****,41540
41620,"Salt Lake City, UT Metro Area",1185990.0,,-555555555.0,*****,41620
41700,"San Antonio-New Braunfels, TX Metro Area",2426204.0,,-555555555.0,*****,41700
41740,"San Diego-Carlsbad, CA Metro Area",3302833.0,,-555555555.0,*****,41740
41760,"Sandpoint, ID Micro Area",42711.0,,-555555555.0,*****,41760
41780,"Sandusky, OH Micro Area",75136.0,,-555555555.0,*****,41780
41820,"Sanford, NC Micro Area",60125.0,,-555555555.0,*****,41820
41860,"San Francisco-Oakland-Hayward, CA Metro Area",4673221.0,,-555555555.0,*****,41860
41900,"San Germ�n, PR Metro Area",127488.0,,-555555555.0,*****,41900
41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",1981616.0,,-555555555.0,*****,41940
41980,"San Juan-Carolina-Caguas, PR Metro Area",2142392.0,,-555555555.0,*****,41980
42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA Metro Area",281455.0,,-555555555.0,*****,42020
42100,"Santa Cruz-Watsonville, CA Metro Area",273765.0,,-555555555.0,*****,42100
42140,"Santa Fe, NM Metro Area",148917.0,,-555555555.0,*****,42140
42180,"Santa Isabel, PR Micro Area",22066.0,,-555555555.0,*****,42180
42200,"Santa Maria-Santa Barbara, CA Metro Area",443738.0,,-555555555.0,*****,42200
42220,"Santa Rosa, CA Metro Area",501317.0,,-555555555.0,*****,42220
42300,"Sault Ste. Marie, MI Micro Area",37834.0,,-555555555.0,*****,42300
42340,"Savannah, GA Metro Area",381623.0,,-555555555.0,*****,42340
42380,"Sayre, PA Micro Area",61304.0,,-555555555.0,*****,42380
42420,"Scottsbluff, NE Micro Area",38217.0,,-555555555.0,*****,42420
42460,"Scottsboro, AL Micro Area",52094.0,,-555555555.0,*****,42460
42540,"Scranton--Wilkes-Barre--Hazleton, PA Metro Area",556926.0,,-555555555.0,*****,42540
42620,"Searcy, AR Micro Area",78804.0,,-555555555.0,*****,42620
42660,"Seattle-Tacoma-Bellevue, WA Metro Area",3809717.0,,-555555555.0,*****,42660
42680,"Sebastian-Vero Beach, FL Metro Area",150984.0,,-555555555.0,*****,42680
42700,"Sebring, FL Metro Area",102101.0,,-555555555.0,*****,42700
42740,"Sedalia, MO Micro Area",42371.0,,-555555555.0,*****,42740
42780,"Selinsgrove, PA Micro Area",40466.0,,-555555555.0,*****,42780
42820,"Selma, AL Micro Area",40029.0,,-555555555.0,*****,42820
42860,"Seneca, SC Micro Area",76696.0,,-555555555.0,*****,42860
42900,"Seneca Falls, NY Micro Area",34612.0,,-555555555.0,*****,42900
42940,"Sevierville, TN Micro Area",96287.0,,-555555555.0,*****,42940
42980,"Seymour, IN Micro Area",43938.0,,-555555555.0,*****,42980
43020,"Shawano, WI Micro Area",45588.0,,-555555555.0,*****,43020
43060,"Shawnee, OK Micro Area",72000.0,,-555555555.0,*****,43060
43100,"Sheboygan, WI Metro Area",115205.0,,-555555555.0,*****,43100
43140,"Shelby, NC Micro Area",97159.0,,-555555555.0,*****,43140
43180,"Shelbyville, TN Micro Area",47558.0,,-555555555.0,*****,43180
43220,"Shelton, WA Micro Area",62627.0,,-555555555.0,*****,43220
43260,"Sheridan, WY Micro Area",30012.0,,-555555555.0,*****,43260
43300,"Sherman-Denison, TX Metro Area",128560.0,,-555555555.0,*****,43300
43320,"Show Low, AZ Micro Area",108705.0,,-555555555.0,*****,43320
43340,"Shreveport-Bossier City, LA Metro Area",441339.0,,-555555555.0,*****,43340
43380,"Sidney, OH Micro Area",48797.0,,-555555555.0,*****,43380
43420,"Sierra Vista-Douglas, AZ Metro Area",126279.0,,-555555555.0,*****,43420
43460,"Sikeston, MO Micro Area",38729.0,,-555555555.0,*****,43460
43500,"Silver City, NM Micro Area",28061.0,,-555555555.0,*****,43500
43580,"Sioux City, IA-NE-SD Metro Area",168677.0,,-555555555.0,*****,43580
43620,"Sioux Falls, SD Metro Area",255438.0,,-555555555.0,*****,43620
43660,"Snyder, TX Micro Area",17239.0,,-555555555.0,*****,43660
43700,"Somerset, KY Micro Area",64145.0,,-555555555.0,*****,43700
43740,"Somerset, PA Micro Area",74949.0,,-555555555.0,*****,43740
43760,"Sonora, CA Micro Area",53932.0,,-555555555.0,*****,43760
43780,"South Bend-Mishawaka, IN-MI Metro Area",320700.0,,-555555555.0,*****,43780
43900,"Spartanburg, SC Metro Area",329839.0,,-555555555.0,*****,43900
43940,"Spearfish, SD Micro Area",25234.0,,-555555555.0,*****,43940
43980,"Spencer, IA Micro Area",16313.0,,-555555555.0,*****,43980
44020,"Spirit Lake, IA Micro Area",17056.0,,-555555555.0,*****,44020
44060,"Spokane-Spokane Valley, WA Metro Area",555308.0,,-555555555.0,*****,44060
44100,"Springfield, IL Metro Area",210028.0,,-555555555.0,*****,44100
44140,"Springfield, MA Metro Area",630275.0,,-555555555.0,*****,44140
44180,"Springfield, MO Metro Area",458834.0,,-555555555.0,*****,44180
44220,"Springfield, OH Metro Area",135198.0,,-555555555.0,*****,44220
44260,"Starkville, MS Micro Area",49481.0,,-555555555.0,*****,44260
44300,"State College, PA Metro Area",161443.0,,-555555555.0,*****,44300
44340,"Statesboro, GA Micro Area",74782.0,,-555555555.0,*****,44340
44420,"Staunton-Waynesboro, VA Metro Area",121079.0,,-555555555.0,*****,44420
44460,"Steamboat Springs, CO Micro Area",24874.0,,-555555555.0,*****,44460
44500,"Stephenville, TX Micro Area",41482.0,,-555555555.0,*****,44500
44540,"Sterling, CO Micro Area",21689.0,,-555555555.0,*****,44540
44580,"Sterling, IL Micro Area",56396.0,,-555555555.0,*****,44580
44620,"Stevens Point, WI Micro Area",70599.0,,-555555555.0,*****,44620
44660,"Stillwater, OK Micro Area",81512.0,,-555555555.0,*****,44660
44700,"Stockton-Lodi, CA Metro Area",732212.0,,-555555555.0,*****,44700
44740,"Storm Lake, IA Micro Area",20260.0,,-555555555.0,*****,44740
44780,"Sturgis, MI Micro Area",60897.0,,-555555555.0,*****,44780
44860,"Sulphur Springs, TX Micro Area",36240.0,,-555555555.0,*****,44860
44900,"Summerville, GA Micro Area",24817.0,,-555555555.0,*****,44900
44920,"Summit Park, UT Micro Area",40511.0,,-555555555.0,*****,44920
44940,"Sumter, SC Metro Area",106995.0,,-555555555.0,*****,44940
44980,"Sunbury, PA Micro Area",92325.0,,-555555555.0,*****,44980
45000,"Susanville, CA Micro Area",31185.0,,-555555555.0,*****,45000
45020,"Sweetwater, TX Micro Area",14966.0,,-555555555.0,*****,45020
45060,"Syracuse, NY Metro Area",654705.0,,-555555555.0,*****,45060
45140,"Tahlequah, OK Micro Area",48599.0,,-555555555.0,*****,45140
45180,"Talladega-Sylacauga, AL Micro Area",91420.0,,-555555555.0,*****,45180
45220,"Tallahassee, FL Metro Area",380101.0,,-555555555.0,*****,45220
45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",3030047.0,,-555555555.0,*****,45300
45340,"Taos, NM Micro Area",32888.0,,-555555555.0,*****,45340
45380,"Taylorville, IL Micro Area",33231.0,,-555555555.0,*****,45380
45460,"Terre Haute, IN Metro Area",170313.0,,-555555555.0,*****,45460
45500,"Texarkana, TX-AR Metro Area",150034.0,,-555555555.0,*****,45500
45520,"The Dalles, OR Micro Area",25866.0,,-555555555.0,*****,45520
45540,"The Villages, FL Metro Area",120999.0,,-555555555.0,*****,45540
45580,"Thomaston, GA Micro Area",26216.0,,-555555555.0,*****,45580
45620,"Thomasville, GA Micro Area",44730.0,,-555555555.0,*****,45620
45660,"Tiffin, OH Micro Area",55475.0,,-555555555.0,*****,45660
45700,"Tifton, GA Micro Area",40510.0,,-555555555.0,*****,45700
45740,"Toccoa, GA Micro Area",25676.0,,-555555555.0,*****,45740
45780,"Toledo, OH Metro Area",604620.0,,-555555555.0,*****,45780
45820,"Topeka, KS Metro Area",233260.0,,-555555555.0,*****,45820
45860,"Torrington, CT Micro Area",183031.0,,-555555555.0,*****,45860
45900,"Traverse City, MI Micro Area",148400.0,,-555555555.0,*****,45900
45940,"Trenton, NJ Metro Area",368762.0,,-555555555.0,*****,45940
45980,"Troy, AL Micro Area",33403.0,,-555555555.0,*****,45980
46020,"Truckee-Grass Valley, CA Micro Area",99092.0,,-555555555.0,*****,46020
46060,"Tucson, AZ Metro Area",1019722.0,,-555555555.0,*****,46060
46100,"Tullahoma-Manchester, TN Micro Area",102365.0,,-555555555.0,*****,46100
46140,"Tulsa, OK Metro Area",985233.0,,-555555555.0,*****,46140
46180,"Tupelo, MS Micro Area",139710.0,,-555555555.0,*****,46180
46220,"Tuscaloosa, AL Metro Area",241398.0,,-555555555.0,*****,46220
46300,"Twin Falls, ID Metro Area",107097.0,,-555555555.0,*****,46300
46340,"Tyler, TX Metro Area",225015.0,,-555555555.0,*****,46340
46380,"Ukiah, CA Micro Area",87422.0,,-555555555.0,*****,46380
46460,"Union City, TN-KY Micro Area",36730.0,,-555555555.0,*****,46460
46500,"Urbana, OH Micro Area",38864.0,,-555555555.0,*****,46500
46520,"Urban Honolulu, HI Metro Area",987638.0,,-555555555.0,*****,46520
46540,"Utica-Rome, NY Metro Area",293287.0,,-555555555.0,*****,46540
46620,"Uvalde, TX Micro Area",27009.0,,-555555555.0,*****,46620
46660,"Valdosta, GA Metro Area",144564.0,,-555555555.0,*****,46660
46700,"Vallejo-Fairfield, CA Metro Area",438530.0,,-555555555.0,*****,46700
46740,"Valley, AL Micro Area",33826.0,,-555555555.0,*****,46740
46780,"Van Wert, OH Micro Area",28281.0,,-555555555.0,*****,46780
46820,"Vermillion, SD Micro Area",13925.0,,-555555555.0,*****,46820
46860,"Vernal, UT Micro Area",36323.0,,-555555555.0,*****,46860
46900,"Vernon, TX Micro Area",12906.0,,-555555555.0,*****,46900
46980,"Vicksburg, MS Micro Area",56195.0,,-555555555.0,*****,46980
47020,"Victoria, TX Metro Area",99501.0,,-555555555.0,*****,47020
47080,"Vidalia, GA Micro Area",36084.0,,-555555555.0,*****,47080
47180,"Vincennes, IN Micro Area",37409.0,,-555555555.0,*****,47180
47220,"Vineland-Bridgeton, NJ Metro Area",153400.0,,-555555555.0,*****,47220
47240,"Vineyard Haven, MA Micro Area",17313.0,,-555555555.0,*****,47240
47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1722001.0,,-555555555.0,*****,47260
47300,"Visalia-Porterville, CA Metro Area",460477.0,,-555555555.0,*****,47300
47340,"Wabash, IN Micro Area",31631.0,,-555555555.0,*****,47340
47380,"Waco, TX Metro Area",265728.0,,-555555555.0,*****,47380
47420,"Wahpeton, ND-MN Micro Area",22631.0,,-555555555.0,*****,47420
47460,"Walla Walla, WA Metro Area",64237.0,,-555555555.0,*****,47460
47540,"Wapakoneta, OH Micro Area",45784.0,,-555555555.0,*****,47540
47580,"Warner Robins, GA Metro Area",189943.0,,-555555555.0,*****,47580
47620,"Warren, PA Micro Area",40035.0,,-555555555.0,*****,47620
47660,"Warrensburg, MO Micro Area",53689.0,,-555555555.0,*****,47660
47700,"Warsaw, IN Micro Area",78806.0,,-555555555.0,*****,47700
47780,"Washington, IN Micro Area",32937.0,,-555555555.0,*****,47780
47820,"Washington, NC Micro Area",47243.0,,-555555555.0,*****,47820
47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6138382.0,,-555555555.0,*****,47900
47920,"Washington Court House, OH Micro Area",28645.0,,-555555555.0,*****,47920
47940,"Waterloo-Cedar Falls, IA Metro Area",170132.0,,-555555555.0,*****,47940
47980,"Watertown, SD Micro Area",27993.0,,-555555555.0,*****,47980
48020,"Watertown-Fort Atkinson, WI Micro Area",84652.0,,-555555555.0,*****,48020
48060,"Watertown-Fort Drum, NY Metro Area",114448.0,,-555555555.0,*****,48060
48100,"Wauchula, FL Micro Area",27228.0,,-555555555.0,*****,48100
48140,"Wausau, WI Metro Area",135264.0,,-555555555.0,*****,48140
48180,"Waycross, GA Micro Area",54763.0,,-555555555.0,*****,48180
48220,"Weatherford, OK Micro Area",29209.0,,-555555555.0,*****,48220
48260,"Weirton-Steubenville, WV-OH Metro Area",119338.0,,-555555555.0,*****,48260
48300,"Wenatchee, WA Metro Area",117128.0,,-555555555.0,*****,48300
48460,"West Plains, MO Micro Area",40102.0,,-555555555.0,*****,48460
48500,"West Point, MS Micro Area",19808.0,,-555555555.0,*****,48500
48540,"Wheeling, WV-OH Metro Area",142664.0,,-555555555.0,*****,48540
48580,"Whitewater-Elkhorn, WI Micro Area",103013.0,,-555555555.0,*****,48580
48620,"Wichita, KS Metro Area",643765.0,,-555555555.0,*****,48620
48660,"Wichita Falls, TX Metro Area",150994.0,,-555555555.0,*****,48660
48700,"Williamsport, PA Metro Area",114859.0,,-555555555.0,*****,48700
48780,"Williston, ND Micro Area",34061.0,,-555555555.0,*****,48780
48820,"Willmar, MN Micro Area",42658.0,,-555555555.0,*****,48820
48900,"Wilmington, NC Metro Area",283251.0,,-555555555.0,*****,48900
48940,"Wilmington, OH Micro Area",41896.0,,-555555555.0,*****,48940
48980,"Wilson, NC Micro Area",81336.0,,-555555555.0,*****,48980
49020,"Winchester, VA-WV Metro Area",136305.0,,-555555555.0,*****,49020
49080,"Winnemucca, NV Micro Area",16904.0,,-555555555.0,*****,49080
49100,"Winona, MN Micro Area",50847.0,,-555555555.0,*****,49100
49180,"Winston-Salem, NC Metro Area",661798.0,,-555555555.0,*****,49180
49220,"Wisconsin Rapids-Marshfield, WI Micro Area",73274.0,,-555555555.0,*****,49220
49260,"Woodward, OK Micro Area",20967.0,,-555555555.0,*****,49260
49300,"Wooster, OH Micro Area",116208.0,,-555555555.0,*****,49300
49340,"Worcester, MA-CT Metro Area",938818.0,,-555555555.0,*****,49340
49380,"Worthington, MN Micro Area",21839.0,,-555555555.0,*****,49380
49420,"Yakima, WA Metro Area",249325.0,,-555555555.0,*****,49420
49460,"Yankton, SD Micro Area",22717.0,,-555555555.0,*****,49460
49620,"York-Hanover, PA Metro Area",444014.0,,-555555555.0,*****,49620
49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",545488.0,,-555555555.0,*****,49660
49700,"Yuba City, CA Metro Area",171365.0,,-555555555.0,*****,49700
49740,"Yuma, AZ Metro Area",207829.0,,-555555555.0,*****,49740
49780,"Zanesville, OH Micro Area",86076.0,,-555555555.0,*****,49780
49820,"Zapata, TX Micro Area",14369.0,,-555555555.0,*****,49820
28780,"Kingsville, TX Micro Area",32020.0,,181.0,,28780
21640,"Eufaula, AL-GA Micro Area",28058.0,,152.0,,21640
13900,"Bismarck, ND Metro Area",130531.0,,92.0,,13900
25200,"Hailey, ID Micro Area",28201.0,,105.0,,25200
35820,"North Platte, NE Micro Area",36773.0,,91.0,,35820
41660,"San Angelo, TX Metro Area",118990.0,,153.0,,41660
11100,"Amarillo, TX Metro Area",263412.0,,125.0,,11100
13700,"Big Spring, TX Micro Area",38097.0,,146.0,,13700
38180,"Pierre, SD Micro Area",21945.0,,104.0,,38180
13740,"Billings, MT Metro Area",169086.0,,100.0,,13740
21220,"Elko, NV Micro Area",54082.0,,167.0,,21220
