geoid,name,universe,universe_annotation,universe_moe,universe_moe_annotation,state,school district (elementary)
1732370,"Posen-Robbins Elementary School District 143-5, Illinois",12086.0,,736.0,,17,32370
1732520,"Prairie Grove Community School District 46, Illinois",6856.0,,486.0,,17,32520
1732550,"Prairie Hill Community Consolidated School District 133, Illinois",5626.0,,604.0,,17,32550
1732670,"Princeton Elementary School District 115, Illinois",11377.0,,231.0,,17,32670
1732850,"Prospect Heights School District 23, Illinois",17866.0,,637.0,,17,32850
1732970,"Queen Bee School District 16, Illinois",17491.0,,824.0,,17,32970
1733030,"Raccoon Consolidated School District 1, Illinois",2294.0,,281.0,,17,33030
1733120,"Rankin Community School District 98, Illinois",3186.0,,576.0,,17,33120
1733210,"Rantoul City School District 137, Illinois",12725.0,,289.0,,17,33210
1733390,"Rhodes School District 84-5, Illinois",4619.0,,398.0,,17,33390
1733450,"Richland School District 88A, Illinois",9833.0,,542.0,,17,33450
1733690,"Ridgeland School District 122, Illinois",21706.0,,952.0,,17,33690
1733750,"Riley Community Consolidated School District 18, Illinois",2539.0,,507.0,,17,33750
1733810,"River Forest School District 90, Illinois",11064.0,,24.0,,17,33810
1733840,"River Grove School District 85-5, Illinois",7955.0,,370.0,,17,33840
1733870,"River Trails School District 26, Illinois",15385.0,,556.0,,17,33870
1733990,"Riverside School District 96, Illinois",13661.0,,501.0,,17,33990
1734110,"Riverview Consolidated Community School District 2, Illinois",2500.0,,281.0,,17,34110
1734170,"Robein School District 85, Illinois",2189.0,,238.0,,17,34170
1734260,"Rochelle Community Consolidated District 231, Illinois",13139.0,,222.0,,17,34260
1734350,"Rock Falls Elementary School District 13, Illinois",8738.0,,212.0,,17,34350
1734470,"Rockdale School District 84, Illinois",2223.0,,231.0,,17,34470
1734540,"Rockton School District 140, Illinois",11776.0,,621.0,,17,34540
1734590,"Rome Community Consolidated School District 2, Illinois",2562.0,,298.0,,17,34590
1734620,"Rondout School District 72, Illinois",1633.0,,283.0,,17,34620
1734650,"Rooks Creek Community Consolidated School District 425, Illinois",580.0,,119.0,,17,34650
1734710,"Roselle School District 12, Illinois",6953.0,,493.0,,17,34710
1734740,"Schaumburg Community Consolidated School District 54, Illinois",133664.0,,598.0,,17,34740
1734770,"Rosemont Elementary School District 78, Illinois",2318.0,,209.0,,17,34770
1735100,"Rutland Community Consolidated School District 230, Illinois",733.0,,101.0,,17,35100
1735160,"Salem School District 111, Illinois",8670.0,,351.0,,17,35160
1735220,"Salt Creek School District 48, Illinois",8473.0,,533.0,,17,35220
1735340,"Sandridge School District 172, Illinois",3841.0,,807.0,,17,35340
1735400,"Saratoga Community Consolidated School District 60C, Illinois",6242.0,,198.0,,17,35400
1735460,"Community Consolidated School District 168, Illinois",10538.0,,202.0,,17,35460
1735640,"Schiller Park School District 81, Illinois",13282.0,,371.0,,17,35640
1735770,"Selmaville Community Consolidated School District 10, Illinois",1705.0,,186.0,,17,35770
1735820,"Seneca Community Consolidated School District 170, Illinois",3860.0,,344.0,,17,35820
1736210,"Shiloh Village School District 85, Illinois",4805.0,,360.0,,17,36210
1736240,"Shirland Community Consolidated School District 134, Illinois",1500.0,,165.0,,17,36240
1736300,"Elementary School District 159, Illinois",20598.0,,841.0,,17,36300
1736330,"Signal Hill School District 181, Illinois",2943.0,,354.0,,17,36330
1736360,"Silvis School District 34, Illinois",5342.0,,610.0,,17,36360
1736450,"Skokie School District 68, Illinois",21568.0,,821.0,,17,36450
1736480,"Skokie School District 69, Illinois",18194.0,,1123.0,,17,36480
1736780,"South Pekin School District 137, Illinois",1523.0,,219.0,,17,36780
1736510,"Smithton Community Consolidated School District 130, Illinois",4801.0,,373.0,,17,36510
1736720,"South Holland School District 150, Illinois",9845.0,,575.0,,17,36720
1736750,"South Holland School District 151, Illinois",14218.0,,859.0,,17,36750
1736810,"Burbank School District 111, Illinois",29993.0,,327.0,,17,36810
1736840,"South Wilmington Consolidated School District 74, Illinois",1065.0,,169.0,,17,36840
1737020,"Spring Lake Community Consolidated School District 606, Illinois",744.0,,100.0,,17,37020
1737050,"Spring Valley Community Consolidated School District 99, Illinois",5909.0,,156.0,,17,37050
1737120,"St. Anne Consolidated Community School District 256, Illinois",2908.0,,231.0,,17,37120
1737320,"St. George Community Consolidated School District 258, Illinois",3630.0,,346.0,,17,37320
1737380,"St. Joseph Community Consolidated School District 169, Illinois",6247.0,,257.0,,17,37380
1737440,"St. Libory Consolidated School District 30, Illinois",797.0,,147.0,,17,37440
1737470,"St. Rose School District 14-15, Illinois",1402.0,,152.0,,17,37470
1737680,"Steger School District 194, Illinois",13836.0,,649.0,,17,37680
1737800,"Steward Elementary School District 220, Illinois",624.0,,106.0,,17,37800
1737860,"Central Stickney School District 110, Illinois",3112.0,,316.0,,17,37860
1738190,"Summersville School District 79, Illinois",1945.0,,219.0,,17,38190
1738220,"Summit Hill School District 161, Illinois",24171.0,,689.0,,17,38220
1738370,"Sunnybrook School District 171, Illinois",11283.0,,732.0,,17,38370
1738400,"Sunset Ridge School District 29, Illinois",4246.0,,235.0,,17,38400
1738520,"Taft School District 90, Illinois",3078.0,,309.0,,17,38520
1738550,"Tamaroa School District 5, Illinois",860.0,,132.0,,17,38550
1738790,"Thomasboro Community Consolidated School District 130, Illinois",2123.0,,283.0,,17,38790
1738910,"Thornton School District 154, Illinois",3185.0,,385.0,,17,38910
1739030,"Community Consolidated School District 146, Illinois",26519.0,,1064.0,,17,39030
1739180,"Tonica Community Consolidated School District 79, Illinois",1571.0,,159.0,,17,39180
1739510,"Troy Community Consolidated School District 30C, Illinois",38006.0,,663.0,,17,39510
1739660,"Union School District 81, Illinois",1507.0,,250.0,,17,39660
1739780,"Union Ridge School District 86, Illinois",6078.0,,512.0,,17,39780
1739930,"Unity Point Community Consolidated School District 140, Illinois",6496.0,,759.0,,17,39930
1740260,"Vienna School District 55, Illinois",5624.0,,352.0,,17,40260
1740350,"Villa Park School District 45, Illinois",36707.0,,858.0,,17,40350
1740500,"Glen Ellyn Community Consolidated School District 89, Illinois",22320.0,,780.0,,17,40500
1740530,"Wallace Community Consolidated School District 195, Illinois",2672.0,,293.0,,17,40530
1740620,"Waltham Community Consolidated School District 185, Illinois",2634.0,,260.0,,17,40620
1740680,"North Wamac School District 186, Illinois",901.0,,148.0,,17,40680
1741010,"District 50 Schools, Illinois",6303.0,,515.0,,17,41010
1741040,"Washington School District 52, Illinois",8889.0,,687.0,,17,41040
1741520,"Calumet City School District 155, Illinois",10508.0,,842.0,,17,41520
1741550,"West Chicago School District 33, Illinois",31240.0,,645.0,,17,41550
1741600,"West Lincoln-Broadwell Elementary School District 92, Illinois",4771.0,,152.0,,17,41600
1741700,"West Northfield School District 31, Illinois",9381.0,,601.0,,17,41700
1741790,"Westchester School District 92-5, Illinois",15479.0,,315.0,,17,41790
1741820,"Western Springs School District 101, Illinois",10335.0,,329.0,,17,41820
1701385,"Carthage Elementary School District 317, Illinois",4106.0,,281.0,,17,01385
1701411,"East Coloma-Nelson Consolidated Elementary School District 20, Illinois",2682.0,,231.0,,17,01411
1701419,"Spring Garden Community Consolidated School District 178, Illinois",4395.0,,150.0,,17,01419
1701381,"La Harpe Community School District 347, Illinois",2197.0,,187.0,,17,01381
1717850,"Northbrook Elementary School District 27, Illinois",11318.0,,593.0,,17,17850
1701388,"Dallas Elementary School District 327, Illinois",1911.0,,227.0,,17,01388
1717520,"Grayslake Consolidated Community School District 46, Illinois",29633.0,,922.0,,17,17520
1717800,"Gurnee School District 56, Illinois",18577.0,,795.0,,17,17800
1718090,"Hampton School District 29, Illinois",2280.0,,237.0,,17,18090
1718360,"Harrison School District 36, Illinois",4226.0,,571.0,,17,18360
1718450,"Harvey School District 152, Illinois",14696.0,,908.0,,17,18450
1718480,"West Harvey-Dixmoor Public School District 147, Illinois",11382.0,,894.0,,17,18480
1718570,"Hawthorn Community Consolidated School District 73, Illinois",30642.0,,1017.0,,17,18570
1718600,"Hazel Crest School District 152-5, Illinois",8179.0,,821.0,,17,18600
1718960,"High Mount School District 116, Illinois",3672.0,,383.0,,17,18960
1719110,"LaGrange Highlands School District 106, Illinois",9045.0,,532.0,,17,19110
1719230,"Hillside School District 93, Illinois",5274.0,,608.0,,17,19230
1719290,"Hinsdale Community Consolidated School District 181, Illinois",26804.0,,618.0,,17,19290
1719420,"Hollis Consolidated School District 328, Illinois",631.0,,112.0,,17,19420
1719500,"Homer Community Consolidated School District 33C, Illinois",28845.0,,625.0,,17,19500
1719530,"Homewood School District 153, Illinois",16665.0,,752.0,,17,19530
1719680,"Hoover-Schrum Memorial School District 157, Illinois",7354.0,,728.0,,17,19680
1720190,"Irvington County Community Unit School District 11, Illinois",922.0,,114.0,,17,20190
1720220,"Itasca School District 10, Illinois",9502.0,,373.0,,17,20220
1720250,"Iuka Community Consolidated School District 7, Illinois",1792.0,,162.0,,17,20250
1720370,"Jasper Community Consolidated School District 17, Illinois",1629.0,,226.0,,17,20370
1720580,"Joliet Public School District 86, Illinois",83223.0,,563.0,,17,20580
1720640,"Jonesboro Community Consolidated School District 43, Illinois",2875.0,,249.0,,17,20640
1720880,"Keeneyville School District 20, Illinois",15021.0,,553.0,,17,20880
1720910,"Kell Consolidated School District 2, Illinois",1105.0,,151.0,,17,20910
1720970,"Kenilworth School District 38, Illinois",2760.0,,217.0,,17,20970
1721030,"Kildeer Countryside Community Consolidated School District 96, Illinois",23510.0,,788.0,,17,21030
1721130,"Kings Consolidated School District 144, Illinois",934.0,,174.0,,17,21130
1721180,"Kinnikinnick Community Consolidated School District 131, Illinois",13750.0,,668.0,,17,21180
1721270,"Kirby School District 140, Illinois",35271.0,,683.0,,17,21270
1721420,"Komarek School District 94, Illinois",4900.0,,591.0,,17,21420
1721450,"Darien School District 61, Illinois",16629.0,,734.0,,17,21450
1721510,"Ladd Community Consolidated School District 94, Illinois",1787.0,,139.0,,17,21510
1721600,"LaGrange School District 102, Illinois",26469.0,,635.0,,17,21600
1721630,"LaGrange School District 105, Illinois",11908.0,,455.0,,17,21630
1721720,"Lake Bluff Elementary School District 65, Illinois",8025.0,,637.0,,17,21720
1721750,"Lake Forest School District 67, Illinois",18759.0,,229.0,,17,21750
1721870,"Lake Villa Community Consolidated School District 41, Illinois",23642.0,,769.0,,17,21870
1722020,"Lansing School District 158, Illinois",22637.0,,292.0,,17,22020
1742210,"Wheeling Community Consolidated School District 21, Illinois",68061.0,,821.0,,17,42210
1742300,"Whiteside School District 115, Illinois",14205.0,,721.0,,17,42300
1742510,"Willow Grove School District 46, Illinois",1749.0,,353.0,,17,42510
1742570,"Willow Springs School District 108, Illinois",4711.0,,581.0,,17,42570
1742600,"Wilmette School District 39, Illinois",26602.0,,400.0,,17,42600
1742720,"Winfield School District 34, Illinois",4540.0,,257.0,,17,42720
1742840,"Winnetka School District 36, Illinois",12162.0,,198.0,,17,42840
1742900,"Winthrop Harbor School District 1, Illinois",6582.0,,371.0,,17,42900
1743110,"Woodland Community Consolidated School District 50, Illinois",49827.0,,785.0,,17,43110
1742960,"Wolf Branch School District 113, Illinois",7546.0,,591.0,,17,42960
1743020,"Wood Dale School District 7, Illinois",9830.0,,500.0,,17,43020
1743050,"Wood River-Hartford Elementary School District 15, Illinois",5790.0,,631.0,,17,43050
1743380,"Worth School District 127, Illinois",10965.0,,162.0,,17,43380
1743860,"Zion Elementary School District 6, Illinois",16762.0,,713.0,,17,43860
1799999,"Remainder of Illinois, Illinois",8033516.0,,3294.0,,17,99999
1700009,"Pinckneyville School District 50, Illinois",5792.0,,370.0,,17,00009
1700010,"Beach Park Community Consolidated School District 3, Illinois",21473.0,,921.0,,17,00010
1700065,"Saunemin Community Consolidated School District 438, Illinois",1013.0,,133.0,,17,00065
1700077,"Marengo-Union Elementary Consolidated District 165, Illinois",10989.0,,721.0,,17,00077
1700103,"New Holland-Middletown Elementary School District 88, Illinois",1029.0,,151.0,,17,00103
1700112,"Streator Elementary School District 44, Illinois",16085.0,,353.0,,17,00112
1700119,"North Shore School District 112, Illinois",35539.0,,244.0,,17,00119
1700222,"Nippersink School District 2, Illinois",11551.0,,26.0,,17,00222
1700330,"Prairieview-Ogden Community Consolidated School District 197, Illinois",2462.0,,258.0,,17,00330
1703150,"Addison School District 4, Illinois",37668.0,,532.0,,17,03150
1703210,"Akin Community Consolidated School District 91, Illinois",835.0,,109.0,,17,03210
1703270,"Albers School District 63, Illinois",1403.0,,200.0,,17,03270
1703420,"Allen Township Community Consolidated School District 65, Illinois",1032.0,,189.0,,17,03420
1703480,"Alsip-Hazelgreen-Oaklawn School District 126, Illinois",16037.0,,800.0,,17,03480
1703750,"Anna Community Consolidated School District 37, Illinois",6457.0,,365.0,,17,03750
1703840,"Antioch Community Consolidated School District 34, Illinois",24294.0,,686.0,,17,03840
1703900,"Aptakisic-Tripp Community Consolidated School District, Illinois",19312.0,,646.0,,17,03900
1703930,"Arbor Park School District 145, Illinois",13998.0,,974.0,,17,03930
1704050,"Summit School District 104, Illinois",12284.0,,235.0,,17,04050
1704140,"Arlington Heights School District 25, Illinois",49656.0,,920.0,,17,04140
1704200,"Armstrong-Ellis Consolidated School District 61, Illinois",875.0,,122.0,,17,04200
1704340,"Ashley Community Consolidated School District 15, Illinois",2070.0,,192.0,,17,04340
1704560,"Atwood Heights School District 125, Illinois",7535.0,,516.0,,17,04560
1704740,"Aviston School District 21, Illinois",2692.0,,221.0,,17,04740
1704800,"Avoca School District 37, Illinois",6381.0,,428.0,,17,04800
1704950,"Bannockburn School District 106, Illinois",2250.0,,189.0,,17,04950
1705160,"Bartelso School District 57, Illinois",1240.0,,149.0,,17,05160
1705190,"Bartonville School District 66, Illinois",1907.0,,330.0,,17,05190
1705466,"Marseilles Elementary School District 150, Illinois",4347.0,,293.0,,17,05466
1705570,"Opdyke-Belle Rive Community Consolidated School District 5, Illinois",1736.0,,180.0,,17,05570
1705580,"Belle Valley School District 119, Illinois",8584.0,,910.0,,17,05580
1705610,"Belleville School District 118, Illinois",34829.0,,1154.0,,17,05610
1705760,"Bellwood School District 88, Illinois",22408.0,,994.0,,17,05760
1705880,"Benjamin School District 25, Illinois",6660.0,,486.0,,17,05880
1705910,"Bensenville School District 2, Illinois",20051.0,,770.0,,17,05910
1705950,"Benton Community Consolidated School District 47, Illinois",10202.0,,235.0,,17,05950
1706000,"Berkeley School District 87, Illinois",22482.0,,1239.0,,17,06000
1706060,"Berwyn North School District 98, Illinois",26141.0,,1015.0,,17,06060
1706090,"Berwyn South School District 100, Illinois",29808.0,,1012.0,,17,06090
1706180,"Bethel School District 82, Illinois",1147.0,,142.0,,17,06180
1706270,"Big Hollow School District 38, Illinois",14525.0,,799.0,,17,06270
1706840,"Braceville School District 75, Illinois",1368.0,,187.0,,17,06840
1706450,"Bloomingdale School District 13, Illinois",13174.0,,539.0,,17,06450
1706510,"Cook County School District 130, Illinois",30263.0,,830.0,,17,06510
1706750,"Bourbonnais School District 53, Illinois",24717.0,,546.0,,17,06750
1706930,"Bradley School District 61, Illinois",12013.0,,558.0,,17,06930
1707010,"Breese School District 12, Illinois",7391.0,,362.0,,17,07010
1707170,"Indian Springs School District 109, Illinois",24854.0,,519.0,,17,07170
1707290,"Lemont-Bromberek Combined School District 113A, Illinois",25538.0,,435.0,,17,07290
1707320,"Brookfield School District 95, Illinois",10490.0,,305.0,,17,07320
1707740,"Buncombe Consolidated School District 43, Illinois",603.0,,111.0,,17,07740
1707860,"Burnham School District 154-5, Illinois",1723.0,,308.0,,17,07860
1707980,"Butler School District 53, Illinois",4774.0,,369.0,,17,07980
1708100,"Lincoln Elementary School District 156, Illinois",7124.0,,906.0,,17,08100
1708130,"Calumet Public School District 132, Illinois",11009.0,,524.0,,17,08130
1708310,"Carbon Cliff-Barstow School District 36, Illinois",1638.0,,292.0,,17,08310
1708340,"Carbondale Elementary School District 95, Illinois",25839.0,,731.0,,17,08340
1708730,"Cary Community Consolidated School District 26, Illinois",22012.0,,526.0,,17,08730
1708790,"Cass School District 63, Illinois",7949.0,,661.0,,17,08790
1708970,"Center Cass School District 66, Illinois",12112.0,,530.0,,17,08970
1709150,"Central School District 51, Illinois",9160.0,,669.0,,17,09150
1709170,"Central School District 104, Illinois",4892.0,,374.0,,17,09170
1709180,"Central City School District 133, Illinois",2372.0,,243.0,,17,09180
1709210,"Lockport School District 91, Illinois",6697.0,,368.0,,17,09210
1709270,"Centralia School District 135, Illinois",13081.0,,410.0,,17,09270
1709510,"Chaney-Monge School District 88, Illinois",7643.0,,388.0,,17,09510
1709540,"Channahon School District 17, Illinois",10482.0,,40.0,,17,09540
1709850,"Chester-East Lincoln Community Csd 61, Illinois",3352.0,,325.0,,17,09850
1709960,"Chicago Heights School District 170, Illinois",22964.0,,969.0,,17,09960
1709990,"Chicago Ridge School District 127-5, Illinois",13295.0,,891.0,,17,09990
1710200,"Cicero School District 99, Illinois",83147.0,,42.0,,17,10200
1710380,"Skokie School District 73-5, Illinois",9780.0,,733.0,,17,10380
1710470,"Community Consolidated School District 93, Illinois",34436.0,,814.0,,17,10470
1710690,"Colona School District 190, Illinois",3638.0,,493.0,,17,10690
1710860,"Cornell Community Consolidated School District 426, Illinois",1117.0,,134.0,,17,10860
1710950,"Ford Heights School District 169, Illinois",2786.0,,150.0,,17,10950
1711010,"Country Club Hills School District 160, Illinois",13046.0,,559.0,,17,11010
1711220,"Creston Community Consolidated School District 161, Illinois",880.0,,167.0,,17,11220
1711290,"Creve Coeur School District 76, Illinois",6467.0,,331.0,,17,11290
1711350,"Crystal Lake Community Consolidated School District 47, Illinois",63580.0,,1204.0,,17,11350
1711520,"Cypress School District 64, Illinois",932.0,,160.0,,17,11520
1711700,"Dalzell School District 98, Illinois",719.0,,88.0,,17,11700
1711730,"Damiansville School District 62, Illinois",886.0,,153.0,,17,11730
1711910,"Deer Park Community Consolidated School District 82, Illinois",794.0,,89.0,,17,11910
1711980,"Deerfield School District 109, Illinois",20888.0,,269.0,,17,11980
1712120,"Des Plaines Community Consolidated School District 62, Illinois",52207.0,,707.0,,17,12120
1712150,"De Soto Consolidated School District 86, Illinois",2129.0,,220.0,,17,12150
1712210,"Diamond Lake School District 76, Illinois",9125.0,,1046.0,,17,12210
1712270,"Dimmick Community Consolidated School District 175, Illinois",1466.0,,188.0,,17,12270
1712420,"Dolton School District 149, Illinois",29064.0,,1444.0,,17,12420
1712960,"East Alton School District 13, Illinois",7961.0,,522.0,,17,12960
1712450,"Dolton School District 148, Illinois",22275.0,,776.0,,17,12450
1712540,"Downers Grove Grade School District 58, Illinois",52646.0,,746.0,,17,12540
1712840,"Dwight Common School District 232, Illinois",4890.0,,209.0,,17,12840
1713140,"East Maine School District 63, Illinois",46581.0,,1004.0,,17,13140
1713170,"East Moline School District 37, Illinois",26432.0,,656.0,,17,13170
1713240,"East Peoria School District 86, Illinois",17763.0,,438.0,,17,13240
1713260,"East Prairie School District 73, Illinois",4329.0,,489.0,,17,13260
1713440,"Lindop School District 92, Illinois",4614.0,,604.0,,17,13440
1713770,"Community Consolidated School District 59, Illinois",65867.0,,735.0,,17,13770
1714160,"Elwood Community Consolidated School District 203, Illinois",3736.0,,109.0,,17,14160
1714220,"Harmony Emge School District 175, Illinois",10181.0,,675.0,,17,14220
1714250,"Emmons School District 33, Illinois",3462.0,,338.0,,17,14250
1714410,"Eswood Community Consolidated District 269, Illinois",818.0,,145.0,,17,14410
1714460,"Evanston Community Consolidated School District 65, Illinois",82236.0,,551.0,,17,14460
1714550,"Evergreen Park Elementary School District 124, Illinois",19666.0,,33.0,,17,14550
1714640,"Ewing Northern Community Consolidated District 115, Illinois",1562.0,,167.0,,17,14640
1714710,"Fairfield Public School District 112, Illinois",6039.0,,331.0,,17,14710
1714760,"Fairmont School District 89, Illinois",4168.0,,347.0,,17,14760
1714820,"Skokie-Fairview School District 72, Illinois",5614.0,,465.0,,17,14820
1714940,"Farrington Community Consolidated School District 99, Illinois",512.0,,91.0,,17,14940
1715090,"Field Community Consolidated School District 3, Illinois",2652.0,,259.0,,17,15090
1715420,"Flossmoor School District 161, Illinois",21983.0,,1063.0,,17,15420
1715450,"Forest Park School District 91, Illinois",13856.0,,111.0,,17,15450
1715480,"Forest Ridge School District 142, Illinois",15345.0,,1054.0,,17,15480
1715630,"Fox Lake Grade School District 114, Illinois",8338.0,,756.0,,17,15630
1715660,"Fox River Grove Consolidated School District 3, Illinois",4028.0,,202.0,,17,15660
1715700,"Frankfort Community Consolidated School District 157C, Illinois",17684.0,,639.0,,17,15700
1715780,"Franklin Park School District 84, Illinois",10634.0,,823.0,,17,15780
1715820,"Freeburg Community Consolidated School District 70, Illinois",7581.0,,433.0,,17,15820
1715930,"Fremont School District 79, Illinois",20490.0,,1009.0,,17,15930
1716230,"Gardner Community Consolidated School District 72C, Illinois",1861.0,,209.0,,17,16230
1716290,"Gavin School District 37, Illinois",8341.0,,647.0,,17,16290
1716320,"Geff Community Consolidated School District 14, Illinois",937.0,,132.0,,17,16320
1716530,"Germantown School District 60, Illinois",1845.0,,195.0,,17,16530
1716560,"Germantown Hills School District 69, Illinois",6830.0,,362.0,,17,16560
1716590,"Giant City Community Consolidated School District 130, Illinois",2190.0,,244.0,,17,16590
1716650,"Gifford Community Consolidated School District 188, Illinois",2000.0,,185.0,,17,16650
1716800,"Glen Ellyn School District 41, Illinois",30517.0,,956.0,,17,16800
1716860,"Glencoe School District 35, Illinois",8777.0,,91.0,,17,16860
1716920,"Glenview Community Consolidated School District 34, Illinois",41945.0,,740.0,,17,16920
1716950,"Brookwood School District 167, Illinois",10905.0,,808.0,,17,16950
1717040,"Woodridge School District 68, Illinois",32736.0,,560.0,,17,17040
1717160,"Gower School District 62, Illinois",9684.0,,579.0,,17,17160
1717190,"Grand Prairie Community Consolidated School District 6, Illinois",909.0,,126.0,,17,17190
1717220,"Grand Ridge Community Consolidated School District 95, Illinois",2350.0,,265.0,,17,17220
1717310,"Grant Community Consolidated School District 110, Illinois",6532.0,,517.0,,17,17310
1717490,"Grass Lake School District 36, Illinois",2911.0,,275.0,,17,17490
1799002,"Bluford Unit School District 318 (KG-8) in Mount Vernon, Illinois",320.0,,96.0,,17,99002
1799003,"Woodlawn Unit District 209 (KG-8) in Mount Vernon, Illinois",490.0,,117.0,,17,99003
1799007,"Woodlawn Unit District 209 (KG-8) in Nashville, Illinois",17.0,,16.0,,17,99007
2100090,"Anchorage Independent School District, Kentucky",2378.0,,293.0,,21,00090
2105460,"Southgate Independent School District, Kentucky",2688.0,,204.0,,21,05460
2101590,"East Bernstadt Independent School District, Kentucky",1250.0,,244.0,,21,01590
2105220,"Science Hill Independent School District, Kentucky",2255.0,,365.0,,21,05220
2105850,"West Point Independent School District, Kentucky",952.0,,163.0,,21,05850
2199999,"Remainder of Kentucky, Kentucky",4430681.0,,522.0,,21,99999
2306160,"Great Salt Bay Community School District, Maine",4529.0,,341.0,,23,06160
2311130,"School Administrative District 28, Maine",8218.0,,23.0,,23,11130
2399999,"Remainder of Maine, Maine",1303050.0,,683.0,,23,99999
2302850,"Bar Harbor, Maine",5425.0,,16.0,,23,02850
2308490,"Mount Desert, Maine",1717.0,,204.0,,23,08490
2312390,"Southwest Harbor, Maine",1722.0,,252.0,,23,12390
2312960,"Tremont, Maine",1550.0,,211.0,,23,12960
2302510,"Appleton, Maine",1416.0,,163.0,,23,02510
2302950,"Beals, Maine",447.0,,91.0,,23,02950
2306610,"Hope, Maine",1583.0,,206.0,,23,06610
2307100,"Jonesport, Maine",1295.0,,170.0,,23,07100
2307450,"Lincolnville, Maine",1861.0,,225.0,,23,07450
2504080,"Deerfield School District, Massachusetts",5046.0,,18.0,,25,04080
2503840,"Concord School District, Massachusetts",19323.0,,21.0,,25,03840
2503900,"Conway School District, Massachusetts",1880.0,,182.0,,25,03900
2504260,"Dover School District, Massachusetts",5987.0,,23.0,,25,04260
2504530,"Eastham School District, Massachusetts",4893.0,,18.0,,25,04530
2504650,"Oak Bluffs School District, Massachusetts",4686.0,,20.0,,25,04650
2504710,"Erving School District, Massachusetts",1791.0,,147.0,,25,04710
2504920,"Florida School District, Massachusetts",876.0,,114.0,,25,04920
2505610,"Halifax School District, Massachusetts",7824.0,,32.0,,25,05610
2505760,"Hancock School District, Massachusetts",529.0,,88.0,,25,05760
2506000,"Hawlemont School District, Massachusetts",1503.0,,154.0,,25,06000
2506210,"Holland School District, Massachusetts",2539.0,,245.0,,25,06210
2506540,"Kingston School District, Massachusetts",13381.0,,25.0,,25,06540
2506630,"Lanesborough School District, Massachusetts",3347.0,,79.0,,25,06630
2506810,"Leverett School District, Massachusetts",1983.0,,132.0,,25,06810
2506900,"Lincoln School District, Massachusetts",6726.0,,29.0,,25,06900
2507290,"Marion School District, Massachusetts",5100.0,,19.0,,25,07290
2507470,"Mattapoisett School District, Massachusetts",6294.0,,17.0,,25,07470
2507830,"Middleton School District, Massachusetts",9779.0,,25.0,,25,07830
2508220,"Nahant School District, Massachusetts",3495.0,,25.0,,25,08220
2500014,"Chesterfield-Goshen School District, Massachusetts",2358.0,,277.0,,25,00014
2500043,"Up-Island Regional School District, Massachusetts",4170.0,,26.0,,25,00043
2501740,"Acushnet School District, Massachusetts",10483.0,,18.0,,25,01740
2501890,"Amherst School District, Massachusetts",39741.0,,46.0,,25,01890
2502520,"Berkley School District, Massachusetts",6679.0,,18.0,,25,02520
2502550,"Berlin School District, Massachusetts",3144.0,,18.0,,25,02550
2502880,"Boxford School District, Massachusetts",8270.0,,21.0,,25,02880
2502910,"Boylston School District, Massachusetts",4581.0,,20.0,,25,02910
2502970,"Brewster School District, Massachusetts",9868.0,,25.0,,25,02970
2503060,"Brimfield School District, Massachusetts",3739.0,,24.0,,25,03060
2503120,"Brookfield School District, Massachusetts",3431.0,,18.0,,25,03120
2503330,"Carlisle School District, Massachusetts",5186.0,,28.0,,25,03330
2503720,"Clarksburg School District, Massachusetts",1744.0,,98.0,,25,03720
2508530,"New Salem-Wendell School District, Massachusetts",1889.0,,156.0,,25,08530
2508640,"Norfolk School District, Massachusetts",11748.0,,23.0,,25,08640
2508880,"Northborough School District, Massachusetts",14985.0,,29.0,,25,08880
2509090,"Edgartown School District, Massachusetts",4306.0,,17.0,,25,09090
2509180,"Orange School District, Massachusetts",7682.0,,26.0,,25,09180
2509210,"Orleans School District, Massachusetts",5821.0,,17.0,,25,09210
2509390,"Pelham School District, Massachusetts",1306.0,,124.0,,25,09390
2509540,"Petersham School District, Massachusetts",1269.0,,141.0,,25,09540
2509690,"Plainville School District, Massachusetts",9088.0,,18.0,,25,09690
2509780,"Plympton School District, Massachusetts",2945.0,,29.0,,25,09780
2510080,"Richmond School District, Massachusetts",1590.0,,141.0,,25,10080
2510140,"Rochester School District, Massachusetts",5527.0,,30.0,,25,10140
2510230,"Rowe School District, Massachusetts",410.0,,54.0,,25,10230
2510530,"Savoy School District, Massachusetts",719.0,,83.0,,25,10530
2510710,"Sherborn School District, Massachusetts",4301.0,,20.0,,25,10710
2510800,"Shutesbury School District, Massachusetts",1801.0,,145.0,,25,10800
2510950,"Southampton School District, Massachusetts",6140.0,,17.0,,25,10950
2511370,"Sunderland School District, Massachusetts",3659.0,,18.0,,25,11370
2510980,"Southborough School District, Massachusetts",10074.0,,27.0,,25,10980
2511310,"Sturbridge School District, Massachusetts",9537.0,,17.0,,25,11310
2511340,"Sudbury School District, Massachusetts",18940.0,,24.0,,25,11340
2511670,"Topsfield School District, Massachusetts",6551.0,,19.0,,25,11670
2511730,"Truro School District, Massachusetts",1254.0,,228.0,,25,11730
2511940,"Wales School District, Massachusetts",2117.0,,231.0,,25,11940
2512300,"Wellfleet School District, Massachusetts",3481.0,,225.0,,25,12300
2512570,"Tisbury School District, Massachusetts",4103.0,,26.0,,25,12570
