data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
8673744,140,CEN48756,48756,"24 November 2021",2021,1,"Violence against civilians","Sexual violence","Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Koui,Koui,Koui,6.952,15.4532,2,"Corbeau News",National,"On 24 November 2021, Russian mercenaries from Wagner Group assaulted and raped a woman in Dongue Douane village, 5km from Koui (Ouham-Pende). The victim was severely injured, and died after a few hours.",1,1638831648,CAF
8663237,140,CEN48729,48729,"21 November 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Nana-Mambere,Abba,Abba,Abba,5.3251,15.1799,2,"Corbeau News",National,"On 21 November 2021, the 3R rebels from CPC attacked the Wagner Group's military positions, clashing with the Russian mercenaries, in Yidere, 40km from Abba (Nana-Mambere). The clash lasted for several hours, until two Wagner helicopters arrived at the location and forced the rebels to retreat. There were several fatalities and injuries on both sides. Unknown fatalities coded as 3.",3,1638225129,CAF
8673741,140,CEN48753,48753,"21 November 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Wagner Group","Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Ouham,Nana-Bakassa,Nana-Bakassa,Nana-Bakassa,6.9869,17.2823,1,"Corbeau News",National,"On 21 November 2021, Russian mercenaries from Wagner Group, together with FACA forces, stopped a bus driver and his passengers at a checkpoint, looted and abducted them in the Nana-Bakassa outskirts (Ouham). One victim was found with photos on his mobile phone showing bodies of dead Russian mercenaries. The bus driver was released after 10 days, but the other victim disappeared. There were no fatalities.",0,1638831648,CAF
8663241,140,CEN48727,48727,"20 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Abba,Abba,Abba,5.3251,15.1799,2,"Corbeau News",National,"On 20 November 2021, Russian mercenaries from Wagner Group attacked a group of 20 civilians from Cameroon, who were suspected of going to the mining site without the Wagner's permit, in Yidere, 40km from Abba (Nana-Mambere). The mercenaries also looted their money and belongings. Ten people disappeared, five were injured, and other five were killed.",5,1638225129,CAF
8663238,140,CEN48725,48725,"18 November 2021",2021,2,"Strategic developments","Looting/property destruction","Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Abba,Abba,Abba,5.3251,15.1799,2,"Corbeau News",National,"Looting: Around 18 November 2021 (week of), Russian mercenaries from Wagner Group looted two mining excavators, belonging to a Chinese private mining company and to a Central African miner, in Yidere village, 40km from Abba (Nana-Mambere).",0,1638225129,CAF
8663239,140,CEN48726,48726,"18 November 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Nana-Mambere,Baboua,Baboua,Baboua,5.798,14.8285,2,"Corbeau News",National,"On 18 November 2021, Russian mercenaries of Wagner Group attacked the 3R rebel positions, clashing with militiamen, in Kpare, 10km from Baboua (Nana-Mambere). Together with the 3R faction of CPC, Russian clashed also with the Anti-Balaka faction. Four Russian mercenaries and one 3R rebel were killed in the clash, while an Anti-Balaka militiaman was injured. There were 5 fatalities.",5,1638225129,CAF
8663240,140,CEN48724,48724,"17 November 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Ouham-Pende,Paoua,Paoua,Paoua,7.2452,16.4342,2,"Corbeau News",National,"On 17 November 2021, Russian mercenaries from Wagner Group attacked and clashed with CNLT militants at a CNLT military base in Pont Kogi location in the Ouham-Pende prefecture and near the border town of Gore in Chad (coded as Paoua). The clash was disclosed by a press release from the CNLT, with 27 rebels and around 100 civilians killed, around 127 fatalities in total.",127,1638225129,CAF
8653663,140,CEN48716,48716,"16 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Ngaoundaye,Lim,Kowone,7.3009,15.9194,2,"Corbeau News",National,"On 16 November 2021, Russian mercenaries from Wagner Group ambushed Chadian illegal taxi drivers in Erbo village, near Kowone (Lim, Ngaoundaye), after a clash against the 3Rs (coded separately). A Fulani pastoralist, who was a taxi passenger, was killed. Five Chadian illegal taxi drivers were then abducted, together with their other passengers, and Russian mercenaries looted their money and belongings. The victims were released after a few hours. There was one fatality.",1,1637615529,CAF
8653664,140,CEN48715,48715,"16 November 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Ouham-Pende,Ngaoundaye,Lim,Kowone,7.3009,15.9194,2,"Corbeau News",National,"On 16 November 2021, Russian mercenaries from Wagner Group attacked the military positions of the 3R rebels of CPC, in Djakoundou village, near Kowone (Lim, Ngaoundaye). After the 3R retreat, Russian mercenaries set fire to several civilians' houses in Djakoundou and other two very close villages, in retaliation. There were no fatalities nor injuries.",0,1637615529,CAF
8673885,140,CEN48752,48752,"16 November 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Ouaka,Ippy,Yengou,Zoumako,6.0167,21.4,2,"International Crisis Group",Other,"On 16 November 2021, Russian mercenaries from Wagner Group clashed with the UPC rebels from CPC in an unidentified locations near Zoumako (Yengou, Ippy). Three UPC militiamen were killed during the clash.",3,1638831648,CAF
8653657,140,CEN48713,48713,"14 November 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Ouham-Pende,Ngaoundaye,Kodi,"Mbere Guili",7.2605,15.5274,2,"Corbeau News",National,"On 14 November 2021, the 3R rebels from CPC ambushed a Wagner group convoy, clashing with Russian mercenaries, 3km from Mbere Guili (Kodi, Ngaoundaye). This clash happened as the Wagner group were retreating from am ambush in Mbere Guili (coded separately), in retaliation to another attack the Wagner had made on the 3Rs' military positions in Kaita (coded separately). Two Russian mercenaries were killed in the ambush, and the 3R rebels looted several heavy weapons.",2,1637615529,CAF
8653660,140,CEN48712,48712,"14 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham,Nana-Bakassa,Nana-Bakassa,Kouki,7.1663,17.3091,1,"Corbeau News",National,"On 14 November 2021, Russian mercenaries from Wagner Group attacked miners and shop owners in the village of Kouki (Nana-Bakassa, Ouham), in retaliation for an ambush carried out by an unidentified armed group from Sudan a few hours earlier 10 km from Kouki (coded separately). Suspecting that the miners were part of this armed group, Wagner mercenaries stormed two mining sites, burned private homes and stores, and killed several people. There were 19 fatalities, all among miners.",19,1637615529,CAF
8653661,140,CEN48711,48711,"14 November 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Ouham,Nana-Bakassa,Nana-Bakassa,Kouki,7.1663,17.3091,2,"Corbeau News",National,"On 14 November 2021, unidentified Sudanese armed men ambushed a Wagner Group convoy, clashing with Russian mercenaries, 10km from Kouki (Nana-Bakassa, Ouham). Four mercenaries were killed in the clash.",4,1637615529,CAF
8653665,140,CEN48710,48710,"14 November 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Ouham-Pende,Ngaoundaye,Mbili,Kaita,7.1386,15.2668,1,"Corbeau News",National,"On 14 November 2021, Russian mercenaries from Wagner Group attacked the 3R rebels from CPC, clashing with them, in Kaita (Mbili, Ngaoundaye). The armed groups clashed for several hours. One 3R rebel was killed and another was injured.",1,1637615529,CAF
8673887,140,CEN48751,48751,"14 November 2021",2021,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Ouaka,Bambari,"Haute Baidou","Groupement Boyo",5.7238,21.4881,1,"International Crisis Group",Other,"On 14 November 2021, suspected CPC rebels clashed with the Russian mercenaries from Wagner Group and FACA forces, in Groupement Boyo (Haute Baidou, Bambari). Two mercenaries and one FACA officer were killed during the clash.",3,1638831648,CAF
8653651,140,CEN48708,48708,"13 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Baboua,Baboua,Baboua,5.798,14.8285,2,"Corbeau News",National,"On 13 November 2021, Russian mercenaries from Wagner Group attacked Fulani pastoralists near Kpare, 15km from Baboua (Nana-Mambere). They shot against civilians and their properties, killing three people, and then looted money, cattle and belongings. There were three fatalities.",3,1637615529,CAF
8653662,140,CEN48706,48706,"12 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"Corbeau News",National,"On 12 November 2021, Russian mercenaries from Wagner Group looted money and other belongings from civilians, during the night, in Bria (Samba-Boungou, Haute-Kotto). During the looting, two men tried to escape, and suddenly Russian mercenaries blocked them and killed them. There were two fatalities.",2,1637615529,CAF
8644292,140,CEN48697,48697,"10 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"Corbeau News",National,"On 10 November 2021, Russian mercenaries from Wagner Group shot and injured an ex-general of the FPRC faction of CPC in Bria (Samba-Boungou, Haute-Kotto) while trying to arrest him. The man was arrested.",0,1637008334,CAF
8653658,140,CEN48705,48705,"08 November 2021",2021,1,"Strategic developments","Looting/property destruction","Wagner Group",,8,18,"Middle Africa","Central African Republic",Nana-Mambere,Baboua,Baboua,Bondiba,5.5351,14.7947,1,"Corbeau News",National,"Looting: On 8 November 2021, Russian mercenaries from Wagner Group looted money and belonging of FACA soldiers at gunpoint, in Bondiba (Baboua, Nana-Mambere). After this, Wagner mercenaries looted money and items from shop owners. There were no clashes reported.",0,1637615529,CAF
8644287,140,CEN48693,48693,"07 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouaka,Bambari,Bambari,Bambari,5.7648,20.6542,2,"Corbeau News",National,"On 7 November 2021, Russian mercenaries from Wagner Group executed the former UPC Secretary General and his wife, who had previously announced to leave the UPC faction of CPC, in Shimbolo, 10km from Bambari (Ouaka). There were two fatalities.",2,1637008334,CAF
9364445,140,CEN48781,48781,"07 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Bouar,Herman-Brousse,Bouar,5.9312,15.593,2,"Corbeau News",National,"On 7 November 2021, Russian mercenaries from Wagner Group abducted three civilians, two Muslim and (one presumed Catholic) Christian, and tortured them to death in Maigaro village, 5km from Bouar (Herman-Brousse, Nana-Mambere). The victims were suspected of collaborating with the 3R. There were three fatalities.",3,1655827947,CAF
8673889,140,CEN48748,48748,"05 November 2021",2021,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Ouham,"Nangha Boguila","Nangha Boguila",Boguila,7.1857,16.84,1,"International Crisis Group",Other,"On 5 November 2021, Russian mercenaries from Wagner Group, supported by FACA forces, clashed with the 3R rebels from CPC in Boguila (Nangha Boguila, Ouham). Three rebels were killed during the clash.",3,1638831648,CAF
8673890,140,CEN48746,48746,"03 November 2021",2021,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Ouham,Markounda,"Nana Markounda",Markounda,7.6173,16.9669,2,"International Crisis Group",Other,"On 3 November 2021, Russian mercenaries from Wagner Group, supported by FACA forces, clashed with the 3R rebels from CPC in Kadanga and Poussiere mining sites, Nana Markounda commune (Markounda, Ouham). The clash lasted for two days. There were several fatalities (coded as 10), split across two events.",5,1638831648,CAF
8628639,140,CEN48672,48672,"02 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouaka,Bakala,Koudou-Bego,Bakala,6.1932,20.3882,1,"Corbeau News",National,"On 2 November 2021, Russian mercenaries from Wagner Group shot dead two diamond and gold traders, and looted their money and belongings, on the outskirts of Bakala (Koudou-Bego, Ouaka). There were two fatalities.",2,1636405422,CAF
8673892,140,CEN48745,48745,"02 November 2021",2021,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Ouham,Markounda,"Nana Markounda",Markounda,7.6173,16.9669,2,"International Crisis Group",Other,"On 2 November 2021, Russian mercenaries from Wagner Group, supported by FACA forces, clashed with the 3R rebels from CPC in Kadanga and Poussiere mining sites in Nana Markounda commune (Markounda, Ouham). The clash lasted for two days. There were several fatalities (coded as 10), split across two events.",5,1638831648,CAF
8644293,140,CEN48687,48687,"01 November 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Nana-Mambere,Abba,Abba,Abba,5.3251,15.1799,2,"Corbeau News",National,"On 1 November 2021, Russian mercenaries from Wagner Group abducted and then executed three artisanal miners in Ybere mining site near Abba (Nana-Mambere) after a military operation led by FACA and Wagner group against the 3R rebels from CPC was concluded in the area.",3,1637008334,CAF
8612083,140,CEN48664,48664,"26 October 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Ngaoundaye,Kodi,Bezere,7.1044,15.5246,1,"Corbeau News",National,"On 26 October 2021, Russian mercenaries from Wagner Group beat and killed a youth, for unclear reasons, in Bezere (Kodi, Ngaoundaye).",1,1635798955,CAF
8612076,140,CEN48662,48662,"25 October 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Wagner Group","Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Ouham-Pende,Bocaranga,Bocaranga,Bohong,6.4973,15.6561,1,"Corbeau News",National,"On 25 October 2021, Russian mercenaries from Wagner Group, supported by FACA forces, abducted several Catholic Christian civilians in Bohong (Bocaranga, Ouham-Pende). Wagner mercenaries demanded a 25.000 CFA ransom for the release. There were no fatalities nor injuries.",0,1635798955,CAF
8605634,140,CEN48653,48653,"21 October 2021",2021,1,"Strategic developments","Looting/property destruction","Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Koui,Koui,Koui,6.952,15.4532,2,"Corbeau News",National,"Looting: On 21 October 2021, Russian mercenaries from Wagner group looted local residents' and shop owners' money, vehicles, and belongings in Dankobira, a village located at 20km from Koui (Ouham-Pende). There were no fatalities nor injuries.",0,1635193320,CAF
8612071,140,CEN48657,48657,"21 October 2021",2021,2,"Strategic developments",Arrests,"Wagner Group","Military Forces of the Central African Republic (2016-)",8,18,"Middle Africa","Central African Republic",Mambere-Kadei,Berberati,Basse-Batouri,Berberati,4.2555,15.7875,1,"Corbeau News",National,"Around 21 October 2021 (week of), Russian mercenaries from Wagner Group arrested the chief of police prison guards, suspected of organizing a military takeover, in Berberati (Basse-Batouri, Membere-Kadei). He was taken under military escort and placed in detention in the Roux military camp prison.",0,1635798955,CAF
8612074,140,CEN48658,48658,"21 October 2021",2021,2,"Strategic developments",Arrests,"Wagner Group","Military Forces of the Central African Republic (2016-) Gendarmerie",8,18,"Middle Africa","Central African Republic",Nana-Grebizi,Kaga-Bandoro,Kaga-Bandoro,Kaga-Bandoro,6.9904,19.1915,1,"Corbeau News",National,"Around 21 October 2021 (week of), Russian mercenaries from Wagner Group abducted a chief of FACA forces, suspected of supporting the FPRC rebels, in Kaga-Bandoro (Nana-Grebizi). He was transferred to the research and investigation section of the gendarmerie in Bangui.",0,1635798955,CAF
8605635,140,CEN48650,48650,"17 October 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouaka,Bambari,Danga-Gboudou,Ndassima,6.1389,20.7779,1,"Corbeau News",National,"On 17 October 2021, Russian mercenaries from Wagner group abducted a local miner, suspected of hiding a large amount of gold in his house, in Ndassima (Danga-Gboudou, Bambari). The victim led the mercenaries down a river, convincing them that they would find the hidden gold there, and from there he managed to escape. Wagner's mercenaries, in retaliation, burned and destroyed the miner's house. There were no fatalities nor injuries.",0,1635193320,CAF
8605284,140,CEN48648,48648,"16 October 2021",2021,1,"Violence against civilians",Attack,"Wagner Group","Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Ouham,Bossangoa,Bossangoa,Bossangoa,6.4934,17.4541,2,"Radio Ndeke Luka; Corbeau News",National,"On 16 October 2021, Russian mercenaries from Wagner group, supported by FACA forces, attacked the village of Kpondigmon, 18km from Bossangoa (Ouham). Wagner mercenaries destroyed shops, looted cattle, and stole items from a health center. Three civilians were killed during the attack.",3,1635193319,CAF
8605633,140,CEN48646,48646,"16 October 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Wagner Group",,8,78,"Middle Africa","Central African Republic",Bangui,Bangui,Bangui,Bangui,4.3612,18.5549,1,"Corbeau News",National,"On 16 October 2021, Russian mercenaries from Wagner group abducted a former UPC general in Bangui (Bangui), suspected of being the main person responsible for the UPC attacks in Bria perpetrated on the previous days. There were no fatalities nor injuries.",0,1635193320,CAF
8628377,140,CEN48647,48647,"16 October 2021",2021,1,"Violence against civilians",Attack,"Wagner Group","Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Ouham,Bossangoa,Bossangoa,Benzambe,6.4833,17.45,1,"Corbeau News; Radio Ndeke Luka; International Crisis Group",Other-National,"On 16 October 2021, Russian mercenaries from Wagner group, supported by FACA forces, attacked the village of Benzambe (Bossangoa, Ouham). The Wagner mercenaries destroyed health centers and shops, and looted some cattle. Seven people were killed during the attack.",7,1636405421,CAF
8705599,140,CEN48780,48780,"15 October 2021",2021,3,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Mambere-Kadei,Berberati,Basse-Mambere,Banga,4.0559,16.1091,2,"Corbeau News",National,"Around 15 October 2021 (month of), suspected members of the Wagner group killed 18 Muslim people in Yidere village, around Banga town, Basse-Mambere subdivision (Berberati, Mambere-Kadei). Their remains were discovered on January 6.",18,1641863885,CAF
8662962,140,CEN48637,48637,"13 October 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Wagner Group","Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Haute-Kotto,Bria,Samba-Boungou,Bria,6.5374,21.9914,1,"MINUSCA; Corbeau News",National,"On 13 October 2021, Russian mercenaries from Wagner group, supported by FACA, abducted around 100 Fulani civilians, suspected of supporting the CPC rebels during an armed clash occurred on the previous days (coded separately) in Bria (Samba-Boungou, Haute-Kotto). Around 23 victims were Chadian Fulani refugees. There were no fatalities nor injuries.",0,1638225128,CAF
8597344,140,CEN48635,48635,"11 October 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Mambere-Kadei,Berberati,Basse-Mambere,Banga,4.0559,16.1091,1,"Corbeau News",National,"On 11 October 2021, the 3R rebels from CPC ambushed a Wagner convoy, clashing with Russian mercenaries for several hours, in Banga (Basse-Mambere, Berberati). There were eight fatalities in total, five among Wagner and three among 3R militiamen, and four injuries.",8,1634581157,CAF
8597343,140,CEN48633,48633,"10 October 2021",2021,1,"Strategic developments",Other,"Wagner Group",,8,18,"Middle Africa","Central African Republic",Bangui,Bangui,Bangui,Bangui,4.3612,18.5549,3,"Corbeau News",National,"Other: On 10 October 2021, government of the Central African Republic suspended the technical mission of Wagner group, involved in collecting tariffs at the country customs (coded as Bangui).",0,1634581157,CAF
8586421,140,CEN48627,48627,"08 October 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Kemo,Dekoa,Dekoa,Dekoa,6.3202,19.0782,1,"Corbeau News",National,"On 8 October 2021, Russian mercenaries from Wagner group tortured and killed a student who had filmed their presence on a military vehicle in Dekoa (Kemo).",1,1633983690,CAF
8586420,140,CEN48625,48625,"06 October 2021",2021,1,"Violence against civilians",Attack,"Wagner Group","Military Forces of the Central African Republic (2016-)",8,78,"Middle Africa","Central African Republic",Ouham-Pende,Koui,Koui,Bouzou,6.8468,15.1781,1,"Corbeau News",National,"On 6 October 2021, Russian mercenaries from Wagner group, supported by FACA forces, attacked a village, threatening Muslim civilians, destroying houses and properties, and forcing the population to flee in Bouzou (Koui, Ouham-Pende). The village mosque was set on fire while Muslim civilians were inside to escape from the attack. There were no fatalities nor injuries.",0,1633983690,CAF
8628374,140,CEN48617,48617,"04 October 2021",2021,1,Battles,"Armed clash","Wagner Group",,8,38,"Middle Africa","Central African Republic",Mambere-Kadei,Gadzi,Topia,Bombo,4.9295,16.7936,1,"RFE/RL; Corbeau News; International Crisis Group",Other-National,"On 4 October 2021, the 3R rebels from CPC ambushed a Wagner group convoy, and clashed with Russian mercenaries in Bombo (Topia, Gadzi). After many hours, Wagner mercenaries received air support, and CPC rebels left the clash. There were 5 fatalities, 2 among CPC and 3 among Wagner group, and two Russian mercenaries were injured.",5,1636405421,CAF
8581068,140,CEN48612,48612,"01 October 2021",2021,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Basse-Kotto,Zangba,Ouambe,"Banda-Kolo Yangba",4.6546,20.9875,1,"Corbeau News",National,"On 1 October 2021, Russian mercenaries from Wagner group, supported by FACA forces, clashed with the UPC rebels from CPC on a mining site in Banda-Kolo Yangba (Ouambe, Zangba). The clashes lasted for two days, and there were 42 fatalities in total (split across two events), mostly among civilians.",21,1633455252,CAF
8581073,140,CEN48614,48614,"01 October 2021",2021,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Basse-Kotto,Alindao,Bangui-Kette,Pouloubou,5.1247,21.5975,1,"Corbeau News",National,"On 1 October 2021, Russian mercenaries from Wagner group, supported by FACA forces, clashed with the UPC rebels from CPC in Pouloubou (Bangui-Kette, Alindao). The clashes lasted for two days, and there were 25 fatalities (split across two events). A UPC general was also seriously injured.",12,1633455252,CAF
8581177,140,CEN48613,48613,"01 October 2021",2021,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Ouaka,Bambari,Ngougbia,Ngakobo,5.3397,20.7308,1,"Corbeau News",National,"On 1 October 2021, Russian mercenaries from Wagner group, supported by FACA forces, clashed with the UPC rebels from CPC in Ngakobo (Ngougbia, Bambari). The clashes lasted two days, and there were 13 fatalities (split across two events), exclusively among civilians.",7,1633455253,CAF
8581069,140,CEN48607,48607,"30 September 2021",2021,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Basse-Kotto,Zangba,Ouambe,"Banda-Kolo Yangba",4.6546,20.9875,1,"Corbeau News",National,"On 30 September 2021, Russian mercenaries from Wagner group, supported by FACA forces, clashed with the UPC rebels from CPC on a mining site in Banda-Kolo Yangba (Ouambe, Zangba). The clashes lasted for two days, and there were 42 fatalities in total (split in two events), mostly among civilians.",21,1633455252,CAF
8581074,140,CEN48611,48611,"30 September 2021",2021,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Basse-Kotto,Alindao,Bangui-Kette,Pouloubou,5.1247,21.5975,1,"Corbeau News",National,"On 30 September 2021, Russian mercenaries from Wagner group, supported by FACA forces, clashed with the UPC rebels from CPC in Pouloubou (Bangui-Kette, Alindao). The clashes lasted for two days, and there were 25 fatalities (split across two events). A UPC general was also seriously injured.",13,1633455252,CAF
8581165,140,CEN48610,48610,"30 September 2021",2021,1,Battles,"Armed clash","Wagner Group","Military Forces of the Central African Republic (2016-)",8,38,"Middle Africa","Central African Republic",Ouaka,Bambari,Ngougbia,Ngakobo,5.3397,20.7308,1,"Corbeau News",National,"On 30 September 2021, Russian mercenaries from Wagner group, supported by FACA forces, clashed with the UPC rebels from CPC in Ngakobo (Ngougbia, Bambari). The clashes lasted two days, and there were 13 fatalities (split across two events), exclusively among civilians.",6,1633455253,CAF
8586419,140,CEN48615,48615,"30 September 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Koui,Koui,Koui,6.952,15.4532,2,"Corbeau News",National,"On 30 September 2021, Russian mercenaries from Wagner group attacked civilians in the village of Dewa, 25km from Koui (Ouham-Pende), targeting especially traders' shops. Local population fled from the village, and moved to other near villages. There were 6 fatalities and 13 injuries.",6,1633983690,CAF
8581044,140,CEN48604,48604,"28 September 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Ngaoundaye,Kodi,Bezere,7.1044,15.5246,1,"International Crisis Group; Corbeau News",Other-National,"On 28 September 2021, Russian mercenaries from Wagner group attacked a village and killed 16 Fulani civilians in Bezere (Kodi, Ngaoundaye).",16,1633455252,CAF
8581233,140,CEN48603,48603,"27 September 2021",2021,1,"Strategic developments","Looting/property destruction","Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Bocaranga,Pende,Ngoutere,6.771,15.8963,1,"Corbeau News",National,"Looting: On 27 September 2021, Russian mercenaries from Wagner group looted many shops and three motorbikes belonging to local traders in Ngoutere (Pende, Bocaranga). There were no fatalities nor injuries.",0,1633455253,CAF
8581209,140,CEN48600,48600,"26 September 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Bozoum,Bozoum,Bozoum,6.3186,16.3709,2,"Corbeau News",National,"On 26 September 2021, Russian mercenaries from Wagner group attacked a Fulani village, destroying private properties and killing five Fulani civilians in a village near Bozoum (Ouham-Pende).",5,1633455253,CAF
8581235,140,CEN48601,48601,"26 September 2021",2021,1,"Strategic developments","Looting/property destruction","Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Paoua,Paoua,Paoua,7.2452,16.4342,1,"Corbeau News",National,"Looting: On 26 September 2021, a Russian mercenary from Wagner Group stormed the central market, shot bullets in the air, and looted items from shop owners and street vendors in Paoua (Ouham-Pende). There were no fatalities nor injuries.",0,1633455253,CAF
8581173,140,CEN48560,48560,"17 September 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Bocaranga,Loura,Kounpala,7.0636,15.7815,2,"Corbeau News",National,"On 17 September 2021, Russian mercenaries from Wagner group looted and destroyed private properties, and kidnapped three young people near Kounpala (Loura, Bocaranga). The victims were then released in Bocaranga. There were no fatalities.",0,1633455253,CAF
8581227,140,CEN48565,48565,"17 September 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Ngaoundaye,Dilouki,Letele,7.1281,15.7006,1,"Corbeau News",National,"On 17 September 2021, Russian mercenaries from Wagner group shot dead two young people and killed a woman, who was a local farmer, in Letele (Dilouki, Ngaoundaye).",3,1633455253,CAF
8581228,140,CEN48564,48564,"17 September 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Wagner Group",,8,78,"Middle Africa","Central African Republic",Ouham-Pende,Bocaranga,Bocaranga,Bocaranga,6.9833,15.6462,2,"Corbeau News",National,"On 17 September 2021, Russian mercenaries from Wagner group abducted dozens of people in a village 10km from Bocaranga (Ouham-Pende). The victims were then released. There were no fatalities nor injuries.",0,1633455253,CAF
8581115,140,CEN48563,48563,"16 September 2021",2021,1,"Violence against civilians",Attack,"Wagner Group",,8,78,"Middle Africa","Central African Republic",Mambere-Kadei,Gamboula,Basse-Boumne,Beina-Boimo,4.4518,15.0133,1,"Corbeau News",National,"On 16 September 2021, Russian mercenaries from Wagner group killed four people, who had been abducted three days before on suspicions of supporting rebel groups, in Beina-Boimo (Basse-Boumne, Mambere-Kadei).",4,1633455252,CAF
