Country ID,Country Code,Country Name,Region ID,Region Name,Income Group ID,Income Group Name,Income Group Acronym,Managing Agency ID,Managing Agency Acronym,Managing Agency Name,Managing Sub-agency or Bureau ID,Managing Sub-agency or Bureau Acronym,Managing Sub-agency or Bureau Name,Implementing Partner Category ID,Implementing Partner Category Name,Implementing Partner Sub-category ID,Implementing Partner Sub-category Name,Implementing Partner ID,Implementing Partner Name,International Category ID,International Category Name,International Sector Code,International Sector Name,International Purpose Code,International Purpose Name,US Category ID,US Category Name,US Sector ID,US Sector Name,Submission ID,Funding Acount ID,Funding Account Name,Funding Agency ID,Funding Agency Name,Funding Agency Acronym,Foreign Assistance Objective ID,Foreign Assistance Objective Name,Aid Type Group ID,Aid Type Group Name,Activity ID,Activity Name,Activity Description,Activity Project Number,Activity Start Date,Activity End Date,Transaction Type ID,Transaction Type Name,Fiscal Year,Current Dollar Amount,Constant Dollar Amount
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854506,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine - Resource Management # 11/ Defense Review Workshop. ISG and Ukrainian representatives conduct an event in support of the Defense Review,,,2019-08-23,2,Obligations,2019,123938,125494
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854507,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises","Ukraine - Resource Management #12/Defense Review Workshop. Continue support of the Defense Review through analytical work relating to capability identification, resource requirements analysis, and optimization and prioritization.",,,2019-09-25,2,Obligations,2019,123938,125494
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854509,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine - Resource Management #9/Defense Review Workshop. ISG and Ukrainian representatives conduct an event in support of the Defense Review,,,2019-07-25,2,Obligations,2019,123938,125494
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854508,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises","Ukraine - Resource Management #13/Defense Review Workshop. Continue support of the Defense Review through analytical work relating to capability identification, resource requirements analysis, and optimization and prioritization.",,,2019-09-27,2,Obligations,2019,123938,125494
818,EGY,Egypt,3,Middle East and North Africa,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,110,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852881,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-09-30,2,Obligations,2019,99911,101165
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,110,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852882,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-09-30,2,Obligations,2019,80000,81004
792,TUR,Turkey,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,110,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852882,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-09-30,2,Obligations,2019,72091,72996
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854500,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine - Human Resource Management #7 / Capability Development Workshop. Conduct an engagement with representatives from the Ukrainian General Staff (GS) and the National Defense University of Ukraine (NDU) to further work on the Capability Development project.,,,2019-08-24,2,Obligations,2019,52390,53048
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854492,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine -  Human Resource Management # 6/ Capability Development Workshop. Continue work on the development and implementation of the MET Framework.,,,2019-07-25,2,Obligations,2019,50906,51545
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854504,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine - Resilience Interagency Coordination Meeting... Conduct a planning meeting to develop and coordinate the FY20 interagency resilience workshop focused on improving..interagency cooperation and resilience adaption based on the NATO Resilience Baseline Requirements and related topics..,,,2019-09-16,2,Obligations,2019,46190,46770
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854435,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",MOI Rotary Wing FAM. SPP,UKRSPP1900937OCE,,2019-07-20,2,Obligations,2019,45294,45862
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854466,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",PfPC ESC Multinational Workshop III. PfPC,USAPPC1901319MLE,,2019-09-27,2,Obligations,2019,42819,43357
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854498,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine - EUCOM Sustainment Planning Workshop. Conduct an engagement jointly with USEUCOM to support the sustainment of equipment provided to Ukraine by the U.S. through U.S. security cooperation and security assistance programs.,,,2019-08-02,2,Obligations,2019,36496,36955
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854511,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises","Ukraine - Strategy, Planning & Policy # 9/Navy Strategy/C2 Workshop. Facilitate the development of the Implementation Plan to ensure the effective application of the key elements of the Strategy as well as provide a mechanism to ensure the development priorities identified in the Strategy are translated into the formal documentation of the Ukrainian defense planning process.",,,2019-08-14,2,Obligations,2019,36496,36955
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,109,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852730,Global Train and Equip Program - Land Forces Force Generation Capability (Phase I),To conduct or support programs providing training and equipment to national security forces of foreign countries for the purpose of building capacity of partner nations. The Defense Security Cooperation Agency (DSCA) provides program management. Country teams work through DoD geographic Combatant Commands (COCOMs).,,,2019-09-30,2,Obligations,2019,33173,33590
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854493,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises","Ukraine - Air Force Strategy Development #4. Conduct a five-day Air Force Strategy - 2035 workshop with Ukrainian Air Force representatives to go over mission, vision, values, planning assumptions, Future Security Environment (FSE), Life Cycle Management (LCM), and Capability-Based Assessments (CBA).",,,2019-07-19,2,Obligations,2019,32802,33214
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854501,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine - International Defense Procurement Office Project # 2. Support the development of a capability for the planning and execution of procurements through the U.S. Foreign Military Sales (FMS) program.,ACSS-66,,2019-08-07,2,Obligations,2019,32401,32808
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854398,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Flying Training Programs FAM. USAFE,UKRUFE1902449OCE,,2019-09-10,2,Obligations,2019,30804,31190
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854495,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises","Ukraine - Air Force Strategy Development #6. Conduct an Air Force Strategic Appraisal Conference with Ukrainian, ISG, and international representatives to support the development of the Ukrainian Air Force Strategy.",,,2019-09-05,2,Obligations,2019,30150,30528
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854496,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine - Command & Control (C2) Workshop. Broaden understanding of Ukrainian senior officers on NATO Principles for C2 and their application in a Ukrainian context,,,2019-10-04,2,Obligations,2019,29344,29713
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854497,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises","Ukraine - Command & Control (C2) Workshop. Provide greater understanding of NATO Principles for Command and Control (C2) and how they might be applied in a Ukrainian context, with specific attention to C2 constructs for force employment, defense integration, and the functions and tasks of a national level military staff (such as the General Staff) and a national-level joint force command.",,,2019-09-06,2,Obligations,2019,29344,29713
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854494,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises","Ukraine - Air Force Strategy Development #5. Finalize the agenda and other points for the Air Force Strategy Development Strategic Appraisal to be held 3-5 September in Vinnitsa; review the Strategic Guidance Review documentation that the Air Force Headquarters staff will have produced; and, review the Air Force Command and Control (C2) proposal.",,,2019-08-28,2,Obligations,2019,29344,29713
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854499,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises","Ukraine - George C Marshall Center (GCMC) National Command and Control Workshop. Review the draft program and project charters relating to Ukrainian Command and Control (C2) reform as required by Ministry of Defense Directive 141, On the Transformation of the C2 Structure, (29 March 2019), and to identify requirements for support.",,,2019-07-13,2,Obligations,2019,27818,28167
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,127,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,853397,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-09-30,2,Obligations,2019,27092,27432
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854510,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises","Ukraine - Strategy, Planning & Policy # 8 Navy Strategy & C2 Workshop. Support the continued development of an Implementation Plan for The Strategy for the Development of Naval Forces to 2035.",,,2019-07-03,2,Obligations,2019,23265,23557
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854502,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine - Joint Operational Concept Document Development Workshop # 1. Conduct an engagement to support the General Staff in their development of a joint operating concept for the Armed Forces of Ukraine.,,,2019-08-15,2,Obligations,2019,20506,20763
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854375,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Airfield firefighting. USAFE,UKRUFE1902404OCE,,2019-08-30,2,Obligations,2019,20235,20489
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,110,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852882,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-09-30,2,Obligations,2019,19913,20163
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854480,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Recruiting Management Visit. ODC,ACSS-49,,2019-08-18,2,Obligations,2019,19298,19540
792,TUR,Turkey,2,Europe and Eurasia,3,Upper Middle Income Country,UMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,110,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852881,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-09-30,2,Obligations,2019,18956,19194
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854514,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine Senior Leaders Seminar V. GCMC,,,2019-09-27,2,Obligations,2019,16562,16769
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854479,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",RAPID TRIDENT 19 FPC. USAREUR,UKRUAE1900221JEX,,2019-07-19,2,Obligations,2019,15423,15617
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854512,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Ukraine NATO PDP II. GCMC,,,2019-09-11,2,Obligations,2019,13536,13706
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854389,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",DEEP UKR Mentorning and Assessment Visit Kyiv. PfPC,UKRPPC1902365ICE,,2019-07-27,2,Obligations,2019,13026,13190
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854474,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",PfPC UKRAINE DEEP MIP NCO DVT II. PfPC,UKRPPC1902122ICE,,2019-08-20,2,Obligations,2019,8120,8222
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854433,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises",Logistics Development - LOGREP TTT. ECJ4-Log,UKRE4L1901057MLE,,2019-08-03,2,Obligations,2019,7635,7731
4,AFG,Afghanistan,4,South and Central Asia,1,Low Income Country,LIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,3,Stabilization Operations and Security Sector Reform,110,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,852881,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,The FA.gov team redacted this field with the exceptions outlined in the Foreign Aid Transparency and Accountability Act of 2016.,,,2019-09-30,2,Obligations,2019,6818,6904
804,UKR,Ukraine,2,Europe and Eurasia,2,Lower Middle Income Country,LMIC,7,DOD,Department of Defense,16,DSCA,Defense Security Cooperation Agency,1,Government,Government - United States,1,1000003,U.S. Government - Department of Defense,3,Governance,152,"Conflict, Peace, and Security",15210,Security system management and reform,,,45,Peace and Security - General,128,97x0100,"Department of Defense, Operation and Maintenance, Defense-Wide",7,Department of Defense,DOD,2,Military,3,Project-Type,854505,"U.S. Department of Defense, Institutional Capacity Building Programs: Wales Initiative Fund activities, events, and exercises","Ukraine - Resource Management # 10/ Defense Review Workshop. Conduct a two-day workshop for the Defense Review Interagency Working Group #2, which is responsible for identifying the required capabilities for the Ukrainian Armed Forces through 2030.",ACSS-50,,2019-08-10,2,Obligations,2019,6317,6396
