incident_id,incident_date,state,city_or_county,address,no_killed,no_injured,total,year,ap_state,postal_state,full_address
1387245,2019-05-04,California,Stockton,5105 Holiday Dr,1,4,5,2019,Calif.,CA,"5105 Holiday Dr, Stockton, CA"
1386481,2019-05-03,Texas,Dallas,5400 Cedar Springs Rd,1,3,4,2019,Texas,TX,"5400 Cedar Springs Rd, Dallas, TX"
1384553,2019-05-01,Massachusetts,Boston,32 Windermere Rd,1,3,4,2019,Maine,MA,"32 Windermere Rd, Boston, MA"
1383752,2019-04-30,North Carolina,Charlotte,9214 South Library Ln,2,4,6,2019,N.C.,NC,"9214 South Library Ln, Charlotte, NC"
1382711,2019-04-28,Ohio,West Chester,4637 Wyndtree Dr,4,0,4,2019,Ohio,OH,"4637 Wyndtree Dr, West Chester, OH"
1381979,2019-04-28,Maryland,Baltimore,2544 Edmondson Ave,1,7,8,2019,Mass.,MD,"2544 Edmondson Ave, Baltimore, MD"
1381771,2019-04-27,Mississippi,Jackson,700 block of Monterey St,1,3,4,2019,Miss.,MS,"700 Monterey St, Jackson, MS"
1381273,2019-04-27,California,Poway,16934 Chabad Way,1,3,4,2019,Calif.,CA,"16934 Chabad Way, Poway, CA"
1373557,2019-04-16,Maryland,Germantown,18700 block of Curry Powder Ln,1,3,4,2019,Mass.,MD,"18700 Curry Powder Ln, Germantown, MD"
1371024,2019-04-14,California,Vallejo,100 block of Princeton Ave,1,3,4,2019,Calif.,CA,"100 Princeton Ave, Vallejo, CA"
1370795,2019-04-14,Florida,Miami,NW 19th Ave and 60th St,2,2,4,2019,Fla.,FL,"NW 19th Ave and 60th St, Miami, FL"
1368597,2019-04-11,Maryland,Baltimore,2200 block of Ruskin Ave,1,3,4,2019,Mass.,MD,"2200 Ruskin Ave, Baltimore, MD"
1369148,2019-04-11,Arizona,Phoenix,7112 W Minnezona Ave,3,2,5,2019,Ariz.,AZ,"7112 W Minnezona Ave, Phoenix, AZ"
1369109,2019-04-11,California,Los Angeles,E 103rd St and S Main St,1,4,5,2019,Calif.,CA,"E 103rd St and S Main St, Los Angeles, CA"
1367011,2019-04-09,Missouri,Kansas City,5339 Michigan Ave,1,3,4,2019,Mo.,MO,"5339 Michigan Ave, Kansas City, MO"
1365077,2019-04-07,Indiana,Indianapolis,3600 block of Roosevelt Ave,2,2,4,2019,Ind.,IN,"3600 Roosevelt Ave, Indianapolis, IN"
1362715,2019-04-04,Georgia,Stockbridge,300 block of Eagle Ct,3,2,5,2019,Ga.,GA,"300 Eagle Ct, Stockbridge, GA"
1363737,2019-04-04,Florida,Panama City,100 block of Allen Ave,1,3,4,2019,Fla.,FL,"100 Allen Ave, Panama City, FL"
1360333,2019-03-31,Georgia,Atlanta,3041 Landrum Dr SW,1,4,5,2019,Ga.,GA,"3041 Landrum Dr SW, Atlanta, GA"
1359455,2019-03-31,Illinois,Chicago,500 block of N Hamlin Ave,1,4,5,2019,Ill.,IL,"500 N Hamlin Ave, Chicago, IL"
1353714,2019-03-24,California,San Francisco,1300 Fillmore St,1,5,6,2019,Calif.,CA,"1300 Fillmore St, San Francisco, CA"
1350494,2019-03-19,Arizona,Phoenix,8526 N 27th Ave,2,4,6,2019,Ariz.,AZ,"8526 N 27th Ave, Phoenix, AZ"
1349256,2019-03-17,Georgia,Rochelle,Dennis St,1,3,4,2019,Ga.,GA,"Dennis St, Rochelle, GA"
1347974,2019-03-16,New Jersey,Camden,619 Ferry Ave,1,3,4,2019,N.J.,NJ,"619 Ferry Ave, Camden, NJ"
1348291,2019-03-15,Alabama,Mobile,515 Dauphin Island Pkwy,2,4,6,2019,Ala.,AL,"515 Dauphin Island Pkwy, Mobile, AL"
1347894,2019-03-14,Montana,Missoula,5145 Airway Blvd,1,3,4,2019,Mont.,MT,"5145 Airway Blvd, Missoula, MT"
1343274,2019-03-10,Colorado,Denver,15th St and Market St,1,4,5,2019,Colo.,CO,"15th St and Market St, Denver, CO"
1338790,2019-03-02,Arkansas,Pine Bluff,723 East 25th Ave,1,4,5,2019,Ark.,AR,"723 East 25th Ave, Pine Bluff, AR"
1337498,2019-02-28,California,Oakland,9755 Edes Ave,1,3,4,2019,Calif.,CA,"9755 Edes Ave, Oakland, CA"
1333480,2019-02-22,Alabama,Birmingham,1100 block of Carnation Dr,2,2,4,2019,Ala.,AL,"1100 Carnation Dr, Birmingham, AL"
1332429,2019-02-21,Texas,Houston,12800 block of Eastbrook Dr,2,2,4,2019,Texas,TX,"12800 Eastbrook Dr, Houston, TX"
1331974,2019-02-21,Maryland,Baltimore,500 block of Bloom St,1,4,5,2019,Mass.,MD,"500 Bloom St, Baltimore, MD"
1332507,2019-02-21,Kentucky,Elizabethtown,600 N Miles St,2,2,4,2019,Ky.,KY,"600 N Miles St, Elizabethtown, KY"
1329144,2019-02-17,Texas,Henderson,504 S Van Buren St,2,2,4,2019,Texas,TX,"504 S Van Buren St, Henderson, TX"
1329075,2019-02-17,Louisiana,New Orleans,Tulane Ave and Elk Pl,1,5,6,2019,La.,LA,"Tulane Ave and Elk Pl, New Orleans, LA"
1328562,2019-02-16,Mississippi,Clinton,1214 Foxhill Dr,5,0,5,2019,Miss.,MS,"1214 Foxhill Dr, Clinton, MS"
1327321,2019-02-15,Illinois,Aurora,641 Archer Ave,6,6,12,2019,Ill.,IL,"641 Archer Ave, Aurora, IL"
1324279,2019-02-11,Texas,Livingston,3628 FM 3126,5,0,5,2019,Texas,TX,"3628 FM 3126, Livingston, TX"
1321021,2019-02-06,New York,Brooklyn,1778 Fulton St,1,3,4,2019,N.Y.,NY,"1778 Fulton St, Brooklyn, NY"
1321093,2019-02-05,Texas,San Antonio,538 Hot Wells Blvd,2,2,4,2019,Texas,TX,"538 Hot Wells Blvd, San Antonio, TX"
1320286,2019-02-03,California,Palm Springs,E Sunny Dunes Rd and El Placer Rd,4,0,4,2019,Calif.,CA,"E Sunny Dunes Rd and El Placer Rd, Palm Springs, CA"
1318391,2019-02-03,Illinois,Chicago,938 E 75th St,2,5,7,2019,Ill.,IL,"938 E 75th St, Chicago, IL"
1314289,2019-01-28,Texas,Houston,7815 Harding St,2,5,7,2019,Texas,TX,"7815 Harding St, Houston, TX"
1313291,2019-01-26,New Jersey,Newark,612 Bergen St,1,3,4,2019,N.J.,NJ,"612 Bergen St, Newark, NJ"
1312284,2019-01-26,Louisiana,Gonzales,42350 Church Point Rd,5,0,5,2019,La.,LA,"42350 Church Point Rd, Gonzales, LA"
1310397,2019-01-24,Georgia,Rockmart,319 Williamson St,4,1,5,2019,Ga.,GA,"319 Williamson St, Rockmart, GA"
1310775,2019-01-24,Pennsylvania,State College,1450 S Atherton St,4,1,5,2019,Pa.,PA,"1450 S Atherton St, State College, PA"
1309114,2019-01-23,Florida,Sebring,1901 US 27 S,5,0,5,2019,Fla.,FL,"1901 US 27 S, Sebring, FL"
1305538,2019-01-19,Florida,Jacksonville,11445 Brian Lakes Drive,3,2,5,2019,Fla.,FL,"11445 Brian Lakes Drive, Jacksonville, FL"
1305679,2019-01-19,South Carolina,Gaffney,1435 Wilcox Ave,1,4,5,2019,S.C.,SC,"1435 Wilcox Ave, Gaffney, SC"
1305294,2019-01-19,Texas,Houston,7041 Sherman St,3,2,5,2019,Texas,TX,"7041 Sherman St, Houston, TX"
1303486,2019-01-17,Kentucky,Owensboro,940 Audubon Ave,3,1,4,2019,Ky.,KY,"940 Audubon Ave, Owensboro, KY"
1303303,2019-01-16,California,Palmdale,Ranch Center Dr and 40th St W,3,1,4,2019,Calif.,CA,"Ranch Center Dr and 40th St W, Palmdale, CA"
1302060,2019-01-16,Florida,Jacksonville,Emerson St and Spring Park Rd,1,5,6,2019,Fla.,FL,"Emerson St and Spring Park Rd, Jacksonville, FL"
1301778,2019-01-15,Arkansas,Little Rock,5420 Baseline Rd,1,4,5,2019,Ark.,AR,"5420 Baseline Rd, Little Rock, AR"
1299680,2019-01-13,Arizona,Phoenix,2445 E Van Buren St,1,5,6,2019,Ariz.,AZ,"2445 E Van Buren St, Phoenix, AZ"
1292684,2019-01-04,Virginia,Hurt,3197 Shula Dr,3,2,5,2019,Va.,VA,"3197 Shula Dr, Hurt, VA"
1293054,2019-01-04,California,Torrance,22501 Hawthorne Blvd,3,4,7,2019,Calif.,CA,"22501 Hawthorne Blvd, Torrance, CA"
1292941,2019-01-03,Arizona,Yuma,3800 block of E County 18Â½ St,1,3,4,2019,Ariz.,AZ,"3800 E County 18Â½ St, Yuma, AZ"
1291779,2019-01-02,Arkansas,Jonesboro,3516 Galaxy St,1,3,4,2019,Ark.,AR,"3516 Galaxy St, Jonesboro, AR"
1289686,2018-12-31,Ohio,Cleveland,4462 Denison Ave,3,2,5,2018,Ohio,OH,"4462 Denison Ave, Cleveland, OH"
1288376,2018-12-29,Ohio,Lima,904 S Main St,1,3,4,2018,Ohio,OH,"904 S Main St, Lima, OH"
1287286,2018-12-28,Missouri,Saint Charles,150 Whetstone Dr,4,1,5,2018,Mo.,MO,"150 Whetstone Dr, Saint Charles, MO"
1284586,2018-12-24,Louisiana,Lutcher,2176 Main St,2,2,4,2018,La.,LA,"2176 Main St, Lutcher, LA"
1283229,2018-12-23,Missouri,Springfield,1042 W College St,1,6,7,2018,Mo.,MO,"1042 W College St, Springfield, MO"
1277411,2018-12-14,Colorado,Colorado Springs,700 block of Geiger Ct,1,3,4,2018,Colo.,CO,"700 Geiger Ct, Colorado Springs, CO"
1276298,2018-12-11,Louisiana,Natchitoches,Caspari St and University Pkwy,1,3,4,2018,La.,LA,"Caspari St and University Pkwy, Natchitoches, LA"
1263086,2018-11-25,Texas,Houston,4500 block of Yale St,1,3,4,2018,Texas,TX,"4500 Yale St, Houston, TX"
1262814,2018-11-25,Alabama,Demopolis,Floyd St and Field St,2,2,4,2018,Ala.,AL,"Floyd St and Field St, Demopolis, AL"
1262013,2018-11-23,Florida,Miami,5801 NW 27th Ave,2,5,7,2018,Fla.,FL,"5801 NW 27th Ave, Miami, FL"
1261351,2018-11-22,Indiana,Fort Wayne,6100 block of Downingtown Dr,3,2,5,2018,Ind.,IN,"6100 Downingtown Dr, Fort Wayne, IN"
1258777,2018-11-19,Colorado,Denver,1200 21st Street,1,4,5,2018,Colo.,CO,"1200 21st Street, Denver, CO"
1258804,2018-11-19,Pennsylvania,Philadelphia,5100 block of Malcolm St,4,0,4,2018,Pa.,PA,"5100 Malcolm St, Philadelphia, PA"
1258009,2018-11-18,California,Los Angeles (Watts),95th St and Defiance Ave,1,4,5,2018,Calif.,CA,"95th St and Defiance Ave, Los Angeles (Watts), CA"
1257508,2018-11-16,Arkansas,Little Rock,4405 W 14th St,3,1,4,2018,Ark.,AR,"4405 W 14th St, Little Rock, AR"
1256435,2018-11-14,Louisiana,Baton Rouge,4896 Gus Young Ave,3,1,4,2018,La.,LA,"4896 Gus Young Ave, Baton Rouge, LA"
1254225,2018-11-13,New Mexico,Gallup,CR 1 and Defiance Draw Rd,4,1,5,2018,N.M.,NM,"CR 1 and Defiance Draw Rd, Gallup, NM"
1254084,2018-11-12,North Carolina,Dunn,4640 Woods Crossroads Rd,3,1,4,2018,N.C.,NC,"4640 Woods Crossroads Rd, Dunn, NC"
1253361,2018-11-11,Arizona,Globe,598 N Broad St,3,1,4,2018,Ariz.,AZ,"598 N Broad St, Globe, AZ"
1249561,2018-11-07,California,Thousand Oaks,99 Rolling Oaks Dr,13,2,15,2018,Calif.,CA,"99 Rolling Oaks Dr, Thousand Oaks, CA"
1246489,2018-11-02,Florida,Tallahassee,1950 Thomasville Rd,3,4,7,2018,Fla.,FL,"1950 Thomasville Rd, Tallahassee, FL"
1245274,2018-11-01,Missouri,Springfield,906 E Locust St,3,2,5,2018,Mo.,MO,"906 E Locust St, Springfield, MO"
1244754,2018-10-31,Michigan,Detroit,19000 block of Langholm St,1,3,4,2018,Mich.,MI,"19000 Langholm St, Detroit, MI"
1246059,2018-10-30,California,Vallejo,Woodrow Ave and Reis Ave,2,3,5,2018,Calif.,CA,"Woodrow Ave and Reis Ave, Vallejo, CA"
1243010,2018-10-28,Arkansas,El Dorado,2 Whites Quarters,2,2,4,2018,Ark.,AR,"2 Whites Quarters, El Dorado, AR"
1241819,2018-10-27,Pennsylvania,Pittsburgh,5898 Wilkins Ave,11,7,18,2018,Pa.,PA,"5898 Wilkins Ave, Pittsburgh, PA"
1242443,2018-10-26,New Jersey,Jersey City,77 Brinkerhoff St,1,3,4,2018,N.J.,NJ,"77 Brinkerhoff St, Jersey City, NJ"
1238052,2018-10-21,Washington,Lakewood,8722 S Tacoma Way,1,3,4,2018,Wash.,WA,"8722 S Tacoma Way, Lakewood, WA"
1237930,2018-10-21,Florida,Jacksonville,900 block of A Philip Randolph Blvd,1,5,6,2018,Fla.,FL,"900 A Philip Randolph Blvd, Jacksonville, FL"
1233663,2018-10-15,Tennessee,Columbia,1075 Carters Creek Pike,5,0,5,2018,Tenn.,TN,"1075 Carters Creek Pike, Columbia, TN"
1233068,2018-10-14,California,Palo Alto (East Palo Alto),2500 block of Pulgas Ave,2,2,4,2018,Calif.,CA,"2500 Pulgas Ave, Palo Alto (East Palo Alto), CA"
1233563,2018-10-14,Nevada,Las Vegas,2815 W Lake Mead Blvd,3,1,4,2018,Nev.,NV,"2815 W Lake Mead Blvd, Las Vegas, NV"
1232288,2018-10-13,Texas,Taft,511 Wilburn St,4,1,5,2018,Texas,TX,"511 Wilburn St, Taft, TX"
1226853,2018-10-06,Texas,Houston,6802 Cullen Blvd,1,3,4,2018,Texas,TX,"6802 Cullen Blvd, Houston, TX"
1226179,2018-10-04,New Mexico,Espanola (EspaÃ±ola),1813 N Riverside Dr,1,3,4,2018,N.M.,NM,"1813 N Riverside Dr, Espanola (EspaÃ±ola), NM"
1223755,2018-10-03,Pennsylvania,Philadelphia,5101 Germantown Ave,1,4,5,2018,Pa.,PA,"5101 Germantown Ave, Philadelphia, PA"
1223865,2018-10-03,South Carolina,Florence,932 Ashton Dr,2,6,8,2018,S.C.,SC,"932 Ashton Dr, Florence, SC"
1221758,2018-10-01,Illinois,Chicago,500 block of S Michigan Ave,2,2,4,2018,Ill.,IL,"500 S Michigan Ave, Chicago, IL"
1221794,2018-09-30,California,Compton,1300 E Palmer St,1,3,4,2018,Calif.,CA,"1300 E Palmer St, Compton, CA"
1220912,2018-09-29,Florida,Orlando,1700 block of 24th St,1,4,5,2018,Fla.,FL,"1700 24th St, Orlando, FL"
1220331,2018-09-28,Pennsylvania,Philadelphia,5100 block of Haverford Ave,2,2,4,2018,Pa.,PA,"5100 Haverford Ave, Philadelphia, PA"
1217150,2018-09-24,Tennessee,Memphis,1528 Ragan St,3,2,5,2018,Tenn.,TN,"1528 Ragan St, Memphis, TN"
1215987,2018-09-23,California,Bakersfield,2600 block of Chandler Court,1,4,5,2018,Calif.,CA,"2600 Chandler Court, Bakersfield, CA"
1213926,2018-09-20,Maryland,Aberdeen,1501 Perryman Rd,4,3,7,2018,Mass.,MD,"1501 Perryman Rd, Aberdeen, MD"
1213223,2018-09-19,Wisconsin,Middleton,1850 Deming Way,1,4,5,2018,Wis.,WI,"1850 Deming Way, Middleton, WI"
1213293,2018-09-19,Pennsylvania,Masontown,1 E Church St,1,4,5,2018,Pa.,PA,"1 E Church St, Masontown, PA"
1211659,2018-09-17,Maryland,Silver Spring,123 Amberleigh Dr,4,1,5,2018,Mass.,MD,"123 Amberleigh Dr, Silver Spring, MD"
1209006,2018-09-12,California,Bakersfield,660 Manwell Blvd,6,0,6,2018,Calif.,CA,"660 Manwell Blvd, Bakersfield, CA"
1206409,2018-09-09,Illinois,Elgin,550 S McLean Blvd,1,3,4,2018,Ill.,IL,"550 S McLean Blvd, Elgin, IL"
1206375,2018-09-09,Alabama,Auburn,224 W Magnolia St,1,4,5,2018,Ala.,AL,"224 W Magnolia St, Auburn, AL"
1206050,2018-09-07,Minnesota,Minneapolis,2024 N Washington Ave,1,3,4,2018,Minn.,MN,"2024 N Washington Ave, Minneapolis, MN"
1204538,2018-09-06,Ohio,Cincinnati,511 Walnut St,4,2,6,2018,Ohio,OH,"511 Walnut St, Cincinnati, OH"
1202274,2018-09-02,New Jersey,Paterson,43 12th Ave,2,2,4,2018,N.J.,NJ,"43 12th Ave, Paterson, NJ"
1201973,2018-09-01,Florida,Fort Lauderdale (Lauderhill),5225 NW 24th Ct,1,3,4,2018,Fla.,FL,"5225 NW 24th Ct, Fort Lauderdale (Lauderhill), FL"
1201135,2018-09-01,Ohio,Cleveland,3232 Lakeside Ave East,1,7,8,2018,Ohio,OH,"3232 Lakeside Ave East, Cleveland, OH"
1200904,2018-08-31,Colorado,Aurora,1900 block of Peoria St,2,3,5,2018,Colo.,CO,"1900 Peoria St, Aurora, CO"
1197278,2018-08-27,Arkansas,Pine Bluff,2600 block of W 34th Ave,1,3,4,2018,Ark.,AR,"2600 W 34th Ave, Pine Bluff, AR"
1196028,2018-08-26,Florida,Jacksonville,2 Independent Dr,3,9,12,2018,Fla.,FL,"2 Independent Dr, Jacksonville, FL"
1196051,2018-08-25,Tennessee,Nashville,1564 9th Ave N,1,4,5,2018,Tenn.,TN,"1564 9th Ave N, Nashville, TN"
1191368,2018-08-20,Tennessee,Jackson,60 Heritage Square,1,4,5,2018,Tenn.,TN,"60 Heritage Square, Jackson, TN"
1192036,2018-08-20,Ohio,Cleveland,E 94th St and Kinsman Rd,1,3,4,2018,Ohio,OH,"E 94th St and Kinsman Rd, Cleveland, OH"
1185520,2018-08-12,California,Clearlake,4786 Yarrington Ct,4,1,5,2018,Calif.,CA,"4786 Yarrington Ct, Clearlake, CA"
1184607,2018-08-11,Colorado,Thornton,4050 E 100th Ave,1,3,4,2018,Colo.,CO,"4050 E 100th Ave, Thornton, CO"
1186061,2018-08-11,California,San Francisco,Geneva St and Mission St,1,4,5,2018,Calif.,CA,"Geneva St and Mission St, San Francisco, CA"
1182717,2018-08-08,Pennsylvania,Philadelphia,North 12th Street and West Huntingdon Street,2,4,6,2018,Pa.,PA,"North 12th Street and West Huntingdon Street, Philadelphia, PA"
1179935,2018-08-05,Illinois,Chicago,50 block of N Leclaire Ave,1,4,5,2018,Ill.,IL,"50 N Leclaire Ave, Chicago, IL"
1179619,2018-08-05,Illinois,Chicago,1300 block of S Millard Ave,1,5,6,2018,Ill.,IL,"1300 S Millard Ave, Chicago, IL"
1179805,2018-08-04,Illinois,Chicago,1600 block of N Leclaire Ave,1,3,4,2018,Ill.,IL,"1600 N Leclaire Ave, Chicago, IL"
1176169,2018-07-31,California,Gardena,1212 West 135th Street,2,3,5,2018,Calif.,CA,"1212 West 135th Street, Gardena, CA"
1174960,2018-07-29,Arizona,Phoenix,2501 E Van Buren St,1,4,5,2018,Ariz.,AZ,"2501 E Van Buren St, Phoenix, AZ"
1174190,2018-07-28,Louisiana,New Orleans,3400 S Claiborne Ave,3,7,10,2018,La.,LA,"3400 S Claiborne Ave, New Orleans, LA"
1174527,2018-07-28,California,Los Angeles,8801 S Vermont Ave,2,4,6,2018,Calif.,CA,"8801 S Vermont Ave, Los Angeles, CA"
1173476,2018-07-27,Texas,Robstown,603 East Ave J,5,0,5,2018,Texas,TX,"603 East Ave J, Robstown, TX"
1173069,2018-07-26,California,Oakland,73rd Ave and Bancroft Ave,2,2,4,2018,Calif.,CA,"73rd Ave and Bancroft Ave, Oakland, CA"
1172224,2018-07-26,Ohio,Cleveland,18416 St Clair Ave,1,6,7,2018,Ohio,OH,"18416 St Clair Ave, Cleveland, OH"
1169103,2018-07-21,Illinois,Chicago,3100 block of W Fulton St,2,5,7,2018,Ill.,IL,"3100 W Fulton St, Chicago, IL"
1169656,2018-07-20,Washington,Sunnyside,500 block of S 15th St,1,4,5,2018,Wash.,WA,"500 S 15th St, Sunnyside, WA"
1165214,2018-07-16,Florida,Palm Beach Gardens (Riviera Beach),2100 block of W 28th St,2,4,6,2018,Fla.,FL,"2100 W 28th St, Palm Beach Gardens (Riviera Beach), FL"
1165183,2018-07-16,District of Columbia,Washington,300 block of 53rd St NE,1,4,5,2018,,DC,"300 53rd St NE, Washington, DC"
1165299,2018-07-16,Pennsylvania,Philadelphia,2100 block of N 4th St,1,4,5,2018,Pa.,PA,"2100 N 4th St, Philadelphia, PA"
1162785,2018-07-13,Virginia,Richmond,1401 Roseneath Rd,1,3,4,2018,Va.,VA,"1401 Roseneath Rd, Richmond, VA"
1160253,2018-07-09,Delaware,Wilmington,2709 Ferris Rd,5,0,5,2018,Del.,DE,"2709 Ferris Rd, Wilmington, DE"
1159820,2018-07-09,Florida,Orlando,Southland Blvd and Orange Blossom Trail,1,4,5,2018,Fla.,FL,"Southland Blvd and Orange Blossom Trail, Orlando, FL"
1158826,2018-07-07,Alabama,Wetumpka,135 Granite Way,3,2,5,2018,Ala.,AL,"135 Granite Way, Wetumpka, AL"
1157733,2018-07-05,Ohio,Lima,1440 Bellefontaine Ave,1,5,6,2018,Ohio,OH,"1440 Bellefontaine Ave, Lima, OH"
1156528,2018-07-05,California,Los Angeles,1600 block of W. 2nd Street,3,3,6,2018,Calif.,CA,"1600 W. 2nd Street, Los Angeles, CA"
1155906,2018-07-04,Georgia,Atlanta,5456 E Fayetteville Rd,1,3,4,2018,Ga.,GA,"5456 E Fayetteville Rd, Atlanta, GA"
1155567,2018-07-03,Missouri,Saint Louis,1700 block of Billups Ave,1,5,6,2018,Mo.,MO,"1700 Billups Ave, Saint Louis, MO"
1154558,2018-07-02,New York,Buffalo,Grape St,2,2,4,2018,N.Y.,NY,"Grape St, Buffalo, NY"
1153134,2018-06-30,Georgia,Ashburn,800 Block of W. Washington,1,6,7,2018,Ga.,GA,"800 Block of W. Washington, Ashburn, GA"
1151584,2018-06-28,Maryland,Annapolis,888 Bestgate Rd,5,0,5,2018,Mass.,MD,"888 Bestgate Rd, Annapolis, MD"
1151355,2018-06-27,California,Oakland,8901 MacArthur Boulevard,1,3,4,2018,Calif.,CA,"8901 MacArthur Boulevard, Oakland, CA"
1148468,2018-06-24,North Carolina,Sanford,109 S Steele St,1,6,7,2018,N.C.,NC,"109 S Steele St, Sanford, NC"
1149173,2018-06-24,Florida,Palm Beach Gardens (Riviera Beach),1200 block of W 35th St,1,3,4,2018,Fla.,FL,"1200 W 35th St, Palm Beach Gardens (Riviera Beach), FL"
1149463,2018-06-24,Indiana,Gary,2500 block of Harrison Street,1,3,4,2018,Ind.,IN,"2500 Harrison Street, Gary, IN"
1147720,2018-06-23,Illinois,Chicago,100 block of East 51st St,1,4,5,2018,Ill.,IL,"100 East 51st St, Chicago, IL"
1147323,2018-06-22,Pennsylvania,Homestead (Munhall),1324 Margaret St,1,3,4,2018,Pa.,PA,"1324 Margaret St, Homestead (Munhall), PA"
1146968,2018-06-21,California,San Bernardino,279 W Base Line,1,3,4,2018,Calif.,CA,"279 W Base Line, San Bernardino, CA"
1143558,2018-06-18,Illinois,Chicago,1300 block of S Loomis St,2,3,5,2018,Ill.,IL,"1300 S Loomis St, Chicago, IL"
1144852,2018-06-18,Illinois,Bloomington,311 Riley Dr,3,1,4,2018,Ill.,IL,"311 Riley Dr, Bloomington, IL"
1143081,2018-06-17,Georgia,Macon,325 Edgewood Ln,1,3,4,2018,Ga.,GA,"325 Edgewood Ln, Macon, GA"
1142789,2018-06-17,New Jersey,Trenton,635 S Clinton Ave,1,19,20,2018,N.J.,NJ,"635 S Clinton Ave, Trenton, NJ"
1141745,2018-06-14,New York,Buffalo,Marigold Ave,1,4,5,2018,N.Y.,NY,"Marigold Ave, Buffalo, NY"
1141943,2018-06-14,California,Tracy,West 6th Street,1,4,5,2018,Calif.,CA,"West 6th Street, Tracy, CA"
1141108,2018-06-14,Colorado,Westminster,5150 W 80th Ave,1,3,4,2018,Colo.,CO,"5150 W 80th Ave, Westminster, CO"
1138324,2018-06-11,Florida,Orlando,4932 Eaglesmere Dr,6,0,6,2018,Fla.,FL,"4932 Eaglesmere Dr, Orlando, FL"
1137600,2018-06-10,Florida,Bradenton,5627 14th St W,1,5,6,2018,Fla.,FL,"5627 14th St W, Bradenton, FL"
1137473,2018-06-10,Illinois,Chicago,6400 block of S Eberhart Ave,1,5,6,2018,Ill.,IL,"6400 S Eberhart Ave, Chicago, IL"
1137586,2018-06-10,Indiana,Indianapolis (Lawrence),4745 N Richardt Ave,1,4,5,2018,Ind.,IN,"4745 N Richardt Ave, Indianapolis (Lawrence), IN"
1137848,2018-06-10,Illinois,Bloomington,1200 block of Orchard Rd,2,2,4,2018,Ill.,IL,"1200 Orchard Rd, Bloomington, IL"
1137402,2018-06-09,Pennsylvania,Philadelphia,2000 block of 20th St,1,4,5,2018,Pa.,PA,"2000 20th St, Philadelphia, PA"
1134378,2018-06-05,Florida,Jacksonville,Town Center Pkwy,3,1,4,2018,Fla.,FL,"Town Center Pkwy, Jacksonville, FL"
1131909,2018-06-03,Illinois,Chicago,1200 block of W 73rd Pl,1,3,4,2018,Ill.,IL,"1200 W 73rd Pl, Chicago, IL"
1131855,2018-06-02,Nebraska,Omaha,S 11th St and Farnam St,1,6,7,2018,Neb.,NE,"S 11th St and Farnam St, Omaha, NE"
1129432,2018-05-31,South Carolina,Timmonsville,544 Chaney Grove Rd,3,2,5,2018,S.C.,SC,"544 Chaney Grove Rd, Timmonsville, SC"
1126434,2018-05-27,Colorado,Aurora,15373 E 6th Ave,1,3,4,2018,Colo.,CO,"15373 E 6th Ave, Aurora, CO"
1121111,2018-05-20,Mississippi,Hazlehurst,513 Monticello St,1,7,8,2018,Miss.,MS,"513 Monticello St, Hazlehurst, MS"
1118785,2018-05-18,Texas,Santa Fe,16000 Hwy 6,10,13,23,2018,Texas,TX,"16000 Hwy 6, Santa Fe, TX"
1116705,2018-05-16,Texas,Ponder,610 Lone Star Park Ln,5,1,6,2018,Texas,TX,"610 Lone Star Park Ln, Ponder, TX"
1114725,2018-05-13,California,Los Angeles,365 W Manchester Avenue,2,2,4,2018,Calif.,CA,"365 W Manchester Avenue, Los Angeles, CA"
1115051,2018-05-13,California,Stockton,2436 Belleview St,3,2,5,2018,Calif.,CA,"2436 Belleview St, Stockton, CA"
1112948,2018-05-11,Oklahoma,Talihina,2nd St and Dallas St,1,4,5,2018,Okla.,OK,"2nd St and Dallas St, Talihina, OK"
1109322,2018-05-06,Tennessee,Memphis,499 N Watkins St,2,4,6,2018,Tenn.,TN,"499 N Watkins St, Memphis, TN"
1106432,2018-05-02,New York,Brooklyn,333 Bristol St,1,4,5,2018,N.Y.,NY,"333 Bristol St, Brooklyn, NY"
1106451,2018-05-02,Illinois,Chicago,3500 block of W Grenshaw St,1,4,5,2018,Ill.,IL,"3500 W Grenshaw St, Chicago, IL"
1103045,2018-04-29,North Carolina,Monroe,1500 block of Massey St,1,3,4,2018,N.C.,NC,"1500 Massey St, Monroe, NC"
1102900,2018-04-29,Florida,West Palm Beach,1969 S Military Trail,1,3,4,2018,Fla.,FL,"1969 S Military Trail, West Palm Beach, FL"
1102808,2018-04-29,Washington,Seattle (Skyway),12603 Renton Ave S,2,2,4,2018,Wash.,WA,"12603 Renton Ave S, Seattle (Skyway), WA"
1100852,2018-04-25,Missouri,Saint Louis,1151 Northdale Dr,3,1,4,2018,Mo.,MO,"1151 Northdale Dr, Saint Louis, MO"
1096826,2018-04-22,Tennessee,Antioch,3571 Murfreesboro Pike,4,3,7,2018,Tenn.,TN,"3571 Murfreesboro Pike, Antioch, TN"
1097700,2018-04-22,Louisiana,New Orleans,1900 block of St Roch Ave,2,4,6,2018,La.,LA,"1900 St Roch Ave, New Orleans, LA"
1096232,2018-04-21,Pennsylvania,Philadelphia,1800 block of W Diamond St,2,2,4,2018,Pa.,PA,"1800 W Diamond St, Philadelphia, PA"
1096388,2018-04-20,California,San Francisco,3rd Street and Quesada Ave,1,5,6,2018,Calif.,CA,"3rd Street and Quesada Ave, San Francisco, CA"
