incident_id,incident_date,state,city_or_county,address,no_killed,no_injured,total,year,ap_state,postal_state,full_address
297681,2015-02-25,Texas,Houston,5022 Mallow St,3,1,4,2015,Texas,TX,"5022 Mallow St, Houston, TX"
296215,2015-02-22,Texas,Killeen,1706 Godman St.,4,1,5,2015,Texas,TX,"1706 Godman St., Killeen, TX"
296121,2015-02-22,Georgia,Clarkesville,281 Lower Pond Court,3,2,5,2015,Ga.,GA,"281 Lower Pond Court, Clarkesville, GA"
290626,2015-02-09,Florida,New Port Richey,9552 Adler Street,3,1,4,2015,Fla.,FL,"9552 Adler Street, New Port Richey, FL"
289811,2015-02-07,Georgia,Douglasville,3640 Willow Tree Circle,5,2,7,2015,Ga.,GA,"3640 Willow Tree Circle, Douglasville, GA"
289146,2015-02-05,Ohio,Beachwood (Warrensville Heights),20009 Harvard Ave,3,3,6,2015,Ohio,OH,"20009 Harvard Ave, Beachwood (Warrensville Heights), OH"
286810,2015-01-31,Georgia,Lagrange,113 Woodstream Trl,4,0,4,2015,Ga.,GA,"113 Woodstream Trl, Lagrange, GA"
282956,2015-01-24,New York,Arverne (Queens),231-11 148th Avenue,4,1,5,2015,N.Y.,NY,"231-11 148th Avenue, Arverne (Queens), NY"
283041,2015-01-24,Nebraska,Omaha,3402 Parker St,3,5,8,2015,Neb.,NE,"3402 Parker St, Omaha, NE"
276459,2015-01-09,California,San Francisco,Laguna St and Page St,4,0,4,2015,Calif.,CA,"Laguna St and Page St, San Francisco, CA"
273397,2015-01-04,Texas,Dallas,2000 block of Ben Hur St.,3,1,4,2015,Texas,TX,"2000 Ben Hur St., Dallas, TX"
282186,2014-12-22,New York,Webster,191 Lake Rd,4,2,6,2014,N.Y.,NY,"191 Lake Rd, Webster, NY"
266407,2014-12-20,Illinois,Rockford,3200 block of Montrose Avenue,4,0,4,2014,Ill.,IL,"3200 Montrose Avenue, Rockford, IL"
263556,2014-12-15,Pennsylvania,Lansdale,100 block of West 5th St,7,0,7,2014,Pa.,PA,"100 West 5th St, Lansdale, PA"
225903,2014-11-29,Georgia,Atlanta,1600 block of Richmond Avenue,3,2,5,2014,Ga.,GA,"1600 Richmond Avenue, Atlanta, GA"
223799,2014-11-22,South Dakota,Sisseton,Fourth Avenue,4,1,5,2014,S.D.,SD,"Fourth Avenue, Sisseton, SD"
223651,2014-11-22,Ohio,Cleveland,1443 E 92nd St,4,1,5,2014,Ohio,OH,"1443 E 92nd St, Cleveland, OH"
221347,2014-11-15,Missouri,Springfield,2555 N. Glenstone,4,0,4,2014,Mo.,MO,"2555 N. Glenstone, Springfield, MO"
211348,2014-10-26,Kentucky,Cadiz,1410 Old Dover Road,4,0,4,2014,Ky.,KY,"1410 Old Dover Road, Cadiz, KY"
210363,2014-10-24,Washington,Marysville,5611 108th St NE,5,1,6,2014,Wash.,WA,"5611 108th St NE, Marysville, WA"
205726,2014-10-14,Georgia,Peachtree Corners,6505 Bannor Lane,3,2,5,2014,Ga.,GA,"6505 Bannor Lane, Peachtree Corners, GA"
204310,2014-10-12,California,Stockton,1100 block of East March Lane,3,1,4,2014,Calif.,CA,"1100 East March Lane, Stockton, CA"
204254,2014-10-08,New York,Guilderland,1846 Western Ave,4,0,4,2014,N.Y.,NY,"1846 Western Ave, Guilderland, NY"
201630,2014-10-05,Florida,Jacksonville,7300 block of Linda Drive,3,1,4,2014,Fla.,FL,"7300 Linda Drive, Jacksonville, FL"
192851,2014-09-18,Florida,Bell,2550 NW 29th Terrace,8,0,8,2014,Fla.,FL,"2550 NW 29th Terrace, Bell, FL"
190874,2014-09-14,Texas,Flour Bluff,229 Naval Air Station Drive,3,1,4,2014,Texas,TX,"229 Naval Air Station Drive, Flour Bluff, TX"
2172621,2014-09-14,Texas,Corpus Christi,229 NAS Dr,3,1,4,2014,Texas,TX,"229 NAS Dr, Corpus Christi, TX"
182974,2014-08-29,Florida,Brooksville,820 Peach St,3,1,4,2014,Fla.,FL,"820 Peach St, Brooksville, FL"
180007,2014-08-24,California,San Fernando,1400 block of Celis Street ,3,4,7,2014,Calif.,CA,"1400 Celis Street , San Fernando, CA"
170704,2014-08-06,California,Bakersfield,1700 block of Quincy Street ,3,1,4,2014,Calif.,CA,"1700 Quincy Street , Bakersfield, CA"
168844,2014-08-03,Virginia,Culpeper,14458 Rixeyville Rd,5,0,5,2014,Va.,VA,"14458 Rixeyville Rd, Culpeper, VA"
167872,2014-08-02,Texas,Dallas,5125 Wynell Street,3,1,4,2014,Texas,TX,"5125 Wynell Street, Dallas, TX"
176329,2014-07-30,North Carolina,Hope Mills,5109 New Moon Dr,3,4,7,2014,N.C.,NC,"5109 New Moon Dr, Hope Mills, NC"
164513,2014-07-26,Maine,Saco,35 Water Street,5,0,5,2014,Md.,ME,"35 Water Street, Saco, ME"
157857,2014-07-12,California,Pasadena,1700 block of Summit Avenue,3,2,5,2014,Calif.,CA,"1700 Summit Avenue, Pasadena, CA"
156670,2014-07-09,Texas,Spring,711 Leaflet Ln,6,1,7,2014,Texas,TX,"711 Leaflet Ln, Spring, TX"
149706,2014-06-13,California,Los Angeles,8600 block of South Figueroa Street,3,1,4,2014,Calif.,CA,"8600 South Figueroa Street, Los Angeles, CA"
144524,2014-06-08,Florida,Fort Myers,17372 Phlox Drive,5,0,5,2014,Fla.,FL,"17372 Phlox Drive, Fort Myers, FL"
138645,2014-05-24,South Carolina,Myrtle Beach,104 N Ocean Blvd,3,1,4,2014,S.C.,SC,"104 N Ocean Blvd, Myrtle Beach, SC"
138282,2014-05-23,California,Goleta,840 Embarcadero del Norte,4,7,11,2014,Calif.,CA,"840 Embarcadero del Norte, Goleta, CA"
131998,2014-05-03,Arkansas,Jonesboro,2201 Moore Rd,4,4,8,2014,Ark.,AR,"2201 Moore Rd, Jonesboro, AR"
123891,2014-04-09,Tennessee,Lookout Valley,Kellys Ferry Road and Kellys Ferry Place,3,1,4,2014,Tenn.,TN,"Kellys Ferry Road and Kellys Ferry Place, Lookout Valley, TN"
121031,2014-04-02,Texas,Fort Hood,Motor Pool Road and Tank Destroyer Boulevard,4,16,20,2014,Texas,TX,"Motor Pool Road and Tank Destroyer Boulevard, Fort Hood, TX"
117591,2014-03-16,Texas,Beaumont,S 4th St,3,1,4,2014,Texas,TX,"S 4th St, Beaumont, TX"
113156,2014-03-09,Ohio,Fremont,531 W State St,3,1,4,2014,Ohio,OH,"531 W State St, Fremont, OH"
112415,2014-03-05,South Carolina,Pelzer,Law St,3,1,4,2014,S.C.,SC,"Law St, Pelzer, SC"
109957,2014-02-25,Virginia,Glade Spring,33325 Graceland Ln,4,1,5,2014,Va.,VA,"33325 Graceland Ln, Glade Spring, VA"
108691,2014-02-20,Indiana,Indianapolis,3400 block of South Parker,4,0,4,2014,Ind.,IN,"3400 South Parker, Indianapolis, IN"
108649,2014-02-20,California,Alturas,300 W 1st St,4,2,6,2014,Calif.,CA,"300 W 1st St, Alturas, CA"
103698,2014-02-03,Indiana,Franklin,2100 block of Bridlewood Dr,3,2,5,2014,Ind.,IN,"2100 Bridlewood Dr, Franklin, IN"
97365,2014-01-16,Utah,Spanish Fork,37 N. 630 West,5,0,5,2014,Utah,UT,"37 N. 630 West, Spanish Fork, UT"
496668,2013-12-28,Alabama,Montgomery,954 Highland Ave,3,5,8,2013,Ala.,AL,"954 Highland Ave, Montgomery, AL"
496584,2013-12-26,Louisiana,Lockport,313 Tenth St,3,3,6,2013,La.,LA,"313 Tenth St, Lockport, LA"
495588,2013-12-25,New Jersey,Irvington,371 Nye Ave,3,2,5,2013,N.J.,NJ,"371 Nye Ave, Irvington, NJ"
495332,2013-12-01,Kansas,Topeka,1629 SW Central Park,4,0,4,2013,Kan.,KS,"1629 SW Central Park, Topeka, KS"
494155,2013-11-23,Oklahoma,Tulsa,Pine Street and Harvard Avenue,4,1,5,2013,Okla.,OK,"Pine Street and Harvard Avenue, Tulsa, OK"
494072,2013-11-20,Texas,Houston,8200 block of Sunbury,3,2,5,2013,Texas,TX,"8200 Sunbury, Houston, TX"
493882,2013-11-11,New York,Brooklyn,318 Maujer St,4,1,5,2013,N.Y.,NY,"318 Maujer St, Brooklyn, NY"
493035,2013-11-07,Michigan,Detroit,Conley and 7 Mile,3,7,10,2013,Mich.,MI,"Conley and 7 Mile, Detroit, MI"
493109,2013-11-05,Florida,Jacksonville,1100 block of Randolph,4,0,4,2013,Fla.,FL,"1100 Randolph, Jacksonville, FL"
492914,2013-10-29,South Carolina,Bradley (Callison),Callison Highway,5,0,5,2013,S.C.,SC,"Callison Highway, Bradley (Callison), SC"
480981,2013-10-09,Texas,Paris,400 block of NE 6th Street,4,0,4,2013,Texas,TX,"400 NE 6th Street, Paris, TX"
480605,2013-09-20,Texas,Rice,700 block of NW 0149,5,0,5,2013,Texas,TX,"700 NW 0149, Rice, TX"
480366,2013-09-16,District of Columbia,Washington Navy Yard,1336 Isaac Hull Ave,13,3,16,2013,,DC,"1336 Isaac Hull Ave, Washington Navy Yard, DC"
480058,2013-09-15,Georgia,Snellville,4630 Anderson Livsey Lane,3,1,4,2013,Ga.,GA,"4630 Anderson Livsey Lane, Snellville, GA"
479747,2013-09-12,Tennessee,Crab Orchard,,4,0,4,2013,Tenn.,TN,
492276,2013-08-25,Florida,Lake Butler,1050 Southeast 6th Street,4,1,5,2013,Fla.,FL,"1050 Southeast 6th Street, Lake Butler, FL"
492001,2013-08-14,Oklahoma,Oklahoma City,4601 SE 79,4,0,4,2013,Okla.,OK,"4601 SE 79, Oklahoma City, OK"
491698,2013-08-07,Texas,Dallas,7100 block of Long Canyon Trail,4,4,8,2013,Texas,TX,"7100 Long Canyon Trail, Dallas, TX"
491609,2013-08-06,Pennsylvania,Saylorsburg,1000 Ross Municipal Dr,3,4,7,2013,Pa.,PA,"1000 Ross Municipal Dr, Saylorsburg, PA"
491473,2013-08-04,California,Salinas,624 Williams Road,3,4,7,2013,Calif.,CA,"624 Williams Road, Salinas, CA"
491253,2013-07-26,West Virginia,Clarksburg,743 Locust Avenue,4,0,4,2013,W.Va.,WV,"743 Locust Avenue, Clarksburg, WV"
491265,2013-07-26,Florida,Hialeah,1485 W 46th St,7,0,7,2013,Fla.,FL,"1485 W 46th St, Hialeah, FL"
490245,2013-07-01,Texas,Fort Worth,2900 block of Pate Drive,4,0,4,2013,Texas,TX,"2900 Pate Drive, Fort Worth, TX"
490150,2013-06-29,South Carolina,North Charleston,4400 Dorchester Road; Suite 115,3,1,4,2013,S.C.,SC,"4400 Dorchester Road; Suite 115, North Charleston, SC"
489581,2013-06-07,California,Santa Monica,2036 Yorkshire Ave,6,1,7,2013,Calif.,CA,"2036 Yorkshire Ave, Santa Monica, CA"
486142,2013-05-11,Indiana,Columbus,E Main Cross St,5,0,5,2013,Ind.,IN,"E Main Cross St, Columbus, IN"
486109,2013-05-10,California,Los Angeles,1600 block of West 205th Street,3,1,4,2013,Calif.,CA,"1600 West 205th Street, Los Angeles, CA"
485811,2013-04-24,Illinois,Manchester,East Street,6,1,7,2013,Ill.,IL,"East Street, Manchester, IL"
484333,2013-04-21,Washington,Federal Way,33300 block of 18th Lane South,5,0,5,2013,Wash.,WA,"33300 18th Lane South, Federal Way, WA"
484317,2013-04-18,Ohio,Akron,Kimlyn Circle,4,0,4,2013,Ohio,OH,"Kimlyn Circle, Akron, OH"
483817,2013-03-31,Washington,Auburn,2802 Auburn Way North,3,2,5,2013,Wash.,WA,"2802 Auburn Way North, Auburn, WA"
483835,2013-03-30,California,Atwater,9200 block of Westside Boulevard,3,2,5,2013,Calif.,CA,"9200 Westside Boulevard, Atwater, CA"
482856,2013-03-13,New York,Mohawk,17 W Main St,5,2,7,2013,N.Y.,NY,"17 W Main St, Mohawk, NY"
480358,2013-02-19,California,Orange,Katella Avenue,4,3,7,2013,Calif.,CA,"Katella Avenue, Orange, CA"
480344,2013-02-12,Utah,Midvale,8286 Adams Street and 450 West Street,4,1,5,2013,Utah,UT,"8286 Adams Street and 450 West Street, Midvale, UT"
480327,2013-02-11,Delaware,Wilmington,500 North King St,3,2,5,2013,Del.,DE,"500 North King St, Wilmington, DE"
479363,2013-01-19,New Mexico,Albuquerque,2806 Long Lane,5,0,5,2013,N.M.,NM,"2806 Long Lane, Albuquerque, NM"
478948,2013-01-07,Oklahoma,Tulsa,6000 block of South Owasso,4,0,4,2013,Okla.,OK,"6000 South Owasso, Tulsa, OK"
1119336,2012-12-14,Connecticut,Sandy Hook,12 Dickenson Dr,28,2,30,2012,Conn.,CT,"12 Dickenson Dr, Sandy Hook, CT"
478978,2012-01-12,Louisiana,New Orleans,7400 block of Devine Avenue,4,4,8,2012,La.,LA,"7400 Devine Avenue, New Orleans, LA"
