dish,phonetic,korean,slug,thumbnail,image_url
Soybean sprout soup with rice,Kongnamul-gukbap,콩나물국밥,kongnamul-gukbap,2017/11/kongnamulgukbap-youtube-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-am4wggkjUzwMcx5dbFKxvavD.png?st=2024-10-14T16%3A16%3A19Z&se=2024-10-14T18%3A16%3A19Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A01%3A04Z&ske=2024-10-15T00%3A01%3A04Z&sks=b&skv=2024-08-04&sig=fZiGe1GV5%2BZ7dF8eT1maFF%2Bpy2j1uVuigup0ABT35WU%3D
Vegetable and fruit water kimchi,Nabak-kimchi,나박김치,nabak-kimchi,2017/10/nabak-kimchi-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-VgqxZALyCiEfRpYDFehR3yAI.png?st=2024-10-14T16%3A16%3A39Z&se=2024-10-14T18%3A16%3A39Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A35%3A55Z&ske=2024-10-14T23%3A35%3A55Z&sks=b&skv=2024-08-04&sig=YuDYPQM01I4PtiM87K1dV8EJUS7/XFMymNS9N%2BOTQMQ%3D
Spicy stuffed steamed eggplant,Gochujang gaji-jjim,고추장 가지찜,gochujang-gaji-jjim,2017/09/steamedspicyeggplant-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-hvYiV7xQTlEJwXeV7izDuLtf.png?st=2024-10-14T16%3A16%3A59Z&se=2024-10-14T18%3A16%3A59Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A04%3A39Z&ske=2024-10-15T00%3A04%3A39Z&sks=b&skv=2024-08-04&sig=oVu8zQG3HJHGLEmmD9swGaHt2gbQPMuuZYgamF3d11w%3D
Thick soybean paste stew,Gang-doenjang,강된장,gang-doenjang,2017/08/gangdoenjang-youtube-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-B8GkSUZ7kuluOqqXY6gyS4gn.png?st=2024-10-14T16%3A17%3A19Z&se=2024-10-14T18%3A17%3A19Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A48%3A37Z&ske=2024-10-14T23%3A48%3A37Z&sks=b&skv=2024-08-04&sig=8YLsh31wLqBcLNawYcec7anhnljxXlb8LrI9WG3tHIg%3D
Pan-fried perilla leaves with fillings,Kkaennip-jeon,깻잎전,kkaennip-jeon,2017/08/kkaennip-jeon-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-UmVMQtNS3N9gtTx8tfj1vws4.png?st=2024-10-14T16%3A17%3A38Z&se=2024-10-14T18%3A17%3A38Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A07%3A26Z&ske=2024-10-15T00%3A07%3A26Z&sks=b&skv=2024-08-04&sig=BE3VTMl8hXwGDb7dNiH3JfV7ec3b4cxrM2avob9GveA%3D
Braised lotus roots,Yeon-geun-jorim,연근조림,yeon-geun-jorim,2017/03/yeon-geun-jorim-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-clxoW0wx1EJ24UBgo1N8gjYB.png?st=2024-10-14T16%3A17%3A52Z&se=2024-10-14T18%3A17%3A52Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A17%3A53Z&ske=2024-10-14T23%3A17%3A53Z&sks=b&skv=2024-08-04&sig=/Bqdyfpno5h1mizYybsvdZokwUFjJ52X/kRlkLagdJo%3D
Fried seaweed paper coated with glutinous rice paste,Gim-bugak,김부각,gim-bugak,2017/01/gim-bugak-insta-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-OZZhilOQu12VVmSG1iBkLlGU.png?st=2024-10-14T16%3A18%3A20Z&se=2024-10-14T18%3A18%3A20Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A15%3A19Z&ske=2024-10-14T23%3A15%3A19Z&sks=b&skv=2024-08-04&sig=S/xnWvIC5Tlsgeo2YP3JvQQOar6%2BqdNZRvFDXW65IdY%3D
Braised octopus,Muneo-jorim,문어조림,muneo-jorim,2017/01/muneo-jorim-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-Ysb1cQf7ay99s8S6hJHYvuAQ.png?st=2024-10-14T16%3A18%3A38Z&se=2024-10-14T18%3A18%3A38Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A16%3A41Z&ske=2024-10-15T00%3A16%3A41Z&sks=b&skv=2024-08-04&sig=1zgRK3inX3ssAq9pMfnTWID4XxtB7POcR80nR2JpIGw%3D
Asian chive kimchi,Buchu-kimchi,부추김치,buchu-kimchi,2016/12/chive-kimchi-insta-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-jShW0MRCwSVWlQIXbYownjwn.png?st=2024-10-14T16%3A18%3A59Z&se=2024-10-14T18%3A18%3A59Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A44%3A26Z&ske=2024-10-14T23%3A44%3A26Z&sks=b&skv=2024-08-04&sig=6ZivXy9fRdIsynTgADWk%2BSWL%2BJcE9duOaVTyvdDSai4%3D
Bulgogi stew in an earthenware pot,Ttukbaegi-bulgogi,뚝배기불고기,ttukbaegi-bulgogi,2016/11/ttukbaegi-bulgogi-insta-1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-VDYqI7UUFjnO1AokNgKHsLb4.png?st=2024-10-14T16%3A19%3A19Z&se=2024-10-14T18%3A19%3A19Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A15%3A36Z&ske=2024-10-15T00%3A15%3A36Z&sks=b&skv=2024-08-04&sig=/5CLCCeEkfEX3Yc2r2Yqie5%2BV1%2Bpyex2h8WimqC2JUQ%3D
Simple potato pancake,Gamjajeon,감자전,simple-gamjajeon,2016/11/potato-pancake-piece-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-wG3UZOBm7AwEu59caiPLJ5PN.png?st=2024-10-14T16%3A19%3A44Z&se=2024-10-14T18%3A19%3A44Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A22%3A44Z&ske=2024-10-15T00%3A22%3A44Z&sks=b&skv=2024-08-04&sig=mz4jeIxNGGZVXF/2nqtyVnNplRNC8v2LQeaSatFoRJQ%3D
Seasoned pan fried flatfish,Gajami yangnyeom-twigim,가자미 양념튀김,gajami-yangnyeom-twigim,2016/11/pan-fried-fluke-insta-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-phQLkt3rlqpteW55pbl9p5Qa.png?st=2024-10-14T16%3A20%3A05Z&se=2024-10-14T18%3A20%3A05Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A24%3A57Z&ske=2024-10-15T00%3A24%3A57Z&sks=b&skv=2024-08-04&sig=COjYfYnY65puL8ENoFcv6H5Rn4ekLoJYEHojXTVfVm0%3D
Fermented soybean paste stew with scallops,Paeju-doenjang-jjigae,패주된장찌개,paeju-doenjang-jjigae,2016/10/scallop-deonjangjjigae-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-1W5n1hVmuLMOOXDbAWzydrj3.png?st=2024-10-14T16%3A20%3A29Z&se=2024-10-14T18%3A20%3A29Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T01%3A03%3A56Z&ske=2024-10-15T01%3A03%3A56Z&sks=b&skv=2024-08-04&sig=1rY8Tb/Ym419D8AmpTnPdktoXO16tdwBwiUqx08mrh0%3D
Spicy stuffed green chili pepper kimchi,Gochu-sobagi,고추소박이,gochu-sobagi,2016/09/pepper-kimchi-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-3vF8XTF4ycQ3nz7uPSQOCfsa.png?st=2024-10-14T16%3A20%3A45Z&se=2024-10-14T18%3A20%3A45Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A32%3A30Z&ske=2024-10-15T00%3A32%3A30Z&sks=b&skv=2024-08-04&sig=WbSFDewY6JMM%2B9hU2rGKCuhZMFzr8ulC8vZp56iaVLc%3D
Crunchy squid threads,Ojingeo-silchae-bokkeum,오징어실채볶음,ojingeo-silchae-bokkeum,2016/09/ojingeosilchaebokkeum-insta-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-1JPFKkCb7wJsN9Tk25KnXzDK.png?st=2024-10-14T16%3A21%3A02Z&se=2024-10-14T18%3A21%3A02Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A15%3A43Z&ske=2024-10-14T23%3A15%3A43Z&sks=b&skv=2024-08-04&sig=fbmcJqO4cU95Ykf2w5v%2BDNhbiIV46BkX/opD1XhFL9I%3D
Mushroom soup,Beoseot-deulkkae-tang,버섯들깨탕,beoseot-deulkkae-tang,2016/07/mushroomsoup-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-ExT2654vDxlQmpofqaMbQNS4.png?st=2024-10-14T16%3A21%3A19Z&se=2024-10-14T18%3A21%3A19Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A33%3A31Z&ske=2024-10-15T00%3A33%3A31Z&sks=b&skv=2024-08-04&sig=mAiLEUD6LTN3PGitdf/qNQ0fy2pi8FSUXbSlv5TVvkw%3D
Ox bone hangover soup,Ppyeo-haejangguk,뼈해장국,ppyeo-haejangguk,2016/06/haejangguk-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-qGY3Jud2bnzsekV17V4UInXV.png?st=2024-10-14T16%3A21%3A35Z&se=2024-10-14T18%3A21%3A35Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A18%3A21Z&ske=2024-10-14T23%3A18%3A21Z&sks=b&skv=2024-08-04&sig=IA3sp1K9%2BC5kRyboCCYE%2BK/NU5bfHFHa/ZUmT8afwuY%3D
Stir-fried garlic scapes,Maneuljjong-bokkeum,마늘쫑볶음,maneuljjong-bokkeum,2016/06/maneuljjong-bokkeum-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-jTaBNnPyvHrlnPcNanx4iQ9O.png?st=2024-10-14T16%3A21%3A56Z&se=2024-10-14T18%3A21%3A56Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A38%3A38Z&ske=2024-10-14T23%3A38%3A38Z&sks=b&skv=2024-08-04&sig=W/OUWF8MwLYRit6olZ/gkFYk/hzwl86JLkFmnzep28U%3D
Grilled salted & dried yellow corvina,Gulbi-gui,굴비구이,gulbi-gui,2016/05/gulbi-gui-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-1rN1cLwcewiVw01akO5I1MGc.png?st=2024-10-14T16%3A22%3A14Z&se=2024-10-14T18%3A22%3A14Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A52%3A26Z&ske=2024-10-14T23%3A52%3A26Z&sks=b&skv=2024-08-04&sig=UahzECb3%2Bns9jgwE1A/hDZiT7mNu8Wd/ghEbP2nf8/o%3D
Pan-fried meat and tofu patties,Wanja-jeon,완자전,wanja-jeon,2016/04/wanjajeon-basket-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-Wc7OdUvaj9KqLr4XNwCHgZbN.png?st=2024-10-14T16%3A22%3A43Z&se=2024-10-14T18%3A22%3A43Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A47%3A38Z&ske=2024-10-14T23%3A47%3A38Z&sks=b&skv=2024-08-04&sig=XhKHtjbz83G6I2vmDkvmkgErnw4dx1DCh3AUwtsc%2BeY%3D
Spicy braised tofu,Dubu-jorim,두부조림,dubu-jorim,2016/02/dubujorim-insta-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-De7h7SxkOKHWidRcPAau6CiK.png?st=2024-10-14T16%3A23%3A02Z&se=2024-10-14T18%3A23%3A02Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A44%3A51Z&ske=2024-10-14T23%3A44%3A51Z&sks=b&skv=2024-08-04&sig=CIhUGo9T7uqAF/EH4cGmsMdrE05DkoJhkybmqjhJgnE%3D
Fermented soybean paste stew,Doenjang-jjigae,된장찌개,doenjang-jjigae,2016/01/jjigae-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-PV7aQhZgWF3V1tsgaGe2SEPt.png?st=2024-10-14T16%3A23%3A20Z&se=2024-10-14T18%3A23%3A20Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A37%3A25Z&ske=2024-10-14T23%3A37%3A25Z&sks=b&skv=2024-08-04&sig=LSURCZ%2B1Iv2%2BSoCZYoj/hG%2BEXyW2E1ABIoyCygGnVxY%3D
Korean lettuce salad,Sangchu-geotjeori,상추겉절이,sangchu-geotjeori,2015/10/geotjeori-closeup-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-ssPlNEI2OLWM3V4mQFfqUfTt.png?st=2024-10-14T16%3A23%3A43Z&se=2024-10-14T18%3A23%3A43Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A25%3A24Z&ske=2024-10-15T00%3A25%3A24Z&sks=b&skv=2024-08-04&sig=xgqgDgeSz3znLydiwxUwkAWlAD4DRimy8f243ARImV0%3D
Mung bean pancakes,Bindaetteok,빈대떡,bindaetteok,2015/10/bindaetteok-closeup-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-9sRXEKef5Rpl2FaxUXGksE56.png?st=2024-10-14T16%3A24%3A01Z&se=2024-10-14T18%3A24%3A01Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-14T00%3A28%3A43Z&ske=2024-10-15T00%3A28%3A43Z&sks=b&skv=2024-08-04&sig=8D7tbWXwDC09FyMQMh84iOFpuLgKCvEys1wrRX1U524%3D
Mung bean sprout side dish,Sukjunamul-muchim,숙주나물무침,sukjunamul-muchim,2015/10/sukjunamul-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-VkO2KTxweYNCEysC9N7rUvyy.png?st=2024-10-14T16%3A24%3A23Z&se=2024-10-14T18%3A24%3A23Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A28%3A12Z&ske=2024-10-14T23%3A28%3A12Z&sks=b&skv=2024-08-04&sig=XMkh6xSw3AKz9BTeaYc/uVL5WPBn0jSfCp9kIPwvIkI%3D
Beef pancakes,Soegogi-jeon,쇠고기전,soegogi-jeon,2015/08/soegogijeon-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-m2vR9UdU9qq85vumhGX9NIbJ.png?st=2024-10-14T16%3A24%3A46Z&se=2024-10-14T18%3A24%3A46Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A38%3A45Z&ske=2024-10-14T23%3A38%3A45Z&sks=b&skv=2024-08-04&sig=YLN6PlHYEPYj3SfhEV1eeoqZTpWgF%2BtgUPYjjj3hxAg%3D
Braised kimchi & pork,Kimchijjim,김치찜,kimchijjim,2015/07/kiimchijjim-long-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-OsW89xtxtDI25gpnW7qVMDvj.png?st=2024-10-14T16%3A25%3A02Z&se=2024-10-14T18%3A25%3A02Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A21%3A15Z&ske=2024-10-14T23%3A21%3A15Z&sks=b&skv=2024-08-04&sig=Lpm8Jt1jUJv/1gsJfZmvROhR3%2BPbhzXcEOEkUDdTxyg%3D
Shrimp Pancakes,Saeujeon,새우전,saeujeon,2015/06/shrimp1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-z1kzfL6UBKTWAstl3FKQo2FH.png?st=2024-10-14T16%3A25%3A21Z&se=2024-10-14T18%3A25%3A21Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A47%3A50Z&ske=2024-10-14T23%3A47%3A50Z&sks=b&skv=2024-08-04&sig=8Cc3DWnu/pBFUa2mL2kd00xQXqtJ/S8t3EKAI1FjPz4%3D
Spicy cucumber side dish,Oi-muchim,오이무침,oi-muchim,2015/04/oimuchim_plate-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-JlD3CTxelj1Ze0HTeQ1fKQ1V.png?st=2024-10-14T16%3A25%3A38Z&se=2024-10-14T18%3A25%3A38Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A15%3A43Z&ske=2024-10-14T23%3A15%3A43Z&sks=b&skv=2024-08-04&sig=zhus9FIE1tybFwJUOn0jyNNiaz333qmXv009bnuuuas%3D
Yellow pickled radish,Danmuji,단무지,danmuji,2015/04/danmuji-cut-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-bkvcIu0bMARkVw0PsmyLKVeu.png?st=2024-10-14T16%3A25%3A57Z&se=2024-10-14T18%3A25%3A57Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A14%3A21Z&ske=2024-10-14T23%3A14%3A21Z&sks=b&skv=2024-08-04&sig=ff4ROiojpx5p%2BNeQWKPdzsp97RdDO7LC3PBmkD%2BVOe4%3D
Braised baby potatoes,Algamja-jorim,알감자조림,algamja-jorim,2015/03/algamjajorim1-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-sts650GbHfJJzKavpJQ6uhjZ.png?st=2024-10-14T16%3A26%3A20Z&se=2024-10-14T18%3A26%3A20Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A17%3A54Z&ske=2024-10-14T23%3A17%3A54Z&sks=b&skv=2024-08-04&sig=0J%2B%2BsQwlgWbFwLp0C8jFjrxkdoBRCuWVc/v7d7z9EUg%3D
Eggs in soy broth,Gyeran-jangjorim,계란장조림,gyeran-jangjorim,2015/03/jangjorim-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-40oGpWD4DWPqFupggNoCacEo.png?st=2024-10-14T16%3A26%3A46Z&se=2024-10-14T18%3A26%3A46Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A53%3A15Z&ske=2024-10-14T23%3A53%3A15Z&sks=b&skv=2024-08-04&sig=wPVXBDNX0biWcTswvgyvpte9HzeTJioJWmot9IZAs8E%3D
Spicy soft tofu stew with kimchi and pork belly,Kimchi sundubu-jjigae,김치순두부찌개,sundubu-jjigae,2015/01/soondubujjigae-150x150.jpg,https://oaidalleapiprodscus.blob.core.windows.net/private/org-7Dt7jiYrqUON1nICdZ2GAZeL/user-fArVlsAHcWNu4szntgZfpqI4/img-ARRqQFE2GOszl5XHi4N0VcoW.png?st=2024-10-14T16%3A27%3A09Z&se=2024-10-14T18%3A27%3A09Z&sp=r&sv=2024-08-04&sr=b&rscd=inline&rsct=image/png&skoid=d505667d-d6c1-4a0a-bac7-5c84a87759f8&sktid=a48cca56-e6da-484e-a814-9c849652bcb3&skt=2024-10-13T23%3A51%3A16Z&ske=2024-10-14T23%3A51%3A16Z&sks=b&skv=2024-08-04&sig=qm%2BTVYmMtQqBIBEJSZXkNEITh5nC5BpGgCNA4JnVu/A%3D
