hospital,hospital_subtype,ccn,week,county,fips,total_beds,total_staffed_adult_icu_beds,total_covid_icu_patients,total_available_adult_icu_beds,pct_occupied_adult_icu_beds,total_covid_patients,all_patients,covid_patients_share,region
White Memorial Medical Center,Short Term,050103,2020-12-25,Los Angeles,037,321.0,33.0,18.0,0.0,1.0,179.0,289.0,0.62,Southern California
Alhambra Hospital Medical Center,Short Term,050281,2020-12-25,Los Angeles,037,101.0,12.0,7.0,0.0,1.0,43.0,65.0,0.66,Southern California
Memorial Hospital of Gardena,Short Term,050468,2020-12-25,Los Angeles,037,188.0,26.0,20.0,0.0,1.0,67.0,169.0,0.4,Southern California
Long Beach Memorial Medical Center,Short Term,050485,2020-12-25,Los Angeles,037,430.0,99.0,61.0,21.0,0.79,155.0,295.0,0.53,Southern California
San Dimas Community Hospital,Short Term,050588,2020-12-25,Los Angeles,037,161.0,18.0,17.0,0.0,1.0,45.0,64.0,0.7,Southern California
Sherman Oaks Hospital,Short Term,050755,2020-12-25,Los Angeles,037,127.0,22.0,11.0,0.0,1.0,48.0,98.0,0.49,Southern California
Monrovia Memorial Hospital,Long Term,052054,2020-12-25,Los Angeles,037,42.0,4.0,0.0,0.0,1.0,1.0,18.0,0.06,Southern California
Memorial Care Miller Children'S &  Women'S Hosp Lb,Childrens Hospitals,053309,2020-12-25,Los Angeles,037,259.0,0.0,0.0,0.0,,17.0,112.0,0.15,Southern California
Community Hospital of Huntington Park,Short Term,050091,2020-12-25,Los Angeles,037,72.0,11.0,9.0,0.0,1.0,43.0,48.0,0.9,Southern California
Madera Community Hospital,Short Term,050568,2020-12-25,Madera,039,80.0,10.0,6.0,3.0,0.7,47.0,66.0,0.71,San Joaquin Valley
Novato Community Hospital,Short Term,050131,2020-12-25,Marin,041,39.0,7.0,1.0,3.0,0.57,4.0,22.0,0.18,Bay Area
Marinhealth Medical Center,Short Term,050360,2020-12-25,Marin,041,173.0,19.0,4.0,7.0,0.63,18.0,125.0,0.14,Bay Area
Kentfield Hospital,Long Term,052043,2020-12-25,Marin,041,65.0,0.0,0.0,0.0,,0.0,50.0,0.0,Bay Area
Kaiser Foundation Hospital,Short Term,050510,2020-12-25,Marin,041,66.0,7.0,3.0,1.0,0.86,12.0,60.0,0.2,Bay Area
John C Fremont Healthcare District,Critical Access Hospitals,051304,2020-12-25,Mariposa,043,19.0,0.0,0.0,0.0,,1.0,10.0,0.1,San Joaquin Valley
Adventist Health Ukiah Valley,Short Term,050301,2020-12-25,Mendocino,045,52.0,8.0,2.0,3.0,0.62,11.0,41.0,0.27,Northern California
Adventist Health Mendocino Coast,Critical Access Hospitals,051325,2020-12-25,Mendocino,045,19.0,4.0,0.0,2.0,0.5,0.0,12.0,0.0,Northern California
Adventist Health Howard Memorial,Critical Access Hospitals,051310,2020-12-25,Mendocino,045,25.0,4.0,1.0,0.0,1.0,1.0,19.0,0.05,Northern California
Mercy Medical Center,Short Term,050444,2020-12-25,Merced,047,239.0,20.0,10.0,3.0,0.85,40.0,124.0,0.32,San Joaquin Valley
Memorial Hospital Los Banos,Short Term,050528,2020-12-25,Merced,047,41.0,6.0,5.0,0.0,1.0,14.0,26.0,0.54,San Joaquin Valley
Modoc Medical Center,Critical Access Hospitals,051330,2020-12-25,Modoc,049,8.0,0.0,0.0,0.0,,1.0,7.0,0.14,Northern California
Mammoth Hospital,Critical Access Hospitals,051303,2020-12-25,Mono,051,17.0,2.0,0.0,1.0,0.5,0.0,7.0,0.0,Southern California
Salinas Valley Memorial Hospital,Short Term,050334,2020-12-25,Monterey,053,252.0,27.0,16.0,9.0,0.67,73.0,140.0,0.52,Bay Area
George L Mee Memorial Hospital,Critical Access Hospitals,051336,2020-12-25,Monterey,053,17.0,0.0,0.0,0.0,,8.0,10.0,0.8,Bay Area
Natividad Medical Center,Short Term,050248,2020-12-25,Monterey,053,172.0,19.0,9.0,3.0,0.84,59.0,148.0,0.4,Bay Area
Community Hospital of The Monterey Peninsula,Short Term,050145,2020-12-25,Monterey,053,288.0,22.0,11.0,2.0,0.91,47.0,181.0,0.26,Bay Area
Adventist Health St Helena,Short Term,050013,2020-12-25,Napa,055,52.0,16.0,2.0,7.0,0.56,6.0,42.0,0.14,Bay Area
Providence Queen of The Valley Medical Center,Short Term,050009,2020-12-25,Napa,055,200.0,12.0,9.0,0.0,1.0,20.0,73.0,0.27,Bay Area
Sierra Nevada Memorial Hospital,Short Term,050150,2020-12-25,Nevada,057,105.0,6.0,2.0,0.0,1.0,12.0,64.0,0.19,Greater Sacramento
Tahoe Forest Hospital,Critical Access Hospitals,051328,2020-12-25,Nevada,057,25.0,6.0,2.0,1.0,0.83,5.0,20.0,0.25,Greater Sacramento
Memorialcare Saddleback Medical Center,Short Term,050603,2020-12-25,Orange,059,231.0,25.0,16.0,4.0,0.84,63.0,136.0,0.46,Southern California
Healthbridge Children'S Hospital - Orange,Childrens Hospitals,053308,2020-12-25,Orange,059,27.0,0.0,0.0,0.0,,0.0,25.0,0.0,Southern California
Kindred Hospital Brea,Long Term,052039,2020-12-25,Orange,059,48.0,4.0,0.0,0.0,1.0,0.0,40.0,0.0,Southern California
College Hospital Costa Mesa,Short Term,050543,2020-12-25,Orange,059,139.0,0.0,0.0,0.0,,4.0,108.0,0.04,Southern California
University of California Irvine Medical Center,Short Term,050348,2020-12-25,Orange,059,421.0,68.0,40.0,4.0,0.94,161.0,375.0,0.43,Southern California
Providence St. Jude Medical Center,Short Term,050168,2020-12-25,Orange,059,351.0,57.0,26.0,2.0,0.96,192.0,298.0,0.64,Southern California
Anaheim Global Medical Center,Short Term,050744,2020-12-25,Orange,059,189.0,22.0,14.0,6.0,0.73,37.0,124.0,0.3,Southern California
Memorialcare Orange Coast Medical Center,Short Term,050678,2020-12-25,Orange,059,249.0,34.0,28.0,2.0,0.94,91.0,168.0,0.54,Southern California
La Palma Intercommunity Hospital,Short Term,050580,2020-12-25,Orange,059,57.0,11.0,8.0,0.0,1.0,24.0,46.0,0.52,Southern California
Huntington Beach Hospital,Short Term,050526,2020-12-25,Orange,059,91.0,15.0,11.0,0.0,1.0,52.0,72.0,0.72,Southern California
Children'S Hospital At Mission,Childrens Hospitals,053306,2020-12-25,Orange,059,57.0,0.0,0.0,0.0,,0.0,13.0,0.0,Southern California
Kaiser Foundation Hospital - Orange County - Anahe,Short Term,050609,2020-12-25,Orange,059,563.0,73.0,60.0,0.0,1.0,225.0,337.0,0.67,Southern California
West Anaheim Medical Center,Short Term,050426,2020-12-25,Orange,059,154.0,18.0,18.0,0.0,1.0,57.0,121.0,0.47,Southern California
Chapman Global Medical Center,Short Term,050745,2020-12-25,Orange,059,78.0,12.0,6.0,4.0,0.67,22.0,61.0,0.36,Southern California
Orange County Global Medical Center,Short Term,050746,2020-12-25,Orange,059,439.0,78.0,27.0,15.0,0.81,75.0,286.0,0.26,Southern California
Fountain Valley Regional Hospital & Medical Center,Short Term,050570,2020-12-25,Orange,059,296.0,39.0,27.0,0.0,1.0,175.0,280.0,0.62,Southern California
South Coast Global Medical Center,Short Term,050747,2020-12-25,Orange,059,181.0,12.0,10.0,0.0,1.0,40.0,106.0,0.38,Southern California
Providence Mission Hospital,Short Term,050567,2020-12-25,Orange,059,304.0,56.0,33.0,2.0,0.96,98.0,252.0,0.39,Southern California
Foothill Regional Medical Center,Short Term,050780,2020-12-25,Orange,059,125.0,29.0,6.0,20.0,0.31,37.0,76.0,0.49,Southern California
Ahmc Anaheim Regional Medical Center,Short Term,050226,2020-12-25,Orange,059,262.0,24.0,16.0,0.0,1.0,96.0,140.0,0.69,Southern California
Los Alamitos Medical Center,Short Term,050551,2020-12-25,Orange,059,185.0,17.0,15.0,0.0,1.0,95.0,169.0,0.56,Southern California
Kindred Hospital Westminster,Long Term,052035,2020-12-25,Orange,059,109.0,16.0,1.0,3.0,0.81,2.0,92.0,0.02,Southern California
Garden Grove Hospital & Medical Center,Short Term,050230,2020-12-25,Orange,059,75.0,12.0,10.0,0.0,1.0,47.0,63.0,0.75,Southern California
Children'S Hospital of Orange County,Childrens Hospitals,053304,2020-12-25,Orange,059,334.0,0.0,0.0,0.0,,21.0,150.0,0.14,Southern California
Providence St. Joseph Hospital,Short Term,050069,2020-12-25,Orange,059,422.0,37.0,27.0,0.0,1.0,225.0,344.0,0.65,Southern California
Hoag Orthopedic Institute,Short Term,050769,2020-12-25,Orange,059,35.0,0.0,0.0,0.0,,0.0,16.0,0.0,Southern California
Placentia Linda Hospital,Short Term,050589,2020-12-25,Orange,059,83.0,12.0,4.0,5.0,0.58,41.0,70.0,0.59,Southern California
Hoag Memorial Hospital Presbyterian,Short Term,050224,2020-12-25,Orange,059,441.0,93.0,63.0,9.0,0.9,168.0,419.0,0.4,Southern California
Sutter Auburn Faith Hospital,Short Term,050498,2020-12-25,Placer,061,64.0,8.0,3.0,3.0,0.62,17.0,36.0,0.47,Greater Sacramento
Kaiser Foundation Hospital - Roseville,Short Term,050772,2020-12-25,Placer,061,339.0,25.0,15.0,0.0,1.0,112.0,333.0,0.34,Greater Sacramento
Sutter Roseville Medical Center,Short Term,050309,2020-12-25,Placer,061,386.0,56.0,8.0,17.0,0.7,83.0,303.0,0.27,Greater Sacramento
Plumas District Hospital,Critical Access Hospitals,051326,2020-12-25,Plumas,063,16.0,0.0,0.0,0.0,,2.0,6.0,0.33,Greater Sacramento
Eastern Plumas Hospital - Portola Campus,Critical Access Hospitals,051300,2020-12-25,Plumas,063,9.0,0.0,0.0,0.0,,0.0,1.0,0.0,Greater Sacramento
Palo Verde Hospital,Short Term,050423,2020-12-25,Riverside,065,29.0,0.0,0.0,0.0,,0.0,3.0,0.0,Southern California
"Doctors Hospital of Riverside, Llc",Short Term,050102,2020-12-25,Riverside,065,207.0,25.0,3.0,5.0,0.8,88.0,156.0,0.56,Southern California
Loma Linda University Medical Center-Murrieta,Short Term,050770,2020-12-25,Riverside,065,164.0,12.0,9.0,1.0,0.92,69.0,99.0,0.7,Southern California
Riverside Community Hospital,Short Term,050022,2020-12-25,Riverside,065,565.0,75.0,45.0,4.0,0.95,198.0,416.0,0.48,Southern California
Corona Regional Medical Center,Short Term,050329,2020-12-25,Riverside,065,213.0,38.0,29.0,1.0,0.97,117.0,182.0,0.64,Southern California
Southwest Healthcare System,Short Term,050701,2020-12-25,Riverside,065,234.0,30.0,21.0,1.0,0.97,124.0,228.0,0.54,Southern California
Desert Regional Medical Center,Short Term,050243,2020-12-25,Riverside,065,288.0,35.0,16.0,1.0,0.97,104.0,264.0,0.39,Southern California
Eisenhower Medical Center,Short Term,050573,2020-12-25,Riverside,065,273.0,29.0,16.0,3.0,0.9,119.0,244.0,0.49,Southern California
Kaiser Foundation Hospital-Moreno Valley,Short Term,050765,2020-12-25,Riverside,065,124.0,22.0,15.0,0.0,1.0,74.0,93.0,0.8,Southern California
San Gorgonio Memorial Hospital,Short Term,050054,2020-12-25,Riverside,065,112.0,21.0,17.0,0.0,1.0,39.0,65.0,0.6,Southern California
Riverside University Health System-Medical Center,Short Term,050292,2020-12-25,Riverside,065,353.0,52.0,26.0,2.0,0.96,187.0,342.0,0.55,Southern California
John F Kennedy Memorial Hospital,Short Term,050534,2020-12-25,Riverside,065,112.0,24.0,10.0,8.0,0.67,52.0,99.0,0.53,Southern California
"Kaiser Foundation Hospital, Riverside",Short Term,050686,2020-12-25,Riverside,065,314.0,51.0,48.0,0.0,1.0,160.0,203.0,0.79,Southern California
Hemet Global Medical Center,Short Term,050390,2020-12-25,Riverside,065,218.0,33.0,15.0,5.0,0.85,82.0,123.0,0.67,Southern California
Menifee Global Medical Center,Short Term,050684,2020-12-25,Riverside,065,84.0,21.0,12.0,4.0,0.81,39.0,60.0,0.65,Southern California
Kindred Hospital Riverside,Long Term,052052,2020-12-25,Riverside,065,40.0,8.0,1.0,0.0,1.0,5.0,39.0,0.13,Southern California
Temecula Valley Hospital,Short Term,050775,2020-12-25,Riverside,065,154.0,27.0,15.0,2.0,0.93,68.0,144.0,0.47,Southern California
Mercy General Hospital,Short Term,050017,2020-12-25,Sacramento,067,312.0,46.0,3.0,25.0,0.46,36.0,185.0,0.19,Greater Sacramento
Methodist Hospital of Sacramento,Short Term,050590,2020-12-25,Sacramento,067,206.0,20.0,5.0,9.0,0.55,31.0,104.0,0.3,Greater Sacramento
Kaiser Foundation Hospital - Sacramento,Short Term,050425,2020-12-25,Sacramento,067,197.0,30.0,15.0,2.0,0.93,73.0,179.0,0.41,Greater Sacramento
University of California Davis Medical Center,Short Term,050599,2020-12-25,Sacramento,067,590.0,84.0,17.0,5.0,0.94,83.0,525.0,0.16,Greater Sacramento
Shriners Hospitals For Children Northern Calif,Childrens Hospitals,053311,2020-12-25,Sacramento,067,31.0,0.0,0.0,0.0,,0.0,21.0,0.0,Greater Sacramento
"Sutter Medical Center, Sacramento",Short Term,050108,2020-12-25,Sacramento,067,546.0,60.0,20.0,9.0,0.85,67.0,322.0,0.21,Greater Sacramento
Vibra Hospital of Sacramento,Long Term,052033,2020-12-25,Sacramento,067,58.0,6.0,0.0,1.0,0.83,0.0,50.0,0.0,Greater Sacramento
Mercy Hospital of Folsom,Short Term,050414,2020-12-25,Sacramento,067,106.0,8.0,4.0,2.0,0.75,30.0,80.0,0.38,Greater Sacramento
Mercy San Juan Medical Center,Short Term,050516,2020-12-25,Sacramento,067,321.0,54.0,7.0,7.0,0.87,70.0,267.0,0.26,Greater Sacramento
Kaiser Foundation Hosp So Sacramento,Short Term,050674,2020-12-25,Sacramento,067,247.0,40.0,27.0,0.0,1.0,105.0,238.0,0.44,Greater Sacramento
Hazel Hawkins Memorial Hospital,Critical Access Hospitals,051337,2020-12-25,San Benito,069,28.0,4.0,4.0,0.0,1.0,15.0,27.0,0.56,San Joaquin Valley
Chino Valley Medical Center,Short Term,050586,2020-12-25,San Bernardino,071,81.0,14.0,13.0,1.0,0.93,60.0,77.0,0.78,Southern California
Kindred Hospital Ontario,Long Term,052037,2020-12-25,San Bernardino,071,91.0,11.0,0.0,5.0,0.55,0.0,71.0,0.0,Southern California
Mountains Community Hospital,Critical Access Hospitals,051312,2020-12-25,San Bernardino,071,14.0,0.0,0.0,0.0,,4.0,5.0,0.8,Southern California
Hi-Desert Medical Center,Short Term,050279,2020-12-25,San Bernardino,071,125.0,4.0,2.0,0.0,1.0,7.0,120.0,0.06,Southern California
Desert Valley Hospital,Short Term,050709,2020-12-25,San Bernardino,071,155.0,23.0,22.0,0.0,1.0,101.0,120.0,0.84,Southern California
Montclair Hospital Medical Center,Short Term,050758,2020-12-25,San Bernardino,071,56.0,16.0,13.0,0.0,1.0,34.0,53.0,0.64,Southern California
Kindred Hospital Rancho,Long Term,052049,2020-12-25,San Bernardino,071,55.0,8.0,1.0,0.0,1.0,4.0,54.0,0.07,Southern California
Barstow Community Hospital,Short Term,050298,2020-12-25,San Bernardino,071,55.0,9.0,10.0,-1.0,1.11,45.0,42.0,1.07,Southern California
Victor Valley Global Medical Center,Short Term,050517,2020-12-25,San Bernardino,071,101.0,12.0,8.0,3.0,0.75,57.0,98.0,0.58,Southern California
San Antonio Regional Hospital,Short Term,050099,2020-12-25,San Bernardino,071,396.0,69.0,23.0,1.0,0.99,212.0,391.0,0.54,Southern California
Bear Valley Community Hospital,Critical Access Hospitals,051335,2020-12-25,San Bernardino,071,20.0,0.0,0.0,0.0,,6.0,8.0,0.75,Southern California
Kaiser Foundation Hospital Fontana,Short Term,050140,2020-12-25,San Bernardino,071,739.0,117.0,78.0,11.0,0.91,379.0,485.0,0.78,Southern California
Loma Linda University Children'S Hospital,Short Term,050778,2020-12-25,San Bernardino,071,363.0,0.0,0.0,0.0,,24.0,202.0,0.12,Southern California
St Bernardine Medical Center,Short Term,050129,2020-12-25,San Bernardino,071,287.0,45.0,30.0,0.0,1.0,172.0,284.0,0.61,Southern California
Colorado River Medical Center,Critical Access Hospitals,051323,2020-12-25,San Bernardino,071,25.0,0.0,0.0,0.0,,1.0,3.0,0.33,Southern California
Redlands Community Hospital,Short Term,050272,2020-12-25,San Bernardino,071,172.0,24.0,19.0,1.0,0.96,93.0,170.0,0.55,Southern California
Arrowhead Regional Medical Center,Short Term,050245,2020-12-25,San Bernardino,071,349.0,52.0,38.0,0.0,1.0,146.0,290.0,0.5,Southern California
St Mary Medical Center,Short Term,050300,2020-12-25,San Bernardino,071,260.0,24.0,19.0,0.0,1.0,124.0,212.0,0.58,Southern California
Community Hospital of San Bernardino,Short Term,050089,2020-12-25,San Bernardino,071,267.0,21.0,17.0,1.0,0.95,73.0,174.0,0.42,Southern California
Loma Linda University Medical Center,Short Term,050327,2020-12-25,San Bernardino,071,446.0,90.0,50.0,8.0,0.91,182.0,299.0,0.61,Southern California
Sharp Memorial Hospital,Short Term,050100,2020-12-25,San Diego,073,735.0,63.0,40.0,6.0,0.9,162.0,483.0,0.34,Southern California
Kaiser Foundation Hospital - Zion,Short Term,050515,2020-12-25,San Diego,073,779.0,71.0,42.0,6.0,0.92,149.0,337.0,0.44,Southern California
Uc San Diego Health Hillcrest - Hillcrest Med Ctr,Short Term,050025,2020-12-25,San Diego,073,836.0,101.0,46.0,11.0,0.89,123.0,524.0,0.23,Southern California
Sharp Chula Vista Medical Center,Short Term,050222,2020-12-25,San Diego,073,310.0,50.0,39.0,1.0,0.98,183.0,285.0,0.64,Southern California
Scripps Green Hospital,Short Term,050424,2020-12-25,San Diego,073,173.0,24.0,11.0,5.0,0.79,37.0,96.0,0.39,Southern California
Select Specialty Hospital - San Diego,Long Term,052044,2020-12-25,San Diego,073,96.0,4.0,0.0,0.0,1.0,1.0,86.0,0.01,Southern California
Palomar Health Downtown Campus,Short Term,050115,2020-12-25,San Diego,073,392.0,36.0,24.0,1.0,0.97,147.0,282.0,0.52,Southern California
Sharp Coronado Hospital And Healthcr Ctr,Short Term,050234,2020-12-25,San Diego,073,67.0,13.0,8.0,0.0,1.0,37.0,64.0,0.58,Southern California
Scripps Memorial Hospital LA Jolla,Short Term,050324,2020-12-25,San Diego,073,517.0,71.0,38.0,6.0,0.92,114.0,317.0,0.36,Southern California
Palomar Medical Center Poway,Short Term,050636,2020-12-25,San Diego,073,68.0,12.0,9.0,1.0,0.92,27.0,44.0,0.61,Southern California
Grossmont Hospital,Short Term,050026,2020-12-25,San Diego,073,470.0,75.0,41.0,8.0,0.89,133.0,405.0,0.33,Southern California
Scripps Mercy Hospital,Short Term,050077,2020-12-25,San Diego,073,764.0,66.0,41.0,14.0,0.79,167.0,406.0,0.41,Southern California
Paradise Valley Hospital,Short Term,050024,2020-12-25,San Diego,073,291.0,15.0,15.0,0.0,1.0,44.0,135.0,0.33,Southern California
Tri-City Medical Center,Short Term,050128,2020-12-25,San Diego,073,278.0,25.0,15.0,4.0,0.84,72.0,175.0,0.41,Southern California
Rady Children'S Hospital - San Diego,Childrens Hospitals,053303,2020-12-25,San Diego,073,457.0,0.0,0.0,0.0,,13.0,222.0,0.06,Southern California
Scripps Memorial Hospital - Encinitas,Short Term,050503,2020-12-25,San Diego,073,260.0,12.0,10.0,1.0,0.92,79.0,176.0,0.45,Southern California
Kindred Hospital - San Diego,Long Term,052036,2020-12-25,San Diego,073,70.0,8.0,0.0,1.0,0.88,0.0,57.0,0.0,Southern California
Alvarado Hospital Medical Center,Short Term,050757,2020-12-25,San Diego,073,153.0,17.0,9.0,1.0,0.94,28.0,98.0,0.29,Southern California
Zuckerberg San Francisco General Hosp & Trauma Ctr,Short Term,050228,2020-12-25,San Francisco,075,221.0,40.0,10.0,0.0,1.0,32.0,210.0,0.15,Bay Area
California Pacific Medical Ctr-Davies Campus Hosp,Short Term,050008,2020-12-25,San Francisco,075,95.0,8.0,0.0,2.0,0.75,0.0,58.0,0.0,Bay Area
St Mary'S Medical Center,Short Term,050457,2020-12-25,San Francisco,075,165.0,15.0,1.0,10.0,0.33,6.0,66.0,0.09,Bay Area
Kaiser Foundation Hospital - San Francisco,Short Term,050076,2020-12-25,San Francisco,075,175.0,18.0,5.0,2.0,0.89,30.0,159.0,0.19,Bay Area
California Pacific Medical Center- Van Ness Campus,Short Term,050047,2020-12-25,San Francisco,075,301.0,36.0,5.0,8.0,0.78,23.0,172.0,0.13,Bay Area
Laguna Honda Hospital & Rehabilitation Center,Short Term,050668,2020-12-25,San Francisco,075,11.0,0.0,0.0,0.0,,0.0,4.0,0.0,Bay Area
Chinese Hospital,Short Term,050407,2020-12-25,San Francisco,075,92.0,6.0,2.0,2.0,0.67,6.0,42.0,0.14,Bay Area
Ucsf Medical Center,Short Term,050454,2020-12-25,San Francisco,075,758.0,102.0,19.0,29.0,0.72,61.0,528.0,0.12,Bay Area
Saint Francis Memorial Hospital,Short Term,050152,2020-12-25,San Francisco,075,95.0,10.0,3.0,5.0,0.5,15.0,52.0,0.29,Bay Area
California Pacific Medical Center - Mission Bernal,Short Term,050055,2020-12-25,San Francisco,075,98.0,10.0,7.0,1.0,0.9,22.0,71.0,0.31,Bay Area
San Joaquin General Hospital,Short Term,050167,2020-12-25,San Joaquin,077,220.0,25.0,13.0,0.0,1.0,66.0,190.0,0.35,San Joaquin Valley
Kaiser Foundation Hospital Manteca,Short Term,050748,2020-12-25,San Joaquin,077,176.0,21.0,15.0,2.0,0.9,83.0,172.0,0.48,San Joaquin Valley
Doctors Hospital of Manteca,Short Term,050118,2020-12-25,San Joaquin,077,62.0,8.0,6.0,0.0,1.0,30.0,56.0,0.54,San Joaquin Valley
Adventist Health Lodi Memorial,Short Term,050336,2020-12-25,San Joaquin,077,123.0,15.0,8.0,2.0,0.87,49.0,108.0,0.45,San Joaquin Valley
St Joseph'S Medical Center of Stockton,Short Term,050084,2020-12-25,San Joaquin,077,403.0,67.0,40.0,5.0,0.93,127.0,341.0,0.37,San Joaquin Valley
Dameron Hospital,Short Term,050122,2020-12-25,San Joaquin,077,129.0,24.0,10.0,1.0,0.96,27.0,89.0,0.3,San Joaquin Valley
Sutter Tracy Community Hospital,Short Term,050313,2020-12-25,San Joaquin,077,80.0,9.0,4.0,0.0,1.0,19.0,46.0,0.41,San Joaquin Valley
French Hospital Medical Center,Short Term,050232,2020-12-25,San Luis Obispo,079,102.0,11.0,5.0,3.0,0.73,18.0,55.0,0.33,Southern California
Sierra Vista Regional Medical Center,Short Term,050506,2020-12-25,San Luis Obispo,079,80.0,17.0,4.0,9.0,0.47,22.0,74.0,0.3,Southern California
Twin Cities Community Hospital,Short Term,050633,2020-12-25,San Luis Obispo,079,58.0,10.0,3.0,5.0,0.5,18.0,53.0,0.34,Southern California
"Marian Regional Medical Center, Arroyo Grande",Short Term,050016,2020-12-25,San Luis Obispo,079,84.0,7.0,0.0,5.0,0.29,0.0,17.0,0.0,Southern California
Mills-Peninsula Medical Center,Short Term,050007,2020-12-25,San Mateo,081,259.0,24.0,7.0,7.0,0.71,36.0,145.0,0.25,Bay Area
San Mateo Medical Center,Short Term,050113,2020-12-25,San Mateo,081,52.0,7.0,6.0,1.0,0.86,15.0,38.0,0.39,Bay Area
Kaiser Foundation Hospital - South San Francisco,Short Term,050070,2020-12-25,San Mateo,081,93.0,10.0,5.0,1.0,0.9,43.0,85.0,0.51,Bay Area
Seton Medical Center,Short Term,050289,2020-12-25,San Mateo,081,80.0,13.0,6.0,0.0,1.0,28.0,79.0,0.35,Bay Area
Sequoia Hospital,Short Term,050197,2020-12-25,San Mateo,081,122.0,10.0,6.0,2.0,0.8,14.0,44.0,0.32,Bay Area
Kaiser Foundation Hospital - Redwood City,Short Term,050541,2020-12-25,San Mateo,081,90.0,17.0,7.0,2.0,0.88,26.0,82.0,0.32,Bay Area
Goleta Valley Cottage Hospital,Short Term,050357,2020-12-25,Santa Barbara,083,20.0,1.0,0.0,0.0,1.0,0.0,9.0,0.0,Southern California
Santa Barbara Cottage Hospital,Short Term,050396,2020-12-25,Santa Barbara,083,337.0,45.0,15.0,12.0,0.73,66.0,194.0,0.34,Southern California
Santa Ynez Valley Cottage Hospital,Critical Access Hospitals,051331,2020-12-25,Santa Barbara,083,11.0,0.0,0.0,0.0,,0.0,3.0,0.0,Southern California
Lompoc Valley Medical Center,Short Term,050110,2020-12-25,Santa Barbara,083,60.0,6.0,2.0,2.0,0.67,9.0,27.0,0.33,Southern California
Marian Regional Medical Center,Short Term,050107,2020-12-25,Santa Barbara,083,255.0,23.0,16.0,1.0,0.96,61.0,153.0,0.4,Southern California
Kaiser Foundation Hospital-San Jose,Short Term,050604,2020-12-25,Santa Clara,085,173.0,21.0,15.0,2.0,0.9,88.0,158.0,0.56,Bay Area
Santa Clara Valley Medical Center,Short Term,050038,2020-12-25,Santa Clara,085,454.0,75.0,25.0,24.0,0.68,105.0,330.0,0.32,Bay Area
Stanford Health Care,Short Term,050441,2020-12-25,Santa Clara,085,633.0,100.0,33.0,4.0,0.96,111.0,539.0,0.21,Bay Area
Regional Medical Center of San Jose,Short Term,050125,2020-12-25,Santa Clara,085,280.0,46.0,24.0,0.0,1.0,105.0,236.0,0.44,Bay Area
El Camino Hospital,Short Term,050308,2020-12-25,Santa Clara,085,448.0,32.0,12.0,9.0,0.72,70.0,237.0,0.3,Bay Area
Lucile Salter Packard Children'S Hsp At Stanford,Childrens Hospitals,053305,2020-12-25,Santa Clara,085,341.0,0.0,0.0,0.0,,7.0,251.0,0.03,Bay Area
Kaiser Foundation Hospital-Santa Clara,Short Term,050071,2020-12-25,Santa Clara,085,263.0,26.0,14.0,2.0,0.92,80.0,239.0,0.33,Bay Area
Good Samaritan Hospital,Short Term,050380,2020-12-25,Santa Clara,085,445.0,37.0,18.0,3.0,0.92,59.0,253.0,0.23,Bay Area
Dominican Hospital,Short Term,050242,2020-12-25,Santa Cruz,087,253.0,21.0,13.0,2.0,0.9,46.0,162.0,0.28,Bay Area
Watsonville Community Hospital,Short Term,050194,2020-12-25,Santa Cruz,087,96.0,6.0,4.0,1.0,0.83,26.0,35.0,0.74,Bay Area
Sutter Maternity & Surgery Center of Santa Cruz,Short Term,050714,2020-12-25,Santa Cruz,087,28.0,0.0,0.0,0.0,,0.0,8.0,0.0,Bay Area
Vibra Hospital of Northern California,Long Term,052047,2020-12-25,Shasta,089,43.0,0.0,0.0,0.0,,0.0,37.0,0.0,Northern California
Shasta Regional Medical Center,Short Term,050764,2020-12-25,Shasta,089,107.0,14.0,2.0,2.0,0.86,9.0,90.0,0.1,Northern California
Mayers Memorial Hospital,Critical Access Hospitals,051305,2020-12-25,Shasta,089,22.0,0.0,0.0,0.0,,3.0,6.0,0.5,Northern California
Patients' Hospital of Redding,Short Term,050697,2020-12-25,Shasta,089,10.0,0.0,0.0,0.0,,0.0,1.0,0.0,Northern California
Mercy Medical Center Redding,Short Term,050280,2020-12-25,Shasta,089,352.0,33.0,4.0,8.0,0.76,31.0,196.0,0.16,Northern California
Mercy Medical Center Mt Shasta,Critical Access Hospitals,051319,2020-12-25,Siskiyou,093,31.0,4.0,0.0,4.0,0.0,2.0,7.0,0.29,Northern California
Fairchild Medical Center,Critical Access Hospitals,051316,2020-12-25,Siskiyou,093,25.0,4.0,1.0,1.0,0.75,3.0,19.0,0.16,Northern California
Northbay Medical Center,Short Term,050367,2020-12-25,Solano,095,209.0,34.0,14.0,6.0,0.82,46.0,190.0,0.24,Bay Area
Sutter Solano Medical Center,Short Term,050101,2020-12-25,Solano,095,98.0,12.0,6.0,2.0,0.83,14.0,49.0,0.29,Bay Area
Kaiser Foundation Hospital - Vacaville,Short Term,050767,2020-12-25,Solano,095,114.0,15.0,7.0,1.0,0.93,37.0,104.0,0.36,Bay Area
Kaiser Foundation Hospital And Rehab Center,Short Term,050073,2020-12-25,Solano,095,172.0,16.0,9.0,2.0,0.88,53.0,154.0,0.34,Bay Area
