title,day,start,end,format,zip_code,address,virtual,details,tags,type,url
Men'S Stag,Saturday,4:40PM,6:10PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Closed,Men,https://lacoaa.org/meeting-details.php?id=2632
Instantaneous,Wednesday,12:30PM,2:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2633
On The Waterfront Beginners,Thursday,5:45PM,7:00PM,Person,90405,"633 Kensington Rd  Santa Monica, CA 90405",,This meeting is in a community center.,Open; Speaker,Newcomer,https://lacoaa.org/meeting-details.php?id=2646
Spiritual Awakening,Sunday,9:30AM,11:00AM,Person,91001,"620 Mount Curve Ave E  Altadena, CA 91001",,This meeting meets outside at a park.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2689
Solutions In Sobriety,Saturday,7:00PM,8:00PM,Person,90024,"10750 Ohio Ave  Los Angeles, CA 90024",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=2700
We Care Participation,Monday,7:00PM,8:30PM,Person,91001,"185 W Altadena Dr  Altadena, CA 91001",,,Discussion; Open; Speaker; Tag Participation,No Types Set,https://lacoaa.org/meeting-details.php?id=2716
Lowell Companions,Tuesday,6:30PM,7:30PM,Person,91020,"2700 Montrose Ave  Montrose, CA 91020",,This meeting is in a church.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2721
Fresh Air Group,Sunday,7:00AM,,Person,90254,"702 11th Pl  Hermosa Beach, CA 90254",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2722
Fresh Air Discussion,Tuesday,6:45AM,,Person,90254,"702 11th Pl  Hermosa Beach, CA 90254",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2724
Fresh Air Group,Wednesday,6:45AM,,Person,90254,"702 11th Pl  Hermosa Beach, CA 90254",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2725
Fresh Air Group,Thursday,6:45AM,,Person,90254,"702 11th Pl  Hermosa Beach, CA 90254",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2726
Fresh Air Group,Friday,6:45AM,,Person,90254,"702 11th Pl  Hermosa Beach, CA 90254",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2727
Solutions In Sobriety,Saturday,7:30PM,,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID: 795 9625 3473PH: (669) 900-6833PW: Solution20,This meeting is the Serenity room. Enter off Huston St. Entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St. *Entry for the main building is for disability access only,Open,LGBTQ,https://lacoaa.org/meeting-details.php?id=2742
Give It Up Participation,Wednesday,7:30PM,8:30PM,Person,90048,"6301 W Olympic Blvd  Los Angeles, CA 90048",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=2754
There'S A Better Way,Friday,6:15AM,7:15AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2766
Wednesday 6Pm Hump Day,Wednesday,6:00PM,7:00PM,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,This meeting is in a meeting hall.,Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=2789
Rise & Shine: There Is A Solution,Sunday,7:30AM,,Person,90008,"4058 S Victoria Ave  Los Angeles, CA 90008",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2800
Hi & Dry,Saturday,8:00AM,9:15AM,Person,90046,"8000 Sunset Blvd  Los Angeles, CA 90046",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=2803
Alhambra Participation,Monday,6:30PM,8:00PM,Person,91801,"101 S Atlantic Blvd  Alhambra, CA 91801",,This meeting is at a church. Mask optional.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2819
Great Way To Start The Day,Monday,6:45AM,7:45AM,Person,90292,"13650 Mindanao Way  Marina Del Rey, CA 90292",,This meeting is in a community center.,Big Book; Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=2826
Great Way To Start The Day,Thursday,6:45AM,7:45AM,Person,90292,"13650 Mindanao Way  Marina Del Rey, CA 90292",,This meeting is in a community center.,Big Book; Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=2829
Great Way To Start The Day,Friday,6:45AM,7:45AM,Person,90292,"13650 Mindanao Way  Marina Del Rey, CA 90292",,This meeting is in a community center.,Big Book; Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=2830
Venice Beach Group,Saturday,7:30AM,9:00AM,Hybrid,90066,"12720 Washington Blvd  Los Angeles, CA 90066",ID: 370 202 1555PH: PW: 12345,This meeting is at a Center,Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=2842
Tuesday Nooner,Tuesday,12:00PM,1:00PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,,Discussion; Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=2847
How It Works,Monday,6:00PM,,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2851
Discussion,Tuesday,12:00PM,1:00PM,Person,91601,"11455 Chandler Blvd  North Hollywood, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2853
How It Works Discussion,Tuesday,6:00PM,,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2854
Noon Discussion,Wednesday,12:00PM,,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,This meeting is in a meeting hall.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2856
How It Works,Wednesday,6:00PM,,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2857
How It Works Discussion,Thursday,6:00PM,,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2860
How It Works,Friday,6:00PM,,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2863
Step Discussion,Saturday,10:00AM,,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,This meeting is in a meeting hall.,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=2865
Step Workshop,Wednesday,12:00PM,,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=2874
Robertson Originals,Sunday,10:30AM,11:30AM,Hybrid,90064,"11530 Pico Blvd  Los Angeles, CA 90064",ID: 868 8337 9209PH: PW: 457849,This meeting is in an Alano Club,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=2883
Secular Sunday - An Ungodly Hour,Sunday,8:00PM,9:00PM,Person,91604,"12355 Moorpark St  Studio City, CA 91604",,"Formerly ""We Agnostics of the Valley"" - same meeting - newER name.  We are a group of Secular AAers who just want to provide a meeting for those who want to stay sober in a secular environment.  This meeting is now held downstairs at The Unitarian Church.",Discussion; Open,Atheist/Agnostic,https://lacoaa.org/meeting-details.php?id=3028
Unity Insures Recovery Through Service,Tuesday,7:30PM,8:30PM,Hybrid,90024,"11530 W Pico Blvd  Los Angeles, CA 90024",ID: 871 7088 2934 PH: 1669900912887251038955PW: N/A,This meeting is at an Alano Club.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=3055
Wings/Lax,Thursday,12:00PM,1:00PM,Person,90293,"8025 W Manchester Blvd  Playa del Rey , CA 90293",,This meeting is in at the Elks Lodge.  Parking and entrance are behind the building.  This meeting met in Westchester for many years and now has moved to Playa Del Rey.,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3064
Shakers Participation,Saturday,7:00AM,8:30AM,Person,91204,"315 Vine St  Glendale, CA 91204",,,Speaker,Newcomer,https://lacoaa.org/meeting-details.php?id=3072
West Hollywood One Speaker Live,Tuesday,5:30PM,6:15PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in the West Hollywood Recovery Center in the big room.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3093
Work In Progress,Monday,12:00PM,,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in a Center,Discussion; Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=3108
New Beginnings,Saturday,6:15AM,7:15AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3128
Attitude Adjustment,Monday,6:15AM,7:15AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3129
Eye Opener #2,Wednesday,6:15AM,7:15AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3131
Hollywood Strip,Saturday,11:00AM,12:30PM,Person,90038,"6720 Melrose Ave  Los Angeles, CA 90038",,,Birthday; Breakfast; Discussion; Open; Speaker,Newcomer,https://lacoaa.org/meeting-details.php?id=3138
Men'S Stag,Monday,6:00PM,,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Closed,Men,https://lacoaa.org/meeting-details.php?id=3143
For Alcoholics Only,Monday,6:00PM,7:30PM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Closed; Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=3148
Day Timers,Monday,12:30PM,2:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3149
Men'S Stag Solution,Friday,6:15PM,7:45PM,Person,90265,"3625 Winter Canyon Rd  Malibu, CA 90265",,,Closed,Men,https://lacoaa.org/meeting-details.php?id=3153
Daily Reflections,Monday,8:00AM,9:00AM,Person,90272,"15225 Palisades Village Lane   Pacific Palisades, CA 90272",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=3155
Manhattan Chowder,Friday,7:00PM,,Person,90405,"633 Kensington Rd  Santa Monica, CA 90405",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3156
Chips & Dips Beach Meeting,Sunday,9:00AM,10:30AM,Person,90291,"201 Ocean Front Walk  Venice, CA 90291",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3157
Spiritual Search,Monday,12:00PM,,Person,90265,"3401 Serra Rd  Malibu, CA 90265",,This meeting is in a church.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3177
Spiritual Search,Thursday,12:00PM,,Person,90265,"3401 Serra Rd  Malibu, CA 90265",,This meeting is in a church.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3179
Spiritual Search,Wednesday,12:00PM,,Person,90265,"3401 Serra Rd  Malibu, CA 90265",,This meeting is in a church.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3180
Spiritual Search,Friday,12:00PM,,Person,90265,"3401 Serra Rd  Malibu, CA 90265",,This meeting is in a church.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3181
Hope For All Coed,Thursday,12:00PM,,Person,90404,"1458 26th St  Santa Monica, CA 90404",,,Big Book; Birthday; Daily Reflections; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=3211
Pacoima Participation,Wednesday,5:30PM,,Person,91331,"12502 Van Nuys Blvd #109  Pacoima, CA 91331",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3219
As Outlined In The Book,Tuesday,7:30PM,8:45PM,Person,90403,"958 Lincoln  Santa Monica, CA 90403",,This meeting is in a church. Parking in lot directly across from church is free.,Big Book; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=3224
As Bill Sees It,Wednesday,8:00AM,9:00AM,Person,90272,"15225 Palisades Village Lane   Pacific Palisades, CA 90272",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=3235
Central Los Angeles Step Study,Thursday,7:30PM,8:30PM,Person,90020,"309 S Oxford Ave  Los Angeles, CA 90020",,,Step Meeting,Newcomer,https://lacoaa.org/meeting-details.php?id=3239
Happy Hour,Thursday,12:00PM,1:00PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3260
In By 5:30 Out By 6:15,Wednesday,5:30PM,6:15PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in the West Hollywood Recovery Center in Room 1.  Please park in the West Hollywood Library structure to receive 2 hours validated parking.,Birthday; Discussion; Literature; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=3261
11Th Step Meditation,Thursday,8:00AM,9:00AM,Person,90272,"15225 Palisades Village Lane   Pacific Palisades, CA 90272",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=3262
It'S A Great Life,Tuesday,12:00PM,1:00PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3264
Step Study,Tuesday,6:30PM,8:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3271
Life On Life'S Terms,Saturday,7:30PM,8:45PM,Person,91775,"535 W Roses Rd  San Gabriel, CA 91775",,,Closed; Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=3331
Fighting Back,Thursday,6:15AM,7:15AM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3335
Contempt Prior To Investigation,Thursday,12:00PM,,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3376
How It Works Workshop,Wednesday,12:30PM,1:30PM,Person,90405,"633 Kensington Rd  Santa Monica, CA 90405",,This meeting is in a community center.,Big Book; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=3380
Step Study,Monday,12:00PM,,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3386
Last Chance Step Study,Friday,12:00PM,1:00PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,12 Steps & 12 Traditions; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3395
Pacific Palisades Workshop,Sunday,10:00AM,11:15AM,Hybrid,90272,"901 Haverford  Pacific Palisades, CA 90272",ID: 659242424PH: (669) 900-6833PW: No PW,This meeting is at a the Pacific Palisades Women’s Club @ 901 Haverford,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=3396
Participation,Saturday,6:00PM,7:00PM,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=3471
 Early Birds,Sunday,7:00AM,8:30AM,Hybrid,90039,"3367 Glendale Blvd  Los Angeles, CA 90039",ID: 88453621461PH: 1(669) 900-6833PW: 1935,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4004
Pacific Group Men'S Stag,Friday,7:30PM,9:00PM,Person,90025,"11166 Ohio Ave  Los Angeles, CA 90025",,,Closed,Men,https://lacoaa.org/meeting-details.php?id=4521
Life After Ten,Tuesday,6:00PM,7:00PM,Person,90405,"1343 Ocean Park Blvd  Santa Monica, CA 90405",,This meeting is in a church in the 'Olive Pit' room.,Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=4525
West L.A. Men'S Stag,Thursday,7:30PM,9:00PM,Hybrid,90024,"10497 Wilshire Blvd  Los Angeles, CA 90024","ID: 710 426 601PH: 1(669) 900-6833PW: Use link to register & join, you'll be emailed access link - no pw",,Closed; Discussion; Speaker,Men,https://lacoaa.org/meeting-details.php?id=4604
Monday Step Study,Monday,6:30PM,7:30PM,Person,90265,"3625 Winter Canyon Rd  Malibu, CA 90265",,,12 Steps & 12 Traditions; Big Book; Discussion; Open; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=4614
Culver City Solutions Men'S Stag (The Circle),Tuesday,7:15PM,8:15PM,Person,90230,"4464 Sepulveda Blvd  Culver City, CA 90230",,This meeting is in a church.,Closed,Men,https://lacoaa.org/meeting-details.php?id=4615
Trinity Step Study,Thursday,6:30PM,7:30PM,Person,90305,"9300 Crenshaw Blvd  Inglewood, CA 90305",,This meeting is in a church.,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4629
Newcomer Book Study,Sunday,10:30AM,12:00PM,Person,91214,"4011 Dunsmore Ave  Glendale, CA 91214",,This meeting is in an Alano club.,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4633
Fellowship Of The Spirit Book Study,Sunday,6:00PM,7:00PM,Person,91423,"14401 Dickens St  Sherman Oaks, CA 91423",,,Big Book; Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=4637
Brentwood Big Book Study,Wednesday,6:00PM,7:00PM,Person,90049,"11967 Sunset Blvd  Los Angeles, CA 90049",,,Big Book; Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=4687
Positives In Sobriety,Sunday,5:30PM,7:00PM,Hybrid,90046,"1200 N Vista St  West Hollywood, CA 90046",ID: 443 598 817PH: 1(669) 900-6833PW:,,Discussion; Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=4701
Try God Big Book Study,Monday,7:30PM,8:30PM,Person,90034,"3647 Watseka Ave  Los Angeles, CA 90034",,This meeting is in a church.,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4719
Not In Control Step Discussion,Monday,12:30PM,1:30PM,Person,90405,"633 Kensington Rd  Santa Monica, CA 90405",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4734
Dangerous Sport'S Club Men'S Stag,Thursday,7:30PM,,Person,90230,"4427 Overland Ave  Culver City, CA 90230",,,Birthday; Closed; Discussion,Men,https://lacoaa.org/meeting-details.php?id=4750
Silverlake Women'S & Trans Inclusive Step Study,Tuesday,6:00PM,7:00PM,Hybrid,90027,"2930 Hyperion Ave  Los Angeles, CA 90027",ID: 3474014570PH: 166990091283474014570PW:,,Big Book; Discussion; Open; Speaker,LGBTQWomen,https://lacoaa.org/meeting-details.php?id=4755
Friday Franklin,Friday,12:30PM,1:30PM,Hybrid,90046,"1749 N La Brea Ave  Los Angeles, CA 90046",ID: 833 8510 8764PH: 1(669) 444-9171PW: 12&12,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=4778
Happy Hour,Monday,6:00PM,7:00PM,Person,90038,"6720 Melrose Ave  Los Angeles, CA 90038",,This meeting is in a church and meets upstairs.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4785
Ez Does It At High Noon Coed,Tuesday,12:00PM,1:00PM,Person,90404,"1458 26th St  Santa Monica, CA 90404",,,Daily Reflections; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=4820
Participation,Friday,5:00PM,,Person,91744,"15911 Main St  La Puente, CA 91744",,This meeting is in a community center.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4848
Hope For All Coed ,Saturday,12:30PM,1:30PM,Person,90404,"1458 26th St  Santa Monica, CA 90404",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4855
Big Book Study #2,Wednesday,6:30PM,8:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4865
What'S Happening,Saturday,12:30PM,2:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4890
Thursday Night Recovery,Thursday,7:30PM,8:30PM,Person,90211,"8400 Gregory Way  Beverly Hills, CA 90211",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=4913
Twelve And Twelve Study,Friday,6:30PM,8:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=4920
Good Friday,Friday,12:30PM,2:00PM,Person,90640,"2518 W Beverly Blvd  Montebello, CA 90640",,This meeting is in a meeting hall.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5033
Saturday Eye Opener,Saturday,11:00AM,,Person,91020,"2700 Montrose Ave  Montrose, CA 91020",,This meeting is in a church in Room 24.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5071
Sunset Beginners,Saturday,6:15PM,7:30PM,Person,90405,"633 Kensington Rd  Santa Monica, CA 90405",,This meeting is in a community center.,Speaker,Newcomer,https://lacoaa.org/meeting-details.php?id=5078
Happy Hour,Tuesday,4:30PM,5:30PM,Hybrid,90039,"3367 Glendale Blvd  Los Angeles, CA 90039",ID: 815 5765 7438PH: 134624877991669900683312532158782PW: 388371,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5093
Monday Solutions Men'S Stag,Monday,12:00PM,1:00PM,Person,90404,"1458 26th St  Santa Monica, CA 90404",,,Speaker,Men,https://lacoaa.org/meeting-details.php?id=5126
Toluca Lake Speakers,Sunday,7:00PM,8:30PM,Hybrid,91505,"747 N Whitnall Highway  Burbank, CA 91505",ID: 89307826412PH: 1(669) 900-9128PW: 287916,This meeting is in a church. This is the regular Sunday Night Toluca Lake Speakers Group meeting (formerly Whipple meeting),Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5142
Living Sober B B Study,Wednesday,6:00PM,7:30PM,Person,90670,"6725 Friends Ave  Whittier, CA 90670",,This meeting is in the Wesley Building.,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5149
A Candle In The Wind Men'S Stag,Friday,12:00PM,1:00PM,Person,90404,"1458 26th St  Santa Monica, CA 90404",,,Open,Men,https://lacoaa.org/meeting-details.php?id=5154
Wednesday Noon Men'S Stag,Wednesday,12:00PM,1:00PM,Person,90404,"1458 26th St  Santa Monica, CA 90404",,,No Formats Set,Men,https://lacoaa.org/meeting-details.php?id=5167
Best Of Old Time Aa,Friday,7:00PM,8:00PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,This meeting is in a Center,Open; Speaker,Newcomer,https://lacoaa.org/meeting-details.php?id=5168
Steps For Life,Sunday,7:00PM,8:00PM,Person,90230,"4464 Sepulveda Blvd  Culver City, CA 90230",,This meeting is in a church.,Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5173
Miracle On Ohio (Pg),Sunday,9:00AM,10:00AM,Hybrid,90025,"11166 Ohio Ave  Los Angeles, CA 90025",ID: 395 354 599PH: (669) 900-6833PW: 019482,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5182
Saturday Daylight,Saturday,12:00PM,,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5254
Sunday Morning,Sunday,9:30AM,11:00AM,Hybrid,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",ID: 799 772 3355PH: PW: 092724,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5257
Spiritual Search,Tuesday,12:00PM,,Person,90265,"3401 Serra Rd  Malibu, CA 90265",,This meeting is in a church.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5267
Back To Basics,Monday,7:00AM,8:30AM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5270
Men'S Stag,Monday,6:00PM,,Person,91303,"21520 Sherman Way  Canoga Park, CA 91303",,,Closed,Men,https://lacoaa.org/meeting-details.php?id=5280
Daily Reflections,Friday,6:00PM,,Person,91303,"21520  Sherman Way  Canoga Park, CA 91303",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5281
Man To Man,Thursday,6:30PM,8:00PM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Discussion; Open,Men,https://lacoaa.org/meeting-details.php?id=5283
12&12 Step Study,Friday,7:00AM,8:30AM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5286
Three Topic Discussion,Tuesday,6:00PM,7:30PM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5290
Thus We Grow: By The Book,Thursday,7:00AM,8:30PM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5291
Attitude Adjustment,Saturday,7:00AM,8:30AM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5305
Acceptance Is The Answer,Wednesday,7:00PM,8:00PM,Person,90046,"7929 Melrose Ave  Los Angeles, CA 90046",,This meeting is in a Center,Discussion; Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=5312
Participation,Monday,7:00PM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,This meeting is in an Alano club.,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5319
Participation,Tuesday,7:00AM,8:30AM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5329
Welcome Home,Sunday,7:00AM,8:30AM,Person,90043,"4808 Crenshaw Blvd  Los Angeles, CA 90043",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5332
Topic Discussion,Monday,6:15AM,,Person,90631,"631 N Euclid St  La Habra, CA 90631",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=5352
Topic Discussion,Wednesday,6:15AM,,Person,90631,"631 N Euclid St  La Habra, CA 90631",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=5353
Topic Discussion,Thursday,6:15AM,,Person,90631,"631 N Euclid St  La Habra, CA 90631",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=5354
Topic Discussion,Friday,6:15AM,,Person,90631,"631 N Euclid St  La Habra, CA 90631",,,Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=5355
Topic Discussion,Tuesday,6:15AM,,Person,90631,"631 N Euclid St  La Habra, CA 90631",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5356
12&12 Meeting,Thursday,7:00AM,,Person,90003,"9604 S Figueroa St  Los Angeles, CA 90003",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=5387
If Dogs Run Free Why Can'T We,Saturday,9:00AM,10:00AM,Person,90046,"8260 Mulholland Dr  Los Angeles, CA 90046",,,Big Book; Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=5397
