title,day,start,end,format,zip_code,address,virtual,details,tags,type,url
Just 60 Minutes,Friday,7:00PM,8:00PM,Person,90404,"2500 Broadway   Santa Monica, CA 90404",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12633
Friday Night Fellowship Speaker,Friday,8:00PM,9:30PM,Person,91361,"32111 Watergate Rd  Westlake Village, CA 91361",,,Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12634
Diamond Bar Friday Night Big Book,Friday,8:00PM,9:30PM,Hybrid,91765,"2335 S Diamond Bar Blvd  Diamond Bar, CA 91765",ID: 452 426 327PH: (669) 900-6833PW: diamondbar,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=12635
Breakfast Tacos,Tuesday,9:00AM,10:00AM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID:  389 335 7431PH: PW: Sober2021,"This meeting is held at an Alano Club in the Radford Room. Enter off Huston St. The entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St.
*Entry to the main building is for for disability access only",Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12650
The Upside,Sunday,5:00PM,6:00PM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID: 766 709 0526PH: PW: 019289,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12660
Mom & Pop Shop Sober Parents,Thursday,9:00AM,10:00AM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID: 893 8991 9893PH: PW: AAvillage,"This meeting is in an Alano club. This meeting is in the Radford Room  Enter off Huston St. 
Entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St.  *Entry for the main building is for disability access only",Open,No Types Set,https://lacoaa.org/meeting-details.php?id=12663
Unurban Daily Reflections,Monday,7:15AM,8:15AM,Hybrid,90405,"3301 Pico Blvd  Santa Monica, CA 90405",ID: 592 710 446PH: (669) 990-6833PW: surrender,This meeting meets in a coffee house. Entrance on side street. Plenty of street parking until 9:00 am. Freeway close (Centinela exit off 10 Fwy),Daily Reflections; Discussion; Meditation; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12674
Inside Issues Dual Diagnosis,Tuesday,3:00PM,4:00PM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID: 389 335 7431PH: 1(669) 900-9128PW: Sober2021,This meeting is held at an Alano Club in the Radford Room. Enter off Huston St.  The entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St.  *Entry to the main building is for for disability access only.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12687
It'S All About Me,Thursday,12:00PM,1:00PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12695
Creaatives,Tuesday,8:00PM,9:00PM,Person,90069,"621 N Robertson Blvd  West Hollywood, CA 90069",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12696
Queer & Anonymous,Tuesday,8:00PM,9:00PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,,No Formats Set,LGBTQ,https://lacoaa.org/meeting-details.php?id=12697
A Vision Of Hope,Monday,6:00PM,8:00PM,Person,90029,"4903 Fountain Ave  Los Angeles, CA 90029",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12698
A Vision Of Hope,Wednesday,6:00PM,8:00PM,Person,90029,"4903 Fountain Ave  Los Angeles, CA 90029",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12699
There Is A Solution Closed Men'S Stag,Thursday,7:00PM,8:00PM,Hybrid,90046,"7929 Melrose Ave  Los Angeles, CA 90046",ID: 990 610 1935PH: (669) 900-6833PW: No PW,,Closed; Discussion; Speaker,Men,https://lacoaa.org/meeting-details.php?id=12732
Studio Group Beginners,Tuesday,8:00PM,9:30PM,Hybrid,90230,"4427 Overland Ave  Culver City, CA 90230",ID: 859 4730 5123PH: (213) 338-8477PW: 263989,,Digital Basket; Discussion; Open,Newcomer,https://lacoaa.org/meeting-details.php?id=12733
Tower 10 Fellowship,Friday,8:30AM,9:30AM,Person,90265,"30000 Pacific Coast Hwy Tower 10  Malibu, CA 90265",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12735
Tower 10 Fellowship,Monday,8:30AM,9:30AM,Person,90265,"30000 Pacific Coast Hwy Tower 10  Malibu, CA 90265",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12738
Tower 10 Fellowship,Thursday,8:30AM,9:30AM,Person,90265,"30000 Pacific Coast Hwy Tower 10  Malibu, CA 90265",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12740
Tower 10 Fellowship,Wednesday,8:30AM,9:30AM,Person,90265,"30000 Pacific Coast Hwy Tower 10  Malibu, CA 90265",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12741
12 &12 Workshop - Line By Line,Thursday,7:00PM,8:15PM,Person,90048,"6301 W Olympic Blvd  Los Angeles, CA 90048",,,12 Steps & 12 Traditions,No Types Set,https://lacoaa.org/meeting-details.php?id=12743
Studio Group Speakers,Friday,8:00PM,9:30PM,Hybrid,90230,"4427 Overland Ave.   Culver City, CA 90230",ID: 859 4730 5123PH: (213) 338-8477PW: 263989,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12748
The Breakfast Club,Monday,9:00AM,10:00AM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12749
Morning Maintenance,Wednesday,9:00AM,10:00AM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12750
Organically Grown Venice,Thursday,12:30PM,1:30PM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12751
Que Sera Sera Step Study,Friday,12:30PM,1:30PM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,12 Steps & 12 Traditions,No Types Set,https://lacoaa.org/meeting-details.php?id=12752
11:11 Meeting,Saturday,11:11AM,12:11PM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12753
The Yard Men'S Stag,Monday,7:30PM,8:30PM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,No Formats Set,Men,https://lacoaa.org/meeting-details.php?id=12755
Trudging Through Tuesday,Tuesday,8:00PM,9:00PM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12756
Hump Day,Wednesday,6:00PM,7:00PM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12757
Sucka' Free Sunday,Sunday,7:00PM,8:00PM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12760
Freaky Friday,Friday,9:00PM,10:00PM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12761
We Agnostics,Sunday,8:00PM,9:00PM,Hybrid,90230,"6666 Green Valley Cir  Culver City, CA 90230",ID: 823 9968 3543PH: PW: sharelove,,Discussion,Atheist/Agnostic,https://lacoaa.org/meeting-details.php?id=12764
No Frills Magic Kingdom Book Study,Thursday,12:00PM,1:00PM,Person,90027,"4730 Crystal Springs Dr.  Los Angeles, CA 90027",,,Big Book; Discussion; Literature; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=12766
No Frills Magic Kingdom,Tuesday,12:00PM,1:00PM,Person,90027,"4730 Crystal Springs Dr.  Los Angeles, CA 90027",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=12767
No Frills Magic Kingdom,Monday,12:00PM,1:00PM,Person,90027,"4730 Crystal Springs Dr.  Los Angeles , CA 90027",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12768
House Of Cards,Monday,3:00PM,4:00PM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID: 867 2095 6486PH: 1309205332586720956486490724PW: Hope,Located in the Radford Room. This meeting is held at an Alano Club. Enter off Huston St. The entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St. *Enter the main buildings if needing disability access only.,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12770
Act As If: Taking Contrary Action,Wednesday,3:00PM,4:00PM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID: 283 595 3698PH: PW: Zombies,"This meeting is held in an Alano Club in the Radford Room. Enter off Huston St. The entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St.
*Enter the main buildings for disability access only.",Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12772
Letting Go Of The Bull****,Thursday,3:00PM,4:00PM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID: 838 0279 5761PH: PW: letgo,This meeting is in an Alano Club in the Radford Room. Enter off Huston St.  Entrance to the lobby for Radford is in between the parking structure and the brick building off Huston St.   *Entry for the main building is for disability access only,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12775
Pg & Chill,Friday,7:30PM,8:45PM,Hybrid,90024,"11530 W Pico Blvd  Los Angeles, CA 90024",ID: 802 496 652PH: (669) 900-6833PW: 960328,,Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12781
11Th Step Meditation Meeting,Sunday,5:30PM,6:30PM,Person,90027,"4607 Prospect Ave  Los Angeles, CA 90027",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12785
Living Sober Group,Friday,8:00PM,9:00PM,Person,90404,"1401 Olympic Blvd Memorial Park Santa Monica, CA 90404",,This meeting is held at Memorial Park in the center.,Living Sober; Open; Speaker,LGBTQ,https://lacoaa.org/meeting-details.php?id=12795
Living Sober,Wednesday,12:00PM,1:00PM,Person,90069,"626 N Robertson Blvd  West Hollywood, CA 90069",,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=12803
Just For Today,Sunday,9:00AM,10:00AM,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,,Discussion; Literature; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=12807
Live And Let Live Speaker,Saturday,8:00PM,9:30PM,Person,91768,"1655 Berkeley Ave   Pomona , CA 91768",,,Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12809
Present Of Presence Newcomers,Thursday,7:00PM,8:00PM,Person,91604,"4418 Coldwater Canyon Ave  Studio City, CA 91604",,,Discussion; Open; Speaker; Step Meeting,Newcomer,https://lacoaa.org/meeting-details.php?id=12811
On Awakening Men'S Stag,Thursday,5:30AM,6:00AM,Person,90266,"659 15th Street  Manhattan Beach, CA 90266",,,No Formats Set,Men,https://lacoaa.org/meeting-details.php?id=12814
Double D'S Sobriety + Dual Diagnosis,Saturday,3:00PM,4:00PM,Hybrid,91403,"4849 Van Nuys Blvd Suite 103 Sherman Oaks, CA 91403",ID: 857 5325 8368PH: PW: dbld,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=12818
Burbank Group: To The Newcomers,Thursday,8:00PM,9:00PM,Person,91502,"637 South Victory Blvd  Burbank, CA 91502",,,Open,Newcomer,https://lacoaa.org/meeting-details.php?id=12819
"I Can'T, We Can",Sunday,6:30PM,7:30PM,Person,90404,"1525 Euclid  Santa Monica, CA 90404",,,Closed; Daily Reflections; Literature; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12823
Valley 12&12 Study,Thursday,6:00PM,7:00PM,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,,12 Steps & 12 Traditions,No Types Set,https://lacoaa.org/meeting-details.php?id=12825
Back In The Saddle (Bring A Chair),Sunday,10:00AM,11:00AM,Person,91201,"1533 Rancho Ave   Glendale, CA 91201",,,Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12830
South Gate Participation,Thursday,7:30PM,9:00PM,Person,90280,"4513 Tweedy Blvd  South Gate, CA 90280",,,Discussion,Newcomer,https://lacoaa.org/meeting-details.php?id=12831
Friday Night Speaker,Friday,8:00PM,9:30PM,Person,90731,"415 W 10th St  San Pedro, CA 90731",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12835
Beacon Of Hope,Sunday,8:00PM,9:00PM,Person,90731,"415 W 10th St  San Pedro, CA 90731",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12836
Serenity Sunday,Sunday,10:00AM,11:30AM,Person,90731,"415 W 10th St  San Pedro, CA 90731",,,Birthday; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12837
Byoc Men'S Stag,Monday,6:30PM,7:30PM,Person,91204,"123 W Windsor Rd  Glendale, CA 91204",,,No Formats Set,Men,https://lacoaa.org/meeting-details.php?id=12838
Speaker Meeting,Sunday,6:00PM,7:00PM,Person,91601,"11455 Chandler Blvd  Los Angeles, CA 91601",,,Cross Talk Permitted; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12842
Attitude Adjustment,Monday,7:00AM,8:00AM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12865
Attitude Adjustment,Tuesday,7:00AM,8:00AM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12866
Attitude Adjustment,Wednesday,7:00AM,8:00AM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12867
Attitude Adjustment,Thursday,7:00AM,8:00AM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12868
Attitude Adjustment,Friday,7:00AM,8:00AM,Person,90731,"807 South Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12869
Attitude Adjustment,Saturday,7:00AM,8:00AM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12870
Men'S Stag,Saturday,9:00AM,10:00AM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,Men,https://lacoaa.org/meeting-details.php?id=12872
Living Sober,Sunday,8:30AM,9:30AM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12873
Fellowship,Monday,12:00PM,1:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12874
Participation,Tuesday,12:00PM,1:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12875
Winning On Wednesday,Wednesday,12:00PM,1:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12876
12 Steps Twelve Traditions Study,Thursday,12:00PM,1:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12877
Tgif,Friday,12:00PM,1:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12878
First Things First,Saturday,12:00PM,1:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12879
24 Hours A Day,Sunday,5:30PM,6:30PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12880
Daily Reflections,Monday,6:00PM,7:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12881
Big Book Study,Tuesday,6:00PM,7:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=12882
Candlelight,Sunday,7:30PM,8:30PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12885
Shipwreck,Monday,8:00PM,9:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12886
Step Study,Tuesday,8:00PM,9:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=12887
As Bill Sees It,Wednesday,8:00PM,9:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12888
Open Share Meeting,Thursday,8:00PM,9:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12889
Open Share,Friday,8:00PM,9:00PM,Person,90731,"807 S Pacific Ave  San Pedro, CA 90731",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12890
New Attitude,Sunday,7:00AM,8:10AM,Person,91505,"747 N Whitnall Hwy  Burbank, CA 91505",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12893
New Attitude,Tuesday,7:00AM,8:10AM,Person,91505,"747 N Whitnall Hwy  Burbank, CA 91505",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12894
New Attitude,Thursday,7:00AM,8:10AM,Person,91505,"747 N Whitnall Hwy  Burbank, CA 91505",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12895
New Attitude,Wednesday,7:00AM,8:10AM,Person,91505,"747 N Whitnall Hwy  Burbank, CA 91505",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12896
Creative Reflections,Sunday,7:30PM,9:00PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,Daily Reflections; Discussion; Meditation,No Types Set,https://lacoaa.org/meeting-details.php?id=12898
Solutions Group Thursday Men'S Stag,Thursday,7:30PM,8:30PM,Person,91604,"4032 Whitsett Ave  Studio City, CA 91604",,,No Formats Set,Men,https://lacoaa.org/meeting-details.php?id=12901
Rush Hour,Saturday,5:30PM,6:30PM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=12903
Big Book Study,Thursday,6:00PM,7:15PM,Person,91706,"4743 Maine Ave  Baldwin Park, CA 91706",,This meeting is in a commercial center.,Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=12927
In All Of Our Affairs,Saturday,6:00AM,7:00AM,Person,91723,"432 N Barranca  Covina, CA 91723",,This meeting is in a commercial center,12 Steps & 12 Traditions; Big Book; Open; Step Meeting,No Types Set,https://lacoaa.org/meeting-details.php?id=12928
Grow Or Go,Saturday,10:30AM,11:30AM,Person,91706,"4743 Maine Ave  Baldwin Park, CA 91706",,This meeting is in a commercial center.,12 Steps & 12 Traditions; Daily Reflections; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=12929
Weekend'S End,Sunday,7:30PM,8:30PM,Person,90272,"941 Temescal Canyon Road  Pacific Palisades, CA 90272",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12938
Scandalous Pigs Men'S Stag,Friday,8:00PM,,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,,No Formats Set,Men,https://lacoaa.org/meeting-details.php?id=12941
Rainbow,Friday,12:00PM,1:00PM,Person,90069,"9015 Sunset Blvd  West Hollywood, CA 90069",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=12942
Rainbow,Thursday,12:00PM,1:00PM,Person,90069,"9015 Sunset Blvd  West Hollywood, CA 90069",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=12943
Friday Night Live,Friday,7:30PM,8:30PM,Person,90272,"801 Via De La Paz  Pacific Palisades, CA 90272",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12944
Saturday Solution,Saturday,7:30PM,8:30PM,Person,90272,"801 Via de La Paz   Pacific Palisades, CA 90272",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12945
We Walk Together,Monday,7:30PM,8:30PM,Person,90272,"801 Via De La Paz  Pacific Palisades, CA 90272",,,Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=12946
Friday Night Brunswick Acceptance Is The Answer,Friday,6:00PM,7:00PM,Person,90027,"	2930 Hyperion Ave  Silverlake, CA 90027",,,12 Steps & 12 Traditions; Big Book; Digital Basket; Discussion; Open; Speaker; Tag Participation,NewcomerYoung People,https://lacoaa.org/meeting-details.php?id=12949
Random Big Book Selection With Discussion,Monday,9:00AM,10:00AM,Person,91601,"10641 Burbank Blvd  North Hollywood, CA 91601",,,Big Book; Daily Reflections; Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=12952
Butterfly Effect,Saturday,9:30AM,10:30AM,Hybrid,90013,"425 S Broadway  Los Angeles, CA 90013",ID: 879 9083 4497PH: (669) 900-6833PW: sharelove,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12972
Sober Sundays,Sunday,1:00PM,2:00PM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,12 Steps & 12 Traditions,No Types Set,https://lacoaa.org/meeting-details.php?id=12980
Double Nuts Dual Diagnosis,Wednesday,8:30PM,9:30PM,Person,90291,"1221 6th Avenue  Venice, CA 90291",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12981
Winner'S Circle Attitude Adjustment,Sunday,7:30AM,8:30AM,Hybrid,91107,"24-2 S Baldwin Ave  Gate 7 Arcadia, CA 91107",ID: 749 998 131PH: (669) 900-6833PW: 092132,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=12983
Life'S A Beach,Sunday,11:00AM,12:00PM,Person,90272,"14800 Pacific Coast Highway Will Rogers State Beach Pacific Palisades, CA 90272",,,Open; Speaker,GayLesbianLGBTQTransgender,https://lacoaa.org/meeting-details.php?id=12986
The Hills Have Eyes,Sunday,7:00PM,8:00PM,Person,91362,"1716 W Burbank Blvd  Burbank, CA 91362",,,12 Steps & 12 Traditions,No Types Set,https://lacoaa.org/meeting-details.php?id=12996
Speaker And Participation,Monday,7:30PM,8:30PM,Person,90277,"408 S Broadway  Redondo Beach, CA 90277",,,Speaker; Tag Participation,No Types Set,https://lacoaa.org/meeting-details.php?id=13011
Great Way To Start The Day,Tuesday,6:45AM,7:45AM,Person,90292,"13650 Mindanao Way  Marina Del Rey, CA 90292",,This meeting is in a community center.,Big Book; Closed; Discussion; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=13012
Doing The Deal Men'S Stag,Saturday,7:00AM,8:00AM,Person,91364,"21338 Dumetz Rd  Woodland Hills, CA 91364",,,Discussion; Open,Men,https://lacoaa.org/meeting-details.php?id=13016
New Attitude,Friday,7:00AM,8:00AM,Person,91505,"747 N Whitnall Hwy  Burbank, CA 91505",,,Big Book; Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=13018
Downey Beginners,Friday,6:30PM,8:00PM,Person,90241,"10801 Fairford Ave  Downey, CA 90241",,This meeting meets at a church.,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=13021
Downey Beginners,Tuesday,7:00PM,8:30PM,Person,90241,"10801 Fairford Ave  Downey, CA 90241",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=13022
Happy Joyous At 3,Wednesday,3:00PM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,,Discussion,No Types Set,https://lacoaa.org/meeting-details.php?id=13051
Burning Desire,Friday,7:00AM,,Person,91321,"24307 Railroad Ave  Newhall, CA 91321",,,No Formats Set,No Types Set,https://lacoaa.org/meeting-details.php?id=13052
Hillcrest Participation Group,Tuesday,6:30PM,7:30PM,Person,90302,"400 W Beach Ave  Inglewood, CA 90302",,,Big Book; Literature; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=13056
Day Of Grattitude,Friday,12:00PM,,Person,90221,"401 N Bullis Rd  Compton, CA 90221",,,Open,No Types Set,https://lacoaa.org/meeting-details.php?id=13058
Big Book Study,Saturday,6:30PM,,Person,90221,"401 N Bullis Rd  Compton, CA 90221",,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=13060
Sisters In Sobriety,Friday,7:00PM,8:00PM,Hybrid,91202,"1211 N Brand Blvd  Glendale, CA 91202",ID: 275 856 444PH: 669900128PW:,This meeting meets at a church with street & Church parking. Enter through the door at the smaller building right by the parking lot on the north side.,Discussion; Open; Speaker,LGBTQWomen,https://lacoaa.org/meeting-details.php?id=13072
Shakers Participation,Tuesday,7:00AM,8:00AM,Person,91204,"315 Vine St.  Glendale, CA 91204",,,Discussion; Open,Newcomer,https://lacoaa.org/meeting-details.php?id=13075
Shakers Participation,Monday,7:00AM,8:00AM,Person,91204,"315 Vine St.  Glendale, CA 91204",,,Discussion; Open,Newcomer,https://lacoaa.org/meeting-details.php?id=13076
The Loose Garment Men'S Stag,Friday,6:30PM,7:30PM,Person,91204,"315 Vine St  Glendale, CA 91204",,,Closed,Men,https://lacoaa.org/meeting-details.php?id=13080
As You Are,Sunday,7:15PM,8:15PM,Person,91030,"920 Fremont Avenue   South Pasadena , CA 91030",,,12 Steps & 12 Traditions; Big Book; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=13084
Marina Center Big Book Study,Sunday,7:30AM,8:30AM,Person,90066,"12720 Washington Blvd  Los Angeles, CA 90066",,,Big Book,No Types Set,https://lacoaa.org/meeting-details.php?id=13086
Participation,Wednesday,8:00PM,9:30PM,Person,91723,"432 Barranca Ave  Covina, CA 91723",,,Discussion; Open,No Types Set,https://lacoaa.org/meeting-details.php?id=13087
Grounded At Grand Central,Friday,7:15AM,8:00AM,Person,90013,"316 W 3rd St  Los Angeles, CA 90013",,,Daily Reflections,No Types Set,https://lacoaa.org/meeting-details.php?id=13089
Grounded At Grand Central,Saturday,8:15AM,9:00AM,Person,90013,"316 W 3rd St  Los Angeles, CA 90013",,,Daily Reflections,No Types Set,https://lacoaa.org/meeting-details.php?id=13090
Sunday Big Book Study Plus,Sunday,4:30PM,5:30PM,Person,90404,"1401 Olympic Blvd Memorial Park Santa Monica, CA 90404",,,Big Book; Closed,No Types Set,https://lacoaa.org/meeting-details.php?id=13130
Friday Night Central,Friday,6:00PM,7:00PM,Person,90048,"6301 W. Olympic Blvd  Los Angeles, CA 90048",,,Discussion; Literature; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=13142
Topanga Fireside Discussion,Tuesday,7:30PM,9:00PM,Person,90290,"1440 N Topanga Canyon Blvd  Topanga, CA 90290",,,Discussion; Open; Speaker,No Types Set,https://lacoaa.org/meeting-details.php?id=13145
