OSHPD ID,OSHPD Provider Name,Designated NICU as Defined by DHCS,DPH,NDPH,OSHPD Rural Hospital,DHCS Designated Remote Rural,"SFY 
2019-20 Cost-to-Charge Ratio %",FFY 2019 Wage Index Value,FFY 2019 Wage Index Value (Adjusted for CA Neutrality Factor),"SFY 
2019-20 Unadjusted Statewide Base Rate","SFY 
2019-20 Wage Adjusted Statewide Base Rate","SFY 
2019-20 Rehab Rate",SFY 2019-20 Admin 2 190 Rate,SFY 2019-20 Admin 2 199 Rate
106291053,TAHOE FOREST HOSPITAL,No,No,Yes,Yes,Yes,0.53574,1.5862,1.5435,14615,20040,0,1074.41,990.88
106334564,TEMECULA VALLEY HOSPITAL,No,No,No,No,No,0.29367,1.25,1.2164,6584,7557,0,1074.41,990.88
106564121,"THOUSAND OAKS SURGICAL HOSPITAL, A CAMPUS OF LOS ROBLES HOSP & MED CTR",No,No,No,No,No,0.13249,1.4349,1.3963,6584,8366,1311,1074.41,990.88
106190422,TORRANCE MEMORIAL MEDICAL CENTER,No,No,No,No,No,0.21655,1.2827,1.2482,6584,7700,0,1074.41,990.88
106364451,TOTALLY KIDS REHABILITATION HOSPITAL,No,No,No,No,No,1,1.25,1.2164,1,1,2113,1074.41,990.88
106370780,TRI-CITY MEDICAL CENTER,No,No,Yes,No,No,0.31074,1.25,1.2164,6584,7557,1185,1074.41,990.88
106531059,TRINITY HOSPITAL,No,No,Yes,Yes,Yes,0.57213,1.25,1.2164,14615,16775,0,1074.41,990.88
106400548,TWIN CITIES COMMUNITY HOSPITAL,No,No,No,Yes,Yes,0.19163,1.2805,1.2461,14615,17072,0,1074.41,990.88
106370782,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,Yes,Yes,No,No,No,0.36968,1.25,1.2164,6584,7557,0,0,0
106374141,UCSD HEALTH LA JOLLA - JACOBS MEDICAL CENTER & SULPIZIO CARDIOVASCULAR CENTER,Yes,Yes,No,No,No,0.36968,1.25,1.2164,6584,7557,0,0,0
106381154,UCSF MEDICAL CENTER,Yes,Yes,No,No,No,0.19459,1.7282,1.6817,6584,9650,0,0,0
106380895,UCSF MEDICAL CENTER AT MOUNT ZION,Yes,Yes,No,No,No,0.19459,1.7282,1.6817,6584,9650,0,0,0
106341006,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,Yes,Yes,No,No,No,0.19774,1.5862,1.5435,6584,9028,0,0,0
106301279,UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER,Yes,Yes,No,No,No,0.2463,1.2603,1.2264,6584,7602,0,0,0
106191216,"USC KENNETH NORRIS, JR. CANCER HOSPITAL",No,No,No,No,No,0.34759,1.2827,1.2482,6584,7700,0,1074.41,990.88
106190818,USC VERDUGO HILLS HOSPITAL,No,No,No,No,No,0.17434,1.2827,1.2482,6584,7700,0,1074.41,990.88
106204019,VALLEY CHILDREN'S HOSPITAL,Yes,No,No,No,No,0.24139,1.25,1.2164,6584,7557,2113,1074.41,990.88
106010983,VALLEY MEMORIAL HOSPITAL,No,No,No,No,No,0.23937,1.6923,1.6468,6584,9493,0,1074.41,990.88
106190812,VALLEY PRESBYTERIAN HOSPITAL,No,No,No,No,No,0.35787,1.2827,1.2482,6584,7700,1207,1074.41,990.88
106560481,VENTURA COUNTY MEDICAL CENTER,Yes,Yes,No,No,No,0.15118,1.4349,1.3963,6584,8366,0,0,0
106560521,VENTURA COUNTY MEDICAL CENTER - SANTA PAULA  HOSPITAL,Yes,Yes,No,No,No,0.15118,1.4349,1.3963,6584,8366,0,0,0
106454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,No,No,No,No,No,1,1.395,1.3575,6584,8192,1284,1074.41,990.88
106344035,VIBRA HOSPITAL OF SACRAMENTO,No,No,No,No,No,0.44809,1.5862,1.5435,6584,9028,0,1074.41,990.88
106374094,VIBRA HOSPITAL OF SAN DIEGO,No,No,No,No,No,0.14043,1.25,1.2164,6584,7557,1185,1074.41,990.88
106334533,VIBRA REHABILITATION HOSPITAL OF RANCHO MIRAGE ,No,No,No,No,No,0.213,1.25,1.2164,6584,7557,0,1074.41,990.88
106361370,VICTOR VALLEY GLOBAL MEDICAL CENTER,No,No,No,Yes,No,0.28652,1.2603,1.2264,6584,7602,0,1074.41,990.88
106010987,WASHINGTON HOSPITAL - FREMONT,No,No,Yes,No,No,0.25875,1.9025,1.8513,6584,10412,0,1074.41,990.88
106444013,WATSONVILLE COMMUNITY HOSPITAL,No,No,No,No,No,0.27812,1.9025,1.8513,6584,10412,0,1074.41,990.88
106301379,WEST ANAHEIM MEDICAL CENTER,No,No,No,No,No,0.11992,1.2603,1.2264,6584,7602,0,1074.41,990.88
106190857,WEST COVINA MEDICAL CENTER,No,No,No,No,No,0.65511,1.2827,1.2482,6584,7700,0,1074.41,679.83
106190859,WEST HILLS HOSPITAL AND MEDICAL CENTER,No,No,No,No,No,0.12048,1.4349,1.3963,6584,8366,0,1074.41,990.88
106190883,WHITTIER HOSPITAL MEDICAL CENTER,No,No,No,No,No,0.16464,1.2827,1.2482,6584,7700,0,1074.41,990.88
106571086,WOODLAND MEMORIAL HOSPITAL,No,No,No,No,No,0.07744,1.5862,1.5435,6584,9028,0,1074.41,990.88
,,,,,,,,,,,,,,
