id,raw_code,name,clean_code,slug
663,286(D)PC,SODOMY ACTING IN CONCERT W/FORCE,286(D)PC,sodomy-acting-in-concert-wforce
664,286.5PC,SEXUAL ASSAULT ON ANIMAL,286.5PC,sexual-assault-on-animal
665,288(A)PC,LEWD/LASCIVIOUS ACTS W/CHILD < 14 YRS,288(A)PC,lewdlascivious-acts-wchild-14-yrs
666,288(B)(1)PC,L & L ACTS WITH CHILD < 14 W/ FORCE/ETC,288(B)(1)PC,l-l-acts-with-child-14-w-forceetc
667,288(C)(1)PC,LEWD/ACTS W/CHILD BY PRSON W/10 YR DIFR,288(C)(1)PC,lewdacts-wchild-by-prson-w10-yr-difr
668,288.2(A)PC,HARMFUL MATTER SENT: SEDUCTION OF MINOR,288.2(A)PC,harmful-matter-sent-seduction-of-minor
669,288.5(A)PC,CONTINUOUS SEXUAL ABUSE AGAINST CHILD,288.5(A)PC,continuous-sexual-abuse-against-child
670,288A(A)PC,ORAL COPULATION,288A(A)PC,oral-copulation
671,288A(B)1PC,ORAL COPULATION W/PERSON UNDER 18 YRS,288A(B)1PC,oral-copulation-wperson-under-18-yrs
672,288A(C)2PC,COMMIT ORAL COPULATION W/FORCE/VIOL/ETC,288A(C)2PC,commit-oral-copulation-wforcevioletc
673,288A(D)1PC,ORAL COPULATN IN CONCERT W/FORCE/FEAR I,288A(D)1PC,oral-copulatn-in-concert-wforcefear-i
674,288A(D)PC,ORAL COP:ACTING IN CONCERT W/FORCE,288A(D)PC,oral-copacting-in-concert-wforce
675,289(A)(1)PC,SEX PENETRATION:FORCE/ETC,289(A)(1)PC,sex-penetrationforceetc
1363,8 1325USC,"","",8-1325usc
676,289(A)PC,PENETRATION W/FOREIGN OBJECT BY FORCE,289(A)PC,penetration-wforeign-object-by-force
677,289(D)PC,PENETRATION W/VICTIM UNCONSCIOUS,289(D)PC,penetration-wvictim-unconscious
678,289(E)PC,PENETRATION BY ANESTHESIA/CNTL SUBS/INT,289(E)PC,penetration-by-anesthesiacntl-subsint
679,289(H)PC,PENETRATION W/VICTIM UNDER 18 YRS,289(H)PC,penetration-wvictim-under-18-yrs
680,290(A)1BPC,FAILURE TO UPDATE REGISTRATION,290(A)1BPC,failure-to-update-registration-1
681,290(A)1CPC,FAILURE TO UPDATE REGISTRATION,290(A)1CPC,failure-to-update-registration
682,290(A)1DPC,FAILURE TO REGISTER AS SEX OFFENDER,290(A)1DPC,failure-to-register-as-sex-offender
683,290(F)(1)PC,FAILURE TO FILE CHANGE OF ADDRESS,290(F)(1)PC,failure-to-file-change-of-address
684,290(G)(1)PC,SEX REGISTRANT FAIL TO REGISTER,290(G)(1)PC,sex-registrant-fail-to-register-1
685,290(G)(2)PC,SEX REGISTRANT FAIL TO REGISTER,290(G)(2)PC,sex-registrant-fail-to-register
686,290(G)(3)PC,SEX REGISTRANT FAILING TO REGISTER,290(G)(3)PC,sex-registrant-failing-to-register
687,290(G)PC,SEX REGISTRANT/FAIL TO REGISTER,290(G)PC,sex-registrantfail-to-register
688,290A1APC,FAIL REG/CHG ADD:SEX OFF,290A1APC,fail-regchg-addsex-off
1124,594(B)(2)APC,"","",594b2apc
689,290PC,FAIL TO REGISTER AS SEX OFFENDER,290PC,fail-to-register-as-sex-offender
690,300(G)WI,"PARENT IN CUSTODY, NO CARETAKER AVAILAB",300(G)WI,parent-in-custody-no-caretaker-availab
691,300(J)WI,PROT CUST/ENDANGER SIBLINGS/UNFIT HOME,300(J)WI,prot-custendanger-siblingsunfit-home
692,303APC,BEG/SOLICIT PURCHASE OF LIQUOR,303APC,begsolicit-purchase-of-liquor
693,30474RT,SALE OF UNSTAMPED CIGARETTES,30474RT,sale-of-unstamped-cigarettes
694,3056PC,VIOLATION OF PAROLE,3056PC,violation-of-parole
695,308(A)PC,GIVE TOBACCO/SMOKG PARAPHERNALIA MINR <,308(A)PC,give-tobaccosmokg-paraphernalia-minr
696,308.1(A)PC,ILLEGAL SALE OF SPECIFIC TOBACCO PRODUC,308.1(A)PC,illegal-sale-of-specific-tobacco-produc
697,311.11(A)PC,POSSESS OBSCENE MATR DEPICTING MINOR,311.11(A)PC,possess-obscene-matr-depicting-minor
698,311.11(B)PC,POSSESS OBSCENE MATR DEPICTING MINR W/P,311.11(B)PC,possess-obscene-matr-depicting-minr-wp
699,311.2(B)PC,DISTR/EXHIBIT OBSCENE MATR DEPICT MINR<,311.2(B)PC,distrexhibit-obscene-matr-depict-minr
700,311.2(D)PC,DISTR OBSCENE MATR W/MINR < 17 TO MINR<,311.2(D)PC,distr-obscene-matr-wminr-17-to-minr
701,31110CC,SELL FRANCHISE W/O REGISTRATION,31110CC,sell-franchise-wo-registration
702,314.1PC,"INDECENT EXPOSURE,ILL ENTRY OCCUPY DWEL",314.1PC,indecent-exposureill-entry-occupy-dwel
703,314.2PC,ASSIST ACT OF INDECENT EXPOSURE,314.2PC,assist-act-of-indecent-exposure
704,315PC,KEEP/LIVE IN HOUSE OF ILL FAME,315PC,keeplive-in-house-of-ill-fame
705,316PC,KEEP DISORDERLY HOUSE,316PC,keep-disorderly-house
706,31VC,GIVE FALSE INFO TO PEACE OFFICER,31VC,give-false-info-to-peace-officer
707,32PC,ACCESSORY AFTR FACT-KNOW FEL CRIME/PERS,32PC,accessory-aftr-fact-know-fel-crimepers
708,330.1PC,MFG/SELL/POSSESS GAMING DEVICE,330.1PC,mfgsellpossess-gaming-device
709,330B(1)PC,KEEP/MFG/REPAIR/OWN/ETC SLOT MACHINE,330B(1)PC,keepmfgrepairownetc-slot-machine
710,330PC,GAMING,330PC,gaming
711,331PC,PERMIT GAMBLING IN HOUSE,331PC,permit-gambling-in-house
712,332(A)PC,OBTAIN MONEY BY FRAUD/TRICK,332(A)PC,obtain-money-by-fraudtrick
713,332PC,OBTAIN MONEY BY FRAUD/TRICK,332PC,obtain-money-by-fraudtrick-1
714,339WI,WARRANT ARREST PARENT/GUARDIAN,339WI,warrant-arrest-parentguardian
715,340WI,WARRANT ARREST/MINOR,340WI,warrant-arrestminor
716,346PC,ILLEGAL RESALE OF TICKETS,346PC,illegal-resale-of-tickets
717,350(A)(2)PC,"POSS 1,000+ ARTICLES W/COUNTERFEIT MARK",350(A)(2)PC,poss-1000-articles-wcounterfeit-mark
718,350(A)PC,MFG/SELL COUNTERFEIT MARK,350(A)PC,mfgsell-counterfeit-mark
719,350(B)PC,MANU/SELL COUNTERFEIT REG MARK W/PRIOR,350(B)PC,manusell-counterfeit-reg-mark-wprior
720,368(A)(1)PC,INFLICT BODILY HARM/DEATH ON ADULT ELDE,368(A)(1)PC,inflict-bodily-harmdeath-on-adult-elde
721,368(A)PC,WILLFU CRUELTY/GBI ON ELDER/DEPENDT ADU,368(A)PC,willfu-crueltygbi-on-elderdependt-adu
722,368(B)(1)PC,GBI/DEATH OF ELDER/DEPENDENT ADULT,368(B)(1)PC,gbideath-of-elderdependent-adult
723,368(B)PC,PAIN/SUFF W/O GBI/DEATH ELDR/DEPENDT AD,368(B)PC,painsuff-wo-gbideath-eldrdependt-ad
724,368(C)PC,THEFT FROM ELDER/DEPENDENT ADULT $400+,368(C)PC,theft-from-elderdependent-adult-400
725,368(D)PC,THEFT:ELDER/DEPENDENT ADLT - OVER $400,368(D)PC,theftelderdependent-adlt-over-400
726,368(E)PC,THEFT:ELDER/ETC BY CARETAKER,368(E)PC,theftelderetc-by-caretaker
727,369I(A)PC,TRESPASS:RAILROAD PROPERTY,369I(A)PC,trespassrailroad-property
728,369I(B)PC,TRESPASS:RAIL TRANSIT PROPERTY,369I(B)PC,trespassrail-transit-property
729,369IPC,TRESPASS RAILROAD PROPERTY,369IPC,trespass-railroad-property
730,3700.5LC,FAIL TO SECURE PAYMENT COMPENSATION,3700.5LC,fail-to-secure-payment-compensation
731,370PC,PUBLIC NUISANCE,370PC,public-nuisance-1
732,374.4(A)PC,LITTER PUBLIC/PRIVATE PROPERTY,374.4(A)PC,litter-publicprivate-property
733,375(A)PC,"DEPOSIT OFFENSIVE SUBS,PUBLIC ASSEMBLY",375(A)PC,deposit-offensive-subspublic-assembly
734,381(A)PC,UNDER INFLUENCE OF TOLUENE,381(A)PC,under-influence-of-toluene
735,381(B)PC,POSSESS/ETC SUBSTANCE SIMILAR TO TOLUEN,381(B)PC,possessetc-substance-similar-to-toluen
736,381BPC,POSSESSION OF NITROUS OXIDE,381BPC,possession-of-nitrous-oxide
737,4000(A)VC,UNREGISTERED VEHICLE ON HIGHWAY,4000(A)VC,unregistered-vehicle-on-highway
738,4024.2(B)PC,VIOL PROMISE TO APPEAR/WORK RELEASE PRO,4024.2(B)PC,viol-promise-to-appearwork-release-pro
739,4024.2(C)PC,VIOL PROMISE TO APPEAR/WORK RELEASE PRO,4024.2(C)PC,viol-promise-to-appearwork-release-pro-1
740,40302(B)VC,FAIL TO GIVE WRITTEN PROMISE TO APPEAR,40302(B)VC,fail-to-give-written-promise-to-appear
741,404(A)PC,RIOT,404(A)PC,riot
742,404.6(A)PC,CAUSE/ETC RIOT:URGE DESTRUCT PROPERTY/E,404.6(A)PC,causeetc-rioturge-destruct-propertye
743,40508(A)VC,FTA/TRAFFIC WARRANT,40508(A)VC,ftatraffic-warrant
1456,12025(A)4PC,"","",12025a4pc
744,40508(B)VC,FAILURE TO PAY FINE/WARRANT,40508(B)VC,failure-to-pay-finewarrant
745,4059(A)BP,GIV DANG DRUG/ETC:NO PRSC,4059(A)BP,giv-dang-drugetcno-prsc
746,405APC,LYNCHING,405APC,lynching
747,405BPC,PARTICIPATE IN LYNCHING,405BPC,participate-in-lynching
748,4060BP,POSS CONTROLLED SUB: W/O PRESCRIPTION,4060BP,poss-controlled-sub-wo-prescription
749,409PC,UNLAWFULLY REMAIN AFTER WARNING DISPERS,409PC,unlawfully-remain-after-warning-dispers
750,4140BP,POSSESSION OF HYPODERMIC NEEDLE,4140BP,possession-of-hypodermic-needle
751,4141BP,UNLIC SELL/ETC NEEDL/ETC,4141BP,unlic-selletc-needletc
752,4143(A)BP,POSSESS HYPODERMIC NEEDLE/SYRINGE,4143(A)BP,possess-hypodermic-needlesyringe
753,4143BP,SELL HYPODERMICS W/O PRESCRIPTION,4143BP,sell-hypodermics-wo-prescription
754,4149(B)BP,POSSESSION OF HYPE KIT,4149(B)BP,possession-of-hype-kit
755,4149BP,UNAUTHORIZED POSSESSION OF SYRINGE/NEED,4149BP,unauthorized-possession-of-syringeneed
756,4149BPSEL,UNLIC NONRES DIST NDL/ETC,4149BPSEL,unlic-nonres-dist-ndletc
757,415(1)PC,FIGHT/CHALLENGE IN PUBLIC PLACE,415(1)PC,fightchallenge-in-public-place
758,415(2)PC,LOUD/UNREASONABLE NOISE,415(2)PC,loudunreasonable-noise
759,415(3)PC,OFFENSIVE LANGUAGE IN PUBLIC,415(3)PC,offensive-language-in-public
760,415PC,DISTURBING THE PEACE,415PC,disturbing-the-peace
761,417(A)(1)PC,EXHIBIT/DRAW DEADLY WEAPON NOT A FIREAR,417(A)(1)PC,exhibitdraw-deadly-weapon-not-a-firear
762,417(A)(2)PC,EXHIBIT/DRAW FIREARM,417(A)(2)PC,exhibitdraw-firearm
763,417(A)PC,EXHIBIT/DRAW DEADLY WEAPON/FIREARM,417(A)PC,exhibitdraw-deadly-weaponfirearm
764,417(B)PC,DRAW/EXHIBIT F/ARM ON DAY CARE CENTER/E,417(B)PC,drawexhibit-farm-on-day-care-centere
765,417(C)PC,EXHIBIT FIREARM IN PRESENCE OF PO,417(C)PC,exhibit-firearm-in-presence-of-po
766,417.25(A)PC,DRAWING/EXHIBITING LASER SCOPE,417.25(A)PC,drawingexhibiting-laser-scope
767,417.3PC,BRANDISH F/ARM REPLICA AT OCCUPANT OF V,417.3PC,brandish-farm-replica-at-occupant-of-v
768,417.4PC,DRAW/EXHIBIT IMITATION FIREARM,417.4PC,drawexhibit-imitation-firearm
769,418PC,FORCIBLE ENTRY AND DETAINER,418PC,forcible-entry-and-detainer
770,419PC,RETAKE LAND AFTER LEGAL REMOVAL,419PC,retake-land-after-legal-removal
771,422(A)PC,TERRORIZE CAUSING FEAR,422(A)PC,terrorize-causing-fear
772,422.7(A)PC,VIOL CIVIL RIGHTS:CAUSE VIOLENT INJ/ETC,422.7(A)PC,viol-civil-rightscause-violent-injetc
773,422PC,Criminal Threats,422PC,criminal-threats
774,4230BP,POSSESSION DANGEROUS DRUGS W/O PRESC,4230BP,possession-dangerous-drugs-wo-presc
775,424.1PC,EMBEZZLEMENT BY PO FOR PERSONAL USE,424.1PC,embezzlement-by-po-for-personal-use
776,4324(A)BP,FORGE/ETC PRESCRIPTION,4324(A)BP,forgeetc-prescription
777,4324(B)BP,POSS DRUGS BY FORGED PRESCRIPTION,4324(B)BP,poss-drugs-by-forged-prescription
778,4390(A)BP,FORGERY OF PRESCRIPTION,4390(A)BP,forgery-of-prescription
779,4461(C)VC,MISUSE DISABLED PERSON PLACARD,4461(C)VC,misuse-disabled-person-placard
780,4462(A)VC,PRESENT REGISTRATION TO OFFICER,4462(A)VC,present-registration-to-officer
781,4462(B)VC,FALSE LICENSE PLATES,4462(B)VC,false-license-plates
782,4462.5VC,AVOID REGISTRATION COMPLIANCE,4462.5VC,avoid-registration-compliance
783,4463(A)1VC,ALTER REGISTRATION/LICENSE PLATES/ETC,4463(A)1VC,alter-registrationlicense-platesetc
784,4463(A)2VC,FALSE EVIDENCE OF REGISTRATION,4463(A)2VC,false-evidence-of-registration
785,4463(A)VC,ALTER REGISTRATION/LICENSE PLATES/ETC,4463(A)VC,alter-registrationlicense-platesetc-1
786,4476HS,DUMP/ETC GARBAGE/REFUSE:PUBL STREET/PRO,4476HS,dumpetc-garbagerefusepubl-streetpro
787,4502(A)PC,POSSESSION DEADLY WEAPON BY PRISONER,4502(A)PC,possession-deadly-weapon-by-prisoner
788,451(B)PC,ARSON INHABITED STRUCTURE/PROPERTY,451(B)PC,arson-inhabited-structureproperty
789,451(C)PC,ARSON OF STRUCTURE OR FOREST LAND,451(C)PC,arson-of-structure-or-forest-land
790,451(D)PC,ARSON OF PROPERTY,451(D)PC,arson-of-property
791,452(C)PC,RECKLESS CAUSE FIRE:STRUCTURE/FOREST LA,452(C)PC,reckless-cause-firestructureforest-la
792,452(D)PC,RECKLESSLY CAUSE FIRE OF PROPERTY,452(D)PC,recklessly-cause-fire-of-property
793,4532(A)1PC,ESCAPE FROM JAIL WHILE CHARGED W/MISD,4532(A)1PC,escape-from-jail-while-charged-wmisd
794,4532(B)1PC,ESCAPE:FELONY CHG PENDING,4532(B)1PC,escapefelony-chg-pending
795,4532(D)PC,ESC:FAIL RET JAIL:WRK/ETC,4532(D)PC,escfail-ret-jailwrketc
796,455PC,ATTEMPT/AID TO BURN STRUCTURE/FOREST/PR,455PC,attemptaid-to-burn-structureforestpr
797,4571PC,EX-FELON ON/ADJACENT TO PRISON GROUNDS,4571PC,ex-felon-onadjacent-to-prison-grounds
798,4573.5PC,BRING DRUG/DRUG PARAPHERNALIA:JAIL/PRIS,4573.5PC,bring-drugdrug-paraphernaliajailpris
801,459PC,BURGLARY,459PC,burglary
802,459PCAUTO,BURGLARY FROM VEHICLE,459PCAUTO,burglary-from-vehicle
803,459PCRES,RESIDENTIAL BURGLARY,459PCRES,residential-burglary
804,460(A)PC,BURGLARY:FIRST DEGREE,460(A)PC,burglaryfirst-degree-1
805,460(B)PC,BURGLARY:SECOND DEGREE,460(B)PC,burglarysecond-degree-1
806,466.3(A)PC,POSSESS DEVICE TO TAMPER W/VENDING MACH,466.3(A)PC,possess-device-to-tamper-wvending-mach
807,466.7PC,ILLEGAL POSSESSION OF VEHICLE KEY,466.7PC,illegal-possession-of-vehicle-key
808,466PC,POSSESSION BURGLARY TOOLS,466PC,possession-burglary-tools
809,470(A)PC,FORGERY,470(A)PC,forgery-1
810,470(C)PC,FORGERY,470(C)PC,forgery-2
811,470(D)PC,FALSE CHECKS/REC/CERT/ETC,470(D)PC,false-checksreccertetc
812,470APC,FORGERY/COUNTERFEIT DRIVER'S LIC/ID CAR,470APC,forgerycounterfeit-drivers-licid-car
813,470BPC,POSS DRIVER'S LIC/ID CARD COMMIT FORGER,470BPC,poss-drivers-licid-card-commit-forger
814,470PC,FORGERY,470PC,forgery
815,472PC,FORGERY/COUNTERFEIT PUBLIC/CORPORATE SE,472PC,forgerycounterfeit-publiccorporate-se
816,474PC,SEND FORGED PHONE/TELEGRAPH MESSAGE,474PC,send-forged-phonetelegraph-message
817,475(B)PC,POS BLANK CHECK/ETC:FRAUD,475(B)PC,pos-blank-checketcfraud
1097,POMC,POMONA MUNICIPAL CODE,POMC,pomona-municipal-code
818,475(C)PC,POSS/COMPELTED CHECK W/INTENT COMIT FOR,475(C)PC,posscompelted-check-wintent-comit-for
819,475APC,POSS COMPL CHECK/ETC W/INTENT TO DEFRAU,475APC,poss-compl-checketc-wintent-to-defrau
820,475PC,POSS/RECEIPT OF FORGED NOTES/BILLS/ETC,475PC,possreceipt-of-forged-notesbillsetc
821,476A(A)PC,NONSUFFICIENT FUNDS CHECKS EXCEEDING $2,476A(A)PC,nonsufficient-funds-checks-exceeding-2
822,476PC,MAKE/POSSESS/UTTER FICTITIOUS INSTRUMEN,476PC,makepossessutter-fictitious-instrumen
823,483.5(A)PC,MANUFACTURE/ETC FALSE IDENTIFICATION DO,483.5(A)PC,manufactureetc-false-identification-do
824,483PC,SELL COMMON CARRIER TICKET PERS N/ENTIT,483PC,sell-common-carrier-ticket-pers-nentit
825,484(A)PC,GRAND THEFT (OVER $400),484(A)PC,grand-theft-over-400
826,484(B)PC,THEFT BY NON-RETURN OF RENTAL PROPERTY,484(B)PC,theft-by-non-return-of-rental-property
827,484BPC,DIVERSION OF FUNDS FOR SERVICE/LABOR/ET,484BPC,diversion-of-funds-for-servicelaboret
828,484E(1)PC,ACQUIRE ACCESS CARD W/INTENT TO USE/SEL,484E(1)PC,acquire-access-card-wintent-to-usesel-1
829,484E(3)PC,ACQUIRE ACCESS CARD W/INTENT TO DEFRAUD,484E(3)PC,acquire-access-card-wintent-to-defraud-1
830,484E(4)PC,ACQUIRE ACCESS CARD IN 4+ NAMES > 12 MO,484E(4)PC,acquire-access-card-in-4-names-12-mo-1
831,484E(A)PC,ACQUIRE ACCESS CARD W/INTENT TO USE/SEL,484E(A)PC,acquire-access-card-wintent-to-usesel
1212,374.4APC,"","",3744apc
800,4573PC,BRING/SEND NARC/CONT SUBS/ALCOHOL TO JAIL/PRIS,4573PC,bringsend-narccont-subsalcohol-to-ja
832,484E(B)PC,ACQUIRE ACCESS CARD IN 4+NAMES > 12 MOS,484E(B)PC,acquire-access-card-in-4names-12-mos
833,484E(C)PC,ACQUIRE ACCESS CARD W/INTENT TO DEFRAUD,484E(C)PC,acquire-access-card-wintent-to-defraud
834,484E(D)PC,ACQUIRE ACCESS CARD IN 4+ NAMES > 12 MO,484E(D)PC,acquire-access-card-in-4-names-12-mo
835,484E(E)PC,ACQURE ACCESS CARD ACCOUNT NUMBER,484E(E)PC,acqure-access-card-account-number
836,484F(1)PC,FORGE/MAKE/USE OF ACCESS CARD TO DEFRAU,484F(1)PC,forgemakeuse-of-access-card-to-defrau-1
837,484F(2)PC,FORGE NAME ON ACCESS CARD,484F(2)PC,forge-name-on-access-card-1
838,484F(A)PC,FORGE/MAKE/USE OF ACCESS CARD TO DEFRAU,484F(A)PC,forgemakeuse-of-access-card-to-defrau
839,484F(B)PC,FORGE NAME ON ACCESS CARD,484F(B)PC,forge-name-on-access-card
840,484G(A)PC,USE EXPIRE/FORGE/REVOKE ACCESS CARD,484G(A)PC,use-expireforgerevoke-access-card
841,484G(B)PC,PRETEND TO BE CARD HOLDER,484G(B)PC,pretend-to-be-card-holder
842,484PC,THEFT FROM VEHICLE,484PC,theft-from-vehicle
843,484PCTFMV,THEFT FROM VEHICLE,484PCTFMV,theft-from-vehicle-1
844,485PC,APPROPRIATE LOST PROPERTY,485PC,appropriate-lost-property
845,487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,487(A)PC,grand-theft-moneyproperty-400
846,487(B)(3)PC,GRAND THEFT $/LABOR FROM EMPLOYER > $40,487(B)(3)PC,grand-theft-labor-from-employer-40
847,487(C)PC,GRAND THEFT PERSON,487(C)PC,grand-theft-person
848,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,487(D)(1)PC,grand-theft-autohorseetc
849,487(D)(2)PC,GRAND THEFT FIREARM,487(D)(2)PC,grand-theft-firearm
850,487(D)PC,GRAND THEFT FIREARM/ETC,487(D)PC,grand-theft-firearmetc
851,487(D)PCGTA,GRAND THEFT AUTO,487(D)PCGTA,grand-theft-auto
852,487.1PC,GRAND THEFT PROPERTY,487.1PC,grand-theft-property
853,487.3PC,GRAND THEFT AUTO/FIREARM/ETC,487.3PC,grand-theft-autofirearmetc
854,487DPC,GRAND THEFT GOLD DUST/QUICKSILVER/ETC,487DPC,grand-theft-gold-dustquicksilveretc
855,487EPC,GRAND THEFT DOG W/$400 OR MORE VALUE,487EPC,grand-theft-dog-w400-or-more-value
856,487H(A)PC,GRAND THEFT VEHICLE/VESSEL/ETC,487H(A)PC,grand-theft-vehiclevesseletc
857,488PC,PETTY THEFT,488PC,petty-theft-1
858,490.1(A)PC,PETTY THEFT LESS THAN $50,490.1(A)PC,petty-theft-less-than-50
859,490.1PC,PETTY THEFT UNDER $50.00,490.1PC,petty-theft-under-5000
860,495PC,REMOVE PART OF REALTY,495PC,remove-part-of-realty
861,496(A)PC,"RECEIVING KNOWN STOLEN PROPERTY,<$400",496(A)PC,receiving-known-stolen-property400
862,496(B)PC,DEALER NOT DETERMINING OWNERSHIP,496(B)PC,dealer-not-determining-ownership
863,496(D)PC,ATTEMPT RECEIVING STOLEN PROPERTY<$400,496(D)PC,attempt-receiving-stolen-property400
864,496D(A)PC,POSS STOLEN VEH/VES/ETC,496D(A)PC,poss-stolen-vehvesetc
865,496PC,RECEIVE/ETC KNOWN STOLEN PROPERTY,496PC,receiveetc-known-stolen-property
866,497PC,BRING STOLEN PROPERTY INTO STATE,497PC,bring-stolen-property-into-state
867,498(B)(1)PC,THEFT OF UTILITY SERVICES,498(B)(1)PC,theft-of-utility-services
868,502(C)PC,MALICIOUS ACCESS COMPUTER CREDIT SYSTEM,502(C)PC,malicious-access-computer-credit-system
869,502.8(A)PC,USE TELECOMM DEVICE W/INTENT AVOID PAYM,502.8(A)PC,use-telecomm-device-wintent-avoid-paym
870,503PC,EMBEZZLEMENT,503PC,embezzlement
871,504APC,EMBEZZLEMENT OF PROP UNDER LEASE/LIEN,504APC,embezzlement-of-prop-under-leaselien
872,504BPC,EMBEZZLEMENT OF PROP PROCEEDS BY DEBTOR,504BPC,embezzlement-of-prop-proceeds-by-debtor
873,504PC,EMBEZZLE OF PROP BY PUBLIC/PRIVATE OFF,504PC,embezzle-of-prop-by-publicprivate-off
874,505PC,EMBEZZLE OF PROPERTY BY CARRIER,505PC,embezzle-of-property-by-carrier
875,506PC,EMBEZZLE PROP:TRUSTEE/BANKR/MERCHANT/ET,506PC,embezzle-proptrusteebankrmerchantet
876,507PC,EMBEZZLE OF PROP BY BAILEE/TENANT/LODGE,507PC,embezzle-of-prop-by-baileetenantlodge
877,508PC,EMBEZZLEMENT OF PROPERTY BY EMPLOYEE>$4,508PC,embezzlement-of-property-by-employee4
878,518PC,EXTORTION,518PC,extortion
879,5200VC,LOCATION/NUMBER OF LICENSE PLATES,5200VC,locationnumber-of-license-plates
880,520PC,EXTORTION,520PC,extortion-1
881,523PC,EXTORTION W/THREATENING LETTER,523PC,extortion-wthreatening-letter
882,529.1PC,FALSE PERSONATION TO POST BAIL/SURETY,529.1PC,false-personation-to-post-bailsurety
883,529.3PC,FALSE PERSONATION TO MAKE OTHER LIABLE,529.3PC,false-personation-to-make-other-liable
884,529.5(A)PC,MFG/SELL/ETC COUNTRFEIT GOVT ID/DRIVR L,529.5(A)PC,mfgselletc-countrfeit-govt-iddrivr-l
885,529.5(B)PC,MFG/ETC GOVERNMENT ID/DRIVER LIC/ETC,529.5(B)PC,mfgetc-government-iddriver-licetc
1098,PSMC,PASADENA MUNICIPAL CODE,PSMC,pasadena-municipal-code
886,529.5(C)PC,ILL POSS NON-GOV'T ISS ID CARD/DRIVER L,529.5(C)PC,ill-poss-non-govt-iss-id-carddriver-l
887,529.7PC,FALSELY OBTAIN/POSSESS DMV DOCUMENTS,529.7PC,falsely-obtainpossess-dmv-documents
888,529APC,POSSESS/PROV FALSE BIRTH/BAPTISMAL CERT,529APC,possessprov-false-birthbaptismal-cert
889,529PC,FALSE PERSONATION:SP CIRC,529PC,false-personationsp-circ
890,530.5(A)PC,OBTAIN PERSONAL ID FOR UNLAWFUL USE,530.5(A)PC,obtain-personal-id-for-unlawful-use
891,530.5PC,UNATHORIZED USE OF PERSONAL ID INFO,530.5PC,unathorized-use-of-personal-id-info
892,530PC,FALSE PERSONATION TO GET MONEY/PROPERTY,530PC,false-personation-to-get-moneyproperty
893,532(A)PC,OBTAIN MONEY BY FALSE PRETENSES >$400,532(A)PC,obtain-money-by-false-pretenses-400
894,532A(1)PC,MAKE FALSE FINANCIAL STATEMENT,532A(1)PC,make-false-financial-statement
895,532D(A)PC,FRAUD:SOLICIT CHARITY/ETC,532D(A)PC,fraudsolicit-charityetc
896,537(A)(1)PC,DEFRAUD INKKEEPER BY NON-PAYMENT < $400,537(A)(1)PC,defraud-inkkeeper-by-non-payment-400
897,537(A)(2)PC,DEFRAUD INNKEEPER BY NON-PAYMENT > $400,537(A)(2)PC,defraud-innkeeper-by-non-payment-400
898,5371PU,CERTIFICATE REQUIRED TO OPERATE CARRIER,5371PU,certificate-required-to-operate-carrier
899,537E(A)1PC,"BUY/SELL PROP W/ID REMOVED, < $400",537E(A)1PC,buysell-prop-wid-removed-400
900,538D(A)PC,WEAR/ETC ID/ETC:IMPERS PO,538D(A)PC,wearetc-idetcimpers-po
901,538D(B)1PC,IMPERSONATING A PEACE OFFICER,538D(B)1PC,impersonating-a-peace-officer-1
902,540PC,STEAL/FORGE/ETC RATION COUPONS/STAMPS/E,540PC,stealforgeetc-ration-couponsstampse
903,5411PU,CHARTER A CARRIER W/O PERMIT,5411PU,charter-a-carrier-wo-permit
904,549PC,SOLICIT/ACCEPT FALSE CLAIM AGAINST INSU,549PC,solicitaccept-false-claim-against-insu
905,550(A)(1)PC,PRESENT/ETC FALSE OR FRAUD INSURANC CLA,550(A)(1)PC,presentetc-false-or-fraud-insuranc-cla
906,550(A)(4)PC,PRESENT FALSE INSURANCE CLAIM FOR THEFT,550(A)(4)PC,present-false-insurance-claim-for-theft
907,550(A)PC,FINE AND/OR PRIS-FRAUD CLAIM OVER $400,550(A)PC,fine-andor-pris-fraud-claim-over-400
908,550(B)(1)PC,PROV FALSE/ETC INSURANCE INFO FOR PAY/E,550(B)(1)PC,prov-falseetc-insurance-info-for-paye
909,550PC,FALSE/FRAUD CLAIMS-VEHICLE LOSS/DAMAGE,550PC,falsefraud-claims-vehicle-lossdamage
910,555PC,ENTER/REMAIN ON POSTED PROPERTY,555PC,enterremain-on-posted-property
911,565PC,UNAUTH POSS/USE DAIRY EQUIP VALUED < $4,565PC,unauth-possuse-dairy-equip-valued-4
912,5753VC,FAILURE TO TRANSFER REGISTRATION,5753VC,failure-to-transfer-registration
913,587APC,TAMPER W/RAILROAD APPARATUS,587APC,tamper-wrailroad-apparatus
914,587BPC,TRESPASSING ON RAILROAD TRAIN,587BPC,trespassing-on-railroad-train
915,587CPC,EVADE RAILROAD FARE,587CPC,evade-railroad-fare
916,591.5PC,REMOVE/DESTROY/DAMAGE WIRELESS COMMUNIC,591.5PC,removedestroydamage-wireless-communic
917,591PC,REMOV/INJ PHON/TELEGRPH/CABLE TV POWR L,591PC,removinj-phontelegrphcable-tv-powr-l
