date,year,month,weekday,win_loss,home_away,opp,runs_scored,runs_allowed,ab,h,1b,2b,3b,hr,rbi,sb,cs,bb,so,ba,obp,slg,ops,tb,gidp,hbp,sh,sf,ibb
2019-04-30,2019,4,Tuesday,W,away,SFG,10,3,37,10,5,2,0,3,10,0,0,5,6,0.27,0.357,0.568,0.925,21,0,0,0,0,0
2019-04-29,2019,4,Monday,L,away,SFG,2,3,34,9,8,1,0,0,2,0,0,3,4,0.265,0.324,0.294,0.618,10,0,0,0,0,0
2019-04-28,2019,4,Sunday,W,home,PIT,7,6,32,10,7,1,1,1,7,0,0,2,7,0.313,0.343,0.5,0.843,16,1,0,1,1,0
2019-04-27,2019,4,Saturday,W,home,PIT,3,1,29,6,5,0,1,0,3,1,0,2,7,0.207,0.273,0.276,0.549,8,1,1,0,1,0
2019-04-26,2019,4,Friday,W,home,PIT,6,2,31,9,6,1,0,2,6,0,0,5,10,0.29,0.389,0.516,0.905,16,0,0,1,0,0
2019-04-25,2019,4,Thursday,W,away,CHC,2,1,30,4,2,1,1,0,1,0,0,3,10,0.133,0.229,0.233,0.462,7,1,1,0,1,0
2019-04-24,2019,4,Wednesday,L,away,CHC,6,7,31,6,4,0,0,2,6,0,0,7,10,0.194,0.342,0.387,0.729,12,2,0,0,0,0
2019-04-23,2019,4,Tuesday,L,away,CHC,2,7,33,7,5,2,0,0,2,0,0,2,11,0.212,0.257,0.273,0.53,9,0,0,1,0,0
2019-04-21,2019,4,Sunday,W,away,MIL,6,5,36,10,5,2,0,3,6,1,1,5,12,0.278,0.366,0.583,0.949,21,0,0,0,0,0
2019-04-20,2019,4,Saturday,L,away,MIL,0,5,29,2,2,0,0,0,0,0,0,5,8,0.069,0.206,0.069,0.275,2,0,0,0,0,0
2019-04-19,2019,4,Friday,W,away,MIL,5,3,32,7,5,1,0,1,5,0,0,9,10,0.219,0.381,0.344,0.725,11,1,0,0,1,1
2019-04-18,2019,4,Thursday,W,away,MIL,3,1,30,6,2,1,1,2,3,0,1,4,5,0.2,0.294,0.5,0.794,15,0,0,1,0,0
2019-04-17,2019,4,Wednesday,W,home,CIN,3,2,27,3,2,0,0,1,3,1,0,2,11,0.111,0.172,0.222,0.395,6,0,0,0,0,1
2019-04-16,2019,4,Tuesday,W,home,CIN,6,1,35,13,9,3,0,1,6,0,0,1,5,0.371,0.389,0.543,0.932,19,2,0,0,0,1
2019-04-15,2019,4,Monday,W,home,CIN,4,3,29,5,3,1,0,1,4,0,0,6,10,0.172,0.333,0.31,0.644,9,0,1,1,0,0
2019-04-14,2019,4,Sunday,W,home,MIL,7,1,35,11,7,2,0,2,7,1,0,5,8,0.314,0.4,0.543,0.943,19,0,0,0,0,0
2019-04-13,2019,4,Saturday,L,home,MIL,1,4,32,8,7,0,0,1,1,1,0,0,6,0.25,0.25,0.344,0.594,11,3,0,0,0,0
2019-04-12,2019,4,Friday,L,home,MIL,5,8,37,12,6,3,0,3,5,1,0,4,6,0.324,0.39,0.649,1.039,24,0,0,2,0,0
2019-04-11,2019,4,Thursday,L,away,STL,7,11,35,10,5,1,1,3,7,0,0,1,11,0.286,0.308,0.629,0.936,22,0,1,0,2,0
2019-04-10,2019,4,Wednesday,L,away,STL,2,7,31,5,3,0,0,2,2,0,0,1,11,0.161,0.212,0.355,0.567,11,1,1,0,0,0
2019-04-09,2019,4,Tuesday,L,away,STL,0,4,32,7,5,2,0,0,0,0,0,8,11,0.219,0.375,0.281,0.656,9,1,0,0,0,1
2019-04-08,2019,4,Monday,L,away,STL,3,4,30,5,3,2,0,0,3,0,0,3,5,0.167,0.306,0.233,0.539,7,1,3,0,0,0
2019-04-07,2019,4,Sunday,W,away,COL,12,6,35,12,5,5,0,2,9,0,0,10,4,0.343,0.478,0.657,1.135,23,2,0,2,1,1
2019-04-06,2019,4,Saturday,W,away,COL,7,2,31,11,7,1,2,1,7,0,1,3,9,0.355,0.395,0.613,1.008,19,2,1,1,3,0
2019-04-05,2019,4,Friday,W,away,COL,10,6,37,13,7,2,1,3,10,0,0,6,5,0.351,0.432,0.703,1.135,26,1,0,1,1,0
2019-04-03,2019,4,Wednesday,W,home,SFG,5,3,31,7,2,4,0,1,5,0,0,5,10,0.226,0.333,0.452,0.785,14,0,0,0,0,0
2019-04-02,2019,4,Tuesday,W,home,SFG,6,5,30,7,5,1,0,1,6,0,0,3,5,0.233,0.294,0.367,0.661,11,0,0,0,1,1
2019-04-01,2019,4,Monday,L,home,SFG,2,4,32,7,5,0,0,2,2,0,0,2,8,0.219,0.265,0.406,0.671,13,2,0,0,0,0
2019-03-31,2019,3,Sunday,W,home,ARI,8,7,32,8,5,2,0,1,7,0,0,6,8,0.25,0.366,0.406,0.772,13,0,1,0,2,0
2019-03-30,2019,3,Saturday,W,home,ARI,18,5,41,19,12,3,0,4,18,0,0,6,4,0.463,0.56,0.829,1.389,34,1,3,1,0,1
2019-03-29,2019,3,Friday,L,home,ARI,4,5,45,11,9,1,0,1,4,1,1,12,14,0.244,0.414,0.333,0.747,15,1,1,2,0,0
2019-03-28,2019,3,Thursday,W,home,ARI,12,5,35,12,3,1,0,8,12,0,0,3,3,0.343,0.395,1.057,1.452,37,0,0,1,0,0
2018-10-01,2018,10,Monday,W,home,COL,5,2,33,9,4,3,0,2,5,0,0,2,10,0.273,0.314,0.545,0.86,18,1,0,0,0,1
2018-09-30,2018,9,Sunday,W,away,SFG,15,0,40,16,7,5,1,3,14,0,0,5,6,0.4,0.468,0.8,1.268,32,2,1,0,1,0
2018-09-29,2018,9,Saturday,W,away,SFG,10,6,44,18,11,3,2,2,10,2,0,7,6,0.409,0.49,0.705,1.195,31,2,0,0,0,3
2018-09-28,2018,9,Friday,W,away,SFG,3,1,35,9,7,1,0,1,3,1,0,1,10,0.257,0.278,0.371,0.649,13,1,0,0,0,0
2018-09-26,2018,9,Wednesday,L,away,ARI,2,7,35,9,8,1,0,0,2,0,0,2,8,0.257,0.297,0.286,0.583,10,1,0,0,0,1
2018-09-25,2018,9,Tuesday,L,away,ARI,3,4,35,10,6,2,1,1,3,1,0,4,7,0.286,0.359,0.486,0.845,17,2,0,0,0,0
2018-09-24,2018,9,Monday,W,away,ARI,7,4,36,9,6,2,0,1,5,1,0,8,11,0.25,0.386,0.389,0.775,14,0,0,0,0,2
2018-09-23,2018,9,Sunday,W,home,SDP,14,0,41,16,10,3,0,3,14,0,0,4,11,0.39,0.444,0.683,1.127,28,0,0,0,0,0
2018-09-22,2018,9,Saturday,W,home,SDP,7,2,33,9,3,3,0,3,7,0,0,2,10,0.273,0.333,0.636,0.97,21,0,1,0,0,0
2018-09-21,2018,9,Friday,L,home,SDP,3,5,36,9,6,2,0,1,3,0,0,4,10,0.25,0.325,0.389,0.714,14,0,0,0,0,0
2018-09-19,2018,9,Wednesday,W,home,COL,5,2,28,5,1,2,0,2,5,1,0,3,5,0.179,0.258,0.464,0.722,13,1,0,0,0,0
2018-09-18,2018,9,Tuesday,W,home,COL,3,2,32,6,4,1,0,1,2,1,0,4,7,0.188,0.278,0.313,0.59,10,0,0,1,0,0
2018-09-17,2018,9,Monday,W,home,COL,8,2,33,11,7,1,0,3,7,0,0,6,8,0.333,0.45,0.636,1.086,21,0,1,0,0,0
2018-09-16,2018,9,Sunday,L,away,STL,0,5,29,4,3,1,0,0,0,0,1,5,12,0.138,0.265,0.172,0.437,5,1,0,0,0,0
2018-09-15,2018,9,Saturday,W,away,STL,17,4,41,16,10,1,0,5,16,0,0,10,9,0.39,0.519,0.78,1.3,32,2,1,0,0,1
2018-09-14,2018,9,Friday,W,away,STL,3,0,32,7,5,0,0,2,2,0,0,4,12,0.219,0.324,0.406,0.731,13,1,1,0,0,0
2018-09-13,2018,9,Thursday,W,away,STL,9,7,38,16,11,3,1,1,9,0,1,1,7,0.421,0.415,0.632,1.046,24,1,0,1,2,0
2018-09-12,2018,9,Wednesday,W,away,CIN,8,1,39,11,6,4,0,1,7,1,0,7,8,0.282,0.391,0.462,0.853,18,0,0,0,0,2
2018-09-11,2018,9,Tuesday,L,away,CIN,1,3,30,5,3,1,0,1,1,0,0,3,11,0.167,0.242,0.3,0.542,9,2,0,0,0,0
2018-09-10,2018,9,Monday,L,away,CIN,6,10,36,9,5,2,0,2,6,2,0,6,9,0.25,0.357,0.472,0.829,17,0,0,0,0,0
2018-09-09,2018,9,Sunday,W,away,COL,9,6,41,14,6,4,2,2,8,1,0,7,8,0.341,0.438,0.683,1.12,28,0,0,0,0,1
2018-09-08,2018,9,Saturday,L,away,COL,2,4,32,6,3,1,1,1,2,1,0,3,14,0.188,0.278,0.375,0.653,12,1,1,0,0,0
2018-09-07,2018,9,Friday,W,away,COL,4,2,33,8,5,2,0,1,3,0,2,9,9,0.242,0.419,0.394,0.813,13,1,1,0,0,0
2018-09-05,2018,9,Wednesday,L,home,NYM,3,7,30,3,1,0,0,2,3,0,0,2,10,0.1,0.156,0.3,0.456,9,0,0,0,0,0
2018-09-04,2018,9,Tuesday,W,home,NYM,11,4,37,13,7,4,0,2,10,2,0,3,7,0.351,0.415,0.622,1.036,23,1,1,0,0,0
2018-09-03,2018,9,Monday,L,home,NYM,2,4,32,7,4,2,0,1,2,1,0,2,8,0.219,0.257,0.375,0.632,12,3,0,0,1,0
2018-09-02,2018,9,Sunday,W,home,ARI,3,2,29,5,3,1,0,1,3,0,0,5,9,0.172,0.314,0.31,0.625,9,0,1,1,0,0
2018-09-01,2018,9,Saturday,W,home,ARI,3,2,31,6,4,1,0,1,3,0,0,2,13,0.194,0.265,0.323,0.587,10,0,1,0,0,0
2018-08-31,2018,8,Friday,W,home,ARI,3,2,29,6,3,1,0,2,3,0,0,1,6,0.207,0.258,0.448,0.706,13,0,1,1,0,0
2018-08-30,2018,8,Thursday,L,home,ARI,1,3,32,8,7,0,0,1,1,0,0,2,15,0.25,0.294,0.344,0.638,11,2,0,0,0,0
2018-08-29,2018,8,Wednesday,W,away,TEX,3,1,29,4,0,0,1,3,3,0,1,4,10,0.138,0.242,0.517,0.76,15,1,0,0,0,0
2018-08-28,2018,8,Tuesday,W,away,TEX,8,4,40,15,11,2,1,1,7,0,0,2,6,0.375,0.413,0.55,0.963,22,2,2,0,2,0
2018-08-26,2018,8,Sunday,W,home,SDP,7,3,34,11,6,4,0,1,7,0,0,5,8,0.324,0.41,0.529,0.94,18,2,0,0,0,0
2018-08-25,2018,8,Saturday,W,home,SDP,5,4,42,11,7,2,0,2,5,2,1,3,11,0.262,0.326,0.452,0.778,19,0,1,1,0,0
2018-08-24,2018,8,Friday,W,home,SDP,11,1,36,13,6,4,0,3,10,0,0,6,12,0.361,0.452,0.722,1.175,26,1,0,0,0,0
2018-08-22,2018,8,Wednesday,L,home,STL,1,3,30,2,1,0,0,1,1,0,0,3,13,0.067,0.152,0.167,0.318,5,0,0,0,0,0
2018-08-21,2018,8,Tuesday,L,home,STL,2,5,35,9,7,1,0,1,2,0,0,4,10,0.257,0.35,0.371,0.721,13,1,1,0,0,0
2018-08-20,2018,8,Monday,L,home,STL,3,5,32,7,6,1,0,0,3,2,0,10,12,0.219,0.409,0.25,0.659,8,0,1,0,1,1
2018-08-19,2018,8,Sunday,W,away,SEA,12,1,45,17,12,3,0,2,12,5,0,5,3,0.378,0.451,0.578,1.029,26,0,1,0,0,0
2018-08-18,2018,8,Saturday,L,away,SEA,4,5,35,6,3,0,0,3,4,1,0,5,8,0.171,0.293,0.429,0.721,15,1,1,0,0,0
2018-08-17,2018,8,Friday,W,away,SEA,11,1,36,11,6,0,0,5,10,0,0,5,6,0.306,0.381,0.722,1.103,26,2,0,0,1,0
2018-08-15,2018,8,Wednesday,W,home,SFG,4,3,43,14,9,5,0,0,4,1,1,10,13,0.326,0.436,0.442,0.878,19,1,0,0,2,4
2018-08-14,2018,8,Tuesday,L,home,SFG,1,2,32,5,2,3,0,0,1,2,0,3,8,0.156,0.229,0.25,0.479,8,0,0,0,0,0
2018-08-13,2018,8,Monday,L,home,SFG,2,5,34,8,6,1,0,1,2,2,0,3,7,0.235,0.297,0.353,0.65,12,0,0,0,0,0
2018-08-12,2018,8,Sunday,L,away,COL,3,4,31,7,6,1,0,0,3,3,0,5,6,0.226,0.324,0.258,0.582,8,1,0,1,1,0
2018-08-11,2018,8,Saturday,L,away,COL,2,3,31,6,3,1,1,1,2,1,0,3,11,0.194,0.265,0.387,0.652,12,1,0,1,0,0
2018-08-10,2018,8,Friday,L,away,COL,4,5,36,10,6,3,0,1,4,0,0,1,5,0.278,0.333,0.444,0.778,16,1,2,0,0,0
2018-08-09,2018,8,Thursday,W,away,COL,8,5,39,13,6,2,0,5,8,2,0,2,11,0.333,0.357,0.769,1.126,30,0,0,0,1,0
2018-08-08,2018,8,Wednesday,L,away,OAK,2,3,34,7,5,1,0,1,2,2,0,2,11,0.206,0.25,0.324,0.574,11,0,0,0,0,0
2018-08-07,2018,8,Tuesday,W,away,OAK,4,2,34,9,6,3,0,0,4,1,0,7,7,0.265,0.39,0.353,0.743,12,1,0,1,0,0
2018-08-05,2018,8,Sunday,W,home,HOU,3,2,31,7,3,4,0,0,3,1,0,1,13,0.226,0.25,0.355,0.605,11,0,0,0,0,0
2018-08-04,2018,8,Saturday,L,home,HOU,0,14,27,3,2,1,0,0,0,0,1,6,12,0.111,0.273,0.148,0.421,4,2,0,0,0,0
2018-08-03,2018,8,Friday,L,home,HOU,1,2,31,4,3,0,0,1,1,1,0,1,16,0.129,0.156,0.226,0.382,7,0,0,0,0,0
2018-08-02,2018,8,Thursday,W,home,MIL,21,5,42,18,6,5,0,7,20,1,0,6,7,0.429,0.51,1.048,1.558,44,1,1,0,0,0
2018-08-01,2018,8,Wednesday,W,home,MIL,6,4,35,10,5,2,0,3,6,1,0,4,8,0.286,0.359,0.6,0.959,21,2,0,1,0,1
2018-07-31,2018,7,Tuesday,L,home,MIL,0,1,28,2,2,0,0,0,0,0,0,2,7,0.071,0.133,0.071,0.205,2,1,0,0,0,0
2018-07-30,2018,7,Monday,L,home,MIL,2,5,31,5,2,1,1,1,2,0,0,7,13,0.161,0.333,0.355,0.688,11,0,1,1,0,0
2018-07-29,2018,7,Sunday,L,away,ATL,1,4,29,2,2,0,0,0,1,0,0,1,8,0.069,0.1,0.069,0.169,2,0,0,0,0,0
2018-07-28,2018,7,Saturday,W,away,ATL,5,1,30,6,5,0,0,1,5,0,0,7,13,0.2,0.375,0.3,0.675,9,0,2,1,1,0
2018-07-27,2018,7,Friday,W,away,ATL,4,1,33,7,4,1,0,2,4,0,0,7,12,0.212,0.35,0.424,0.774,14,1,0,0,0,0
2018-07-26,2018,7,Thursday,W,away,ATL,8,2,37,11,9,1,0,1,7,0,0,4,6,0.297,0.381,0.405,0.786,15,1,1,1,0,1
2018-07-25,2018,7,Wednesday,L,away,PHI,3,7,31,6,3,2,0,1,3,1,0,4,11,0.194,0.278,0.355,0.633,11,1,0,0,1,0
2018-07-24,2018,7,Tuesday,L,away,PHI,4,7,57,11,6,3,0,2,3,0,0,5,17,0.193,0.258,0.351,0.609,20,0,0,1,0,2
2018-07-23,2018,7,Monday,W,away,PHI,7,6,35,10,4,1,1,4,6,0,0,6,8,0.286,0.381,0.714,1.095,25,1,0,0,1,0
2018-07-22,2018,7,Sunday,W,away,MIL,11,2,39,14,8,3,1,2,11,0,0,3,7,0.359,0.409,0.641,1.05,25,2,1,1,1,0
2018-07-21,2018,7,Saturday,L,away,MIL,2,4,35,10,9,1,0,0,2,0,0,3,13,0.286,0.342,0.314,0.656,11,1,0,0,0,1
2018-07-20,2018,7,Friday,W,away,MIL,6,4,37,11,7,3,0,1,5,0,0,4,6,0.297,0.381,0.459,0.84,17,0,1,0,0,1
2018-07-15,2018,7,Sunday,W,home,LAA,5,3,30,10,8,0,0,2,5,0,1,2,6,0.333,0.382,0.533,0.916,16,1,1,0,1,0
2018-07-14,2018,7,Saturday,L,home,LAA,4,5,40,10,6,3,0,1,4,0,0,4,11,0.25,0.333,0.4,0.733,16,1,1,0,0,1
2018-07-13,2018,7,Friday,W,home,LAA,3,2,32,9,5,3,0,1,2,0,0,5,8,0.281,0.378,0.469,0.847,15,1,0,0,0,1
2018-07-12,2018,7,Thursday,W,away,SDP,3,2,30,5,3,2,0,0,3,0,1,4,9,0.167,0.306,0.233,0.539,7,0,2,0,0,0
2018-07-11,2018,7,Wednesday,W,away,SDP,4,2,37,10,7,3,0,0,3,0,0,5,5,0.27,0.357,0.351,0.708,13,2,0,0,0,2
2018-07-10,2018,7,Tuesday,L,away,SDP,1,4,30,4,2,1,0,1,1,0,0,2,9,0.133,0.188,0.267,0.454,8,0,0,0,0,0
2018-07-09,2018,7,Monday,W,away,SDP,8,2,38,14,9,5,0,0,8,1,0,4,2,0.368,0.419,0.5,0.919,19,2,0,0,1,1
2018-07-08,2018,7,Sunday,L,away,LAA,3,4,30,5,4,0,0,1,3,0,0,3,11,0.167,0.242,0.267,0.509,8,2,0,0,0,0
2018-07-07,2018,7,Saturday,W,away,LAA,3,1,30,4,3,0,0,1,3,0,0,5,14,0.133,0.257,0.233,0.49,7,0,0,1,0,0
2018-07-06,2018,7,Friday,L,away,LAA,2,3,31,4,3,1,0,0,2,0,0,3,12,0.129,0.206,0.161,0.367,5,0,0,0,0,0
2018-07-04,2018,7,Wednesday,W,home,PIT,6,4,31,9,7,2,0,0,6,0,0,6,4,0.29,0.421,0.355,0.776,11,0,1,0,0,0
2018-07-03,2018,7,Tuesday,W,home,PIT,8,3,33,11,2,1,2,6,8,0,1,4,10,0.333,0.421,1.03,1.451,34,0,1,0,0,0
2018-07-02,2018,7,Monday,W,home,PIT,17,1,46,21,12,5,0,4,15,0,0,6,7,0.457,0.519,0.826,1.345,38,0,0,0,0,0
2018-07-01,2018,7,Sunday,W,home,COL,6,4,32,11,7,3,0,1,5,0,2,3,7,0.344,0.417,0.531,0.948,17,1,1,0,0,0
2018-06-30,2018,6,Saturday,L,home,COL,1,3,30,3,2,0,0,1,1,0,0,0,10,0.1,0.1,0.2,0.3,6,0,0,0,0,0
2018-06-29,2018,6,Friday,L,home,COL,1,3,30,5,4,0,0,1,1,0,0,1,10,0.167,0.194,0.267,0.46,8,2,0,0,0,0
2018-06-28,2018,6,Thursday,L,home,CHC,5,11,35,9,5,2,0,2,5,1,0,5,5,0.257,0.366,0.486,0.852,17,0,1,1,0,0
2018-06-27,2018,6,Wednesday,W,home,CHC,7,5,36,12,8,1,0,3,7,0,0,7,6,0.333,0.455,0.611,1.066,22,1,1,0,0,1
2018-06-26,2018,6,Tuesday,L,home,CHC,4,9,32,6,6,0,0,0,3,3,0,3,11,0.188,0.257,0.188,0.445,6,0,0,0,0,0
2018-06-25,2018,6,Monday,W,home,CHC,2,1,27,5,2,1,0,2,2,0,0,3,4,0.185,0.267,0.444,0.711,12,1,0,0,0,0
2018-06-24,2018,6,Sunday,W,away,NYM,8,7,44,13,6,0,0,7,7,1,1,2,9,0.295,0.326,0.773,1.099,34,1,0,0,0,0
2018-06-23,2018,6,Saturday,W,away,NYM,8,3,36,9,5,1,1,2,8,0,0,6,9,0.25,0.357,0.5,0.857,18,0,0,1,0,1
2018-06-22,2018,6,Friday,W,away,NYM,5,2,31,6,4,0,0,2,5,0,0,3,8,0.194,0.265,0.387,0.652,12,0,0,1,0,0
2018-06-20,2018,6,Wednesday,L,away,CHC,0,4,31,6,3,3,0,0,0,0,0,3,2,0.194,0.265,0.29,0.555,9,0,0,0,0,0
2018-06-19,2018,6,Tuesday,L,away,CHC,1,2,37,9,7,2,0,0,1,1,0,7,9,0.243,0.364,0.297,0.661,11,1,0,0,0,1
2018-06-19,2018,6,Tuesday,W,away,CHC,4,3,30,6,1,3,1,1,4,0,0,8,10,0.2,0.385,0.467,0.851,14,0,1,3,0,0
2018-06-17,2018,6,Sunday,L,home,SFG,1,4,30,4,4,0,0,0,0,0,0,1,8,0.133,0.161,0.133,0.295,4,1,0,0,0,0
2018-06-16,2018,6,Saturday,W,home,SFG,3,1,28,6,3,1,0,2,3,0,0,4,6,0.214,0.313,0.464,0.777,13,1,0,1,0,1
2018-06-15,2018,6,Friday,W,home,SFG,3,2,30,6,2,2,0,2,3,0,0,3,9,0.2,0.273,0.467,0.739,14,0,0,1,0,0
2018-06-13,2018,6,Wednesday,W,home,TEX,3,2,35,6,3,2,0,1,1,2,1,9,13,0.171,0.341,0.314,0.655,11,1,0,0,0,1
2018-06-12,2018,6,Tuesday,W,home,TEX,12,5,39,16,7,6,0,3,11,0,0,3,9,0.41,0.452,0.795,1.247,31,0,0,0,0,1
2018-06-10,2018,6,Sunday,W,home,ATL,7,2,32,10,5,2,0,3,7,1,1,4,8,0.313,0.389,0.656,1.045,21,0,0,1,0,0
2018-06-09,2018,6,Saturday,L,home,ATL,3,5,31,6,3,2,0,1,2,0,0,3,10,0.194,0.265,0.355,0.62,11,2,0,0,0,0
2018-06-08,2018,6,Friday,W,home,ATL,7,3,30,8,2,1,0,5,7,2,0,3,9,0.267,0.333,0.8,1.133,24,0,0,0,0,0
2018-06-07,2018,6,Thursday,W,away,PIT,8,7,38,13,6,4,0,3,8,1,0,4,10,0.342,0.405,0.684,1.089,26,0,0,1,0,0
2018-06-06,2018,6,Wednesday,L,away,PIT,9,11,33,8,4,2,0,2,8,0,0,8,6,0.242,0.39,0.485,0.875,16,1,0,0,0,0
2018-06-05,2018,6,Tuesday,W,away,PIT,5,0,33,7,4,0,0,3,5,1,0,2,11,0.212,0.25,0.485,0.735,16,0,0,0,1,0
2018-06-03,2018,6,Sunday,W,away,COL,10,7,39,11,5,3,0,3,8,1,0,2,8,0.282,0.317,0.59,0.907,23,0,0,0,0,0
2018-06-02,2018,6,Saturday,W,away,COL,12,4,39,13,8,1,1,3,11,0,0,6,10,0.333,0.422,0.641,1.063,25,1,0,0,0,0
2018-06-01,2018,6,Friday,W,away,COL,11,8,35,12,5,3,1,3,11,0,0,6,6,0.343,0.422,0.743,1.165,26,0,1,0,3,0
2018-05-31,2018,5,Thursday,L,home,PHI,1,2,30,2,1,1,0,0,1,0,0,1,9,0.067,0.097,0.1,0.197,3,0,0,0,0,0
2018-05-30,2018,5,Wednesday,W,home,PHI,8,2,35,13,9,2,0,2,8,1,0,4,10,0.371,0.415,0.6,1.015,21,0,0,1,2,1
2018-05-29,2018,5,Tuesday,L,home,PHI,1,6,34,9,8,1,0,0,1,0,0,2,7,0.265,0.306,0.294,0.6,10,2,0,0,0,0
2018-05-28,2018,5,Monday,W,home,PHI,5,4,31,7,5,2,0,0,5,1,0,2,11,0.226,0.273,0.29,0.563,9,1,0,0,0,0
2018-05-27,2018,5,Sunday,W,home,SDP,6,1,32,10,7,1,0,2,5,0,1,2,5,0.313,0.353,0.531,0.884,17,1,0,0,0,0
2018-05-26,2018,5,Saturday,L,home,SDP,5,7,35,8,5,1,0,2,5,0,0,5,8,0.229,0.325,0.429,0.754,15,1,0,0,0,0
2018-05-25,2018,5,Friday,W,home,SDP,4,1,28,5,3,0,0,2,4,0,0,3,5,0.179,0.258,0.393,0.651,11,1,0,0,0,0
2018-05-23,2018,5,Wednesday,W,home,COL,3,0,26,6,4,2,0,0,3,0,0,3,3,0.231,0.323,0.308,0.63,8,1,1,1,1,1
2018-05-22,2018,5,Tuesday,W,home,COL,5,3,30,6,2,2,0,2,5,0,0,3,6,0.2,0.273,0.467,0.739,14,0,0,0,0,0
2018-05-21,2018,5,Monday,L,home,COL,1,2,29,3,1,1,0,1,1,0,0,3,7,0.103,0.212,0.241,0.454,7,1,1,0,0,0
2018-05-20,2018,5,Sunday,W,away,WSN,7,2,33,7,1,3,0,3,7,1,0,6,9,0.212,0.333,0.576,0.909,19,1,0,0,0,0
2018-05-19,2018,5,Saturday,W,away,WSN,5,4,36,10,4,3,1,2,5,1,0,4,15,0.278,0.35,0.583,0.933,21,2,0,0,0,1
2018-05-19,2018,5,Saturday,W,away,WSN,4,1,32,7,4,2,1,0,4,0,0,2,9,0.219,0.27,0.344,0.614,11,1,1,0,2,0
2018-05-17,2018,5,Thursday,W,away,MIA,7,0,36,10,5,4,0,1,7,0,0,7,7,0.278,0.395,0.472,0.868,17,0,0,1,0,0
2018-05-16,2018,5,Wednesday,L,away,MIA,5,6,37,10,6,3,0,1,5,0,0,1,7,0.27,0.308,0.432,0.74,16,1,1,0,0,0
2018-05-15,2018,5,Tuesday,L,away,MIA,2,4,31,5,3,0,0,2,2,0,0,3,5,0.161,0.235,0.355,0.59,11,0,0,1,0,0
2018-05-13,2018,5,Sunday,L,home,CIN,3,5,32,5,3,0,0,2,3,0,0,0,12,0.156,0.156,0.344,0.5,11,1,0,0,0,0
2018-05-12,2018,5,Saturday,L,home,CIN,3,5,37,12,9,2,0,1,3,0,0,3,7,0.324,0.375,0.459,0.834,17,0,0,1,0,1
2018-05-11,2018,5,Friday,L,home,CIN,2,6,32,5,1,1,2,1,2,0,0,1,9,0.156,0.206,0.406,0.612,13,0,1,0,0,0
2018-05-10,2018,5,Thursday,L,home,CIN,1,4,31,4,4,0,0,0,1,0,0,4,7,0.129,0.229,0.129,0.358,4,1,0,1,0,0
2018-05-09,2018,5,Wednesday,W,home,ARI,6,3,30,8,7,1,0,0,4,1,0,6,10,0.267,0.395,0.3,0.695,9,0,1,0,1,0
2018-05-08,2018,5,Tuesday,L,home,ARI,5,8,43,9,5,2,0,2,5,0,0,7,11,0.209,0.333,0.395,0.729,17,1,1,1,0,1
2018-05-06,2018,5,Sunday,L,away,SDP,0,3,37,9,8,1,0,0,0,0,0,3,12,0.243,0.3,0.27,0.57,10,0,0,0,0,0
2018-05-05,2018,5,Saturday,L,away,SDP,4,7,33,10,7,2,0,1,4,1,0,5,10,0.303,0.41,0.455,0.865,15,2,1,1,0,0
2018-05-04,2018,5,Friday,W,away,SDP,4,0,34,9,5,1,1,2,4,0,0,3,9,0.265,0.324,0.529,0.854,18,1,0,0,0,0
2018-05-03,2018,5,Thursday,W,away,ARI,5,2,32,7,3,3,0,1,3,1,0,4,8,0.219,0.316,0.406,0.722,13,1,1,0,1,1
2018-05-02,2018,5,Wednesday,W,away,ARI,2,1,29,6,4,2,0,0,2,0,0,3,6,0.207,0.294,0.276,0.57,8,3,1,0,1,0
2018-05-01,2018,5,Tuesday,L,away,ARI,3,4,30,4,2,1,0,1,3,0,0,7,7,0.133,0.316,0.267,0.582,8,2,1,0,0,1
2018-04-30,2018,4,Monday,L,away,ARI,5,8,33,7,2,3,1,1,5,0,0,1,11,0.212,0.27,0.455,0.725,15,0,2,0,1,0
2018-04-29,2018,4,Sunday,L,away,SFG,2,4,33,8,6,2,0,0,2,1,0,1,6,0.242,0.265,0.303,0.568,10,1,0,0,0,0
2018-04-28,2018,4,Saturday,L,away,SFG,3,8,30,5,3,1,0,1,2,0,0,5,6,0.167,0.286,0.3,0.586,9,1,0,1,0,0
2018-04-28,2018,4,Saturday,W,away,SFG,15,6,46,20,11,6,2,1,14,1,0,6,8,0.435,0.527,0.717,1.245,33,0,3,0,0,0
2018-04-27,2018,4,Friday,L,away,SFG,4,6,33,8,5,3,0,0,4,2,1,7,7,0.242,0.375,0.333,0.708,11,0,0,1,0,0
2018-04-25,2018,4,Wednesday,L,home,MIA,6,8,36,9,5,1,1,2,6,0,0,4,12,0.25,0.325,0.5,0.825,18,0,0,0,0,0
2018-04-24,2018,4,Tuesday,L,home,MIA,2,3,32,5,2,3,0,0,2,0,0,5,7,0.156,0.27,0.25,0.52,8,0,0,0,0,0
2018-04-23,2018,4,Monday,W,home,MIA,2,1,29,6,3,2,0,1,2,0,0,2,11,0.207,0.25,0.379,0.629,11,0,0,0,1,0
2018-04-22,2018,4,Sunday,W,home,WSN,4,3,26,5,1,4,0,0,4,0,2,4,8,0.192,0.313,0.346,0.659,9,0,1,0,1,0
