Name,CandidateCommittee,Office,Party,Income,Expense,CashBalance,IEFor,IEAgainst,...10,id
"Osborne, Joanne (201800262)",Osborne For Arizona Senate,State Senator - District No. 29,Republican,0,0,60749.01,0,0,NA,201800262
"Osborne, Joanne W(201800262)",Osborne For Arizona Senate,State Representative - District 13,Republican,108299.58,82771.12,60749.01,56575.16,27936.81,NA,201800262
"Otondo, Lisa (201600344)",Otondo for Senate,State Senator - District No. 4,Democratic,41170.9,44759.34,2226.15,86.53,0,NA,201600344
"Owens, Kim (100009)",Committee to Elect Kim Owens,Corporation Commissioner,Republican,17843.78,11976.88,8430.87,0,0,NA,100009
"Oyegbola, Akanni (100648)",Akanni Oyegbola for State Representative - District 2,State Representative - District 2,Democratic,350,33.91,350,0,0,NA,100648
"Pace, Tyler (201800564)",Pace For AZ Senate,State Senator - District No. 25,Republican,-131525,7993.15,31063.31,902.67,0,NA,201800564
"Parker, Barbara (100899)",Elect Barbara Parker,State Representative - District 10,Republican,0,0,0,0,0,NA,100899
"Parker, Jacqueline (202000070)",Elect Jacqueline Parker,State Representative - District 16,Republican,18587,29060.39,31960.6,21592.34,0,NA,202000070
"Parks, James Randall(100267)",James Parks for State Representative - District 7,State Representative - District 7,Republican,12365.6,12365.6,0,901.5,0,NA,100267
"Parra, Luis F.(100280)",Luis Parra for State Representative - District 2 (Clean Elections),State Representative - District 2,Democratic,33667,33667,0,0,0,NA,100280
"Patterson, Linda Darece(100078)",Linda Patterson 4 State Senator - District No. 11 (Clean Elections),State Senator - District No. 11,Democratic,20237,20746.84,15,0,0,NA,100078
"Pawlik, Jennifer Lynn(201800139)",Jennifer Pawlik for AZ House,State Representative - District 17,Democratic,239492.65,247272.07,42182.23,154685.64,126497.04,NA,201800139
"Payne, Kevin (100069)",KEVIN PAYNE for State Representative - District 21,State Representative - District 21,Republican,45032,59942.4,40424.03,105663.11,742261.8,NA,100069
"Pearce, Kathy (100282)",Elect Kathy Pearce,State Representative - District 25,Republican,19489.35,19412,0,9429.8,0,NA,100282
"Peard, William ""Billy"" Bradford(100147)",Billy for State Representative,State Representative - District 2,Democratic,67459.45,69708.93,145.27,0,0,NA,100147
"Pearson, Shawn Marie(101031)",Shawn Pearson for State Representative - District 11,State Representative - District 11,NA,0,0,0,0,0,NA,101031
"Peelman, David (100080)",David Peelman for Arizona (Clean Elections),State Representative - District 7,Republican,47443,49323.28,103.84,901.5,6.31,NA,100080
"Pembleton, Joshua L(100949)",Joshua Pembleton for Arizona House Representative,State Representative - District 23,Republican,0,0,0,0,0,NA,100949
"Pena M., Tatiana (100070)",Tatiana Pena for AZ (Clean Elections),State Representative - District 27,Republican,48214.96,49653.04,1166.55,0,6.31,NA,100070
"Perez, Felipe Reyes(202000044)",Felipe R Perez for Arizona,State Representative - District 11,Democratic,141747.38,138427.4,5650.33,286629.71,7500,NA,202000044
"Pero, Daniel Rufus(100188)",Committee to Elect Daniel Pero  (Clean Elections),State Senator - District No. 25,Republican,235,235,0,0,0,NA,100188
"Peshlakai, Jamescita Mae(201600352)",Peshlakai for Senate,State Senator - District No. 7,Democratic,7650,7643.76,8.99,86.53,0,NA,201600352
"Peten, Geraldine (201800301)",PETEN for People First - Arizona,State Representative - District 4,Democratic,89537.42,76185.5,0,40545.04,68749.21,NA,201800301
"Petersen, Warren (201600171)",Friends of Warren Petersen,State Senator - District No. 12,Republican,43795,27688.96,88529.82,0,6.31,NA,201600171
"Petersen, Warren (201600171)",Friends of Warren Petersen,State Senator - District No. 14,Republican,8350,1477.14,88529.82,0,0,NA,201600171
"Pierce, William (100607)",Pierce for Arizona Mine Inspector,State Mine Inspector,Democratic,345,149.31,195.69,0,0,NA,100607
"Pingerelli, Beverly (100252)",Beverly Pingerelli for State Representative - District 21 (Clean Elections),State Representative - District 21,Republican,46890.45,46995.45,0,146623.07,11104.08,NA,100252
"Pingerelli, Beverly J(100482)",Vote Pingerelli,State Representative - District 21,Republican,13023.98,307.95,22408.95,0,0,NA,100482
"Pingerelli, Beverly Jean(100252)",Beverly Pingerelli for State Representative - District 21 (Clean Elections),State Representative - District 21,Republican,105,0,0,0,0,NA,100252
"Pingerelli, Beverly Jean(100482)",Vote Pingerelli,State Representative - District 21,Republican,9404.52,0,22408.95,0,0,NA,100482
"Podeyn, Scott Eric(101011)",Committee to Elect Scott Podeyn,State Representative - District 29,Democratic,0,0,0,0,0,NA,101011
"Pounds, William Josue(100577)",Pounds For Arizona,Governor,Other,4973.48,7859.89,2904.04,0,0,NA,100577
"Powers Hannley, Pamela (100005)",Powers Hannley for House 2020 (Clean Elections),State Representative - District 9,Democratic,43674.58,45805.54,0,926.02,0,NA,100005
"Pratt, Frank (202000017)",Pratt for Arizona,State Representative - District 8,Republican,46550,83973.39,-2078.93,87894.98,0,NA,202000017
"Queen, Daniele Patrick(100220)",daniele patrick queen for State Representative - District 29 (Clean Elections),State Representative - District 29,Republican,0,0,0,0,0,NA,100220
"Quezada, Martin (100752)",People for Quezada,State Treasurer,Democratic,91450.68,27479.41,57471.27,0,0,NA,100752
"Quezada, Martin J(201600150)",Re-Elect Quezada for Senate,State Senator - District No. 29,Democratic,22240.77,32033.17,0,283.73,0,NA,201600150
"Quinonez, Marcelino (100879)",Marcelino For Arizona,State Representative - District 27,Democratic,0,0,0,0,0,NA,100879
"Radford, Brian Keith(100573)",Radford for Arizona Campaign,State Representative - District 11,Democratic,13657.93,2001.36,11656.57,0,0,NA,100573
"Ramirez, Arturo (100228)",Arturo Ramirez Citizens for,State Representative - District 19,Democratic,1775,1775,0,0,0,NA,100228
"Ransom, Cathy (100895)",Ransom for House (Clean Elections),State Representative - District 1,Democratic,840,0,840,0,0,NA,100895
"Reese, Brandy (100941)",Reese For AZ,State Representative - District 12,Democratic,0,0,0,0,0,NA,100941
"Reichenberg, Jason Barrt(100725)",Jason Reichenberg for State Senator - District No. 9,State Senator - District No. 9,Democratic,0,0,0,0,0,NA,100725
"Reichenberg, Jason Barry(100855)",Jason Reichenberg for State House Representative - District 9,State Representative - District 9,Democratic,10,280,10,0,0,NA,100855
"Reithal, Richard (100139)",Richard Reithal for State Representative,State Representative - District 1,Republican,100,165,0,0,0,NA,100139
"Remus, Steven (100324)",Remus For Arizona,State Representative - District 9,Libertarian,0,0,0,0,0,NA,100324
"Remus, Steven (100525)",Steven Remus for State Senator - District No. 2,State Senator - District No. 2,Libertarian,0,0,0,0,0,NA,100525
"Remus, Steven (100595)",Steven Remus for Governor,Governor,Libertarian,0,0,0,0,0,NA,100595
"Remus, Steven Robert(100231)",Remus for Arizona,State Representative - District 9,Republican,0,0,0,0,0,NA,100231
"Richardson, David Wayne(100702)",David W Richardson for AZ,State Senator - District No. 18,Republican,370,582.01,364.82,0,0,NA,100702
"Richardson, David Wayne(100702)",David W Richardson for AZ,State Representative - District 18,Republican,682.68,53.17,364.82,0,0,NA,100702
"Richardson, David Wayne(100703)",David W Richardson for AZ State Rep,State Representative - District 18,Republican,0,0,0,0,0,NA,100703
"Riggs, Christopher Shawn(100758)",Chris Riggs for State Senator - District No. 4,State Senator - District No. 4,Republican,0,0,0,0,0,NA,100758
"Riggs, Christopher Shawn(100916)",Christopher Riggs for State Senator - District No. 4,State Senator - District No. 4,Republican,425.49,425.49,0,0,0,NA,100916
"Riggs, Jason Glen(100164)",Jason Riggs for State Senator - District No. 16,State Senator - District No. 16,Republican,0,100,0,0,0,NA,100164
"Rios, Rebecca (201600113)",Rebecca Rios 2020,State Senator - District No. 27,Democratic,42475,17120.11,72769.03,2825.03,0,NA,201600113
"Rippey, Christopher (100290)",Christopher Rippey,State Representative - District 8,Republican,0,0,0,0,0,NA,100290
"Rippey, Christopher T(100289)",Christopher Rippey for Select Office,Other,Republican,0,0,0,0,0,NA,100289
"Rivas, Jorge (100914)",Jorge Rivas for Governor,Governor,Republican,2485,1721.18,763.82,0,0,NA,100914
"Rivero, Jose (201600236)",Elect Tony Rivero,State Representative - District 21,Republican,7722.74,21449.77,0,0,0,NA,201600236
"Roberts, Bret (202000027)",Elect Bret Roberts,State Representative - District 11,Republican,29831.91,45238.92,1897.14,56215.83,878.84,NA,202000027
"Robinson, Lynsey W(100075)",Robinson For Senator  (Clean Elections),State Senator - District No. 12,Democratic,48524.17,49214.2,0,28000.54,0,NA,100075
"Robson, Bob (100227)",Robson 2020,State Representative - District 18,Republican,36185,35393.44,791.56,3293.07,6.31,NA,100227
"Robson, Karrin Taylor(100592)",Karrin for Arizona,Governor,Republican,3698561.273,702141.35,2994894.94,0,0,NA,100592
"Rodriguez, Diego (201800452)",Diego for AG,Attorney General,Democratic,36421.44,41730.19,2271.41,0,0,NA,201800452
"Rodriguez, Diego (201800452)",Diego for AG,State Representative - District 27,Democratic,43109.69,36994.8,2271.41,30692.53,0,NA,201800452
"Rodriguez, Jimmy (100183)","Jimmy ""Python"" Rodriguez for Congress - District 8",Other,Republican,-5,0,0,0,0,NA,100183
"Roe, Terry (100845)",Terry Roe for Arizona,State Representative - District 18,Republican,1250,48.1,10937.66,0,0,NA,100845
"Roe, Terry A(100845)",Terry Roe for Arizona,State Representative - District 12,Republican,0,0,10937.66,0,0,NA,100845
"Roe, Terry A(100845)",Terry Roe for Arizona,State Representative - District 18,Republican,9882.79,147.03,10937.66,0,0,NA,100845
"Rogers, Kim R.(100175)",Committee to Elect Kim Rogers (Clean Elections),State Senator - District No. 22,Republican,0,0,0,0,0,NA,100175
"Rogers, Kim R.(100798)",Committee to Elect Kim Rogers,State Representative - District 22,Republican,0,0,0,0,0,NA,100798
"Rogers, Wendy (202000052)",Wendy Rogers for AZ Senate,State Senator - District No. 6,Republican,3294780.87,1921871.72,1573169.8,392856.03,1104230.6,NA,202000052
"Rogers, Wendy (202000052)",Wendy Rogers for AZ Senate,State Senator - District No. 7,Republican,0,0,1573169.8,0,0,NA,202000052
"Ross, Naketa (100893)",Naketa Ross for State Representative - District 11,State Representative - District 11,Democratic,0,0,0,0,0,NA,100893
"Ross, Naketa (101028)",Naketa Ross for State Senator - District No. 11,State Senator - District No. 11,NA,0,0,0,0,0,NA,101028
"Ross, Naketa (101029)",Naketa Ross for State Representative - District 11,State Representative - District 11,NA,0,0,0,0,0,NA,101029
"Saady, Daniel Phillip(100189)",Daniel Saady for State Representative - District 23 (Clean Elections),State Representative - District 23,Republican,0,0,0,0,0,NA,100189
"Saline, Jon (202000062)",Committee to Elect Jon Saline (Clean Elections),State Representative - District 6,Republican,0,323.85,0,0,0,NA,202000062
"Salman, Athena (100679)",Salman for House (Clean Elections),State Representative - District 26,Democratic,3990,852.58,3137.42,0,0,NA,100679
"Salman, Athena (201800393)",Salman for House (Clean Elections),State Representative - District 26,Democratic,38823.93,43560.48,5.15,23541.4,0,NA,201800393
"Salmon, Matt (100621)",Salmon for Arizona,Governor,Republican,1179876.74,686432.38,491562.02,0,0,NA,100621
"Sandoval, David Matthew(100825)",SandovalforStateSenate,State Senator - District No. 22,Democratic,0,0,0,0,0,NA,100825
"Sandoval, David Matthew(100826)",Sandoval for State Senate,State Senator - District No. 22,Democratic,0,0,0,0,0,NA,100826
"Sandoval, David Matthew(100826)",Sandoval for State Senate,State Senator - District No. 28,Democratic,0,0,0,0,0,NA,100826
"Sandoval, Mariana (100256)",Sandoval for Arizona (Clean Elections),State Representative - District 13,Democratic,50443,50431.84,0,33741.66,0,NA,100256
"Sandoval, Mariana (100938)",Sandoval for Arizona (Clean Elections),State Representative - District 23,Democratic,1945,417.84,1262,0,0,NA,100938
"Sapir, Shiry (100604)",Vote Sapir (Clean Elections),Superintendent of Public Instruction,Republican,24932.7,10182.38,14651.03,0,0,NA,100604
"Schwiebert, Judy (100035)",Judy Schwiebert for State Representative - District 20,State Representative - District 20,Democratic,550383.59,517850.36,62367.44,400504.97,251228.8,NA,100035
"Sensmeier, Steven (100001)",Elect Steven Sensmeier,State Representative - District 1,Republican,10696.89,13297.82,0,1600,0,NA,100001
"Shah, Amish (201800156)",Amish for Arizona,State Representative - District 24,Democratic,119641.72,79477.51,56047.58,0,6.31,NA,201800156
"Shamp, Janae (100615)",Vote Shamp,State Senator - District No. 13,Republican,107200,2457.45,106680.84,0,0,NA,100615
"Shamp, Janae (100615)",Vote Shamp,State Representative - District 13,Republican,2234.3,296.01,106680.84,0,0,NA,100615
"Sharer, Suzanne (100106)",Suzanne Sharer for State Senator - District No. 18,State Senator - District No. 18,Republican,57816.6,46874.77,8877.7,293.07,6.31,NA,100106
"Shaver, Brian D(100187)",Brian Shaver for State Representative - District 12,State Representative - District 12,Republican,0,0,0,0,0,NA,100187
"Sheahan, Alyssa (100223)",alyssaforhouse (Clean Elections),State Representative - District 18,Republican,455.81,455.81,0,0,0,NA,100223
"Shedd, Tiffany (100570)",Shedd for Attorney General,Attorney General,Republican,0,0,0,0,0,NA,100570
"Shedd, Tiffany (100571)",Shedd for Attorney General,Attorney General,Republican,353514.99,176586.18,173919.82,0,0,NA,100571
"Shockome, Steven Robert(100186)",Steven Shockome for State Representative - District 21 (Clean Elections),State Representative - District 21,Republican,0,0,0,0,0,NA,100186
"Shope, Thomas (100654)",Shope for State Senator - District No. 8,State Senator - District No. 8,Republican,65373.98,5102.68,60271.3,0,0,NA,100654
"Shope, Thomas (202000015)",Shope for Senate,State Senator - District No. 8,Republican,61475,84211.46,0,158761.28,88676.19,NA,202000015
"Shreves, Garland Patrick(100246)",Committie to Elect Garland Shreves,State Senator - District No. 27,Republican,32935.15,12095,0,0,6.31,NA,100246
"Sierra, Lorenzo (201800208)",Sierra for Arizona,State Representative - District 19,Democratic,63170.45,51298.21,18306.03,38545.61,0,NA,201800208
"Sifuentes, Seth Marcus(100148)",Marcus Sifuentes for State Representative - District 26 (Clean Elections),State Representative - District 26,Republican,46678.22,46557.9,0,0,6.31,NA,100148
"Silva, Rodrigo Alfredo(100193)",Elect Rodrigo Silva,State Representative - District 24,Republican,0,0,0,0,0,NA,100193
"Sinclair, Neil B.(100896)",Sinclair for AZ House (Clean Elections),State Representative - District 1,Democratic,0,0,0,0,0,NA,100896
"Sloan, Eric (202000066)",Sloan2020 (Clean Elections),Corporation Commissioner,Republican,299224.99,274762.78,825.6,65000,562820.17,NA,202000066
"Smith, Austin (100890)",Austin Smith for Arizona,State Representative - District 29,Republican,0,0,0,0,0,NA,100890
"Solorio, Christian (100851)",Christian Solorio for State Representative - District 30,State Representative - District 30,Democratic,11058,654.21,10403.79,0,0,NA,100851
"Soto, Javier R(100149)",Javier for Arizona - District 3,State Representative - District 3,Democratic,17227.25,16377.12,297.88,0,0,NA,100149
"Stahl Hamilton, Stephanie (100010)",Stephanie  Stahl Hamilton for State Representative - District 10,State Representative - District 10,Democratic,66955.64,63075.6,0,12421.37,0,NA,100010
"Stahl Hamilton, Stephanie (100734)",Stephanie Stahl Hamilton for State Senate,State Senator - District No. 10,Democratic,22270.86,3049.2,19221.66,0,0,NA,100734
"Stahl, Judy (100050)",Judy Stahl for State Representative - District 1,State Representative - District 1,Democratic,135494.26,124468.95,2000,165,0,NA,100050
"Stanfield, Shea (202000064)",Elect Shea Stanfield (Clean Elections),Corporation Commissioner,Democratic,294240,297147.7,0,1186389.49,0,NA,202000064
"Stapleton-Smith, Paul (100135)",Paul Stapleton-Smith for State Representative - District 10,State Representative - District 10,Democratic,23578.28,30708.97,440.01,5000,0,NA,100135
"Starzyk, Ryan (100583)",Ryan Starzyk For Arizona,State Senator - District No. 24,Democratic,0,0,0,0,0,NA,100583
"Starzyk, Ryan (202000001)",Ryan for Arizona (Clean Elections),State Senator - District No. 24,Democratic,27612,29595.38,0,0,0,NA,202000001
"Starzyk, Ryan Alexander(202000001)",Ryan for Arizona (Clean Elections),State Senator - District No. 24,Democratic,175,0,0,0,0,NA,202000001
"Steele, Victoria L.(201800309)",Victoria Steele for Senate,State Senator - District No. 9,Democratic,38092,30728.04,11715.63,1130.22,0,NA,201800309
"Stratford, Kat (100983)",Kat Stratford for State Representative - District 18,State Representative - District 18,Democratic,0,0,0,0,0,NA,100983
"Summers, James Ryan(100489)",J. Ryan Summers for State Representative - District No. 16,State Representative - District 16,Democratic,60,302.15,0,0,0,NA,100489
"Sun, Leezah (100061)",Leezah Sun for AZ State Representative - LD19 (Clean Elections),State Representative - District 19,Democratic,27457,26718.88,1068.12,0,0,NA,100061
"Sundareshan, Priya (100959)",Priya for Arizona,State Senator - District No. 18,Democratic,0,0,0,0,0,NA,100959
"Syms, Maria (100901)",Syms for Arizona,State Representative - District 28,Republican,0,0,0,0,0,NA,100901
"Taylor, Tim J(100105)",Tim Taylor for Arizona,State Representative - District 18,Republican,0,0,0,0,0,NA,100105
"Teitelbaum, Kyle Kristopher Abraham(100190)",Kyle For Arizona (Clean Elections),State Representative - District 15,Republican,0,0,0,0,0,NA,100190
"Teller, Arlando Sean(201800506)",Arlando Teller,State Representative - District 7,Democratic,20908,24921.24,1879.16,86.53,0,NA,201800506
"Teran, Raquel (201800317)",Ter·n for Arizona,State Senator - District No. 30,Democratic,14529.64,915.9,38634.44,0,0,NA,201800317
"Teran, Raquel (201800317)",Ter·n for Arizona,State Representative - District 30,Democratic,44549.2,36380,38634.44,290.73,0,NA,201800317
"Terech, Laura (100924)",Laura For AZ,State Representative - District 28,Democratic,0,0,0,0,0,NA,100924
"Terry, Trey (100881)",Terry for Arizona,State Representative - District 29,Republican,100,0,100,0,0,NA,100881
"Thompson, Kevin (100891)",KEVIN THOMPSON for Corporation Commissioner (Clean Elections),Corporation Commissioner,Republican,9176.23,4197.61,6126.12,0,0,NA,100891
"Thompson, Victoria Bernice(100937)",commitee to elect Victoria Thompson (Clean Elections),State Senator - District No. 20,Democratic,0,0,0,0,0,NA,100937
"Tobin, Andrew M(201600513)",Andy Tobin for AZ Corp Commission,Corporation Commissioner,Republican,0,0,0,0,0,NA,201600513
"Toma, Benjamin (201800179)",Conservatives for Toma,State Representative - District 22,Republican,45433.15,25951.38,110529.55,1249.62,0,NA,201800179
"Tovar, Anna (100122)",Tovar for Arizona (Clean Elections),Corporation Commissioner,Democratic,302036.33,308111.33,0,3768609.88,25000,NA,100122
"Townsend, Kelly (202000020)",Townsend for Senate,State Senator - District No. 16,Republican,28567.77,37628.228,13151.1,0,0,NA,202000020
"Travers, Anastasia ""Stacey"" (100827)",traversforaz,State Representative - District 18,Democratic,18605,1423.99,17181.01,0,0,NA,100827
"Travers, Stacey (100792)",Stacey Travers for State Representative - District 18,State Representative - District 18,Democratic,0,0,0,0,0,NA,100792
"Travers, Stacey (100796)",Stacey Travers for State Representative - District 18,State Representative - District 18,Democratic,0,0,0,0,0,NA,100796
"Tsosie, Myron (201800483)",Tsosie for State Representative LD7,State Representative - District 7,Democratic,0,0,1958.91,0,6.31,NA,201800483
"Tucker, Patrick (100113)",PATRICK FOR AZ,LLC (Clean Elections),Corporation Commissioner,Republican,235,374.46,0,0,0,100113
"Tulliani, Paola (100589)",Z For Arizona - Paola Tulliani Zen,Governor,Republican,1182400,25891.49,1156512.74,0,0,NA,100589
"Tunney Rogers, Tallerita Queena(100915)",Tallerita Tunney Rogers Exploratory Committee (Clean Elections),State Representative - District 2,Democratic,0,0,0,0,0,NA,100915
"Tyree, Sarah (100094)",Tyree for AZ,State Senator - District No. 5,Democratic,0,0,-4453.81,0,0,NA,100094
"Tyree, Sarah (100094)",Tyree for AZ,State Senator - District No. 22,Democratic,35232.18,36301.75,-4453.81,0,0,NA,100094
"Udall, Michelle (201600496)",Elect Michelle Udall,Superintendent of Public Instruction,Republican,2850,34.04,38319.17,0,5000,NA,201600496
"Udall, Michelle (201600496)",Elect Michelle Udall,State Representative - District 25,Republican,57054,77673.27,38319.17,79558,79442.26,NA,201600496
"Ugenti-Rita, Michelle (201600355)",Michelle for Secretary of State,Secretary of State,Republican,93671.62,53230.49,54491.95,0,0,NA,201600355
"Ugenti-Rita, Michelle (201600355)",Michelle for Secretary of State,State Senator - District No. 23,Republican,101435,132172.09,54491.95,5574.65,9704,NA,201600355
"Updegraff-Day, Devon Nicole(100385)",Devon Updegraff-Day for Other,Other,Other,72.22,1417.25,272.22,0,0,NA,100385
"Van Steenwyk, Clair (100718)",Clair Van Steenwyk for State Senator - District No. 22 (Clean Elections),State Senator - District No. 22,Republican,17373,3710.3,16651.68,0,0,NA,100718
"Van Steenwyk, Clair (100719)",Clair Van Steenwyk for State Senator - District No. 22,State Senator - District No. 22,Republican,0,0,0,0,0,NA,100719
"Van Steenwyk, Clair (100720)",Clair Van Steenwyk for State Senator - District No. 22,State Senator - District No. 22,Republican,0,0,0,0,0,NA,100720
"Van Steenwyk, Clair (100721)",Clair Van Steenwyk for State Senator - District No. 22,State Senator - District No. 22,Republican,0,0,0,0,0,NA,100721
"Verdin, Charles (100729)",Charlie Verdin for State Representative,State Representative - District 10,Democratic,0,0,0,0,0,NA,100729
"Verdin, Charles Edmond(100723)",Charlie Verdin for State Representative,State Representative - District 10,Democratic,0,0,0,0,0,NA,100723
"Wadsack, Justine L(100233)",Justine Wadsack for Arizona State Senator LD10 (Clean Elections),State Senator - District No. 10,Republican,47373,46836.01,0,0,6.31,NA,100233
"Wadsack, Justine Louise(101026)",Justine Wadsack for Arizona,State Senator - District No. 17,NA,0,0,0,0,0,NA,101026
"Walker, Elbridge Gerry(100830)",Elbridge Walker for Governor,Governor,Republican,0,0,0,0,0,NA,100830
"Walker, Elbridge Gerry(100834)",Elbridge Walker for Governor,LLC,Governor,Republican,5583.29,5182.29,5484.29,0,0,100834
"Ward, Anne Marie (100832)",Anne Marie Ward for State Senator - District No. 1,State Senator - District No. 1,Republican,28720.17,4310.67,22909.5,0,0,NA,100832
"Watkins, Martin (100037)",Martin Watkins for State Representative - District 24,State Representative - District 24,Democratic,0,0,0,0,0,NA,100037
"Watkins, Martin (100038)",Martin Watkins for State Representative - District 24 (Clean Elections),State Representative - District 24,Democratic,33,28,0,0,0,NA,100038
"Waychoff, Pierce (100806)",Pierce For AZ,State Representative - District 20,Republican,21895,6932.15,14962.85,0,0,NA,100806
"Weich, Paul (100807)",Paul Weich for AZ House,State Representative - District 18,Democratic,0,0,0,0,0,NA,100807
"Weich, Paul (100905)",PAUL WEICH FOR AZ HOUSE,State Representative - District 18,Democratic,24044.6,2421.04,20881.94,0,0,NA,100905
"Weigel, Paul (100157)",Paul Weigel for State Representative - District 25,State Representative - District 25,Democratic,0,0,0,0,0,NA,100157
"Weigel, Paul (100169)",Paul Weigel for Senate (Clean Elections),State Senator - District No. 25,Democratic,47618.46,47710.98,5,0,0,NA,100169
"Weninger, Jeff (100730)",Jeff for AZ,State Treasurer,Republican,100770,31268.54,69501.46,0,0,NA,100730
"Weninger, Jeff (201800050)",Weninger For AZ House,State Representative - District 17,Republican,172973.4,222801.24,31263.78,78822.82,66700.49,NA,201800050
"Westbrook, Brianna (100642)",Brianna Westbrook for Arizona,State Representative - District 24,Democratic,32827.12,11565.11,19137.73,0,0,NA,100642
"Whitman, Brian (100247)",Whitman for State Senate,State Senator - District No. 21,Democratic,2678.79,2678.79,0,0,0,NA,100247
"Willoughby, Julie (100087)",Julie Willoughby for State Senator - District No. 17 (Clean Elections),State Senator - District No. 17,Republican,43.26,158.26,0,0,0,NA,100087
"Willoughby, Julie (100617)",Julie Willoughby for State Representative - District 17 (Clean Elections),State Representative - District 17,Republican,0,0,1255.93,0,0,NA,100617
"Wilmeth, Justin (100143)",Vote Wilmeth,State Representative - District 15,Republican,59576.66,60193.61,11143.3,2000,49713.31,NA,100143
"Wilson, John (100032)",Wilson for Senate (Clean Elections),State Senator - District No. 29,Republican,0,281.56,0,0,0,NA,100032
"Wood, Daniel (100971)",Daniel Wood for State Representative - District 11,State Representative - District 11,Republican,0,0,0,0,0,NA,100971
"Wood, Daniel (101030)",Daniel Wood for State Senator - District No. 16,State Senator - District No. 16,NA,0,0,0,0,0,NA,101030
"Wood, Janelle (100918)",Janelle Wood for State Representative - District 27,State Representative - District 27,Democratic,0,0,0,0,0,NA,100918
"Wood, Janelle (100992)",Janelle Wood for State Senator - District No. 11,State Representative - District 11,Democratic,0,0,0,0,0,NA,100992
"Woods, Kara (100582)",Kara Woods for Arizona Education,Superintendent of Public Instruction,Republican,4720,4622.72,97.28,0,0,NA,100582
"Workman, Mark (100049)",MarkWorkman4Senator (Clean Elections),State Senator - District No. 2,Republican,36174.62,36104.54,0,0,6.31,NA,100049
"Yantorno, Duane Michael(100630)",Duane for AZ Mine Inspector (Clean Elections),State Mine Inspector,Republican,5049.2,2035.92,2699.08,0,0,NA,100630
"Yee, Kimberly (100591)",Kimberly Yee for Governor,Governor,Republican,508493.22,279357.89,229135.33,0,0,NA,100591
"Yee, Kimberly (201800367)",Kimberly Yee for Arizona Treasurer,State Treasurer,Republican,15900,0,50054.9,0,0,NA,201800367
