NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,metropolitan statistical area/micropolitan statistical area
"Sheboygan, WI Metro Area",115205.0,,-555555555.0,*****,43100
"Shelby, NC Micro Area",97159.0,,-555555555.0,*****,43140
"Shelbyville, TN Micro Area",47558.0,,-555555555.0,*****,43180
"Shelton, WA Micro Area",62627.0,,-555555555.0,*****,43220
"Sheridan, WY Micro Area",30012.0,,-555555555.0,*****,43260
"Sherman-Denison, TX Metro Area",128560.0,,-555555555.0,*****,43300
"Show Low, AZ Micro Area",108705.0,,-555555555.0,*****,43320
"Shreveport-Bossier City, LA Metro Area",441339.0,,-555555555.0,*****,43340
"Sidney, OH Micro Area",48797.0,,-555555555.0,*****,43380
"Sierra Vista-Douglas, AZ Metro Area",126279.0,,-555555555.0,*****,43420
"Sikeston, MO Micro Area",38729.0,,-555555555.0,*****,43460
"Silver City, NM Micro Area",28061.0,,-555555555.0,*****,43500
"Sioux City, IA-NE-SD Metro Area",168677.0,,-555555555.0,*****,43580
"Sioux Falls, SD Metro Area",255438.0,,-555555555.0,*****,43620
"Snyder, TX Micro Area",17239.0,,-555555555.0,*****,43660
"Somerset, KY Micro Area",64145.0,,-555555555.0,*****,43700
"Somerset, PA Micro Area",74949.0,,-555555555.0,*****,43740
"Sonora, CA Micro Area",53932.0,,-555555555.0,*****,43760
"South Bend-Mishawaka, IN-MI Metro Area",320700.0,,-555555555.0,*****,43780
"Spartanburg, SC Metro Area",329839.0,,-555555555.0,*****,43900
"Spearfish, SD Micro Area",25234.0,,-555555555.0,*****,43940
"Spencer, IA Micro Area",16313.0,,-555555555.0,*****,43980
"Spirit Lake, IA Micro Area",17056.0,,-555555555.0,*****,44020
"Spokane-Spokane Valley, WA Metro Area",555308.0,,-555555555.0,*****,44060
"Springfield, IL Metro Area",210028.0,,-555555555.0,*****,44100
"Springfield, MA Metro Area",630275.0,,-555555555.0,*****,44140
"Springfield, MO Metro Area",458834.0,,-555555555.0,*****,44180
"Springfield, OH Metro Area",135198.0,,-555555555.0,*****,44220
"Starkville, MS Micro Area",49481.0,,-555555555.0,*****,44260
"State College, PA Metro Area",161443.0,,-555555555.0,*****,44300
"Statesboro, GA Micro Area",74782.0,,-555555555.0,*****,44340
"Staunton-Waynesboro, VA Metro Area",121079.0,,-555555555.0,*****,44420
"Steamboat Springs, CO Micro Area",24874.0,,-555555555.0,*****,44460
"Stephenville, TX Micro Area",41482.0,,-555555555.0,*****,44500
"Sterling, CO Micro Area",21689.0,,-555555555.0,*****,44540
"Sterling, IL Micro Area",56396.0,,-555555555.0,*****,44580
"Stevens Point, WI Micro Area",70599.0,,-555555555.0,*****,44620
"Stillwater, OK Micro Area",81512.0,,-555555555.0,*****,44660
"Stockton-Lodi, CA Metro Area",732212.0,,-555555555.0,*****,44700
"Storm Lake, IA Micro Area",20260.0,,-555555555.0,*****,44740
"Sturgis, MI Micro Area",60897.0,,-555555555.0,*****,44780
"Sulphur Springs, TX Micro Area",36240.0,,-555555555.0,*****,44860
"Summerville, GA Micro Area",24817.0,,-555555555.0,*****,44900
"Summit Park, UT Micro Area",40511.0,,-555555555.0,*****,44920
"Sumter, SC Metro Area",106995.0,,-555555555.0,*****,44940
"Sunbury, PA Micro Area",92325.0,,-555555555.0,*****,44980
"Susanville, CA Micro Area",31185.0,,-555555555.0,*****,45000
"Sweetwater, TX Micro Area",14966.0,,-555555555.0,*****,45020
"Syracuse, NY Metro Area",654705.0,,-555555555.0,*****,45060
"Tahlequah, OK Micro Area",48599.0,,-555555555.0,*****,45140
"Talladega-Sylacauga, AL Micro Area",91420.0,,-555555555.0,*****,45180
"Tallahassee, FL Metro Area",380101.0,,-555555555.0,*****,45220
"Tampa-St. Petersburg-Clearwater, FL Metro Area",3030047.0,,-555555555.0,*****,45300
"Taos, NM Micro Area",32888.0,,-555555555.0,*****,45340
"Taylorville, IL Micro Area",33231.0,,-555555555.0,*****,45380
"Terre Haute, IN Metro Area",170313.0,,-555555555.0,*****,45460
"Texarkana, TX-AR Metro Area",150034.0,,-555555555.0,*****,45500
"The Dalles, OR Micro Area",25866.0,,-555555555.0,*****,45520
"The Villages, FL Metro Area",120999.0,,-555555555.0,*****,45540
"Thomaston, GA Micro Area",26216.0,,-555555555.0,*****,45580
"Thomasville, GA Micro Area",44730.0,,-555555555.0,*****,45620
"Tiffin, OH Micro Area",55475.0,,-555555555.0,*****,45660
"Tifton, GA Micro Area",40510.0,,-555555555.0,*****,45700
"Toccoa, GA Micro Area",25676.0,,-555555555.0,*****,45740
"Toledo, OH Metro Area",604620.0,,-555555555.0,*****,45780
"Topeka, KS Metro Area",233260.0,,-555555555.0,*****,45820
"Torrington, CT Micro Area",183031.0,,-555555555.0,*****,45860
"Traverse City, MI Micro Area",148400.0,,-555555555.0,*****,45900
"Trenton, NJ Metro Area",368762.0,,-555555555.0,*****,45940
"Troy, AL Micro Area",33403.0,,-555555555.0,*****,45980
"Truckee-Grass Valley, CA Micro Area",99092.0,,-555555555.0,*****,46020
"Tucson, AZ Metro Area",1019722.0,,-555555555.0,*****,46060
"Tullahoma-Manchester, TN Micro Area",102365.0,,-555555555.0,*****,46100
"Tulsa, OK Metro Area",985233.0,,-555555555.0,*****,46140
"Tupelo, MS Micro Area",139710.0,,-555555555.0,*****,46180
"Tuscaloosa, AL Metro Area",241398.0,,-555555555.0,*****,46220
"Twin Falls, ID Metro Area",107097.0,,-555555555.0,*****,46300
"Tyler, TX Metro Area",225015.0,,-555555555.0,*****,46340
"Ukiah, CA Micro Area",87422.0,,-555555555.0,*****,46380
"Union City, TN-KY Micro Area",36730.0,,-555555555.0,*****,46460
"Urbana, OH Micro Area",38864.0,,-555555555.0,*****,46500
"Urban Honolulu, HI Metro Area",987638.0,,-555555555.0,*****,46520
"Utica-Rome, NY Metro Area",293287.0,,-555555555.0,*****,46540
"Uvalde, TX Micro Area",27009.0,,-555555555.0,*****,46620
"Valdosta, GA Metro Area",144564.0,,-555555555.0,*****,46660
"Vallejo-Fairfield, CA Metro Area",438530.0,,-555555555.0,*****,46700
"Valley, AL Micro Area",33826.0,,-555555555.0,*****,46740
"Van Wert, OH Micro Area",28281.0,,-555555555.0,*****,46780
"Vermillion, SD Micro Area",13925.0,,-555555555.0,*****,46820
"Vernal, UT Micro Area",36323.0,,-555555555.0,*****,46860
"Vernon, TX Micro Area",12906.0,,-555555555.0,*****,46900
"Vicksburg, MS Micro Area",56195.0,,-555555555.0,*****,46980
"Victoria, TX Metro Area",99501.0,,-555555555.0,*****,47020
"Vidalia, GA Micro Area",36084.0,,-555555555.0,*****,47080
"Vincennes, IN Micro Area",37409.0,,-555555555.0,*****,47180
"Vineland-Bridgeton, NJ Metro Area",153400.0,,-555555555.0,*****,47220
"Vineyard Haven, MA Micro Area",17313.0,,-555555555.0,*****,47240
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",1722001.0,,-555555555.0,*****,47260
"Visalia-Porterville, CA Metro Area",460477.0,,-555555555.0,*****,47300
"Wabash, IN Micro Area",31631.0,,-555555555.0,*****,47340
"Waco, TX Metro Area",265728.0,,-555555555.0,*****,47380
"Wahpeton, ND-MN Micro Area",22631.0,,-555555555.0,*****,47420
"Walla Walla, WA Metro Area",64237.0,,-555555555.0,*****,47460
"Wapakoneta, OH Micro Area",45784.0,,-555555555.0,*****,47540
"Warner Robins, GA Metro Area",189943.0,,-555555555.0,*****,47580
"Warren, PA Micro Area",40035.0,,-555555555.0,*****,47620
"Warrensburg, MO Micro Area",53689.0,,-555555555.0,*****,47660
"Warsaw, IN Micro Area",78806.0,,-555555555.0,*****,47700
"Washington, IN Micro Area",32937.0,,-555555555.0,*****,47780
"Washington, NC Micro Area",47243.0,,-555555555.0,*****,47820
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",6138382.0,,-555555555.0,*****,47900
"Washington Court House, OH Micro Area",28645.0,,-555555555.0,*****,47920
"Waterloo-Cedar Falls, IA Metro Area",170132.0,,-555555555.0,*****,47940
"Watertown, SD Micro Area",27993.0,,-555555555.0,*****,47980
"Watertown-Fort Atkinson, WI Micro Area",84652.0,,-555555555.0,*****,48020
"Watertown-Fort Drum, NY Metro Area",114448.0,,-555555555.0,*****,48060
"Wauchula, FL Micro Area",27228.0,,-555555555.0,*****,48100
"Wausau, WI Metro Area",135264.0,,-555555555.0,*****,48140
"Waycross, GA Micro Area",54763.0,,-555555555.0,*****,48180
"Weatherford, OK Micro Area",29209.0,,-555555555.0,*****,48220
"Weirton-Steubenville, WV-OH Metro Area",119338.0,,-555555555.0,*****,48260
"Wenatchee, WA Metro Area",117128.0,,-555555555.0,*****,48300
"West Plains, MO Micro Area",40102.0,,-555555555.0,*****,48460
"West Point, MS Micro Area",19808.0,,-555555555.0,*****,48500
"Wheeling, WV-OH Metro Area",142664.0,,-555555555.0,*****,48540
"Whitewater-Elkhorn, WI Micro Area",103013.0,,-555555555.0,*****,48580
"Wichita, KS Metro Area",643765.0,,-555555555.0,*****,48620
"Wichita Falls, TX Metro Area",150994.0,,-555555555.0,*****,48660
"Williamsport, PA Metro Area",114859.0,,-555555555.0,*****,48700
"Williston, ND Micro Area",34061.0,,-555555555.0,*****,48780
"Willmar, MN Micro Area",42658.0,,-555555555.0,*****,48820
"Wilmington, NC Metro Area",283251.0,,-555555555.0,*****,48900
"Wilmington, OH Micro Area",41896.0,,-555555555.0,*****,48940
"Wilson, NC Micro Area",81336.0,,-555555555.0,*****,48980
"Winchester, VA-WV Metro Area",136305.0,,-555555555.0,*****,49020
"Winnemucca, NV Micro Area",16904.0,,-555555555.0,*****,49080
"Winona, MN Micro Area",50847.0,,-555555555.0,*****,49100
"Winston-Salem, NC Metro Area",661798.0,,-555555555.0,*****,49180
"Wisconsin Rapids-Marshfield, WI Micro Area",73274.0,,-555555555.0,*****,49220
"Woodward, OK Micro Area",20967.0,,-555555555.0,*****,49260
"Wooster, OH Micro Area",116208.0,,-555555555.0,*****,49300
"Worcester, MA-CT Metro Area",938818.0,,-555555555.0,*****,49340
"Worthington, MN Micro Area",21839.0,,-555555555.0,*****,49380
"Yakima, WA Metro Area",249325.0,,-555555555.0,*****,49420
"Yankton, SD Micro Area",22717.0,,-555555555.0,*****,49460
"York-Hanover, PA Metro Area",444014.0,,-555555555.0,*****,49620
"Youngstown-Warren-Boardman, OH-PA Metro Area",545488.0,,-555555555.0,*****,49660
"Yuba City, CA Metro Area",171365.0,,-555555555.0,*****,49700
"Yuma, AZ Metro Area",207829.0,,-555555555.0,*****,49740
"Zanesville, OH Micro Area",86076.0,,-555555555.0,*****,49780
"Zapata, TX Micro Area",14369.0,,-555555555.0,*****,49820
"Kingsville, TX Micro Area",32020.0,,181.0,,28780
"Eufaula, AL-GA Micro Area",28058.0,,152.0,,21640
"Bismarck, ND Metro Area",130531.0,,92.0,,13900
"Hailey, ID Micro Area",28201.0,,105.0,,25200
"North Platte, NE Micro Area",36773.0,,91.0,,35820
"San Angelo, TX Metro Area",118990.0,,153.0,,41660
"Amarillo, TX Metro Area",263412.0,,125.0,,11100
"Big Spring, TX Micro Area",38097.0,,146.0,,13700
"Pierre, SD Micro Area",21945.0,,104.0,,38180
"Billings, MT Metro Area",169086.0,,100.0,,13740
"Elko, NV Micro Area",54082.0,,167.0,,21220
