ID,Incident Date,City,State,School name,Latitude,Longitude,School Type,Intent,Outcome,Number Killed,Number Wounded,Narrative,Source 1,URL 1,Source 2,URL 2,Source 3,URL 3,Created,Last Modified
453,3/28/19,Langston,OK,Langston University,35.9450505,-97.2553142,College or University,Attack on others,Injury,0,2,"Four people entered a campus apartment and demanded money from a student and a guest inside, who were shot and injured when a fight ensued. The suspects fled the scene. ",KTUL,https://ktul.com/news/local/2-shot-on-langston-university-campus-suspect-at-large,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
454,4/1/19,Prescott,AR,Prescott High School,33.8026107,-93.3810057,High School,Attack on others,Injury,0,1,A 14-year-old student brought a concealed handgun to Prescott High School and shot and injured another 14-year-old student. Officials believe the shooting was premediated. The school went into lockdown in response.,Texarkana Gazette,http://www.texarkanagazette.com/news/texarkana-region/story/2019/apr/01/junior-high-student-shot-prescott-ark-high-school/772365/,KTBS,https://www.ktbs.com/news/texarkana/student-wounded-in-southwest-arkansas-school-shooting/article_70e7fcaa-548e-11e9-b7de-ff637824e329.html,KEPR,https://keprtv.com/news/nation-world/gunfire-reported-at-school-in-arkansas-1-injured,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
455,4/3/19,Sacramento,CA,New Joseph Bonnheim Community Charter School,38.5815719,-121.4943996,High School,Unknown,No one shot,0,0,Two gunshots struck a New Joseph Bonnheim Community Charter School building after a shooting in the area. No injuries were reported.,Fox 40,https://fox40.com/2019/04/03/bullets-strike-sacramento-charter-school-building-during-shooting/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
456,4/3/19,Jacksonville,FL,Saint Clair Evans Academy,30.3321838,-81.655651,Elementary School,Unknown,No one shot,0,0,"Gunfire struck Saint Clair Evans Academy during a shooting in the area, with one shot breaking the window of a third grade classroom. No students or staff were hurt.",WOKV,https://www.wokv.com/news/local/elementary-school-hit-with-gunfire-during-apparent-shooting-northwest-jacksonville/91aVU77r4L6Ttjs1Hhh1DL/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
457,4/5/19,Milwaukee,MN,St. Josaphat Parish School,44.8723655,-93.4009921,K-12,Unintentional discharge,Injury,0,1,"An employee of St. Josaphat Parish School brought a gun to school and discharged it, grazing a 10-year-old student. The employee was arrested after the incident was reported to police.",Journal Sentinel,https://www.jsonline.com/story/news/local/milwaukee/2019/04/22/10-year-old-grazed-bullet-when-employee-brings-gun-school/3539717002/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
458,4/6/19,Lynn,MA,Hood Elementary School,42.466763,-70.9494938,Elementary School,Unknown,No one shot,0,0,Bullet holes were found in a classroom wall at Hood Elementary School. Police believe the incident occurred over the weekend and that the school was not targeted.,WBUR,https://www.wbur.org/edify/2019/04/09/lynn-elementary-bullet-holes,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
459,4/10/19,Houston,TX,Ross Shaw Sterling Aviation High School,29.7604267,-95.3698028,High School,Attack on others,Injury,0,1,A 15-year-old student was playing basketball at Sterling Aviation High School when he was grazed in the arm by a stray bullet. Police believe the bullet was fired during a shooting at a nearby apartment complex.,Click2Houston,https://www.click2houston.com/news/student-shot-while-playing-outside-sterling-high-school-officials-say,KHOU,https://www.khou.com/article/news/local/sterling-high-school-student-shot-while-playing-basketball-on-campus/285-69c70584-81e2-4db1-b47d-2ce2e2f5377b,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
460,4/16/19,Missoula,MT,University of Montana,46.8721284,-113.9940314,College or University,Unknown,No one shot,0,0,A University of Montana student fired a gun out of a residence hall window. No injuries were reported.,Missoulian,https://missoulian.com/news/state-and-regional/crime-and-courts/university-of-montana-student-may-face-charges-after-shot-fired/article_6692bbab-f3d8-557d-b1c0-1f5e57bf1750.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
461,4/17/19,Lyons,IL,George Washington Middle School,41.8133651,-87.8181128,Middle School,Self-harm - no intent to hurt others,Death,1,0,"A 7th-grade student shot himself in the restroom of George Washington Middle School. He was taken to Loyola University Medical Center where he died of his injuries. The school was placed on lockdown, and there was no danger to other students or staff.",Chicago Sun Times,https://chicago.suntimes.com/news/lyons-student-fatally-shoots-self-suicide-washington-middle-school/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
462,4/17/19,Flint,MI,Flex High School,43.0125274,-83.6874562,High School,Attack on others,No one shot,0,0,"A confrontation outside Flint Development Center, which houses Flex High School led to a shot being fired on the school's grounds. Police said the incident involved staff and students from the school, but no one was injured, and the school was placed on lockdown in response. Police arrested four suspects in connection with the incident. ",MLive,https://www.mlive.com/news/flint/2019/04/shot-fired-at-flint-school-several-people-in-custody.html,ABC 12,https://www.abc12.com/content/news/Flex-High-School-in-Flint-placed-in-lockdown-after-gunshot-person-gets-inside-508698051.html,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
463,4/18/19,East Springfield,PA,East Springfield Elementary School,41.9650559,-80.4072896,Elementary School,Unknown,No one shot,0,0,"An unknown suspect fired nine rifle shots into Springfield Elementary School, striking three windows and a side door. No injuries were reported. ",Erie News Now,https://www.erienewsnow.com/story/40340149/nine-rounds-shot-into-springfield-elementary-school,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
464,4/18/19,Mesquite,TX,Dr. John D. Horn High School,32.7667955,-96.5991593,High School,Unintentional discharge,No one shot,0,0,"A school resource officer was inspecting his firearm in his office when it went off, firing a round of ammunition that was left inside the chamber. No injuries were reported. ",NBCDFW,https://www.nbcdfw.com/news/local/Mesquite-School-Resource-Officer-Accidentally-Fires-Gun-Inside-Horn-High-School-508765901.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
465,4/21/19,Tulsa,OK,Dove School of Discovery,36.1539816,-95.992775,Elementary School,Unknown,No one shot,0,0,"Three juveniles were on the playground of Dove School of Discovery shooting a handgun that police suspect was stolen. Officers arrested two of the suspects for possession of a firearm on school property and reckless discharge of a firearm. The school was not open at the time, and no injuries were reported.",FOX 23,https://www.fox23.com/news/tulsa-police-respond-to-teens-shooting-handgun-on-school-playground/942216008,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
466,4/24/19,Concord,AR,Concord High School,35.6636886,-91.8476443,High School,Self-harm - no intent to hurt others,Death,1,0,A 14-year-old student at Concord High School died of a self-inflicted gunshot wound in the school's cafeteria bathroom. The school was placed on lockdown in response.,Northwest Arkansas Democrat Gazette,https://www.nwaonline.com/news/2019/apr/25/8th-grader-dies-at-school-police-suspec/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
467,4/24/19,Bowling Green,OH,Bowling Green State University,41.3747744,-83.6513229,College or University,Unintentional discharge,Injury,0,1,A Bowling Green State University student unintentionally shot and wounded himself while in a campus parking lot.,Toledo Blade,https://www.toledoblade.com/local/police-fire/2019/04/24/bowling-green-state-university-police-investigate-accidental-shooting-on-campus/stories/20190424180,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
468,4/30/19,Woodbridge,VA,C.D. Hylton High School,38.6581722,-77.2497049,High School,Unintentional discharge,No one shot,0,0,A student brought a gun to Hylton High School and it discharged inside of a classroom. Police believe the incident was unintentional. No injuries were reported.,Local DVM,https://www.localdvm.com/news/virginia/gun-went-off-inside-of-high-school/1967589154,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
469,4/30/19,Charlotte,NC,University of North Carolina at Charlotte,35.2270869,-80.8431267,College or University,Attack on others,Death,2,4,"A man, 22, began shooting inside a campus building, killing two people and injuring four. Police apprehended the shooter and charged him with two counts of murder, four counts of attempted murder, four counts of assault with a deadly weapon with intent to kill, discharging a firearm on educational property, and possession of a firearm on educational property. ",WYFF,https://www.wyff4.com/article/names-of-students-killed-in-unc-charlotte-shooting-released/27331178,USA Today,https://www.usatoday.com/story/news/nation/2019/04/30/unc-charlotte-shooting-university-north-carolina-active-shooter-lockdown/3634579002/,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
470,4/30/19,Wesley Chapel,FL,Thomas E. Weightman Middle School,28.1983135,-82.3304509,Middle School,Unintentional discharge,No one shot,0,0,"A school resource officer at Weightman Middle School was leaning against a cafeteria wall when his weapon discharged, firing a round into the wall behind him. No one injuries were reported. ",Tampa Bay Times,https://www.tampabay.com/news/publicsafety/pasco-resource-officers-gun-goes-off-hits-cafeteria-wall-at-weightman-middle-school-20190430/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
471,5/2/19,Brenham,TX,Blinn College,30.1668828,-96.3977442,College or University,Unknown,No one shot,0,0,A person was arrested for firing shots on the campus of Blinn College. No injuries were reported.,The Eagle,https://www.theeagle.com/news/local/man-arrested-after-reports-of-shots-fired-at-blinn-s/article_62826c3e-6d5e-11e9-819d-eb2b93ee172a.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
472,5/4/19,Eugene,OR,University of Oregon,44.0520691,-123.0867536,College or University,Attack on others,Death,1,0,A man was in a University of Oregon-owned parking lot when he was fatally shot in the chest.,The Register-Guard,https://www.registerguard.com/news/20190504/police-investigating-fatal-shooting-in-parking-lot-behind-taylors,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
473,5/7/19,Savannah,GA,Savannah State University,32.0808989,-81.091203,College or University,Attack on others,Injury,0,1,A student at Savannah State University was shot and injured outside an on-campus student housing complex. The school was placed on lockdown after the incident. Police arrested a suspect who is not a student at the school.,Washington Post,https://www.washingtonpost.com/national/student-shot-and-wounded-at-a-georgia-university-1-arrested/2019/05/07/56664c80-7101-11e9-9331-30bc5836f48e_story.html?utm_term=.268ba2c73048,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
474,5/7/19,Highlands Ranch,CO,STEM School Highlands Ranch,39.5480789,-104.9739333,K-12,Attack on others,Death,1,8,"Two students ages 18 and 16 entered STEM School Highlands Ranch and began firing inside classrooms, killing an 18-year-old student and injuring eight others. Police took boys into custody. ",CNN,https://www.cnn.com/2019/05/08/us/denver-stem-school-shooting-wednesday/index.html,ABC 7,https://abc7news.com/colorado-school-shooting-leaves-at-least-2-injured-live/5289311/,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
475,5/8/19,Birmingham,AL,Jefferson State Community College,33.5185892,-86.8103567,College or University,Legal Intervention,Injury,0,1,"A man on Jefferson State Community College brandished a machete at a campus police officer, who then fired at him. The man was transported to a nearby hospital for treatment.  ",CBS42,https://www.cbs42.com/news/local/jeff-state-returns-to-normal-operations-after-officer-involved-shooting/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
476,5/9/19,Manhattan,KS,Kansas State University,39.1836082,-96.5716694,College or University,Other,No one shot,0,0,A disagreement led to shots being fired in a parking lot on the campus of Kansas State University. No one was injured.,KMBC,https://www.kmbc.com/article/reports-of-shots-fired-on-kansas-state-university-campus-manhattan-foundation-building/27421220,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
477,5/10/19,Portland,OR,Grant High School,45.5051064,-122.6750261,High School,Other,No one shot,0,0,A person was exercising their dog on the campus of Grant High School when an unknown suspect shot and injured the dog.,US News,https://www.usnews.com/news/best-states/oregon/articles/2019-05-11/dog-shot-at-high-school-while-being-walked,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
478,5/17/19,Jacksonville,FL,Terry Parker High School,30.3321838,-81.655651,High School,Attack on others,Injury,0,1,"A student, 16, was shot and injured after being approached by a group in the parking lot of Terry Parker High School's football stadium during a game. The student, who attended Raines High School, was taken to the hospital in critical condition, but later upgraded to stable. The police have arrested a man, 19, in connection with the shooting.",Action News,https://www.actionnewsjax.com/news/local/jso-confirms-teen-shot-minutes-before-terry-parker-ribault-football-game-ended/950263312,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
479,5/26/19,Long Beach,CA,Lafayette Elementary School,33.7700504,-118.1937395,Elementary School,Unintentional discharge,No one shot,0,0,"While searching the building of Lafayette Elementary School after an alarm activation, a Board of Education security officer unintentionally discharged their firearm. No one was injured.",Press Telegram,https://www.presstelegram.com/2019/05/26/security-officer-accidentally-shoots-gun-during-building-search-at-long-beach-elementary-school/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
480,5/29/19,Washington,DC,Hendley Elementary School,38.9071923,-77.0368707,Elementary School,Unknown,No one shot,0,0,Gunfire damaged the front window of Hendley Elementary School. DC police responded to the area for reports of shots fired but did not uncover the damage to the building during their initial search. The damage was discovered by staff the following morning.,WUSA9,https://www.wusa9.com/article/news/crime/its-something-that-no-student-should-have-to-walk-up-on-gunfire-damages-elementary-school-in-southeast-dc/65-52058bb2-bbc4-468a-bb41-2669d7625567,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
481,6/4/19,Atlanta,GA,Georgia State University,33.7489954,-84.3879824,College or University,Unintentional discharge,Injury,0,1,"A Georgia State University security guard was sitting inside the school's science center when a pistol kept in his backpack discharged, injuring him in the right thigh. The gun was not issued by university police.",Atlanta Journal Constitution,https://www.ajc.com/news/breaking-news/just-georgia-state-university-security-guard-accidentally-shoots-himself-science-center/ldDNN0KoDPd1GHoT6ImDSL/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
482,6/6/19,Chicago,IL,Genevieve Melody STEM Elementary School,41.8781136,-87.6297982,Elementary School,Attack on others,Injury,0,1,A man was playing on the basketball court of Genevieve Melody STEM Elementary School when he was shot in the leg.,Chicago Sun Times,https://chicago.suntimes.com/crime/2019/6/6/18656020/genevieve-melody-school-court-shooting,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
483,6/12/19,Washington,DC,Hendley Elementary School,38.9071923,-77.0368707,Elementary School,Unknown,No one shot,0,0,"A bullet broke a window in the lobby of Hendley Elementary School. No injuries were reported. The school had scheduled a movie night co-sponsored with the DC police department at the time of the incident, and officers, teachers, and students were present. ",The Washington Post,https://www.washingtonpost.com/local/public-safety/school-placed-on-brief-lockdown-after-gunshot-shatters-window/2019/06/12/6ffa6958-8d65-11e9-8f69-a2795fca3343_story.html?utm_term=.f1a5b3e5a3cd,WUSA9,https://www.wusa9.com/article/news/local/dc/second-shooting-in-2-weeks-puts-hendley-elementary-school-on-lockdown/65-8fb8eb51-57b8-498d-9853-09706af10dc2,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
484,6/13/19,Atlantic City,NJ,Dr. Martin Luther King Jr. School Complex,39.3642834,-74.4229266,K-12,Unintentional discharge,No one shot,0,0,"A juvenile dropped a gun inside the Martin Luther King Jr. School Complex during a recreational basketball game, causing it to discharge. An officer who was already at the school responded to the incident.",Breaking AC,https://www.breakingac.com/2019/06/gun-discharged-during-night-recreation-at-atlantic-city-school/,Press of Atlantic City,https://www.pressofatlanticcity.com/news/crime/breaking_crime_news/a-gun-went-off-after-being-dropped-in-a-school/article_aebd9a51-0beb-5827-b7a9-ba4e927eb397.html,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
485,6/21/19,Flint,MI,Carman-Ainsworth High School,43.0125274,-83.6874562,High School,Attack on others,Injury,0,1,A 15-year-old boy was shot in the chest during a fight that occurred outside a basketball game at Carman-Ainsworth High School. Police detained ten minors for questioning and recovered multiple weapons.,USA Today High School Sports,https://usatodayhss.com/2019/15-year-old-shot-high-school-basketball-fight,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
486,7/1/19,New York,NY,School of Science and Applied Learning,40.7127753,-74.0059728,Elementary School,Attack on others,Injury,0,1,A 13-year-old boy was with other teens in the schoolyard of the School of Science and Applied Learning when he was shot in the chest. He was discovered one block away and was transported to a hospital for treatment. The shooter fled the scene before police arrived.,PIX11,https://pix11.com/2019/07/02/teen-shot-in-chest-inside-bronx-schoolyard-police/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
487,7/2/19,Anchorage,AK,Williwaw Elementary School,61.2180556,-149.9002778,Elementary School,Attack on others,Injury,0,1,"A 16-year-old boy was shot and seriously injured during a fight involving a large group of people on the playground of Williwaw Elementary School. A man, 22, was charged with first-degree assault and reckless endangerment in connection with the shooting.",KTVA,https://www.ktva.com/story/40738454/man-arrested-for-shooting-teen-near-williwaw-elementary-school,KTVA,https://www.ktva.com/story/40743204/charging-docs-school-playground-shooting-stemmed-from-fight-over-girl,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
488,7/11/19,Hartford,CT,Bulkeley High School,41.7658043,-72.6733723,High School,Attack on others,Death,1,0,"A man, 34, was riding his bike through the parking lot of Bulkeley High School when he was shot. He died shortly after being transported to a hospital. The school was not in session at the time. ",WSFB,https://www.wfsb.com/news/police-identify-man-killed-behind-bulkeley-high-school/article_878497c2-a400-11e9-bae8-9fd7093821da.html,FOX61,https://fox61.com/2019/07/11/police-identify-man-shot-and-killed-behind-bulkeley-high-school-in-hartford/,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
489,7/15/19,Littleton,CO,Deer Creek Middle School,39.613321,-105.0166498,Middle School,Other,No one shot,0,0,"A juvenile fired a shot at Deer Creek Middle school. No one was injured, and three juveniles were arrested.",KDVR,https://kdvr.com/2019/07/15/three-juveniles-arrested-after-one-allegedly-fired-a-gun-at-deer-creek-middle-school-building/,Patch Colorado,https://patch.com/colorado/littleton/gun-fired-deer-creek-middle-school,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
490,8/8/19,Montgomery,AL,Wynton M. Blount Elementary School,32.3792233,-86.3077368,Elementary School,Attack on others,No one shot,0,0,"A man, 38, a father of a student at Wynton M. Blount Elementary School, got into an argument with another father in the parking lot of the school. He pulled out a gun and fired it. It struck the other's car. No one was injured, and Johnson was arrested on suspicion of discharging a firearm into an occupied vehicle. ",NBC News,https://www.nbcnews.com/news/us-news/gunfire-outside-alabama-school-two-parents-erupt-road-rage-police-n1040441?cid=public-rss_20190809,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
491,8/19/19,South Middleton Township,PA,Saint Patrick School,40.1310492,-77.1600201,K-12,Unintentional discharge,Injury,0,1,"A parent unintentionally discharged a firearm and injured himself in the parking lot of Saint Patrick School. The man, a corrections officer, fired his licensed service weapon. The school was holding a back-to-school night for elementary school parents at the time of the incident. ",The Sentinel,https://cumberlink.com/news/local/crime-and-courts/school-saint-patrick-parent-accidentally-fires-gun-injures-self-in/article_d58b284e-fd55-5d1f-bf83-91de12e5302d.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
492,8/20/19,Atlanta,GA,Clark Atlanta University,33.7489954,-84.3879824,College or University,Attack on others,Injury,0,4,"Four students, from Spellman University and Clark Atlanta University, were shot and injured on the steps a library on the campus of Clark Atlanta University. About 200 people were attending a block party celebrating the end of new student orientation when the shots were fired.",Atlanta Journal Constitution,https://www.ajc.com/news/crime--law/just-students-shot-atlanta-university-center-block-party/s5NBQBfne6rZpjIjUmA66J/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
493,8/22/19,St. Petersburg,FL,Allendale Children's Center,27.7676008,-82.6402915,Day Care or Preschool,Unknown,No one shot,0,0,"A bullet pierced a preschool classroom window at Allendale Children's Center. No one was injured, and the school was placed on lockdown in response.",Fox 13 News,http://www.fox13news.com/news/local-news/bullet-pierces-window-at-allendale-church-pre-school,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
494,8/23/19,Conyers,GA,Peek's Chapel Elementary School,33.6676103,-84.0176904,Elementary School,Attack on others,Injury,0,1,A 12-year-old boy was shot and injured at Peek's Chapel Elementary School. Authorities arrested and charged a 15-year-old boy with aggravated assault and aggravated battery in connection with the incident.,WSBTV,https://www.wsbtv.com/news/local/juvenile-charged-after-12-year-old-found-shot-at-elementary-school-deputies-say/979076112,Atlanta Journal-Constitution,https://www.ajc.com/news/crime--law/boy-custody-after-year-old-found-shot-rockdale-elementary-school/UfGBojoDAe88fXlAHasriJ/,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
495,8/24/19,Philadelphia,PA,William C. Longstreth Elementary School,39.9525839,-75.1652215,Elementary School,Attack on others,Death,1,0,A 14-year-old boy was shot twice in the head while in the schoolyard of William C. Longstreth Elementary School. He was taken to a hospital where he died of his injuries.,ABC 6,https://6abc.com/teen-shot-in-the-back-of-the-head-in-southwest-philadelphia/5490813/,CBS Philadelphia,https://philadelphia.cbslocal.com/2019/08/24/teen-fighting-for-life-after-being-shot-in-back-of-head-in-kingsessing-police-say/,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
496,8/27/19,Los Angeles,CA,Hollenbeck Middle School,34.0522342,-118.2436849,Middle School,Unknown,Injury,0,1,"A student was shot in the jaw while standing in line for lunch at Hollenbeck Middle School. The origin of the gunfire is unknown, though school officials believe it to be the result of an off-campus discharge. ",Los Angeles Times,https://www.latimes.com/california/story/2019-09-10/hollenbeck-middle-school-student-shot,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
497,8/27/19,Roosevelt,NY,Roosevelt High School,40.678713,-73.5890168,High School,Other,No one shot,0,0,"A 36-year-old man fired at least three shots into the ground of a football field at Roosevelt High School after getting into a dispute over trees that had fallen onto his property. No one was injured. School was not in session at the time, but students were practicing on the field during the incident. ",ABC 7,https://abc7ny.com/police-man-fires-shots-on-li-school-grounds-in-dispute-over-trees/5495839/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
498,8/29/19,Salisbury,NC,Livingstone College,35.6709727,-80.4742261,College or University,Unknown,No one shot,0,0,Shots were fired on the campus of Livingstone College. No one was injured.,Salisbury Post,https://www.salisburypost.com/2019/08/31/livingstone-college-investigates-overnight-on-campus-shooting/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
499,8/30/19,Toledo,OH,Central Catholic High School,41.6528052,-83.5378674,High School,Attack on others,Injury,0,1,A 16-year-old boy was shot and wounded by an unknown gunman after a football game at Central Catholic High School.,Toledo Blade,https://www.toledoblade.com/local/police-fire/2019/08/30/toledo-police-respond-to-shooting-at-central-catholic/stories/20190830236,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
500,8/30/19,Kinston,NC,Kinston High School,35.2626635,-77.5816353,High School,Other,No one shot,0,0,"A 17-year-old and a 19-year-old fired shots into the air after a football game at Kinston High School. Both were charged with possession of a weapon on educational property, discharging a firearm on educational property, and going armed to the terror of the public, as well as drug-related charges. The 17-year-old was additionally charged with possession of a handgun by a minor.",WITN,https://www.witn.com/content/news/Two-teens-arrested-after-firing-shots-into-the-air-at-Kinston-High-School-558895701.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
501,9/6/19,New Orleans,LA,Tulane University,29.9510658,-90.0715323,College or University,Legal Intervention,Injury,0,1,"Tulane University Police confronted a man wanted for arrest on suspicion of indecent exposure and trespassing. The man fled campus in his car, which a toddler was also in, and a Tulane officer fired at the car in an attempt to stop him. The man was later taken into custody when he arrived at a hospital with a gunshot wound. ",NOLA,https://www.nola.com/news/crime_police/article_e05a744a-d0e5-11e9-98b4-b39d2776f4e1.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
502,9/10/19,Aiken,SC,South Aiken High School,33.5604168,-81.7195533,High School,Attack on others,No one shot,0,0,"A fight at a nearby convenience store led to gunfire in the parking lot of South Aiken High School. No injuries were reported, and two people were arrested in connection with the incident.",Aiken Standard,https://www.aikenstandard.com/news/at-least-one-shot-fired-at-south-aiken-high-school/article_25bf2bd4-d406-11e9-911c-8fbdc4d354f2.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
503,9/12/19,Manhattan,KS,Manhattan High School,39.1836082,-96.5716694,High School,Unknown,No one shot,0,0,Shots were fired in the parking lot of Manhattan High School. No one was injured.,WIBW,https://www.wibw.com/content/news/RCPD-investigating-shooting-near-Poyntz-Ave-560194781.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
504,9/13/19,West Valley City,UT,Granger High School,40.6916132,-112.0010501,High School,Unknown,No one shot,0,0,"During a football game at Granger High School, shots were fired on another part of campus. No one was injured. Eight people were detained for questioning. ",KSLTV,https://ksltv.com/421562/shots-fired-at-granger-high-8-suspects-in-custody-officials-say/,KUTV,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
505,9/14/19,Fort Worth,TX,Eastern Hills High School,32.7554883,-97.3307658,High School,Attack on others,Injury,0,2,A woman was shot and injured when a dispute between parents at a pee-wee football game escalated. A 12-year-old child was additionally grazed by a bullet.,CBS DFW,https://dfw.cbslocal.com/2019/09/14/dispute-pee-wee-football-game-shooting-2-injured-fort-worth/,Star Telegram,https://www.star-telegram.com/news/local/fort-worth/article235175217.html,,,2021-02-24T19:31:59.000Z,2021-10-13T21:49:02.000Z
506,9/16/19,Fayetteville,NC,Fayetteville State University,35.0526641,-78.8783585,College or University,Attack on others,Injury,0,1,"A man, 20, was shot multiple times on the campus of Fayetteville State University. Campus police charged a man, 24, with attempted first degree murder and assault with a deadly weapon with intent to kill inflicting serious injury. ",The Fayetteville Observer,https://www.fayobserver.com/news/20190917/police-id-suspect-victim-in-fayetteville-state-shooting,https://kutv.com/news/local/8-arrested-after-shots-fired-at-granger-high-school,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
507,9/19/19,San Jose,CA,San Jose State University,37.3382082,-121.8863286,College or University,Unknown,No one shot,0,0,Gunfire damaged a library and a parking garage at San Jose State University. No one was injured.,KRON 4,https://www.kron4.com/news/bay-area/police-looking-for-person-of-interest-in-shooting-at-san-jose-state-university/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
508,9/20/19,Orangeburg,SC,South Carolina State University,33.4918203,-80.8556476,College or University,Attack on others,Injury,0,2,Two women were injured by gunfire on the campus of South Carolina State University. The shooting occurred after an off-campus altercation.,The Post and Courier,https://www.postandcourier.com/news/two-shot-outside-scsu-dorm-school-says/article_9bf89c14-db99-11e9-908a-57c5b4622df9.html,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
509,9/22/19,Murfreesboro,NC,Chowan University,36.4423754,-77.0985752,College or University,Unknown,No one shot,0,0,Gunfire was reported on the campus of Chowan University. No one was injured on campus.,WTKR,https://wtkr.com/2019/09/23/school-officials-respond-after-shots-fired-on-chowan-university-campus/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
510,9/25/19,Washington,DC,Aiton Elementary School,38.9071923,-77.0368707,Elementary School,Attack on others,No one shot,0,0,"Two people in separate cars were shooting at each other when a shot struck the window of a classroom at Aiton Elementary School. The students usually in the classroom were on a field trip during the incident, and no one was injured. ",DCist,https://dcist.com/story/19/09/26/a-bullet-pierced-a-northeast-elementary-classroom-window-on-wednesday-afternoon/,,,,,2021-02-24T19:31:59.000Z,2021-03-09T15:40:39.000Z
511,9/29/19,Buffalo,NY,Buffalo State College,42.8864468,-78.8783689,College or University,Other,No one shot,0,0,A group of people were fighting on the campus of Buffalo State College when one man fired a shot into the air. No one was injured.,Spectrum News,https://spectrumlocalnews.com/nys/buffalo/news/2019/09/29/shots-fired-following-large-fight-at-buffalo-state,,,,,2021-02-24T19:31:59.000Z,2022-02-06T21:43:17.000Z
