2022-10-28 09:51:39,882 INFO using config /Users/stiles/Library/Application Support/twarc/config
2022-10-28 09:51:39,882 INFO creating HTTP session headers for app auth.
2022-10-28 09:51:39,883 INFO getting ('https://api.twitter.com/2/users/by',) {'params': {'tweet.fields': 'attachments,author_id,context_annotations,conversation_id,created_at,entities,geo,id,in_reply_to_user_id,lang,public_metrics,text,possibly_sensitive,referenced_tweets,reply_settings,source,withheld', 'user.fields': 'created_at,description,entities,id,location,name,pinned_tweet_id,profile_image_url,protected,public_metrics,url,username,verified,withheld', 'usernames': 'elonmusk'}}
2022-10-28 09:51:40,191 WARNING Unable to expand dictionary without includes: {'data': [{'name': 'Elon Musk', 'created_at': '2009-06-02T20:12:29.000Z', 'id': '44196397', 'description': 'Chief Twit', 'location': 'Twitter HQ', 'verified': True, 'username': 'elonmusk', 'public_metrics': {'followers_count': 110920792, 'following_count': 122, 'tweet_count': 19878, 'listed_count': 99511}, 'protected': False, 'profile_image_url': 'https://pbs.twimg.com/profile_images/1580062742693699584/RJ5EI7PS_normal.jpg'}], '__twarc': {'url': 'https://api.twitter.com/2/users/by?tweet.fields=attachments%2Cauthor_id%2Ccontext_annotations%2Cconversation_id%2Ccreated_at%2Centities%2Cgeo%2Cid%2Cin_reply_to_user_id%2Clang%2Cpublic_metrics%2Ctext%2Cpossibly_sensitive%2Creferenced_tweets%2Creply_settings%2Csource%2Cwithheld&user.fields=created_at%2Cdescription%2Centities%2Cid%2Clocation%2Cname%2Cpinned_tweet_id%2Cprofile_image_url%2Cprotected%2Cpublic_metrics%2Curl%2Cusername%2Cverified%2Cwithheld&usernames=elonmusk', 'version': '2.9.5', 'retrieved_at': '2022-10-28T16:51:40+00:00'}}
2022-10-28 09:51:40,232 INFO getting ('https://api.twitter.com/2/tweets/search/all',) {'params': {'expansions': 'author_id,in_reply_to_user_id,referenced_tweets.id,referenced_tweets.id.author_id,entities.mentions.username,attachments.poll_ids,attachments.media_keys,geo.place_id', 'tweet.fields': 'attachments,author_id,context_annotations,conversation_id,created_at,entities,geo,id,in_reply_to_user_id,lang,public_metrics,text,possibly_sensitive,referenced_tweets,reply_settings,source,withheld', 'user.fields': 'created_at,description,entities,id,location,name,pinned_tweet_id,profile_image_url,protected,public_metrics,url,username,verified,withheld', 'media.fields': 'alt_text,duration_ms,height,media_key,preview_image_url,type,url,width,public_metrics', 'poll.fields': 'duration_minutes,end_datetime,id,options,voting_status', 'place.fields': 'contained_within,country,country_code,full_name,geo,id,name,place_type', 'start_time': None, 'end_time': None, 'query': 'from:elonmusk', 'max_results': 100, 'since_id': 1585981766229143552}}
2022-10-28 09:51:41,355 INFO Retrieved an empty page of results.
2022-10-28 09:51:41,356 INFO No more results for search from:elonmusk.
2022-11-11 07:48:45,899 INFO using config /Users/mstiles/Library/Application Support/twarc/config
2022-11-11 07:48:45,899 INFO creating config file: /Users/mstiles/Library/Application Support/twarc/config
2022-11-11 07:48:45,899 INFO creating config directory: /Users/mstiles/Library/Application Support/twarc
2022-11-11 07:51:10,722 INFO using config /Users/mstiles/Library/Application Support/twarc/config
2022-11-11 07:51:10,722 INFO creating HTTP session headers for app auth.
2022-11-11 07:51:10,742 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day'}}
2022-11-11 07:54:07,522 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuplch7sqasnl14wfl8vi5'}}
2022-11-11 07:54:08,669 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuplch2bv811ayxvibrdz1'}}
2022-11-11 07:54:09,804 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuplcgwv01d9mvpsexhfnh'}}
2022-11-11 07:54:11,009 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuplcgre4ylnctirhnzy4d'}}
2022-11-11 07:54:12,156 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuplcglwiygr1mzq59mbul'}}
2022-11-11 07:54:13,494 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpuplcggfnvp4rksp804ubh'}}
2022-11-11 07:54:14,877 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w3g2vfu7qp7o8fqhsvx'}}
2022-11-11 07:54:16,016 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w3fxeknjz14g5cc7ukd'}}
2022-11-11 07:54:17,153 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w3frxpkscr294f2qd19'}}
2022-11-11 07:54:18,290 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w2e98hhecbz0q0uym4d'}}
2022-11-11 07:54:19,440 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w2e3rmemq1wtp3lh4l9'}}
2022-11-11 07:54:20,581 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w2dyarbv3rumo6bzn25'}}
2022-11-11 07:54:21,718 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w2dstw57c3rel2xpoql'}}
2022-11-11 07:54:22,893 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w2dnd12fptp7k5o877h'}}
2022-11-11 07:54:24,036 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w2dhw5vry5lzh29y8vx'}}
2022-11-11 07:54:25,173 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w2dcfat0bvjsg50grct'}}
2022-11-11 07:54:26,315 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w2d6yfek9fei8pclvgd'}}
2022-11-11 07:54:27,457 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8w2d1hkbsn5cb7s34dx9'}}
2022-11-11 07:54:28,594 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8oex49pkc5iumqwiwkn1'}}
2022-11-11 07:54:29,733 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8oewysudodurent4mmbh'}}
2022-11-11 07:54:30,877 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8oewtbzawrkp7mvv54sd'}}
2022-11-11 07:54:32,022 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8odvam0ltxakqekwuni5'}}
2022-11-11 07:54:33,156 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8odv555j2b0ijdnnd5z1'}}
2022-11-11 07:54:34,292 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8oduzoagaoqgccqdvofx'}}
2022-11-11 07:54:35,430 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8oduu7f9mx2d49mzlq4d'}}
2022-11-11 07:54:36,570 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8oduoqk6vasax8pq48l9'}}
2022-11-11 07:54:37,715 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8oduj9p07j47p5mbua9p'}}
2022-11-11 07:54:38,856 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8odudstxfwu5i4p2csql'}}
2022-11-11 07:54:39,992 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8odu8bymvzs18zfjadml'}}
2022-11-11 07:54:41,148 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8odu2v3k4dhz1yi9sw3h'}}
2022-11-11 07:54:42,296 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gqe5n8snvvhdhmpl2t9'}}
2022-11-11 07:54:43,436 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gqe06dm047e5ejbb4hp'}}
2022-11-11 07:54:44,571 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gqdupij8hxbydm1tmyl'}}
2022-11-11 07:54:45,720 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gpcc0afuhi8pz7u1w1p'}}
2022-11-11 07:54:46,860 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gpc6jfd2v86iyakkeil'}}
2022-11-11 07:54:47,997 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gpc12kab8y4bxdb2wzh'}}
2022-11-11 07:54:49,138 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gpbvlp3nha13u9wsynx'}}
2022-11-11 07:54:50,279 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gpbq4u0vuzywtcnbh4t'}}
2022-11-11 07:54:51,416 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gpbknyu83bvoq991it9'}}
2022-11-11 07:54:52,555 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gpbf73rgh1thpbzk1a5'}}
2022-11-11 07:54:53,693 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt8gpb4axub34kf02nrl31'}}
2022-11-11 07:54:54,830 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt891v7332uli2qj73jrst'}}
2022-11-11 07:54:55,970 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt891v1m7w6ttzig3p9th9'}}
2022-11-11 07:54:57,111 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt891uw5ctf7jxbf6fsby5'}}
2022-11-11 07:54:58,241 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt890tdg4q174u30s80l19'}}
2022-11-11 07:54:59,382 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt890t7z9n9kurvzuyj3i5'}}
2022-11-11 07:55:00,520 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt890t2iekhykpoyxp1lz1'}}
2022-11-11 07:55:01,656 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt890sx1jdu6wmgvuarnnh'}}
2022-11-11 07:55:02,798 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt890srkob2kmk9ux1a64d'}}
2022-11-11 07:55:03,932 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt890sm3t4esyh1rtn07st'}}
2022-11-11 07:55:05,075 INFO getting ('https://api.twitter.com/2/tweets/counts/all',) {'params': {'start_time': '2006-03-21T00:00:00+00:00', 'end_time': None, 'query': 'elonmusk OR Elon Musk', 'granularity': 'day', 'next_token': '1jzu9lk96azp0b3x7888hrpt890sgmy1n6oeuqwdiq9p'}}
2022-11-11 07:55:06,202 INFO No more results for search elonmusk OR Elon Musk.
