License No ,Name,Address,City,State,Zip,Expires,WC Carrier,WC Exp Date,Bond Issuer,Bond Eff Date
TA000223238,"SHAMON FREITAS & COMPANY, INC.",3916 OREGON STREET,SAN DIEGO,CA,92104,6/13/17,STATE COMPENSATION INSURANCE FUND,9/1/16,HARTFORD FIRE INSURANCE COMPANY,7/10/06
TA000223247,JOSEPH LE TALENT AGENCY,3500 WEST OLIVE AVENUE #300,BURBANK,CA,91505,6/1/20,,,American Contractors Indemnity Company,7/10/15
TA000223292,"GVA TALENT AGENCY, INC.",193 N. ROBERTSON BLVD.,BEVERLY HILLS,CA,90211,6/16/20,State Fund,1/1/20,Philadelphia Indemnity Insurance Company,2/13/19
TA000223318,"Eleven Talent Agency, Inc.","121 West Lexington, Suite 258",Glendale,CA,91203,6/22/17,,,Old Republic,6/28/16
TA000223539,"KL GROUP, INC.  dba SOCIETY 15",9623 CANOGA AVENUE,CHATSWORTH,CA,91311,7/16/20,,,U.S. Specialty Insurance company,10/3/19
TA000223559,"CASSELL-LEVY, INC.",6032 WILKINSON AVENUE,NORTH HOLLYWOOD,CA,91606,6/16/20,,,Surety1,6/16/19
TA000223574,"TCA JED ROOT, INC.",9220 W. SUNSET BLVD STE 315,WEST HOLLYWOOD,CA,90069,9/21/17,GREAT DIVIDE INSURANCE COMPANY,11/10/16,PLATTE RIVER INSURANCE COMPANY,12/12/14
TA000223575,Featured Artists Agency,"8844 west olympic blvd, suite 200",Beverly hills,CA,90211,8/18/20,,,HCC SURETY,12/31/18
TA000223613,James Hirsen  dba James Hirsen Talent Agency,505 South Villa Real Drive Suite 208,Anaheim Hills,CA,92660,7/9/20,,,Old Republic,7/11/19
TA000223668,ELSA LORENA DE VEGA  dba K  MODEL AND TALENT MANAG,1171 W. SHAW AVENUE #101,FRESNO,CA,93711,7/6/20,,,American Contractors Indemnity Company,6/6/18
TA000223678,"THE STANDER GROUP, INC.","4533 VAN NUYS BLVD, SUITE 401",SHERMAN OAKS,CA,91403,6/18/20,,,F&D Surety,7/15/18
TA000223679,DANA RANDAZZO  dba SYMBIOTIC TALENT MANAGEMENT,714 E. VERDUGO #106,BURBANK,CA,91501,6/9/20,,,Western Surety Company,1/21/19
TA000223693,"DIRECT2PRO, LLC  dba D2 Models",1245 MCCLELLAN DRIVE #321,LOS ANGELES,CA,90025,6/5/20,,,Surety1,7/16/17
TA000223740,ARLENE WEISENBERG  dba DAILY TALENT AGENCY,11552 N. PEOMA PLACE #201,CHATSWORTH,CA,91311,6/19/20,,,ACIC,4/27/07
TA000223774,"ARTISTIC TALENT, INC.","5437 LAUREL CANYON BLVD, SUITE 111",VALLEY VILLAGE,CA,91607,7/9/20,,,Surety 1,6/24/19
TA000223781,"DPN TALENT, INC.",9201 W. OLYMPIC BLVD,BEVERLY HILLS,CA,90212,8/16/20,Technology Insurance Company,12/27/19,The Hanover Insurance Company,7/1/18
TA000223852,"DOUG APATOW AGENCY, INC.",10559 Blythe Avenue,Los Angeles,CA,90064,7/13/18,STATE COMPENSATION INSURANCE FUND,6/22/17,STATE FARM FIRE AND CASUALTY INSURANCE,1/16/18
TA000223857,DINA LAPOLT,"9000 SUNSET BLVD, SUITE 800",WEST HOLLYWOOD,CA,90069,6/17/20,,,Hartford Fire Insurance,2/1/15
TA000223874,"THE MILTON AGENCY, INC.",6715 HOLLYWOOD BLVD #206,LOS ANGELES,CA,90028,6/30/17,STATE FARM GENERAL INSURANCE COMPANY,8/11/16,WESTERN SURETY COMPANY,7/26/18
TA000223888,"EASTERN TALENT AGENCY, LLC",1645 Vine St. # 402,LOS ANGELES,CA,90028,7/5/20,State Compensation Insurance Fund,9/1/20,Old Republic Surety Company,8/25/10
TA000223910,LAURENCE S. BECSEY  dba BECSEY WISDOM KALAJIAN,"12400 Wilshire Boulevard, Suite 500",LOS ANGELES,CA,90025,6/10/20,Preferred Employers Insurance,7/7/19,Surety1,6/11/19
TA000223967,"REFRESH TALENT AGENCY, INC.",24632 LA PLATA,LAGUNA NIGUEL,CA,92677,5/23/17,,,DEVEOLPERS SURETY AND INDEMNITY COMPANY,6/29/11
TA000223985,"THE KAPLAN-STAHLER AGENCY, INC.",8383 WILSHIRE BLVD #923,BEVERLY HILLS,CA,90211,8/27/20,Employers Preferred Insurance Company,9/1/19,AmTrust Surety,5/14/19
TA000223993,"Vic Sutton-Dick Barth-Rita Vennari Agency, Inc",5900 Wilshire Bvd Suite 700,Los Angeles,CA,90036,10/5/20,ACE American,7/1/20,Hartford,8/10/16
TA000224132,"JE TALENT, LLC","155 Montgomery Street, Suite 805",SAN FRANCISCO,CA,94104,6/3/20,HARTFORD,9/19/19,SURETY1,6/20/19
TA000224135,MANNEQUIN MODELS,3540 OCEAN VIEW AVENUE,LOS ANGELES,CA,90066,4/2/17,,,HARTFORD FIRE INSURANCE COMPANY,4/15/09
TA000224169,POWER TALENT GROUP,9465 WILSHIRE BLVD #300,BEVERLY HILLS,CA,90212,4/18/17,,,HARTFORD FIRE INSURANCE COMPANY,5/1/13
TA000224174,"GLOBAL ARTISTS AGENCY, LLC","6253 HOLLYWOOD BLVD, SUITE 508",LOS ANGELES,CA,90028,8/4/20,Securety National Insurance Co,5/24/20,The Hartford Fire Insurance,8/10/18
TA000224233,"REDPHIN PRODUCTIONS, LLC",45 MALLORCA,LAGUNA NIGUEL,CA,92677,8/7/20,,,Great American Insurance Company,4/15/14
TA000224251,SYLVARIA  dba NEUMODELS,5348 VEGAS DRIVE # 1411,LAS VEGAS,NV,89108,5/22/17,,,AMERICAN CONTRACTORS INDEMNTIY COMPANY,4/4/14
TA000224276,"DIGITAL ARTISTS AGENCY, INC.",10101 Galaxy Way Bldg #3,LOS ANGELES,CA,90067,8/9/20,,,Western Suret,7/17/19
TA000224291,"FIRST ARTISTS MANAGEMENT, INC.  dba FIRST ARTISTS ","4764 PARK GRANADA, SUITE 110",CALABASAS,CA,91302,6/17/18,AmTrust North America,5/1/18,HARTFORD FIRE INSURANCE COMPANY,3/24/06
TA000224362,"ZPPA, INC",4929 WILSHIRE BLVD #808,LOS ANGELES,CA,90010,6/29/20,,,Surety 1,3/22/19
TA000224375,THE HOWARD ROSE AGENCY,"9460 WILSHIRE BLVD, SUITE",BEVERLY HILLS,CA,90212,8/13/17,GREAT DIVIDE INSURANCE COMPANY,4/1/17,HARTFORD FIRE INSURANCE COMPANY,3/6/06
TA000224459,ABOUT ENTERTAINMENT LLC,"1207 WEST MAGNOLIA BLVD, SUITE D",BURBANK,CA,91506,5/31/18,GREAT DIVIDE INSURANCE COMPANY,12/12/17,THE HARTFORD FIRE INSURANCE COMPANY,6/1/12
TA000224462,ENGAGE ARTISTS AGENCY INC  dba ENGAGE ARTISTS AGEN,1901 Avenue of the Stars #288,Los Angeles,CA,90067,5/14/20,,,American Contractors Indemnity Company,11/18/19
TA000224467,"FAMOUS FRAMES, INC.",11124 Washington Blvd.,CULVER CITY,CA,90232,7/8/20,Travelers,7/1/20,HCC,10/20/18
TA000224520,"BODY PARTS MODELS, INC.",5225 WILSHIRE BLVD #436,LOS ANGELES,CA,90036,8/13/20,State Fund,1/1/20,The Hartford Fire Insurance,8/13/18
TA000224555,PAM PAHNKE  dba Elegance Talent Agency & Model Man,2763 STATE STREET,CARLSBAD,CA,92008,6/5/20,,,Gray Casualty,6/1/19
TA000224556,"AIM ARTISTS AGENCY, LLC",10846 BAIRD AVENUE,NORTHRIDGE,CA,91326,8/12/17,STATE COMPENSATION INSURANCE FUND,6/1/19,GREAT AMERICAN INSURANCE COMPANY,9/1/08
TA000224559,SCOUT TALENT MANAGEMENT LLC  dba SCOUT MODEL AND T,"81 Lansing Street, Suite 401",SAN FRANCISCO,CA,94105,8/17/20,Sequoia,5/15/20,Surety 1,10/4/19
TA000224570,"SPIN ARTIST AGENCY, INC.","8335 W. SUNSET BLVD, SUITE 200",LOS ANGELES,CA,90069,7/9/17,ATLANTIC SPECIALTY INSURANCE,6/11/17,NATIONWIDE MUTUAL INSURANCE COMPANY,11/16/14
TA000224596,H. DAVID MOSS  dba H. DAVID MOSS & ASSOCIATES,"6063 VINELAND AVENUE, SUITE B",NORTH HOLLYWOOD,CA,91606,6/24/19,,,The Hartford Fire Insurance,2/16/06
TA000224708,STEPHEN G. MARISCAL,17620 SHERMAN WAY #213,VAN NUYS,CA,91406,8/30/17,,,HARTFORD FIRE INSURANCE COMPANY,8/31/06
TA000224716,BERNICE H. HANSEN  dba SPECTRUM LA,"9107 WILSHIRE BLVD, STE 450",BEVERLY HILLS,CA,90210,6/4/20,,,Philadelphia Indemnity Insurance Company,7/22/16
TA000224730,Karl B. Sanger  dba Sanger Talent Agency,"121 N. Harbor Blvd., Suite A",Fullerton,CA,92832,6/4/20,,,The Hartford Fire,6/29/19
TA000224736,"MEMBRAIN, LLC","1800 CENTURY PARK EAST, SUITE 1000",LOS ANGELES,CA,90067,10/11/18,The Hartford,3/1/18,GREAT AMERICA,7/31/15
TA000224739,Leavitt Agency Corporation  dba JEFFREY LEAVITT AG,"11500 W. Olympic Blvd., #400",Los Angeles,CA,90064,7/19/20,,,State Farm Fire and Casualty Company,9/18/10
TA000224750,"SPYROS SKOURAS, INC.  dba Murtha Skouras Agency",1025 Colorado Avenue,Santa Monica,CA,90401,6/20/18,,,THE HARTFORD FIRE INSURANCE COMPANY,6/21/06
TA000224761,"Agency for the Performing Arts, LLC  dba APA",405 S. Beverly Drive,Beverly Hills,CA,90212,8/12/20,Travelers,12/10/19,The Hartford,8/12/18
TA000224767,"Bollotta  & Associates, Inc.  dba Bollotta Enterta","2729 4th Avenue, Suite 1",San Diego,CA,92103,6/28/20,Employers,9/1/19,Surety1,6/28/18
TA000224805,APRIL ELIZABETH RAPP  dba FOXXX MODELING,20821 DEARBORNE STREET,CHATSWORTH,CA,91311,7/24/20,,,ACIC,10/7/11
TA000224807,"KELLY CO, INC.  dba SIGNATURE ENTERTAINMENT LITERA","8306 WILSHIRE BLVD, SUITE 791",BEVERLY HILLS,CA,90211,6/9/17,STATE COMPENSATION INSURANCE FUND,4/13/17,PHILADELPHIA INDEMNITY INSURANCE COMPANY,11/11/13
TA000224859,HERB TANNEN  dba HERB TANNEN & ASSOCIATES,20520 Pinnacle Way,Malibu,CA,90265,9/23/20,,,Old Republic Surety Company,4/30/12
TA000224881,MICHAEL WALLACH,"908 GRANVILLE AVE., STE. 3",LOS ANGELES,CA,90049,9/17/17,,,State Farm,7/31/16
TA000224970,MAZLEA TALENT AGENCY LLC,7409 BEVERLY BLVD,LOS ANGELES,CA,90036,8/15/17,,,GREAT AMERICAN INSURANCE COMPANY,7/28/14
TA000224981,"THE GERSH AGENCY, INC.","9465 WILSHIRE BLVD, 6TH FLOOR",BEVERLY HILLS,CA,90212,9/16/20,The Hartford Fire Insurance,10/31/19,The Hartford Fire Insurance Company,5/8/18
TA000225066,"M.O. ARTIST AGENCY, LLC","21900 BURBANK BLVD., SUITE 300",WOODLAND HILLS,CA,91367,5/25/18,STATE COMPENSATION INSURANCE FUND,5/27/18,HARTFORD FIRE INSURANCE COMPANY,9/23/16
TA000225067,"DEFINING ARTISTS, INC.","8721 Sunset Boulevard, Suite 209",West Hollywood,CA,90069,8/14/20,state,5/1/20,Western Surety Company,8/19/19
TA000225068,JOEL KING  dba PAKULA KING & ASSOCIATES,"9229 SUNSET BLVD., #400",LOS ANGELES,CA,90069,7/30/20,adp,9/19/19,Surety1,2/1/19
TA000225069,"ABOVE THE LINE AGENCY, INC.",468 N. CAMDEN DR. #200,BEVERLY HILLS,CA,90210,7/12/20,SCIF,9/1/20,Gray Casualty,7/12/19
TA000225070,"JAY SIEGAN PRESENTS, LLC  dba JAY SIEGAN PRESENTS","1655 POLK ST., #1",SAN FRANCISCO,CA,94109,8/14/20,,,The Hartford Fire Insurance,2/25/10
TA000225072,WALTER D. SHAW III AND WALTER D. SHAW JR.  dba A.M,121 W. LEXINGTON DRIVE,GLENDALE,CA,91203,7/4/20,,,Surety1,3/1/19
TA000225074,"ZURI MODEL AND TALENT AGENCY, INC.","1999 AVENUE OF THE STARS, SUITE 1100",LOS ANGELES,CA,90067,7/20/20,Technology,7/14/19,Old Republic,6/25/18
TA000225076,"DON BUCHWALD & ASSOCIATES, INC. PACIFIC  dba Buchw","5900 WILSHIRE BLVD., #3100",LOS ANGELES,CA,90036,7/12/20,CNA Insurance,6/8/20,Surety1,7/12/18
TA000225081,STEPHEN D. LINETT  dba THE LINETTWORK,"1901 AVENUE OF THE STARS, SUITE 1100",LOS ANGELES,CA,90067,6/22/17,CITIZENS INS CO OF AMERICA,2/18/18,HARTFORD FIRE INSURANCE COMPANY,9/26/12
TA000225112,PHOTOGENICS TALENT LLC,3103A SOUTH LA CIENEGA BLVD,LOS ANGELES,CA,90016,7/1/19,Great Divide,7/1/19,The Hartford Fire Insurance,9/15/13
TA000225190,"JC TALENT AGENCY, LLC  dba JAGER CAMPBELL TALENT A",201 N Brand Blvd Suite 200,Glendale,CA,91203,7/19/20,,,Hartford Fire,6/24/19
TA000225307,"The Happen Agency, LLC","7220 Owensmouth Ave., #220B",Canoga Park,CA,91303,1/17/17,,,hartford Fire Insurance Company,2/15/12
TA000225334,Christina Aude'  dba Star Touch Agency,1545 Wilcox Ave Suite 201,Los Angeles,CA,90028,7/23/18,,,Absolute,7/24/17
TA000225384,"Preferred Artists, Inc.","16633 Ventura Blvd., Suite 1421",Encino,CA,91436,9/4/20,Employers Compensation Insurance Company,5/1/20,The Hartford Fire Insurance company,11/7/17
TA000225390,XPOSE ENTERTAINMENT INC.,"1055 E. COLORADO BLVD, 5TH FLOOR",PASADENA,CA,91106,8/5/20,,,Surety1,7/1/18
TA000225393,stacy SOLODKIN  dba Beth Stein & Associates,925 N. La Brea Ave 4th Fl.,los angeles,CA,90038,6/8/20,New York Marine & General Insurance Co.,11/2/19,Old Republic Surety Company,6/24/06
TA000225397,"Halcyon Talent, LLC",3500 West Olive Avenue,Burbank,CA,91505,5/19/18,,,Great America,6/29/17
TA000225408,"SKAM ARTIST, INC.",1616 VISTA DEL MAR STREET,LOS ANGELES,CA,90028,9/14/18,NEW YORK MARINE AND GENERAL INSURANCE COMPANY,10/10/17,HARTFORD FIRE INSURANCE COMPANY,11/19/07
TA000225420,8x10 Models LLC,1261 Locust Street #95,Walnut Creek,CA,94596,8/2/19,,,Old Republic Surety,8/30/17
TA000225421,Panacea Entertainment Management & Communications ,2021 Vista Alcedo,Camarillo,CA,93012,7/1/20,New York Marine,6/17/20,American Contractors Indemnity company,10/1/16
TA000225428,RICHARD JOSEPH MAKAREWICZ  dba APEX TALENT GROUP,"8383 WILSHIRE BLVD., STE. 800",BEVERLY HILLS,CA,90211,8/20/18,,,A.C.I.C.,9/27/17
TA000225444,Greta M. Hanley  dba BiCoastal Talent & Literacy A,"2600 W Olive Ave., Ste. 500",Burbank,CA,91505,6/22/20,,,The Gray Casualty & Surety Company,6/23/19
TA000225493,"SOVEREIGN TALENT GROUP, INC.","1642 WESTWOOD BLVD, SUITE 202",LOS ANGELES,CA,90024,6/14/18,GREAT DIVIDE INSURANCE COMPANY,6/15/18,WESTERN SURETY COMPANY,4/16/17
TA000225507,"Tim O'Brien and Associates, Inc.  dba Clear Talent",10950 Ventura Blvd.,Studio City,CA,91604,8/19/20,State Compens,11/1/19,Old Republic,8/19/19
TA000225509,FEATURED ARTISTS AGENCY,"8844 W. OLYMPIC BLVD, SUITE 200",BEVERLY HILLS,CA,90212,8/18/17,,,AMERICAN CONTRACTORS INDEMNITY COMPANY,12/1/05
TA000225513,"PARTISAN ARTS, INC.","1505 BRIDGEWAY, SUITE 205",SAUSALITO,CA,94965,7/8/17,TRAVELERS CASUALTY & SURETY OF,1/31/17,AMERICAN CONTRACTORS INDEMNITY COMPANY,3/17/11
TA000225516,Kamstar Artist Management LLC  dba Kamstar Enterta,"1896 Pacific Ave., #106",San Francisco,CA,94109,8/10/17,,,Hartford Fire Insurance Company,10/28/06
TA000225520,"RICHARD BAUMAN & ASSOCIATES, INC.  dba BRS/GAGE TA","6300 WILSHIRE BLVD., SUITE 1430",LOS ANGELES,CA,90036,7/29/20,Firemans Fund,1/1/20,The Hartford,7/30/19
TA000225574,"ASAP ACQUISITIONS SERVICES AND PROCUREMENTS, INC. ","27955 Smyth Drive, Suite 103",VALENCIA,CA,91355,7/5/20,,,Tokio Marine,6/12/19
TA000225577,"DRAMATIC ARTISTS AGENCY, LA LLC",103 W. ALAMEDA AVENUE #139,BURBANK,CA,91502,6/20/19,CNA Insurance,1/1/19,American Indemnity company,7/13/11
TA000225578,"TWENTIETH CENTURY ARTISTS, INC.","19528 VENTURA BLVD, SUITE 612",TARZANA,CA,91356,4/3/17,,,AEGIS SECURITY INSURANCE COMPANY,7/28/16
TA000225584,"MODEL MANAGEMENT AGENCY, INC.","2635 CAMINO DEL RIO SOUTH, SUITE 202",SAN DIEGO,CA,92108,8/5/17,THE HARTFORD,3/5/17,TRAVELERS CASUALTY AND SURETY COMPANY OF AMERICA,8/27/13
TA000225592,"TELLAVISION AGENCY, L.L.C.",1060 20TH STREET #8,SANTA MONICA,CA,90403,8/20/20,,,Tokio Marine,8/27/19
TA000225598,MARK A. SPIEGLER  dba SPIEGLERGIRLS,21350 LASSEN STREET,CHATSWORTH,CA,91311,9/27/17,,,PHILADELPHIA INDEMNITY INSURANCE COMPANY,7/18/12
TA000225620,Caroline Park  dba Park Artists Group,"11336 Camarillo St., Ste. 208",North Hollywood,CA,91602,5/5/20,State Fund,4/10/19,Gray Casualty & Surety Company,9/16/18
TA000225636,"Evolution Music Partners, LLC","650 S. Grand Avenue, Suite 901",Los Angeles,CA,90017,7/14/20,Employers Preferred Ins. Co,10/1/19,Western Surety Company,6/17/19
TA000225666,"CREATIVE ARTISTS AGENCY, LLC",2000 AVENUE OF THE STARS,LOS ANGELES,CA,90067,9/12/20,Hartford,12/6/19,Hartford,6/1/19
TA000225671,"INNOVATIVE ARTISTS COMEDY DIVISION, LLC",1505 TENTH STREET,SANTA MONICA,CA,90401,7/26/17,ST PAUL FIRE & MARINE INSURANCE COMPANY,7/1/17,HARTFORD FIRE INSURANCE COMPANY,9/22/14
TA000225757,APRIL MILLS ENTERTAINMENT LLC  dba APRIL MILLS ENT,"10725 ACAMA STREET,  APT 14",NORTH HOLLYWOOD,CA,91602,7/9/20,,,Old Republic,9/16/14
TA000225763,"MODEL TWO MANAGEMENT, LLC  dba TWO MANAGEMENT","8000 SUNSET BLVD., STE #A201",LOS ANGELES,CA,90046,8/6/20,State Fund,8/21/19,Aegis,8/17/18
TA000225776,"ESSENTIAL ARTIST GROUP AGENCY, LLC  dba CONNECT EN","22231 MULHOLLAND HWY, SUITE 112A",CALABASAS,CA,91302,8/12/18,,,Old Republic,8/13/18
TA000225801,"BARRY PERELMAN ENTERPRISE, INC.","4237 VIA MARINA,  SUITE J203",MARINA DEL REY,CA,90292,7/15/17,,,HARTFORD FIRE INSURANCE COMPANY,5/26/16
TA000225843,"NYLO MODEL & TALENT AGENCY, INC","2121 N. California Boulevard, Suite 290",Walnut Creek,CA,94596,10/7/20,9118067-18,12/1/20,62215141,11/18/14
TA000225858,VALERIE GREENBAUM  dba EIGER ARTISTS AGENCY,2464 PESQUERA DRIVE,LOS ANGELES,CA,90049,10/24/20,,,The Hartford,11/17/08
TA000226022,AVANT ARTISTS LLC,21300 VICTORY BLVD. #505,WOODLAND HILLS,CA,91367,7/20/20,State Compensation Insurance Fuind,10/26/19,Western Surety Company,7/28/19
TA000226030,"MINC TALENT, LLC","7083 HOLLYWOOD BLVD., FOURTH FLOOR",LOS ANGELES,CA,90028,9/22/20,State Fund,1/25/20,SuretyBonds,8/1/19
TA000226051,ELIZABETH C. ST. DENIS  dba ELIZABETH ST. DENIS/AR,4032 Wilshire Blvd. #403,LOS ANGELES,CA,90010,8/24/18,,,Surety1 Bond,5/5/17
TA000226060,90210 TALENT INC.,"16430 VENTURA BLVD., SUITE 200",ENCINO,CA,91436,5/26/17,,,HARTFORD FIRE INSURANCE COMPANY,8/1/15
TA000226097,"WILHELMINA WEST, INC.","9378 WILSHIRE BLVD., SUITE 310",BEVERLY HILLS,CA,90212,8/24/20,Federal Insurance company,3/15/20,Travelers,4/15/19
TA000226134,NEXXXT LEVEL TALENT AGENCY LLC,"21501 Roscoe Blvd, Unit 120",Canoga Park,CA,91304,8/18/20,,,Pro Surety,9/5/19
TA000226195,"HENDERSON REPRESENTS, INC.","11846 VENTURA BLVD., #302",STUDIO CITY,CA,91604,5/24/17,SEQUOIA INSURANCE COMPANY,4/21/17,WASHINGTON INTERNATIONAL INSURANCE COMPANY,8/30/12
TA000226201,"JE MODEL MANAGEMENT, INC.","155 Montgomery Street, Suite 805",SAN FRANCISCO,CA,94104,7/23/20,Property & Casualty Ins. Co. of Hartford,9/19/19,The Hanover Insurance Company,7/20/19
TA000226214,BRAD MADISON AND CHRISTOPHER FAVILLE  dba MONGREL ,743 CENTER BLVD.,FAIRFAX,CA,94930,8/4/20,,,Hartford,11/27/18
TA000226247,"LW 1, INC.  dba APERTURE TALENT","9378 WILSHIRE BLVD., SUITE 310",BEVERLY HILLS,CA,90212,5/29/20,Viligant Insurance Company,3/15/20,RLI Insurance Company,11/30/16
TA000226314,"EXPECTING MODELS, INC.","21243 VENTURA BLVD., STE. 128",WOODLAND HILLS,CA,91364,6/30/18,,,HARTFORD FIRE INSURANCE COMPANY,4/14/16
TA000226317,"THE CULBERTSON GROUP, LLC",9107 WILSHIRE BLVD. #450,BEVERLY HILLS,CA,90210,10/2/20,,,Surety 1,8/13/19
TA000226451,TERESA H. REILLY & JULIE LYNNE aka JULIE LYNNE VER,"10725 VANOWEN ST., STE. 113",NORTH HOLLYWOOD,CA,91505,7/13/19,,,State Farm Fire and Casualty Company,2/26/06
TA000226469,"NATURAL TALENT, INC.",3331 OCEAN PARK BLVD. #203,SANTA MONICA,CA,90405,10/28/17,ARCH INSURANCE COMPANY,7/1/17,PLATTE RIVER INSURANCE COMPANY,10/6/06
TA000226481,Mary Joy Guzman  dba Wynn Star Production and Tale,828 Lakehaven Drive,Sunnyvale,CA,94089,9/10/20,,,Old Republic Surety Company,4/15/19
TA000226510,"AIR-EDEL US, LLC",1416 N LA BREA AVE.,HOLLYWOOD,CA,90028,1/14/20,Paychex Insur,4/6/19,BondsExpress,5/23/18
TA000226566,CLAIRE BEST & ASSOCIATES,736 SEWARD ST.,LOS ANGELES,CA,90038,8/15/20,Travelers Indemnity Company,8/30/19,The Hartford Fire Insurance,9/3/10
TA000226660,"DreamRay Model and Talent Agency, LLC","5151 California Avenue, Suite 100",Irvine,CA,92617,7/25/20,,,The Gray Sure,4/30/19
TA000226672,"WARDEN, WHITE & ASSOCIATES",10866 Wilshire Blvd #300,Los Angeles,CA,90024,3/22/20,,,Western Surty,6/10/18
TA000226674,"THE ACTORS' HOUSE, INC.","5717 VALERIE AVE., SUITE 100",WOODLAND HILLS,CA,91367,8/28/20,,,The Hartford Fire Insurance,11/14/14
TA000226696,"VOICEOVER LA, INC.  dba VOICEOVER LA","14144 VENTURA BLVD., SUITE 303",SHERMAN OAKS,CA,91423,1/13/17,TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA,6/10/17,OLD REPUBLIC SURETY COMPANY,8/5/06
TA000226698,DONNA H. LEE  dba CIRCLE TALENT ASSOCIATES TALENT ,"401 WILSHIRE BLVD., 12TH FLOOR PENTHOUSE",SANTA MONICA,CA,90401,8/29/20,,,Surety1,8/29/19
TA000226835,"SHIRLEY WILSON & ASSOC., INC.",14140 VENTURA BLVD. STE. 206,SHERMAN OAKS,CA,91423,6/19/19,,,Tower Select Insurance Company,8/12/12
TA000226842,"BUSINESS MANAGEMENT LAB, INC.","10330 PIONEER BLVD., SUITE 250",SANTA FE SPRINGS,CA,90670,10/14/18,CNA INSURANCE COMPANIES,7/22/18,AMERICAN CONTRACTORS INDEMNITY COMPANY,8/10/17
TA000226858,NEWMARK MODELS INC.  dba newMARK Models,"7083 HOLLYWOOD BLVD., 5TH FLOOR",LOS ANGELES,CA,90028,9/19/17,TRAVELERS PROPERTY CASUALTY INSURANCE COMPANY,7/30/17,AMERICAN CONTRACTORS INDEMNITY COMPANY,10/11/13
TA000226877,"WORLD PREMIER AGENCY, LLC","1015 12TH STREET, SUITE 10",MODESTO,CA,95354,7/21/17,,,HARTFORD FIRE INSURANCE COMPANY,8/21/15
TA000226990,JAMES LUKANIK  dba HUXLEY ENTERTAINMENT MANAGEMENT,1265 1/2 HAVENHURST DR.,WEST HOLLYWOOD,CA,90046,8/6/17,,,PHILADELPHIA INDEMNITY INSURANCE COMPANY,7/22/16
TA000227018,"ARETE TALENT AGENCY, LLC","454 N ROBERTSON BLVD., STE #1",WEST HOLLYWOOD,CA,90048,6/22/17,FOREMOST SIGNATURE INSURANCE COMPANY,6/27/17,AMERICAN CONTRACTORS INDEMNITY COMPANY,6/26/09
TA000227024,ROTHMAN BRECHER LLC  dba Rothman Brecher Ehrich Li,"9250 WILSHIRE BLVD., PENTHOUSE",BEVERLY HILLS,CA,90212,12/17/20,Hiscox Group Companies,12/1/20,Western Surety Company,1/17/18
TA000227064,"METROPOLIS ANIMATION, INC.","9230 W. OLYMPIC BLVD., STE. 202",BEVERLY HILLS,CA,90212,8/28/20,,,Bond Exchange,8/13/19
TA000227069,"MARI SMITH PRESENTS, INC.  dba MARY SMITH PRESENTS","101 STATE PLACE, SUITE D",ESCONDIDO,CA,92029,8/23/17,STATE COMPENSATION INSURANCE FUND,11/28/16,HARTFORD FIRE INSURANCE COMPANY,8/9/06
TA000227086,"DDO ARTISTS AGENCY, LLC","4605 LANKERSHIM BLVD., SUITE #340",NORTH HOLLYWOOD,CA,91602,9/3/20,,,The Hartford Fire,9/17/19
TA000227124,8x10 MODELS LLC,"166 GEARY STREET, SUITE 705",SAN FRANCISCO,CA,94108,8/2/17,,,BANKERS INSURANCE COMPANY,8/30/13
TA000227138,COURTNEY HANLON  dba HANLON TALENT AGENCY,"6210 WILSHIRE BLVD., #305",LOS ANGELES,CA,90048,8/6/20,,,Surety One,2/1/19
TA000227170,HABER ENTERTAINMENT,"434 S. CANON DR., SUITE 204",BEVERLY HILLS,CA,90212,10/24/20,,,The Hartford Fire Insurance,3/22/10
TA000227173,SHANNON MICHELLE LOAR-COTE  dba HELLO GORGEOUS MOD,108 WEST MISSION UNIT B,SANTA BARBARA,CA,93101,8/31/17,,,Platte River Insurance Company,3/5/18
TA000227184,SHIRLEY ANN WILSON  dba WILSON & ASSOCIATES,6472 SANTA MONICA BLVD.,HOLLYWOOD,CA,90038,7/27/20,,,The Hartford Fire Insurance,6/21/11
TA000227243,JENNY NARCISA STRICKLIN  dba JENNY STRICKLIN TALEN,1438 N. Gower St. Bldg 2 - Rm 39,HOLLYWOOD,CA,90028,7/26/20,,,ACIC,5/9/19
TA000227255,"Genetic Models Management, LLC","1601, N Gower st",Los angeles,CA,90028,1/26/20,,,Western Surety Company,8/15/16
TA000227255,"Genetic Models Management, LLC","1601, N Gower st",Los angeles,CA,90028,1/26/21,,,Western Surety Company,8/15/19
TA000227285,AHLIA DEMAS JIMENEZ  dba AhhFlee Productions,1918 Fairway Circle Drive,Lake San Marcos,CA,92078,8/6/17,,,Philadelphia Indemnity Insurance Company,8/31/16
TA000227373,"FREEDOM 6.21, INC.  dba SOLO ARTISTS",2251 Guthrie Circle,Los Angeles,CA,90034,8/19/20,Great Divide Insurance Company,1/1/20,The Hartford Fire,7/10/19
TA000227393,"DIRECT MODELS, INC.  dba LA DIRECT MODELS","770 L STREET, SUITE 950",SACRAMENTO,CA,95814,1/22/20,,,Western Surety Company,9/20/19
