"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"JPN","INCOMEINEQ","P90P10","RT","A","2018",5.2,
"JPN","INCOMEINEQ","P90P50","RT","A","2018",2,
"JPN","INCOMEINEQ","GINI","INEQ","A","2018",0.334,
"KOR","INCOMEINEQ","P50P10","RT","A","2011",2.9,
"KOR","INCOMEINEQ","P50P10","RT","A","2012",2.9,
"KOR","INCOMEINEQ","P50P10","RT","A","2013",2.9,
"KOR","INCOMEINEQ","P50P10","RT","A","2014",2.8,
"KOR","INCOMEINEQ","P50P10","RT","A","2015",2.8,
"KOR","INCOMEINEQ","P50P10","RT","A","2016",2.8,
"KOR","INCOMEINEQ","P50P10","RT","A","2017",2.7,
"KOR","INCOMEINEQ","P50P10","RT","A","2018",2.7,
"KOR","INCOMEINEQ","P50P10","RT","A","2019",2.6,
"KOR","INCOMEINEQ","P50P10","RT","A","2020",2.4,
"KOR","INCOMEINEQ","P90P10","RT","A","2011",6.4,
"KOR","INCOMEINEQ","P90P10","RT","A","2012",6.2,
"KOR","INCOMEINEQ","P90P10","RT","A","2013",6.1,
"KOR","INCOMEINEQ","P90P10","RT","A","2014",6,
"KOR","INCOMEINEQ","P90P10","RT","A","2015",5.7,
"KOR","INCOMEINEQ","P90P10","RT","A","2016",5.7,
"KOR","INCOMEINEQ","P90P10","RT","A","2017",5.8,
"KOR","INCOMEINEQ","P90P10","RT","A","2018",5.5,
"KOR","INCOMEINEQ","P90P10","RT","A","2019",5.2,
"KOR","INCOMEINEQ","P90P10","RT","A","2020",4.8,
"KOR","INCOMEINEQ","P90P50","RT","A","2011",2.2,
"KOR","INCOMEINEQ","P90P50","RT","A","2012",2.2,
"KOR","INCOMEINEQ","P90P50","RT","A","2013",2.1,
"KOR","INCOMEINEQ","P90P50","RT","A","2014",2.1,
"KOR","INCOMEINEQ","P90P50","RT","A","2015",2.1,
"KOR","INCOMEINEQ","P90P50","RT","A","2016",2.1,
"KOR","INCOMEINEQ","P90P50","RT","A","2017",2.1,
"KOR","INCOMEINEQ","P90P50","RT","A","2018",2.1,
"KOR","INCOMEINEQ","P90P50","RT","A","2019",2,
"KOR","INCOMEINEQ","P90P50","RT","A","2020",2,
"KOR","INCOMEINEQ","GINI","INEQ","A","2011",0.388,
"KOR","INCOMEINEQ","GINI","INEQ","A","2012",0.385,
"KOR","INCOMEINEQ","GINI","INEQ","A","2013",0.372,
"KOR","INCOMEINEQ","GINI","INEQ","A","2014",0.363,
"KOR","INCOMEINEQ","GINI","INEQ","A","2015",0.352,
"KOR","INCOMEINEQ","GINI","INEQ","A","2016",0.355,
"KOR","INCOMEINEQ","GINI","INEQ","A","2017",0.354,
"KOR","INCOMEINEQ","GINI","INEQ","A","2018",0.345,
"KOR","INCOMEINEQ","GINI","INEQ","A","2019",0.339,
"KOR","INCOMEINEQ","GINI","INEQ","A","2020",0.331,
"LUX","INCOMEINEQ","P50P10","RT","A","2015",2.1,
"LUX","INCOMEINEQ","P50P10","RT","A","2016",2.1,
"LUX","INCOMEINEQ","P50P10","RT","A","2017",2.2,
"LUX","INCOMEINEQ","P50P10","RT","A","2018",2.1,
"LUX","INCOMEINEQ","P50P10","RT","A","2019",2,
"LUX","INCOMEINEQ","P90P10","RT","A","2015",4,
"LUX","INCOMEINEQ","P90P10","RT","A","2016",4.1,
"LUX","INCOMEINEQ","P90P10","RT","A","2017",4.5,
"LUX","INCOMEINEQ","P90P10","RT","A","2018",4.1,
"LUX","INCOMEINEQ","P90P10","RT","A","2019",3.9,
"LUX","INCOMEINEQ","P90P50","RT","A","2015",1.9,
"LUX","INCOMEINEQ","P90P50","RT","A","2016",1.9,
"LUX","INCOMEINEQ","P90P50","RT","A","2017",2.1,
"LUX","INCOMEINEQ","P90P50","RT","A","2018",1.9,
"LUX","INCOMEINEQ","P90P50","RT","A","2019",1.9,
"LUX","INCOMEINEQ","GINI","INEQ","A","2015",0.306,
"LUX","INCOMEINEQ","GINI","INEQ","A","2016",0.305,
"LUX","INCOMEINEQ","GINI","INEQ","A","2017",0.327,
"LUX","INCOMEINEQ","GINI","INEQ","A","2018",0.318,
"LUX","INCOMEINEQ","GINI","INEQ","A","2019",0.305,
"MEX","INCOMEINEQ","P50P10","RT","A","2012",2.9,
"MEX","INCOMEINEQ","P50P10","RT","A","2014",2.6,
"MEX","INCOMEINEQ","P50P10","RT","A","2016",2.5,
"MEX","INCOMEINEQ","P50P10","RT","A","2018",2.5,
"MEX","INCOMEINEQ","P50P10","RT","A","2020",2.6,
"MEX","INCOMEINEQ","P90P10","RT","A","2012",8.1,
"MEX","INCOMEINEQ","P90P10","RT","A","2014",7.2,
"MEX","INCOMEINEQ","P90P10","RT","A","2016",6.7,
"MEX","INCOMEINEQ","P90P10","RT","A","2018",6.4,
"MEX","INCOMEINEQ","P90P10","RT","A","2020",6.6,
"MEX","INCOMEINEQ","P90P50","RT","A","2012",2.8,
"MEX","INCOMEINEQ","P90P50","RT","A","2014",2.8,
"MEX","INCOMEINEQ","P90P50","RT","A","2016",2.7,
"MEX","INCOMEINEQ","P90P50","RT","A","2018",2.6,
"MEX","INCOMEINEQ","P90P50","RT","A","2020",2.6,
"MEX","INCOMEINEQ","GINI","INEQ","A","2012",0.457,
"MEX","INCOMEINEQ","GINI","INEQ","A","2014",0.459,
"MEX","INCOMEINEQ","GINI","INEQ","A","2016",0.459,
"MEX","INCOMEINEQ","GINI","INEQ","A","2018",0.418,
"MEX","INCOMEINEQ","GINI","INEQ","A","2020",0.42,
"NLD","INCOMEINEQ","P50P10","RT","A","2011",1.8,
"NLD","INCOMEINEQ","P50P10","RT","A","2012",1.8,
"NLD","INCOMEINEQ","P50P10","RT","A","2013",1.9,
"NLD","INCOMEINEQ","P50P10","RT","A","2014",1.9,
"NLD","INCOMEINEQ","P50P10","RT","A","2015",1.9,
"NLD","INCOMEINEQ","P50P10","RT","A","2016",1.9,
"NLD","INCOMEINEQ","P50P10","RT","A","2017",1.9,
"NLD","INCOMEINEQ","P50P10","RT","A","2018",1.9,
"NLD","INCOMEINEQ","P50P10","RT","A","2019",1.9,"P"
"NLD","INCOMEINEQ","P90P10","RT","A","2011",3.3,
"NLD","INCOMEINEQ","P90P10","RT","A","2012",3.3,
"NLD","INCOMEINEQ","P90P10","RT","A","2013",3.4,
"NLD","INCOMEINEQ","P90P10","RT","A","2014",3.4,
"NLD","INCOMEINEQ","P90P10","RT","A","2015",3.4,
"NLD","INCOMEINEQ","P90P10","RT","A","2016",3.4,
"NLD","INCOMEINEQ","P90P10","RT","A","2017",3.4,
"NLD","INCOMEINEQ","P90P10","RT","A","2018",3.3,
"NLD","INCOMEINEQ","P90P10","RT","A","2019",3.4,"P"
"NLD","INCOMEINEQ","P90P50","RT","A","2011",1.8,
"NLD","INCOMEINEQ","P90P50","RT","A","2012",1.8,
"NLD","INCOMEINEQ","P90P50","RT","A","2013",1.8,
"NLD","INCOMEINEQ","P90P50","RT","A","2014",1.8,
"NLD","INCOMEINEQ","P90P50","RT","A","2015",1.8,
"NLD","INCOMEINEQ","P90P50","RT","A","2016",1.8,
"NLD","INCOMEINEQ","P90P50","RT","A","2017",1.8,
"NLD","INCOMEINEQ","P90P50","RT","A","2018",1.8,
"NLD","INCOMEINEQ","P90P50","RT","A","2019",1.8,"P"
"NLD","INCOMEINEQ","GINI","INEQ","A","2011",0.294,
"NLD","INCOMEINEQ","GINI","INEQ","A","2012",0.293,
"NLD","INCOMEINEQ","GINI","INEQ","A","2013",0.287,
"NLD","INCOMEINEQ","GINI","INEQ","A","2014",0.305,
"NLD","INCOMEINEQ","GINI","INEQ","A","2015",0.305,
"NLD","INCOMEINEQ","GINI","INEQ","A","2016",0.292,
"NLD","INCOMEINEQ","GINI","INEQ","A","2017",0.298,
"NLD","INCOMEINEQ","GINI","INEQ","A","2018",0.295,
"NLD","INCOMEINEQ","GINI","INEQ","A","2019",0.296,"P"
"NZL","INCOMEINEQ","P50P10","RT","A","2006",2.2,
"NZL","INCOMEINEQ","P50P10","RT","A","2007",2.2,
"NZL","INCOMEINEQ","P50P10","RT","A","2008",2.2,
"NZL","INCOMEINEQ","P50P10","RT","A","2009",2.2,
"NZL","INCOMEINEQ","P50P10","RT","A","2010",2.2,
"NZL","INCOMEINEQ","P50P10","RT","A","2011",2.3,
"NZL","INCOMEINEQ","P50P10","RT","A","2012",2.3,
"NZL","INCOMEINEQ","P50P10","RT","A","2013",2.2,
"NZL","INCOMEINEQ","P50P10","RT","A","2014",2.3,
"NZL","INCOMEINEQ","P50P10","RT","A","2015",2.2,
"NZL","INCOMEINEQ","P50P10","RT","A","2016",2.2,
"NZL","INCOMEINEQ","P50P10","RT","A","2017",2.3,
"NZL","INCOMEINEQ","P50P10","RT","A","2018",2.2,
"NZL","INCOMEINEQ","P50P10","RT","A","2019",2.2,
"NZL","INCOMEINEQ","P50P10","RT","A","2020",2.1,
"NZL","INCOMEINEQ","P90P10","RT","A","2006",4.5,
"NZL","INCOMEINEQ","P90P10","RT","A","2007",4.4,
"NZL","INCOMEINEQ","P90P10","RT","A","2008",4.3,
"NZL","INCOMEINEQ","P90P10","RT","A","2009",4.4,
"NZL","INCOMEINEQ","P90P10","RT","A","2010",4.5,
"NZL","INCOMEINEQ","P90P10","RT","A","2011",4.6,
"NZL","INCOMEINEQ","P90P10","RT","A","2012",4.5,
"NZL","INCOMEINEQ","P90P10","RT","A","2013",4.7,
"NZL","INCOMEINEQ","P90P10","RT","A","2014",4.6,
"NZL","INCOMEINEQ","P90P10","RT","A","2015",4.4,
"NZL","INCOMEINEQ","P90P10","RT","A","2016",4.4,
"NZL","INCOMEINEQ","P90P10","RT","A","2017",4.5,
"NZL","INCOMEINEQ","P90P10","RT","A","2018",4.3,
"NZL","INCOMEINEQ","P90P10","RT","A","2019",4.3,
"NZL","INCOMEINEQ","P90P10","RT","A","2020",4.2,
"NZL","INCOMEINEQ","P90P50","RT","A","2006",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2007",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2008",1.9,
"NZL","INCOMEINEQ","P90P50","RT","A","2009",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2010",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2011",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2012",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2013",2.1,
"NZL","INCOMEINEQ","P90P50","RT","A","2014",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2015",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2016",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2017",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2018",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2019",2,
"NZL","INCOMEINEQ","P90P50","RT","A","2020",2,
"NZL","INCOMEINEQ","GINI","INEQ","A","2006",0.332,
"NZL","INCOMEINEQ","GINI","INEQ","A","2007",0.331,
"NZL","INCOMEINEQ","GINI","INEQ","A","2008",0.328,
"NZL","INCOMEINEQ","GINI","INEQ","A","2009",0.329,
"NZL","INCOMEINEQ","GINI","INEQ","A","2010",0.335,
"NZL","INCOMEINEQ","GINI","INEQ","A","2011",0.329,
"NZL","INCOMEINEQ","GINI","INEQ","A","2012",0.335,
"NZL","INCOMEINEQ","GINI","INEQ","A","2013",0.341,
"NZL","INCOMEINEQ","GINI","INEQ","A","2014",0.341,
"NZL","INCOMEINEQ","GINI","INEQ","A","2015",0.325,
"NZL","INCOMEINEQ","GINI","INEQ","A","2016",0.333,
"NZL","INCOMEINEQ","GINI","INEQ","A","2017",0.335,
"NZL","INCOMEINEQ","GINI","INEQ","A","2018",0.33,
"NZL","INCOMEINEQ","GINI","INEQ","A","2019",0.326,
"NZL","INCOMEINEQ","GINI","INEQ","A","2020",0.32,
"NOR","INCOMEINEQ","P50P10","RT","A","2004",1.8,
"NOR","INCOMEINEQ","P50P10","RT","A","2008",1.8,
"NOR","INCOMEINEQ","P50P10","RT","A","2009",1.8,
"NOR","INCOMEINEQ","P50P10","RT","A","2010",1.8,
"NOR","INCOMEINEQ","P50P10","RT","A","2011",1.8,
"NOR","INCOMEINEQ","P50P10","RT","A","2012",1.9,
"NOR","INCOMEINEQ","P50P10","RT","A","2013",1.9,
"NOR","INCOMEINEQ","P50P10","RT","A","2014",1.9,
"NOR","INCOMEINEQ","P50P10","RT","A","2015",1.9,
"NOR","INCOMEINEQ","P50P10","RT","A","2016",1.9,
"NOR","INCOMEINEQ","P50P10","RT","A","2017",1.9,
"NOR","INCOMEINEQ","P50P10","RT","A","2018",1.9,
"NOR","INCOMEINEQ","P50P10","RT","A","2019",1.9,
"NOR","INCOMEINEQ","P90P10","RT","A","2004",2.8,
"NOR","INCOMEINEQ","P90P10","RT","A","2008",3,
"NOR","INCOMEINEQ","P90P10","RT","A","2009",2.9,
"NOR","INCOMEINEQ","P90P10","RT","A","2010",2.9,
"NOR","INCOMEINEQ","P90P10","RT","A","2011",3,
"NOR","INCOMEINEQ","P90P10","RT","A","2012",3,
"NOR","INCOMEINEQ","P90P10","RT","A","2013",3,
"NOR","INCOMEINEQ","P90P10","RT","A","2014",3.1,
"NOR","INCOMEINEQ","P90P10","RT","A","2015",3.1,
"NOR","INCOMEINEQ","P90P10","RT","A","2016",3.1,
"NOR","INCOMEINEQ","P90P10","RT","A","2017",3.1,
"NOR","INCOMEINEQ","P90P10","RT","A","2018",3.1,
"NOR","INCOMEINEQ","P90P10","RT","A","2019",3.1,
"NOR","INCOMEINEQ","P90P50","RT","A","2004",1.6,
"NOR","INCOMEINEQ","P90P50","RT","A","2008",1.6,
"NOR","INCOMEINEQ","P90P50","RT","A","2009",1.6,
"NOR","INCOMEINEQ","P90P50","RT","A","2010",1.6,
"NOR","INCOMEINEQ","P90P50","RT","A","2011",1.6,
"NOR","INCOMEINEQ","P90P50","RT","A","2012",1.6,
"NOR","INCOMEINEQ","P90P50","RT","A","2013",1.6,
"NOR","INCOMEINEQ","P90P50","RT","A","2014",1.6,
"NOR","INCOMEINEQ","P90P50","RT","A","2015",1.7,
"NOR","INCOMEINEQ","P90P50","RT","A","2016",1.7,
"NOR","INCOMEINEQ","P90P50","RT","A","2017",1.7,
"NOR","INCOMEINEQ","P90P50","RT","A","2018",1.7,
"NOR","INCOMEINEQ","P90P50","RT","A","2019",1.7,
"NOR","INCOMEINEQ","GINI","INEQ","A","2004",0.285,
"NOR","INCOMEINEQ","GINI","INEQ","A","2008",0.25,
"NOR","INCOMEINEQ","GINI","INEQ","A","2009",0.245,
"NOR","INCOMEINEQ","GINI","INEQ","A","2010",0.249,
"NOR","INCOMEINEQ","GINI","INEQ","A","2011",0.25,
"NOR","INCOMEINEQ","GINI","INEQ","A","2012",0.253,
"NOR","INCOMEINEQ","GINI","INEQ","A","2013",0.252,
"NOR","INCOMEINEQ","GINI","INEQ","A","2014",0.257,
"NOR","INCOMEINEQ","GINI","INEQ","A","2015",0.272,
"NOR","INCOMEINEQ","GINI","INEQ","A","2016",0.262,
"NOR","INCOMEINEQ","GINI","INEQ","A","2017",0.262,
"NOR","INCOMEINEQ","GINI","INEQ","A","2018",0.262,
"NOR","INCOMEINEQ","GINI","INEQ","A","2019",0.261,
"POL","INCOMEINEQ","P50P10","RT","A","2005",2.2,
"POL","INCOMEINEQ","P50P10","RT","A","2006",2.1,
"POL","INCOMEINEQ","P50P10","RT","A","2007",2,
"POL","INCOMEINEQ","P50P10","RT","A","2008",2.1,
"POL","INCOMEINEQ","P50P10","RT","A","2009",2.1,
"POL","INCOMEINEQ","P50P10","RT","A","2010",2.1,
"POL","INCOMEINEQ","P50P10","RT","A","2011",2.1,
"POL","INCOMEINEQ","P50P10","RT","A","2012",2,
"POL","INCOMEINEQ","P50P10","RT","A","2013",2,
"POL","INCOMEINEQ","P50P10","RT","A","2014",2,
"POL","INCOMEINEQ","P50P10","RT","A","2015",2.1,
"POL","INCOMEINEQ","P50P10","RT","A","2016",2,
"POL","INCOMEINEQ","P50P10","RT","A","2017",2,
"POL","INCOMEINEQ","P50P10","RT","A","2018",2,
"POL","INCOMEINEQ","P90P10","RT","A","2005",4.5,
"POL","INCOMEINEQ","P90P10","RT","A","2006",4.2,
"POL","INCOMEINEQ","P90P10","RT","A","2007",3.9,
"POL","INCOMEINEQ","P90P10","RT","A","2008",4,
"POL","INCOMEINEQ","P90P10","RT","A","2009",4,
"POL","INCOMEINEQ","P90P10","RT","A","2010",3.9,
"POL","INCOMEINEQ","P90P10","RT","A","2011",3.9,
"POL","INCOMEINEQ","P90P10","RT","A","2012",3.9,
"POL","INCOMEINEQ","P90P10","RT","A","2013",3.9,
"POL","INCOMEINEQ","P90P10","RT","A","2014",3.9,
"POL","INCOMEINEQ","P90P10","RT","A","2015",4,
"POL","INCOMEINEQ","P90P10","RT","A","2016",3.7,
"POL","INCOMEINEQ","P90P10","RT","A","2017",3.6,
"POL","INCOMEINEQ","P90P10","RT","A","2018",3.6,
"POL","INCOMEINEQ","P90P50","RT","A","2005",2.1,
"POL","INCOMEINEQ","P90P50","RT","A","2006",2,
"POL","INCOMEINEQ","P90P50","RT","A","2007",2,
"POL","INCOMEINEQ","P90P50","RT","A","2008",1.9,
"POL","INCOMEINEQ","P90P50","RT","A","2009",1.9,
"POL","INCOMEINEQ","P90P50","RT","A","2010",1.9,
"POL","INCOMEINEQ","P90P50","RT","A","2011",1.9,
"POL","INCOMEINEQ","P90P50","RT","A","2012",1.9,
"POL","INCOMEINEQ","P90P50","RT","A","2013",1.9,
"POL","INCOMEINEQ","P90P50","RT","A","2014",1.9,
"POL","INCOMEINEQ","P90P50","RT","A","2015",1.9,
"POL","INCOMEINEQ","P90P50","RT","A","2016",1.8,
"POL","INCOMEINEQ","P90P50","RT","A","2017",1.8,
"POL","INCOMEINEQ","P90P50","RT","A","2018",1.8,
"POL","INCOMEINEQ","GINI","INEQ","A","2005",0.327,
"POL","INCOMEINEQ","GINI","INEQ","A","2006",0.315,
"POL","INCOMEINEQ","GINI","INEQ","A","2007",0.315,
"POL","INCOMEINEQ","GINI","INEQ","A","2008",0.307,
"POL","INCOMEINEQ","GINI","INEQ","A","2009",0.303,
"POL","INCOMEINEQ","GINI","INEQ","A","2010",0.304,
"POL","INCOMEINEQ","GINI","INEQ","A","2011",0.301,
"POL","INCOMEINEQ","GINI","INEQ","A","2012",0.298,
"POL","INCOMEINEQ","GINI","INEQ","A","2013",0.299,
"POL","INCOMEINEQ","GINI","INEQ","A","2014",0.297,
"POL","INCOMEINEQ","GINI","INEQ","A","2015",0.291,
"POL","INCOMEINEQ","GINI","INEQ","A","2016",0.285,
"POL","INCOMEINEQ","GINI","INEQ","A","2017",0.275,
"POL","INCOMEINEQ","GINI","INEQ","A","2018",0.281,
"PRT","INCOMEINEQ","P50P10","RT","A","2004",2.2,
"PRT","INCOMEINEQ","P50P10","RT","A","2005",2.1,
"PRT","INCOMEINEQ","P50P10","RT","A","2006",2.2,
"PRT","INCOMEINEQ","P50P10","RT","A","2007",2.2,
"PRT","INCOMEINEQ","P50P10","RT","A","2008",2.1,
"PRT","INCOMEINEQ","P50P10","RT","A","2009",2.1,
"PRT","INCOMEINEQ","P50P10","RT","A","2010",2.1,
"PRT","INCOMEINEQ","P50P10","RT","A","2011",2.1,
"PRT","INCOMEINEQ","P50P10","RT","A","2012",2.2,
"PRT","INCOMEINEQ","P50P10","RT","A","2013",2.3,
"PRT","INCOMEINEQ","P50P10","RT","A","2014",2.2,
"PRT","INCOMEINEQ","P50P10","RT","A","2015",2.2,
"PRT","INCOMEINEQ","P50P10","RT","A","2016",2.2,
"PRT","INCOMEINEQ","P50P10","RT","A","2017",2,
"PRT","INCOMEINEQ","P50P10","RT","A","2018",2,
"PRT","INCOMEINEQ","P50P10","RT","A","2019",2,
"PRT","INCOMEINEQ","P90P10","RT","A","2004",5.4,
"PRT","INCOMEINEQ","P90P10","RT","A","2005",5.2,
"PRT","INCOMEINEQ","P90P10","RT","A","2006",5.3,
"PRT","INCOMEINEQ","P90P10","RT","A","2007",4.9,
"PRT","INCOMEINEQ","P90P10","RT","A","2008",4.7,
"PRT","INCOMEINEQ","P90P10","RT","A","2009",4.6,
"PRT","INCOMEINEQ","P90P10","RT","A","2010",4.6,
"PRT","INCOMEINEQ","P90P10","RT","A","2011",4.5,
"PRT","INCOMEINEQ","P90P10","RT","A","2012",4.7,
"PRT","INCOMEINEQ","P90P10","RT","A","2013",4.9,
"PRT","INCOMEINEQ","P90P10","RT","A","2014",4.7,
"PRT","INCOMEINEQ","P90P10","RT","A","2015",4.7,
"PRT","INCOMEINEQ","P90P10","RT","A","2016",4.5,
"PRT","INCOMEINEQ","P90P10","RT","A","2017",4.2,
"PRT","INCOMEINEQ","P90P10","RT","A","2018",4.1,
"PRT","INCOMEINEQ","P90P10","RT","A","2019",4.1,
"PRT","INCOMEINEQ","P90P50","RT","A","2004",2.4,
"PRT","INCOMEINEQ","P90P50","RT","A","2005",2.4,
"PRT","INCOMEINEQ","P90P50","RT","A","2006",2.4,
"PRT","INCOMEINEQ","P90P50","RT","A","2007",2.3,
"PRT","INCOMEINEQ","P90P50","RT","A","2008",2.3,
"PRT","INCOMEINEQ","P90P50","RT","A","2009",2.2,
"PRT","INCOMEINEQ","P90P50","RT","A","2010",2.2,
"PRT","INCOMEINEQ","P90P50","RT","A","2011",2.1,
"PRT","INCOMEINEQ","P90P50","RT","A","2012",2.1,
"PRT","INCOMEINEQ","P90P50","RT","A","2013",2.1,
"PRT","INCOMEINEQ","P90P50","RT","A","2014",2.1,
"PRT","INCOMEINEQ","P90P50","RT","A","2015",2.1,
"PRT","INCOMEINEQ","P90P50","RT","A","2016",2.1,
"PRT","INCOMEINEQ","P90P50","RT","A","2017",2,
"PRT","INCOMEINEQ","P90P50","RT","A","2018",2,
"PRT","INCOMEINEQ","P90P50","RT","A","2019",2,
"PRT","INCOMEINEQ","GINI","INEQ","A","2004",0.383,
"PRT","INCOMEINEQ","GINI","INEQ","A","2005",0.378,
"PRT","INCOMEINEQ","GINI","INEQ","A","2006",0.368,
"PRT","INCOMEINEQ","GINI","INEQ","A","2007",0.36,
"PRT","INCOMEINEQ","GINI","INEQ","A","2008",0.354,
"PRT","INCOMEINEQ","GINI","INEQ","A","2009",0.336,
"PRT","INCOMEINEQ","GINI","INEQ","A","2010",0.341,
"PRT","INCOMEINEQ","GINI","INEQ","A","2011",0.337,
"PRT","INCOMEINEQ","GINI","INEQ","A","2012",0.337,
"PRT","INCOMEINEQ","GINI","INEQ","A","2013",0.341,
"PRT","INCOMEINEQ","GINI","INEQ","A","2014",0.338,
"PRT","INCOMEINEQ","GINI","INEQ","A","2015",0.336,
"PRT","INCOMEINEQ","GINI","INEQ","A","2016",0.331,
"PRT","INCOMEINEQ","GINI","INEQ","A","2017",0.32,
"PRT","INCOMEINEQ","GINI","INEQ","A","2018",0.317,
"PRT","INCOMEINEQ","GINI","INEQ","A","2019",0.31,
"SVK","INCOMEINEQ","P50P10","RT","A","2004",1.9,
"SVK","INCOMEINEQ","P50P10","RT","A","2005",1.8,
"SVK","INCOMEINEQ","P50P10","RT","A","2006",1.8,
"SVK","INCOMEINEQ","P50P10","RT","A","2007",1.8,
"SVK","INCOMEINEQ","P50P10","RT","A","2008",1.8,
"SVK","INCOMEINEQ","P50P10","RT","A","2009",1.8,
"SVK","INCOMEINEQ","P50P10","RT","A","2010",1.8,
"SVK","INCOMEINEQ","P50P10","RT","A","2011",1.9,
"SVK","INCOMEINEQ","P50P10","RT","A","2012",1.9,
"SVK","INCOMEINEQ","P50P10","RT","A","2013",1.9,
"SVK","INCOMEINEQ","P50P10","RT","A","2014",1.9,
"SVK","INCOMEINEQ","P50P10","RT","A","2015",1.8,
"SVK","INCOMEINEQ","P50P10","RT","A","2016",1.9,
"SVK","INCOMEINEQ","P50P10","RT","A","2017",1.8,
"SVK","INCOMEINEQ","P50P10","RT","A","2018",1.8,
"SVK","INCOMEINEQ","P50P10","RT","A","2019",1.8,"P"
"SVK","INCOMEINEQ","P90P10","RT","A","2004",3.2,
"SVK","INCOMEINEQ","P90P10","RT","A","2005",3.2,
"SVK","INCOMEINEQ","P90P10","RT","A","2006",3,
"SVK","INCOMEINEQ","P90P10","RT","A","2007",3,
"SVK","INCOMEINEQ","P90P10","RT","A","2008",3.1,
"SVK","INCOMEINEQ","P90P10","RT","A","2009",3.3,
"SVK","INCOMEINEQ","P90P10","RT","A","2010",3.3,
"SVK","INCOMEINEQ","P90P10","RT","A","2011",3.3,
"SVK","INCOMEINEQ","P90P10","RT","A","2012",3.2,
"SVK","INCOMEINEQ","P90P10","RT","A","2013",3.3,
"SVK","INCOMEINEQ","P90P10","RT","A","2014",3.1,
"SVK","INCOMEINEQ","P90P10","RT","A","2015",3.1,
"SVK","INCOMEINEQ","P90P10","RT","A","2016",3.1,
"SVK","INCOMEINEQ","P90P10","RT","A","2017",2.8,
"SVK","INCOMEINEQ","P90P10","RT","A","2018",3,
"SVK","INCOMEINEQ","P90P10","RT","A","2019",2.9,"P"
"SVK","INCOMEINEQ","P90P50","RT","A","2004",1.7,
"SVK","INCOMEINEQ","P90P50","RT","A","2005",1.8,
"SVK","INCOMEINEQ","P90P50","RT","A","2006",1.7,
"SVK","INCOMEINEQ","P90P50","RT","A","2007",1.7,
"SVK","INCOMEINEQ","P90P50","RT","A","2008",1.8,
"SVK","INCOMEINEQ","P90P50","RT","A","2009",1.8,
"SVK","INCOMEINEQ","P90P50","RT","A","2010",1.8,
"SVK","INCOMEINEQ","P90P50","RT","A","2011",1.8,
"SVK","INCOMEINEQ","P90P50","RT","A","2012",1.7,
"SVK","INCOMEINEQ","P90P50","RT","A","2013",1.8,
"SVK","INCOMEINEQ","P90P50","RT","A","2014",1.7,
"SVK","INCOMEINEQ","P90P50","RT","A","2015",1.7,
"SVK","INCOMEINEQ","P90P50","RT","A","2016",1.6,
"SVK","INCOMEINEQ","P90P50","RT","A","2017",1.6,
"SVK","INCOMEINEQ","P90P50","RT","A","2018",1.6,
"SVK","INCOMEINEQ","P90P50","RT","A","2019",1.6,"P"
"SVK","INCOMEINEQ","GINI","INEQ","A","2004",0.267,
"SVK","INCOMEINEQ","GINI","INEQ","A","2005",0.289,
"SVK","INCOMEINEQ","GINI","INEQ","A","2006",0.251,
"SVK","INCOMEINEQ","GINI","INEQ","A","2007",0.246,
"SVK","INCOMEINEQ","GINI","INEQ","A","2008",0.257,
"SVK","INCOMEINEQ","GINI","INEQ","A","2009",0.267,
"SVK","INCOMEINEQ","GINI","INEQ","A","2010",0.265,
"SVK","INCOMEINEQ","GINI","INEQ","A","2011",0.262,
"SVK","INCOMEINEQ","GINI","INEQ","A","2012",0.251,
"SVK","INCOMEINEQ","GINI","INEQ","A","2013",0.27,
"SVK","INCOMEINEQ","GINI","INEQ","A","2014",0.247,
"SVK","INCOMEINEQ","GINI","INEQ","A","2015",0.25,
"SVK","INCOMEINEQ","GINI","INEQ","A","2016",0.241,
"SVK","INCOMEINEQ","GINI","INEQ","A","2017",0.22,
"SVK","INCOMEINEQ","GINI","INEQ","A","2018",0.236,
"SVK","INCOMEINEQ","GINI","INEQ","A","2019",0.222,"P"
"ESP","INCOMEINEQ","P50P10","RT","A","2007",2.3,
"ESP","INCOMEINEQ","P50P10","RT","A","2008",2.3,
"ESP","INCOMEINEQ","P50P10","RT","A","2009",2.4,
"ESP","INCOMEINEQ","P50P10","RT","A","2010",2.3,
"ESP","INCOMEINEQ","P50P10","RT","A","2011",2.4,
"ESP","INCOMEINEQ","P50P10","RT","A","2012",2.4,
"ESP","INCOMEINEQ","P50P10","RT","A","2013",2.6,
"ESP","INCOMEINEQ","P50P10","RT","A","2014",2.6,
