assessor_identification_number,taxrate_area,administrative_region_number,common_area_key,year_sold_to_state,recording_date,land_value,improvement_value,gross_personal_property_key,filler,fixture_value,real_estate_exemption,personal_property_exemption,fixture_exemption_value,homeowner's_exemption,first_owner_assessee_name,first_owner_assessee_name_overflow,second_owner_assessee_name,special_name_assessee,situs_address_key,situs_address_date_of_last_change,situs_address_postal_city_code,situs_address_house_number,situs_address_fraction,situs_address_direction,situs_address_unit,situs_address_zip_code,situs_address_street_name,situs_address_city_and_state,mail_address_key,mail_address_date_of_last_change,mail_address_postal_city_code,mail_address_house_number,mail_address_fraction,mail_address_direction,mail_address_unit,mail_address_zip_code,mail_address_street_name,mail_address_city_and_state,legal_description_-_last_line_narrative,legal_description_-_last_line_lot,legal_description_-_last_line_division,legal_description_-_last_line_region,legal_description_line_one,legal_description_line_two,legal_description_line_three,legal_description_line_four,legal_description_line_five,zoning_code,use_code,effective_year,year_built,building_-_square_feet_-_main
2423015018,13,24,0,0,20000303,1001050,30629,Ã¿,0,0,1031679,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF LOS,ANGELES,,,D,19670923,50,4355,,,,916020000,LANKERSHIM BLVD,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,LOT 18 AND,19,1,,TRACT # 3162 LOT COM AT MOST E COR OF,LOT 19 BLK 1 TH W ON S LINE OF SD LOT,147.48 FT TH N 1Â11' W 86.78 FT TH N,88Â55' E TO SW LINE OF LANKERSHIM BLVD,85 FT WIDE TH SE THEREON TO BEG PART OF,LAC2,2700,2001,2001,10910
2423015019,13,24,0,0,19570417,718021,1265493,4,0,0,1983514,70000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST CHARLES,,D,19670923,50,10850,,,,916020000,MOORPARK ST,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,11,1,,TRACT NO 3162 LOT COM S 88Â55' W 158.08,FT FROM SE COR OF LOT 3 BLK 1 TH N 1Â11',W TO S LINE OF MOORPARK ST TH W THEREON,350 FT TH S 1Â11' E TO N LINE OF LOT 10,SD BLK TH W THEREON 40.64 FT TH S 1Â11',LAR3,7200,1946,1946,33035
2423015020,13,24,0,0,20000303,347873,15767,Ã¿,0,0,363640,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF LOS,ANGELES,,,D,19950605,62,10819,,,,916020000,BLOOMFIELD ST,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,19,1,,TRACT NO 3162 W 70 FT OF S 31.21 FT OF,LOT 18 AND W 70 FT OF,,,,LAC2,2700,2001,2001,6074
2423015021,13,03,0,0,19670145,101615,98102,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19670923,50,10839,,,,916020000,BLOOMFIELD ST,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,BLK 1,,,,TR=3162 LOT 13 AND E 50 FT OF LOT 12,,,,,LAR3,0300,0,0,0
2444007003,2530,24,0,0,19670145,52065,0,Ã¿,0,0,52065,0,0,0,ARCHDIOCESE L A EDUCATION AND,WELFARE CORP,ST FINBARS,,D,0,0,0,,,,0,,,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,TRACT # 6463,3,C,,,,,,,BUC2YY,100V,0,0,0
2444007035,2530,24,0,0,19670145,113904,192500,4,0,0,306404,10000,0,0,ARCHDIOCESE OF L A EDUCATION,AND WELFARE CORP,ST FINBAR,,D,19670923,13,2121,,W,,915060000,OLIVE AVE,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,2,C,,TRACT NO 6463 EX OF ST LOTS 1 AND,,,,,BUC2YY,7200,1953,1953,7523
2444016001,2530,24,0,0,19670145,172111,965970,Ã¿,0,0,1138081,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19670923,13,2020,,W,,915060000,OLIVE AVE,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,21,B,,TRACT # 7587 EX OF STS LOT 1 AND EX OF,"ST LOTS 2,3 AND ALL OF",,,,BUC2-R1*,7100,1951,1951,11406
2444016023,2530,24,0,0,20100310,1818594,1073267,Ã¿,0,0,2891861,0,0,0,ROMAN CATHOLIC ARCHBISHOP,OF LOS ANGELES,,,D,19950605,13,2008,,W,,915060000,OLIVE AVE,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,5,B,,TRACT # 7587 EX OF ST,,,,,BUC2-1*,3300,1980,1979,10251
2444016027,2530,24,0,0,19590217,89544,166165,Ã¿,0,0,255709,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19670923,13,121,,N,,915060000,LAMER ST,BURBANK CA,F,20011218,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,BLK B,,,,TR=7587 EX OF ST LOT 4 AND ALL OF LOT 7,,,,,BUC2-R1*,7100,1962,1959,5463
2444017006,2530,24,0,0,19610221,806194,4058276,4,0,0,4864470,30000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST FINBAR,,D,19950605,13,2120,,W,,915060000,OLIVE AVE,BURBANK CA,F,20011218,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,",2,3,4,5,6,7,8,9,10,11 AND 12 TR=6651",,,,POR OF BLK 46 MR 43-47-59 AND  LOTS 1,,,,,BUC2-R4*,7200,0,0,0
2455021016,2530,24,0,0,19650224,127948,510635,Ã¿,0,0,638583,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,ST ROBERT BELLARMINE,,,D,19710527,13,143,,N,,915010000,5TH ST,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,2,39,,BURBANK   NE 35 FT OF SE 72.5 FT AND NW,82.5 FT OF LOT 4 AND NW 82.5 FT OF,LOTS 6 AND 8 AND ALL OF LOT,,,BUR-4*,7100,0,0,0
2455021017,2530,24,0,0,19630215,375984,2513320,4,0,0,2889304,15000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,BELLARMINE JEFFERSON HIGH SCHOOL,,D,19730110,13,145,,N,,915010000,5TH ST,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,12,39,,BURBANK   SW 15 FT OF SE 72.5 FT OF,LOT 4 AND SE 72.5 FT OF LOTS 6 AND 8 AND,"VAC ALLEY ADJ ON NW AND ALL OF LOTS 1,","3, 5, 7, 9, 10 AND",,BUR-4*,7200,0,0,0
2455022010,2530,24,0,0,19640227,43911,279174,Ã¿,0,0,323085,0,0,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,ST ROBERT BELLARMINE,,D,19670923,13,544,,E,,915010000,ORANGE GROVE AVE,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,BURBANK,10,33,,,,,,,BUR4*,7200,1982,1982,2490
2455022015,2530,24,0,0,19670145,152870,257685,4,0,0,410555,5000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST ROBERT BELLARMINE,,D,19670923,13,132,,N,,915010000,5TH ST,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,20,33,,BURBANK LOT COM AT MOST W COR OF LOT 20,"BLK 33 TH N 41Â17'30"" E 130 FT TH SE AT","R/A 100 FT TH N 41Â17'30"" E 120 FT TH SE","AT R/A 55 FT TH S 41Â17'30"" W 250 FT TH","NW 155 FT TO BEG PART OF LOTS 12,14 AND",BUR4*,7200,1957,1957,795
2455022016,2530,24,0,0,19570508,67924,195798,4,0,0,263722,3000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST ROBERT BELLARMINE,,D,19950605,13,520,,E,,915010000,ORANGE GROVE AVE,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,16,33,,BURBANK NW 100 FT OF LOTS 12 AND 14 AND,NW 100 FT OF NE 20 FT OF,,,,BUR4*,7200,0,0,0
2455022018,2530,24,0,0,19680226,177098,14691,Ã¿,0,0,191789,0,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST ROBERT BELLARMINE,,D,19690222,13,550,,E,,915010000,ORANGE GROVE AVE,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,8,33,,"BURBANK  LOTS 2, 4, 6 AND",,,,,BUR4*,2700,1967,1967,31000
2459034007,2530,03,0,0,20000817,279803,151726,Ã¿,0,0,0,0,0,0,ARCHDIOCESE OF THE SYRIAN,ORTHODOX CHURCH OF ANTIOCH,,,D,19670923,13,422,,E,,915010000,WALNUT AVE,BURBANK CA,F,20001231,0,900,,N,,915020000,GLENOAKS BLVD,BURBANK CA,TRACT NO 3548,13,16,,,,,,,BUR1YY,0101,1977,1945,1614
2459034011,2530,03,0,0,19931217,248403,238986,Ã¿,0,0,487389,0,0,0,ARCHDIOCESE OF THE SYRIAN,ORTHODOX CHURCH OF ANTIOCH,,,D,19670923,13,417,,E,,915010000,FAIRMOUNT RD,BURBANK CA,F,19940609,0,900,,N,,915020000,GLENOAKS BLVD,BURBANK CA,TRACT NO 3548,5,16,,,,,,,BUR1*,0100,1942,1926,2855
2459034012,2530,24,0,0,19890202,3741342,1914208,Ã¿,0,0,5655550,0,0,0,ARCHDIOCESE OF THE SYRIAN,ORTHODOX CHURCH,,,C,19670923,13,900,,N,,915020000,GLENOAKS BLVD,BURBANK CA,,0,0,0,,,,0,,,11 AND,12,16,,TRACT NO 3548 LOTS 6 AND 7 AND EX OF,"STS LOTS 8 AND 9 AND ALL OF LOTS 10,",,,,BUR4-R1*,7100,1949,1949,20383
2471026002,2530,24,0,0,19580227,86951,1776,Ã¿,0,0,88727,0,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,,,D,0,0,0,,,,0,,,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,34,2N,14,LOT COM W ON N LINE OF SCOTT RD (PER,"DOC NO 3775, 10-25-56) 550 FT FROM N",AND S C/L OF SEC 34 T 2N R 14W TH W ON,SD N LINE AND W PROLONGATION THEREOF,150 FT TH N 470 FT TH E 150 FT TH S TO,BUR1*,7200,1950,1945,192
2471026004,2530,24,0,0,19660302,46400,233239,Ã¿,0,0,279639,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19950605,13,3801,,,,915040000,SCOTT RD,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,1/4 OF,34,2N,14,LOT ON N LINE OF SCOTT RD (PER DOC,"NO 3775, 10-25-56) COM W THEREON 460 FT",FROM N AND S C/L OF SEC 34 T 2N R 14W TH,W ON SD N LINE 90 FT WITH A UNIFORM,DEPTH OF 100 FT N  PART OF NE 1/4 OF SW,BUR1*,7100,1966,1966,5221
2471026005,2530,24,0,0,19580227,65653,520640,Ã¿,0,0,586293,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19690513,13,3701,,,,915040000,SCOTT RD,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,1/4 OF,34,2N,14,LOT ON N LINE OF SCOTT RD (PER DOC,"NO 3775, 10-25-56) COM W THEREON 275 FT",FROM N AND S C/L OF SEC 34 T 2N R 14W TH,W ON SD N LINE 185 FT WITH A UNIFORM,DEPTH OF 120 FT N  PART OF NE 1/4 OF SW,BUR1*,7100,1959,1956,8143
2471026006,2530,24,0,0,19660000,443937,1272986,4,0,0,1716923,50000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST FRANCIS XAVIER,,D,19950605,13,3601,,,,915040000,SCOTT RD,BURBANK CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,34,2N,14,LOT COM AT NW COR OF LOT 1 TR # 20787 TH,S ON W LINE OF SD TR TO N LINE OF SCOTT,RD TH W THEREON 275 FT TH N 120 FT TH W,185 FT TH S 20 FT TH W 90 FT TH N TO A,PT W FROM BEG TH E 550 FT TO BEG  PART,BUR1*,7200,0,0,0
2505019016,16,24,0,0,19670145,17187,211981,4,0,0,229168,10000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST DIDACUS,,D,19930630,80,12928,,,,913420000,GLENOAKS BLVD,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,123,,,THE MACLAY RANCHO LOT ON NE LINE OF,GLENOAKS BLVD COM SE THEREON 20 FT FROM,MOST S COR OF LOT 46 TR NO 18894 TH SE,ON SD NE LINE 70 FT WITH A UNIFORM,"DEPTH OF 85 FT N 42Â52'41"" E PART OF",LARA,7500,1961,1959,4458
2505019017,16,24,0,0,19650000,152411,675673,4,0,0,828084,25000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST DIDACUS,,D,19930630,80,14325,,,,913420000,ASTORIA ST,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,,123,,THE MACLAY RANCHO 3.66 MORE OR LESS ACS,COM AT MOST S COR OF LOT 46 TRACT,"NO 18894 TH N 42Â52'41"" E TO SW LINE OF",LOT 4 BLK 123 TH SE THEREON TO NW LINE,OF ASTORIA ST TH SW THEREON 208 FT TH N,LARA,7200,0,0,0
2505019018,16,24,0,0,19650224,58185,1464775,Ã¿,0,0,1522960,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930630,80,14339,,,,913420000,ASTORIA ST,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,,123,,THE MACLAY RANCHO 0.74 MORE OR LESS AC,ON NW LINE OF ASTORIA ST COM SW THEREON,208 FT FROM SW LINE OF LOT 4 BLK 123 TH,"SW ON SD NW LINE 270 FT TH N 47Â08'14"" W","120 FT TH N 42Â52'41"" E 270 FT TH S 47Â",LARA,7100,0,0,0
2516005005,660,03,0,0,20110901,168950,162074,Ã¿,0,0,331024,0,0,0,USA WESTERN ARCHDIOCESE OF THE,SYRIAN ORTHODOX CHURCH INC,,,D,19930630,80,916,,N,,913400000,WORKMAN ST,SAN FERNANDO CA,F,20110927,0,925,,,,913400000,HARDING AVE,SAN FERNANDO CA,PART OF,5,,,THE HALL TRACT LOT ON SE LINE OF,WORKMAN ST PER OR35463 132 COM NE,THEREON 105.28 FT FROM SW LINE OF LOT 5,TH NE ON SD SE LINE 52.64 FT WITH A,UNIFORM DEPTH OF 142.47 FT S 41Â30' E,SFR1*,0100,1953,1953,1002
2516005006,660,03,0,0,20091231,126997,111496,Ã¿,0,0,238493,0,0,0,USA WESTERN ARCHDIOCESE AND,,ST GEORGE SYRIAN ORTHODOX CHURCH,,D,19930630,80,917,,,,913400000,HARDING AVE,SAN FERNANDO CA,F,20140304,0,917,,N,,913400000,HARDING AVE,SAN FERNANDO CA,,5,,,THE HALL TRACT NE 52.64 FT OF SW 157.92,FT OF SE 142.47 FT OF,,,,SFR1*,0100,1952,1952,1002
2516005007,660,24,0,0,20070125,917355,864177,Ã¿,0,0,1781532,0,0,0,USA WESTERN ARCHDIOCESE OF THE,SYRIAN ORTHODOX CHURCH AND,ST GEORGE SYRIAN ORTHODOX CHURCH,,D,19940609,80,925,,,,913400000,HARDING AVE,SAN FERNANDO CA,F,20121003,0,15120,,,,913870000,LIVE OAK SPRINGS CANYON RD,CANYON COUNTRY CA,PART OF,5,,,THE HALL TRACT LOT COM N 48Â38' E,157.92 FT FROM MOST S COR OF LOT 5 TH N,48Â38' E 157.81 FT TH N 41Â25' W 284.94,FT TH S 48Â38' W TO A PT N 41Â30' W,284.94 FT FROM BEG TH S 41Â30' E TO BEG,SFR1*,7100,0,0,0
2516005009,660,03,0,0,20180411,382628,147375,Ã¿,0,0,530003,0,0,0,USA WESTERN ARCHDIOCESE OF THE,SYRIAN ORTHODOX CHURCH AND,SAINT GEORGE SYRIAC ORTHODOX CHU,,D,20071210,80,955,,,,913400000,HARDING AVE,SAN FERNANDO CA,F,20181009,0,925,,,,913400000,HARDING AVE,SAN FERNANDO CA,,5,,,THE HALL TRACT LOT COM S 48Â38' W,200.55 FT FROM MOST E COR OF LOT 5 TH S,48Â38' W 52.3 FT WITH A UNIFORM DEPTH OF,144.94 FT N 41Â25' W PART OF,,SFR1*,0100,1946,1946,1317
2519024003,675,24,0,0,20180119,1051178,294329,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF LA,,,C/O REAL ESTATE,D,20081207,80,607,,,,913400000,4TH ST,SAN FERNANDO CA,F,20180306,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,,,196,,THE MACLAY RANCHO NW 65 FT OF SE 689.65,FT OF SW 250 FT OF,,,,SFM1,7100,1950,1948,2961
2521010024,660,24,0,0,19690000,21709,287639,4,0,0,309348,20000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP SANTA ROSA,,,D,19930630,80,1323,,,,913400000,GRIFFITH ST,SAN FERNANDO CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,34,2,,"TRACT NO 1742   LOTS 31, 32, 33 AND",,,,,SFR2*,7100,1968,1968,4684
2521012025,660,24,0,0,19740225,80151,266768,Ã¿,0,0,346919,0,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,,,D,19930630,80,1304,,,,913400000,HOLLISTER ST,SAN FERNANDO CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,40,47,,PORTER LAND AND WATER CO'S RE SURVEY OF,"SAN FERNANDO   LOTS 1, 2, 3, 4, 35, 36,","37, 38, 39 AND",,,SFC1-P*,7500,0,0,0
2521030032,667,24,0,0,19670145,58862,294439,Ã¿,0,0,353301,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930630,80,1109,,,,913400000,CORONEL ST,SAN FERNANDO CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,40,25,,PORTER LAND AND WATER CO'S RESURVEY OF,"SAN FERNANDO LOTS 35,36,37,38,39 AND",,,,SFR1,7100,1953,1953,8510
2521037001,660,24,0,0,19700000,205409,252260,Ã¿,0,0,0,0,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP SANTA ROSA,,,D,19950605,80,666,,S,,913400000,WORKMAN ST,SAN FERNANDO CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,9,74,,PORTER LAND AND WATER CO'S RE SURVEY OF,"SAN FERNANDO   LOTS 1, 2, 3, 4, 5 AND 6",AND SE 25 FT OF SW 100 FT AND NE 100 FT,OF LOT 7 AND SE 50 FT OF LOTS 8 AND,,SFR2,7200,0,0,0
2521037002,660,24,0,0,19620223,98272,2223940,Ã¿,0,0,2322212,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930630,80,1346,,,,913400000,GRIFFITH ST,SAN FERNANDO CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,11,74,,PORTER LAND AND WATER CO'S RESURVEY OF,SAN FERNANDO NW 25 FT OF SW 100 FT OF,LOT 7 AND NW 125 FT OF LOTS 8 AND 9 AND,ALL OF LOTS 10 AND,,SFR2*,7100,0,0,0
2522005001,667,24,0,0,19670145,341984,315482,4,0,0,657466,15000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,ST FERDINANO NO 205,,D,19930630,80,1008,,,,913400000,PICO ST,SAN FERNANDO CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,"38,39 AND",40,24,,PORTER LAND AND WATER CO'S RESURVEY OF,"SAN FERNANDO LOTS 1,2,3,4,5,6,7,8,9,10,","11,12,13,14,15,16,31,32,33,34,35,36,37,",,,SFR1,7200,0,0,0
2522005002,667,24,0,0,19670145,98272,487697,Ã¿,0,0,585969,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930630,80,1044,,,,913400000,PICO ST,SAN FERNANDO CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,23 AND,24,24,,PORTER LAND AND WATER CO'S RESURVEY OF,"SAN FERNANDO LOTS 17,18,19,20,21,22,",,,,SFR1,7100,1950,1949,9541
2522005003,667,24,0,0,19710224,12882,0,Ã¿,0,0,12882,0,0,0,ARCHDIOCESE OF LOS ANGELES,EDUCATION AND WELFARE CORP,,,D,19930630,80,1037,,,,913400000,CORONEL ST,SAN FERNANDO CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,26,24,,PORTER LAND AND WATER CO'S RESURVEY OF,SAN FERNANDO LOT 25 AND NW 16 FT OF,,,,SFR1,7000,0,0,0
2522005006,667,24,0,0,19670145,34172,253665,4,0,0,287837,10000,0,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,ST FERDINAND,,D,19930630,80,1029,,,,913400000,CORONEL ST,SAN FERNANDO CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,30,24,,PORTER LAND AND WATER CO'S RESURVEY OF,SAN FERNANDO SE 9 FT OF LOT 26 AND ALL,"OF LOTS 27,28,29 AND",,,SFR1,7200,1954,1954,7407
2522006002,667,24,0,0,19591105,283116,1234648,4,0,0,1517764,60000,0,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,ST FERDINAND,,D,19930630,80,1012,,,,913400000,CORONEL ST,SAN FERNANDO CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,11,37,,PORTER LAND AND WATER CO'S RESURVEY OF,"SAN FERNANDO NW 75 FT OF LOTS 1,2,3,","AND 4 AND ALL OF LOTS 5,6,7,8,9,10 AND",,,SFC1,7200,1960,1960,7544
2532015010,13,03,0,0,20090325,1704236,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP,OF LOS ANGELES,,C/O ARCHDIOCESE OF LOS ANGELES,D,19930630,67,12305,,,,913310000,TERRA BELLA ST,LOS ANGELES CA,F,20120402,0,3424,,,4TH FLR,900100000,WILSHIRE BLVD,LOS ANGELES CA,OF,16,,,*TR=1510*NE 251.93 FT OF SE 345.66 FT,,,,,LAA2,010V,0,0,0
2532015011,13,03,0,0,20000705,348015,278411,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF,LOS ANGELES,,,D,19981222,67,11100,,,,913310000,BORDEN AVE,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,16,,,TRACT # 1510 LOT COM AT MOST W COR,"OF LOT 15 TH N 48Â41'10"" E 630 FT TH","S 41Â18'55"" E 345.78 FT TH S 48Â41'50""","W 362.49 FT TH N 41Â18'55"" W TO A LINE",PARALLEL WITH AND DIST SE AT R/A 20 FT,LAA2,0100,1958,1957,1902
2532015012,13,03,0,0,20000707,278411,0,Ã¿,0,0,0,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF LOS,ANGELES,,,D,19930630,67,11070,,,,913310000,BORDEN AVE,LOS ANGELES CA,F,20100606,0,3424,,,,900100000,WILSHIRE BLVD,LOS ANGELES CA,1510*POR OF,15,,,"*LAND DESC IN DOC 0001660, 76-1-28*TR=",,,,,LAA2,010V,0,0,0
2534022007,8856,24,0,0,19670145,16732,169175,Ã¿,0,0,185907,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,GUARDIAN ANGEL CHURCH,,D,19930630,67,10890,,,,913310000,LEHIGH AVE,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,BEG PART OF,1,,,TRACT # 22552 LOT COM AT MOST W COR OF,"LOT 1 TH N 48Â44'51"" E 133.88 FT TH S","41Â15'05"" E 80.05 FT TH S 48Â44'51"" W",TO SW LINE OF SD LOT TH NW THEREON TO,,LAR1,7100,0,0,0
2534022008,8856,24,0,0,19670145,60446,357867,4,0,0,418313,20000,0,0,ARCHDIOCESE OF L A EDUCATION AND,WELFARE CORP,GUARDIAN ANGEL,,D,19930630,67,10886,,,,913310000,LEHIGH AVE,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,BEG PART OF,1,,,TRACT # 22552 LOT COM AT MOST S COR OF,LOT 1 TH NE ON SE LINE OF SD LOT 273.5,FT TH NW PARALLEL WITH NE LINE OF SD LOT,95 FT TH NE PARALLEL WITH SD SE LINE TO,SD NE LINE TH NW THEREON 81.05 FT TH S,LAR1,7200,1956,1956,8481
2534022011,8856,24,0,0,19670145,7213,380387,4,0,0,387600,8000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,GUARDIAN ANGEL,,D,19930630,67,10919,,,,913310000,NORRIS AVE,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,1,,,TRACT NO 22552 NE 65 FT OF SE 95 FT OF,,,,,LAR1,7200,1956,1956,4278
2534022012,8856,24,0,0,19600226,6312,145699,Ã¿,0,0,152011,0,0,0,ROMAN CATHOLIC ARCHBISHOP OF L A,,,,D,19930630,67,10880,,,,913310000,LEHIGH AVE,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,,1,,,"TRACT NO 22552 LOT COM N 48Â44'51"" E","133.88 FT AND S 41Â15'05"" E 80.05 FT AND","S 48Â44'51"" W 90 FT FROM MOST W COR OF","LOT 1 TH S 41Â15'05"" E 40 FT TH S 48Â44'","51"" W TO NE LINE OF LEHIGH AVE TH NW",LAR1,7100,1961,1959,2396
2558020019,13,24,0,0,19580822,105075,251406,4,0,0,356481,15000,0,0,ARCHDIOCESE OF L A EDUC AND,WELFARE CORP,OUR LADY OF LOURDES,,D,20000523,95,7324,,,,910420000,APPERSON ST,LOS ANGELES CA,F,20120402,0,3424,,,4TH FL,900100000,WILSHIRE BLVD,LOS ANGELES CA,AND PART OF LOT 174 WESTERN EMPIRE TRACT,,,,LOT COM AT NW COR OF LOT 1 TR NO 14881,TH E ON N LINE OF SD LOT 143.97 FT TH,"N 0Â24'20"" W 139.27 FT TH N 89Â37' E",79.92 FT TH S 8Â36' E 15.16 FT TH N 89Â,37' E 89.6 FT TH S 0Â23' E 50 FT TH,LAR1,7200,0,0,0
