NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA,state,county
"Pondera County, Montana",6044.0,,-555555555.0,*****,30,073
"Powell County, Montana",6861.0,,-555555555.0,*****,30,077
"Ravalli County, Montana",41902.0,,-555555555.0,*****,30,081
"Richland County, Montana",11360.0,,-555555555.0,*****,30,083
"Roosevelt County, Montana",11228.0,,-555555555.0,*****,30,085
"Rosebud County, Montana",9250.0,,-555555555.0,*****,30,087
"Sanders County, Montana",11521.0,,-555555555.0,*****,30,089
"Silver Bow County, Montana",34814.0,,-555555555.0,*****,30,093
"Stillwater County, Montana",9410.0,,-555555555.0,*****,30,095
"Sweet Grass County, Montana",3653.0,,-555555555.0,*****,30,097
"Teton County, Montana",6080.0,,-555555555.0,*****,30,099
"Toole County, Montana",4976.0,,-555555555.0,*****,30,101
"Valley County, Montana",7532.0,,-555555555.0,*****,30,105
"Wheatland County, Montana",2149.0,,-555555555.0,*****,30,107
"Yellowstone County, Montana",157816.0,,-555555555.0,*****,30,111
"Adams County, Nebraska",31583.0,,-555555555.0,*****,31,001
"Antelope County, Nebraska",6372.0,,-555555555.0,*****,31,003
"Boone County, Nebraska",5313.0,,-555555555.0,*****,31,011
"Box Butte County, Nebraska",11089.0,,-555555555.0,*****,31,013
"Buffalo County, Nebraska",49030.0,,-555555555.0,*****,31,019
"Burt County, Nebraska",6528.0,,-555555555.0,*****,31,021
"Butler County, Nebraska",8067.0,,-555555555.0,*****,31,023
"Cass County, Nebraska",25702.0,,-555555555.0,*****,31,025
"Cedar County, Nebraska",8523.0,,-555555555.0,*****,31,027
"Cherry County, Nebraska",5790.0,,-555555555.0,*****,31,031
"Cheyenne County, Nebraska",9852.0,,-555555555.0,*****,31,033
"Clay County, Nebraska",6232.0,,-555555555.0,*****,31,035
"Colfax County, Nebraska",10760.0,,-555555555.0,*****,31,037
"Cuming County, Nebraska",8991.0,,-555555555.0,*****,31,039
"Custer County, Nebraska",10830.0,,-555555555.0,*****,31,041
"Dakota County, Nebraska",20317.0,,-555555555.0,*****,31,043
"Dawes County, Nebraska",8896.0,,-555555555.0,*****,31,045
"Dawson County, Nebraska",23804.0,,-555555555.0,*****,31,047
"Dixon County, Nebraska",5746.0,,-555555555.0,*****,31,051
"Dodge County, Nebraska",36683.0,,-555555555.0,*****,31,053
"Douglas County, Nebraska",554992.0,,-555555555.0,*****,31,055
"Fillmore County, Nebraska",5574.0,,-555555555.0,*****,31,059
"Franklin County, Nebraska",3006.0,,-555555555.0,*****,31,061
"Furnas County, Nebraska",4786.0,,-555555555.0,*****,31,065
"Gage County, Nebraska",21595.0,,-555555555.0,*****,31,067
"Gosper County, Nebraska",2015.0,,-555555555.0,*****,31,073
"Greeley County, Nebraska",2410.0,,-555555555.0,*****,31,077
"Hall County, Nebraska",61343.0,,-555555555.0,*****,31,079
"Hamilton County, Nebraska",9178.0,,-555555555.0,*****,31,081
"Harlan County, Nebraska",3438.0,,-555555555.0,*****,31,083
"Hitchcock County, Nebraska",2843.0,,-555555555.0,*****,31,087
"Holt County, Nebraska",10245.0,,-555555555.0,*****,31,089
"Howard County, Nebraska",6405.0,,-555555555.0,*****,31,093
"Jefferson County, Nebraska",7188.0,,-555555555.0,*****,31,095
"Johnson County, Nebraska",5197.0,,-555555555.0,*****,31,097
"Kearney County, Nebraska",6552.0,,-555555555.0,*****,31,099
"Keith County, Nebraska",8099.0,,-555555555.0,*****,31,101
"Kimball County, Nebraska",3667.0,,-555555555.0,*****,31,105
"Knox County, Nebraska",8460.0,,-555555555.0,*****,31,107
"Lancaster County, Nebraska",310094.0,,-555555555.0,*****,31,109
"Lincoln County, Nebraska",35433.0,,-555555555.0,*****,31,111
"Madison County, Nebraska",35164.0,,-555555555.0,*****,31,119
"Merrick County, Nebraska",7803.0,,-555555555.0,*****,31,121
"Morrill County, Nebraska",4841.0,,-555555555.0,*****,31,123
"Nance County, Nebraska",3554.0,,-555555555.0,*****,31,125
"Nemaha County, Nebraska",7004.0,,-555555555.0,*****,31,127
"Nuckolls County, Nebraska",4275.0,,-555555555.0,*****,31,129
"Otoe County, Nebraska",15896.0,,-555555555.0,*****,31,131
"Pawnee County, Nebraska",2676.0,,-555555555.0,*****,31,133
"Perkins County, Nebraska",2907.0,,-555555555.0,*****,31,135
"Phelps County, Nebraska",9120.0,,-555555555.0,*****,31,137
"Pierce County, Nebraska",7157.0,,-555555555.0,*****,31,139
"Platte County, Nebraska",33063.0,,-555555555.0,*****,31,141
"Polk County, Nebraska",5255.0,,-555555555.0,*****,31,143
"Red Willow County, Nebraska",10806.0,,-555555555.0,*****,31,145
"Richardson County, Nebraska",8009.0,,-555555555.0,*****,31,147
"Saline County, Nebraska",14288.0,,-555555555.0,*****,31,151
"Sarpy County, Nebraska",178351.0,,-555555555.0,*****,31,153
"Saunders County, Nebraska",21024.0,,-555555555.0,*****,31,155
"Scotts Bluff County, Nebraska",36255.0,,-555555555.0,*****,31,157
"Seward County, Nebraska",17127.0,,-555555555.0,*****,31,159
"Sheridan County, Nebraska",5234.0,,-555555555.0,*****,31,161
"Sherman County, Nebraska",3042.0,,-555555555.0,*****,31,163
"Stanton County, Nebraska",5992.0,,-555555555.0,*****,31,167
"Thayer County, Nebraska",5098.0,,-555555555.0,*****,31,169
"Thurston County, Nebraska",7140.0,,-555555555.0,*****,31,173
"Washington County, Nebraska",20219.0,,-555555555.0,*****,31,177
"Wayne County, Nebraska",9367.0,,-555555555.0,*****,31,179
"Webster County, Nebraska",3571.0,,-555555555.0,*****,31,181
"York County, Nebraska",13799.0,,-555555555.0,*****,31,185
"Churchill County, Nevada",24010.0,,-555555555.0,*****,32,001
"Clark County, Nevada",2141574.0,,-555555555.0,*****,32,003
"Douglas County, Nevada",47828.0,,-555555555.0,*****,32,005
"Elko County, Nevada",52252.0,,-555555555.0,*****,32,007
"Humboldt County, Nevada",16904.0,,-555555555.0,*****,32,013
"Lander County, Nevada",5746.0,,-555555555.0,*****,32,015
"Lincoln County, Nevada",5174.0,,-555555555.0,*****,32,017
"Lyon County, Nevada",53155.0,,-555555555.0,*****,32,019
"Mineral County, Nevada",4448.0,,-555555555.0,*****,32,021
"Nye County, Nevada",43705.0,,-555555555.0,*****,32,023
"Pershing County, Nevada",6611.0,,-555555555.0,*****,32,027
"Storey County, Nevada",3941.0,,-555555555.0,*****,32,029
"Washoe County, Nevada",450486.0,,-555555555.0,*****,32,031
"White Pine County, Nevada",9737.0,,-555555555.0,*****,32,033
"Carson City, Nevada",54467.0,,-555555555.0,*****,32,510
"Belknap County, New Hampshire",60640.0,,-555555555.0,*****,33,001
"Carroll County, New Hampshire",47840.0,,-555555555.0,*****,33,003
"Cheshire County, New Hampshire",76263.0,,-555555555.0,*****,33,005
"Coos County, New Hampshire",32038.0,,-555555555.0,*****,33,007
"Grafton County, New Hampshire",89811.0,,-555555555.0,*****,33,009
"Hillsborough County, New Hampshire",411087.0,,-555555555.0,*****,33,011
"Merrimack County, New Hampshire",149452.0,,-555555555.0,*****,33,013
"Rockingham County, New Hampshire",305129.0,,-555555555.0,*****,33,015
"Strafford County, New Hampshire",128237.0,,-555555555.0,*****,33,017
"Sullivan County, New Hampshire",43125.0,,-555555555.0,*****,33,019
"Atlantic County, New Jersey",268539.0,,-555555555.0,*****,34,001
"Bergen County, New Jersey",929999.0,,-555555555.0,*****,34,003
"Burlington County, New Jersey",446367.0,,-555555555.0,*****,34,005
"Camden County, New Jersey",507367.0,,-555555555.0,*****,34,007
"Cape May County, New Jersey",93705.0,,-555555555.0,*****,34,009
"Cumberland County, New Jersey",153400.0,,-555555555.0,*****,34,011
"Essex County, New Jersey",793555.0,,-555555555.0,*****,34,013
"Gloucester County, New Jersey",290852.0,,-555555555.0,*****,34,015
"Hudson County, New Jersey",668631.0,,-555555555.0,*****,34,017
"Hunterdon County, New Jersey",125051.0,,-555555555.0,*****,34,019
"Mercer County, New Jersey",368762.0,,-555555555.0,*****,34,021
"Middlesex County, New Jersey",826698.0,,-555555555.0,*****,34,023
"Monmouth County, New Jersey",623387.0,,-555555555.0,*****,34,025
"Morris County, New Jersey",494383.0,,-555555555.0,*****,34,027
"Ocean County, New Jersey",591939.0,,-555555555.0,*****,34,029
"Passaic County, New Jersey",504041.0,,-555555555.0,*****,34,031
"Salem County, New Jersey",63336.0,,-555555555.0,*****,34,033
"Somerset County, New Jersey",330176.0,,-555555555.0,*****,34,035
"Sussex County, New Jersey",142298.0,,-555555555.0,*****,34,037
"Union County, New Jersey",553066.0,,-555555555.0,*****,34,039
"Warren County, New Jersey",106293.0,,-555555555.0,*****,34,041
"Bernalillo County, New Mexico",677692.0,,-555555555.0,*****,35,001
"Catron County, New Mexico",3539.0,,-555555555.0,*****,35,003
"Chaves County, New Mexico",65459.0,,-555555555.0,*****,35,005
"Cibola County, New Mexico",26978.0,,-555555555.0,*****,35,006
"Colfax County, New Mexico",12353.0,,-555555555.0,*****,35,007
"Curry County, New Mexico",50199.0,,-555555555.0,*****,35,009
"Do�a Ana County, New Mexico",215338.0,,-555555555.0,*****,35,013
"Eddy County, New Mexico",57437.0,,-555555555.0,*****,35,015
"Grant County, New Mexico",28061.0,,-555555555.0,*****,35,017
"Guadalupe County, New Mexico",4382.0,,-555555555.0,*****,35,019
"Hidalgo County, New Mexico",4371.0,,-555555555.0,*****,35,023
"Lea County, New Mexico",70126.0,,-555555555.0,*****,35,025
"Lincoln County, New Mexico",19482.0,,-555555555.0,*****,35,027
"Los Alamos County, New Mexico",18356.0,,-555555555.0,*****,35,028
"Luna County, New Mexico",24264.0,,-555555555.0,*****,35,029
"McKinley County, New Mexico",72849.0,,-555555555.0,*****,35,031
"Mora County, New Mexico",4563.0,,-555555555.0,*****,35,033
"Otero County, New Mexico",65745.0,,-555555555.0,*****,35,035
"Quay County, New Mexico",8373.0,,-555555555.0,*****,35,037
"Rio Arriba County, New Mexico",39307.0,,-555555555.0,*****,35,039
"Roosevelt County, New Mexico",19117.0,,-555555555.0,*****,35,041
"Sandoval County, New Mexico",140769.0,,-555555555.0,*****,35,043
"San Juan County, New Mexico",127455.0,,-555555555.0,*****,35,045
"San Miguel County, New Mexico",28034.0,,-555555555.0,*****,35,047
"Santa Fe County, New Mexico",148917.0,,-555555555.0,*****,35,049
"Sierra County, New Mexico",11135.0,,-555555555.0,*****,35,051
"Socorro County, New Mexico",17000.0,,-555555555.0,*****,35,053
"Taos County, New Mexico",32888.0,,-555555555.0,*****,35,055
"Torrance County, New Mexico",15595.0,,-555555555.0,*****,35,057
"Union County, New Mexico",4175.0,,-555555555.0,*****,35,059
"Valencia County, New Mexico",75956.0,,-555555555.0,*****,35,061
"Albany County, New York",307426.0,,-555555555.0,*****,36,001
"Allegany County, New York",47025.0,,-555555555.0,*****,36,003
"Bronx County, New York",1437872.0,,-555555555.0,*****,36,005
"Broome County, New York",194402.0,,-555555555.0,*****,36,007
"Cattaraugus County, New York",77686.0,,-555555555.0,*****,36,009
"Cayuga County, New York",77868.0,,-555555555.0,*****,36,011
"Chautauqua County, New York",129656.0,,-555555555.0,*****,36,013
"Chemung County, New York",85740.0,,-555555555.0,*****,36,015
"Chenango County, New York",48348.0,,-555555555.0,*****,36,017
"Clinton County, New York",80794.0,,-555555555.0,*****,36,019
"Columbia County, New York",60919.0,,-555555555.0,*****,36,021
"Cortland County, New York",48123.0,,-555555555.0,*****,36,023
"Delaware County, New York",45502.0,,-555555555.0,*****,36,025
"Dutchess County, New York",293894.0,,-555555555.0,*****,36,027
"Erie County, New York",919866.0,,-555555555.0,*****,36,029
"Essex County, New York",37751.0,,-555555555.0,*****,36,031
"Franklin County, New York",50692.0,,-555555555.0,*****,36,033
"Fulton County, New York",53743.0,,-555555555.0,*****,36,035
"Genesee County, New York",58112.0,,-555555555.0,*****,36,037
"Greene County, New York",47617.0,,-555555555.0,*****,36,039
"Hamilton County, New York",4575.0,,-555555555.0,*****,36,041
"Herkimer County, New York",62505.0,,-555555555.0,*****,36,043
"Jefferson County, New York",114448.0,,-555555555.0,*****,36,045
"Kings County, New York",2600747.0,,-555555555.0,*****,36,047
"Lewis County, New York",26719.0,,-555555555.0,*****,36,049
"Livingston County, New York",63907.0,,-555555555.0,*****,36,051
"Madison County, New York",71359.0,,-555555555.0,*****,36,053
"Monroe County, New York",744248.0,,-555555555.0,*****,36,055
"Montgomery County, New York",49426.0,,-555555555.0,*****,36,057
"Nassau County, New York",1356564.0,,-555555555.0,*****,36,059
"New York County, New York",1632480.0,,-555555555.0,*****,36,061
"Niagara County, New York",211704.0,,-555555555.0,*****,36,063
"Oneida County, New York",230782.0,,-555555555.0,*****,36,065
"Onondaga County, New York",464242.0,,-555555555.0,*****,36,067
"Ontario County, New York",109472.0,,-555555555.0,*****,36,069
"Orange County, New York",378227.0,,-555555555.0,*****,36,071
"Orleans County, New York",41175.0,,-555555555.0,*****,36,073
"Oswego County, New York",119104.0,,-555555555.0,*****,36,075
"Otsego County, New York",60244.0,,-555555555.0,*****,36,077
"Putnam County, New York",99070.0,,-555555555.0,*****,36,079
"Queens County, New York",2298513.0,,-555555555.0,*****,36,081
"Rensselaer County, New York",159431.0,,-555555555.0,*****,36,083
"Richmond County, New York",474101.0,,-555555555.0,*****,36,085
"Rockland County, New York",323686.0,,-555555555.0,*****,36,087
"St. Lawrence County, New York",109558.0,,-555555555.0,*****,36,089
"Saratoga County, New York",227377.0,,-555555555.0,*****,36,091
"Schenectady County, New York",154883.0,,-555555555.0,*****,36,093
"Schoharie County, New York",31364.0,,-555555555.0,*****,36,095
"Schuyler County, New York",17992.0,,-555555555.0,*****,36,097
"Seneca County, New York",34612.0,,-555555555.0,*****,36,099
"Steuben County, New York",96927.0,,-555555555.0,*****,36,101
"Suffolk County, New York",1487901.0,,-555555555.0,*****,36,103
"Sullivan County, New York",75211.0,,-555555555.0,*****,36,105
"Tioga County, New York",49045.0,,-555555555.0,*****,36,107
"Tompkins County, New York",102962.0,,-555555555.0,*****,36,109
"Ulster County, New York",179303.0,,-555555555.0,*****,36,111
"Warren County, New York",64480.0,,-555555555.0,*****,36,113
"Washington County, New York",61828.0,,-555555555.0,*****,36,115
"Wayne County, New York",90856.0,,-555555555.0,*****,36,117
"Westchester County, New York",968815.0,,-555555555.0,*****,36,119
"Wyoming County, New York",40565.0,,-555555555.0,*****,36,121
"Yates County, New York",25009.0,,-555555555.0,*****,36,123
"Alamance County, North Carolina",160576.0,,-555555555.0,*****,37,001
"Alexander County, North Carolina",37119.0,,-555555555.0,*****,37,003
"Alleghany County, North Carolina",10973.0,,-555555555.0,*****,37,005
"Anson County, North Carolina",25306.0,,-555555555.0,*****,37,007
"Ashe County, North Carolina",26786.0,,-555555555.0,*****,37,009
"Avery County, North Carolina",17501.0,,-555555555.0,*****,37,011
"Beaufort County, North Carolina",47243.0,,-555555555.0,*****,37,013
"Bertie County, North Carolina",19644.0,,-555555555.0,*****,37,015
"Bladen County, North Carolina",33778.0,,-555555555.0,*****,37,017
"Brunswick County, North Carolina",126860.0,,-555555555.0,*****,37,019
"Buncombe County, North Carolina",254474.0,,-555555555.0,*****,37,021
"Burke County, North Carolina",89712.0,,-555555555.0,*****,37,023
"Cabarrus County, North Carolina",201448.0,,-555555555.0,*****,37,025
"Caldwell County, North Carolina",81779.0,,-555555555.0,*****,37,027
"Camden County, North Carolina",10447.0,,-555555555.0,*****,37,029
"Carteret County, North Carolina",68920.0,,-555555555.0,*****,37,031
"Caswell County, North Carolina",22746.0,,-555555555.0,*****,37,033
"Catawba County, North Carolina",156729.0,,-555555555.0,*****,37,035
"Chatham County, North Carolina",69791.0,,-555555555.0,*****,37,037
"Cherokee County, North Carolina",27668.0,,-555555555.0,*****,37,039
"Chowan County, North Carolina",14205.0,,-555555555.0,*****,37,041
"Clay County, North Carolina",10813.0,,-555555555.0,*****,37,043
"Cleveland County, North Carolina",97159.0,,-555555555.0,*****,37,045
"Columbus County, North Carolina",56293.0,,-555555555.0,*****,37,047
"Craven County, North Carolina",103082.0,,-555555555.0,*****,37,049
"Cumberland County, North Carolina",332106.0,,-555555555.0,*****,37,051
"Currituck County, North Carolina",25796.0,,-555555555.0,*****,37,053
"Dare County, North Carolina",35741.0,,-555555555.0,*****,37,055
"Davidson County, North Carolina",164664.0,,-555555555.0,*****,37,057
"Davie County, North Carolina",41991.0,,-555555555.0,*****,37,059
"Duplin County, North Carolina",59062.0,,-555555555.0,*****,37,061
"Durham County, North Carolina",306457.0,,-555555555.0,*****,37,063
"Edgecombe County, North Carolina",53332.0,,-555555555.0,*****,37,065
"Forsyth County, North Carolina",371573.0,,-555555555.0,*****,37,067
"Franklin County, North Carolina",64902.0,,-555555555.0,*****,37,069
"Gaston County, North Carolina",216585.0,,-555555555.0,*****,37,071
"Gates County, North Carolina",11563.0,,-555555555.0,*****,37,073
"Graham County, North Carolina",8557.0,,-555555555.0,*****,37,075
"Granville County, North Carolina",58874.0,,-555555555.0,*****,37,077
"Greene County, North Carolina",21008.0,,-555555555.0,*****,37,079
"Guilford County, North Carolina",523582.0,,-555555555.0,*****,37,081
"Halifax County, North Carolina",51737.0,,-555555555.0,*****,37,083
"Harnett County, North Carolina",130361.0,,-555555555.0,*****,37,085
"Haywood County, North Carolina",60433.0,,-555555555.0,*****,37,087
"Henderson County, North Carolina",113625.0,,-555555555.0,*****,37,089
"Hertford County, North Carolina",24153.0,,-555555555.0,*****,37,091
"Hoke County, North Carolina",53239.0,,-555555555.0,*****,37,093
"Hyde County, North Carolina",5393.0,,-555555555.0,*****,37,095
"Iredell County, North Carolina",172525.0,,-555555555.0,*****,37,097
"Jackson County, North Carolina",42256.0,,-555555555.0,*****,37,099
"Johnston County, North Carolina",191172.0,,-555555555.0,*****,37,101
"Jones County, North Carolina",9695.0,,-555555555.0,*****,37,103
"Lee County, North Carolina",60125.0,,-555555555.0,*****,37,105
"Lenoir County, North Carolina",57227.0,,-555555555.0,*****,37,107
"Lincoln County, North Carolina",81441.0,,-555555555.0,*****,37,109
"McDowell County, North Carolina",45109.0,,-555555555.0,*****,37,111
"Macon County, North Carolina",34410.0,,-555555555.0,*****,37,113
"Madison County, North Carolina",21405.0,,-555555555.0,*****,37,115
"Martin County, North Carolina",23054.0,,-555555555.0,*****,37,117
"Mecklenburg County, North Carolina",1054314.0,,-555555555.0,*****,37,119
"Mitchell County, North Carolina",15040.0,,-555555555.0,*****,37,121
"Montgomery County, North Carolina",27338.0,,-555555555.0,*****,37,123
"Moore County, North Carolina",95629.0,,-555555555.0,*****,37,125
"Nash County, North Carolina",94003.0,,-555555555.0,*****,37,127
"New Hanover County, North Carolina",224231.0,,-555555555.0,*****,37,129
"Northampton County, North Carolina",20186.0,,-555555555.0,*****,37,131
"Onslow County, North Carolina",193912.0,,-555555555.0,*****,37,133
"Orange County, North Carolina",142938.0,,-555555555.0,*****,37,135
"Pamlico County, North Carolina",12742.0,,-555555555.0,*****,37,137
"Pasquotank County, North Carolina",39479.0,,-555555555.0,*****,37,139
"Pender County, North Carolina",59020.0,,-555555555.0,*****,37,141
"Perquimans County, North Carolina",13459.0,,-555555555.0,*****,37,143
"Person County, North Carolina",39305.0,,-555555555.0,*****,37,145
"Pitt County, North Carolina",177372.0,,-555555555.0,*****,37,147
"Polk County, North Carolina",20458.0,,-555555555.0,*****,37,149
"Randolph County, North Carolina",142958.0,,-555555555.0,*****,37,151
"Richmond County, North Carolina",45189.0,,-555555555.0,*****,37,153
"Robeson County, North Carolina",133442.0,,-555555555.0,*****,37,155
"Rockingham County, North Carolina",91270.0,,-555555555.0,*****,37,157
"Rowan County, North Carolina",139605.0,,-555555555.0,*****,37,159
"Rutherford County, North Carolina",66532.0,,-555555555.0,*****,37,161
"Sampson County, North Carolina",63561.0,,-555555555.0,*****,37,163
"Scotland County, North Carolina",35262.0,,-555555555.0,*****,37,165
"Stanly County, North Carolina",61114.0,,-555555555.0,*****,37,167
"Stokes County, North Carolina",45905.0,,-555555555.0,*****,37,169
"Surry County, North Carolina",72099.0,,-555555555.0,*****,37,171
"Swain County, North Carolina",14254.0,,-555555555.0,*****,37,173
"Transylvania County, North Carolina",33513.0,,-555555555.0,*****,37,175
"Tyrrell County, North Carolina",4119.0,,-555555555.0,*****,37,177
"Union County, North Carolina",226694.0,,-555555555.0,*****,37,179
"Vance County, North Carolina",44482.0,,-555555555.0,*****,37,181
"Wake County, North Carolina",1046558.0,,-555555555.0,*****,37,183
"Warren County, North Carolina",20033.0,,-555555555.0,*****,37,185
"Washington County, North Carolina",12156.0,,-555555555.0,*****,37,187
"Watauga County, North Carolina",54117.0,,-555555555.0,*****,37,189
"Wayne County, North Carolina",124002.0,,-555555555.0,*****,37,191
"Wilkes County, North Carolina",68460.0,,-555555555.0,*****,37,193
"Wilson County, North Carolina",81336.0,,-555555555.0,*****,37,195
"Yadkin County, North Carolina",37665.0,,-555555555.0,*****,37,197
"Yancey County, North Carolina",17667.0,,-555555555.0,*****,37,199
"Adams County, North Dakota",2351.0,,-555555555.0,*****,38,001
"Barnes County, North Dakota",10836.0,,-555555555.0,*****,38,003
"Benson County, North Dakota",6886.0,,-555555555.0,*****,38,005
"Bottineau County, North Dakota",6589.0,,-555555555.0,*****,38,009
"Bowman County, North Dakota",3195.0,,-555555555.0,*****,38,011
"Burke County, North Dakota",2213.0,,-555555555.0,*****,38,013
"Burleigh County, North Dakota",93737.0,,-555555555.0,*****,38,015
"Cass County, North Dakota",174202.0,,-555555555.0,*****,38,017
"Cavalier County, North Dakota",3824.0,,-555555555.0,*****,38,019
"Dickey County, North Dakota",4970.0,,-555555555.0,*****,38,021
"Divide County, North Dakota",2369.0,,-555555555.0,*****,38,023
"Dunn County, North Dakota",4387.0,,-555555555.0,*****,38,025
"Eddy County, North Dakota",2313.0,,-555555555.0,*****,38,027
"Emmons County, North Dakota",3352.0,,-555555555.0,*****,38,029
"Foster County, North Dakota",3290.0,,-555555555.0,*****,38,031
"Grand Forks County, North Dakota",70400.0,,-555555555.0,*****,38,035
"Grant County, North Dakota",2380.0,,-555555555.0,*****,38,037
"Griggs County, North Dakota",2266.0,,-555555555.0,*****,38,039
"Hettinger County, North Dakota",2576.0,,-555555555.0,*****,38,041
"Kidder County, North Dakota",2460.0,,-555555555.0,*****,38,043
"LaMoure County, North Dakota",4100.0,,-555555555.0,*****,38,045
"Logan County, North Dakota",1927.0,,-555555555.0,*****,38,047
"McHenry County, North Dakota",5927.0,,-555555555.0,*****,38,049
"McIntosh County, North Dakota",2654.0,,-555555555.0,*****,38,051
"McKenzie County, North Dakota",12536.0,,-555555555.0,*****,38,053
"McLean County, North Dakota",9608.0,,-555555555.0,*****,38,055
"Mercer County, North Dakota",8570.0,,-555555555.0,*****,38,057
"Morton County, North Dakota",30544.0,,-555555555.0,*****,38,059
"Mountrail County, North Dakota",10152.0,,-555555555.0,*****,38,061
"Nelson County, North Dakota",2920.0,,-555555555.0,*****,38,063
"Pembina County, North Dakota",7016.0,,-555555555.0,*****,38,067
"Pierce County, North Dakota",4210.0,,-555555555.0,*****,38,069
"Ramsey County, North Dakota",11557.0,,-555555555.0,*****,38,071
"Ransom County, North Dakota",5361.0,,-555555555.0,*****,38,073
"Renville County, North Dakota",2495.0,,-555555555.0,*****,38,075
"Richland County, North Dakota",16288.0,,-555555555.0,*****,38,077
"Rolette County, North Dakota",14603.0,,-555555555.0,*****,38,079
"Sargent County, North Dakota",3883.0,,-555555555.0,*****,38,081
"Sioux County, North Dakota",4413.0,,-555555555.0,*****,38,085
"Stark County, North Dakota",30876.0,,-555555555.0,*****,38,089
"Steele County, North Dakota",1910.0,,-555555555.0,*****,38,091
"Stutsman County, North Dakota",21064.0,,-555555555.0,*****,38,093
"Towner County, North Dakota",2246.0,,-555555555.0,*****,38,095
"Traill County, North Dakota",8019.0,,-555555555.0,*****,38,097
"Walsh County, North Dakota",10802.0,,-555555555.0,*****,38,099
"Ward County, North Dakota",69034.0,,-555555555.0,*****,38,101
"Wells County, North Dakota",4055.0,,-555555555.0,*****,38,103
"Williams County, North Dakota",34061.0,,-555555555.0,*****,38,105
"Adams County, Ohio",27878.0,,-555555555.0,*****,39,001
"Allen County, Ohio",103642.0,,-555555555.0,*****,39,003
"Ashland County, Ohio",53477.0,,-555555555.0,*****,39,005
"Ashtabula County, Ohio",98136.0,,-555555555.0,*****,39,007
"Athens County, Ohio",65936.0,,-555555555.0,*****,39,009
"Auglaize County, Ohio",45784.0,,-555555555.0,*****,39,011
"Belmont County, Ohio",68472.0,,-555555555.0,*****,39,013
"Brown County, Ohio",43679.0,,-555555555.0,*****,39,015
"Butler County, Ohio",378294.0,,-555555555.0,*****,39,017
"Carroll County, Ohio",27578.0,,-555555555.0,*****,39,019
"Champaign County, Ohio",38864.0,,-555555555.0,*****,39,021
"Clark County, Ohio",135198.0,,-555555555.0,*****,39,023
"Clermont County, Ohio",203216.0,,-555555555.0,*****,39,025
"Clinton County, Ohio",41896.0,,-555555555.0,*****,39,027
"Columbiana County, Ohio",104003.0,,-555555555.0,*****,39,029
"Coshocton County, Ohio",36574.0,,-555555555.0,*****,39,031
"Crawford County, Ohio",42021.0,,-555555555.0,*****,39,033
"Cuyahoga County, Ohio",1253783.0,,-555555555.0,*****,39,035
"Darke County, Ohio",51734.0,,-555555555.0,*****,39,037
"Defiance County, Ohio",38279.0,,-555555555.0,*****,39,039
"Delaware County, Ohio",197008.0,,-555555555.0,*****,39,041
"Erie County, Ohio",75136.0,,-555555555.0,*****,39,043
"Fairfield County, Ohio",152910.0,,-555555555.0,*****,39,045
"Fayette County, Ohio",28645.0,,-555555555.0,*****,39,047
"Franklin County, Ohio",1275333.0,,-555555555.0,*****,39,049
"Fulton County, Ohio",42305.0,,-555555555.0,*****,39,051
"Gallia County, Ohio",30195.0,,-555555555.0,*****,39,053
"Geauga County, Ohio",93961.0,,-555555555.0,*****,39,055
"Greene County, Ohio",165811.0,,-555555555.0,*****,39,057
"Guernsey County, Ohio",39274.0,,-555555555.0,*****,39,059
"Hamilton County, Ohio",812037.0,,-555555555.0,*****,39,061
"Hancock County, Ohio",75690.0,,-555555555.0,*****,39,063
"Hardin County, Ohio",31542.0,,-555555555.0,*****,39,065
"Harrison County, Ohio",15307.0,,-555555555.0,*****,39,067
"Henry County, Ohio",27316.0,,-555555555.0,*****,39,069
"Highland County, Ohio",43007.0,,-555555555.0,*****,39,071
"Hocking County, Ohio",28495.0,,-555555555.0,*****,39,073
"Holmes County, Ohio",43859.0,,-555555555.0,*****,39,075
"Huron County, Ohio",58457.0,,-555555555.0,*****,39,077
"Jackson County, Ohio",32524.0,,-555555555.0,*****,39,079
"Jefferson County, Ohio",66886.0,,-555555555.0,*****,39,081
"Knox County, Ohio",61215.0,,-555555555.0,*****,39,083
"Lake County, Ohio",230052.0,,-555555555.0,*****,39,085
"Lawrence County, Ohio",60622.0,,-555555555.0,*****,39,087
"Licking County, Ohio",172293.0,,-555555555.0,*****,39,089
"Logan County, Ohio",45307.0,,-555555555.0,*****,39,091
"Lorain County, Ohio",306713.0,,-555555555.0,*****,39,093
"Lucas County, Ohio",432379.0,,-555555555.0,*****,39,095
"Madison County, Ohio",43988.0,,-555555555.0,*****,39,097
"Mahoning County, Ohio",231064.0,,-555555555.0,*****,39,099
"Marion County, Ohio",65344.0,,-555555555.0,*****,39,101
"Medina County, Ohio",177257.0,,-555555555.0,*****,39,103
"Meigs County, Ohio",23160.0,,-555555555.0,*****,39,105
"Mercer County, Ohio",40806.0,,-555555555.0,*****,39,107
"Miami County, Ohio",104800.0,,-555555555.0,*****,39,109
"Monroe County, Ohio",14090.0,,-555555555.0,*****,39,111
"Montgomery County, Ohio",532034.0,,-555555555.0,*****,39,113
"Morgan County, Ohio",14702.0,,-555555555.0,*****,39,115
