date,date_entered_updated,launch_time_(utc),missile_name,missile_type,facility_name,facility_location,facility_latitude,facility_longitude,landing_location,apogee,distance_travelled,confirmation_status,test_outcome,additional_information,source(s),year,month,day,missle_type_desc
2017-07-04,2017-11-28,00:40:00,Hwasong-14,ICBM,Panghyon,"Kusong, North Pyongan",39.872153,125.269192,Sea of Japan or East Sea,2802 km,933 km,Confirmed,Success,"This was the first successful test of a North Korean ICBM. The missile appears to be a two stage missile. The design appears to be a larger version of the Hwasong-12 IRBM with a second stage added. North Korea lofted the missile to avoid overflying Japan, hence the high apogee. However, if North Korea had fired it intending to maximize distance estimates suggest it could have travelled approximately 7,000 km. Later analysis of the missile, and a subsequent test of the missile, increased this range estimate to over 10,000 km which places targets as far into the US as Chicago within range of the missile.",https://www.wsj.com/articles/north-korea-launches-missile-into-waters-between-korea-and-japan-1499131848; https://www.washingtonpost.com/national/north-korea-claims-successful-intercontinental-ballistic-missile-test-defying-international-condemnation/2017/07/04/4f804488-609c-11e7-8adc-fea80e32bf47_story.html?utm_term=.8d9461e74489; http://www.cnn.com/2017/07/04/politics/us-officials-meet-north-korea-missile-launch/index.html; https://pbs.twimg.com/media/DD29MRwVYAAYc43.jpg:large; http://allthingsnuclear.org/dwright/north-korea-appears-to-launch-missile-with-6700-km-range,2017,7,Tuesday,Intercontinental
2017-05-28,2017-11-28,20:40:00,Scud-C MaRV,SRBM,Wonsan Kalma International Airport,Kangwon Province,39.1677,127.4817,Sea of Japan or East Sea,120 km,400 km,Confirmed,Success,"There continues to be some confusion about this missile's designation. Due to some confusing reports, it was initially referred to as the KN-17. Information has since surfaced that the KN-17 is actually the designation for the Hwasong-12. This missile's name is still slightly unclear. North Korea refers to this as the ""ultra precision"" missile. The missile itself appears to be a Scud-C with a Manueverable Re-entry Vehicle, hence the designation ""Scud-C MaRV"".  This test marked another first for North Korea in 2017. It was the first successful test of the Scud-C MaRV, a missile with a maneuverable terminal stage.  A maneuverable terminal stage is significant because such a system could potentially frustrate missile defense systems like THAAD. This missile was first sighted at the April 15, 2017 parade. This missile was initially believed to have been tested 3 times in April and failed repeatedly. Information has since surfaced that these were actually tests of the Hwasong-12. While this test is reported to have occurred at Wonson Kalma International Airport, the test actually took place right outside the airport, about 100 meters on the northern side. The missile itself landed in between South Korea and Japan in a piece of disputed water sparking a small diplomatic skirmish between the two over whose water it landed in.",https://twitter.com/DaveSchmerler/status/869346581941600256; https://twitter.com/JosephHDempsey/status/868962193039122432; https://www.washingtonpost.com/world/asia_pacific/north-koreas-latest-ballistic-missile-launch-lands-in-the-sea-of-japan/2017/05/28/cb072e0e-43f6-11e7-a196-a1bb629f64cb_story.html?utm_term=.072059ffa7f4; https://www.wsj.com/articles/s-korea-military-says-north-korea-fires-unidentified-projectile-1496008566; http://www.japantimes.co.jp/news/2017/05/29/asia-pacific/north-korea-fires-off-missile-lands-japans-exclusive-economic-zone/#.WS2oo2jyuUk; http://www.japantimes.co.jp/news/2017/05/30/asia-pacific/north-korea-hails-test-precision-guided-missile-success-vows-bigger-gift-package-u-s/#.WS2oqGjyuUk; http://thediplomat.com/2017/06/exclusive-north-korea-tested-its-new-intermediate-range-ballistic-missile-3-times-in-april-2017/;,2017,5,Sunday,Short-range
2017-05-21,2017-11-28,07:59:00,Pukguksong-2,MRBM,Lake Yonpung,South Pyongan Province,39.618283,125.8035851,Sea of Japan or East Sea,560 km,500 km,Confirmed,Success,"This test was the second North Korea conducted in a week. Following the test, Kim Jong Un stated he believed the weapon was ready for deployment and ordered the mass production of the missile. The KN-15 is a solid fuel missile which means it can be launched on shorter notice. In the event of war, finding and destroying all the KN-15 missiles before they could be launched would be tough.",http://thediplomat.com/2017/05/north-koreas-new-intermediate-range-ballistic-missile-the-hwasong-12-first-takeaways/?utm_content=buffer3dda6&utm_medium=social&utm_source=twitter.com&utm_campaign=buffer; https://www.nknews.org/2017/05/n-korea-claims-successful-intermediate-range-ballistic-missile-test-launch/; http://www.bbc.com/news/world-asia-39918652; http://www.japantimes.co.jp/news/2017/05/14/asia-pacific/north-korea-carries-new-ballistic-missile-test/#.WRncNojyuUl; https://www.washingtonpost.com/world/north-korea-launches-a-missile-that-flies-450-miles/2017/05/13/e1647da8-382c-11e7-99b0-dd6e94e786e5_story.html?utm_campaign=buffer&utm_content=bufferdc0f7&utm_medium=social&utm_source=twitter.com&utm_term=.617f3d0df259; http://www.bbc.com/news/world-asia-39911530; https://www.wsj.com/articles/north-korea-is-accelerating-plan-to-land-missiles-in-u-s-1494792608; https://www.wsj.com/articles/north-korea-launches-possible-ballistic-missile-south-korean-news-agency-reports-1494713029; https://twitter.com/CT_operative/status/864121984573206528; http://thediplomat.com/2017/06/exclusive-north-korea-tested-its-new-intermediate-range-ballistic-missile-3-times-in-april-2017/;,2017,5,Sunday,Medium-range
2017-05-14,2017-11-28,20:28:00,Hwasong-12,IRBM,North Kusong Testing Ground,"Kusong, North Pyongan",40.0659,125.2099,Sea of Japan or East Sea,2111.5 km,787 km,Confirmed,Success,"This test was significant for a number of reasons. With this test, North Korea premeired a new, single-stage, IRBM. Estimates of the missile's range places Guam, a US territory which houses a vital US military base, within range of the missile. The missile's engine appears to be the same engine which North Korea tested in March 2016 and again on March 19, 2017. The single stage makes the missile somewhat inefficient and prompted speculation that the missile is intended to be the first stage of a multi-stage ICBM.",https://www.washingtonpost.com/world/north-korea-fires-another-ballistic-missile-the-75th-of-kim-jong-uns-tenure/2017/04/28/c4b7aa8a-2c5c-11e7-9081-f5405f56d3e4_story.html?utm_term=.eea0faa61c57; http://www.japantimes.co.jp/news/2017/04/29/asia-pacific/north-korea-fails-latest-test-ballistic-missile/#.WQiqMYjyuUk; http://english.yonhapnews.co.kr/news/2017/04/29/0200000000AEN20170429000800315.html;https://www.wsj.com/articles/north-korean-missile-launch-appears-to-fail-1493417890; http://thediplomat.com/2017/06/exclusive-north-korea-tested-its-new-intermediate-range-ballistic-missile-3-times-in-april-2017/;,2017,5,Sunday,Intermediate-range
2017-03-05,2017-11-28,22:34:00,ER Scud,MRBM,Sohae Satellite Launching Station,"Cholsan County, North Pyongan Province",39.6596,124.7057,Sea of Japan or East Sea,260 km,1000 km,Confirmed,Success,"North Korea launched these 4 missiles almost simultaneously. It is hypothesized that North Korea was practicing overwhelming THAAD and conducting a simulated attack on the US Marine Corps Airbase in Japan, Iwakuni. As a response to this test, the US deployed THAAD to South Korea ahead of schedule. The apogees and distance travelled for each missile are the averages according to reports, exact distances for each missile are unknown. There were early reports of a fifth missile launch accompanying these four. North Korea may have originally planned to launch five but had to scrub the fifth test for unknown reasons. Confirmation of a fifth test later emerged in the Missile Defense Review and this dataset has been updated to reflect that as of March 26, 2019.",http://www.cnn.com/2017/03/06/asia/north-korea-missiles-kim-jong-un/; http://www.reuters.com/article/us-northkorea-missiles-idUSKBN16C0YU; http://www.cnn.com/2017/03/05/asia/north-korea-projectile/; https://www.washingtonpost.com/world/north-korea-launches-another-missile-perhaps-one-that-can-reach-us/2017/03/05/943010ee-96e2-4ff4-83aa-2fe09cd65831_story.html?utm_term=.6f8b3ae2acd1; http://www.japantimes.co.jp/news/2017/03/06/national/tokyo-says-north-korea-fired-three-four-missiles-came-japans-eez/#.WL3nJjvyuUl; http://www.mod.go.jp/e/press/release/2017/03/06b.html; http://www.mod.go.jp/e/press/release/2017/03/06a.html; http://www.stratcom.mil/Media/News/News-Article-View/Article/1080866/usstratcom-detects-tracks-north-korean-missile-launch/; http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2017-03-07-0001,2017,3,Sunday,Medium-range
2017-03-05,2017-11-28,22:34:00,ER Scud,MRBM,Sohae Satellite Launching Station,"Cholsan County, North Pyongan Province",39.6596,124.7057,Sea of Japan or East Sea,260 km,1000 km,Confirmed,Success,"North Korea launched these 4 missiles almost simultaneously. It is hypothesized that North Korea was practicing overwhelming THAAD and conducting a simulated attack on the US Marine Corps Airbase in Japan, Iwakuni. As a response to this test, the US deployed THAAD to South Korea ahead of schedule. The apogees and distance travelled for each missile are the averages according to reports, exact distances for each missile are unknown. There were early reports of a fifth missile launch accompanying these four. North Korea may have originally planned to launch five but had to scrub the fifth test for unknown reasons. Confirmation of a fifth test later emerged in the Missile Defense Review and this dataset has been updated to reflect that as of March 26, 2019.",http://www.cnn.com/2017/03/06/asia/north-korea-missiles-kim-jong-un/; http://www.reuters.com/article/us-northkorea-missiles-idUSKBN16C0YU; http://www.cnn.com/2017/03/05/asia/north-korea-projectile/; https://www.washingtonpost.com/world/north-korea-launches-another-missile-perhaps-one-that-can-reach-us/2017/03/05/943010ee-96e2-4ff4-83aa-2fe09cd65831_story.html?utm_term=.6f8b3ae2acd1; http://www.japantimes.co.jp/news/2017/03/06/national/tokyo-says-north-korea-fired-three-four-missiles-came-japans-eez/#.WL3nJjvyuUl; http://www.mod.go.jp/e/press/release/2017/03/06b.html; http://www.mod.go.jp/e/press/release/2017/03/06a.html; http://www.stratcom.mil/Media/News/News-Article-View/Article/1080866/usstratcom-detects-tracks-north-korean-missile-launch/; http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2017-03-07-0001,2017,3,Sunday,Medium-range
2017-03-05,2017-11-28,22:34:00,ER Scud,MRBM,Sohae Satellite Launching Station,"Cholsan County, North Pyongan Province",39.6596,124.7057,Sea of Japan or East Sea,260 km,1000 km,Confirmed,Success,"North Korea launched these 4 missiles almost simultaneously. It is hypothesized that North Korea was practicing overwhelming THAAD and conducting a simulated attack on the US Marine Corps Airbase in Japan, Iwakuni. As a response to this test, the US deployed THAAD to South Korea ahead of schedule. The apogees and distance travelled for each missile are the averages according to reports, exact distances for each missile are unknown. There were early reports of a fifth missile launch accompanying these four. North Korea may have originally planned to launch five but had to scrub the fifth test for unknown reasons. Confirmation of a fifth test later emerged in the Missile Defense Review and this dataset has been updated to reflect that as of March 26, 2019.",http://www.cnn.com/2017/03/06/asia/north-korea-missiles-kim-jong-un/; http://www.reuters.com/article/us-northkorea-missiles-idUSKBN16C0YU; http://www.cnn.com/2017/03/05/asia/north-korea-projectile/; https://www.washingtonpost.com/world/north-korea-launches-another-missile-perhaps-one-that-can-reach-us/2017/03/05/943010ee-96e2-4ff4-83aa-2fe09cd65831_story.html?utm_term=.6f8b3ae2acd1; http://www.japantimes.co.jp/news/2017/03/06/national/tokyo-says-north-korea-fired-three-four-missiles-came-japans-eez/#.WL3nJjvyuUl; http://www.mod.go.jp/e/press/release/2017/03/06b.html; http://www.mod.go.jp/e/press/release/2017/03/06a.html; http://www.stratcom.mil/Media/News/News-Article-View/Article/1080866/usstratcom-detects-tracks-north-korean-missile-launch/; http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2017-03-07-0001,2017,3,Sunday,Medium-range
2017-03-05,2017-11-28,22:34:00,ER Scud,MRBM,Sohae Satellite Launching Station,"Cholsan County, North Pyongan Province",39.6596,124.7057,Sea of Japan or East Sea,260 km,1000 km,Confirmed,Success,"North Korea launched these 4 missiles almost simultaneously. It is hypothesized that North Korea was practicing overwhelming THAAD and conducting a simulated attack on the US Marine Corps Airbase in Japan, Iwakuni. As a response to this test, the US deployed THAAD to South Korea ahead of schedule. The apogees and distance travelled for each missile are the averages according to reports, exact distances for each missile are unknown. There were early reports of a fifth missile launch accompanying these four. North Korea may have originally planned to launch five but had to scrub the fifth test for unknown reasons. Confirmation of a fifth test later emerged in the Missile Defense Review and this dataset has been updated to reflect that as of March 26, 2019.",http://www.cnn.com/2017/03/06/asia/north-korea-missiles-kim-jong-un/; http://www.reuters.com/article/us-northkorea-missiles-idUSKBN16C0YU; http://www.cnn.com/2017/03/05/asia/north-korea-projectile/; https://www.washingtonpost.com/world/north-korea-launches-another-missile-perhaps-one-that-can-reach-us/2017/03/05/943010ee-96e2-4ff4-83aa-2fe09cd65831_story.html?utm_term=.6f8b3ae2acd1; http://www.japantimes.co.jp/news/2017/03/06/national/tokyo-says-north-korea-fired-three-four-missiles-came-japans-eez/#.WL3nJjvyuUl; http://www.mod.go.jp/e/press/release/2017/03/06b.html; http://www.mod.go.jp/e/press/release/2017/03/06a.html; http://www.stratcom.mil/Media/News/News-Article-View/Article/1080866/usstratcom-detects-tracks-north-korean-missile-launch/; http://www.rodong.rep.kp/en/index.php?strPageID=SF01_02_01&newsID=2017-03-07-0001,2017,3,Sunday,Medium-range
2017-02-11,2017-11-28,22:55:00,Pukguksong-2,MRBM,Kusong Testing Ground,"Kusong, North Pyongan",40.01325,125.22302,Sea of Japan or East Sea,550 km,500 km,Confirmed,Success,This was the first known test of a land based version of the Polaris-1. The missile is solid fueled which means it is much easier to launch on short notice. This missile was tested only a few kilometers away from the failed October tests prompting speculation those tests were of this missile system.,http://www.stratcom.mil/Media/News/News-Article-View/Article/1080866/usstratcom-detects-tracks-north-korean-missile-launch/; http://www.economist.com/news/asia/21716992-kim-jong-un-tests-another-missile-north-koreas-dictator-challenges-donald-trump; http://www.cnn.com/2017/02/11/asia/north-korea-missile/; http://www.reuters.com/article/us-northkorea-missiles-nk-idUSKBN15R10O?il=0; http://38north.org/2017/02/jschilling021317/; https://twitter.com/DaveSchmerler/status/830964858032041984,2017,2,Saturday,Medium-range
2016-09-05,2017-11-28,03:13:00,ER Scud,MRBM,Hwangju,"Hwangju,  North Hwanghae Province",38.686834,125.702005,Sea of Japan or East Sea,Unknown,1000 km,Confirmed,Success,,http://thediplomat.com/2016/09/north-korea-showed-off-a-previously-unseen-missile-during-the-g20/; http://www.nti.org/analysis/articles/first-glimpse-north-koreas-elusive-er-scud/; http://missiledefenseadvocacy.org/missile-threat-and-proliferation/todays-missile-threat/north-korea/scud-er/,2016,9,Monday,Medium-range
2016-09-05,2017-11-28,03:13:00,ER Scud,MRBM,Hwangju,"Hwangju,  North Hwanghae Province",38.686834,125.702005,Sea of Japan or East Sea,Unknown,1000 km,Confirmed,Success,,http://thediplomat.com/2016/09/north-korea-showed-off-a-previously-unseen-missile-during-the-g20/; http://www.nti.org/analysis/articles/first-glimpse-north-koreas-elusive-er-scud/; http://missiledefenseadvocacy.org/missile-threat-and-proliferation/todays-missile-threat/north-korea/scud-er/,2016,9,Monday,Medium-range
2016-09-05,2017-11-28,03:13:00,ER Scud,MRBM,Hwangju,"Hwangju,  North Hwanghae Province",38.686834,125.702005,Sea of Japan or East Sea,Unknown,1000 km,Confirmed,Success,"North Korea premiered a never before seen version of its scud with this simultaneous test of 3 missiles. The missiles are scud missiles but have almost double the traditional range of other versions of the system. Though this was their first public appearance, it is quite likely the system was tested in the past but were mistaken for Nodongs, which have a similar range and trajectory.",http://thediplomat.com/2016/09/north-korea-showed-off-a-previously-unseen-missile-during-the-g20/; http://www.nti.org/analysis/articles/first-glimpse-north-koreas-elusive-er-scud/; http://missiledefenseadvocacy.org/missile-threat-and-proliferation/todays-missile-threat/north-korea/scud-er/,2016,9,Monday,Medium-range
2016-08-23,2017-11-28,20:29:00,Pukguksong-1,SLBM,Sinpo Shipyard,South Hamgyong Province,40.0368,128.1839,Sea of Japan or East Sea,Unknown,500 km,Confirmed,Success,This test marks the first fully successful SLBM test by North Korea. The missile landed in Japan's Air Identification Zone. It is believed that the missile can travel much father and that its range was due to a lofted trajectory.,https://en.wikipedia.org/wiki/Pukkuksong-1; http://www.reuters.com/article/us-northkorea-missiles-idUSKCN10Y2B0,2016,8,Tuesday,Submarine-launched
2016-08-02,2017-11-28,22:53:00,Nodong,MRBM,Hwangju,"Hwangju,  North Hwanghae Province",38.686834,125.702005,Sea of Japan or East Sea,Unknown,1000 km,Confirmed,Success,,http://www.cnn.com/2016/08/02/asia/north-korea-missile/; https://www.stratcom.mil/news/2016/629/USSTRATCOM_Detects_Tracks_North_Korean_Missile_Launches/,2016,8,Tuesday,Medium-range
2016-07-18,2017-11-28,21:35:00,Nodong,MRBM,Hwangju,"Hwangju,  North Hwanghae Province",38.686834,125.702005,Sea of Japan or East Sea,Unknown,500 km,Confirmed,Success,,http://www.cnn.com/2016/07/18/asia/north-korea-missiles/; http://www.bbc.com/news/world-asia-36831308; https://www.stratcom.mil/news/2016/624/USSTRATCOM_Detects_Tracks_North_Korean_Missile_Launches/,2016,7,Monday,Medium-range
2016-07-18,2017-11-28,20:58:00,Scud-C,SRBM,Hwangju,"Hwangju,  North Hwanghae Province",38.686834,125.702005,Unknown,Unknown,Unknown,Confirmed,Success,"The type of Scud is unconfirmed, it could have been a Scud B",http://www.cnn.com/2016/07/18/asia/north-korea-missiles/; http://www.bbc.com/news/world-asia-36831308; https://www.stratcom.mil/news/2016/624/USSTRATCOM_Detects_Tracks_North_Korean_Missile_Launches/,2016,7,Monday,Short-range
2016-07-18,2017-11-28,20:44:00,Scud-C,SRBM,Hwangju,"Hwangju,  North Hwanghae Province",38.686834,125.702005,Unknown,Unknown,Unknown,Confirmed,Success,"The type of Scud is unconfirmed, it could have been a Scud B",http://www.cnn.com/2016/07/18/asia/north-korea-missiles/; http://www.bbc.com/news/world-asia-36831308; https://www.stratcom.mil/news/2016/624/USSTRATCOM_Detects_Tracks_North_Korean_Missile_Launches/,2016,7,Monday,Short-range
2016-06-21,2017-11-28,23:03:00,Musudan,IRBM,Wonsan Kalma International Airport,Kangwon Province,39.1677,127.4817,Sea of Japan or East Sea,1400 km,400 km,Confirmed,Success,"After a string of 5 failures, this marks the first successful test of the Musudan missile. The missile trajectory itself was lofted to prevent the test from overflying Japan. Photographs and videos of the test released by North Korea showed that missile was equiped with gridfins, a new addition not seen in previous appearances of the missile prompting speculation that the lack of them had caused issues with past tests.",http://38north.org/2016/06/jschilling062316/; https://www.iiss.org/en/iiss%20voices/blogsections/iiss-voices-2016-9143/june-2c71/north-koreas-musudan-missile-effort-advances-5885; https://www.nknews.org/pro/back-in-black/; https://www.stratcom.mil/news/2016/622/USSTRATCOM_Detects_Tracks_North_Korean_Missile_Launches/,2016,6,Tuesday,Intermediate-range
2016-04-23,2017-11-28,09:29:00,Pukguksong-1,SLBM,Sinpo Shipyard,South Hamgyong Province,40.0368,128.1839,Unknown,Unknown,30 km,Confirmed,Success,"This test is believed to be the first successful North Korean SLBM test. Some consider this test only to be a partial success as the missile only flew 30 km, well short of the believed 300 km minimum people expected. However, its possible North Korea did not intend the test to be a full flight test of the missile. Finally, this database codes anything that doesn't explode during launch as a success and this missile does not appear to have done that.",http://www.bbc.com/news/world-asia-36119159; https://en.wikipedia.org/wiki/Pukkuksong-1,2016,4,Saturday,Submarine-launched
2016-03-18,2017-01-06,,Nodong,MRBM,Sunchon Airbase,South Pyongan Province,39.412594,125.89031,Sea of Japan or East Sea,Unknown,800 km,Confirmed,Success,"There is contradictory information about the location of these tests. CNN reports from a source within the South Korean Chiefs of Staff that the launch came from Sukchon, other sources have stated the test came from the ""west coast"" of North Korea. It's possible reports are mixing this test up with another test conducted only a few days before.",http://www.cnn.com/2016/03/17/asia/north-korea-missile-launch/; http://www.reuters.com/article/us-northkorea-nuclear-idUSKCN0WJ30V; http://www.bbc.com/news/world-asia-35835088,2016,3,Friday,Medium-range
2016-03-10,2017-01-06,,Scud-C,SRBM,Hwangju,"Hwangju,  North Hwanghae Province",38.686834,125.702005,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,"Exact location of launch is uncertain. CNN states the missiles came from the North Hwanghae province, just south of Pyongyang which would suggest the test was carried out at Hwanju. Hwanju has become a fairly active testing location for North Korea. However, the BBC says the tests were carried out on the ""east coast"" of North Korea, which is impossible if they were conducted in the North Hwanghae province which does not border the sea. Unfortunately finding a direct source from somewhere like STRATCOM or the Japanese Ministry of Defense for this test has been difficult.",http://www.cnn.com/2016/03/10/asia/north-korea-missiles/; http://www.bbc.com/news/world-asia-35770198; http://www.mod.go.jp/e/pressconf/2016/03/160311.html,2016,3,Thursday,Short-range
2016-03-10,2017-01-06,,Scud-C,SRBM,Hwangju,"Hwangju,  North Hwanghae Province",38.686834,125.702005,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,"Exact location of launch is uncertain. CNN states the missiles came from the North Hwanghae province, just south of Pyongyang which would suggest the test was carried out at Hwanju. Hwanju has become a fairly active testing location for North Korea. However, the BBC says the tests were carried out on the ""east coast"" of North Korea, which is impossible if they were conducted in the North Hwanghae province which does not border the sea. Unfortunately finding a direct source from somewhere like STRATCOM or the Japanese Ministry of Defense for this test has been difficult.",http://www.cnn.com/2016/03/10/asia/north-korea-missiles/; http://www.bbc.com/news/world-asia-35770198; http://www.mod.go.jp/e/pressconf/2016/03/160311.html,2016,3,Thursday,Short-range
2015-05-08,2017-01-06,,Pukguksong-1,SLBM,Sinpo Shipyard,South Hamgyong Province,40.0368,128.1839,Unknown,Unknown,Unknown,Confirmed,Success,"Later analysis of this test showed that it was not launched from a submarine, like North Korea claimed, but from a submerged barge. Nevertheless, the test marked an important milestone for North Korean missile development. North Korea announced this test on May 9th (local time) but most assume the test occurred the day before.",http://www.defensenews.com/story/defense/international/asia-pacific/2015/05/10/north-korea-submarine-launched-ballistic-missile-test-fired/27083023/; http://38north.org/2015/05/jbermudez051315/; http://thediplomat.com/2015/05/a-first-north-korea-tests-polaris-1-slbm/; ,2015,5,Friday,Submarine-launched
2015-04-03,2017-01-06,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2015,4,Friday,Short-range
2015-04-03,2017-01-06,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2015,4,Friday,Short-range
2015-04-03,2017-01-06,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2015,4,Friday,Short-range
2015-04-03,2017-01-06,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2015,4,Friday,Short-range
2015-04-02,2017-01-06,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2015,4,Thursday,Short-range
2015-03-01,2017-01-06,,Scud-C,SRBM,Nampo,South Pyongan Province,38.7523,125.3247,Sea of Japan or East Sea,134 km,490 km,Confirmed,Success,These tests took place slightly south of Nampo. A more precise location could not be established.,http://www.voanews.com/a/north-korea-fires-rockets-as-joint-us-south-korean-maneuvers-begin/2664198.html; http://www.astronautix.com/k/koreanorth.html; http://www.mod.go.jp/e/pressconf/2015/03/150302.html,2015,3,Sunday,Short-range
2015-03-01,2017-01-06,,Scud-C,SRBM,Nampo,South Pyongan Province,38.7523,125.3247,Sea of Japan or East Sea,134 km,490 km,Confirmed,Success,These tests took place slightly south of Nampo. A more precise location could not be established.,http://www.voanews.com/a/north-korea-fires-rockets-as-joint-us-south-korean-maneuvers-begin/2664198.html; http://www.astronautix.com/k/koreanorth.html; http://www.mod.go.jp/e/pressconf/2015/03/150302.html,2015,3,Sunday,Short-range
2015-02-08,2017-01-05,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2015,2,Sunday,Short-range
2015-02-08,2017-01-05,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2015,2,Sunday,Short-range
2015-02-08,2017-01-05,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2015,2,Sunday,Short-range
2015-02-08,2017-01-05,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2015,2,Sunday,Short-range
2015-02-08,2017-01-05,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2015,2,Sunday,Short-range
2014-09-06,2017-01-05,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2014,9,Saturday,Short-range
2014-09-01,2017-01-05,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2014,9,Monday,Short-range
2014-08-14,2017-01-05,,KN-02,SRBM,Hodo Peninsula,Kangwon Province,39.40167,127.5369,Sea of Japan or East Sea,Unknown,Unknown,Confirmed,Success,,http://www.un.org/ga/search/view_doc.asp?symbol=S/2016/157; http://www.armscontrolwonk.com/archive/207432/geolocating-north-koreas-14-august-toksa-launch/,2014,8,Thursday,Short-range
2014-07-13,2017-01-05,,Scud-C,SRBM,Kaesong,North Hwanghae Province,37.9382,126.5878,Sea of Japan or East Sea,120 km,500 km,Confirmed,Success,These tests actually took place just outside of Kaesong. A more precise location could not be established.,http://www.astronautix.com/k/koreanorth.html; http://www.mnd.go.kr/user/mnd_eng/upload/pblictn/PBLICTNEBOOK_201506161152304650.pdf; http://www.cnn.com/2014/07/12/world/asia/north-korea-missiles/; http://www.usatoday.com/story/news/world/2014/07/13/north-korea-launches-missiles-in-latest-test-fire/12591371/; https://www.theguardian.com/world/2014/jul/13/north-korea-missiles-sea-military-drill; http://www.mod.go.jp/e/pressconf/2014/07/140713.html; http://www.armscontrolwonk.com/archive/207549/dprk-missile-rocket-launches/,2014,7,Sunday,Short-range
