facid,facility_name,penalties,penalties_sum,bed_capacity,fac_fdr,penalties_per_10_beds,penalties_sum_per_10_beds
080000035,RADY CHILDREN'S CONVALESCENT HOSPITAL D/P SNF,1,1000.0,43.0,SKILLED NURSING FACILITY,0.23,232.56
080000036,SHARP MEMORIAL HOSPITAL,10,450125.0,656.0,GENERAL ACUTE CARE HOSPITAL,0.15,6861.66
080000045,GROSSMONT HOSPITAL,9,194400.0,461.0,GENERAL ACUTE CARE HOSPITAL,0.2,4216.92
080000050,PALOMAR VISTA HEALTHCARE CENTER,8,44400.0,74.0,SKILLED NURSING FACILITY,1.08,6000.0
080000053,FALLBROOK SKILLED NURSING,8,121900.0,93.0,SKILLED NURSING FACILITY,0.86,13107.53
080000056,ABBY GARDENS HEALTHCARE CENTER,29,136200.0,99.0,SKILLED NURSING FACILITY,2.93,13757.58
080000059,LAKESIDE SPECIAL CARE CENTER,3,2500.0,94.0,SKILLED NURSING FACILITY,0.32,265.96
080000060,THE SHORES POST-ACUTE,6,13000.0,305.0,SKILLED NURSING FACILITY,0.2,426.23
080000062,PARKWAY HILLS NURSING & REHABILITATION,6,64000.0,60.0,SKILLED NURSING FACILITY,1.0,10666.67
080000066,PALOMAR HEIGHTS POST ACUTE REHAB,6,148650.0,98.0,SKILLED NURSING FACILITY,0.61,15168.37
080000068,KEARNY MESA CONVALESCENT AND NURSING HOME,1,800.0,98.0,SKILLED NURSING FACILITY,0.1,81.63
080000070,ARBOR HILLS NURSING CENTER,2,1000.0,100.0,SKILLED NURSING FACILITY,0.2,100.0
080000077,AVIARA HEALTHCARE CENTER,11,143500.0,120.0,SKILLED NURSING FACILITY,0.92,11958.33
080000087,LA JOLLA NURSING AND REHABILITATION CENTER,8,72851.0,161.0,SKILLED NURSING FACILITY,0.5,4524.91
080000089,LA PALOMA HEALTHCARE CENTER,12,15900.0,93.0,SKILLED NURSING FACILITY,1.29,1709.68
080000090,VALLE VISTA CONVALESCENT HOSPITAL,3,3050.0,59.0,SKILLED NURSING FACILITY,0.51,516.95
080000094,BRADLEY COURT,2,4000.0,56.0,SKILLED NURSING FACILITY,0.36,714.29
080000099,LIFE CARE CENTER OF VISTA,10,43552.5,176.0,SKILLED NURSING FACILITY,0.57,2474.57
080000144,KAISER FOUNDATION HOSPITAL - ZION,10,193600.0,368.0,GENERAL ACUTE CARE HOSPITAL,0.27,5260.87
080000147,PALOMAR MEDICAL CENTER POWAY,8,171300.0,68.0,GENERAL ACUTE CARE HOSPITAL,1.18,25191.18
080000149,SCRIPPS MEMORIAL HOSPITAL - LA JOLLA,11,317212.0,426.0,GENERAL ACUTE CARE HOSPITAL,0.26,7446.29
080000150,SCRIPPS MEMORIAL HOSPITAL - ENCINITAS,5,65700.0,175.0,GENERAL ACUTE CARE HOSPITAL,0.29,3754.29
080000152,TRI-CITY MEDICAL CENTER,11,535625.0,330.0,GENERAL ACUTE CARE HOSPITAL,0.33,16231.06
080000156,ALVARADO PARKWAY INSTITUTE BEHAVIORAL HEALTH SYSTEM,1,3787.0,54.0,ACUTE PSYCHIATRIC HOSPITAL,0.19,701.3
080000222,LIFE CARE CENTER OF ESCONDIDO,6,19500.0,120.0,SKILLED NURSING FACILITY,0.5,1625.0
080000617,STANFORD COURT SKILLED NURSING & REHAB CENTER,8,20450.0,105.0,SKILLED NURSING FACILITY,0.76,1947.62
080000642,REMINGTON CLUB HEALTH CENTER,7,7050.0,59.0,SKILLED NURSING FACILITY,1.19,1194.92
080000665,AURORA SAN DIEGO,2,125000.0,101.0,ACUTE PSYCHIATRIC HOSPITAL,0.2,12376.24
080000679,VILLA POMERADO D/P SNF,2,1375.0,129.0,SKILLED NURSING FACILITY,0.16,106.59
080000685,CASA DE LAS CAMPANAS,4,18300.0,99.0,SKILLED NURSING FACILITY,0.4,1848.48
080000692,CARMEL MOUNTAIN REHABILITATION & HEALTHCARE CENTER,13,28625.0,120.0,SKILLED NURSING FACILITY,1.08,2385.42
080000694,VILLA RANCHO BERNARDO CARE CENTER,12,231800.0,299.0,SKILLED NURSING FACILITY,0.4,7752.51
080000752,GROSSMONT GARDENS,2,2000.0,39.0,SKILLED NURSING FACILITY,0.51,512.82
080000761,LA FUENTE POST ACUTE,19,95925.0,187.0,SKILLED NURSING FACILITY,1.02,5129.68
080000795,VISTA KNOLL SPECIALIZED CARE FACILITY,9,31000.0,119.0,SKILLED NURSING FACILITY,0.76,2605.04
080000801,VILLAGE SQUARE HEALTHCARE CENTER,14,109450.0,118.0,SKILLED NURSING FACILITY,1.19,9275.42
080000820,COUNTRY HILLS POST ACUTE,11,72950.0,305.0,SKILLED NURSING FACILITY,0.36,2391.8
080000835,THE DOROTHY AND JOSEPH GOLDBERG HEALTHCARE CENTER,3,3950.0,58.0,SKILLED NURSING FACILITY,0.52,681.03
080000922,TOGETHER WE GROW,1,1000.0,75.0,PEDIATRIC DAY HEALTH & RESPITE CARE FACILITY,0.13,133.33
080000962,THE SPRINGS AT PACIFIC REGENT,9,11950.0,59.0,SKILLED NURSING FACILITY,1.53,2025.42
080001107,GROSSMONT HOSPITAL D/P SNF,1,20000.0,30.0,SKILLED NURSING FACILITY,0.33,6666.67
080001502,BAYSHIRE CARLSBAD,2,2000.0,45.0,SKILLED NURSING FACILITY,0.44,444.44
080001515,TORREY PINES SENIOR LIVING,9,32950.0,45.0,SKILLED NURSING FACILITY,2.0,7322.22
080001536,THE HILLS POST ACUTE,13,28800.0,174.0,SKILLED NURSING FACILITY,0.75,1655.17
080001538,MAINPLACE POST ACUTE,8,9050.0,169.0,SKILLED NURSING FACILITY,0.47,535.5
080001540,ANAHEIM TERRACE CARE CENTER,3,6750.0,99.0,SKILLED NURSING FACILITY,0.3,681.82
080001542,ALTA GARDENS CARE CENTER,4,3500.0,129.0,SKILLED NURSING FACILITY,0.31,271.32
080001692,VI AT LA JOLLA VILLAGE,2,1800.0,60.0,SKILLED NURSING FACILITY,0.33,300.0
090000003,MAGNOLIA POST ACUTE CARE,1,1000.0,99.0,SKILLED NURSING FACILITY,0.1,101.01
090000004,HILLCREST HEIGHTS HEALTHCARE CENTER,2,1300.0,96.0,SKILLED NURSING FACILITY,0.21,135.42
090000006,MOUNT MIGUEL COVENANT VILLAGE HEALTH FACILITY,1,15000.0,90.0,SKILLED NURSING FACILITY,0.11,1666.67
090000009,REO VISTA HEALTHCARE CENTER,3,4400.0,162.0,SKILLED NURSING FACILITY,0.19,271.6
090000010,PARADISE VALLEY HEALTH CARE CENTER,1,850.0,86.0,SKILLED NURSING FACILITY,0.12,98.84
090000011,THE PAVILION AT OCEAN POINT,5,4900.0,133.0,SKILLED NURSING FACILITY,0.38,368.42
090000013,ALVARADO HOSPITAL MEDICAL CENTER,1,50000.0,198.0,GENERAL ACUTE CARE HOSPITAL,0.05,2525.25
090000015,"IMPERIAL HEIGHTS HEALTHCARE & WELLNESS CENTRE, LLC",7,27000.0,99.0,SKILLED NURSING FACILITY,0.71,2727.27
090000018,EDGEMOOR HOSPITAL DP/SNF,7,35175.0,192.0,SKILLED NURSING FACILITY,0.36,1832.03
090000020,AVOCADO POST ACUTE,20,37750.0,256.0,SKILLED NURSING FACILITY,0.78,1474.61
090000021,SHARP CHULA VISTA MEDICAL CENTER,6,170600.0,316.0,GENERAL ACUTE CARE HOSPITAL,0.19,5398.73
090000025,SCRIPPS MERCY HOSPITAL,13,294700.0,436.0,GENERAL ACUTE CARE HOSPITAL,0.3,6759.17
090000028,VILLA LAS PALMAS HEALTHCARE CENTER,7,138950.0,151.0,SKILLED NURSING FACILITY,0.46,9201.99
090000029,ARROYO VISTA NURSING CENTER,8,24600.0,53.0,SKILLED NURSING FACILITY,1.51,4641.51
090000033,SHARP CORONADO HOSPITAL AND HEALTHCARE CENTER,2,59775.0,52.0,GENERAL ACUTE CARE HOSPITAL,0.38,11495.19
090000034,PARKSIDE HEALTH AND WELLNESS CENTER,4,19700.0,52.0,SKILLED NURSING FACILITY,0.77,3788.46
090000039,MISSION HILLS POST ACUTE CARE,1,2000.0,75.0,SKILLED NURSING FACILITY,0.13,266.67
090000040,EL CENTRO REGIONAL MEDICAL CENTER,3,91350.0,130.0,GENERAL ACUTE CARE HOSPITAL,0.23,7026.92
090000041,COMMUNITY CARE CENTER,3,17000.0,119.0,SKILLED NURSING FACILITY,0.25,1428.57
090000042,WINDSOR GARDENS CONVALESCENT CENTER OF SAN DIEGO,3,3600.0,98.0,SKILLED NURSING FACILITY,0.31,367.35
090000044,BELLA VISTA HEALTH CENTER,1,30000.0,99.0,SKILLED NURSING FACILITY,0.1,3030.3
090000046,UNIVERSITY CARE CENTER,2,1600.0,87.0,SKILLED NURSING FACILITY,0.23,183.91
090000048,KINDRED HOSPITAL - SAN DIEGO,1,300.0,62.0,GENERAL ACUTE CARE HOSPITAL,0.16,48.39
090000051,BRIGHTON PLACE SAN DIEGO,4,2950.0,99.0,SKILLED NURSING FACILITY,0.4,297.98
090000054,FREDERICKA MANOR CARE CENTER,2,1700.0,174.0,SKILLED NURSING FACILITY,0.11,97.7
090000057,LA MESA HEALTHCARE CENTER,3,3400.0,94.0,SKILLED NURSING FACILITY,0.32,361.7
090000058,FRIENDSHIP MANOR NURSING & REHABILITATION CENTER,1,900.0,104.0,SKILLED NURSING FACILITY,0.1,86.54
090000061,GOLDEN HILL SUBACUTE & REHABILITATION CENTER,5,4950.0,99.0,SKILLED NURSING FACILITY,0.51,500.0
090000063,SAN DIEGO POST-ACUTE CENTER,4,17850.0,240.0,SKILLED NURSING FACILITY,0.17,743.75
090000064,HILLCREST MANOR SANITARIUM,1,1000.0,60.0,SKILLED NURSING FACILITY,0.17,166.67
090000065,BALBOA NURSING & REHABILITATION CENTER,7,12750.0,194.0,SKILLED NURSING FACILITY,0.36,657.22
090000067,IMPERIAL MANOR,4,31650.0,31.0,SKILLED NURSING FACILITY,1.29,10209.68
090000071,LEMON GROVE CARE & REHABILATION CENTER,7,105850.0,158.0,SKILLED NURSING FACILITY,0.44,6699.37
090000074,COTTONWOOD CANYON HEALTHCARE CENTER,2,2000.0,96.0,SKILLED NURSING FACILITY,0.21,208.33
090000076,"JACOB HEALTH CARE CENTER, LP",3,2650.0,128.0,SKILLED NURSING FACILITY,0.23,207.03
090000083,BRIGHTON PLACE SPRING VALLEY,7,49100.0,75.0,SKILLED NURSING FACILITY,0.93,6546.67
090000084,ST. PAUL'S HEALTH CARE CENTER,1,15000.0,59.0,SKILLED NURSING FACILITY,0.17,2542.37
090000086,"GRANITE HILLS HEALTHCARE & WELLNESS CENTRE, LLC",10,52550.0,99.0,SKILLED NURSING FACILITY,1.01,5308.08
090000092,VALLEY CONVALESCENT CENTER,11,31250.0,123.0,SKILLED NURSING FACILITY,0.89,2540.65
090000102,AMAYA SPRINGS HEALTH CARE CENTER,4,18500.0,50.0,SKILLED NURSING FACILITY,0.8,3700.0
090000104,VICTORIA POST ACUTE CARE,1,1200.0,120.0,SKILLED NURSING FACILITY,0.08,100.0
090000105,SOMERSET SUBACUTE AND CARE,1,900.0,65.0,SKILLED NURSING FACILITY,0.15,138.46
090000107,SOUTH BAY POST ACUTE CARE,2,3800.0,99.0,SKILLED NURSING FACILITY,0.2,383.84
090000145,PARADISE VALLEY HOSPITAL,2,14100.0,173.0,GENERAL ACUTE CARE HOSPITAL,0.12,815.03
090000146,PIONEERS MEMORIAL HEALTHCARE DISTRICT,1,700.0,66.0,GENERAL ACUTE CARE HOSPITAL,0.15,106.06
090000154,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MEDICAL CENTER,10,425950.0,345.0,GENERAL ACUTE CARE HOSPITAL,0.29,12346.38
090000159,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,1,50000.0,109.0,ACUTE PSYCHIATRIC HOSPITAL,0.09,4587.16
090000324,VILLA CORONADO D/P SNF,8,25500.0,122.0,SKILLED NURSING FACILITY,0.66,2090.16
090000416,SHARP CHULA VISTA MEDICAL CENTER D/P SNF,1,500.0,100.0,SKILLED NURSING FACILITY,0.1,50.0
090000475,CASTLE MANOR NURSING & REHABILITATION CENTER,1,15000.0,99.0,SKILLED NURSING FACILITY,0.1,1515.15
090000977,SELECT SPECIALTY HOSPITAL - SAN DIEGO,2,147025.0,104.0,GENERAL ACUTE CARE HOSPITAL,0.19,14137.02
100000001,ASBURY PARK NURSING AND REHABILITATION CENTER,22,137100.0,139.0,SKILLED NURSING FACILITY,1.58,9863.31
100000002,UNIVERSITY POST-ACUTE REHAB,3,12400.0,59.0,SKILLED NURSING FACILITY,0.51,2101.69
100000003,FAIRMONT REHABILITATION HOSPITAL,3,17000.0,59.0,SKILLED NURSING FACILITY,0.51,2881.36
100000010,MANTECA CARE AND REHABILITATION CENTER,20,93448.0,176.0,SKILLED NURSING FACILITY,1.14,5309.55
100000017,BETHANY HOME SOCIETY SAN JOAQUIN COUNTY,4,33550.0,92.0,SKILLED NURSING FACILITY,0.43,3646.74
100000021,CASA COLOMA HEALTH CARE CENTER,3,3500.0,138.0,SKILLED NURSING FACILITY,0.22,253.62
100000022,ARBOR REHABILITATION & NURSING CENTER,14,139500.0,149.0,SKILLED NURSING FACILITY,0.94,9362.42
100000025,ARDEN POST ACUTE REHAB,56,300150.0,177.0,SKILLED NURSING FACILITY,3.16,16957.63
100000026,VALLEY SKILLED NURSING CENTER,35,109350.0,70.0,SKILLED NURSING FACILITY,5.0,15621.43
100000027,RIVER BEND NURSING CENTER,6,67650.0,99.0,SKILLED NURSING FACILITY,0.61,6833.33
100000029,LODI CREEK POST ACUTE,7,50000.0,86.0,SKILLED NURSING FACILITY,0.81,5813.95
100000030,ALDERSON CONVALESCENT HOSPITAL,6,8800.0,140.0,SKILLED NURSING FACILITY,0.43,628.57
100000031,CASA DE MODESTO,2,16000.0,59.0,SKILLED NURSING FACILITY,0.34,2711.86
100000032,DYCORA TRANSITIONAL HEALTH - QUAIL LAKE,7,8100.0,99.0,SKILLED NURSING FACILITY,0.71,818.18
100000035,CRESTWOOD MANOR,7,13150.0,190.0,SKILLED NURSING FACILITY,0.37,692.11
100000036,CRESTWOOD MANOR,6,13400.0,194.0,SKILLED NURSING FACILITY,0.31,690.72
100000038,WINDSOR POST-ACUTE HEALTHCARE CENTER OF MODESTO,12,77500.0,175.0,SKILLED NURSING FACILITY,0.69,4428.57
100000039,WINDSOR HAMPTON CARE CENTER,20,192809.0,120.0,SKILLED NURSING FACILITY,1.67,16067.42
100000041,LINCOLN SQUARE POST ACUTE CARE,13,46000.0,68.0,SKILLED NURSING FACILITY,1.91,6764.71
100000042,ACACIA PARK NURSING & REHABILITATION CENTER,18,27900.0,99.0,SKILLED NURSING FACILITY,1.82,2818.18
100000048,WINDSOR ELK GROVE CARE AND REHABILITATION CENTER,13,40163.0,136.0,SKILLED NURSING FACILITY,0.96,2953.16
100000049,WINDSOR ELMHAVEN CARE CENTER,7,39900.0,128.0,SKILLED NURSING FACILITY,0.55,3117.19
100000051,ENGLISH OAKS CONVALESCENT & REHABILITATION HOSPITAL,6,148300.0,180.0,SKILLED NURSING FACILITY,0.33,8238.89
100000055,GARDEN CITY HEALTHCARE CENTER,9,43200.0,104.0,SKILLED NURSING FACILITY,0.87,4153.85
100000057,ESKATON CARE CENTER GREENHAVEN,19,36550.0,148.0,SKILLED NURSING FACILITY,1.28,2469.59
100000058,TRACY NURSING AND REHABILITATION CENTER,4,16150.0,62.0,SKILLED NURSING FACILITY,0.65,2604.84
100000059,DOUBLE TREE POST ACUTE CARE CENTER,11,65750.0,122.0,SKILLED NURSING FACILITY,0.9,5389.34
100000070,SHERWOOD HEALTHCARE CENTER,6,16800.0,62.0,SKILLED NURSING FACILITY,0.97,2709.68
100000072,HY-LOND HEALTH CARE CENTER - MODESTO,12,45100.0,120.0,SKILLED NURSING FACILITY,1.0,3758.33
100000073,STOCKTON NURSING CENTER,8,134900.0,119.0,SKILLED NURSING FACILITY,0.67,11336.13
100000082,ST. JUDE CARE CENTER,11,57600.0,99.0,SKILLED NURSING FACILITY,1.11,5818.18
100000084,PIONEER HOUSE,13,57800.0,49.0,SKILLED NURSING FACILITY,2.65,11795.92
100000089,APPLEWOOD POST ACUTE,14,176000.0,51.0,SKILLED NURSING FACILITY,2.75,34509.8
100000091,BRIARWOOD POST ACUTE,15,48350.0,49.0,SKILLED NURSING FACILITY,3.06,9867.35
100000092,DYCORA TRANSITIONAL HEALTH - GALT,5,19700.0,99.0,SKILLED NURSING FACILITY,0.51,1989.9
100000093,MCKINLEY PARK CARE CENTER,19,143850.0,86.0,SKILLED NURSING FACILITY,2.21,16726.74
100000097,SAYLOR LANE HEALTHCARE CENTER,3,10000.0,42.0,SKILLED NURSING FACILITY,0.71,2380.95
100000104,VIENNA NURSING AND REHABILITATION CENTER,5,21850.0,150.0,SKILLED NURSING FACILITY,0.33,1456.67
100000107,MODESTO POST ACUTE CENTER,8,61250.0,99.0,SKILLED NURSING FACILITY,0.81,6186.87
100000290,RIVERWOOD HEALTH CARE,13,97400.0,99.0,SKILLED NURSING FACILITY,1.31,9838.38
100000324,NEW HOPE POST ACUTE CARE,15,90450.0,99.0,SKILLED NURSING FACILITY,1.52,9136.36
100000773,CLEARWATER HEALTHCARE CENTER,13,120950.0,120.0,SKILLED NURSING FACILITY,1.08,10079.17
100000814,WAGNER HEIGHTS NURSING AND REHABILITATION CENTER,22,117400.0,152.0,SKILLED NURSING FACILITY,1.45,7723.68
100000826,CREEKSIDE CENTER,13,123800.0,75.0,SKILLED NURSING FACILITY,1.73,16506.67
100000851,VINTAGE FAIRE NURSING & REHABILITATION CENTER,9,20875.0,99.0,SKILLED NURSING FACILITY,0.91,2108.59
100000962,CAPITAL TRANSITIONAL CARE,4,117838.0,121.0,SKILLED NURSING FACILITY,0.33,9738.68
100001535,MEADOWOOD A HEALTH & REHABILITATION CENTER,4,3600.0,100.0,SKILLED NURSING FACILITY,0.4,360.0
100001676,UNIVERSITY RETIREMENT COMMUNITY AT DAVIS,2,5000.0,37.0,SKILLED NURSING FACILITY,0.54,1351.35
110000007,SUTTER SANTA ROSA REGIONAL HOSPITAL,6,3300.0,50.0,GENERAL ACUTE CARE HOSPITAL,1.2,660.0
110000008,ADVENTIST HEALTH  HOWARD MEMORIAL,1,25000.0,21.0,GENERAL ACUTE CARE HOSPITAL,0.48,11904.76
110000010,NORTHBAY MEDICAL CENTER,26,102100.0,125.0,GENERAL ACUTE CARE HOSPITAL,2.08,8168.0
110000011,KAISER FOUNDATION HOSPITAL & REHAB CENTER - VALLEJO,14,349300.0,232.0,GENERAL ACUTE CARE HOSPITAL,0.6,15056.03
110000013,WINDSOR VALLEJO NURSING & REHABILITATION CENTER,46,201174.0,166.0,SKILLED NURSING FACILITY,2.77,12118.92
110000018,FAIRFIELD POST-ACUTE REHAB,13,85351.0,99.0,SKILLED NURSING FACILITY,1.31,8621.31
110000019,SUTTER LAKESIDE HOSPITAL,5,37300.0,23.0,GENERAL ACUTE CARE HOSPITAL,2.17,16217.39
110000021,MAD RIVER COMMUNITY HOSPITAL,1,20000.0,62.0,GENERAL ACUTE CARE HOSPITAL,0.16,3225.81
110000023,ADVENTIST HEALTH MENDOCINO COAST,1,42500.0,21.0,GENERAL ACUTE CARE HOSPITAL,0.48,20238.1
110000030,HEARTWOOD AVENUE HEALTHCARE,15,27850.0,60.0,SKILLED NURSING FACILITY,2.5,4641.67
110000031,LA MARIPOSA CARE & REHABILITATION CENTER,31,100605.0,99.0,SKILLED NURSING FACILITY,3.13,10162.12
110000040,PETALUMA VALLEY HOSPITAL,9,42700.0,61.0,GENERAL ACUTE CARE HOSPITAL,1.48,7000.0
110000041,PROVIDENCE QUEEN OF THE VALLEY MEDICAL CENTER,19,390637.5,180.0,GENERAL ACUTE CARE HOSPITAL,1.06,21702.08
110000044,ADVENTIST HEALTH CLEARLAKE,5,30700.0,24.0,GENERAL ACUTE CARE HOSPITAL,2.08,12791.67
110000045,PROVIDENCE REDWOOD MEMORIAL HOSPITAL,3,21900.0,23.0,GENERAL ACUTE CARE HOSPITAL,1.3,9521.74
110000046,NAPA VALLEY CARE CENTER,32,178050.0,130.0,SKILLED NURSING FACILITY,2.46,13696.15
110000049,SUTTER COAST HOSPITAL,7,12300.0,29.0,GENERAL ACUTE CARE HOSPITAL,2.41,4241.38
110000053,PINER'S NURSING HOME,3,30750.0,49.0,SKILLED NURSING FACILITY,0.61,6275.51
110000058,ADVENTIST HEALTH ST. HELENA,7,67100.0,132.0,GENERAL ACUTE CARE HOSPITAL,0.53,5083.33
110000063,NAPA POST ACUTE,29,149828.0,120.0,SKILLED NURSING FACILITY,2.42,12485.67
110000067,PROVIDENCE ST. JOSEPH HOSPITAL,6,141650.0,102.0,GENERAL ACUTE CARE HOSPITAL,0.59,13887.25
110000068,SUTTER SOLANO MEDICAL CENTER,2,50400.0,94.0,GENERAL ACUTE CARE HOSPITAL,0.21,5361.7
110000070,ADVENTIST HEALTH UKIAH VALLEY,4,6600.0,41.0,GENERAL ACUTE CARE HOSPITAL,0.98,1609.76
110000073,ADVENTIST HEALTH VALLEJO,5,9000.0,61.0,ACUTE PSYCHIATRIC HOSPITAL,0.82,1475.41
110000074,SPRINGS ROAD HEALTHCARE,32,113200.0,65.0,SKILLED NURSING FACILITY,4.92,17415.38
110000077,GREENFIELD CARE CENTER OF FAIRFIELD,15,59250.0,90.0,SKILLED NURSING FACILITY,1.67,6583.33
110000084,ORCHARD POST ACUTE CARE,25,182050.0,87.0,SKILLED NURSING FACILITY,2.87,20925.29
110000233,VALLEY OF THE MOON POST ACUTE,5,65500.0,27.0,SKILLED NURSING FACILITY,1.85,24259.26
110000378,NORTHBAY VACAVALLEY HOSPITAL,5,29900.0,44.0,GENERAL ACUTE CARE HOSPITAL,1.14,6795.45
110000467,VACAVILLE CONVALESCENT AND REHABILITATION CENTER,29,51999.99,120.0,SKILLED NURSING FACILITY,2.42,4333.33
110000508,KAISER FOUNDATION HOSPITAL - SANTA ROSA,13,80900.0,138.0,GENERAL ACUTE CARE HOSPITAL,0.94,5862.32
110000760,THE MEADOWS OF NAPA VALLEY CARE CENTER,7,27300.0,69.0,SKILLED NURSING FACILITY,1.01,3956.52
110000863,LAUREL CREEK HEALTH CENTER,12,75300.0,60.0,SKILLED NURSING FACILITY,2.0,12550.0
110000944,KAISER FOUNDATION HOSPITAL - SAN RAFAEL,2,52300.0,104.0,GENERAL ACUTE CARE HOSPITAL,0.19,5028.85
110000946,KENTFIELD HOSPITAL,4,7300.0,60.0,GENERAL ACUTE CARE HOSPITAL,0.67,1216.67
110000953,MARINHEALTH MEDICAL CENTER,24,404900.0,288.0,GENERAL ACUTE CARE HOSPITAL,0.83,14059.03
110000982,NOVATO COMMUNITY HOSPITAL,9,32700.0,39.0,GENERAL ACUTE CARE HOSPITAL,2.31,8384.62
110001248,ROCKY POINT CARE CENTER,25,84200.0,90.0,SKILLED NURSING FACILITY,2.78,9355.56
110001250,MEADOWOOD NURSING CENTER,11,34100.0,99.0,SKILLED NURSING FACILITY,1.11,3444.44
110001255,LAKEPORT POST ACUTE,40,313637.5,81.0,SKILLED NURSING FACILITY,4.94,38720.68
120000320,THE ORCHARDS POST-ACUTE,17,269900.0,150.0,SKILLED NURSING FACILITY,1.13,17993.33
120000322,SAN JOAQUIN NURSING CENTER,15,115500.0,99.0,SKILLED NURSING FACILITY,1.52,11666.67
120000323,BELLA SERA,11,50573.0,99.0,SKILLED NURSING FACILITY,1.11,5108.38
120000325,VALLEY VIEW CARE CENTER,9,52550.0,53.0,SKILLED NURSING FACILITY,1.7,9915.09
120000328,THE REHABILITATION CENTER OF BAKERSFIELD,39,152450.0,160.0,SKILLED NURSING FACILITY,2.44,9528.12
120000331,HEIGHT STREET SKILLED CARE,32,108250.0,237.0,SKILLED NURSING FACILITY,1.35,4567.51
120000336,ADVENTIST HEALTH DELANO,2,71700.0,79.0,GENERAL ACUTE CARE HOSPITAL,0.25,9075.95
120000338,BAKERSFIELD MEMORIAL HOSPITAL,12,228015.0,362.0,GENERAL ACUTE CARE HOSPITAL,0.33,6298.76
120000342,KERN MEDICAL CENTER,8,400675.0,197.0,GENERAL ACUTE CARE HOSPITAL,0.41,20338.83
120000355,VALLEY CONVALESCENT HOSPITAL,21,144150.0,87.0,SKILLED NURSING FACILITY,2.41,16568.97
120000365,PARKVIEW JULIAN HEALTHCARE CENTER,21,130350.0,99.0,SKILLED NURSING FACILITY,2.12,13166.67
120000369,ROSEWOOD HEALTH FACILITY,10,47850.0,79.0,SKILLED NURSING FACILITY,1.27,6056.96
120000373,WINDSOR POST-ACUTE CENTER OF ARVIN,17,124500.0,81.0,SKILLED NURSING FACILITY,2.1,15370.37
120000375,SHAFTER NURSING CARE,19,153400.0,99.0,SKILLED NURSING FACILITY,1.92,15494.95
120000377,"KINGSTON HEALTHCARE CENTER, LLC",30,327400.0,184.0,SKILLED NURSING FACILITY,1.63,17793.48
120000379,WINDSOR POST-ACUTE CENTER OF BAKERSFIELD,12,52175.0,99.0,SKILLED NURSING FACILITY,1.21,5270.2
120000399,ADVENTIST HEALTH DELANO D/P SNF,6,8350.0,51.0,SKILLED NURSING FACILITY,1.18,1637.25
120000404,MERCY HOSPITAL,9,195970.0,144.0,GENERAL ACUTE CARE HOSPITAL,0.62,13609.03
120000409,RIDGECREST REGIONAL HOSPITAL,2,4150.0,41.0,GENERAL ACUTE CARE HOSPITAL,0.49,1012.2
120000411,ADVENTIST HEALTH BAKERSFIELD,10,107100.0,245.0,GENERAL ACUTE CARE HOSPITAL,0.41,4371.43
120000638,DELANO DISTRICT SKILLED NURSING FACILITY,11,61300.0,141.0,SKILLED NURSING FACILITY,0.78,4347.52
120000695,KERN VALLEY HEALTHCARE DISTRICT D/P SNF,19,59600.0,74.0,SKILLED NURSING FACILITY,2.57,8054.05
120001395,BROOKDALE RIVERWALK SNF (CA),13,161400.0,120.0,SKILLED NURSING FACILITY,1.08,13450.0
120001402,DELTA NURSING & REHABILITATION CENTER,5,5250.0,44.0,SKILLED NURSING FACILITY,1.14,1193.18
120001408,TULARE NURSING & REHABILITATION CENTER,16,73400.0,97.0,SKILLED NURSING FACILITY,1.65,7567.01
120001421,GATEWAY POST ACUTE,4,20375.0,62.0,SKILLED NURSING FACILITY,0.65,3286.29
120001431,WESTGATE GARDENS CARE CENTER,7,49000.0,140.0,SKILLED NURSING FACILITY,0.5,3500.0
120001440,DINUBA HEALTHCARE,5,24500.0,94.0,SKILLED NURSING FACILITY,0.53,2606.38
120001442,SIERRA VALLEY REHABILITATION CENTER,12,63900.0,139.0,SKILLED NURSING FACILITY,0.86,4597.12
120001444,KAWEAH HEALTH MEDICAL CENTER,15,270300.0,468.0,GENERAL ACUTE CARE HOSPITAL,0.32,5775.64
120001449,KAWEAH DELTA SKILLED NURSING CENTER,3,38500.0,54.0,SKILLED NURSING FACILITY,0.56,7129.63
120001462,MERRITT MANOR CONVALESCENT HOSPITAL,9,46000.0,99.0,SKILLED NURSING FACILITY,0.91,4646.46
120001464,SIERRA VIEW MEDICAL CENTER,2,72862.5,108.0,GENERAL ACUTE CARE HOSPITAL,0.19,6746.53
120001466,SIERRA VIEW MEDICAL CENTER,1,2000.0,35.0,SKILLED NURSING FACILITY,0.29,571.43
120001467,ADVENTIST HEALTH TULARE,5,83249.0,74.0,GENERAL ACUTE CARE HOSPITAL,0.68,11249.86
120001469,REDWOOD SPRINGS HEALTHCARE CENTER,27,226350.0,176.0,SKILLED NURSING FACILITY,1.53,12860.8
120001472,KAWEAH MANOR CONVALESCENT HOSPITAL,12,102650.0,99.0,SKILLED NURSING FACILITY,1.21,10368.69
120001474,SEQUOIA TRANSITIONAL CARE,10,48000.0,99.0,SKILLED NURSING FACILITY,1.01,4848.48
