"year","state_abbr","state_name","population","violent_crime","homicide","rape_legacy","rape_revised","robbery","aggravated_assault","property_crime","burglary","larceny","motor_vehicle_theft","caveats"
1999,"WI","Wisconsin",5250446,12908,179,1055,,4449,7225,160154,25633,120702,13819,""
1999,"WV","West Virginia",1806928,6336,79,337,,661,5259,42825,10303,28760,3762,""
1999,"WY","Wyoming",479602,1115,11,137,,74,893,15468,2349,12523,596,""
2000,"","",281421906,1425486,15586,90178,,408016,911706,10182584,2050992,6971590,1160002,""
2000,"AK","Alaska",626932,3554,27,497,,490,2540,23087,3899,16838,2350,""
2000,"AL","Alabama",4447100,21620,329,1482,,5702,14107,180539,40331,127399,12809,""
2000,"AR","Arkansas",2673400,11904,168,848,,2001,8887,98115,21443,69740,6932,""
2000,"AZ","Arizona",5130632,27281,359,1577,,7504,17841,271811,51902,176705,43204,""
2000,"CA","California",33871648,210531,2079,9785,,60249,138418,1056183,222293,651855,182035,""
2000,"CO","Colorado",4301261,14367,134,1774,,3034,9425,156937,27133,112843,16961,""
2000,"CT","Connecticut",3405565,11058,98,678,,3832,6450,99033,17436,68498,13099,""
2000,"DC","District of Columbia",572059,8626,239,251,,3554,4582,33000,4745,21655,6600,"District of Columbia data include reports from the Zoological Police"
2000,"DE","Delaware",783600,5363,25,424,,1394,3520,29727,5216,21360,3151,""
2000,"FL","Florida",15982378,129777,903,7057,,31809,90008,780377,172898,518298,89181,""
2000,"GA","Georgia",8186453,41319,651,1968,,13250,25450,347630,68488,240440,38702,""
2000,"HI","Hawaii",1211537,2954,35,346,,1123,1450,60033,10665,43254,6114,""
2000,"IA","Iowa",2926324,7796,46,676,,1071,6003,86834,16342,65118,5374,""
2000,"ID","Idaho",1293953,3267,16,384,,223,2644,37961,7330,28545,2086,""
2000,"IL","Illinois",12419293,81196,898,3926,,25641,50731,445278,81850,313161,50267,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2000,"IN","Indiana",6080485,21230,352,1759,,6282,12837,206905,41108,144707,21090,""
2000,"KS","Kansas",2688418,10470,169,1022,,2048,7231,108057,21484,80077,6496,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kansas, the 1999 state estimate was updated using 2000 crime trends for the West North Central Division."
2000,"KY","Kentucky",4041769,11903,193,1091,,3256,7363,107723,25308,73141,9274,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Kentucky, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Kentucky is located."
2000,"LA","Louisiana",4468976,30440,560,1497,,7532,20851,211904,46289,144345,21270,""
2000,"MA","Massachusetts",6349097,30230,125,1696,,5815,22594,161901,30600,105425,25876,""
2000,"MD","Maryland",5296486,41663,430,1543,,13560,26130,213422,39426,145423,28573,""
2000,"ME","Maine",1274923,1397,15,320,,247,815,32003,6775,23906,1322,""
2000,"MI","Michigan",9938444,55159,669,5025,,13712,35753,353297,69790,227783,55724,""
2000,"MN","Minnesota",4919479,13813,151,2240,,3713,7709,157798,26116,118250,13432,""
2000,"MO","Missouri",5595211,27419,347,1351,,7598,18123,225919,41685,159539,24695,""
2000,"MS","Mississippi",2844658,10267,255,1019,,2703,6290,103644,26918,69758,6968,""
2000,"MT","Montana",902195,2807,20,308,,203,2276,32198,3624,26678,1896,"The state UCR Program was unable to provide complete 2000 offense figures in accordance with UCR guidelines.  To arrive at the 2000 estimate for Montana, the 1999 state total supplied by the state UCR Program was updated using 2000 crime trends for the division in which Montana is located."
2000,"NC","North Carolina",8049313,40051,560,2181,,12595,24715,355921,97888,232767,25266,""
2000,"ND","North Dakota",642200,523,4,169,,56,294,14171,2093,11092,986,""
2000,"NE","Nebraska",1711263,5606,63,436,,1147,3960,64479,10131,49118,5230,""
2000,"NH","New Hampshire",1235786,2167,22,522,,453,1170,27901,4992,20761,2148,""
2000,"NJ","New Jersey",8414350,32298,289,1357,,13553,17099,233637,43924,155562,34151,""
2000,"NM","New Mexico",1819046,13786,135,922,,2499,10230,86605,21339,57925,7341,""
2000,"NV","Nevada",1998257,10474,129,860,,4543,4942,74823,17526,44125,13172,""
2000,"NY","New York",18976457,105111,952,3530,,40539,60090,483078,87946,340901,54231,""
2000,"OH","Ohio",11353140,37935,418,4271,,15610,17636,420939,88636,293277,39026,""
2000,"OK","Oklahoma",3450654,17177,182,1422,,2615,12958,140125,31661,96116,12348,""
2000,"OR","Oregon",3421399,12000,70,1286,,2888,7756,153780,25618,114230,13932,""
2000,"PA","Pennsylvania",12281054,51584,602,3247,,18155,29580,316274,54080,225869,36325,""
2000,"RI","Rhode Island",1048319,3121,45,412,,922,1742,33323,6620,22038,4665,""
2000,"SC","South Carolina",4012012,33225,291,1660,,6220,25054,181290,40319,125385,15586,""
2000,"SD","South Dakota",754844,1259,7,305,,131,816,16252,2896,12558,798,""
2000,"TN","Tennessee",5689283,40233,410,2186,,9465,28172,237985,56344,154111,27530,""
2000,"TX","Texas",20851820,113653,1238,7856,,30257,74302,919658,188975,637522,93161,""
2000,"UT","Utah",2233169,5711,43,863,,1242,3563,94247,14348,73438,6461,""
2000,"VA","Virginia",7078515,19943,401,1616,,6295,11631,194405,30434,146158,17813,""
2000,"VT","Vermont",608827,691,9,140,,117,425,17494,3501,13184,809,""
2000,"WA","Washington",5894121,21788,196,2737,,5812,13043,279144,53476,190650,35018,""
2000,"WI","Wisconsin",5363675,12700,169,1165,,4537,6829,159424,25183,119605,14636,""
2000,"WV","West Virginia",1808344,5723,46,331,,749,4597,41344,9890,28139,3315,""
2000,"WY","Wyoming",493782,1316,12,160,,70,1074,14969,2078,12318,573,""
2001,"","",285317559,1439480,16037,90863,,423557,909023,10437189,2116531,7092267,1228391,"The murder and nonnegligent homicides that occurred as a result of the events of September 11, 2001, are not included in this table."
2001,"AK","Alaska",633630,3735,39,501,,514,2681,23160,3847,16695,2618,""
2001,"AL","Alabama",4468912,19582,379,1369,,5584,12250,173253,40642,119992,12619,""
2001,"AR","Arkansas",2694698,12190,148,892,,2181,8969,99106,22196,69590,7320,""
2001,"AZ","Arizona",5306966,28675,400,1518,,8868,17889,293874,54821,186850,52203,""
2001,"CA","California",34600463,212867,2206,9960,,64614,136087,1134189,232273,697739,204177,""
2001,"CO","Colorado",4430989,15492,158,1930,,3555,9849,170887,28533,121360,20994,""
2001,"CT","Connecticut",3434602,11492,105,639,,4183,6565,95299,17159,65762,12378,""
2001,"DC","District of Columbia",573822,9195,231,181,,3780,5003,35232,4949,22313,7970,"District of Columbia data include reports from the Zoological Police"
2001,"DE","Delaware",796599,4868,23,420,,1156,3269,27399,5144,19476,2779,""
2001,"FL","Florida",16373330,130713,874,6641,,32867,90331,782517,176052,516548,89917,""
2001,"GA","Georgia",8405677,41671,598,2180,,14402,24491,347872,71799,238484,37589,""
2001,"HI","Hawaii",1227024,3117,32,409,,1142,1534,62830,11162,44925,6743,""
2001,"IA","Iowa",2931967,7865,50,649,,1154,6012,88634,16885,66244,5505,""
2001,"ID","Idaho",1320585,3211,30,425,,245,2511,38181,7507,28285,2389,""
2001,"IL","Illinois",12520227,79270,982,4010,,24931,49347,434648,79158,306757,48733,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2001,"IN","Indiana",6126743,22734,413,1716,,7171,13434,211548,42758,147291,21499,""
2001,"KS","Kansas",2702125,10909,92,945,,2423,7449,105537,20514,77038,7985,""
2001,"KY","Kentucky",4068816,10510,181,1051,,3269,6009,107356,26964,71448,8944,"The state UCR Program was unable to provide complete 2001 offense figures in accordance with UCR guidelines.  To arrive at the 2001 estimate for Kentucky, the 2000 state estimate was updated using 2001 crime trends reported for the East South Central Division."
2001,"LA","Louisiana",4470368,30678,501,1403,,7864,20910,207693,46451,139555,21687,""
2001,"MA","Massachusetts",6401164,30585,143,1856,,6476,22110,167079,32430,106821,27828,""
2001,"MD","Maryland",5386079,42088,446,1449,,13525,26668,219512,41553,145934,32025,""
2001,"ME","Maine",1284470,1435,19,326,,264,826,33154,6898,24585,1671,""
2001,"MI","Michigan",10006266,55424,672,5264,,12937,36551,352353,72038,226708,53607,""
2001,"MN","Minnesota",4984535,13145,119,2236,,3758,7032,165046,25496,124519,15031,""
2001,"MO","Missouri",5637309,30472,372,1383,,7771,20946,238411,42977,167420,28014,""
2001,"MS","Mississippi",2859733,10006,282,1147,,3294,5283,109609,29821,70315,9473,""
2001,"MT","Montana",905382,3187,34,188,,230,2735,30175,3670,24684,1821,""
2001,"NC","North Carolina",8206105,40465,505,2083,,13304,24573,363777,101889,237241,24647,""
2001,"ND","North Dakota",636550,505,7,164,,60,274,14834,2165,11583,1086,""
2001,"NE","Nebraska",1720039,5214,43,431,,1128,3612,68963,9760,52713,6490,""
2001,"NH","New Hampshire",1259359,2144,17,458,,445,1224,27089,4889,20060,2140,""
2001,"NJ","New Jersey",8511116,33094,336,1278,,14110,17370,240551,46812,156031,37708,""
2001,"NM","New Mexico",1830935,14288,99,850,,2695,10644,83095,19552,56406,7137,""
2001,"NV","Nevada",2097722,12359,180,883,,4932,6364,77486,17711,45073,14702,""
2001,"NY","New York",19084350,98022,960,3546,,36555,56961,458003,80400,329316,48287,""
2001,"OH","Ohio",11389785,40023,452,4466,,17199,17906,435115,96910,295976,42229,""
2001,"OK","Oklahoma",3469577,17726,185,1486,,2746,13309,141679,34573,94537,12569,""
2001,"OR","Oregon",3473441,10650,84,1174,,2749,6643,164524,26648,123034,14842,""
2001,"PA","Pennsylvania",12303104,50432,651,3467,,17500,28814,313408,54345,223350,35713,""
2001,"RI","Rhode Island",1059659,3278,39,416,,986,1837,35742,6824,23875,5043,""
2001,"SC","South Carolina",4062125,33114,330,1769,,5987,25028,186054,42611,126742,16701,""
2001,"SD","South Dakota",758324,1171,7,351,,103,710,16473,3087,12571,815,""
2001,"TN","Tennessee",5749398,42776,423,2196,,10219,29938,252992,59705,165015,28272,""
2001,"TX","Texas",21370983,122155,1332,8169,,35348,77306,976654,204362,669625,102667,""
2001,"UT","Utah",2278712,5314,67,896,,1197,3154,90993,13804,70676,6513,""
2001,"VA","Virginia",7196750,20939,364,1770,,6860,11945,207506,31604,157060,18842,""
2001,"VT","Vermont",612978,644,7,107,,107,423,16334,3150,12426,758,""
2001,"WA","Washington",5993390,21258,179,2600,,5934,12545,287234,53024,195133,39077,""
2001,"WI","Wisconsin",5405947,12486,192,1142,,4444,6708,166924,26927,125275,14722,""
2001,"WV","West Virginia",1800975,5035,40,320,,707,3968,41085,9601,28268,3216,""
2001,"WY","Wyoming",493754,1272,9,153,,84,1026,16120,2481,12943,696,""
2002,"","",287973924,1423677,16229,95235,,420806,891407,10455277,2151252,7057379,1246646,""
2002,"AK","Alaska",641482,3627,33,511,,489,2594,24118,3908,17739,2471,""
2002,"AL","Alabama",4478896,19931,303,1664,,5962,12002,180400,42578,123932,13890,""
2002,"AR","Arkansas",2706268,11501,142,754,,2524,8081,101171,23229,71129,6813,""
2002,"AZ","Arizona",5441125,30171,387,1608,,8000,20176,318296,59087,201541,57668,""
2002,"CA","California",35001986,208388,2395,10198,,64968,130827,1176484,238428,715692,222364,""
2002,"CO","Colorado",4501051,15882,179,2066,,3579,10058,180054,31678,125193,23183,""
2002,"CT","Connecticut",3458587,10807,84,740,,4069,5914,93426,17111,64735,11580,""
2002,"DC","District of Columbia",569157,9322,264,262,,3834,4962,36477,5170,21708,9599,"District of Columbia data include reports from the Zoological Police and the Metro Transit Police"
2002,"DE","Delaware",805945,4836,26,358,,1154,3298,26967,5355,18555,3057,""
2002,"FL","Florida",16691701,128721,911,6753,,32581,88476,777236,177242,511478,88516,""
2002,"GA","Georgia",8544005,39271,606,2108,,13432,23125,346559,73932,234591,38036,""
2002,"HI","Hawaii",1240663,3262,24,372,,1210,1656,71976,12722,49344,9910,""
2002,"IA","Iowa",2935840,8388,44,797,,1169,6378,92877,18643,68411,5823,""
2002,"ID","Idaho",1343124,3419,36,497,,240,2646,39128,7441,29060,2627,""
2002,"IL","Illinois",12586447,75759,961,4370,,25314,45114,430479,81440,304227,44812,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2002,"IN","Indiana",6156913,22001,362,1843,,6612,13184,208965,42605,146073,20287,""
2002,"KS","Kansas",2711769,10229,78,1035,,2165,6951,100768,19679,73877,7212,""
2002,"KY","Kentucky",4089822,11101,191,1087,,3131,6692,108590,26891,72378,9321,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate."
2002,"LA","Louisiana",4476192,29690,593,1529,,7123,20445,198838,45350,133302,20186,""
2002,"MA","Massachusetts",6421800,31137,173,1777,,7169,22018,167753,33243,107922,26588,""
2002,"MD","Maryland",5450525,42015,513,1370,,13417,26715,217105,39765,143320,34020,""
2002,"ME","Maine",1294894,1396,14,377,,270,735,32985,6965,24591,1429,""
2002,"MI","Michigan",10043221,54306,678,5364,,11847,36417,335060,70970,214367,49723,""
2002,"MN","Minnesota",5024791,13428,112,2273,,3937,7106,164026,28034,122150,13842,""
2002,"MO","Missouri",5669544,30557,331,1465,,7024,21737,230520,42721,159921,27878,""
2002,"MS","Mississippi",2866733,9858,264,1127,,3356,5111,109584,29593,70468,9523,""
2002,"MT","Montana",910372,3197,16,237,,283,2661,28751,3289,23679,1783,""
2002,"NC","North Carolina",8305820,39118,548,2196,,12205,24169,353708,99535,229307,24866,""
2002,"ND","North Dakota",633911,496,5,163,,58,270,14762,2243,11501,1018,""
2002,"NE","Nebraska",1727564,5428,48,464,,1359,3557,68178,10329,51440,6409,""
2002,"NH","New Hampshire",1274405,2056,12,446,,413,1185,26250,4838,19468,1944,""
2002,"NJ","New Jersey",8575252,32252,339,1365,,13955,16593,227715,43899,148061,35755,""
2002,"NM","New Mexico",1852044,13719,152,1027,,2206,10334,80477,19634,53406,7437,""
2002,"NV","Nevada",2167455,13856,181,928,,5118,7629,83896,18951,47459,17486,""
2002,"NY","New York",19134293,95030,909,3885,,36653,53583,442091,76700,318025,47366,""
2002,"OH","Ohio",11408699,40128,526,4809,,17871,16922,428976,99164,287045,42767,""
2002,"OK","Oklahoma",3489700,17587,163,1573,,2966,12885,148128,35171,100185,12772,""
2002,"OR","Oregon",3520355,10298,72,1238,,2742,6246,161145,25696,118925,16524,""
2002,"PA","Pennsylvania",12328827,49578,624,3731,,17163,28060,300868,55610,212441,32817,""
2002,"RI","Rhode Island",1068326,3051,41,395,,916,1699,35342,6415,24051,4876,""
2002,"SC","South Carolina",4103770,33761,298,1959,,5774,25730,183808,43745,123196,16867,""
2002,"SD","South Dakota",760437,1350,11,361,,117,861,15992,3034,12139,819,""
2002,"TN","Tennessee",5789796,41562,420,2290,,9413,29439,249399,61248,161610,26541,""
2002,"TX","Texas",21736925,126018,1302,8508,,37580,78628,1004274,212602,688992,102680,""
2002,"UT","Utah",2318789,5488,47,943,,1140,3358,97641,15124,74795,7722,""
2002,"VA","Virginia",7287829,21256,388,1839,,6961,12068,207783,31757,157548,18478,""
2002,"VT","Vermont",616408,658,13,126,,77,442,14942,3489,10684,769,""
2002,"WA","Washington",6067060,20964,184,2734,,5797,12249,288967,54948,193526,40493,""
2002,"WI","Wisconsin",5439692,12238,154,1237,,4713,6134,164749,27926,123365,13458,""
2002,"WV","West Virginia",1804884,4221,57,328,,657,3179,41099,9677,27524,3898,""
2002,"WY","Wyoming",498830,1364,15,148,,93,1108,16494,2448,13303,743,""
2003,"","",290788976,1383676,16528,93883,,414235,859030,10442862,2154834,7026802,1261226,""
2003,"AK","Alaska",648280,3877,39,605,,446,2787,24386,3874,18051,2461,""
2003,"AL","Alabama",4503726,19331,299,1656,,6038,11338,182241,43245,124039,14957,""
2003,"AR","Arkansas",2727774,12449,180,911,,2227,9131,99084,25016,68061,6007,""
2003,"AZ","Arizona",5579222,28638,441,1856,,7619,18722,314335,58613,198725,56997,""
2003,"CA","California",35462712,205551,2407,9994,,63770,129380,1215086,242274,731486,241326,""
2003,"CO","Colorado",4547633,15757,185,1913,,3738,9921,179706,32394,124496,22816,""
2003,"CT","Connecticut",3486960,11045,112,698,,4212,6023,92981,16043,65568,11370,""
2003,"DC","District of Columbia",557620,9061,249,274,,3941,4597,32696,4671,18119,9906,"District of Columbia data include reports from the Zoological Police"
2003,"DE","Delaware",818166,5525,21,370,,1441,3693,27943,6066,18933,2944,""
2003,"FL","Florida",16999181,124280,924,6727,,31523,85106,757696,170644,505489,81563,""
2003,"GA","Georgia",8676460,39435,657,2234,,14043,22501,369589,79001,247196,43392,""
2003,"HI","Hawaii",1248755,3400,22,367,,1168,1843,65867,11409,44807,9651,""
2003,"IA","Iowa",2941976,8175,50,796,,1131,6198,87554,17515,64400,5639,""
2003,"ID","Idaho",1367034,3362,26,535,,245,2556,40042,7837,29559,2646,""
2003,"IL","Illinois",12649087,70376,895,4189,,23786,41506,415885,78345,295907,41633,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2003,"IN","Indiana",6199571,21842,338,1720,,6401,13383,208039,41582,145686,20771,""
2003,"KS","Kansas",2724786,10831,125,1085,,2247,7374,109276,21973,79471,7832,""
2003,"KY","Kentucky",4118189,10232,181,1124,,3224,5703,103370,26034,69083,8253,"The state UCR Program was unable to provide complete 2002 offense figures in accordance with UCR guidelines.  To obtain the 2002 state crime count, the FBI contacted the state UCR Program, and the state agency was able to provide their latest state total, 2000.  Therefore, the 2001 state estimate was updated for inclusion in the 2002 edition of Crime in the United States by using the 2001 crime trends for the division in which the state is located.  To derive the 2002 state estimate, the 2002 crime trends for the division were applied to the adjusted 2001 state estimate."
2003,"LA","Louisiana",4493665,28622,584,1601,,7008,19429,193698,44572,129471,19655,""
2003,"MA","Massachusetts",6420357,30377,140,1848,,8011,20378,164543,34963,104069,25511,""
2003,"MD","Maryland",5512310,38778,525,1358,,13302,23593,209418,38641,134372,36405,""
2003,"ME","Maine",1309205,1422,16,354,,289,763,32078,6579,24043,1456,""
2003,"MI","Michigan",10082364,51550,612,5470,,11254,34214,330565,68316,208538,53711,""
2003,"MN","Minnesota",5064172,13316,127,2092,,3906,7191,157663,27698,116216,13749,""
2003,"MO","Missouri",5719204,28067,289,1400,,6686,19692,233564,41997,161616,29951,""
2003,"MS","Mississippi",2882594,9336,267,1079,,3016,4974,106867,29564,68307,8996,""
2003,"MT","Montana",918157,3351,30,246,,298,2777,28428,3722,22800,1906,""
2003,"NC","North Carolina",8421190,38243,506,2139,,12229,23369,359660,100687,232081,26892,""
2003,"ND","North Dakota",633400,508,9,160,,53,286,13364,1959,10327,1078,""
2003,"NE","Nebraska",1737475,5105,56,504,,1165,3380,65189,10133,48924,6132,""
2003,"NH","New Hampshire",1288705,1937,17,438,,480,1002,26456,4589,19934,1933,""
2003,"NJ","New Jersey",8642412,31488,406,1288,,13342,16452,220350,43457,142287,34606,""
2003,"NM","New Mexico",1878562,12535,116,940,,1937,9542,76816,18997,50595,7224,""
2003,"NV","Nevada",2242207,13813,197,871,,5225,7520,96128,21958,53321,20849,""
2003,"NY","New York",19212425,89486,934,3775,,35790,48987,432079,75453,311422,45204,""
2003,"OH","Ohio",11437680,38185,526,4660,,16895,16104,417483,95083,281383,41017,""
2003,"OK","Oklahoma",3506469,17758,206,1501,,3224,12827,151208,34846,103404,12958,""
2003,"OR","Oregon",3564330,10506,68,1218,,2847,6373,169863,28562,122327,18974,""
2003,"PA","Pennsylvania",12370761,49210,647,3556,,17980,27027,300639,53918,213279,33442,""
2003,"RI","Rhode Island",1076084,3074,25,505,,830,1714,32231,5524,22320,4387,""
2003,"SC","South Carolina",4148744,33455,303,1952,,5801,25399,187592,43993,127809,15790,""
2003,"SD","South Dakota",764905,1329,10,356,,104,859,15324,2878,11572,874,""
2003,"TN","Tennessee",5845208,40409,396,2129,,9413,28471,256565,63323,166769,26473,""
2003,"TX","Texas",22103374,122246,1422,8025,,37017,75782,1016735,219877,698644,98214,""
2003,"UT","Utah",2352119,5889,60,919,,1258,3652,100084,16961,75321,7802,""
2003,"VA","Virginia",7365284,20490,416,1807,,6713,11554,200449,29105,153367,17977,""
2003,"VT","Vermont",619343,707,15,126,,62,504,13803,3017,10132,654,""
2003,"WA","Washington",6131298,21272,182,2863,,5718,12509,291542,58271,192653,40618,""
2003,"WI","Wisconsin",5474290,12104,183,1202,,4397,6322,157684,26546,118775,12363,""
2003,"WV","West Virginia",1811440,4627,73,311,,701,3542,42370,10498,28409,3463,""
2003,"WY","Wyoming",502111,1314,14,136,,84,1080,16648,2611,13239,798,""
2004,"","",293656842,1360088,16148,95089,,401470,847381,10319386,2144446,6937089,1237851,""
2004,"AK","Alaska",657755,4159,37,558,,447,3117,22172,3773,16159,2240,""
2004,"AL","Alabama",4525375,19324,254,1742,,6042,11286,182340,44666,123650,14024,""
2004,"AR","Arkansas",2750000,13814,176,1183,,2372,10083,110911,30151,74242,6518,""
2004,"AZ","Arizona",5739879,28952,414,1896,,7721,18921,291203,56885,179012,55306,""
2004,"CA","California",35842038,189175,2392,9615,,61768,115400,1227194,245903,728687,252604,""
2004,"CO","Colorado",4601821,17121,201,1945,,3739,11236,180322,33010,123308,24004,""
2004,"CT","Connecticut",3498966,10113,100,755,,4188,5070,93942,15959,66770,11213,""
2004,"DC","District of Columbia",554239,7590,198,222,,3202,3968,26896,3946,14542,8408,"District of Columbia data include reports from the Zoological Police"
2004,"DE","Delaware",830069,5105,28,357,,1343,3377,27256,5669,19285,2302,""
2004,"FL","Florida",17385430,123754,946,6612,,29997,86199,727141,166332,482484,78325,""
2004,"GA","Georgia",8918129,40217,613,2387,,13656,23561,376656,82992,249426,44238,""
2004,"HI","Hawaii",1262124,3213,33,333,,944,1903,60525,10827,41078,8620,""
2004,"IA","Iowa",2952904,8499,44,782,,1160,6513,85775,17928,62214,5633,""
2004,"ID","Idaho",1395140,3452,31,594,,241,2586,38799,7671,28389,2739,""
2004,"IL","Illinois",12712016,69365,780,4220,,22582,41783,403486,76088,287025,40373,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
2004,"IN","Indiana",6226537,20294,316,1803,,6373,11802,211929,42168,148670,21091,""
2004,"KS","Kansas",2733697,10330,122,1142,,1812,7254,109771,20146,81115,8510,""
2004,"KY","Kentucky",4141835,10152,236,1238,,3268,5410,105209,25902,70535,8772,""
2004,"LA","Louisiana",4506685,28844,574,1616,,6564,20090,199153,45359,134080,19714,""
2004,"MA","Massachusetts",6407382,29489,171,1794,,7484,20040,158150,34497,101605,22048,""
2004,"MD","Maryland",5561332,38961,521,1317,,12772,24351,202474,36704,129888,35882,""
2004,"ME","Maine",1314985,1364,18,315,,289,742,31740,6341,24096,1303,""
2004,"MI","Michigan",10104206,49737,643,5482,,11336,32276,309805,64233,194988,50584,""
2004,"MN","Minnesota",5096546,13751,113,2123,,4070,7445,155019,28048,113453,13518,""
2004,"MO","Missouri",5759532,28226,354,1479,,6630,19763,224629,40472,158264,25893,""
2004,"MS","Mississippi",2900768,8568,227,1161,,2503,4677,100980,27661,65440,7879,""
2004,"MT","Montana",926920,2723,30,273,,233,2187,27215,3515,22082,1618,""
2004,"NC","North Carolina",8540468,38244,532,2339,,11782,23591,355328,101193,227147,26988,""
2004,"ND","North Dakota",636308,558,8,177,,43,330,12493,2040,9516,937,""
2004,"NE","Nebraska",1747704,5393,40,620,,1138,3595,61512,9826,46399,5287,""
2004,"NH","New Hampshire",1299169,2202,17,466,,500,1219,26658,4979,19723,1956,""
2004,"NJ","New Jersey",8685166,30943,392,1331,,13076,16144,211313,41030,139977,30306,""
2004,"NM","New Mexico",1903006,13081,169,1039,,2062,9811,79895,19924,52069,7902,""
2004,"NV","Nevada",2332898,14379,172,954,,4905,8348,98215,23142,52438,22635,""
2004,"NY","New York",19280727,84914,889,3608,,33506,46911,422734,70696,311036,41002,""
2004,"OH","Ohio",11450143,38787,506,4744,,17429,16108,419337,96518,282168,40651,""
2004,"OK","Oklahoma",3523546,17635,186,1557,,3090,12802,149472,35244,101271,12957,""
2004,"OR","Oregon",3591363,10724,90,1283,,2751,6600,166475,30072,117868,18535,""
2004,"PA","Pennsylvania",12394471,50998,650,3535,,18474,28339,299611,54443,214199,30969,""
2004,"RI","Rhode Island",1079916,2673,26,320,,731,1596,31166,5465,21623,4078,""
2004,"SC","South Carolina",4197892,33160,286,1772,,5468,25634,190456,43739,130991,15726,""
2004,"SD","South Dakota",770621,1319,17,336,,112,854,14885,3148,10890,847,""
2004,"TN","Tennessee",5893298,41113,357,2282,,8863,29611,254991,60386,169828,24777,""
2004,"TX","Texas",22471549,121554,1364,8388,,35817,75985,1010702,220118,696507,94077,""
2004,"UT","Utah",2420708,5647,46,967,,1236,3398,97762,15225,74889,7648,""
2004,"VA","Virginia",7481332,20608,390,1816,,6899,11503,200368,28759,154154,17455,""
2004,"VT","Vermont",621233,713,16,160,,78,459,14559,3435,10537,587,""
2004,"WA","Washington",6207046,21330,190,2857,,5866,12417,300837,60632,196972,43233,""
2004,"WI","Wisconsin",5503533,11548,154,1136,,4067,6191,146710,23854,111482,11374,""
2004,"WV","West Virginia",1812548,5110,68,346,,774,3922,46326,10994,31566,3766,""
2004,"WY","Wyoming",505887,1163,11,112,,67,973,16889,2738,13352,799,""
2005,"","",296507061,1390745,16740,94347,,417438,862220,10174754,2155448,6783447,1235859,""
2005,"AK","Alaska",663253,4194,32,538,,537,3087,23975,4131,17249,2595,""
2005,"AL","Alabama",4548327,19678,374,1564,,6447,11293,177393,43473,120780,13140,""
2005,"AR","Arkansas",2775708,14670,189,1202,,2532,10747,112914,30118,75510,7286,""
2005,"AZ","Arizona",5953007,30478,445,2006,,8579,19448,287345,56328,176112,54905,""
2005,"CA","California",36154147,190178,2503,9392,,63622,114661,1200531,250521,692467,257543,""
2005,"CO","Colorado",4663295,18498,173,2026,,3948,12351,188449,34746,127602,26101,""
2005,"CT","Connecticut",3500701,9542,105,712,,3933,4792,90270,15245,64416,10609,""
2005,"DC","District of Columbia",582049,8032,195,166,,3700,3971,26133,3577,14836,7720,"District of Columbia data include reports from the Zoological Police"
2005,"DE","Delaware",841741,5332,37,377,,1306,3612,26245,5811,18085,2349,""
2005,"FL","Florida",17768191,125957,883,6592,,30141,88341,712998,164783,472912,75303,""
2005,"GA","Georgia",9132553,40725,564,2143,,14041,23977,378534,84463,249594,44477,""
2005,"HI","Hawaii",1273278,3253,24,343,,1001,1885,61115,9792,42188,9135,""
2005,"IA","Iowa",2965524,8697,40,847,,1153,6657,84370,18147,60723,5500,""
2005,"ID","Idaho",1429367,3670,35,577,,266,2792,38556,8066,27606,2884,""
2005,"IL","Illinois",12765427,70496,770,4313,,23255,42158,394670,77635,277662,39373,"The state UCR Program was unable to provide 1985-2013 forcible rape figures in accordance with national UCR Program guidelines.  The rape totals were estimated using national rates per 100,000 inhabitants within the eight population groups and assigning the forcible rape volumes proportionally to the state."
