"数据年月"	,"贸易伙伴编码"	,"贸易伙伴名称"	,"注册地编码"	,"注册地名称"	,"商品编码"	,"商品名称"	,"第一数量"	,"第一计量单位"	,"第二数量"	,"第二计量单位"	,"美元"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73089000	"	,"其他钢铁结构体；钢结构体用部件及加工钢材	"	,"13195	"	,"千克	"	,"0	"	,"?	"	,"315,259	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73102190	"	,"其他焊边或卷边接合的钢铁罐,容积＜50l	"	,"367	"	,"千克	"	,"0	"	,"?	"	,"22	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73102190	"	,"其他焊边或卷边接合的钢铁罐,容积＜50l	"	,"550	"	,"千克	"	,"0	"	,"?	"	,"24,750	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73102990	"	,"其他盛装物料用钢铁容器，容积＜50L	"	,"494	"	,"千克	"	,"0	"	,"?	"	,"21,341	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73102990	"	,"其他盛装物料用钢铁容器，容积＜50L	"	,"1543	"	,"千克	"	,"0	"	,"?	"	,"199,589	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73102990	"	,"其他盛装物料用钢铁容器，容积＜50L	"	,"16738	"	,"千克	"	,"0	"	,"?	"	,"193,730	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73102990	"	,"其他盛装物料用钢铁容器，容积＜50L	"	,"195	"	,"千克	"	,"0	"	,"?	"	,"390	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73102990	"	,"其他盛装物料用钢铁容器，容积＜50L	"	,"655	"	,"千克	"	,"0	"	,"?	"	,"35,616	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73121000	"	,"非绝缘的钢铁绞股线、绳、缆	"	,"4268	"	,"千克	"	,"0	"	,"?	"	,"6,052	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73143900	"	,"其他钢铁丝制交点焊接的网、篱及格栅	"	,"9270	"	,"千克	"	,"0	"	,"?	"	,"299,487	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73158900	"	,"未列名钢铁链	"	,"2877	"	,"千克	"	,"0	"	,"?	"	,"21,903	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73181400	"	,"自攻螺钉	"	,"1352	"	,"千克	"	,"0	"	,"?	"	,"3,110	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73181400	"	,"自攻螺钉	"	,"7057	"	,"千克	"	,"0	"	,"?	"	,"99,503	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73181590	"	,"其他螺钉及螺栓，抗拉强度在800兆帕以下	"	,"936	"	,"千克	"	,"0	"	,"?	"	,"36,972	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73181590	"	,"其他螺钉及螺栓，抗拉强度在800兆帕以下	"	,"100	"	,"千克	"	,"0	"	,"?	"	,"2	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73181590	"	,"其他螺钉及螺栓，抗拉强度在800兆帕以下	"	,"940	"	,"千克	"	,"0	"	,"?	"	,"200,190	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73181600	"	,"螺母	"	,"3910	"	,"千克	"	,"0	"	,"?	"	,"80,937	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73182200	"	,"其他垫圈	"	,"17700	"	,"千克	"	,"0	"	,"?	"	,"299,541	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73182400	"	,"销及开尾销	"	,"0	"	,"千克	"	,"0	"	,"?	"	,"7,344	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73199000	"	,"钢铁制的手工缝针、编织针、引针、钩针、刺绣穿孔锥及类似制品	"	,"3	"	,"千克	"	,"0	"	,"?	"	,"33	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73211100	"	,"用气体等燃料的钢铁制家用炊事器具及加热板	"	,"1725	"	,"千克	"	,"730	"	,"个	"	,"50,125	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73211900	"	,"其他钢铁制家用炊事器具及加热板	"	,"7425	"	,"千克	"	,"1800	"	,"个	"	,"68,310	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73219000	"	,"品目7321的零件	"	,"93	"	,"千克	"	,"0	"	,"?	"	,"3,906	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73219000	"	,"品目7321的零件	"	,"1485	"	,"千克	"	,"0	"	,"?	"	,"26,730	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239100	"	,"未搪瓷铸铁制餐桌、厨房等家用器具及其零件	"	,"39530	"	,"千克	"	,"0	"	,"?	"	,"622,421	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239100	"	,"未搪瓷铸铁制餐桌、厨房等家用器具及其零件	"	,"36589	"	,"千克	"	,"0	"	,"?	"	,"102,340	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239200	"	,"已搪瓷铸铁制餐桌、厨房等家用器具及其零件	"	,"648	"	,"千克	"	,"0	"	,"?	"	,"14,256	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239300	"	,"不锈钢制餐桌、厨房或其他家用器具及其零件	"	,"7522	"	,"千克	"	,"0	"	,"?	"	,"268,892	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239300	"	,"不锈钢制餐桌、厨房或其他家用器具及其零件	"	,"1038	"	,"千克	"	,"0	"	,"?	"	,"44,634	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239300	"	,"不锈钢制餐桌、厨房或其他家用器具及其零件	"	,"2826	"	,"千克	"	,"0	"	,"?	"	,"221,941	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239300	"	,"不锈钢制餐桌、厨房或其他家用器具及其零件	"	,"57	"	,"千克	"	,"0	"	,"?	"	,"2,223	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239300	"	,"不锈钢制餐桌、厨房或其他家用器具及其零件	"	,"294	"	,"千克	"	,"0	"	,"?	"	,"31,164	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239300	"	,"不锈钢制餐桌、厨房或其他家用器具及其零件	"	,"5342	"	,"千克	"	,"0	"	,"?	"	,"149,041	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239300	"	,"不锈钢制餐桌、厨房或其他家用器具及其零件	"	,"27032	"	,"千克	"	,"0	"	,"?	"	,"716,989	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239300	"	,"不锈钢制餐桌、厨房或其他家用器具及其零件	"	,"14079	"	,"千克	"	,"0	"	,"?	"	,"215,769	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239900	"	,"其他未搪瓷钢铁餐桌、厨房等家用器具及零件	"	,"1403	"	,"千克	"	,"0	"	,"?	"	,"166,817	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239900	"	,"其他未搪瓷钢铁餐桌、厨房等家用器具及零件	"	,"1383	"	,"千克	"	,"0	"	,"?	"	,"46,679	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239900	"	,"其他未搪瓷钢铁餐桌、厨房等家用器具及零件	"	,"135	"	,"千克	"	,"0	"	,"?	"	,"4,200	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239900	"	,"其他未搪瓷钢铁餐桌、厨房等家用器具及零件	"	,"865	"	,"千克	"	,"0	"	,"?	"	,"197,760	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239900	"	,"其他未搪瓷钢铁餐桌、厨房等家用器具及零件	"	,"285	"	,"千克	"	,"0	"	,"?	"	,"2,180	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239900	"	,"其他未搪瓷钢铁餐桌、厨房等家用器具及零件	"	,"12397	"	,"千克	"	,"0	"	,"?	"	,"301,145	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239900	"	,"其他未搪瓷钢铁餐桌、厨房等家用器具及零件	"	,"6674	"	,"千克	"	,"0	"	,"?	"	,"363,851	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73239900	"	,"其他未搪瓷钢铁餐桌、厨房等家用器具及零件	"	,"1530	"	,"千克	"	,"0	"	,"?	"	,"116,675	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73241000	"	,"不锈钢洗涤槽及脸盆	"	,"9219	"	,"千克	"	,"0	"	,"?	"	,"294,256	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73241000	"	,"不锈钢洗涤槽及脸盆	"	,"7938	"	,"千克	"	,"0	"	,"?	"	,"293,349	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73249000	"	,"未列名钢铁制卫生器具，包括零件	"	,"2147	"	,"千克	"	,"0	"	,"?	"	,"57,950	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73249000	"	,"未列名钢铁制卫生器具，包括零件	"	,"2987	"	,"千克	"	,"0	"	,"?	"	,"200,399	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73249000	"	,"未列名钢铁制卫生器具，包括零件	"	,"46490	"	,"千克	"	,"0	"	,"?	"	,"2,792,899	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73249000	"	,"未列名钢铁制卫生器具，包括零件	"	,"400	"	,"千克	"	,"0	"	,"?	"	,"11,440	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73249000	"	,"未列名钢铁制卫生器具，包括零件	"	,"2006	"	,"千克	"	,"0	"	,"?	"	,"21,813	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73262090	"	,"其他钢铁丝制品	"	,"150	"	,"千克	"	,"0	"	,"?	"	,"150	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73269090	"	,"未列名非工业用钢铁制品	"	,"14945	"	,"千克	"	,"0	"	,"?	"	,"198,769	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73269090	"	,"未列名非工业用钢铁制品	"	,"23758	"	,"千克	"	,"0	"	,"?	"	,"362,004	"	,
"202103	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73269090	"	,"未列名非工业用钢铁制品	"	,"4411	"	,"千克	"	,"0	"	,"?	"	,"12,423	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73269090	"	,"未列名非工业用钢铁制品	"	,"654	"	,"千克	"	,"0	"	,"?	"	,"13,080	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73269090	"	,"未列名非工业用钢铁制品	"	,"68	"	,"千克	"	,"0	"	,"?	"	,"1,489	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73269090	"	,"未列名非工业用钢铁制品	"	,"579	"	,"千克	"	,"0	"	,"?	"	,"37,345	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73269090	"	,"未列名非工业用钢铁制品	"	,"298	"	,"千克	"	,"0	"	,"?	"	,"2,533	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73269090	"	,"未列名非工业用钢铁制品	"	,"20455	"	,"千克	"	,"0	"	,"?	"	,"288,576	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73269090	"	,"未列名非工业用钢铁制品	"	,"17416	"	,"千克	"	,"0	"	,"?	"	,"441,323	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"73269090	"	,"未列名非工业用钢铁制品	"	,"22096	"	,"千克	"	,"0	"	,"?	"	,"964,089	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"74122090	"	,"其他铜合金管子附件	"	,"2639	"	,"千克	"	,"0	"	,"?	"	,"13,195	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"74182000	"	,"铜制卫生器具及其零件	"	,"629	"	,"千克	"	,"0	"	,"?	"	,"27,938	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76061199	"	,"其他非合金铝矩形板、片，厚度＞0.2mm	"	,"8416	"	,"千克	"	,"0	"	,"?	"	,"50,496	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76101000	"	,"铝制门窗及其框架、门槛	"	,"1100	"	,"千克	"	,"0	"	,"?	"	,"2,585	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76101000	"	,"铝制门窗及其框架、门槛	"	,"6765	"	,"千克	"	,"0	"	,"?	"	,"67,560	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76109000	"	,"其他铝制结构体；铝结构体用部件及加工铝材	"	,"128	"	,"千克	"	,"0	"	,"?	"	,"10,880	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76109000	"	,"其他铝制结构体；铝结构体用部件及加工铝材	"	,"2685	"	,"千克	"	,"0	"	,"?	"	,"37,487	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76129090	"	,"其他容积≤300L的盛装物料用铝制容器	"	,"1372	"	,"千克	"	,"0	"	,"?	"	,"141,000	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76129090	"	,"其他容积≤300L的盛装物料用铝制容器	"	,"4824	"	,"千克	"	,"0	"	,"?	"	,"217,150	"	,
"202108	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76151090	"	,"其他铝制餐桌、厨房或其他家用器具及其零件	"	,"630	"	,"千克	"	,"0	"	,"?	"	,"12,915	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76151090	"	,"其他铝制餐桌、厨房或其他家用器具及其零件	"	,"1442	"	,"千克	"	,"0	"	,"?	"	,"45,168	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76169910	"	,"其他工业用铝制品	"	,"209	"	,"千克	"	,"0	"	,"?	"	,"679	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76169990	"	,"其他非工业用铝制品	"	,"568	"	,"千克	"	,"0	"	,"?	"	,"6	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76169990	"	,"其他非工业用铝制品	"	,"517	"	,"千克	"	,"0	"	,"?	"	,"25,953	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76169990	"	,"其他非工业用铝制品	"	,"350	"	,"千克	"	,"0	"	,"?	"	,"8,750	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76169990	"	,"其他非工业用铝制品	"	,"595	"	,"千克	"	,"0	"	,"?	"	,"34,391	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76169990	"	,"其他非工业用铝制品	"	,"4275	"	,"千克	"	,"0	"	,"?	"	,"80,924	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76169990	"	,"其他非工业用铝制品	"	,"15520	"	,"千克	"	,"0	"	,"?	"	,"185,342	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"76169990	"	,"其他非工业用铝制品	"	,"16	"	,"千克	"	,"0	"	,"?	"	,"451	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"79070090	"	,"其他锌制品	"	,"301	"	,"千克	"	,"0	"	,"?	"	,"511	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"81122100	"	,"未锻轧铬；粉末	"	,"20000	"	,"千克	"	,"0	"	,"?	"	,"140,810	"	,
"202103	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"81122100	"	,"未锻轧铬；粉末	"	,"40000	"	,"千克	"	,"0	"	,"?	"	,"281,620	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"81122100	"	,"未锻轧铬；粉末	"	,"60000	"	,"千克	"	,"0	"	,"?	"	,"552,500	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"81122100	"	,"未锻轧铬；粉末	"	,"120000	"	,"千克	"	,"0	"	,"?	"	,"1,050,000	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"81122100	"	,"未锻轧铬；粉末	"	,"80000	"	,"千克	"	,"0	"	,"?	"	,"700,000	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82011000	"	,"锹及铲	"	,"595	"	,"千克	"	,"140	"	,"把	"	,"3,500	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82015000	"	,"修枝剪及类似的单手操作剪刀（包括家禽剪）	"	,"295	"	,"千克	"	,"528	"	,"把	"	,"354	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82023990	"	,"未列名圆锯片，包括部件	"	,"30	"	,"千克	"	,"0	"	,"?	"	,"155	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82029910	"	,"其他机械锯用锯片	"	,"8122	"	,"千克	"	,"0	"	,"?	"	,"169,750	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82032000	"	,"钳子（包括剪钳）、镊子及类似工具	"	,"285	"	,"千克	"	,"9000	"	,"把	"	,"1,425	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82032000	"	,"钳子（包括剪钳）、镊子及类似工具	"	,"11	"	,"千克	"	,"16	"	,"把	"	,"181	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055100	"	,"其他家用手工工具	"	,"300	"	,"千克	"	,"1600	"	,"个	"	,"46	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055100	"	,"其他家用手工工具	"	,"147	"	,"千克	"	,"3024	"	,"个	"	,"15,120	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055100	"	,"其他家用手工工具	"	,"388	"	,"千克	"	,"640	"	,"个	"	,"13,952	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055100	"	,"其他家用手工工具	"	,"1676	"	,"千克	"	,"820	"	,"个	"	,"5,770	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055100	"	,"其他家用手工工具	"	,"3060	"	,"千克	"	,"12960	"	,"个	"	,"39,780	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055100	"	,"其他家用手工工具	"	,"1350	"	,"千克	"	,"22332	"	,"个	"	,"46,831	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055100	"	,"其他家用手工工具	"	,"2410	"	,"千克	"	,"5860	"	,"个	"	,"31,841	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055100	"	,"其他家用手工工具	"	,"5498	"	,"千克	"	,"43672	"	,"个	"	,"68,130	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055900	"	,"其他手工工具	"	,"105	"	,"千克	"	,"410	"	,"个	"	,"342	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055900	"	,"其他手工工具	"	,"764	"	,"千克	"	,"250	"	,"个	"	,"5,780	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82055900	"	,"其他手工工具	"	,"3182	"	,"千克	"	,"40839	"	,"个	"	,"40,880	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82059000	"	,"砧、轻便锻炉；带支架的手摇或脚踏砂轮；由本品目项下两个或多个子目所列物品组成的成套货品	"	,"174	"	,"千克	"	,"0	"	,"?	"	,"1,305	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82060000	"	,"8202至8205中不同编码工具组成的零售套装件	"	,"4962	"	,"千克	"	,"0	"	,"?	"	,"131,600	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82073000	"	,"锻压或冲压工具	"	,"4998	"	,"千克	"	,"0	"	,"?	"	,"65,973	"	,
"202106	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82075090	"	,"其他材料制工作部件的钻孔工具	"	,"10	"	,"千克	"	,"80	"	,"件	"	,"80	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82100000	"	,"加工调制食品或饮料手动机械器具，重≤10kg	"	,"1001	"	,"千克	"	,"1472	"	,"台	"	,"159,159	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82100000	"	,"加工调制食品或饮料手动机械器具，重≤10kg	"	,"110	"	,"千克	"	,"168	"	,"台	"	,"43	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82111000	"	,"成套的刀	"	,"10248	"	,"千克	"	,"13302	"	,"套	"	,"143,920	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82119100	"	,"刃面固定的餐刀	"	,"436	"	,"千克	"	,"10932	"	,"把	"	,"1,744	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82119200	"	,"其他刃面固定的刀	"	,"12297	"	,"千克	"	,"70926	"	,"把	"	,"199,419	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82130000	"	,"剪刀、裁缝剪刀及类似品、剪刀片	"	,"936	"	,"千克	"	,"0	"	,"?	"	,"33,984	"	,
"202104	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82130000	"	,"剪刀、裁缝剪刀及类似品、剪刀片	"	,"283	"	,"千克	"	,"0	"	,"?	"	,"10,800	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82130000	"	,"剪刀、裁缝剪刀及类似品、剪刀片	"	,"1288	"	,"千克	"	,"0	"	,"?	"	,"10,220	"	,
"202111	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82130000	"	,"剪刀、裁缝剪刀及类似品、剪刀片	"	,"4160	"	,"千克	"	,"0	"	,"?	"	,"29,120	"	,
"202101	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82142000	"	,"修指甲及修脚用具（包括指甲锉）	"	,"1369	"	,"千克	"	,"0	"	,"?	"	,"2,738	"	,
"202105	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82142000	"	,"修指甲及修脚用具（包括指甲锉）	"	,"130	"	,"千克	"	,"0	"	,"?	"	,"11,480	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82142000	"	,"修指甲及修脚用具（包括指甲锉）	"	,"3446	"	,"千克	"	,"0	"	,"?	"	,"52,856	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82149000	"	,"未列名利口器	"	,"1154	"	,"千克	"	,"0	"	,"?	"	,"14,770	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82149000	"	,"未列名利口器	"	,"717	"	,"千克	"	,"0	"	,"?	"	,"10,488	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82152000	"	,"其他成套的餐匙、餐叉、勺等厨房或餐桌用具	"	,"280	"	,"千克	"	,"0	"	,"?	"	,"874	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82152000	"	,"其他成套的餐匙、餐叉、勺等厨房或餐桌用具	"	,"15178	"	,"千克	"	,"0	"	,"?	"	,"298,126	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82152000	"	,"其他成套的餐匙、餐叉、勺等厨房或餐桌用具	"	,"848	"	,"千克	"	,"0	"	,"?	"	,"34,039	"	,
"202102	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82159900	"	,"其他餐匙、餐叉、勺等类似的厨房或餐桌用具	"	,"371	"	,"千克	"	,"0	"	,"?	"	,"20,850	"	,
"202107	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82159900	"	,"其他餐匙、餐叉、勺等类似的厨房或餐桌用具	"	,"3089	"	,"千克	"	,"0	"	,"?	"	,"158,465	"	,
"202109	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82159900	"	,"其他餐匙、餐叉、勺等类似的厨房或餐桌用具	"	,"352	"	,"千克	"	,"0	"	,"?	"	,"10,102	"	,
"202110	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82159900	"	,"其他餐匙、餐叉、勺等类似的厨房或餐桌用具	"	,"1700	"	,"千克	"	,"0	"	,"?	"	,"23,800	"	,
"202112	"	,"502	"	,"美国	"	,"65	"	,"新疆维吾尔自治区	"	,"82159900	"	,"其他餐匙、餐叉、勺等类似的厨房或餐桌用具	"	,"2294	"	,"千克	"	,"0	"	,"?	"	,"19,709	"	,
