measure_name,datum,country_id,country_name,county_id,region_id,region,state_id,state_name,first_year,last_year,footnotes,sources
"Average annual no. of abortions per 1,000 women aged 15–49",43,UG,Uganda,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",21,UA,Ukraine,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",13,GB,"United Kingdom",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",12,US,"United States",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",11,UY,Uruguay,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",23,UZ,Uzbekistan,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",39,VU,Vanuatu,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",64,VN,"Viet Nam",0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",35,ZM,Zambia,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
"Average annual no. of abortions per 1,000 women aged 15–49",18,ZW,Zimbabwe,0,0,,NULL,0001-01-19,2015,2019,,"Bearak J et al., Country-specific estimates of unintended pregnancy and abortion incidence: a global comparative analysis of levels in 2015–2019, <i>BMJ Global Health</i>, 2022, 7(3), <a href=""https://gh.bmj.com/content/7/3/e007151"">https://gh.bmj.com/content/7/3/e007151</a>., Bearak J et al."
