locationname,marketname,city,countrycode,address,zip,region,lat,lon,operator,status,timezone,url,open_day,open_month,open_year,other_date,playground,drivethru,format,in_mall,geometry
Chicago & Orleans Delivery,"Chicago, IL",Chicago,US,831 N Sedgwick St,60610,IL,41.8973543,-87.6385033,Lauren Silich,OPEN,America/Chicago,https://www.chick-fil-a.com/chicagoandorleansdelivery,23.0,5.0,2019.0,2019-05-23,none,False,In-Line,False,POINT (-87.6385033 41.8973543)
Bucktown (IL),"Chicago, IL",Chicago,US,1910 W Fullerton Ave,60614,IL,41.9251943,-87.6764109,Josh Faretta,OPEN,America/Chicago,https://www.chick-fil-a.com/bucktownil,14.0,1.0,2021.0,2021-01-14,interior,True,Stand Alone,False,POINT (-87.6764109 41.9251943)
Michigan Avenue (IL) In-Line,"Chicago, IL",Chicago,US,500 N Michigan Ave Ste 140,60611,IL,41.8911615,-87.62471149999999,Chelsea Espin,OPEN,America/Chicago,https://www.chick-fil-a.com/michiganavenueilinline,13.0,8.0,2020.0,2020-08-13,interior,False,In-Line,False,POINT (-87.62471149999999 41.8911615)
Loyola Water Tower In-Line,"Chicago, IL",Chicago,US,30 E Chicago Ave,60611,IL,41.89727,-87.62711,Lauren Silich,OPEN,America/Chicago,https://www.chick-fil-a.com/loyolawatertower,16.0,6.0,2011.0,2011-06-16,none,False,In-Line,False,POINT (-87.62711 41.89727)
Five Towns,"New York, NY",Rosedale,US,24923 Rockaway Blvd,11422,NY,40.6381681,-73.7407428,Marc Thompson,FUTURE,America/New_York,https://www.chick-fil-a.com/fivetowns,,,,2022-08-25,none,True,Stand Alone,,POINT (-73.7407428 40.6381681)
Eldorado & Ridge,"Dallas-Ft. Worth, TX",Mckinney,US,6201 Eldorado Pkwy,75070,TX,33.173481,-96.696848,Matt Bridges,OPEN,America/Chicago,https://www.chick-fil-a.com/eldoradoandridge,2.0,2.0,2017.0,2017-02-02,interior,True,Stand Alone,False,POINT (-96.696848 33.173481)
Custer & 121,"Dallas-Ft. Worth, TX",Mckinney,US,8700 State Highway 121,75070,TX,33.12767,-96.72856,Hank Durbin,OPEN,America/Chicago,https://www.chick-fil-a.com/custerat121,14.0,12.0,2006.0,2006-12-14,interior,True,Stand Alone,False,POINT (-96.72856 33.12767)
Lake Forest Dr & Hwy 380,"Dallas-Ft. Worth, TX",McKinney,US,5001 W University Dr,75071,TX,33.217596,-96.6803436,Christy Davis,OPEN,America/Chicago,https://www.chick-fil-a.com/lakeforestdrandhwy380,21.0,10.0,2021.0,2021-10-21,interior,True,Stand Alone,False,POINT (-96.6803436 33.217596)
McKinney,"Dallas-Ft. Worth, TX",Mckinney,US,2011 W University Dr,75071,TX,33.21612,-96.63833,Don Westback,OPEN,America/Chicago,https://www.chick-fil-a.com/mckinney,10.0,12.0,1998.0,1998-06-01,interior,True,Stand Alone,False,POINT (-96.63833 33.21612)
Preston Road and Gary Burns,"Dallas-Ft. Worth, TX",Frisco,US,8875 Preston Rd,75034,TX,33.14926,-96.80514,Jay Schumacher,OPEN,America/Chicago,https://www.chick-fil-a.com/prestonroadandgaryburns,30.0,1.0,2014.0,2014-01-30,interior,True,Stand Alone,False,POINT (-96.80514 33.14926)
Gates Of Prosper,"Dallas-Ft. Worth, TX",Prosper,US,1091 S Preston Rd,75078,TX,33.2360384,-96.78989360000001,Chris Wright,OPEN,America/Chicago,https://www.chick-fil-a.com/gatesofprosper,23.0,8.0,2018.0,2018-08-23,interior,True,Stand Alone,False,POINT (-96.78989360000001 33.2360384)
Preston Road & Hwy 121,"Dallas-Ft. Worth, TX",Plano,US,8724 Preston Rd,75024,TX,33.09612,-96.80455,Jay Schumacher,OPEN,America/Chicago,https://www.chick-fil-a.com/prestonroad,1.0,4.0,1999.0,1999-04-01,interior,True,Stand Alone,False,POINT (-96.80455 33.09612)
Lebanon & Tollway,"Dallas-Ft. Worth, TX",Frisco,US,5377 Dallas Pkwy,75034,TX,33.12346324008458,-96.82311312516882,Frieda Marroquin,OPEN,America/Chicago,https://www.chick-fil-a.com/lebanonandtollway,7.0,8.0,2019.0,2019-08-07,interior,True,Stand Alone,False,POINT (-96.82311312516882 33.12346324008458)
Boca Chica,"Harlingen-Weslaco-Brownsville-McAllen, TX",Brownsville,US,3385 Boca Chica Blvd,78521,TX,25.92132,-97.46783,Amanda Esquivel,OPEN,America/Chicago,https://www.chick-fil-a.com/bocachica,10.0,4.0,2014.0,2014-04-10,interior,True,Stand Alone,False,POINT (-97.46783 25.92132)
Ruben Torres,"Harlingen-Weslaco-Brownsville-McAllen, TX",Brownsville,US,2150 Ruben Torres Sr Blvd,78526,TX,25.950205,-97.483747,Alex Aviles,OPEN,America/Chicago,https://www.chick-fil-a.com/rubentorres,11.0,8.0,2016.0,2016-08-11,interior,True,Stand Alone,False,POINT (-97.483747 25.950205)
Sunrise Mall (BV),"Harlingen-Weslaco-Brownsville-McAllen, TX",Brownsville,US,2370 N Expressway Ste 1348,78521,TX,25.9546083,-97.5025908,Alex Aviles,OPEN,America/Chicago,https://www.chick-fil-a.com/sunrisemall,13.0,9.0,1979.0,1979-09-13,none,False,Food Court,True,POINT (-97.5025908 25.9546083)
Morrison Road,"Harlingen-Weslaco-Brownsville-McAllen, TX",Brownsville,US,4325 N Expressway # 77,78520,TX,25.96828,-97.51407,Alex Aviles,OPEN,America/Chicago,https://www.chick-fil-a.com/brownsville,29.0,3.0,2007.0,2007-03-29,interior,True,Stand Alone,False,POINT (-97.51407 25.96828)
Sunshine Strip,"Harlingen-Weslaco-Brownsville-McAllen, TX",Harlingen,US,1814 South Business 77 Sunshine Strip Blvd.,78550,TX,26.17348933,-97.675457,Francisco Castellanos,OPEN,America/Chicago,https://www.chick-fil-a.com/sunshinestrip,23.0,6.0,2016.0,2016-06-23,interior,True,Stand Alone,False,POINT (-97.675457 26.17348933)
Weslaco,"Harlingen-Weslaco-Brownsville-McAllen, TX",Weslaco,US,1200 N Westgate Dr,78596,TX,26.1719715,-98.00638067,Toni Marbar-Ruiz,OPEN,America/Chicago,https://www.chick-fil-a.com/weslaco,10.0,7.0,2014.0,2014-07-10,interior,True,Stand Alone,False,POINT (-98.00638067 26.1719715)
281 & Trenton,"Harlingen-Weslaco-Brownsville-McAllen, TX",Edinburg,US,4300 S I-69C,78539,TX,26.2604196,-98.1634433,Rudy Martinez,OPEN,America/Chicago,https://www.chick-fil-a.com/281andtrenton,3.0,12.0,2020.0,2020-12-03,interior,True,Stand Alone,False,POINT (-98.1634433 26.2604196)
Pharr,"Harlingen-Weslaco-Brownsville-McAllen, TX",Pharr,US,2023 W Interstate 2,78577,TX,26.1953716,-98.2041778,Michael Hancock,OPEN,America/Chicago,https://www.chick-fil-a.com/pharr,10.0,12.0,2015.0,2015-12-10,interior,True,Stand Alone,False,POINT (-98.2041778 26.1953716)
Carrier Towne Crossing,"Dallas-Ft. Worth, TX",Grand Prairie,US,3970 S Carrier Pkwy,75052,TX,32.67756,-97.00749,Robin Harris,OPEN,America/Chicago,https://www.chick-fil-a.com/carriertownecrossing,15.0,7.0,1998.0,1998-05-01,interior,True,Stand Alone,False,POINT (-97.00749 32.67756)
Pioneer Parkway,"Dallas-Ft. Worth, TX",Grand Prairie,US,1225 W Pioneer Pkwy,75051,TX,32.7104351621579,-97.0317735843358,Robin Harris,OPEN,America/Chicago,https://www.chick-fil-a.com/pioneerparkway,3.0,10.0,2019.0,2019-10-03,interior,True,Stand Alone,False,POINT (-97.0317735843358 32.7104351621579)
Camp Wisdom & 360,"Dallas-Ft. Worth, TX",Grand Prairie,US,3041 W Camp Wisdom Rd,75052,TX,32.64781,-97.05877,Wayne Hassler,OPEN,America/Chicago,https://www.chick-fil-a.com/campwisdom360,1.0,5.0,2008.0,2008-05-01,interior,True,Stand Alone,False,POINT (-97.05877 32.64781)
The Parks at Arlington,"Dallas-Ft. Worth, TX",Arlington,US,3811 S Cooper St,76015,TX,32.6800113,-97.1293565,Brad Breedlove,OPEN,America/Chicago,https://www.chick-fil-a.com/theparksatarlington,24.0,2.0,1988.0,1988-02-24,none,False,Food Court,True,POINT (-97.1293565 32.6800113)
South Cooper Street,"Dallas-Ft. Worth, TX",Arlington,US,4700 S Cooper St,76017,TX,32.67006,-97.13519,Wayne Hassler,OPEN,America/Chicago,https://www.chick-fil-a.com/southcooperstreet,17.0,6.0,1993.0,1993-06-17,interior,True,Stand Alone,False,POINT (-97.13519 32.67006)
Broad and 360,"Dallas-Ft. Worth, TX",Mansfield,US,3200 E Broad St,76063,TX,32.57462,-97.08499,Don Gonzales,OPEN,America/Chicago,https://www.chick-fil-a.com/broadand360,24.0,1.0,2013.0,2013-01-24,interior,True,Stand Alone,False,POINT (-97.08499 32.57462)
Cedar Hill,"Dallas-Ft. Worth, TX",Cedar Hill,US,387 E FM 1382,75104,TX,32.59304,-96.93715,Joseph Morris,OPEN,America/Chicago,https://www.chick-fil-a.com/cedarhill,17.0,12.0,1998.0,1998-12-17,interior,True,Stand Alone,False,POINT (-96.93715 32.59304)
Crenshaw & Redondo Beach Blvd,"Los Angeles, CA",Gardena,US,16210 Crenshaw Blvd,90249,CA,33.883714,-118.325959,Philip Myers,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/crenshawandredondobeachblvd,28.0,4.0,2020.0,2020-04-28,interior,True,Stand Alone,False,POINT (-118.325959 33.883714)
Redondo Beach,"Los Angeles, CA",Redondo Beach,US,1919 Artesia Blvd,90278,CA,33.87315,-118.3795,Jeremy Simpson,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/artesiaandaviation,12.0,9.0,2019.0,2019-09-12,none,True,Stand Alone,False,POINT (-118.3795 33.87315)
South Bay,"Los Angeles, CA",Torrance,US,18200 Hawthorne Blvd,90504,CA,33.86508,-118.35201,Jeremy Simpson,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/southbay,12.0,1.0,2012.0,2012-01-12,interior,True,Stand Alone,False,POINT (-118.35201 33.86508)
Del Amo In-Line,"Los Angeles, CA",Torrance,US,21821 Hawthorne Blvd,90503,CA,33.829952,-118.352999,Erwin Arevalo,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/delamoinline,29.0,3.0,2012.0,2012-03-29,none,False,In-Line,False,POINT (-118.352999 33.829952)
Carson & Vermont,"Los Angeles, CA",Torrance,US,819 W Carson St,90502,CA,33.831828,-118.289354,Ermias Ghebrezghi,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/carsonandvermont,13.0,8.0,2020.0,2020-08-13,interior,True,Stand Alone,False,POINT (-118.289354 33.831828)
405 & Atlantic LB,"Los Angeles, CA",Long Beach,US,3290 Atlantic Avenue,90807,CA,33.8167533,-118.1847187,Kristie Bergstrom,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/405andatlanticlb,23.0,4.0,2020.0,2020-04-23,none,True,Stand Alone,False,POINT (-118.1847187 33.8167533)
Long Beach Traffic Circle,"Los Angeles, CA",Long Beach,US,4401 E Pacific Coast Hwy,90804,CA,33.789715,-118.1413208,Kristie Bergstrom,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/longbeachtrafficcircle,12.0,10.0,2017.0,2017-10-12,interior,True,Stand Alone,False,POINT (-118.1413208 33.789715)
Beach Boulevard,"Los Angeles, CA",Westminster,US,16388 Beach Blvd,92683,CA,33.7259645,-117.98876317,Blake Wohlgemuth,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/16388beachblvd,8.0,11.0,2012.0,2012-11-08,interior,True,Stand Alone,False,POINT (-117.98876317 33.7259645)
Shops at Rossmoor,"Los Angeles, CA",Seal Beach,US,12101 Seal Beach Blvd,90740,CA,33.78681,-118.07241,Scott Carr,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/shopsatrossmoor,14.0,11.0,2013.0,2013-11-14,interior,True,Stand Alone,False,POINT (-118.07241 33.78681)
Harbor Blvd,"Los Angeles, CA",Costa Mesa,US,3181 Harbor Blvd,92626,CA,33.68639,-117.91995,Justin Van Schoick,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/harborblvd,26.0,4.0,2012.0,2012-04-26,none,True,Stand Alone,False,POINT (-117.91995 33.68639)
Bristol & MacArthur,"Los Angeles, CA",Santa Ana,US,3601 S Bristol St,92704,CA,33.6996,-117.88503,Tony Stewart,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/bristolatmacarthur,10.0,11.0,2005.0,2005-11-10,none,True,Stand Alone,False,POINT (-117.88503 33.6996)
Main & Almond,"Los Angeles, CA",Orange,US,202 S Main St,92868,CA,33.785861,-117.867623,Kendall Benson,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/mainandalmond,11.0,3.0,2021.0,2021-03-11,none,True,Stand Alone,False,POINT (-117.867623 33.785861)
Fullerton,"Los Angeles, CA",Fullerton,US,151 E Orangethorpe Ave,92832,CA,33.85979,-117.92244,Rick Cordy,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/fullerton,1.0,12.0,2011.0,2011-12-01,interior,True,Stand Alone,False,POINT (-117.92244 33.85979)
Irving Park Delivery,"Chicago, IL",Chicago,US,4131 N Rockwell St,60618,IL,41.9567927,-87.6929956,Fred Schwantz,CLOSED,America/Chicago,https://www.chick-fil-a.com/irvingparkdelivery,24.0,9.0,2020.0,2020-09-24,none,False,In-Line,False,POINT (-87.6929956 41.9567927)
Norridge (IL),"Chicago, IL",Norridge,US,4512 N Harlem Ave,60706,IL,41.962091,-87.8077482,Hunter Clinton,OPEN,America/Chicago,https://www.chick-fil-a.com/norridgeil,9.0,1.0,2020.0,2020-01-09,interior,True,Stand Alone,False,POINT (-87.8077482 41.962091)
Niles (IL),"Chicago, IL",Niles,US,5650 W Touhy Ave,60714,IL,42.012381,-87.769836,Rob Meier,OPEN,America/Chicago,https://www.chick-fil-a.com/nilesil,10.0,10.0,2019.0,2019-10-10,interior,True,Stand Alone,False,POINT (-87.769836 42.012381)
Pittsburg In-Line DT,"San Francisco-Oakland-San Jose, CA",Pittsburg,US,4717 Century Blvd,94565,CA,38.00615639999999,-121.8354153,Mark Brugh,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/autocenterdriveandcenturyblvdinline,18.0,11.0,2021.0,2021-11-18,none,True,In-Line,False,POINT (-121.8354153 38.00615639999999)
Walnut Creek,"San Francisco-Oakland-San Jose, CA",Walnut Creek,US,2750 N Main St,94597,CA,37.9241077,-122.0628416,Brent Allen,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/walnutcreek,8.0,11.0,2012.0,2012-11-08,interior,True,Stand Alone,False,POINT (-122.0628416 37.9241077)
Vallejo,"San Francisco-Oakland-San Jose, CA",Vallejo,US,1191 Admiral Callaghan Ln,94591,CA,38.1360824,-122.2144373,Ignacio Eraso,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/vallejo,15.0,10.0,2015.0,2015-10-15,interior,True,Stand Alone,False,POINT (-122.2144373 38.1360824)
Fairfield In-Line DT,"Sacramento-Stockton-Modesto, CA",Fairfield,US,1750 Travis Blvd,94533,CA,38.258745,-122.0600647,Aaron Eddy,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/fairfieldinline,8.0,9.0,2011.0,2011-09-08,interior,True,In-Line,False,POINT (-122.0600647 38.258745)
Hopyard Road & 580,"San Francisco-Oakland-San Jose, CA",Pleasanton,US,5785 Johnson Dr,94588,CA,37.699849,-121.905895,Aaron Clifford,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/hopyardroadand580,17.0,11.0,2016.0,2016-11-17,interior,True,Stand Alone,False,POINT (-121.905895 37.699849)
March Lane at I-5,"Sacramento-Stockton-Modesto, CA",Stockton,US,2628 W March Ln,95207,CA,37.9841,-121.34088,April Farage,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/marchlaneati5,27.0,10.0,2016.0,2016-10-27,interior,True,Stand Alone,False,POINT (-121.34088 37.9841)
Mowry Avenue,"San Francisco-Oakland-San Jose, CA",Fremont,US,5245 Mowry Ave,94538,CA,37.5345574,-122.0004207,Dan Kosin,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/mowryavenue,29.0,1.0,2015.0,2015-01-29,interior,True,Stand Alone,False,POINT (-122.0004207 37.5345574)
Novato,"San Francisco-Oakland-San Jose, CA",Novato,US,35 Rowland Way,94945,CA,38.09402,-122.55748,Danny Goepp,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/novato,31.0,7.0,2014.0,2014-07-31,interior,True,Stand Alone,False,POINT (-122.55748 38.09402)
Auto Mall Parkway,"San Francisco-Oakland-San Jose, CA",Fremont,US,5539 Auto Mall Pkwy,94538,CA,37.5054,-121.97368,Jon Hooper,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/automallparkway,23.0,9.0,2015.0,2015-09-23,interior,True,Stand Alone,False,POINT (-121.97368 37.5054)
Pflugerville,"Austin, TX",Pflugerville,US,18617 Limestone Commercial Dr,78660,TX,30.46599,-97.59645,Zack LeCroy,OPEN,America/Chicago,https://www.chick-fil-a.com/pflugerville,23.0,4.0,2009.0,2009-04-23,interior,True,Stand Alone,False,POINT (-97.59645 30.46599)
I-35/Parmer Lane,"Austin, TX",Austin,US,12901 I-35 N Service Road Bldg 14,78753,TX,30.4142114,-97.672064,Ed Campos,OPEN,America/Chicago,https://www.chick-fil-a.com/parmerlane,10.0,2.0,2005.0,2005-02-10,interior,True,Stand Alone,False,POINT (-97.672064 30.4142114)
North Mopac & Parmer Lane,"Austin, TX",Austin,US,12501 N Mo Pac Expy,78758,TX,30.419024,-97.703279,Jeff Glover,OPEN,America/Chicago,https://www.chick-fil-a.com/northmopac,18.0,3.0,1999.0,1999-03-18,interior,True,Stand Alone,False,POINT (-97.703279 30.419024)
Palm Valley Blvd,"Austin, TX",Round Rock,US,2350 E Palm Valley Blvd,78665,TX,30.521269,-97.648809,Jared Johnson,OPEN,America/Chicago,https://www.chick-fil-a.com/palmvalleyblvdatawgrimesblvd,1.0,7.0,2020.0,2020-07-01,interior,True,Stand Alone,False,POINT (-97.648809 30.521269)
Hutto,"Austin, TX",Hutto,US,200 Ed Schmidt Blvd,78634,TX,30.5422603,-97.5612483,Kyle Ashby,OPEN,America/Chicago,https://www.chick-fil-a.com/hutto,16.0,5.0,2019.0,2019-05-16,interior,True,Stand Alone,False,POINT (-97.5612483 30.5422603)
Braker Lane,"Austin, TX",Austin,US,10901 Research Blvd Svrd NB,78759,TX,30.401081,-97.744955,Jeff Glover,OPEN,America/Chicago,https://www.chick-fil-a.com/brakerlane,10.0,2.0,2000.0,,interior,True,Stand Alone,False,POINT (-97.744955 30.401081)
University Blvd.,"Austin, TX",Round Rock,US,305 University Blvd,78665,TX,30.55972,-97.68498,Jared Johnson,OPEN,America/Chicago,https://www.chick-fil-a.com/universityblvd,4.0,5.0,2017.0,2017-05-04,interior,True,Stand Alone,False,POINT (-97.68498 30.55972)
FM 620 North,"Austin, TX",Austin,US,13229 FM 620 North,78717,TX,30.469297,-97.7911915,Bruce Crisler,OPEN,America/Chicago,https://www.chick-fil-a.com/fm620northandhwy183,18.0,12.0,1997.0,1997-12-01,interior,True,Stand Alone,False,POINT (-97.7911915 30.469297)
Lakeline Mall,"Austin, TX",Cedar Park,US,11200 Lakeline Mall Dr Ste Vc2,78613,TX,30.4707484,-97.8068262,Nicholas Russell,OPEN,America/Chicago,https://www.chick-fil-a.com/lakelinemall,18.0,10.0,1995.0,1995-10-18,none,False,Food Court,True,POINT (-97.8068262 30.4707484)
Staten Island Mall,"New York, NY",Staten Island,US,2655 Richmond Ave,10314,NY,40.5824169,-74.1665108,Roosevelt Board,OPEN,America/New_York,https://www.chick-fil-a.com/statenislandmall,27.0,9.0,2018.0,2018-09-27,none,False,Food Court,True,POINT (-74.1665108 40.5824169)
Melrose Park,"Chicago, IL",Melrose Park,US,2 Winston Plz,60160,IL,41.9076579,-87.8486243,Matt Rhodes,OPEN,America/Chicago,https://www.chick-fil-a.com/melrosepark,13.0,10.0,2016.0,2016-10-13,interior,True,Stand Alone,False,POINT (-87.8486243 41.9076579)
First Colony Mall,"Houston, TX",Sugar Land,US,16535 Southwest Fwy,77479,TX,29.5906686,-95.6256088,Brent Kubala,OPEN,America/Chicago,https://www.chick-fil-a.com/firstcolonymall,14.0,3.0,1996.0,1996-03-13,none,False,Food Court,True,POINT (-95.6256088 29.5906686)
Sugar Land,"Houston, TX",Sugar Land,US,2330 Highway 6,77478,TX,29.596251,-95.618321,Brent Kubala,OPEN,America/Chicago,https://www.chick-fil-a.com/sugarland,12.0,12.0,1996.0,1996-11-01,interior,True,Stand Alone,False,POINT (-95.618321 29.596251)
Missouri City,"Houston, TX",Missouri City,US,6124 Highway 6,77459,TX,29.564658,-95.564456,Milton Kubala,OPEN,America/Chicago,https://www.chick-fil-a.com/missouricity,26.0,7.0,2000.0,2000-07-27,interior,True,Stand Alone,False,POINT (-95.564456 29.564658)
Sienna Crossing,"Houston, TX",Missouri City,US,9130 Highway 6,77459,TX,29.5379019,-95.53075740000001,Tony Levine,OPEN,America/Chicago,https://www.chick-fil-a.com/siennacrossing,17.0,5.0,2018.0,2018-05-17,interior,True,Stand Alone,False,POINT (-95.53075740000001 29.5379019)
59 & West Airport Drive-Thru Only,"Houston, TX",Stafford,US,12161 Southwest Fwy,77477,TX,29.6443012,-95.5747531,Jean-Paul Alvarado,OPEN,America/Chicago,https://www.chick-fil-a.com/59andwestairport,3.0,2.0,2011.0,2011-02-03,none,True,Stand Alone,False,POINT (-95.5747531 29.6443012)
East Alief,"Houston, TX",Houston,US,6840 W Sam Houston Pkwy S,77072,TX,29.703061,-95.55817,Jeff Fortsch,OPEN,America/Chicago,https://www.chick-fil-a.com/beltway8andbellaire,14.0,1.0,2016.0,2016-01-14,interior,True,Stand Alone,False,POINT (-95.55817 29.703061)
Crossings at South Corona,"Los Angeles, CA",Corona,US,3555 Grand Oaks,92881,CA,33.82394,-117.51396,Shawn York,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/crossingsatsouthcorona,2.0,12.0,2004.0,2004-12-02,interior,True,Stand Alone,False,POINT (-117.51396 33.82394)
Hwy 215 & Nuevo Road,"Los Angeles, CA",Perris,US,1688 N Perris Blvd # K,92571,CA,33.8021164,-117.2285092,Ricardo Ortiz-Chavez,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/hwy215andnuevoroad,14.0,1.0,2021.0,2021-01-14,none,True,Stand Alone,False,POINT (-117.2285092 33.8021164)
Dexter Avenue,"Los Angeles, CA",Lake Elsinore,US,18601 Dexter Ave,92532,CA,33.6911831,-117.3351665,Cameron Goettsche,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/centralaveanddexter,14.0,11.0,2019.0,2019-11-14,interior,True,Stand Alone,False,POINT (-117.3351665 33.6911831)
17th at Tustin,"Los Angeles, CA",Santa Ana,US,1701 N Tustin Avenue,92705,CA,33.7606481,-117.8339647,Peter Brakke,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/17thattustin,14.0,7.0,2022.0,2022-07-14,none,True,Stand Alone,,POINT (-117.8339647 33.7606481)
The District,"Los Angeles, CA",Tustin,US,2889 Park Ave,92782,CA,33.695177,-117.826735,Adam Goodman,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/tustinlegacy,31.0,5.0,2007.0,2007-05-31,interior,True,Stand Alone,False,POINT (-117.826735 33.695177)
University Center Irvine,"Los Angeles, CA",Irvine,US,4127 Campus Dr,92612,CA,33.6496647,-117.8398073,Craig Takata,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/uci,23.0,10.0,2014.0,2014-10-23,none,True,Stand Alone,False,POINT (-117.8398073 33.6496647)
The Market Place,"Los Angeles, CA",Irvine,US,13490 Jamboree Rd,92602,CA,33.725498,-117.78867583,Jarrod McBride,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/themarketplace,5.0,2.0,2004.0,2004-01-28,interior,True,Stand Alone,False,POINT (-117.78867583 33.725498)
Fashion Island Shopping Center,"Los Angeles, CA",Newport Beach,US,401 Newport Center Dr Ste A108,92660,CA,33.6161555,-117.8751234,Craig Takata,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/fashionislandshoppingcenter,14.0,6.0,2012.0,2012-06-14,none,False,Food Court,True,POINT (-117.8751234 33.6161555)
North Orange,"Los Angeles, CA",Orange,US,2575 N Tustin St,92865,CA,33.831281,-117.83534617,Larry Worsham,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/northorange,30.0,11.0,2006.0,2006-11-30,interior,True,Stand Alone,False,POINT (-117.83534617 33.831281)
Eastlake Terraces,"San Diego, CA",Chula Vista,US,2089 Olympic Pkwy,91915,CA,32.62938,-116.96724,Mandy McGahee,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/eastlaketerraces,26.0,8.0,2004.0,2004-08-26,interior,True,Stand Alone,False,POINT (-116.96724 32.62938)
Ocean View Hills,"San Diego, CA",San Diego,US,804 Dennery Rd,92154,CA,32.5792067,-117.0352474,Jon Tucker Mares,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/805andpalm,13.0,4.0,2022.0,2022-04-13,none,True,Stand Alone,,POINT (-117.0352474 32.5792067)
Hwy 125 & Jamacha,"San Diego, CA",Spring Valley,US,931 Sweetwater Rd,91977,CA,32.7126254,-117.012694,Amber Thomas,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/hwy125andjamacha,7.0,7.0,2022.0,2022-07-07,none,True,Stand Alone,,POINT (-117.012694 32.7126254)
Mile of Cars Way,"San Diego, CA",National City,US,400 Mile of Cars Way,91950,CA,32.66055617,-117.104962,Michael Gonzales,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/mileofcarsway,8.0,3.0,2018.0,2018-03-08,none,True,Stand Alone,False,POINT (-117.104962 32.66055617)
Grossmont,"San Diego, CA",La Mesa,US,8200 Parkway Dr,91942,CA,32.77655,-117.02115,Rick Preciado,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/grossmont,22.0,6.0,2017.0,2017-06-22,interior,True,Stand Alone,False,POINT (-117.02115 32.77655)
Santee,"San Diego, CA",Santee,US,9418 Mission Gorge Rd,92071,CA,32.839131,-116.992999,Kyle Steck,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/santee,28.0,2.0,2013.0,2013-02-28,interior,True,Stand Alone,False,POINT (-116.992999 32.839131)
Mission Center Road,"San Diego, CA",San Diego,US,5323 Mission Center Rd,92108,CA,32.771068,-117.154537,Gage Mercer,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/missioncenterroad,19.0,9.0,2019.0,2019-09-19,none,True,Stand Alone,False,POINT (-117.154537 32.771068)
Sports Arena,"San Diego, CA",San Diego,US,3570 Sports Arena Blvd,92110,CA,32.755493,-117.212492,Matt Hughes,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/sportsarena,2.0,11.0,2006.0,2006-11-02,none,True,Stand Alone,False,POINT (-117.212492 32.755493)
Clairemont,"San Diego, CA",San Diego,US,5955 Balboa Ave,92111,CA,32.81987,-117.17689,Glenn Murdock,OPEN,America/Los_Angeles,https://www.chick-fil-a.com/clairemont,12.0,4.0,2018.0,2018-04-12,none,True,Stand Alone,False,POINT (-117.17689 32.81987)
