"Notes"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"2005"	"2005"	"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"	"O99.1"	2	295516599	Unreliable
	"2005"	"2005"	"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"	"O99.2"	1	295516599	Unreliable
	"2005"	"2005"	"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"	"O99.3"	11	295516599	Unreliable
	"2005"	"2005"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	57	295516599	0.0
	"2005"	"2005"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	7	295516599	Unreliable
	"2005"	"2005"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	2	295516599	Unreliable
	"2005"	"2005"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	71	295516599	0.0
"Total"	"2005"	"2005"			623	295516599	0.2
	"2006"	"2006"	"Tubal pregnancy"	"O00.1"	4	298379912	Unreliable
	"2006"	"2006"	"Ectopic pregnancy, unspecified"	"O00.9"	11	298379912	Unreliable
	"2006"	"2006"	"Missed abortion"	"O02.1"	1	298379912	Unreliable
	"2006"	"2006"	"Spontaneous abortion, incomplete, with other and unspecified complications"	"O03.3"	1	298379912	Unreliable
	"2006"	"2006"	"Spontaneous abortion, complete or unspecified, with other and unspecified complications"	"O03.8"	4	298379912	Unreliable
	"2006"	"2006"	"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O06.5"	1	298379912	Unreliable
	"2006"	"2006"	"Unspecified abortion, complete or unspecified, without complication"	"O06.9"	1	298379912	Unreliable
	"2006"	"2006"	"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection"	"O07.5"	1	298379912	Unreliable
	"2006"	"2006"	"Other and unspecified failed attempted abortion, complicated by delayed or excessive haemorrhage"	"O07.6"	2	298379912	Unreliable
	"2006"	"2006"	"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"	"O10.0"	3	298379912	Unreliable
	"2006"	"2006"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	6	298379912	Unreliable
	"2006"	"2006"	"Pre-existing hypertensive disorder with superimposed proteinuria"	"O11"	1	298379912	Unreliable
	"2006"	"2006"	"Gestational oedema"	"O12.0"	1	298379912	Unreliable
	"2006"	"2006"	"Gestational [pregnancy-induced] hypertension without significant proteinuria"	"O13"	2	298379912	Unreliable
	"2006"	"2006"	"Moderate pre-eclampsia"	"O14.0"	1	298379912	Unreliable
	"2006"	"2006"	"Severe pre-eclampsia"	"O14.1"	11	298379912	Unreliable
	"2006"	"2006"	"Pre-eclampsia, unspecified"	"O14.9"	15	298379912	Unreliable
	"2006"	"2006"	"Eclampsia in pregnancy"	"O15.0"	2	298379912	Unreliable
	"2006"	"2006"	"Eclampsia in the puerperium"	"O15.2"	2	298379912	Unreliable
	"2006"	"2006"	"Eclampsia, unspecified as to time period"	"O15.9"	13	298379912	Unreliable
	"2006"	"2006"	"Unspecified maternal hypertension"	"O16"	7	298379912	Unreliable
	"2006"	"2006"	"Mild hyperemesis gravidarum"	"O21.0"	1	298379912	Unreliable
	"2006"	"2006"	"Deep phlebothrombosis in pregnancy"	"O22.3"	9	298379912	Unreliable
	"2006"	"2006"	"Venous complication in pregnancy, unspecified"	"O22.9"	2	298379912	Unreliable
	"2006"	"2006"	"Infections of the genital tract in pregnancy"	"O23.5"	3	298379912	Unreliable
	"2006"	"2006"	"Pre-existing diabetes mellitus, unspecified"	"O24.3"	1	298379912	Unreliable
	"2006"	"2006"	"Diabetes mellitus arising in pregnancy"	"O24.4"	1	298379912	Unreliable
	"2006"	"2006"	"Diabetes mellitus in pregnancy, unspecified"	"O24.9"	6	298379912	Unreliable
	"2006"	"2006"	"Malnutrition in pregnancy"	"O25"	1	298379912	Unreliable
	"2006"	"2006"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	14	298379912	Unreliable
	"2006"	"2006"	"Other specified pregnancy-related conditions"	"O26.8"	94	298379912	0.0
	"2006"	"2006"	"Central nervous system complications of anaesthesia during pregnancy"	"O29.2"	1	298379912	Unreliable
	"2006"	"2006"	"Twin pregnancy"	"O30.0"	1	298379912	Unreliable
	"2006"	"2006"	"Maternal care for signs of fetal hypoxia"	"O36.3"	1	298379912	Unreliable
	"2006"	"2006"	"Maternal care for intrauterine death"	"O36.4"	5	298379912	Unreliable
	"2006"	"2006"	"Infection of amniotic sac and membranes"	"O41.1"	2	298379912	Unreliable
	"2006"	"2006"	"Premature rupture of membranes, unspecified"	"O42.9"	1	298379912	Unreliable
	"2006"	"2006"	"Placenta praevia with haemorrhage"	"O44.1"	4	298379912	Unreliable
	"2006"	"2006"	"Premature separation of placenta, unspecified"	"O45.9"	2	298379912	Unreliable
	"2006"	"2006"	"Other antepartum haemorrhage"	"O46.8"	1	298379912	Unreliable
	"2006"	"2006"	"Antepartum haemorrhage, unspecified"	"O46.9"	5	298379912	Unreliable
	"2006"	"2006"	"Other uterine inertia"	"O62.2"	5	298379912	Unreliable
	"2006"	"2006"	"Obstructed labour due to shoulder presentation"	"O64.4"	1	298379912	Unreliable
	"2006"	"2006"	"Intrapartum haemorrhage with coagulation defect"	"O67.0"	1	298379912	Unreliable
	"2006"	"2006"	"Intrapartum haemorrhage, unspecified"	"O67.9"	8	298379912	Unreliable
	"2006"	"2006"	"Rupture of uterus before onset of labour"	"O71.0"	1	298379912	Unreliable
	"2006"	"2006"	"Rupture of uterus during labour"	"O71.1"	6	298379912	Unreliable
	"2006"	"2006"	"Other obstetric injury to pelvic organs"	"O71.5"	1	298379912	Unreliable
	"2006"	"2006"	"Third-stage haemorrhage"	"O72.0"	8	298379912	Unreliable
	"2006"	"2006"	"Other immediate postpartum haemorrhage"	"O72.1"	6	298379912	Unreliable
	"2006"	"2006"	"Delayed and secondary postpartum haemorrhage"	"O72.2"	1	298379912	Unreliable
	"2006"	"2006"	"Postpartum coagulation defects"	"O72.3"	3	298379912	Unreliable
	"2006"	"2006"	"Shock during or following labour and delivery"	"O75.1"	2	298379912	Unreliable
	"2006"	"2006"	"Other infection during labour"	"O75.3"	2	298379912	Unreliable
	"2006"	"2006"	"Other complications of obstetric surgery and procedures"	"O75.4"	17	298379912	Unreliable
	"2006"	"2006"	"Complication of labour and delivery, unspecified"	"O75.9"	4	298379912	Unreliable
	"2006"	"2006"	"Puerperal sepsis"	"O85"	7	298379912	Unreliable
	"2006"	"2006"	"Cerebral venous thrombosis in the puerperium"	"O87.3"	1	298379912	Unreliable
	"2006"	"2006"	"Other venous complications in the puerperium"	"O87.8"	1	298379912	Unreliable
	"2006"	"2006"	"Venous complication in the puerperium, unspecified"	"O87.9"	3	298379912	Unreliable
	"2006"	"2006"	"Amniotic fluid embolism"	"O88.1"	26	298379912	0.0
	"2006"	"2006"	"Obstetric blood-clot embolism"	"O88.2"	14	298379912	Unreliable
	"2006"	"2006"	"Obstetric pyaemic and septic embolism"	"O88.3"	1	298379912	Unreliable
	"2006"	"2006"	"Disruption of caesarean section wound"	"O90.0"	1	298379912	Unreliable
	"2006"	"2006"	"Cardiomyopathy in the puerperium"	"O90.3"	51	298379912	0.0
	"2006"	"2006"	"Other complications of the puerperium, not elsewhere classified"	"O90.8"	4	298379912	Unreliable
	"2006"	"2006"	"Obstetric death of unspecified cause"	"O95"	23	298379912	0.0
	"2006"	"2006"	"Viral hepatitis complicating pregnancy, childbirth and the puerperium"	"O98.4"	1	298379912	Unreliable
	"2006"	"2006"	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	"O98.8"	4	298379912	Unreliable
	"2006"	"2006"	"Anaemia complicating pregnancy, childbirth and the puerperium"	"O99.0"	4	298379912	Unreliable
	"2006"	"2006"	"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"	"O99.1"	1	298379912	Unreliable
	"2006"	"2006"	"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"	"O99.2"	2	298379912	Unreliable
	"2006"	"2006"	"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"	"O99.3"	9	298379912	Unreliable
	"2006"	"2006"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	42	298379912	0.0
	"2006"	"2006"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	3	298379912	Unreliable
	"2006"	"2006"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	3	298379912	Unreliable
	"2006"	"2006"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	57	298379912	0.0
"Total"	"2006"	"2006"			569	298379912	0.2
	"2007"	"2007"	"Tubal pregnancy"	"O00.1"	3	301231207	Unreliable
	"2007"	"2007"	"Other ectopic pregnancy"	"O00.8"	1	301231207	Unreliable
	"2007"	"2007"	"Ectopic pregnancy, unspecified"	"O00.9"	10	301231207	Unreliable
	"2007"	"2007"	"Missed abortion"	"O02.1"	2	301231207	Unreliable
	"2007"	"2007"	"Spontaneous abortion, incomplete, complicated by delayed or excessive haemorrhage"	"O03.1"	1	301231207	Unreliable
	"2007"	"2007"	"Spontaneous abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O03.5"	2	301231207	Unreliable
	"2007"	"2007"	"Spontaneous abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O03.6"	2	301231207	Unreliable
	"2007"	"2007"	"Spontaneous abortion, complete or unspecified, with other and unspecified complications"	"O03.8"	4	301231207	Unreliable
	"2007"	"2007"	"Other abortion, complete or unspecified, with other and unspecified complications"	"O05.8"	1	301231207	Unreliable
	"2007"	"2007"	"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O06.5"	1	301231207	Unreliable
	"2007"	"2007"	"Unspecified abortion, complete or unspecified, with other and unspecified complications"	"O06.8"	2	301231207	Unreliable
	"2007"	"2007"	"Unspecified abortion, complete or unspecified, without complication"	"O06.9"	1	301231207	Unreliable
	"2007"	"2007"	"Other and unspecified failed attempted abortion, with other and unspecified complications"	"O07.8"	1	301231207	Unreliable
	"2007"	"2007"	"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"	"O10.0"	4	301231207	Unreliable
	"2007"	"2007"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	6	301231207	Unreliable
	"2007"	"2007"	"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium"	"O10.9"	1	301231207	Unreliable
	"2007"	"2007"	"Pre-existing hypertensive disorder with superimposed proteinuria"	"O11"	1	301231207	Unreliable
	"2007"	"2007"	"Severe pre-eclampsia"	"O14.1"	4	301231207	Unreliable
	"2007"	"2007"	"Pre-eclampsia, unspecified"	"O14.9"	18	301231207	Unreliable
	"2007"	"2007"	"Eclampsia in pregnancy"	"O15.0"	2	301231207	Unreliable
	"2007"	"2007"	"Eclampsia in the puerperium"	"O15.2"	6	301231207	Unreliable
	"2007"	"2007"	"Eclampsia, unspecified as to time period"	"O15.9"	15	301231207	Unreliable
	"2007"	"2007"	"Unspecified maternal hypertension"	"O16"	18	301231207	Unreliable
	"2007"	"2007"	"Threatened abortion"	"O20.0"	1	301231207	Unreliable
	"2007"	"2007"	"Other haemorrhage in early pregnancy"	"O20.8"	1	301231207	Unreliable
	"2007"	"2007"	"Deep phlebothrombosis in pregnancy"	"O22.3"	9	301231207	Unreliable
	"2007"	"2007"	"Venous complication in pregnancy, unspecified"	"O22.9"	2	301231207	Unreliable
	"2007"	"2007"	"Infections of kidney in pregnancy"	"O23.0"	2	301231207	Unreliable
	"2007"	"2007"	"Infections of the genital tract in pregnancy"	"O23.5"	1	301231207	Unreliable
	"2007"	"2007"	"Pre-existing diabetes mellitus, unspecified"	"O24.3"	1	301231207	Unreliable
	"2007"	"2007"	"Diabetes mellitus arising in pregnancy"	"O24.4"	1	301231207	Unreliable
	"2007"	"2007"	"Diabetes mellitus in pregnancy, unspecified"	"O24.9"	5	301231207	Unreliable
	"2007"	"2007"	"Retained intrauterine contraceptive device in pregnancy"	"O26.3"	1	301231207	Unreliable
	"2007"	"2007"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	17	301231207	Unreliable
	"2007"	"2007"	"Other specified pregnancy-related conditions"	"O26.8"	75	301231207	0.0
	"2007"	"2007"	"Twin pregnancy"	"O30.0"	1	301231207	Unreliable
	"2007"	"2007"	"Maternal care for breech presentation"	"O32.1"	1	301231207	Unreliable
	"2007"	"2007"	"Maternal care for disproportion, unspecified"	"O33.9"	1	301231207	Unreliable
	"2007"	"2007"	"Maternal care for intrauterine death"	"O36.4"	3	301231207	Unreliable
	"2007"	"2007"	"Premature separation of placenta, unspecified"	"O45.9"	5	301231207	Unreliable
	"2007"	"2007"	"Other antepartum haemorrhage"	"O46.8"	2	301231207	Unreliable
	"2007"	"2007"	"Antepartum haemorrhage, unspecified"	"O46.9"	7	301231207	Unreliable
	"2007"	"2007"	"Preterm delivery"	"O60"	1	301231207	Unreliable
	"2007"	"2007"	"Long labour, unspecified"	"O63.9"	1	301231207	Unreliable
	"2007"	"2007"	"Intrapartum haemorrhage, unspecified"	"O67.9"	4	301231207	Unreliable
	"2007"	"2007"	"Labour and delivery complicated by fetal stress, unspecified"	"O68.9"	1	301231207	Unreliable
	"2007"	"2007"	"Rupture of uterus before onset of labour"	"O71.0"	2	301231207	Unreliable
	"2007"	"2007"	"Rupture of uterus during labour"	"O71.1"	3	301231207	Unreliable
	"2007"	"2007"	"Obstetric haematoma of pelvis"	"O71.7"	1	301231207	Unreliable
	"2007"	"2007"	"Third-stage haemorrhage"	"O72.0"	10	301231207	Unreliable
	"2007"	"2007"	"Other immediate postpartum haemorrhage"	"O72.1"	7	301231207	Unreliable
	"2007"	"2007"	"Postpartum coagulation defects"	"O72.3"	4	301231207	Unreliable
	"2007"	"2007"	"Other complications of anaesthesia during labour and delivery"	"O74.8"	1	301231207	Unreliable
	"2007"	"2007"	"Shock during or following labour and delivery"	"O75.1"	2	301231207	Unreliable
	"2007"	"2007"	"Other infection during labour"	"O75.3"	1	301231207	Unreliable
	"2007"	"2007"	"Other complications of obstetric surgery and procedures"	"O75.4"	13	301231207	Unreliable
	"2007"	"2007"	"Other specified complications of labour and delivery"	"O75.8"	1	301231207	Unreliable
	"2007"	"2007"	"Complication of labour and delivery, unspecified"	"O75.9"	6	301231207	Unreliable
	"2007"	"2007"	"Puerperal sepsis"	"O85"	10	301231207	Unreliable
	"2007"	"2007"	"Other specified puerperal infections"	"O86.8"	2	301231207	Unreliable
	"2007"	"2007"	"Deep phlebothrombosis in the puerperium"	"O87.1"	1	301231207	Unreliable
	"2007"	"2007"	"Cerebral venous thrombosis in the puerperium"	"O87.3"	1	301231207	Unreliable
	"2007"	"2007"	"Venous complication in the puerperium, unspecified"	"O87.9"	2	301231207	Unreliable
	"2007"	"2007"	"Obstetric air embolism"	"O88.0"	1	301231207	Unreliable
	"2007"	"2007"	"Amniotic fluid embolism"	"O88.1"	21	301231207	0.0
	"2007"	"2007"	"Obstetric blood-clot embolism"	"O88.2"	11	301231207	Unreliable
	"2007"	"2007"	"Disruption of perineal obstetric wound"	"O90.1"	1	301231207	Unreliable
	"2007"	"2007"	"Cardiomyopathy in the puerperium"	"O90.3"	33	301231207	0.0
	"2007"	"2007"	"Postpartum acute renal failure"	"O90.4"	1	301231207	Unreliable
	"2007"	"2007"	"Other complications of the puerperium, not elsewhere classified"	"O90.8"	9	301231207	Unreliable
	"2007"	"2007"	"Obstetric death of unspecified cause"	"O95"	20	301231207	0.0
	"2007"	"2007"	"Tuberculosis complicating pregnancy, childbirth and the puerperium"	"O98.0"	1	301231207	Unreliable
	"2007"	"2007"	"Syphilis complicating pregnancy, childbirth and the puerperium"	"O98.1"	1	301231207	Unreliable
	"2007"	"2007"	"Other viral diseases complicating pregnancy, childbirth and the puerperium"	"O98.5"	1	301231207	Unreliable
	"2007"	"2007"	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	"O98.8"	5	301231207	Unreliable
	"2007"	"2007"	"Anaemia complicating pregnancy, childbirth and the puerperium"	"O99.0"	2	301231207	Unreliable
	"2007"	"2007"	"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"	"O99.1"	2	301231207	Unreliable
	"2007"	"2007"	"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"	"O99.3"	5	301231207	Unreliable
	"2007"	"2007"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	54	301231207	0.0
	"2007"	"2007"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	6	301231207	Unreliable
	"2007"	"2007"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	1	301231207	Unreliable
	"2007"	"2007"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	57	301231207	0.0
"Total"	"2007"	"2007"			548	301231207	0.2
	"2008"	"2008"	"Tubal pregnancy"	"O00.1"	5	304093966	Unreliable
	"2008"	"2008"	"Ectopic pregnancy, unspecified"	"O00.9"	14	304093966	Unreliable
	"2008"	"2008"	"Missed abortion"	"O02.1"	1	304093966	Unreliable
	"2008"	"2008"	"Spontaneous abortion, incomplete, complicated by delayed or excessive haemorrhage"	"O03.1"	1	304093966	Unreliable
	"2008"	"2008"	"Spontaneous abortion, complete or unspecified, complicated by delayed or excessive haemorrhage"	"O03.6"	1	304093966	Unreliable
	"2008"	"2008"	"Spontaneous abortion, complete or unspecified, with other and unspecified complications"	"O03.8"	1	304093966	Unreliable
	"2008"	"2008"	"Spontaneous abortion, complete or unspecified, without complication"	"O03.9"	1	304093966	Unreliable
	"2008"	"2008"	"Medical abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O04.5"	1	304093966	Unreliable
	"2008"	"2008"	"Unspecified abortion, incomplete, with other and unspecified complications"	"O06.3"	1	304093966	Unreliable
	"2008"	"2008"	"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O06.5"	1	304093966	Unreliable
	"2008"	"2008"	"Unspecified abortion, complete or unspecified, complicated by embolism"	"O06.7"	1	304093966	Unreliable
	"2008"	"2008"	"Unspecified abortion, complete or unspecified, with other and unspecified complications"	"O06.8"	1	304093966	Unreliable
	"2008"	"2008"	"Unspecified abortion, complete or unspecified, without complication"	"O06.9"	3	304093966	Unreliable
	"2008"	"2008"	"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection"	"O07.5"	1	304093966	Unreliable
	"2008"	"2008"	"Other and unspecified failed attempted abortion, complicated by embolism"	"O07.7"	1	304093966	Unreliable
	"2008"	"2008"	"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"	"O10.0"	6	304093966	Unreliable
	"2008"	"2008"	"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium"	"O10.1"	9	304093966	Unreliable
	"2008"	"2008"	"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium"	"O10.2"	1	304093966	Unreliable
	"2008"	"2008"	"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium"	"O10.9"	1	304093966	Unreliable
	"2008"	"2008"	"Pre-existing hypertensive disorder with superimposed proteinuria"	"O11"	2	304093966	Unreliable
	"2008"	"2008"	"Gestational [pregnancy-induced] hypertension without significant proteinuria"	"O13"	1	304093966	Unreliable
	"2008"	"2008"	"Severe pre-eclampsia"	"O14.1"	15	304093966	Unreliable
	"2008"	"2008"	"Pre-eclampsia, unspecified"	"O14.9"	16	304093966	Unreliable
	"2008"	"2008"	"Eclampsia in pregnancy"	"O15.0"	4	304093966	Unreliable
	"2008"	"2008"	"Eclampsia, unspecified as to time period"	"O15.9"	10	304093966	Unreliable
	"2008"	"2008"	"Unspecified maternal hypertension"	"O16"	14	304093966	Unreliable
	"2008"	"2008"	"Deep phlebothrombosis in pregnancy"	"O22.3"	5	304093966	Unreliable
	"2008"	"2008"	"Cerebral venous thrombosis in pregnancy"	"O22.5"	1	304093966	Unreliable
	"2008"	"2008"	"Venous complication in pregnancy, unspecified"	"O22.9"	1	304093966	Unreliable
	"2008"	"2008"	"Infections of kidney in pregnancy"	"O23.0"	2	304093966	Unreliable
	"2008"	"2008"	"Infections of the genital tract in pregnancy"	"O23.5"	2	304093966	Unreliable
	"2008"	"2008"	"Pre-existing diabetes mellitus, unspecified"	"O24.3"	1	304093966	Unreliable
	"2008"	"2008"	"Diabetes mellitus arising in pregnancy"	"O24.4"	4	304093966	Unreliable
	"2008"	"2008"	"Diabetes mellitus in pregnancy, unspecified"	"O24.9"	9	304093966	Unreliable
	"2008"	"2008"	"Malnutrition in pregnancy"	"O25"	1	304093966	Unreliable
	"2008"	"2008"	"Maternal hypotension syndrome"	"O26.5"	1	304093966	Unreliable
	"2008"	"2008"	"Liver disorders in pregnancy, childbirth and the puerperium"	"O26.6"	22	304093966	0.0
	"2008"	"2008"	"Other specified pregnancy-related conditions"	"O26.8"	94	304093966	0.0
	"2008"	"2008"	"Pregnancy-related condition, unspecified"	"O26.9"	1	304093966	Unreliable
	"2008"	"2008"	"Twin pregnancy"	"O30.0"	1	304093966	Unreliable
	"2008"	"2008"	"Maternal care for tumour of corpus uteri"	"O34.1"	2	304093966	Unreliable
	"2008"	"2008"	"Maternal care for signs of fetal hypoxia"	"O36.3"	1	304093966	Unreliable
	"2008"	"2008"	"Maternal care for intrauterine death"	"O36.4"	4	304093966	Unreliable
	"2008"	"2008"	"Infection of amniotic sac and membranes"	"O41.1"	2	304093966	Unreliable
	"2008"	"2008"	"Premature rupture of membranes, unspecified"	"O42.9"	1	304093966	Unreliable
	"2008"	"2008"	"Other placental disorders"	"O43.8"	1	304093966	Unreliable
	"2008"	"2008"	"Placenta praevia with haemorrhage"	"O44.1"	2	304093966	Unreliable
	"2008"	"2008"	"Premature separation of placenta, unspecified"	"O45.9"	5	304093966	Unreliable
	"2008"	"2008"	"Antepartum haemorrhage with coagulation defect"	"O46.0"	2	304093966	Unreliable
	"2008"	"2008"	"Other antepartum haemorrhage"	"O46.8"	2	304093966	Unreliable
	"2008"	"2008"	"Antepartum haemorrhage, unspecified"	"O46.9"	7	304093966	Unreliable
	"2008"	"2008"	"Preterm delivery"	"O60"	1	304093966	Unreliable
	"2008"	"2008"	"Other uterine inertia"	"O62.2"	4	304093966	Unreliable
	"2008"	"2008"	"Intrapartum haemorrhage with coagulation defect"	"O67.0"	1	304093966	Unreliable
	"2008"	"2008"	"Intrapartum haemorrhage, unspecified"	"O67.9"	3	304093966	Unreliable
	"2008"	"2008"	"Labour and delivery complicated by prolapse of cord"	"O69.0"	1	304093966	Unreliable
	"2008"	"2008"	"Perineal laceration during delivery, unspecified"	"O70.9"	1	304093966	Unreliable
	"2008"	"2008"	"Rupture of uterus before onset of labour"	"O71.0"	1	304093966	Unreliable
	"2008"	"2008"	"Rupture of uterus during labour"	"O71.1"	3	304093966	Unreliable
	"2008"	"2008"	"Third-stage haemorrhage"	"O72.0"	4	304093966	Unreliable
	"2008"	"2008"	"Other immediate postpartum haemorrhage"	"O72.1"	7	304093966	Unreliable
	"2008"	"2008"	"Postpartum coagulation defects"	"O72.3"	2	304093966	Unreliable
	"2008"	"2008"	"Other complications of anaesthesia during labour and delivery"	"O74.8"	1	304093966	Unreliable
	"2008"	"2008"	"Maternal distress during labour and delivery"	"O75.0"	1	304093966	Unreliable
	"2008"	"2008"	"Shock during or following labour and delivery"	"O75.1"	3	304093966	Unreliable
	"2008"	"2008"	"Other infection during labour"	"O75.3"	1	304093966	Unreliable
	"2008"	"2008"	"Other complications of obstetric surgery and procedures"	"O75.4"	17	304093966	Unreliable
	"2008"	"2008"	"Other specified complications of labour and delivery"	"O75.8"	1	304093966	Unreliable
	"2008"	"2008"	"Complication of labour and delivery, unspecified"	"O75.9"	10	304093966	Unreliable
	"2008"	"2008"	"Puerperal sepsis"	"O85"	13	304093966	Unreliable
	"2008"	"2008"	"Deep phlebothrombosis in the puerperium"	"O87.1"	1	304093966	Unreliable
	"2008"	"2008"	"Amniotic fluid embolism"	"O88.1"	29	304093966	0.0
	"2008"	"2008"	"Obstetric blood-clot embolism"	"O88.2"	14	304093966	Unreliable
	"2008"	"2008"	"Other obstetric embolism"	"O88.8"	1	304093966	Unreliable
	"2008"	"2008"	"Cardiomyopathy in the puerperium"	"O90.3"	42	304093966	0.0
	"2008"	"2008"	"Postpartum acute renal failure"	"O90.4"	2	304093966	Unreliable
	"2008"	"2008"	"Other complications of the puerperium, not elsewhere classified"	"O90.8"	11	304093966	Unreliable
	"2008"	"2008"	"Nonpurulent mastitis associated with childbirth"	"O91.2"	1	304093966	Unreliable
	"2008"	"2008"	"Obstetric death of unspecified cause"	"O95"	35	304093966	0.0
	"2008"	"2008"	"Other maternal infectious and parasitic diseases complicating pregnancy, childbirth and the puerperium"	"O98.8"	2	304093966	Unreliable
	"2008"	"2008"	"Anaemia complicating pregnancy, childbirth and the puerperium"	"O99.0"	1	304093966	Unreliable
	"2008"	"2008"	"Other diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism complicating pregnancy, childbirth and the puerperium"	"O99.1"	2	304093966	Unreliable
	"2008"	"2008"	"Endocrine, nutritional and metabolic diseases complicating pregnancy, childbirth and the puerperium"	"O99.2"	1	304093966	Unreliable
	"2008"	"2008"	"Mental disorders and diseases of the nervous system complicating pregnancy, childbirth and the puerperium"	"O99.3"	6	304093966	Unreliable
	"2008"	"2008"	"Diseases of the circulatory system complicating pregnancy, childbirth and the puerperium"	"O99.4"	57	304093966	0.0
	"2008"	"2008"	"Diseases of the respiratory system complicating pregnancy, childbirth and the puerperium"	"O99.5"	10	304093966	Unreliable
	"2008"	"2008"	"Diseases of the digestive system complicating pregnancy, childbirth and the puerperium"	"O99.6"	3	304093966	Unreliable
	"2008"	"2008"	"Other specified diseases and conditions complicating pregnancy, childbirth and the puerperium"	"O99.8"	80	304093966	0.0
"Total"	"2008"	"2008"			660	304093966	0.2
	"2009"	"2009"	"Tubal pregnancy"	"O00.1"	7	306771529	Unreliable
	"2009"	"2009"	"Ovarian pregnancy"	"O00.2"	1	306771529	Unreliable
	"2009"	"2009"	"Ectopic pregnancy, unspecified"	"O00.9"	12	306771529	Unreliable
	"2009"	"2009"	"Hydatidiform mole, unspecified"	"O01.9"	1	306771529	Unreliable
	"2009"	"2009"	"Missed abortion"	"O02.1"	4	306771529	Unreliable
	"2009"	"2009"	"Spontaneous abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O03.5"	2	306771529	Unreliable
	"2009"	"2009"	"Spontaneous abortion, complete or unspecified, without complication"	"O03.9"	1	306771529	Unreliable
	"2009"	"2009"	"Other abortion, incomplete, without complication"	"O05.4"	1	306771529	Unreliable
	"2009"	"2009"	"Unspecified abortion, incomplete, complicated by genital tract and pelvic infection"	"O06.0"	1	306771529	Unreliable
	"2009"	"2009"	"Unspecified abortion, complete or unspecified, complicated by genital tract and pelvic infection"	"O06.5"	1	306771529	Unreliable
	"2009"	"2009"	"Unspecified abortion, complete or unspecified, with other and unspecified complications"	"O06.8"	1	306771529	Unreliable
	"2009"	"2009"	"Unspecified abortion, complete or unspecified, without complication"	"O06.9"	2	306771529	Unreliable
	"2009"	"2009"	"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium"	"O10.0"	4	306771529	Unreliable
