,notice_date,effective_date,received_date,company,city,county,employees,layoff_closure,effective_year
4378,2019-09-09,2019-09-30,2019-09-17 00:00:00,"interface rehab, inc.",Oxnard,Ventura County,15.0,Layoff Permanent,2019.0
4379,2019-09-09,2019-09-30,2019-09-17 00:00:00,"interface rehab, inc.",Riverside,Riverside County,38.0,Layoff Permanent,2019.0
4380,2019-09-09,2019-09-30,2019-09-17 00:00:00,"interface rehab, inc.",San Jose,Santa Clara County,19.0,Layoff Permanent,2019.0
4381,2019-09-09,2019-09-30,2019-09-17 00:00:00,"interface rehab, inc.",Santa Ana,Orange County,24.0,Layoff Permanent,2019.0
4382,2019-09-09,2019-09-30,2019-09-17 00:00:00,"interface rehab, inc.",Spring Valley,San Diego County,45.0,Layoff Permanent,2019.0
4383,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Anaheim,Orange County,17.0,Layoff Permanent,2019.0
4384,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Brawley,Imperial County,12.0,Layoff Permanent,2019.0
4385,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Burlingame,San Mateo County,26.0,Layoff Permanent,2019.0
4386,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Chico,Butte County,60.0,Layoff Permanent,2019.0
4387,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Claremont,Los Angeles County,112.0,Layoff Permanent,2019.0
4388,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Costa Mesa,Orange County,43.0,Layoff Permanent,2019.0
4389,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Eureka,Humboldt County,27.0,Layoff Permanent,2019.0
4390,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Fresno,Fresno County,35.0,Layoff Permanent,2019.0
4391,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Hayward,Alameda County,26.0,Layoff Permanent,2019.0
4392,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Long Beach,Los Angeles County,21.0,Layoff Permanent,2019.0
4393,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Los Angeles,Los Angeles County,159.0,Layoff Permanent,2019.0
4394,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Novato,Marin County,17.0,Layoff Permanent,2019.0
4395,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Oakland,Alameda County,10.0,Layoff Permanent,2019.0
4396,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",Roseville,Placer County,29.0,Layoff Permanent,2019.0
4397,2019-09-09,2019-09-30,2019-09-13 00:00:00,"interface rehab, inc.",San Pablo,Contra Costa County,13.0,Layoff Permanent,2019.0
4398,2019-09-03,2019-09-30,2019-09-11 00:00:00,JRV Group USA L.P.,Ontario,San Bernardino County,10.0,Closure Permanent,2019.0
4399,2019-09-06,2019-11-05,2019-09-11 00:00:00,"Digital Printing Systems, Inc.",Azusa,Los Angeles County,66.0,Closure Permanent,2019.0
4400,2019-09-06,2019-11-06,2019-09-11 00:00:00,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,13.0,Layoff Permanent,2019.0
4401,2019-09-09,2019-11-10,2019-09-11 00:00:00,"BJ's Restaurants, Inc.",Newport Beach,Orange County,41.0,Closure Permanent,2019.0
4402,2019-09-10,2019-10-10,2019-09-11 00:00:00,"Uber Technologies, Inc.",Palo Alto,Santa Clara County,62.0,Layoff Permanent,2019.0
4403,2019-09-10,2019-10-10,2019-09-11 00:00:00,"Uber Technologies, Inc.",San Francisco,San Francisco County,238.0,Layoff Permanent,2019.0
4404,2019-08-29,2019-11-01,2019-09-09 00:00:00,"Samsung SDS Global SCL America, Inc.",San Diego,San Diego County,27.0,Closure Permanent,2019.0
4405,2019-09-02,2019-11-01,2019-09-09 00:00:00,"Nestle USA, Inc.",Gilroy,Santa Clara County,22.0,Closure Permanent,2019.0
4406,2019-09-02,2019-11-01,2019-09-09 00:00:00,"Nestle USA, Inc.",Manteca,San Joaquin County,27.0,Layoff Permanent,2019.0
4407,2019-09-02,2019-11-01,2019-09-09 00:00:00,"Nestle USA, Inc.",Oakland,Alameda County,17.0,Layoff Permanent,2019.0
4408,2019-09-02,2019-11-01,2019-09-09 00:00:00,"Nestle USA, Inc.",Sacramento,Sacramento County,54.0,Closure Permanent,2019.0
4409,2019-09-02,2019-11-01,2019-09-09 00:00:00,"Nestle USA, Inc.",San Leandro,Alameda County,83.0,Closure Permanent,2019.0
4410,2019-09-02,2019-11-01,2019-09-09 00:00:00,"Nestle USA, Inc.",San Marcos,San Diego County,22.0,Closure Permanent,2019.0
4411,2019-09-04,2019-11-04,2019-09-09 00:00:00,Liqui-Box Corporation,Sacramento,Sacramento County,30.0,Layoff Permanent,2019.0
4412,2019-08-28,2019-10-01,2019-09-09 00:00:00,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,57.0,Layoff Permanent,2019.0
4413,2019-08-29,2019-10-29,2019-09-09 00:00:00,"360 Support Services, Inc. dba 360 Service Group",Panorama City,Los Angeles County,17.0,Layoff Permanent,2019.0
4414,2019-08-30,2019-10-31,2019-09-06 00:00:00,"Coastline Support, Inc.",Castro Valley,Alameda County,57.0,Closure Permanent,2019.0
4415,2019-08-30,2019-10-31,2019-09-06 00:00:00,"Coastline Support, Inc.",Santa Cruz,Santa Cruz County,55.0,Closure Permanent,2019.0
4416,2019-09-02,2019-11-01,2019-09-06 00:00:00,"Nestle USA, Inc.",Bloomington,San Bernardino County,31.0,Closure Permanent,2019.0
4417,2019-09-02,2019-11-01,2019-09-06 00:00:00,"Nestle USA, Inc.",Santa Maria,Santa Barbara County,9.0,Closure Permanent,2019.0
4418,2019-08-30,2019-10-31,2019-09-06 00:00:00,Turner Techtronics,Burbank,Los Angeles County,93.0,Layoff Permanent,2019.0
4419,2019-08-23,2019-10-31,2019-09-05 00:00:00,"Alorica, Inc.",Fresno,Fresno County,799.0,Closure Permanent,2019.0
4420,2019-08-26,2019-10-01,2019-09-05 00:00:00,"Vantec Hitachi Transport System (USA), Inc.",Pomona,Los Angeles County,78.0,Closure Permanent,2019.0
4421,2019-08-28,2019-11-01,2019-09-05 00:00:00,"Quest Software, Inc.",Aliso Viejo,Orange County,54.0,Layoff Permanent,2019.0
4422,2019-08-30,2019-11-02,2019-09-05 00:00:00,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,8.0,Layoff Permanent,2019.0
4423,2019-08-23,2019-09-13,2019-09-05 00:00:00,TE Connectivity,Hemet,Riverside County,212.0,Closure Permanent,2019.0
4424,2019-08-29,2019-10-31,2019-09-05 00:00:00,"WDI International, Inc.",Universal City,Los Angeles County,50.0,Closure Permanent,2019.0
4425,2019-08-30,2019-10-29,2019-09-05 00:00:00,"Hakkasan Holdings, LLC dba Hakkasan Group",San Diego,San Diego County,43.0,Closure Permanent,2019.0
4426,2019-08-20,2019-10-15,2019-09-04 00:00:00,Symantec Corporation,Culver City,Los Angeles County,36.0,Layoff Permanent,2019.0
4427,2019-08-20,2019-10-15,2019-09-04 00:00:00,Symantec Corporation,Mountain View,Santa Clara County,152.0,Layoff Permanent,2019.0
4428,2019-08-20,2019-10-15,2019-09-04 00:00:00,Symantec Corporation,San Francisco,San Francisco County,18.0,Layoff Permanent,2019.0
4429,2019-08-21,2019-10-25,2019-09-04 00:00:00,"Dell Products LP, Engineering",Santa Clara,Santa Clara County,60.0,Layoff Permanent,2019.0
4430,2019-08-26,2019-10-26,2019-09-04 00:00:00,Moody Western Cooling,Guadalupe,Santa Barbara County,54.0,Closure Permanent,2019.0
4431,2019-08-27,2019-11-01,2019-09-04 00:00:00,"ICU Medical, Inc",San Jose,Santa Clara County,57.0,Closure Permanent,2019.0
4432,2019-08-23,2019-10-26,2019-09-04 00:00:00,"Flying Food Group, LLC",Los Angeles,Los Angeles County,27.0,Layoff Permanent,2019.0
4433,2019-08-14,2019-10-14,2019-08-30 00:00:00,"Yapstone Holdings, Inc.",Los Angeles,Los Angeles County,33.0,Layoff Permanent,2019.0
4434,2019-08-14,2019-10-14,2019-08-30 00:00:00,"Yapstone Holdings, Inc.",Walnut Creek,Contra Costa County,33.0,Layoff Permanent,2019.0
4435,2019-08-21,2019-11-30,2019-08-30 00:00:00,"Technical Transportation, Inc.",Pleasanton,Alameda County,2.0,Closure Permanent,2019.0
4436,2019-08-23,2019-10-25,2019-08-30 00:00:00,AmerisourceBergen Drug Corporation,Valencia,Los Angeles County,93.0,Closure Permanent,2019.0
4437,2019-08-12,2019-10-18,2019-08-30 00:00:00,Verity Business Services,El Segundo,Los Angeles County,4.0,Layoff Permanent,2019.0
4438,2019-08-12,2019-10-18,2019-08-30 00:00:00,Verity Business Services,Los Angeles,Los Angeles County,56.0,Layoff Permanent,2019.0
4439,2019-08-12,2019-10-18,2019-08-30 00:00:00,Verity Business Services,Lynwood,Los Angeles County,75.0,Layoff Permanent,2019.0
4440,2019-08-12,2019-10-18,2019-08-30 00:00:00,Verity Business Services,San Jose,Santa Clara County,26.0,Layoff Permanent,2019.0
4441,2019-08-14,2019-10-31,2019-08-30 00:00:00,First Transit,Los Angeles,Los Angeles County,326.0,Closure Permanent,2019.0
4442,2019-08-15,2019-10-15,2019-08-30 00:00:00,"Oracle America, Inc.",Santa Clara,Santa Clara County,59.0,Layoff Permanent,2019.0
4443,2019-08-12,2019-10-18,2019-08-29 00:00:00,Verity Business Services,Daly City,San Mateo County,56.0,Closure Permanent,2019.0
4444,2019-08-12,2019-10-18,2019-08-29 00:00:00,"Verity Health System of California, Inc.",Daly City,San Mateo County,14.0,Layoff Permanent,2019.0
4445,2019-08-12,2019-10-18,2019-08-29 00:00:00,"Verity Health System of California, Inc.",El Segundo,Los Angeles County,28.0,Layoff Permanent,2019.0
4446,2019-08-12,2019-10-18,2019-08-29 00:00:00,"Verity Health System of California, Inc.",Los Angeles,Los Angeles County,28.0,Layoff Permanent,2019.0
4447,2019-08-12,2019-10-18,2019-08-29 00:00:00,"Verity Health System of California, Inc.",Lynwood,Los Angeles County,28.0,Layoff Permanent,2019.0
4448,2019-08-12,2019-10-18,2019-08-29 00:00:00,"Verity Health System of California, Inc.",San Francisco,San Francisco County,14.0,Layoff Permanent,2019.0
4449,2019-08-12,2019-10-18,2019-08-29 00:00:00,"Verity Health System of California, Inc.",San Jose,Santa Clara County,86.0,Layoff Permanent,2019.0
4450,2019-07-24,2019-08-27,2019-08-28 00:00:00,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,84.0,Layoff Permanent,2019.0
4451,2019-07-29,2019-09-30,2019-08-28 00:00:00,AECOM (CANCELLED)**,Lemoore,Kings County,6.0,Layoff Permanent,2019.0
4452,2019-08-12,2019-10-18,2019-08-28 00:00:00,"Verity Health System of California, Inc.",Daly City,San Mateo County,1424.0,Layoff Permanent,2019.0
4453,2019-08-12,2019-10-18,2019-08-28 00:00:00,"Verity Health System of California, Inc.",Lynwood,Los Angeles County,2027.0,Layoff Permanent,2019.0
4454,2019-08-19,2019-10-19,2019-08-28 00:00:00,RAD Urban,Lathrop,San Joaquin County,170.0,Layoff Permanent,2019.0
4455,2019-08-16,2019-10-15,2019-08-27 00:00:00,"NIO USA, Inc.",San Jose,Santa Clara County,62.0,Layoff Permanent,2019.0
4456,2019-08-15,2019-10-14,2019-08-27 00:00:00,Silgan Containers,Modesto,Stanislaus County,64.0,Layoff Temporary,2019.0
4457,2019-08-16,2019-10-18,2019-08-27 00:00:00,"Nestle USA, Inc.",Carson,Los Angeles County,77.0,Closure Permanent,2019.0
4458,2019-08-16,2019-10-18,2019-08-27 00:00:00,"Nestle USA, Inc.",Chatsworth,Los Angeles County,47.0,Closure Permanent,2019.0
4459,2019-08-16,2019-10-18,2019-08-27 00:00:00,"Nestle USA, Inc.",City of Industry,Los Angeles County,152.0,Closure Permanent,2019.0
4460,2019-08-16,2019-10-18,2019-08-27 00:00:00,"Nestle USA, Inc.",National City,San Diego County,37.0,Closure Permanent,2019.0
4461,2019-08-05,2019-08-03,2019-08-26 00:00:00,rePlanet LLC,Alpine,San Diego County,42.0,Closure Permanent,2019.0
4462,2019-08-05,2019-08-03,2019-08-26 00:00:00,rePlanet LLC,Aptos,Santa Cruz County,11.0,Closure Permanent,2019.0
4463,2019-08-05,2019-08-03,2019-08-26 00:00:00,rePlanet LLC,Benicia,Solano County,11.0,Closure Permanent,2019.0
4464,2019-08-05,2019-08-03,2019-08-26 00:00:00,rePlanet LLC,Carpinteria,Santa Barbara County,9.0,Closure Permanent,2019.0
4465,2019-08-05,2019-08-03,2019-08-26 00:00:00,rePlanet LLC,Daly City,San Mateo County,28.0,Closure Permanent,2019.0
4466,2019-08-05,2019-08-03,2019-08-26 00:00:00,rePlanet LLC,Moorpark,Ventura County,11.0,Closure Permanent,2019.0
4467,2019-08-05,2019-08-03,2019-08-26 00:00:00,rePlanet LLC,Nipomo,San Luis Obispo County,11.0,Closure Permanent,2019.0
4468,2019-08-05,2019-08-03,2019-08-26 00:00:00,rePlanet LLC,Rohnert Park,Sonoma County,3.0,Closure Permanent,2019.0
4469,2019-08-05,2019-08-03,2019-08-26 00:00:00,rePlanet LLC,San Francisco,San Francisco County,17.0,Closure Permanent,2019.0
4470,2019-08-05,2019-08-03,2019-08-26 00:00:00,rePlanet LLC,San Jose,Santa Clara County,23.0,Closure Permanent,2019.0
4471,2019-08-05,2019-08-03,2019-08-23 00:00:00,rePlanet LLC,Anaheim,Orange County,2.0,Closure Permanent,2019.0
4472,2019-08-05,2019-08-03,2019-08-23 00:00:00,rePlanet LLC,Beaumont,Riverside County,64.0,Closure Permanent,2019.0
4473,2019-08-05,2019-08-03,2019-08-23 00:00:00,rePlanet LLC,Elk Grove,Sacramento County,32.0,Closure Permanent,2019.0
4474,2019-08-05,2019-08-03,2019-08-23 00:00:00,rePlanet LLC,Indio,Riverside County,247.0,Closure Permanent,2019.0
4475,2019-08-05,2019-08-03,2019-08-23 00:00:00,rePlanet LLC,Santa Ana,Orange County,2.0,Closure Permanent,2019.0
4476,2019-08-05,2019-08-03,2019-08-22 00:00:00,rePlanet LLC,Aliso Viejo,Orange County,42.0,Closure Permanent,2019.0
4477,2019-08-05,2019-08-03,2019-08-22 00:00:00,rePlanet LLC,Canoga Park,Los Angeles County,13.0,Closure Permanent,2019.0
4478,2019-08-05,2019-08-03,2019-08-22 00:00:00,rePlanet LLC,Cerritos,Los Angeles County,12.0,Closure Permanent,2019.0
4479,2019-08-05,2019-08-03,2019-08-22 00:00:00,rePlanet LLC,Napa,Napa County,9.0,Closure Permanent,2019.0
4480,2019-08-05,2019-08-03,2019-08-22 00:00:00,rePlanet LLC,Redondo Beach,Los Angeles County,7.0,Closure Permanent,2019.0
4481,2019-08-05,2019-08-03,2019-08-22 00:00:00,rePlanet LLC,Salinas,Monterey County,3.0,Closure Permanent,2019.0
4482,2019-08-05,2019-08-03,2019-08-21 00:00:00,rePlanet LLC,Agoura,Los Angeles County,76.0,Closure Permanent,2019.0
4483,2019-08-05,2019-08-03,2019-08-21 00:00:00,rePlanet LLC,Alameda,Alameda County,41.0,Closure Permanent,2019.0
4484,2019-08-05,2019-08-03,2019-08-21 00:00:00,rePlanet LLC,Arcadia,Los Angeles County,7.0,Closure Permanent,2019.0
4485,2019-08-05,2019-08-03,2019-08-21 00:00:00,rePlanet LLC,Bakersfield,Kern County,4.0,Closure Permanent,2019.0
4486,2019-08-05,2019-08-03,2019-08-21 00:00:00,rePlanet LLC,Bay Point,Contra Costa County,8.0,Closure Permanent,2019.0
4487,2019-08-05,2019-08-03,2019-08-21 00:00:00,rePlanet LLC,Burbank,Los Angeles County,2.0,Closure Permanent,2019.0
4488,2019-08-05,2019-08-03,2019-08-21 00:00:00,rePlanet LLC,Placerville,El Dorado County,8.0,Closure Permanent,2019.0
4489,2019-08-13,2019-10-13,2019-08-20 00:00:00,"CoorsTek, Inc.",Ventura,Ventura County,268.0,Closure Permanent,2019.0
4490,2019-08-06,2019-10-06,2019-08-20 00:00:00,Silgan Containers,Modesto,Stanislaus County,86.0,Layoff Temporary,2019.0
4491,2019-08-06,2019-10-06,2019-08-20 00:00:00,Silgan Containers,Modesto,Stanislaus County,87.0,Layoff Temporary,2019.0
4492,2019-08-08,2019-09-17,2019-08-20 00:00:00,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,73.0,Layoff Permanent,2019.0
4493,2019-08-13,2019-10-12,2019-08-20 00:00:00,LA Hearth LLC (CANCELLED)**,Los Angeles,Los Angeles County,73.0,Closure Permanent,2019.0
4494,2019-08-06,2019-10-27,2019-08-19 00:00:00,Transform KM LLC,Redlands,San Bernardino County,70.0,Closure Permanent,2019.0
4495,2019-07-29,2019-09-30,2019-08-19 00:00:00,AECOM (CANCELLED)**,San Diego,San Diego County,3.0,Layoff Permanent,2019.0
4496,2019-07-29,2019-09-30,2019-08-16 00:00:00,AECOM (CANCELLED)**,El Centro,Imperial County,4.0,Layoff Permanent,2019.0
4497,2019-07-24,2019-09-09,2019-08-15 00:00:00,"Food Service Holdings, LLC dba English Manufacturing",Rancho Cordova,Sacramento County,13.0,Closure Permanent,2019.0
4498,2019-08-07,2019-10-11,2019-08-15 00:00:00,Haralambos Beverage Co.,City of Industry,Los Angeles County,295.0,Layoff Permanent,2019.0
4499,2019-08-07,2019-10-11,2019-08-15 00:00:00,Haralambos Beverage Co.,Redlands,San Bernardino County,53.0,Layoff Permanent,2019.0
4500,2019-08-05,2019-10-15,2019-08-14 00:00:00,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara County,5.0,Layoff Permanent,2019.0
4501,2019-08-06,2019-08-30,2019-08-14 00:00:00,Addition Manufacturing Technologies CA Inc.,Vista,San Diego County,4.0,Closure Permanent,2019.0
4502,2019-08-06,2019-10-15,2019-08-14 00:00:00,"Western Union, LLC",San Francisco,San Francisco County,169.0,Layoff Permanent,2019.0
4503,2019-08-08,2019-10-10,2019-08-14 00:00:00,La-Z-Boy,Redlands,San Bernardino County,351.0,Closure Permanent,2019.0
4504,2019-08-07,2019-10-09,2019-08-14 00:00:00,"LSC Communications US, LLC",Torrance,Los Angeles County,228.0,Closure Permanent,2019.0
4505,2019-08-02,2019-10-01,2019-08-13 00:00:00,ICON Aircraft,Santa Monica,Los Angeles County,5.0,Layoff Permanent,2019.0
4506,2019-08-02,2019-10-01,2019-08-13 00:00:00,ICON Aircraft,Vacaville,Solano County,45.0,Layoff Permanent,2019.0
4507,2019-08-05,2019-09-03,2019-08-13 00:00:00,"Marvell Semiconductor, Inc.",Irvine,Orange County,2.0,Layoff Permanent,2019.0
4508,2019-07-24,2019-10-01,2019-08-13 00:00:00,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,52.0,Layoff Permanent,2019.0
4509,2019-07-31,2019-09-03,2019-08-13 00:00:00,Twentieth Century Fox Film Corporation,Los Angeles,Los Angeles County,72.0,Layoff Permanent,2019.0
4510,2018-11-15,2019-01-14,2019-08-12 00:00:00,Retech Systems LLC,Ukiah,Mendocino County,44.0,Layoff Permanent,2019.0
4511,2019-08-01,2019-08-05,2019-08-12 00:00:00,"Marvell Semiconductor, Inc.",Santa Clara,Santa Clara County,3.0,Layoff Permanent,2019.0
4512,2019-08-01,2019-08-14,2019-08-12 00:00:00,"FTD Companies, Inc.",Lincoln,Placer County,67.0,Layoff Permanent,2019.0
4513,2019-08-01,2019-08-14,2019-08-12 00:00:00,"FTD Companies, Inc.",San Diego,San Diego County,71.0,Layoff Permanent,2019.0
4514,2019-08-01,2019-09-30,2019-08-12 00:00:00,"Schneider National Carriers, Inc.",Fontana,San Bernardino County,107.0,Layoff Permanent,2019.0
4515,2019-08-02,2019-10-04,2019-08-12 00:00:00,"Owens Healthcare-Retail Pharmacy, Inc.",Redding,Shasta County,15.0,Layoff Unknown at this time,2019.0
4516,2019-07-30,2019-07-31,2019-08-09 00:00:00,"Cisco Systems, Inc.",Milpitas,Santa Clara County,91.0,Layoff Permanent,2019.0
4517,2019-07-30,2019-07-31,2019-08-08 00:00:00,"Cisco Systems, Inc.",San Jose,Santa Clara County,397.0,Layoff Permanent,2019.0
4518,2019-04-26,2019-06-30,2019-08-06 00:00:00,Covia Communities,Los Gatos,Santa Clara County,103.0,Closure Permanent,2019.0
4519,2019-07-17,2019-08-15,2019-08-06 00:00:00,First Coast Security,Hayward,Alameda County,66.0,Layoff Permanent,2019.0
4520,2019-07-17,2019-08-15,2019-08-06 00:00:00,First Coast Security,San Francisco,San Francisco County,66.0,Layoff Permanent,2019.0
4521,2019-07-29,2019-08-01,2019-08-06 00:00:00,"Uber Technologies, Inc.",San Francisco,San Francisco County,88.0,Layoff Permanent,2019.0
4522,2019-07-30,2019-09-09,2019-08-06 00:00:00,"Hisun Motors Corp., U.S.A.",Rancho Cucamonga,San Bernardino County,7.0,Closure Permanent,2019.0
4523,2019-07-29,2019-09-29,2019-08-05 00:00:00,"Molecule Labs, Inc.",Benicia,Solano County,191.0,Layoff Permanent,2019.0
4524,2019-07-01,2019-07-19,2019-08-02 00:00:00,"ChanceLight, Inc.",Inglewood,Los Angeles County,116.0,Layoff Permanent,2019.0
4525,2019-07-29,2019-09-30,2019-08-02 00:00:00,"CWD, LLC dba Centric Parts",Carson,Los Angeles County,286.0,Layoff Permanent,2019.0
4526,2019-07-25,2019-10-01,2019-08-01 00:00:00,San Francisco Housing Authority,San Francisco,San Francisco County,88.0,Layoff Unknown at this time,2019.0
4527,2019-07-26,2019-09-28,2019-08-01 00:00:00,"Flying Food Group, LLC",Los Angeles,Los Angeles County,85.0,Layoff Permanent,2019.0
4528,2019-07-26,2019-08-07,2019-07-31 00:00:00,"Owens Healthcare-Retail Pharmacy, Inc.",Anderson,Shasta County,70.0,Closure Permanent,2019.0
4529,2019-07-26,2019-08-14,2019-07-31 00:00:00,"Owens Healthcare-Retail Pharmacy, Inc.",Red Bluff,Tehama County,10.0,Closure Permanent,2019.0
4530,2019-07-25,2019-09-30,2019-07-31 00:00:00,"Asurion, LLC",San Mateo,San Mateo County,104.0,Layoff Permanent,2019.0
4531,2019-07-23,2019-10-01,2019-07-30 00:00:00,Thrivent Financial for Lutherans,Mather,Sacramento County,27.0,Closure Permanent,2019.0
4532,2019-07-24,2019-09-30,2019-07-30 00:00:00,"GEP Administrative Services, Inc. dba Entertainment Partners",Burbank,Los Angeles County,82.0,Layoff Permanent,2019.0
4533,2019-07-23,2019-09-28,2019-07-30 00:00:00,Raley's,Pittsburg,Contra Costa County,34.0,Closure Unknown at this time,2019.0
4534,2019-07-23,2019-09-30,2019-07-30 00:00:00,"Transdev Services, Inc.",Marysville,Yuba County,88.0,Closure Permanent,2019.0
4535,2019-07-09,2019-09-16,2019-07-29 00:00:00,City of Hope,Irwindale,Los Angeles County,43.0,Layoff Permanent,2019.0
4536,2019-07-22,2019-09-20,2019-07-29 00:00:00,"Milestone Technologies, Inc.",Chico,Butte County,148.0,Closure Permanent,2019.0
4537,2019-07-17,2019-09-16,2019-07-29 00:00:00,Providence Medical Institute,Bakersfield,Kern County,1.0,Layoff Permanent,2019.0
4538,2019-07-17,2019-09-16,2019-07-29 00:00:00,Providence Medical Institute,Encino,Los Angeles County,2.0,Layoff Permanent,2019.0
4539,2019-07-17,2019-09-16,2019-07-29 00:00:00,Providence Medical Institute,Orange,Orange County,3.0,Layoff Permanent,2019.0
4540,2019-07-17,2019-09-16,2019-07-29 00:00:00,Providence Medical Institute,Ventura,Ventura County,1.0,Layoff Permanent,2019.0
4541,2019-07-01,2019-08-30,2019-07-26 00:00:00,"Harbill, Inc. DBA Crest Chevrolet",San Bernardino,San Bernardino County,98.0,Closure Permanent,2019.0
4542,2019-07-22,2019-09-23,2019-07-26 00:00:00,Futurewei,San Diego,San Diego County,79.0,Layoff Permanent,2019.0
4543,2019-07-17,2019-09-16,2019-07-26 00:00:00,Providence Medical Institute,Los Angeles,Los Angeles County,44.0,Layoff Permanent,2019.0
4544,2019-07-22,2019-09-23,2019-07-25 00:00:00,Futurewei,Santa Clara,Santa Clara County,202.0,Layoff Permanent,2019.0
4545,2019-07-15,2019-09-30,2019-07-25 00:00:00,Levy Premium Foodservice Limited Partnership,Oakland,Alameda County,570.0,Layoff Permanent,2019.0
4546,2019-07-18,2019-10-01,2019-07-24 00:00:00,Novartis Pharmaceuticals Corporation,San Carlos,San Mateo County,102.0,Closure Permanent,2019.0
4547,2019-07-19,2019-09-21,2019-07-24 00:00:00,"Kinkisharyo International, L.L.C",Palmdale,Los Angeles County,7.0,Layoff Permanent,2019.0
4548,2019-07-12,2019-09-27,2019-07-24 00:00:00,AVX Filters Corporation,Sun Valley,Los Angeles County,103.0,Layoff Permanent,2019.0
4549,2019-07-09,2019-09-16,2019-07-23 00:00:00,City of Hope,Duarte,Los Angeles County,25.0,Layoff Permanent,2019.0
4550,2019-07-15,2019-09-28,2019-07-23 00:00:00,"Nestle USA, Inc.",Moss Landing,Monterey County,9.0,Closure Permanent,2019.0
4551,2019-07-17,2019-07-19,2019-07-23 00:00:00,"Riverbed Technology, Inc.",San Francisco,San Francisco County,26.0,Layoff Permanent,2019.0
4552,2019-08-08,2019-07-19,2019-07-23 00:00:00,"Riverbed Technology, Inc.",Sunnyvale,Santa Clara County,40.0,Layoff Permanent,2019.0
4553,2019-07-15,2019-08-16,2019-07-18 00:00:00,Symantec Corporation,Mountain View,Santa Clara County,7.0,Layoff Permanent,2019.0
4554,2019-07-12,2019-09-14,2019-07-18 00:00:00,"Kinkisharyo International, L.L.C.",Palmdale,Los Angeles County,4.0,Layoff Permanent,2019.0
4555,2019-07-12,2019-09-13,2019-07-18 00:00:00,Purplebricks,Irvine,Orange County,55.0,Closure Permanent,2019.0
4556,2019-07-08,2019-09-13,2019-07-16 00:00:00,DBI Beverage Inc.,Ceres,Stanislaus County,84.0,Closure Permanent,2019.0
4557,2019-07-08,2019-09-13,2019-07-16 00:00:00,DBI Beverage Inc.,Chico,Butte County,59.0,Closure Permanent,2019.0
4558,2019-07-08,2019-09-13,2019-07-16 00:00:00,DBI Beverage Inc.,Fairfield,Solano County,66.0,Closure Permanent,2019.0
4559,2019-07-08,2019-09-13,2019-07-16 00:00:00,DBI Beverage Inc.,Stockton,San Joaquin County,162.0,Closure Permanent,2019.0
4560,2019-07-08,2019-09-13,2019-07-16 00:00:00,DBI Beverage Inc.,Truckee,Nevada County,23.0,Closure Permanent,2019.0
4561,2019-07-08,2019-09-13,2019-07-16 00:00:00,DBI Beverage Inc.,Ukiah,Mendocino County,50.0,Closure Permanent,2019.0
4562,2019-07-08,2019-09-13,2019-07-16 00:00:00,DBI Beverage Inc.,West Sacramento,Yolo County,271.0,Closure Permanent,2019.0
4563,2019-07-08,2019-09-13,2019-07-15 00:00:00,DBI Beverage Inc.,San Jose,Santa Clara County,174.0,Closure Permanent,2019.0
4564,2019-07-08,2019-09-13,2019-07-15 00:00:00,DBI Beverage Inc.,South San Francisco,San Mateo County,190.0,Closure Permanent,2019.0
4565,2019-06-26,2019-09-13,2019-07-10 00:00:00,Nordstrom Stonestown,San Francisco,San Francisco County,230.0,Closure Permanent,2019.0
4566,2019-06-26,2019-09-04,2019-07-08 00:00:00,"Graham Packaging Company, L.P.",Santa Ana,Orange County,22.0,Closure Permanent,2019.0
4567,2019-07-01,2019-08-31,2019-07-03 00:00:00,International Vitamin Corporation,Mira Loma,Riverside County,56.0,Layoff Permanent,2019.0
4568,2019-06-24,2019-08-30,2019-07-02 00:00:00,Jonathan Louis International Ltd.,Gardena,Los Angeles County,329.0,Layoff Permanent,2019.0
