y1_statefips,y1_countyfips,y2_statefips,y2_countyfips,y2_state,y2_countyname,n1,n2,agi
24,047,24,047,MD,Worcester County Non-migrants,21262,40973,1367898
24,047,24,045,MD,Wicomico County,250,475,8352
24,047,10,005,DE,Sussex County,119,205,5487
24,047,24,005,MD,Baltimore County,60,84,2539
24,047,24,039,MD,Somerset County,50,108,1952
24,047,51,001,VA,Accomack County,40,72,1311
24,047,24,003,MD,Anne Arundel County,36,59,1577
24,047,24,031,MD,Montgomery County,31,47,1557
24,047,24,025,MD,Harford County,25,34,1502
24,047,58,000,SS,Other flows - Same State,113,179,5245
24,047,59,000,DS,Other flows - Different State,505,834,26169
24,047,59,001,DS,Other flows - Northeast,114,175,4255
24,047,59,003,DS,Other flows - Midwest,33,60,1071
24,047,59,005,DS,Other flows - South,293,492,18430
24,047,59,007,DS,Other flows - West,65,107,2414
24,047,57,009,FR,Foreign - Other flows,-1,-1,-1
24,510,96,000,MD,Baltimore city Total Migration-US and Foreign,15419,28015,791986
24,510,97,000,MD,Baltimore city Total Migration-US,15276,27771,783311
24,510,97,001,MD,Baltimore city Total Migration-Same State,9975,19181,498420
24,510,97,003,MD,Baltimore city Total Migration-Different State,5301,8590,284891
24,510,98,000,MD,Baltimore city Total Migration-Foreign,143,244,8675
24,510,24,510,MD,Baltimore city Non-migrants,201293,389335,11334166
24,510,24,005,MD,Baltimore County,6650,13363,325799
24,510,24,003,MD,Anne Arundel County,1046,1913,51438
24,510,24,027,MD,Howard County,581,1045,36877
24,510,24,025,MD,Harford County,410,785,17918
24,510,24,033,MD,Prince George's County,407,657,16055
24,510,24,031,MD,Montgomery County,361,545,25611
24,510,48,453,TX,Travis County,308,492,8443
24,510,11,001,DC,District of Columbia,267,357,14618
24,510,24,013,MD,Carroll County,143,242,8690
24,510,36,047,NY,Kings County,141,210,4494
24,510,42,133,PA,York County,125,238,5273
24,510,57,001,FR,Foreign - Overseas,121,211,7238
24,510,36,061,NY,New York County,112,143,8777
24,510,36,081,NY,Queens County,109,215,3000
24,510,51,059,VA,Fairfax County,107,182,5252
24,510,42,101,PA,Philadelphia County,102,153,4144
24,510,06,037,CA,Los Angeles County,96,140,3966
24,510,24,021,MD,Frederick County,82,109,3664
24,510,51,013,VA,Arlington County,67,74,4806
24,510,17,031,IL,Cook County,65,80,4325
24,510,34,013,NJ,Essex County,64,140,1446
24,510,36,005,NY,Bronx County,63,143,1237
24,510,53,033,WA,King County,56,69,3549
24,510,13,121,GA,Fulton County,55,90,3374
24,510,06,073,CA,San Diego County,51,57,2736
24,510,25,017,MA,Middlesex County,47,70,4890
24,510,37,119,NC,Mecklenburg County,46,83,1715
24,510,48,201,TX,Harris County,46,62,2710
24,510,25,025,MA,Suffolk County,44,52,2879
24,510,06,075,CA,San Francisco County,43,48,3451
24,510,10,005,DE,Sussex County,41,65,2153
24,510,13,089,GA,DeKalb County,41,65,1388
24,510,37,183,NC,Wake County,40,77,2170
24,510,34,003,NJ,Bergen County,39,82,1907
24,510,24,015,MD,Cecil County,38,63,1355
24,510,34,017,NJ,Hudson County,37,64,2041
24,510,12,086,FL,Miami-Dade County,36,65,2159
24,510,42,003,PA,Allegheny County,36,52,2052
24,510,51,153,VA,Prince William County,36,59,1044
24,510,51,510,VA,Alexandria city,36,53,2799
24,510,04,013,AZ,Maricopa County,35,50,2494
24,510,24,043,MD,Washington County,35,64,772
24,510,08,031,CO,Denver County,34,48,2870
24,510,12,099,FL,Palm Beach County,34,46,4197
24,510,10,003,DE,New Castle County,33,52,1922
24,510,12,095,FL,Orange County,33,52,1044
24,510,24,047,MD,Worcester County,33,47,2503
24,510,34,039,NJ,Union County,33,63,700
24,510,06,085,CA,Santa Clara County,32,58,3770
24,510,24,017,MD,Charles County,32,57,926
24,510,48,113,TX,Dallas County,32,52,2350
24,510,06,001,CA,Alameda County,29,40,1545
24,510,12,057,FL,Hillsborough County,29,40,2196
24,510,12,011,FL,Broward County,28,42,2341
24,510,24,045,MD,Wicomico County,28,57,717
24,510,51,760,VA,Richmond city,28,48,1192
24,510,36,059,NY,Nassau County,27,52,1582
24,510,09,001,CT,Fairfield County,26,34,1852
24,510,34,023,NJ,Middlesex County,26,61,1212
24,510,42,091,PA,Montgomery County,26,43,1559
24,510,34,007,NJ,Camden County,24,49,1221
24,510,36,103,NY,Suffolk County,24,33,689
24,510,51,107,VA,Loudoun County,24,50,1257
24,510,51,810,VA,Virginia Beach city,24,37,1216
24,510,12,103,FL,Pinellas County,23,33,1567
24,510,34,021,NJ,Mercer County,23,50,938
24,510,36,119,NY,Westchester County,23,45,1165
24,510,37,081,NC,Guilford County,23,40,760
24,510,42,043,PA,Dauphin County,22,44,452
24,510,57,005,FR,Foreign - APO/FPO ZIPs,22,33,1437
24,510,09,009,CT,New Haven County,21,38,1306
24,510,34,025,NJ,Monmouth County,21,40,1853
24,510,48,439,TX,Tarrant County,21,32,1604
24,510,51,087,VA,Henrico County,21,24,1029
24,510,24,019,MD,Dorchester County,20,49,819
24,510,58,000,SS,Other flows - Same State,109,185,5276
24,510,59,000,DS,Other flows - Different State,2165,3609,116839
24,510,59,001,DS,Other flows - Northeast,526,863,32797
24,510,59,003,DS,Other flows - Midwest,311,469,16968
24,510,59,005,DS,Other flows - South,1029,1813,50437
24,510,59,007,DS,Other flows - West,299,464,16637
24,510,57,009,FR,Foreign - Other flows,-1,-1,-1
25,000,96,000,MA,Total Migration-US and Foreign,122442,192118,9242235
25,000,97,000,MA,Total Migration-US,120275,188135,9005509
25,000,97,001,MA,Total Migration-Same State,65444,102319,4832401
25,000,97,003,MA,Total Migration-Different State,54831,85816,4173109
25,000,98,000,MA,Total Migration-Foreign,2167,3983,236726
25,001,96,000,MA,Barnstable County Total Migration-US and Foreign,4446,6505,357591
25,001,97,000,MA,Barnstable County Total Migration-US,4356,6379,352948
25,001,97,001,MA,Barnstable County Total Migration-Same State,1964,2828,154738
25,001,97,003,MA,Barnstable County Total Migration-Different State,2392,3551,198209
25,001,98,000,MA,Barnstable County Total Migration-Foreign,90,126,4644
25,001,25,001,MA,Barnstable County Non-migrants,98662,181340,7509429
25,001,25,023,MA,Plymouth County,499,795,27744
25,001,25,017,MA,Middlesex County,321,447,31295
25,001,25,025,MA,Suffolk County,312,382,44290
25,001,25,021,MA,Norfolk County,282,406,22412
25,001,25,005,MA,Bristol County,192,286,8418
25,001,25,027,MA,Worcester County,129,181,6261
25,001,25,009,MA,Essex County,94,131,7080
25,001,57,001,FR,Foreign - Overseas,90,126,4644
25,001,12,021,FL,Collier County,85,143,23278
25,001,12,099,FL,Palm Beach County,74,111,10307
25,001,12,071,FL,Lee County,65,115,6965
25,001,12,115,FL,Sarasota County,55,87,5787
25,001,36,061,NY,New York County,55,67,3644
25,001,12,103,FL,Pinellas County,51,78,6193
25,001,12,011,FL,Broward County,50,66,4099
25,001,44,007,RI,Providence County,49,65,4701
25,001,36,047,NY,Kings County,38,47,1323
25,001,25,013,MA,Hampden County,37,59,2709
25,001,25,019,MA,Nantucket County,34,53,1239
25,001,06,073,CA,San Diego County,33,48,1732
25,001,06,037,CA,Los Angeles County,30,38,1537
25,001,06,075,CA,San Francisco County,29,29,1570
25,001,33,015,NH,Rockingham County,29,38,1227
25,001,33,011,NH,Hillsborough County,27,42,1327
25,001,48,453,TX,Travis County,26,43,1743
25,001,04,013,AZ,Maricopa County,25,35,865
25,001,09,003,CT,Hartford County,24,33,2556
25,001,17,031,IL,Cook County,24,32,1122
25,001,11,001,DC,District of Columbia,22,30,2241
25,001,25,007,MA,Dukes County,22,28,122
25,001,12,127,FL,Volusia County,21,30,1591
25,001,23,031,ME,York County,21,26,977
25,001,12,009,FL,Brevard County,20,33,983
25,001,12,086,FL,Miami-Dade County,20,28,1419
25,001,25,015,MA,Hampshire County,20,24,882
25,001,36,119,NY,Westchester County,20,33,1831
25,001,58,000,SS,Other flows - Same State,22,36,2286
25,001,59,000,DS,Other flows - Different State,1498,2252,108191
25,001,59,001,DS,Other flows - Northeast,503,696,36499
25,001,59,003,DS,Other flows - Midwest,94,143,4462
25,001,59,005,DS,Other flows - South,626,1023,46809
25,001,59,007,DS,Other flows - West,275,390,20422
25,001,57,009,FR,Foreign - Other flows,-1,-1,-1
25,003,96,000,MA,Berkshire County Total Migration-US and Foreign,1545,2286,81336
25,003,97,000,MA,Berkshire County Total Migration-US,1545,2286,81336
25,003,97,001,MA,Berkshire County Total Migration-Same State,404,547,17295
25,003,97,003,MA,Berkshire County Total Migration-Different State,1141,1739,64040
25,003,98,000,MA,Berkshire County Total Migration-Foreign,-1,-1,-1
25,003,25,003,MA,Berkshire County Non-migrants,52481,99387,3512668
25,003,25,017,MA,Middlesex County,87,104,4923
25,003,25,015,MA,Hampshire County,74,91,2582
25,003,25,013,MA,Hampden County,66,106,2582
25,003,36,021,NY,Columbia County,44,67,1805
25,003,25,025,MA,Suffolk County,41,47,1591
25,003,25,027,MA,Worcester County,39,60,1697
25,003,09,005,CT,Litchfield County,36,75,1440
25,003,36,083,NY,Rensselaer County,33,48,1954
25,003,36,001,NY,Albany County,32,40,998
25,003,09,003,CT,Hartford County,31,37,1209
25,003,25,011,MA,Franklin County,29,41,759
25,003,50,003,VT,Bennington County,29,57,1238
25,003,06,037,CA,Los Angeles County,23,28,661
25,003,36,061,NY,New York County,23,30,6568
25,003,12,099,FL,Palm Beach County,22,32,1776
25,003,36,047,NY,Kings County,21,29,698
25,003,25,009,MA,Essex County,20,29,1063
25,003,58,000,SS,Other flows - Same State,48,69,2098
25,003,59,000,DS,Other flows - Different State,847,1296,45693
25,003,59,001,DS,Other flows - Northeast,311,459,15274
25,003,59,003,DS,Other flows - Midwest,43,81,1799
25,003,59,005,DS,Other flows - South,345,553,21294
25,003,59,007,DS,Other flows - West,148,203,7327
25,003,57,009,FR,Foreign - Other flows,-1,-1,-1
25,005,96,000,MA,Bristol County Total Migration-US and Foreign,7054,11608,379279
25,005,97,000,MA,Bristol County Total Migration-US,6983,11484,374677
25,005,97,001,MA,Bristol County Total Migration-Same State,3410,5499,189497
25,005,97,003,MA,Bristol County Total Migration-Different State,3573,5985,185180
25,005,98,000,MA,Bristol County Total Migration-Foreign,71,124,4602
25,005,25,005,MA,Bristol County Non-migrants,211590,431824,14774993
25,005,25,023,MA,Plymouth County,1211,2131,63257
25,005,25,021,MA,Norfolk County,832,1303,55682
25,005,44,007,RI,Providence County,804,1345,36953
25,005,25,025,MA,Suffolk County,416,582,19314
25,005,25,017,MA,Middlesex County,368,523,18086
25,005,25,027,MA,Worcester County,227,363,12750
25,005,44,005,RI,Newport County,201,350,9907
25,005,25,001,MA,Barnstable County,175,294,11960
25,005,44,003,RI,Kent County,116,213,6292
25,005,44,001,RI,Bristol County,94,156,6112
25,005,25,009,MA,Essex County,89,153,5010
25,005,12,099,FL,Palm Beach County,54,83,6460
25,005,57,001,FR,Foreign - Overseas,45,84,3899
25,005,06,037,CA,Los Angeles County,42,49,2133
25,005,12,057,FL,Hillsborough County,42,84,1399
25,005,06,073,CA,San Diego County,40,61,1447
25,005,36,061,NY,New York County,40,44,2018
25,005,12,011,FL,Broward County,38,64,2077
25,005,33,011,NH,Hillsborough County,38,55,1884
25,005,44,009,RI,Washington County,35,65,1938
25,005,36,047,NY,Kings County,34,40,1110
25,005,12,071,FL,Lee County,33,72,1740
25,005,25,013,MA,Hampden County,33,64,1066
25,005,12,095,FL,Orange County,32,64,827
25,005,09,003,CT,Hartford County,30,43,1372
25,005,12,103,FL,Pinellas County,28,49,1498
25,005,33,015,NH,Rockingham County,27,39,1091
25,005,12,021,FL,Collier County,26,43,1821
25,005,48,453,TX,Travis County,26,49,1119
25,005,04,013,AZ,Maricopa County,24,38,1102
25,005,12,105,FL,Polk County,24,52,964
25,005,36,005,NY,Bronx County,23,40,356
25,005,12,115,FL,Sarasota County,22,36,1270
25,005,33,009,NH,Grafton County,22,37,2209
25,005,09,011,CT,New London County,21,36,1029
25,005,36,081,NY,Queens County,21,35,421
25,005,12,009,FL,Brevard County,20,40,1140
25,005,12,086,FL,Miami-Dade County,20,37,669
25,005,12,111,FL,St. Lucie County,20,32,1195
25,005,58,000,SS,Other flows - Same State,59,86,2371
25,005,59,000,DS,Other flows - Different State,1574,2630,78506
25,005,59,001,DS,Other flows - Northeast,435,744,21651
25,005,59,003,DS,Other flows - Midwest,162,267,7618
25,005,59,005,DS,Other flows - South,738,1262,37076
25,005,59,007,DS,Other flows - West,239,357,12160
25,005,57,009,FR,Foreign - Other flows,26,40,703
25,007,96,000,MA,Dukes County Total Migration-US and Foreign,455,656,33970
25,007,97,000,MA,Dukes County Total Migration-US,455,656,33970
25,007,97,001,MA,Dukes County Total Migration-Same State,181,289,12342
25,007,97,003,MA,Dukes County Total Migration-Different State,274,367,21628
25,007,98,000,MA,Dukes County Total Migration-Foreign,-1,-1,-1
25,007,25,007,MA,Dukes County Non-migrants,8152,14848,668112
25,007,25,001,MA,Barnstable County,53,99,3347
25,007,25,017,MA,Middlesex County,40,57,5079
25,007,25,025,MA,Suffolk County,27,34,2120
25,007,12,099,FL,Palm Beach County,23,31,8463
25,007,58,000,SS,Other flows - Same State,60,94,3685
25,007,59,000,DS,Other flows - Different State,251,336,13165
25,007,59,001,DS,Other flows - Northeast,114,153,5186
25,007,59,003,DS,Other flows - Midwest,-1,-1,-1
25,007,59,005,DS,Other flows - South,84,118,5000
25,007,59,007,DS,Other flows - West,53,65,2979
25,007,57,009,FR,Foreign - Other flows,-1,-1,-1
25,009,96,000,MA,Essex County Total Migration-US and Foreign,11741,18906,821105
25,009,97,000,MA,Essex County Total Migration-US,11594,18615,806566
25,009,97,001,MA,Essex County Total Migration-Same State,5328,8272,317243
25,009,97,003,MA,Essex County Total Migration-Different State,6266,10343,489324
25,009,98,000,MA,Essex County Total Migration-Foreign,147,291,14539
25,009,25,009,MA,Essex County Non-migrants,303064,623378,28204539
25,009,25,017,MA,Middlesex County,2917,4550,169889
25,009,25,025,MA,Suffolk County,1411,2061,92329
25,009,33,015,NH,Rockingham County,1271,2079,87663
25,009,33,011,NH,Hillsborough County,378,627,21413
25,009,25,021,MA,Norfolk County,285,442,16941
25,009,25,027,MA,Worcester County,241,430,11388
25,009,36,061,NY,New York County,135,160,6397
25,009,25,023,MA,Plymouth County,134,232,9129
25,009,12,099,FL,Palm Beach County,107,173,58897
25,009,23,031,ME,York County,103,179,6856
25,009,33,017,NH,Strafford County,103,166,6061
25,009,57,001,FR,Foreign - Overseas,103,212,13125
25,009,25,005,MA,Bristol County,101,182,4632
25,009,06,037,CA,Los Angeles County,100,133,4891
25,009,44,007,RI,Providence County,91,162,3236
25,009,25,001,MA,Barnstable County,90,130,5686
25,009,12,011,FL,Broward County,88,151,4151
25,009,23,005,ME,Cumberland County,86,140,5136
25,009,36,047,NY,Kings County,86,116,3181
25,009,48,453,TX,Travis County,77,135,4182
25,009,06,073,CA,San Diego County,69,108,6746
25,009,33,003,NH,Carroll County,69,114,5084
25,009,36,005,NY,Bronx County,67,126,1223
25,009,12,095,FL,Orange County,61,116,1676
25,009,25,013,MA,Hampden County,61,106,1854
25,009,12,071,FL,Lee County,60,105,7507
25,009,12,086,FL,Miami-Dade County,60,110,3177
25,009,12,021,FL,Collier County,59,101,7368
25,009,12,103,FL,Pinellas County,59,90,3729
25,009,33,013,NH,Merrimack County,55,86,2560
25,009,04,013,AZ,Maricopa County,51,76,3311
25,009,17,031,IL,Cook County,47,67,4323
25,009,36,081,NY,Queens County,46,63,1310
25,009,09,003,CT,Hartford County,44,77,2443
25,009,33,009,NH,Grafton County,43,60,3561
25,009,12,115,FL,Sarasota County,41,66,3263
25,009,48,201,TX,Harris County,40,83,1968
25,009,11,001,DC,District of Columbia,39,45,1777
25,009,53,033,WA,King County,39,62,3395
25,009,06,075,CA,San Francisco County,38,44,2968
25,009,37,183,NC,Wake County,36,84,4058
25,009,25,015,MA,Hampshire County,35,52,2933
25,009,12,057,FL,Hillsborough County,34,67,1567
25,009,09,009,CT,New Haven County,30,47,1460
25,009,33,001,NH,Belknap County,30,57,3863
25,009,48,113,TX,Dallas County,29,48,2283
25,009,06,085,CA,Santa Clara County,28,56,4296
25,009,09,001,CT,Fairfield County,28,41,2188
25,009,12,031,FL,Duval County,28,56,1000
25,009,42,101,PA,Philadelphia County,28,49,1227
25,009,12,111,FL,St. Lucie County,26,50,2077
25,009,50,007,VT,Chittenden County,26,30,881
25,009,08,031,CO,Denver County,25,33,1862
25,009,12,009,FL,Brevard County,25,37,1052
25,009,12,127,FL,Volusia County,25,42,1428
25,009,12,097,FL,Osceola County,23,38,475
25,009,12,105,FL,Polk County,23,45,539
25,009,32,003,NV,Clark County,23,32,1140
25,009,57,005,FR,Foreign - APO/FPO ZIPs,23,38,865
25,009,06,001,CA,Alameda County,22,40,1799
25,009,06,059,CA,Orange County,22,40,1062
25,009,12,081,FL,Manatee County,22,38,1657
25,009,57,003,FR,Foreign - Puerto Rico,21,41,550
25,009,36,059,NY,Nassau County,20,32,1045
25,009,37,119,NC,Mecklenburg County,20,33,1989
25,009,45,019,SC,Charleston County,20,25,1066
25,009,58,000,SS,Other flows - Same State,53,87,2462
25,009,59,000,DS,Other flows - Different State,2058,3491,147017
25,009,59,001,DS,Other flows - Northeast,632,1042,45201
25,009,59,003,DS,Other flows - Midwest,207,378,10829
25,009,59,005,DS,Other flows - South,842,1473,53375
25,009,59,007,DS,Other flows - West,377,598,37612
25,009,57,009,FR,Foreign - Other flows,-1,-1,-1
25,011,96,000,MA,Franklin County Total Migration-US and Foreign,1304,1981,57157
25,011,97,000,MA,Franklin County Total Migration-US,1284,1939,56603
25,011,97,001,MA,Franklin County Total Migration-Same State,749,1119,28958
25,011,97,003,MA,Franklin County Total Migration-Different State,535,820,27646
25,011,98,000,MA,Franklin County Total Migration-Foreign,20,42,554
25,011,25,011,MA,Franklin County Non-migrants,28896,54623,1738593
25,011,25,015,MA,Hampshire County,295,435,12493
25,011,25,027,MA,Worcester County,155,239,4900
25,011,25,013,MA,Hampden County,108,195,3814
25,011,25,017,MA,Middlesex County,57,65,1883
25,011,33,005,NH,Cheshire County,34,67,1126
25,011,25,003,MA,Berkshire County,33,44,1005
25,011,25,025,MA,Suffolk County,31,38,1399
25,011,50,025,VT,Windham County,31,48,889
25,011,58,000,SS,Other flows - Same State,70,103,3464
25,011,59,000,DS,Other flows - Different State,470,705,25631
25,011,59,001,DS,Other flows - Northeast,181,257,8467
25,011,59,003,DS,Other flows - Midwest,23,36,1062
25,011,59,005,DS,Other flows - South,164,263,10545
25,011,59,007,DS,Other flows - West,102,149,5557
25,011,57,009,FR,Foreign - Other flows,20,42,554
25,013,96,000,MA,Hampden County Total Migration-US and Foreign,5261,8753,256382
25,013,97,000,MA,Hampden County Total Migration-US,5179,8618,253464
25,013,97,001,MA,Hampden County Total Migration-Same State,1921,3021,95023
25,013,97,003,MA,Hampden County Total Migration-Different State,3258,5597,158441
25,013,98,000,MA,Hampden County Total Migration-Foreign,82,135,2918
25,013,25,013,MA,Hampden County Non-migrants,174641,353296,10807408
25,013,25,015,MA,Hampshire County,875,1419,36554
25,013,09,003,CT,Hartford County,549,919,27906
25,013,25,027,MA,Worcester County,320,541,22269
25,013,25,017,MA,Middlesex County,157,212,7668
25,013,25,025,MA,Suffolk County,144,182,7382
25,013,25,011,MA,Franklin County,112,192,4112
25,013,09,013,CT,Tolland County,102,168,6057
25,013,25,003,MA,Berkshire County,82,130,3175
25,013,12,095,FL,Orange County,65,139,1748
25,013,25,021,MA,Norfolk County,64,81,3156
25,013,48,453,TX,Travis County,60,121,1348
25,013,09,009,CT,New Haven County,56,90,2318
25,013,06,037,CA,Los Angeles County,47,63,1563
25,013,36,047,NY,Kings County,47,68,1093
25,013,36,061,NY,New York County,46,60,2040
25,013,25,001,MA,Barnstable County,45,68,4291
25,013,12,099,FL,Palm Beach County,42,78,4821
25,013,25,009,MA,Essex County,41,66,1439
25,013,25,005,MA,Bristol County,39,71,1289
25,013,12,057,FL,Hillsborough County,37,83,1413
25,013,12,071,FL,Lee County,37,64,2125
25,013,44,007,RI,Providence County,37,66,1420
25,013,25,023,MA,Plymouth County,35,52,3064
25,013,57,001,FR,Foreign - Overseas,33,52,1384
25,013,09,007,CT,Middlesex County,32,45,1903
25,013,04,013,AZ,Maricopa County,31,49,955
25,013,36,005,NY,Bronx County,31,59,710
25,013,12,011,FL,Broward County,29,45,1221
25,013,12,097,FL,Osceola County,28,70,758
25,013,06,073,CA,San Diego County,27,36,1053
25,013,09,001,CT,Fairfield County,27,42,1304
25,013,12,103,FL,Pinellas County,27,38,1887
25,013,12,127,FL,Volusia County,27,59,1112
25,013,37,119,NC,Mecklenburg County,27,48,1195
25,013,57,005,FR,Foreign - APO/FPO ZIPs,27,41,919
25,013,09,011,CT,New London County,26,44,1709
25,013,12,105,FL,Polk County,25,51,685
25,013,33,011,NH,Hillsborough County,23,36,1146
25,013,45,051,SC,Horry County,23,35,1255
25,013,57,003,FR,Foreign - Puerto Rico,22,42,615
25,013,12,081,FL,Manatee County,21,37,1748
25,013,32,003,NV,Clark County,20,25,762
25,013,58,000,SS,Other flows - Same State,-1,-1,-1
25,013,59,000,DS,Other flows - Different State,1708,2957,79224
25,013,59,001,DS,Other flows - Northeast,500,825,20798
25,013,59,003,DS,Other flows - Midwest,180,343,10485
25,013,59,005,DS,Other flows - South,800,1452,39079
25,013,59,007,DS,Other flows - West,228,337,8862
25,013,57,009,FR,Foreign - Other flows,-1,-1,-1
25,015,96,000,MA,Hampshire County Total Migration-US and Foreign,3090,4545,145618
25,015,97,000,MA,Hampshire County Total Migration-US,3051,4477,143302
25,015,97,001,MA,Hampshire County Total Migration-Same State,1831,2732,78314
25,015,97,003,MA,Hampshire County Total Migration-Different State,1220,1745,64988
25,015,98,000,MA,Hampshire County Total Migration-Foreign,39,68,2316
25,015,25,015,MA,Hampshire County Non-migrants,57158,109851,4285624
25,015,25,013,MA,Hampden County,926,1500,39734
25,015,25,011,MA,Franklin County,315,456,14767
25,015,25,027,MA,Worcester County,149,227,6317
25,015,25,017,MA,Middlesex County,143,174,6538
25,015,25,025,MA,Suffolk County,87,92,2461
25,015,09,003,CT,Hartford County,64,82,2509
25,015,25,021,MA,Norfolk County,47,63,2275
25,015,25,003,MA,Berkshire County,44,63,2163
25,015,36,047,NY,Kings County,40,42,1318
25,015,36,061,NY,New York County,39,48,3490
25,015,57,001,FR,Foreign - Overseas,39,68,2316
25,015,25,009,MA,Essex County,35,44,967
25,015,25,001,MA,Barnstable County,33,46,1294
25,015,06,037,CA,Los Angeles County,24,28,695
25,015,25,023,MA,Plymouth County,24,34,920
25,015,11,001,DC,District of Columbia,21,27,1028
25,015,25,005,MA,Bristol County,20,23,582
25,015,58,000,SS,Other flows - Same State,-1,-1,-1
25,015,59,000,DS,Other flows - Different State,1032,1518,55947
25,015,59,001,DS,Other flows - Northeast,373,516,20163
25,015,59,003,DS,Other flows - Midwest,83,120,2870
25,015,59,005,DS,Other flows - South,357,585,21914
25,015,59,007,DS,Other flows - West,219,297,11000
25,015,57,009,FR,Foreign - Other flows,-1,-1,-1
25,017,96,000,MA,Middlesex County Total Migration-US and Foreign,30428,47630,2549815
25,017,97,000,MA,Middlesex County Total Migration-US,29642,46186,2458942
25,017,97,001,MA,Middlesex County Total Migration-Same State,15057,23458,1250355
25,017,97,003,MA,Middlesex County Total Migration-Different State,14585,22728,1208587
25,017,98,000,MA,Middlesex County Total Migration-Foreign,786,1444,90873
25,017,25,017,MA,Middlesex County Non-migrants,612653,1251074,76729414
25,017,25,025,MA,Suffolk County,5388,7419,451705
25,017,25,009,MA,Essex County,3332,5557,236985
25,017,25,027,MA,Worcester County,2509,4313,159771
25,017,25,021,MA,Norfolk County,2304,3792,259591
25,017,33,011,NH,Hillsborough County,1189,1911,73258
25,017,57,001,FR,Foreign - Overseas,719,1318,88167
25,017,36,061,NY,New York County,620,741,57575
25,017,33,015,NH,Rockingham County,609,1043,41938
25,017,25,023,MA,Plymouth County,520,865,46788
25,017,06,037,CA,Los Angeles County,448,642,35150
25,017,25,001,MA,Barnstable County,339,515,55036
25,017,36,047,NY,Kings County,339,397,18947
25,017,06,075,CA,San Francisco County,321,384,31488
25,017,06,085,CA,Santa Clara County,296,483,42727
25,017,25,005,MA,Bristol County,290,472,19088
25,017,44,007,RI,Providence County,267,391,19244
25,017,17,031,IL,Cook County,227,325,20432
25,017,11,001,DC,District of Columbia,223,255,12991
25,017,53,033,WA,King County,223,313,17631
25,017,06,001,CA,Alameda County,209,302,18283
25,017,06,073,CA,San Diego County,201,300,22857
25,017,12,099,FL,Palm Beach County,194,354,27185
25,017,48,453,TX,Travis County,192,327,14466
25,017,12,011,FL,Broward County,180,320,12236
25,017,23,005,ME,Cumberland County,148,201,9647
25,017,36,081,NY,Queens County,133,198,7099
25,017,48,201,TX,Harris County,133,226,10046
25,017,09,003,CT,Hartford County,132,209,11729
25,017,09,009,CT,New Haven County,131,192,9527
25,017,12,086,FL,Miami-Dade County,123,199,11954
25,017,25,013,MA,Hampden County,123,176,5514
25,017,23,031,ME,York County,121,187,11705
25,017,42,101,PA,Philadelphia County,121,162,5738
25,017,24,031,MD,Montgomery County,118,186,8909
25,017,09,001,CT,Fairfield County,117,166,12379
25,017,06,081,CA,San Mateo County,113,181,19522
25,017,25,015,MA,Hampshire County,111,154,7763
25,017,51,059,VA,Fairfax County,107,192,8567
25,017,04,013,AZ,Maricopa County,99,159,10510
25,017,06,059,CA,Orange County,95,173,9675
25,017,37,183,NC,Wake County,91,166,7393
25,017,08,031,CO,Denver County,90,109,7769
25,017,48,113,TX,Dallas County,88,160,7818
25,017,34,017,NJ,Hudson County,83,116,8434
25,017,12,021,FL,Collier County,80,140,32286
25,017,12,095,FL,Orange County,79,145,3755
25,017,12,103,FL,Pinellas County,79,112,5902
25,017,13,121,GA,Fulton County,79,136,8270
25,017,12,071,FL,Lee County,78,121,7347
25,017,36,119,NY,Westchester County,77,119,10951
25,017,33,009,NH,Grafton County,74,106,8329
25,017,12,057,FL,Hillsborough County,71,133,3932
25,017,33,013,NH,Merrimack County,70,99,5773
25,017,50,007,VT,Chittenden County,69,98,5066
25,017,33,017,NH,Strafford County,66,107,4808
25,017,41,051,OR,Multnomah County,66,79,2862
25,017,34,003,NJ,Bergen County,62,113,6731
25,017,37,119,NC,Mecklenburg County,60,99,6475
25,017,34,023,NJ,Middlesex County,59,102,6059
25,017,32,003,NV,Clark County,58,75,2458
25,017,33,003,NH,Carroll County,58,85,5065
25,017,27,053,MN,Hennepin County,57,82,3948
25,017,33,001,NH,Belknap County,57,89,5265
25,017,42,003,PA,Allegheny County,57,88,4526
25,017,12,115,FL,Sarasota County,53,93,7584
25,017,06,013,CA,Contra Costa County,52,103,4499
25,017,24,510,MD,Baltimore city,48,54,2210
25,017,34,021,NJ,Mercer County,48,75,4367
25,017,44,003,RI,Kent County,48,79,4004
25,017,51,013,VA,Arlington County,48,69,3917
25,017,25,003,MA,Berkshire County,47,75,3297
25,017,36,055,NY,Monroe County,47,66,2365
25,017,15,003,HI,Honolulu County,46,84,3089
25,017,25,011,MA,Franklin County,46,56,2250
25,017,39,035,OH,Cuyahoga County,45,70,2821
25,017,08,013,CO,Boulder County,44,51,1842
25,017,48,029,TX,Bexar County,44,79,2512
25,017,36,103,NY,Suffolk County,42,74,3653
25,017,42,091,PA,Montgomery County,41,72,5188
25,017,24,005,MD,Baltimore County,40,63,2199
25,017,44,005,RI,Newport County,40,71,3681
25,017,47,037,TN,Davidson County,40,48,1915
25,017,39,049,OH,Franklin County,39,55,2383
25,017,33,005,NH,Cheshire County,38,53,2419
25,017,09,011,CT,New London County,36,49,2309
